,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,178,0,False,False,0,5170.421265561686,39.150001525878906,54.849998474121094,133.0399932861328,10687.5,8023.3001708984375,7262.8997802734375,-1387.2999572753906,-2341.199951171875,-4814.800109863281,0.0,-0.07331055956425225,-0.020456712699809504,-0.35035335953718266,76561199062454469,FennecLifesMatter,5.0,-26.6299991607666,-112.70999908447266,101.81999969482422,-2031.9000244140625,1435.0999450683594,4162.099914550781,1095.8999633789062,1331.3999938964844,-4242.9998779296875,255.0,168.0,True,0.17820921771228457,1.1728517748338338,-0.08938504748480224,True,3,False,4,17.0,False,,76561198075723643,Yutakashinoa,7.0,24.829999923706055,-4233.10009765625,17.010000228881836,1138.6000061035156,9092.899780273438,2.0999999344348907,0.0,0.7000000029802322,25.799999237060547,241.0,128.0,,0.009518861658106545,1.4500003418494132,-7.880266366043181e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,28.0,-11.4399995803833,164.33999633789062,88.22000122070312,-617.0000076293945,-4778.2000732421875,-961.9000244140625,4381.700134277344,756.3999938964844,3236.9000244140625,255.0,128.0,,1.4722313260860205,-1.636736420564774,-0.21809792115554585,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,17.0,3184.93994140625,3996.320068359375,17.010000228881836,13913.499755859375,-8609.69970703125,2.3000000417232513,0.29999999329447746,0.0,-2012.2999572753906,255.0,0.0,,0.009581762593954385,-0.6236102081108721,-4.4600202418150844e-05,True,255.0,False,False,False,False,
1,179,0,False,False,1,5264.563768352903,-98.54000091552734,-29.770000457763672,163.8699951171875,-12406.800537109375,6026.400146484375,6165.4998779296875,3989.8001098632812,2312.4000549316406,3838.2998657226562,1.0,0.17752294931548626,-0.2189878432493165,-0.5806908860411402,76561198039309853,enpitsu,28.0,11.4399995803833,-164.33999633789062,88.22000122070312,617.0000076293945,4778.2000732421875,-961.9000244140625,-4381.700134277344,-756.3999938964844,3236.9000244140625,255.0,128.0,,-1.4722313260860205,1.636736420564774,-0.21809792115554585,True,1,False,2,31.0,False,,bf81d8692db,games5425898691,17.0,-3302.5400390625,-3906.030029296875,17.010000228881836,-11867.80029296875,10823.1005859375,2.3000000417232513,-0.29999999329447746,0.09999999776482582,-2025.0,255.0,0.0,,-0.009575825806720199,0.8087301743230781,-4.3126124448542265e-05,True,255.0,False,False,False,False,,Yutakashinoa,76561198075723643,7.0,-35.36000061035156,4147.08984375,17.010000228881836,-1165.4000091552734,-9618.099975585938,2.0999999344348907,-0.0,-0.7000000029802322,4.799999892711639,246.0,128.0,,-0.009518901600224151,-1.451053037497837,-7.379216525453883e-05,True,False,116.0,False,False,False,,FennecLifesMatter,76561199062454469,5.0,26.6299991607666,112.70999908447266,101.81999969482422,2031.9000244140625,-1435.0999450683594,4162.099914550781,-1095.8999633789062,-1331.3999938964844,-4242.9998779296875,255.0,168.0,True,-0.17820921771228457,-1.1728517748338338,-0.08938504748480224,True,17.0,False,4,False,3,
2,246,2,False,False,0,7417.999005368026,2854.219970703125,-1260.199951171875,207.82000732421875,18343.399658203125,23202.2998046875,6749.2999267578125,5599.000244140625,1848.8999938964844,1110.0,0.0,0.405954293391566,2.5704887535024485,1.8195067358895387,76561198075723643,Yutakashinoa,6.0,2829.570068359375,-1395.5699462890625,161.8800048828125,14566.500244140625,14154.200439453125,1102.7999877929688,-2861.0000610351562,4184.800109863281,2133.3999633789062,255.0,47.0,,0.3899645498997473,1.377556286943067,0.32990588719890973,True,3,False,4,11.0,False,,76561199062454469,FennecLifesMatter,5.0,80.76000213623047,-698.4600219726562,101.9800033569336,1630.7000732421875,-13753.1005859375,-166.5999984741211,5499.0997314453125,89.70000267028809,-35.69999933242798,255.0,128.0,False,1.1478549965943103,1.6015632274331122,-3.1257433933751484,True,17.0,False,False,5,6,,enpitsu,76561198039309853,28.0,1312.9100341796875,202.17999267578125,17.049999237060547,7894.4000244140625,12114.3994140625,-1.0000000149011612,-0.29999999329447746,0.0,2214.7000122070312,255.0,128.0,,0.016765466484322592,1.059631706215247,-2.7890016119731247e-05,True,2,0.0,False,2,False,,games5425898691,bf81d8692db,17.0,3180.97998046875,-951.469970703125,143.8800048828125,-9929.500122070312,-16081.800537109375,3036.4999389648438,-4398.399963378906,-3301.4999389648438,60.0,255.0,0.0,,-0.04232409668605508,-2.573932962063163,0.6798247980439572,True,255.0,False,4,False,3,
3,248,2,False,False,1,5583.112541919251,-2950.590087890625,1093.4100341796875,283.5899963378906,17491.8994140625,-6880.4998779296875,18476.400146484375,1822.4000549316406,-4135.899963378906,-3946.099853515625,1.0,-0.02203034836584787,-2.4537741343056307,1.6962458691016085,bf81d8692db,games5425898691,17.0,-3105.719970703125,1081.3599853515625,158.63999938964844,6158.3001708984375,13823.599853515625,-517.2999954223633,5229.69970703125,336.50001525878906,-1669.1000366210938,255.0,2.0,,0.10349441396062499,2.6512207236989958,1.3100266539380179,True,3,False,4,255.0,False,,76561198039309853,enpitsu,28.0,-1369.3900146484375,-311.32000732421875,17.049999237060547,-5906.300048828125,-13823.800048828125,-1.2999999523162842,1.5999999642372131,4.300000071525574,1868.0999755859375,255.0,128.0,,-0.016775937267763965,-1.2387509680588507,-6.483532466583908e-05,True,0.0,False,False,2,2,,Yutakashinoa,76561198075723643,6.0,-2926.68994140625,1301.06005859375,167.5399932861328,-14569.300537109375,-14191.99951171875,646.9999694824219,3260.4000854492188,-4428.599853515625,-80.29999732971191,255.0,44.0,,-0.6880952684172402,-1.65444112317337,0.7754537300676789,True,3,11.0,False,4,False,,FennecLifesMatter,76561199062454469,5.0,-94.36000061035156,812.9299926757812,100.58000183105469,-1629.7000122070312,13717.7001953125,-164.89999771118164,-5499.0997314453125,-89.70000267028809,-35.69999933242798,255.0,128.0,False,-0.5449700827876179,-1.5910661554002006,-3.1339796034191947,True,17.0,False,6,False,5,
4,407,8,False,False,0,4713.217911723187,-3280.800048828125,1074.6400146484375,98.0,13752.2998046875,15399.69970703125,1974.2999267578125,-4301.700134277344,-3864.2999267578125,1600.2999877929688,0.0,0.7974643998341003,2.0107260403778096,0.71949421320311,76561199062454469,FennecLifesMatter,5.0,-3439.2099609375,958.2999877929688,17.010000228881836,9159.199829101562,8697.7001953125,2.0999999344348907,2.3999999463558197,2.0000000298023224,-746.3999938964844,255.0,139.0,False,0.009566651272797452,0.7038457918799997,0.0001624360574820344,True,6,False,6,235.87494193353962,True,,76561198075723643,Yutakashinoa,6.0,-1598.489990234375,-2456.679931640625,17.010000228881836,-12097.900390625,6951.6998291015625,2.3000000417232513,-0.29999999329447746,0.0,-2056.1000061035156,255.0,0.0,,0.009576033620313595,2.5683322228634045,-8.348144797492451e-05,True,72.0,False,False,4,4,,enpitsu,76561198039309853,28.0,-2681.1201171875,3370.2099609375,17.049999237060547,12009.300537109375,627.400016784668,3.3000001311302185,-0.09999999776482582,0.0,2374.199981689453,255.0,255.0,False,0.016722540320167685,0.11300482247100985,2.187560365678885e-05,True,2,252.0,False,2,False,,games5425898691,bf81d8692db,17.0,1249.0899658203125,3910.800048828125,16.989999771118164,-6683.900146484375,15365.400390625,4.799999892711639,-0.29999999329447746,0.0,1946.9999694824219,128.0,255.0,,0.009616629699169191,2.0507719235492883,-1.0986612125680777e-05,True,179.0,False,6,False,6,
5,449,9,False,False,1,8420.340364418837,1367.6600341796875,-3267.1201171875,101.06999969482422,7352.0001220703125,12879.599609375,5392.19970703125,-695.1000213623047,1895.5999755859375,-243.1999969482422,1.0,0.6977007968320512,1.1791506981178719,-2.7509426947103295,76561198039309853,enpitsu,28.0,1269.6400146484375,-3444.830078125,49.119998931884766,-1167.0999908447266,8588.800048828125,3418.2000732421875,500.29998779296875,-6.200000047683716,-2298.5000610351562,0.0,0.0,False,-0.005598756884167233,1.615115905168124,0.00022695189123920118,True,3,False,4,237.0,False,,bf81d8692db,games5425898691,17.0,-57.2599983215332,-4807.7001953125,16.989999771118164,6801.099853515625,2853.599853515625,4.799999892711639,-0.0,0.09999999776482582,2470.0,255.0,255.0,,-0.009509857551484912,2.7307321856420264,-1.8813862707800686e-05,True,179.0,False,False,6,6,,Yutakashinoa,76561198075723643,6.0,935.1199951171875,1484.0400390625,17.010000228881836,-11767.099609375,5882.8997802734375,2.3000000417232513,-2.3999999463558197,1.2999999523162842,1013.7000274658203,255.0,255.0,,-0.009559667300866246,0.4813841514716844,0.0002699590411165543,True,4,103.0,False,4,False,,FennecLifesMatter,76561199062454469,5.0,1510.56005859375,-2912.090087890625,130.5399932861328,-10414.3994140625,-20383.599853515625,2246.3999938964844,2219.600067138672,323.3000183105469,438.8999938964844,255.0,230.0,False,-0.02960373879086763,-0.8576689575591556,-0.014341594183452896,True,151.0,False,8,False,7,
6,451,9,False,False,0,1906.8550204529888,-1380.030029296875,3295.60009765625,113.0199966430664,4178.699951171875,29490.400390625,-1475.7000732421875,700.5999755859375,-2056.3999938964844,-850.5999755859375,0.0,-0.6949134683475511,-1.3265077036768256,-2.57042532580924,76561199062454469,FennecLifesMatter,5.0,-1412.1300048828125,3101.2099609375,153.3800048828125,8644.69970703125,15812.80029296875,2788.5000610351562,-3333.2998657226562,-2101.199951171875,3837.0001220703125,255.0,243.0,False,0.3364403372289647,0.9425943542761607,-0.5272271716837411,True,7,False,8,151.0,False,,76561198075723643,Yutakashinoa,6.0,-834.47998046875,-1528.800048828125,17.010000228881836,12361.600341796875,-4808.2000732421875,2.3000000417232513,-1.7000000178813934,0.5000000074505806,1952.5999450683594,255.0,255.0,,0.009579741140963955,-0.3441123817554898,0.0002681990936093403,True,103.0,False,False,4,4,,enpitsu,76561198039309853,28.0,-1259.280029296875,3411.409912109375,66.83000183105469,-395.0,98.99999618530273,2291.6000366210938,-4903.900146484375,-605.6000137329102,-2415.2999877929688,0.0,0.0,False,-0.21787961069264367,-1.8393334090086493,-0.021568162713232093,True,3,237.0,False,4,False,,games5425898691,bf81d8692db,17.0,57.2599983215332,4807.7001953125,16.989999771118164,-6801.099853515625,-2853.599853515625,4.799999892711639,0.0,-0.09999999776482582,2470.0,255.0,255.0,,0.009509857551484912,-2.7307321856420264,-1.8813862707800686e-05,True,179.0,False,6,False,6,
7,557,13,False,False,1,9599.867961276641,3902.35009765625,-3976.97998046875,960.52001953125,4162.39990234375,16924.000244140625,-5689.1998291015625,-1635.2000427246094,575.0,958.6000061035156,1.0,-0.7357537256275563,-2.400968570444996,2.9496142146832356,bf81d8692db,games5425898691,17.0,3832.840087890625,-4206.02001953125,991.72998046875,9587.2998046875,9989.89990234375,1114.3000030517578,-1598.5000610351562,1481.1000061035156,929.8999786376953,255.0,255.0,,0.0475993804947896,2.3390817397103847,-1.568454811407024,True,6,False,6,151.34292501018894,True,,76561198039309853,enpitsu,28.0,1804.3299560546875,-3935.530029296875,17.049999237060547,1353.5000610351562,11898.499755859375,3.1999999284744263,-0.0,0.5999999865889549,-1753.699951171875,255.0,128.0,,-0.016702805964630987,1.6876859957691082,-0.0003276988812644102,True,255.0,False,False,4,4,,Yutakashinoa,76561198075723643,7.0,2598.469970703125,751.1300048828125,17.010000228881836,7816.099853515625,-2250.2000427246094,2.0999999344348907,-0.5999999865889549,-0.09999999776482582,-2.3000000417232513,255.0,,,-0.009547395068237678,-2.8607795108397207,5.085192073917387e-05,True,4,133.0,False,4,False,,FennecLifesMatter,76561199062454469,5.0,-1736.199951171875,-2006.949951171875,17.010000228881836,6585.10009765625,15219.7998046875,2.3999999463558197,0.09999999776482582,0.19999999552965164,-1998.3000183105469,255.0,0.0,,-0.009596568684975661,2.0481082229064156,-2.6293761236442107e-05,True,182.0,False,11,False,10,
8,587,14,False,False,1,8027.390276576407,3838.669921875,-2328.580078125,124.8499984741211,-2797.5,10945.899658203125,6259.000244140625,-5405.2001953125,-1193.0999755859375,-2315.2000427246094,1.0,-0.987388535789904,0.9751594331522069,-2.4839418461103735,bf81d8692db,games5425898691,17.0,3936.159912109375,-2565.8701171875,40.2599983215332,-6492.0001220703125,19685.10009765625,162.5,368.8999938964844,3182.6998901367188,-328.4000015258789,255.0,128.0,,-0.09642308876704228,1.3305343042035982,-0.3989924583170211,True,6,False,7,108.0,False,,76561198039309853,enpitsu,28.0,2119.60009765625,-2738.409912109375,17.049999237060547,-6149.0997314453125,10336.199951171875,3.1999999284744263,-0.0,-0.0,2371.699981689453,255.0,255.0,,-0.016721906564343737,0.9736813391586212,5.4673377138240005e-06,True,255.0,False,False,4,4,,Yutakashinoa,76561198075723643,6.0,3262.080078125,-134.72000122070312,17.010000228881836,4775.199890136719,-11818.00048828125,2.0999999344348907,1.4000000059604645,-3.3000001311302185,-691.6000366210938,255.0,128.0,,-0.009563097446205227,-1.9302906436563014,-5.356180558452218e-05,True,4,133.0,False,5,False,,FennecLifesMatter,76561199062454469,5.0,-867.3300170898438,217.49000549316406,74.6500015258789,7545.10009765625,20678.00048828125,-1940.0999450683594,-1886.7999267578125,-53.499999046325684,797.3000335693359,255.0,243.0,False,0.2943902599768037,2.297904514751964,0.286874338410257,True,212.0,False,12,False,12,
9,611,15,False,False,0,4599.880872275496,-3583.969970703125,1407.2099609375,427.1099853515625,15522.7001953125,7844.69970703125,8340.800170898438,3795.0,1860.8999633789062,-4258.399963378906,0.0,0.15594620319723787,-0.9062202726831957,-2.9749412689858796,76561198075723643,Yutakashinoa,6.0,-3656.68994140625,1211.5699462890625,270.32000732421875,-4946.7999267578125,13866.600341796875,4406.700134277344,320.40000915527344,175.49999237060547,-151.8000030517578,255.0,55.0,,-0.5956456142216023,1.7860707416672414,0.030393343844703595,True,4,3,6,105.0,False,,76561199062454469,FennecLifesMatter,5.0,539.6799926757812,-1917.3499755859375,17.010000228881836,-785.9999847412109,-21493.20068359375,2.3000000417232513,0.0,-1.5000000596046448,-1732.1000671386719,255.0,0.0,False,0.009589630167512832,-1.652811942381466,-0.00021021151113150775,True,212.0,False,False,12,12,,enpitsu,76561198039309853,28.0,-1216.3800048828125,2672.800048828125,17.049999237060547,9626.300048828125,8231.300048828125,3.1999999284744263,-0.5999999865889549,-0.5000000074505806,2245.800018310547,255.0,128.0,,0.016737236393813967,0.75814154649656,9.919578733947076e-05,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,17.0,-3940.2900390625,1062.5799560546875,124.97000122070312,-39.60000038146973,-16865.2001953125,148.00000190734863,-1787.2000122070312,-4288.599853515625,613.8999938964844,255.0,128.0,,0.0917642898125486,-1.9924739619715275,-1.6898696253561116,True,108.0,False,8,False,8,
