,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0,False,False,0,5199.2495707710805,25.200000762939453,23.010000228881836,104.16999816894531,17808.499755859375,14117.19970703125,6697.39990234375,3823.699951171875,-3667.3001098632812,343.4000015258789,0.0,-0.06125719084445545,0.0037789032743451288,0.0636431446273361,2535421140068430,ItsLaJoya10,15.0,-108.66000366210938,-66.13999938964844,15.859999656677246,11228.800048828125,13110.10009765625,-222.09999084472656,1477.5999450683594,372.09999084472656,-4226.499938964844,254.0,0.0,,-0.014816404783655016,0.7534569081334208,0.03875196235046127,True,0.0,False,False,False,False,,2535460063865484,VEX Lory075,12.0,-94.19999694824219,-1520.199951171875,17.010000228881836,2329.199981689453,13694.7998046875,2.199999988079071,1.5000000596046448,3.0000001192092896,-680.0,255.0,128.0,,0.00964245797556268,1.3555201145905202,0.00010915304329965926,True,84.0,False,4,4,False,,enpitsu,76561198039309853,26,-39.849998474121094,3178.969970703125,17.049999237060547,102.79999732971191,8155.3997802734375,2.5999999046325684,-0.7000000029802322,0.0,0.0,0.0,128.0,,0.01696080219991644,-1.5834413426828766,-4.2154380407900185e-07,True,79.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,126.16999816894531,404.1199951171875,85.43000030517578,-285.2000045776367,-22895.6005859375,1995.2999877929688,5476.400146484375,506.30001068115234,40.79999923706055,255.0,128.0,,0.8754057699857505,-1.4697314224388607,0.00883339933825594,True,3,False,4,0.0,False,
1,172,0,False,False,1,5326.771236507934,-207.38999938964844,-71.23999786376953,174.44000244140625,-20485.50048828125,22882.7001953125,8889.89990234375,2438.800048828125,1365.7000732421875,5309.0997314453125,1.0,0.3744991898013167,-0.1839921518675396,0.26667607727306897,bf81d8692db,games5425898691,19.0,-123.81999969482422,-186.6999969482422,91.44999694824219,-13.40000033378601,19008.800048828125,-151.8000030517578,-1460.2000427246094,-1675.0999450683594,4458.999938964844,255.0,128.0,,-1.366856048578655,1.4899924490792291,-0.23430718948322418,True,0.0,False,4,False,3,,76561198039309853,enpitsu,26.0,38.77000045776367,-3264.52001953125,17.049999237060547,-111.99999809265137,-8881.300048828125,2.5999999046325684,0.7000000029802322,-0.0,0.0,0.0,128.0,,-0.01696080219991644,1.5834413426828766,-4.2154380407900185e-07,True,79.0,False,False,False,False,,VEX Lory075,2535460063865484,12,70.80000305175781,1406.3299560546875,17.010000228881836,-3108.699951171875,-13654.69970703125,2.0999999344348907,-0.09999999776482582,0.9000000357627869,-162.60000228881836,254.0,128.0,,-0.009609457733258569,-1.3276958874796398,0.00014051180629499847,True,84.0,False,4,False,4,,ItsLaJoya10,2535421140068430,15.0,26.25,-11.529999732971191,16.31999969482422,-13166.199951171875,-10423.299560546875,60.70000171661377,480.09998321533203,21.500000953674316,-2691.0000610351562,254.0,0.0,,0.004788780774087752,-0.5397640503581913,0.024250776808793104,True,False,False,False,0.0,False,
2,250,2,False,False,0,9359.428369824818,2213.419921875,-3687.820068359375,97.45999908447266,10780.999755859375,5379.89990234375,1444.4999694824219,-2619.4000244140625,-736.2000274658203,5347.5,0.0,0.26031578817843976,-1.4638756334209797,0.5204980669671357,2535460063865484,VEX Lory075,12.0,2062.14990234375,-3635.89990234375,17.010000228881836,5994.1998291015625,-21785.50048828125,2.0999999344348907,1.0999999940395355,-2.800000011920929,639.0999984741211,128.0,255.0,,0.009611239132151925,-1.3011459752277468,9.495729292514079e-05,True,17.0,False,4,False,4,,2535421140068430,ItsLaJoya10,15.0,970.3699951171875,-2483.580078125,27.760000228881836,-2612.6998901367188,-17529.300537109375,-3176.300048828125,1447.2999572753906,-355.60001373291016,414.59999084472656,255.0,208.0,,-0.016128714786071637,-1.8043160790845199,-0.0068502465768315824,True,0.0,False,4,4,False,,enpitsu,76561198039309853,26,1316.6400146484375,4200.10986328125,17.049999237060547,12221.8994140625,4041.199951171875,2.5999999046325684,-0.9000000357627869,0.0,-68.00000190734863,255.0,128.0,,0.016711911550076917,0.31119258337011113,9.313915450452247e-05,True,79.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,2242.469970703125,-3038.860107421875,17.010000228881836,-9790.499877929688,-12006.400146484375,2.0999999344348907,0.5000000074505806,0.5999999865889549,-23.499999046325684,255.0,128.0,,0.009599151820955582,-2.258300155070643,8.077180640716898e-05,True,4,False,4,0.0,False,
3,316,5,False,False,0,9207.97814926119,3997.330078125,-2660.139892578125,273.239990234375,-8461.799926757812,20086.600341796875,10096.400146484375,1624.1000366210938,493.3000183105469,5754.7998046875,0.0,-0.3323565752662279,1.0016799355291235,-2.268560436391406,2535460063865484,VEX Lory075,12.0,4066.360107421875,-2784.260009765625,174.22999572753906,3565.5999755859375,15910.0,8279.500122070312,298.29999923706055,-4196.199951171875,1364.7000122070312,255.0,128.0,,-0.5052847461784508,1.388126268419004,-1.1769845439436888,True,139.11122592546607,True,4,False,4,,2535421140068430,ItsLaJoya10,15.0,2185.360107421875,-4918.22998046875,17.010000228881836,-10944.3994140625,-3723.2998657226562,2.3999999463558197,0.19999999552965164,0.0,-2375.8999633789062,255.0,0.0,,0.009538850951743368,-2.8756567465295495,1.8588809761171683e-05,True,22.0,False,4,4,False,,enpitsu,76561198039309853,26,3144.0,4067.5,17.049999237060547,4.399999976158142,1.1999999731779099,2.5,-0.3999999910593033,-0.29999999329447746,-0.09999999776482582,128.0,128.0,False,0.016819919086088937,-1.32156167089839,-3.0602326333751494e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-1627.9300537109375,-3344.10009765625,15.720000267028809,-18700.2001953125,5096.400146484375,90.50000190734863,-3.100000023841858,64.60000038146973,-1276.3999938964844,255.0,0.0,,0.0160618398851912,2.8554887088878327,-0.0025043016445519773,,6,False,6,,False,
4,407,8,False,False,1,9046.37779358038,-1351.050048828125,-3622.860107421875,149.89999389648438,-2980.2999877929688,8261.500244140625,-2233.3999633789062,1078.0999755859375,2237.100067138672,5461.9000244140625,1.0,-0.11656931669743409,-1.7683987943044126,-2.4197099962989275,76561198039309853,enpitsu,26.0,-1317.4599609375,-3749.1298828125,221.8300018310547,3401.7001342773438,4153.0999755859375,-48.69999885559082,-3395.4998779296875,-4326.600036621094,6.299999952316284,128.0,255.0,False,0.7261002635104452,2.330047826489186,-1.3678128477129254,True,255.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,3305.889892578125,-2401.179931640625,17.010000228881836,-6326.7999267578125,-22110.2001953125,1.899999976158142,-0.0,0.7999999821186066,-26.90000057220459,255.0,116.0,,-0.009605919040293539,-1.2922665607988761,4.794304114440466e-05,True,189.0,False,6,6,False,,VEX Lory075,2535460063865484,12,-1226.0999755859375,-3397.6298828125,410.82000732421875,14574.100341796875,-17591.199951171875,-360.60001373291016,3306.7001342773438,3608.9999389648438,-864.0000152587891,147.0,128.0,,0.8114782321526238,1.3170014811802577,-2.590076193310537,True,193.0,False,6,False,6,,ItsLaJoya10,2535421140068430,15.0,-2246.429931640625,673.1099853515625,17.010000228881836,8221.900024414062,-14308.199462890625,2.0999999344348907,0.19999999552965164,-0.0,7.300000190734863,254.0,128.0,,-0.00956813869045547,-2.093385500354017,-1.5984156053495157e-05,True,6,False,6,22.0,False,
5,455,10,False,True,0,3584.069077044602,1650.52001953125,2617.93994140625,101.37999725341797,-12111.99951171875,20324.000244140625,5727.9998779296875,-1268.7999725341797,-593.6999893188477,1717.5999450683594,0.0,0.7913828879853758,-1.9818075811631812,1.6990570558839952,2535421140068430,ItsLaJoya10,15.0,1746.0999755859375,2468.25,50.369998931884766,-3215.5999755859375,14401.99951171875,2547.4000549316406,3343.900146484375,-1080.8999633789062,4199.200134277344,128.0,239.0,,-0.04600894803982304,1.8933505963613728,-0.03756409264451527,True,47.0,False,8,False,6,,2535460063865484,VEX Lory075,12.0,-879.6199951171875,5487.1298828125,166.64999389648438,97.20000267028809,-2564.8001098632812,4374.89990234375,2165.0,-123.59999656677246,-30.0,254.0,255.0,,-1.1148579192190036,-1.5762471855172004,-1.5706162766377871,True,193.0,False,6,6,False,,enpitsu,76561198039309853,26,934.989990234375,3411.070068359375,135.1199951171875,5489.000244140625,-751.2000274658203,3576.6000366210938,17.100000381469727,-1.5000000596046448,1093.0999755859375,128.0,128.0,False,0.01575860954561176,0.14921980320935307,0.005652044267948452,True,243.0,False,4,False,2,,games5425898691,bf81d8692db,19.0,-1020.5999755859375,4454.9501953125,17.010000228881836,11829.100341796875,6358.2000732421875,2.0999999344348907,-1.5000000596046448,-0.7999999821186066,-529.900016784668,255.0,69.0,,0.009566402396206196,0.47918621132422334,5.4464382642579106e-05,True,6,False,6,189.0,False,
6,465,10,False,False,1,8695.495607858487,-1259.1099853515625,-3284.199951171875,262.3800048828125,-8588.800048828125,8163.2000732421875,5284.1998291015625,2168.6000061035156,1663.9999389648438,-5341.099853515625,1.0,-0.32299023632417717,1.368300865400955,1.9808494955389317,76561198039309853,enpitsu,26.0,-1192.780029296875,-3408.3701171875,221.89999389648438,-8803.300170898438,-4227.099914550781,666.2000274658203,4921.7999267578125,-1845.8999633789062,1618.0000305175781,255.0,128.0,False,-0.6934926189243951,-0.38938086238553066,-0.13487113865909814,True,234.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,461.67999267578125,-4537.31005859375,29.68000030517578,-12397.099609375,3005.10009765625,3119.8001098632812,-9.49999988079071,0.5999999865889549,-910.9999847412109,128.0,128.0,,-0.009678882160270703,0.3071315404640537,0.0003524840555365471,True,189.0,False,7,6,False,,VEX Lory075,2535460063865484,12,878.989990234375,-5343.6298828125,281.1099853515625,-2.7000001072883606,6404.2999267578125,2281.6000366210938,-2402.7000427246094,0.3999999910593033,-0.5999999865889549,254.0,255.0,,0.386142306451024,1.5810152509465265,-1.5669226791590176,True,193.0,False,6,False,6,,ItsLaJoya10,2535421140068430,15.0,-1644.260009765625,-2924.25,97.58000183105469,3215.5999755859375,-14401.99951171875,487.79998779296875,-1108.0999755859375,597.0000076293945,2770.4000854492188,128.0,128.0,,0.23098159574666613,3.071002733824092,-0.6302364532386435,True,6,False,8,47.0,False,
7,551,13,False,False,1,7686.643611293314,-3473.760009765625,-1183.739990234375,113.72000122070312,14552.5,14428.599853515625,6304.1998291015625,2047.7999877929688,-3717.9000854492188,-4240.5999755859375,1.0,-1.322345402078783,-1.6235125761369136,-1.5711457372990616,76561198039309853,enpitsu,26.0,-3617.860107421875,-1299.2900390625,17.030000686645508,7014.69970703125,21413.89892578125,5.799999833106995,-0.3999999910593033,0.5000000074505806,-1996.9000244140625,128.0,0.0,,-0.01680466212306147,1.9633929083612343,-2.7898807231962463e-05,True,95.0,False,4,False,4,,bf81d8692db,games5425898691,19.0,-3524.570068359375,-1887.22998046875,17.010000228881836,5643.0999755859375,17615.50048828125,2.3000000417232513,-0.19999999552965164,-0.0,-1992.1000671386719,255.0,0.0,,-0.009568648981351837,1.954847391837315,4.999670056839453e-06,True,103.0,False,8,6,False,,VEX Lory075,2535460063865484,12,648.760009765625,-1183.1300048828125,62.25,-3701.099853515625,20585.30029296875,-1904.6000671386719,-2208.699951171875,-806.5000152587891,27.40000009536743,254.0,,,0.47208108138092997,1.2266995221995034,0.013564202280114386,True,169.0,False,8,False,8,,ItsLaJoya10,2535421140068430,15.0,-2193.949951171875,-1055.6400146484375,22.959999084472656,-4505.299987792969,17303.1005859375,-2832.39990234375,-970.5999755859375,-1746.1000061035156,-1708.3999633789062,255.0,0.0,,0.000160888254681956,1.55118670641512,0.13553086473929576,True,8,False,10,1.0,False,
8,658,17,False,False,0,8675.07358649934,-1248.22998046875,-3527.919921875,107.43000030517578,-10954.200439453125,21018.701171875,10509.3994140625,5133.599853515625,-2399.199981689453,1971.9999694824219,0.0,1.353023632580557,-2.94785463507237,-0.6566589248961456,2535421140068430,ItsLaJoya10,15.0,-1209.02001953125,-3707.949951171875,19.479999542236328,-8590.10009765625,16463.599853515625,2958.900146484375,1.8000000715255737,-3.400000035762787,-600.4000091552734,255.0,43.0,,0.0095906620965484,2.0607895813572226,-0.0001737670476937409,True,0.0,False,13,False,10,,2535460063865484,VEX Lory075,12.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,1431.989990234375,-4711.0498046875,17.0,-2231.199951171875,-16025.6005859375,17.5,6.600000262260437,7.699999809265137,1909.6000671386719,255.0,255.0,False,0.01646389596289466,-1.66885669981706,0.0006740995062608958,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-2858.219970703125,1345.6800537109375,17.0,-14511.099853515625,9111.599731445312,3.4999999403953552,1.0999999940395355,-0.5999999865889549,1839.1999816894531,128.0,234.0,,0.00964223006196415,2.6432913894045824,6.837421306038146e-05,True,8,False,10,164.0,False,
9,766,21,False,False,0,2962.175254625431,-3307.52001953125,3419.81005859375,280.92999267578125,615.2000045776367,25848.798828125,58.60000133514404,-3755.4000854492188,2190.0999450683594,1255.5999755859375,0.0,-0.1529458836468349,-2.0052603661631347,-2.421897049078902,2535421140068430,ItsLaJoya10,15.0,-3252.219970703125,3239.919921875,295.32000732421875,4426.9000244140625,21158.701171875,3487.39990234375,1353.2000732421875,1388.2000732421875,2339.7999572753906,254.0,27.0,,0.13229015065610542,1.642186814602642,0.04781713987633053,True,210.58838717399107,True,16,4,12,,2535460063865484,VEX Lory075,12.0,3485.570068359375,-3486.6298828125,17.010000228881836,3672.0001220703125,15128.699951171875,-0.09999999776482582,0.0,0.7999999821186066,1.5999999642372131,255.0,128.0,,0.009583710361172455,1.3329470013403601,-4.637530901081492e-05,True,50.56061089679759,True,False,False,False,,enpitsu,76561198039309853,26,3166.699951171875,-2509.469970703125,17.049999237060547,5707.2998046875,18548.499755859375,-2.199999988079071,0.0,-0.5999999865889549,-1.2999999523162842,255.0,128.0,False,0.016786298006832432,1.2721207444714062,3.5867956672081696e-05,True,135.9641977792145,True,6,False,6,,games5425898691,bf81d8692db,19.0,-2913.47998046875,4983.7998046875,90.37999725341797,5309.2999267578125,2565.4000854492188,-452.09999084472656,-581.5000152587891,658.1999969482422,-1621.1000061035156,128.0,87.0,,0.08372212768562577,0.4689405464907166,0.8852213921938265,True,8,False,10,255.0,False,
