,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,170,0,False,False,1,5214.524918506929,-60.279998779296875,13.90999984741211,92.52999877929688,-20466.400146484375,-1430.8999633789062,1570.8000183105469,-1604.2999267578125,2840.4000854492188,-5035.5999755859375,1.0,0.24753324656662368,0.06685790863163124,0.23559380522654233,76561198311210071,S1lva,14.0,-44.83000183105469,-154.80999755859375,113.16999816894531,46.79999828338623,3869.7000122070312,4880.899963378906,-380.60001373291016,-3810.2999877929688,3947.9000854492188,255.0,255.0,,-0.2314163915506094,1.656226948039377,-0.4237429974226652,True,4,False,3,0.0,False,,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,15.0,-0.0,-3885.97998046875,17.010000228881836,-0.0,14653.900146484375,0.0,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009544408615608195,1.570788551888575,3.701008606201032e-08,,False,False,False,36.179268729302194,True,,enpitsu,76561198039309853,27.0,49.36000061035156,100.4800033569336,90.44999694824219,-12211.600341796875,-16603.00048828125,-128.29999923706055,4275.299987792969,-2356.699981689453,2533.2000732421875,255.0,128.0,,-1.3550945849223384,-0.9418679722870779,-0.04915507716199677,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,24.0,2265.47998046875,3821.6201171875,17.010000228881836,17346.300048828125,11419.599609375,2.0000000298023224,-0.29999999329447746,-0.19999999552965164,-215.49999237060547,255.0,88.0,-0.009596214289605779,2.558088923444904,-8.656347062281075e-05,True,0.0,False,False,False,False,,
1,171,0,False,False,0,5278.361172625532,123.29000091552734,-39.0099983215332,95.8499984741211,25768.798828125,-4900.899963378906,721.6999816894531,353.80001068115234,-4415.10009765625,-2495.0,0.0,-0.39922679592266475,-0.015749237301281107,0.2655396913040868,76561198039309853,enpitsu,27.0,-49.36000061035156,-100.4800033569336,90.44999694824219,12211.600341796875,16603.00048828125,-128.29999923706055,-4275.299987792969,2356.699981689453,2533.2000732421875,255.0,128.0,,1.3550945849223384,0.9418679722870779,-0.04915507716199677,True,2,False,1,0.0,False,,bf81d8692db,games5425898691,24.0,-2411.5,-3914.320068359375,17.010000228881836,-17757.900390625,-10704.100341796875,2.199999988079071,1.1999999731779099,0.7999999821186066,-1190.5999755859375,255.0,0.0,,0.009604652252424312,-2.6147930118381613,-0.0001646120437114344,True,False,False,False,0.0,False,,S1lva,76561198311210071,14.0,44.83000183105469,154.80999755859375,113.16999816894531,-46.79999828338623,-3869.7000122070312,4880.899963378906,380.60001373291016,3810.2999877929688,3947.9000854492188,255.0,255.0,,0.2314163915506094,-1.656226948039377,-0.4237429974226652,True,4,False,3,0.0,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,15.0,0.0,3760.080078125,17.010000228881836,0.0,-15479.89990234375,0.0,0.7999999821186066,0.0,0.0,255.0,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,,33.04713982151401,True,False,False,False,,
2,355,6,False,False,0,7957.100957923337,3187.590087890625,-1689.3299560546875,166.88999938964844,-6647.9998779296875,24061.201171875,12697.2998046875,5652.80029296875,-1884.1000366210938,703.7000274658203,0.0,-1.0130879016912502,2.70424852779383,0.2500671232165998,bf81d8692db,games5425898691,24.0,3240.89990234375,-1997.0899658203125,17.010000228881836,-3695.4000854492188,22701.10107421875,0.0,-0.09999999776482582,0.5000000074505806,-1909.2999267578125,255.0,0.0,,0.009594517777307318,1.6625882683674638,-4.050169412607006e-05,True,4,False,4,162.27757441356616,True,,76561198039309853,enpitsu,28.0,3079.320068359375,-3229.320068359375,17.049999237060547,-1880.5999755859375,4853.599853515625,2.8999999165534973,0.0,-0.5000000074505806,2116.1000061035156,255.0,128.0,False,0.0166249821297816,1.8899989302566171,7.956521778970004e-05,True,4,4,False,255.0,False,,S1lva,76561198311210071,13.0,-2668.68994140625,-442.0299987792969,17.010000228881836,10786.099853515625,10119.000244140625,2.199999988079071,0.5000000074505806,0.29999999329447746,1700.5999755859375,255.0,255.0,False,0.009601214878095846,0.7830044717273804,0.00014064346710142202,True,5,False,4,233.0,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,15.0,3664.550048828125,-224.49000549316406,21.979999542236328,-4273.0999755859375,20698.1005859375,2999.5001220703125,0.0,-0.3999999910593033,1883.5000610351562,255.0,255.0,0.009602817597555734,1.8369189798266994,8.455423223952293e-05,True,60.0,False,3,False,False,,
3,459,10,False,False,1,9273.444793124387,-968.280029296875,-3944.1201171875,302.1600036621094,13072.39990234375,8638.400268554688,4490.799865722656,-4444.4000244140625,-3078.3999633789062,-2601.9000244140625,1.0,-0.43066775730404083,-2.6364933339947116,2.308530340949199,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,15.0,-1078.97998046875,-3977.18994140625,146.42999267578125,9853.200073242188,3101.7001342773438,3367.60009765625,1947.2000122070312,-914.1000366210938,506.89998626708984,0.0,0.0,True,0.1546799717571264,2.4159289108551603,0.012669701655034218,True,6,False,4,255.0,False,,76561198311210071,S1lva,12.0,-751.780029296875,-3993.8701171875,139.52000427246094,-13051.800537109375,7120.2001953125,2979.7000122070312,-3887.39990234375,1122.0999908447266,-1304.7000122070312,255.0,0.0,False,0.2734660651824957,0.81011399074416,0.12876571538144763,True,8,7,False,222.0,False,,enpitsu,76561198039309853,28.0,-1180.1600341796875,1455.3900146484375,17.049999237060547,26.400001049041748,-782.3000335693359,2.5999999046325684,-1.5000000596046448,-0.0,0.0,255.0,128.0,False,-0.016649984143008313,-1.6047587523210896,3.7348468530880125e-07,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,24.0,-892.280029296875,-3310.25,120.95999908447266,-7583.2000732421875,-21656.59912109375,1575.5999755859375,-788.4999847412109,159.20000076293945,61.10000133514404,255.0,67.0,0.5138293244528246,-1.4130797590151543,-0.038892003637617086,True,120.73248187444543,True,6,False,4,,
4,562,14,False,True,0,4406.5583553912875,-2821.1298828125,1176.2099609375,102.16999816894531,11392.900390625,19056.500244140625,8181.5997314453125,3275.7000732421875,-1317.5,-4851.000061035156,0.0,-0.02509927730761118,-1.5233304865477473,-2.4799614049263443,76561198039309853,enpitsu,28.0,-2910.949951171875,984.6699829101562,24.549999237060547,-679.3000030517578,17880.699462890625,3039.5999145507812,0.09999999776482582,-4.600000083446503,-239.40000534057617,255.0,0.0,,0.016772864385849302,1.6121730075104412,1.8854756341802833e-05,True,6,False,5,167.0,False,,bf81d8692db,games5425898691,24.0,2520.760009765625,1858.8699951171875,40.02000045776367,-6722.39990234375,-17369.100341796875,-2676.400146484375,1491.1000061035156,-587.599983215332,154.399995803833,255.0,,,-0.19549975944639988,-2.0509930262955938,0.11532987306985634,True,8,8,False,93.0,False,,S1lva,76561198311210071,12.0,-1214.27001953125,3800.780029296875,17.010000228881836,-3963.800048828125,10287.39990234375,2.0999999344348907,0.19999999552965164,-0.9000000357627869,-75.39999961853027,128.0,128.0,,0.00964450910651185,1.9274944231646967,0.00012606548916373615,True,8,False,8,255.0,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,15.0,3082.8798828125,-908.27001953125,17.020000457763672,11265.2001953125,-3046.7999267578125,1.4000000059604645,-0.29999999329447746,0.0,2626.7999267578125,255.0,255.0,0.009560356415347304,-0.15995073542819804,-3.559191049507656e-05,True,217.0,False,6,False,4,,False
5,613,16,False,False,1,9765.808130954034,753.6099853515625,-4624.77001953125,471.8900146484375,-13301.500244140625,-1119.7000122070312,-109.0999984741211,-3283.0999755859375,-499.0999984741211,4997.099914550781,1.0,0.37815332527713436,0.11685793514897774,3.122069509824788,76561198311210071,S1lva,12.0,783.489990234375,-4699.10009765625,388.95001220703125,-5655.10009765625,-3284.2001342773438,1992.7999877929688,4120.7000732421875,930.4000091552734,-3521.7999267578125,128.0,255.0,True,1.1411004685161572,2.8853485925518476,1.7597609345932175,True,10,4,8,234.0,False,,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,15.0,-3359.739990234375,-1243.1600341796875,17.020000457763672,8481.099853515625,-17522.19970703125,-2.0999999344348907,0.5999999865889549,-1.899999976158142,139.399995803833,255.0,128.0,False,-0.009604283817692903,-2.0373277346541827,-0.00015691346047876233,True,6,4,False,198.56168598257085,True,,enpitsu,76561198039309853,28.0,2340.080078125,-4154.89990234375,17.049999237060547,-5549.89990234375,-14321.099853515625,3.0000001192092896,0.09999999776482582,-1.0000000149011612,-1949.2999267578125,128.0,0.0,,-0.01682303076618566,-1.1463391656313369,-8.943870219928047e-05,True,6,False,6,167.0,False,,games5425898691,bf81d8692db,24.0,91.87000274658203,-1345.780029296875,17.010000228881836,8189.7998046875,-13726.700439453125,2.3000000417232513,-0.0,-0.0,-2003.3000183105469,255.0,0.0,-0.009579709429043534,-2.0433929608993227,-2.394165626800058e-05,True,154.0,False,8,False,8,,
6,751,21,False,False,0,4325.792825490969,3387.22998046875,4534.669921875,234.02999877929688,-10902.2998046875,4446.400146484375,8301.799926757812,2356.3999938964844,-1784.9000549316406,5221.199951171875,0.0,-1.3150332063170738,-1.6781708684322054,-2.2377287897557196,bf81d8692db,games5425898691,24.0,3493.820068359375,4428.169921875,73.13999938964844,4336.199951171875,9543.699951171875,7856.9000244140625,3403.699951171875,-3935.7000732421875,1781.4999389648438,255.0,255.0,,-0.684450892222635,1.1742992667664813,-0.24148245275453709,True,10,False,8,239.36091183334267,True,,76561198039309853,enpitsu,28.0,3301.469970703125,3092.9599609375,17.049999237060547,3052.9998779296875,-12343.599853515625,3.1999999284744263,0.0,-0.09999999776482582,-2336.1000061035156,255.0,0.0,False,0.01673043840322898,-1.3918949112348307,-8.48831035896981e-06,True,6,6,False,99.0,False,,S1lva,76561198311210071,14.0,1855.56005859375,4863.58984375,17.010000228881836,1418.0000305175781,-822.5,2.199999988079071,-1.8000000715255737,-0.7000000029802322,-974.8999786376953,255.0,0.0,False,0.009600560806872625,-0.3449025412431739,-5.6806841835677697e-05,True,10,4,8,221.0,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,15.0,2889.929931640625,4908.64013671875,33.70000076293945,5137.80029296875,6699.4000244140625,2610.7998657226562,4003.800048828125,-2983.2000732421875,2306.300048828125,255.0,255.0,-0.4195937542495688,0.9582492191495564,0.0035305543721454932,True,61.0,False,6,False,4,,False
7,779,22,False,False,1,10605.869929398537,-2287.429931640625,-4976.830078125,729.3800048828125,10883.900146484375,270.40000915527344,295.10000228881836,-1383.3000183105469,1123.8999938964844,2294.4000244140625,1.0,1.387631741478569,1.6411065954749828,-2.444454829214912,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,15.0,-2372.489990234375,-5103.47021484375,773.4500122070312,11434.3994140625,23.599998950958252,2945.2999877929688,-716.8000030517578,1698.5000610351562,-1079.4999694824219,255.0,255.0,False,0.23093002689935932,-3.1052092726927563,-1.5804167843620496,True,6,False,4,30.0,False,,76561198311210071,S1lva,14.0,-1838.719970703125,-4336.81982421875,17.010000228881836,7681.9000244140625,3208.5000610351562,2.5999999046325684,-0.0,-0.0,-2631.199951171875,255.0,0.0,False,-0.009531483984881356,2.8059083922512174,3.3655001639490215e-05,True,10,8,4,221.0,False,,enpitsu,76561198039309853,28.0,-2592.360107421875,-2546.679931640625,17.049999237060547,10778.800048828125,-5301.400146484375,-1.1999999731779099,-1.5000000596046448,1.0000000149011612,-78.89999866485596,255.0,128.0,False,-0.01670217098788052,-2.674660812483856,0.00011507520747438883,True,6,False,6,77.08919542579241,True,,games5425898691,bf81d8692db,24.0,-2804.429931640625,-5066.47021484375,159.83999633789062,7517.7001953125,228.89999389648438,-10644.3994140625,5493.0999755859375,84.20000076293945,260.40000915527344,255.0,255.0,-1.0283792049293239,3.102500607940354,-1.204336120624884,True,236.0,False,10,False,8,,
8,793,22,False,False,1,10345.557394730067,-1711.800048828125,-4871.490234375,645.9600219726562,11716.99951171875,7470.3997802734375,-4170.299987792969,632.2000122070312,1087.3999786376953,435.6999969482422,1.0,0.7225469114274146,1.4798968673736412,-1.3709742906870577,51c1771d3b234feab856731bf9ed6d83,brunozzzZ_,15.0,-1740.9300537109375,-4999.77978515625,693.510009765625,12492.80029296875,4897.799987792969,-3874.8001098632812,-442.20001220703125,2429.1000366210938,-487.2999954223633,0.0,255.0,False,-0.6103668125399828,-3.1126528005030374,-1.5939703921983395,True,8,False,4,30.0,False,,76561198311210071,S1lva,14.0,-1357.8900146484375,-4278.2001953125,17.010000228881836,10890.999755859375,-1062.7999877929688,2.3999999463558197,-6.000000238418579,0.7000000029802322,-962.3000335693359,255.0,0.0,False,-0.009533930249109656,-3.04490588074831,1.9438587990513774e-05,True,10,8,4,252.0,False,,enpitsu,76561198039309853,28.0,-1901.989990234375,-2897.590087890625,17.049999237060547,15645.6005859375,-7980.4998779296875,-2.0000000298023224,-0.0,0.3999999910593033,0.0,255.0,0.0,False,-0.016765752932956856,-2.669900381830395,1.570496740932484e-05,True,6,False,6,33.282838657338154,True,,games5425898691,bf81d8692db,24.0,-2243.64990234375,-4697.06982421875,16.989999771118164,14837.900390625,3341.6000366210938,2.5999999046325684,-2.800000011920929,4.600000083446503,-2076.999969482422,255.0,0.0,-0.009307156817141305,2.9868261651442736,6.692738712541486e-05,True,198.45587096419385,True,10,False,8,,
9,817,23,False,False,0,1754.5248281038123,682.8300170898438,4374.72021484375,117.47000122070312,-16020.10009765625,-6265.2001953125,13015.50048828125,-5218.499755859375,-852.0999908447266,2835.5999755859375,0.0,-1.02837618272814,-2.7781797825891665,0.9553203535815629,76561198039309853,enpitsu,28.0,771.8900146484375,4252.06005859375,148.60000610351562,-9227.999877929688,17289.000244140625,812.3999786376953,-5197.9998779296875,-1784.9000549316406,210.59999465942383,255.0,255.0,False,1.1888395639667795,1.9186202299941462,-0.03331068556362442,True,8,False,7,0.0,False,,bf81d8692db,games5425898691,24.0,630.3300170898438,4493.97998046875,16.229999542236328,-22714.7998046875,-1472.8999328613281,249.0999984741211,-332.90000915527344,-100.39999961853027,-1447.7000427246094,255.0,0.0,,0.011874655352326704,-3.0415404342251064,0.10248704661561474,True,10,8,False,123.21238701574268,True,,S1lva,76561198311210071,14.0,566.7000122070312,4852.259765625,17.010000228881836,-10246.199951171875,3419.5999145507812,2.3999999463558197,0.19999999552965164,-0.19999999552965164,2254.199981689453,128.0,255.0,False,0.009631521646508852,2.878182224060181,3.5602180361804683e-05,True,10,4,8,240.0,False,,brunozzzZ_,51c1771d3b234feab856731bf9ed6d83,16.0,614.219970703125,4507.60009765625,100.41000366210938,-15793.699951171875,-7309.6002197265625,-9824.89990234375,1992.8999328613281,4361.000061035156,1584.4000244140625,255.0,255.0,0.20471400110454313,-1.9754060798471416,0.27678916080544613,True,0.0,False,8,4,4,,True
