,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
10,937,27,False,False,1,2783.3748965341083,2830.169921875,3138.4599609375,453.8599853515625,11065.2001953125,14897.900390625,-4895.400085449219,-1103.7999725341797,5572.2998046875,1931.300048828125,1.0,1.370879589108706,-2.7545861251444697,2.4941389584257587,bf81d8692db,games5425898691,21.0,2722.590087890625,3009.449951171875,351.9700012207031,7342.7001953125,5415.9002685546875,1186.2999725341797,-865.2999877929688,-266.49999618530273,634.3999862670898,255.0,136.0,,0.9171962100518909,2.4281017169473973,-0.011045257921938735,True,6,False,60.44565165171058,True,10,,76561198039309853,enpitsu,27.0,1835.6500244140625,-2825.090087890625,17.049999237060547,-7720.0,14700.999755859375,3.0000001192092896,-0.0,-0.0,-2041.4999389648438,255.0,128.0,,-0.01676668379655519,1.1556001279812893,-1.597461100578525e-05,True,6,185.0,False,2,8,,perovich03,7161128909422019723,9.0,1957.9200439453125,4530.39990234375,94.87000274658203,-17243.599853515625,8097.80029296875,-139.7000026702881,-2244.199981689453,-5021.000061035156,-50.50000190734863,255.0,217.0,False,1.3899522681363765,-1.9286550626045857,-2.383089849141674,True,16,False,18,100.0,False,,diegoagds13,4494689699271527630,11.0,420.5799865722656,4852.14990234375,17.010000228881836,-32.99999952316284,72.69999980926514,2.0999999344348907,-0.3999999910593033,-1.5000000596046448,0.7999999821186066,179.0,125.0,False,-0.009669398813786369,2.7165249519189434,0.0001273440253123588,True,6,4,8,243.0,False,
11,1015,30,False,False,0,8826.338358140527,-2863.300048828125,-3464.300048828125,493.70001220703125,-18021.700439453125,19395.899658203125,1103.499984741211,1751.300048828125,-2804.8001098632812,-5006.499938964844,0.0,0.3635557151633434,0.193668859595277,-1.0053838235859835,7161128909422019723,perovich03,9.0,-2681.489990234375,-3662.389892578125,438.75,-17131.700439453125,6823.900146484375,3210.7998657226562,-232.70000457763672,5091.300048828125,2067.2999572753906,255.0,9.0,False,-0.2580985190590472,1.458782922291888,-2.984774812167571,True,16,False,0.0,False,20,,4494689699271527630,diegoagds13,11.0,-2130.5400390625,-3917.7900390625,17.010000228881836,-5061.7999267578125,8375.499877929688,2.3999999463558197,-0.29999999329447746,0.9000000357627869,-2120.7000732421875,128.0,0.0,False,0.00966798789669598,2.080787082274355,-9.745858702015516e-05,True,6,255.0,False,4,8,,enpitsu,76561198039309853,27.0,-1547.1300048828125,952.3800048828125,17.049999237060547,-394.0999984741211,3307.0999145507812,2.5,-1.7000000178813934,0.0,0.0,255.0,0.0,,0.01636297569536087,-1.4521599864412515,8.754211374662739e-06,True,6,2,8,215.0,False,,games5425898691,bf81d8692db,21.0,-3027.159912109375,-3390.280029296875,186.0,967.0999908447266,5885.4998779296875,-152.70000457763672,-3783.9999389648438,-3820.5999755859375,-1154.5999908447266,255.0,128.0,,-0.0610756320464172,1.1637120330277226,2.735679226547783,True,7,False,12,59.0,False,
12,1067,32,False,False,1,4685.32007045647,2803.0,860.3300170898438,208.14999389648438,7440.7000732421875,25040.10009765625,6032.1002197265625,-2298.5000610351562,954.7000122070312,-2068.9999389648438,1.0,0.7639902938277947,1.7229123626565397,1.364068951577511,76561198039309853,enpitsu,27.0,2683.8701171875,596.3599853515625,155.80999755859375,9445.700073242188,17165.899658203125,3102.9998779296875,-0.0,0.5999999865889549,-196.39999389648438,128.0,128.0,,-0.017107720819132276,2.185196103594822,0.0024809875538056945,True,6,2,118.0,False,10,,bf81d8692db,games5425898691,21.0,2932.169921875,1820.8399658203125,16.989999771118164,6254.69970703125,-13076.8994140625,4.399999976158142,0.19999999552965164,-0.7999999821186066,9.300000071525574,255.0,128.0,,-0.009609752212473593,-2.0184030075009707,-7.396334118674957e-05,False,8,0.0,False,False,12,,perovich03,7161128909422019723,9.0,3529.989990234375,2363.419921875,17.040000915527344,-12926.99951171875,-3817.39990234375,0.9000000357627869,-8.199999928474426,-11.59999966621399,-2027.4000549316406,255.0,25.0,False,-0.016452769309874243,-0.23385633521160526,-0.0005498050385688384,True,16,False,20,21.626941765508345,True,,diegoagds13,4494689699271527630,11.0,2322.4599609375,1450.699951171875,71.36000061035156,4662.0001220703125,-16945.50048828125,4008.2998657226562,-1191.2000274658203,-353.6000061035156,1144.1999816894531,255.0,252.0,False,0.057849325785789225,-1.9123934852799696,-0.0013910549325532524,True,6,4,9,210.0,False,
13,1129,34,True,True,1,1875.9473607228783,2364.0400390625,3972.080078125,123.9800033569336,-23536.99951171875,11152.099609375,3110.8999633789062,773.8999938964844,-3695.1998901367188,4663.2000732421875,1.0,0.7980980256414671,-1.9581209260755694,-0.13968454643701625,76561198039309853,enpitsu,27.0,2536.6298828125,3840.449951171875,108.23999786376953,-17204.69970703125,10574.3994140625,6506.099853515625,-0.3999999910593033,-1.4000000059604645,281.70000076293945,255.0,128.0,,-0.017338529301669924,0.4499133044909533,-0.0010178105663473781,True,6,4,43.0,False,12,,bf81d8692db,games5425898691,21.0,2601.97998046875,-375.8500061035156,16.989999771118164,-10514.300537109375,7610.9002685546875,4.900000095367432,-0.29999999329447746,0.09999999776482582,-2296.1000061035156,255.0,0.0,,-0.00955890701101353,0.6942099638625343,-4.445452265893621e-05,True,8,,False,False,12,,perovich03,7161128909422019723,9.0,2594.97998046875,4595.68994140625,17.040000915527344,-12731.600341796875,5529.1998291015625,0.3999999910593033,-0.0,-0.0,2282.7999877929688,255.0,255.0,False,-0.016747811718303644,0.34459300273033844,-1.7715685341126513e-05,True,16,False,20,242.43515694013206,True,,diegoagds13,4494689699271527630,11.0,3343.110107421875,-1137.699951171875,17.020000457763672,-10270.999755859375,7162.5,-2.0000000298023224,-4.1999998688697815,3.1999999284744263,-1211.6999816894531,255.0,128.0,False,-0.009565610804772523,0.6792094481272213,0.00020798789521062254,True,8,4,10,236.19959555646423,True,
14,1412,36,False,True,1,5204.621382182441,2.200000047683716,12.699999809265137,92.11000061035156,1816.4999389648438,25710.30029296875,-2353.699951171875,-3536.400146484375,1784.9000549316406,4506.300048828125,1.0,0.031022087437286492,-0.07229647040617226,0.0563041489619282,76561198039309853,enpitsu,27.0,32.29999923706055,-119.11000061035156,112.88999938964844,14159.100341796875,15061.800537109375,649.4000244140625,-785.9999847412109,4883.800048828125,2404.199981689453,255.0,128.0,,-0.6956331554812685,-0.8502179165082413,2.978373127685106,True,1,False,0.0,False,2,,bf81d8692db,games5425898691,21.0,2836.969970703125,-4020.8798828125,17.010000228881836,17036.800537109375,-5972.8997802734375,2.199999988079071,0.3999999910593033,0.09999999776482582,1462.4000549316406,128.0,255.0,,-0.009627900773343093,-2.8267607516048616,0.00019241439881081818,True,False,0.0,False,False,False,,perovich03,7161128909422019723,9.0,-247.36000061035156,530.1799926757812,17.049999237060547,-18324.200439453125,-2949.8001098632812,3.100000023841858,-0.29999999329447746,-0.0,-1930.0999450683594,255.0,26.0,False,-0.0167844649121608,-0.07883636191726642,3.0267411129515194e-05,True,False,False,False,0.0,False,,diegoagds13,4494689699271527630,11.0,5.619999885559082,1885.780029296875,16.09000015258789,685.0,-12966.199951171875,28.80000114440918,-86.99999809265137,-273.1999969482422,-90.9000015258789,247.0,125.0,,-0.01069163110586901,-1.6505751943485043,0.009520717282521535,True,4,False,4,116.0,False,
15,1425,36,False,False,0,6310.762620078938,-87.66999816894531,-1118.780029296875,102.95999908447266,-2866.7001342773438,15799.300537109375,13285.999755859375,5689.5001220703125,-413.1999969482422,1859.7000122070312,0.0,-1.0376245322498803,-0.7113679028924931,-2.909964567668958,4494689699271527630,diegoagds13,11.0,-81.61000061035156,-1312.97998046875,17.010000228881836,-2348.699951171875,13315.899658203125,2.3000000417232513,-0.19999999552965164,0.7999999821186066,-1685.7000732421875,184.0,4.0,,0.009569765670486051,1.740904169617959,-0.0003403109704262103,True,4,False,116.0,False,4,,7161128909422019723,perovich03,9.0,930.9199829101562,-685.8800048828125,17.049999237060547,14550.2001953125,-9526.199951171875,3.0000001192092896,0.09999999776482582,0.0,-1752.7999877929688,255.0,26.0,False,0.016776911964363334,-0.6390966911541157,-1.0821814201200181e-05,True,False,0.0,False,False,False,,enpitsu,76561198039309853,27.0,-619.969970703125,-504.5,107.91000366210938,-14088.499755859375,-14918.399658203125,-778.0999755859375,3343.3999633789062,-2168.800048828125,1005.9999847412109,128.0,128.0,,-1.0609550308174092,-2.614867086382252,0.5254855028254602,True,2,False,2,0.0,False,,games5425898691,bf81d8692db,21.0,-3521.3798828125,4016.2099609375,17.010000228881836,-14745.899658203125,-6344.2999267578125,2.3000000417232513,0.19999999552965164,0.0,2022.1000671386719,255.0,255.0,,0.009576980119909227,-2.6664707558935414,3.7562772916799753e-05,True,False,False,False,255.0,False,
16,1506,39,False,False,0,1773.7222764534772,-898.8599853515625,3366.280029296875,1089.219970703125,-2387.100067138672,27551.10107421875,-1465.0,1817.5999450683594,303.1999969482422,754.8000335693359,0.0,-0.8694599251726748,0.7452065740598965,1.3628940128231495,4494689699271527630,diegoagds13,10.0,-884.4099731445312,3157.39990234375,1023.7899780273438,-3119.5001220703125,21807.2998046875,463.8999938964844,-4395.400085449219,-769.1000366210938,-1904.2999267578125,128.0,0.0,,1.076713055979775,-0.48296202927020065,-1.6973139180560102,True,4,4,0.0,False,6,,7161128909422019723,perovich03,9.0,3411.6298828125,-4628.830078125,247.8699951171875,-4316.400146484375,-5450.10009765625,8392.19970703125,-367.5,-3012.2000122070312,427.09999084472656,255.0,36.0,False,-0.8941867941682367,-2.279562456838583,1.4730870153121816,True,4,255.0,False,False,4,,enpitsu,76561198039309853,27.0,-3667.530029296875,678.0,17.059999465942383,-1188.499984741211,18657.19970703125,-3.4999999403953552,0.0,1.8000000715255737,-1574.2999267578125,255.0,128.0,,0.016778231860206206,1.6078143390189252,-0.000307576733351666,True,2,False,2,220.5478019868174,True,,games5425898691,bf81d8692db,21.0,-2176.35009765625,4820.22998046875,17.020000457763672,10955.10009765625,10241.500244140625,0.9000000357627869,-2.5999999046325684,-2.5,-1190.199966430664,255.0,3.0,,0.009598057115570264,0.7380108032033649,-6.530888178625955e-05,True,False,False,False,225.0,False,
17,1526,40,False,False,0,283.41021455931866,-1040.6099853515625,4896.259765625,816.1699829101562,10228.499755859375,23153.40087890625,-2942.60009765625,222.60000228881836,522.7999877929688,-5972.9998779296875,0.0,-0.49879358965918935,-1.0903963515014388,-2.4865375562809198,4494689699271527630,diegoagds13,10.0,-1109.8499755859375,4656.7001953125,830.239990234375,-3121.7999267578125,20633.00048828125,-5012.200012207031,-1876.6000366210938,-4924.599914550781,1573.699951171875,176.0,0.0,,-0.5722176444975411,-2.4567588541834104,1.353833181099908,True,4,4,,False,6,,7161128909422019723,perovich03,9.0,2791.4599609375,-5075.8798828125,390.54998779296875,-10673.1005859375,-2781.9000244140625,-5847.9998779296875,335.40000915527344,-1763.6000061035156,-1126.8000030517578,255.0,37.0,,0.4980760051726252,-2.892945169273431,1.5670471912019213,True,4,255.0,False,False,4,,enpitsu,76561198039309853,27.0,-3536.110107421875,2282.199951171875,17.059999465942383,6577.1002197265625,21962.099609375,0.0,0.19999999552965164,1.2999999523162842,-1879.9000549316406,255.0,0.0,,0.01677994584627046,1.2180484646462952,-7.673101484376417e-05,True,2,False,2,176.0,False,,games5425898691,bf81d8692db,21.0,-1188.0,5103.22998046875,175.30999755859375,13538.1005859375,-5.0,-1526.9999694824219,-79.40000057220459,2178.6000061035156,-12.699999809265137,255.0,0.0,,0.1554404676682462,0.008423067461944631,1.5820640385869944,True,False,False,False,225.0,False,
18,1710,46,False,False,1,4963.816826316976,-1330.3599853515625,703.469970703125,94.2699966430664,-5073.299865722656,13704.300537109375,1151.2000274658203,-1230.1000213623047,1512.2000122070312,-4951.099853515625,1.0,-1.190366699726824,0.3359502754986361,-1.9563060676997523,76561198039309853,enpitsu,27.0,-1293.75,541.5999755859375,17.079999923706055,-10329.89990234375,7144.000244140625,66.70000076293945,746.6000366210938,581.6999816894531,-586.3000106811523,255.0,128.0,False,0.001538839214047367,0.622570225387918,-0.007829964287376945,True,4,False,56.38810332616171,True,4,,bf81d8692db,games5425898691,21.0,-1479.219970703125,-4347.509765625,17.010000228881836,-17000.699462890625,6859.5001220703125,-0.29999999329447746,-2.199999988079071,0.7999999821186066,324.1999816894531,255.0,170.0,,-0.009593705824044993,0.371153077489428,-9.399174310887562e-05,True,4,132.11892492284056,True,False,4,,perovich03,7161128909422019723,9.0,-921.6900024414062,853.1099853515625,17.049999237060547,-12403.900146484375,-751.6000366210938,-1.0000000149011612,0.09999999776482582,-0.19999999552965164,-2240.0,255.0,20.0,False,-0.01670785983662111,-0.0037497332532121833,2.5930780367998852e-05,True,4,False,4,173.53122580692335,True,,diegoagds13,4494689699271527630,11.0,3557.159912109375,3353.860107421875,17.010000228881836,-6011.6998291015625,20786.79931640625,2.0999999344348907,-0.0,0.09999999776482582,277.8000068664551,227.0,148.0,,-0.009612489487436338,1.2818271232511513,1.0846015731685793e-05,True,8,4,10,,False,
19,1721,47,False,False,0,6821.1059253760095,1527.6300048828125,-1236.010009765625,94.8499984741211,7014.1998291015625,-18106.600341796875,1651.9999694824219,1186.2999725341797,-1928.3000183105469,-4705.199890136719,0.0,1.0426120887194295,-0.9662618591822941,-0.4548310198396243,7161128909422019723,perovich03,9.0,1461.4300537109375,-1089.9300537109375,17.040000915527344,10827.39990234375,-11276.199951171875,-10.800000429153442,-384.39998626708984,-325.8000183105469,-2022.2000122070312,255.0,128.0,False,0.01257978148016037,-0.8787072145578684,4.26181741103752e-05,True,4,False,139.07003870830744,True,4,,4494689699271527630,diegoagds13,11.0,-3142.139892578125,-4107.52978515625,17.010000228881836,14413.800048828125,-15250.50048828125,2.0000000298023224,2.3000000417232513,-2.199999988079071,895.9999847412109,226.0,212.0,,0.009580086460642448,-0.7858530839402573,-6.388998793687999e-05,True,8,255.0,False,4,10,,enpitsu,76561198039309853,27.0,1740.8299560546875,-945.9500122070312,17.0,11589.300537109375,-12129.599609375,4.600000083446503,-1.0999999940395355,-0.7999999821186066,-26.30000114440918,255.0,0.0,False,0.016869384123003317,-0.8111569834410598,3.091960120731031e-05,True,4,False,4,21.926916227545803,True,,games5425898691,bf81d8692db,21.0,2246.75,4163.81005859375,17.010000228881836,21735.90087890625,-3728.9999389648438,-0.29999999329447746,0.5000000074505806,0.0,16.399999856948853,255.0,128.0,,0.009596014169031815,-0.1678538362495373,-3.3076648856999875e-05,True,4,False,4,129.86795693315486,True,
20,1749,48,False,False,0,8748.507886830506,2217.360107421875,-3035.780029296875,93.47000122070312,5943.2000732421875,-15891.099853515625,220.6999969482422,4665.799865722656,373.3000183105469,-3753.599853515625,0.0,0.4151659758929307,0.41993317814185355,0.2227893610064559,7161128909422019723,perovich03,9.0,2048.14990234375,-2881.3701171875,17.030000686645508,5945.0,-21355.2001953125,0.7999999821186066,0.0,-0.3999999910593033,281.3999938964844,255.0,128.0,False,0.01679105159842109,-1.2749802286505163,-0.00014400237215558023,True,4,False,76.0613849009237,True,4,,4494689699271527630,diegoagds13,11.0,-1147.8900146484375,-4631.33984375,17.010000228881836,22818.9990234375,-2877.9998779296875,0.7000000029802322,0.0,0.0,-133.50000381469727,229.0,122.0,,0.009608050016638158,-0.13055701185236004,1.5262170542078042e-05,True,8,222.0,False,4,10,,enpitsu,76561198039309853,27.0,2371.139892578125,-2757.43994140625,17.030000686645508,6746.9000244140625,-19010.899658203125,5.5000001192092896,-0.3999999910593033,0.9000000357627869,1915.0,255.0,128.0,False,0.016783317763296907,-1.170150688709444,0.00012244999688128556,True,4,False,4,0.0,False,,games5425898691,bf81d8692db,21.0,3816.409912109375,2802.889892578125,17.040000915527344,3191.300048828125,-22469.29931640625,28.299999237060547,-88.19999694824219,-96.30000114440918,-785.1999664306641,255.0,128.0,,0.008312329484140768,-1.4786736313927045,0.001101080697887478,True,4,False,4,214.0,False,
21,1767,49,False,False,0,10140.464605567366,2894.3701171875,-4265.43017578125,94.13999938964844,13114.69970703125,-18016.700439453125,150.9000015258789,2908.800048828125,289.89999771118164,2338.8999938964844,0.0,-0.7063411022740864,2.0404830874156934,0.46355059916117075,7161128909422019723,perovich03,9.0,2675.429931640625,-4150.9599609375,17.030000686645508,12313.1005859375,-18363.00048828125,5.099999904632568,0.09999999776482582,0.0,13.799999952316284,255.0,128.0,False,0.01677072635254025,-0.9786293570896112,-1.3023372903869051e-05,True,4,False,70.68543650514336,True,4,,4494689699271527630,diegoagds13,11.0,297.2699890136719,-4871.64990234375,17.010000228881836,14000.400390625,-817.7999877929688,2.0999999344348907,-0.19999999552965164,0.29999999329447746,-32.5,0.0,115.0,,0.009923214998227731,-0.050809265939552956,-4.168438309917731e-05,True,8,222.0,False,4,10,,enpitsu,76561198039309853,27.0,2953.419921875,-3826.669921875,96.04000091552734,5347.60009765625,-22086.8994140625,2133.3999633789062,4489.89990234375,-3019.1000366210938,-987.3999786376953,128.0,128.0,False,0.6062125167977872,-1.2537930834542028,0.5349561538720241,True,5,False,6,255.0,False,,games5425898691,bf81d8692db,21.0,3824.35009765625,1429.72998046875,17.639999389648438,-2223.300018310547,-22460.10009765625,-108.59999656677246,50.300002098083496,445.29998779296875,-62.30000019073486,255.0,128.0,,0.017104587811039938,-1.6792961837694873,0.026510584072638527,True,4,False,4,214.0,False,
22,1773,49,False,False,0,10548.672666975968,3141.340087890625,-4605.47998046875,98.62000274658203,11788.299560546875,-16484.89990234375,3229.1000366210938,5082.099914550781,2524.600067138672,1948.8999938964844,0.0,-1.170994244183979,-3.0369458455046683,-0.43058993213586333,7161128909422019723,perovich03,9.0,2972.9599609375,-4615.509765625,17.010000228881836,12145.30029296875,-19531.700439453125,3.8999998569488525,-6.600000262260437,-0.5000000074505806,-21.500000953674316,255.0,128.0,False,0.017100319181882345,-1.0166341067010953,0.00019924485766975548,True,4,False,51.93975905961889,True,4,,4494689699271527630,diegoagds13,11.0,485.7799987792969,-4886.35986328125,17.010000228881836,7820.9002685546875,-922.3000335693359,2.0999999344348907,0.5000000074505806,0.09999999776482582,-575.9000015258789,0.0,92.0,,0.009937142795820341,-0.12245968875844826,-4.169206785159731e-05,True,8,222.0,False,4,10,,enpitsu,76561198039309853,27.0,3083.14990234375,-4361.27001953125,104.12000274658203,5370.0,-22127.7001953125,-154.49999809265137,4341.400146484375,-3258.5000610351562,-885.1999664306641,128.0,128.0,False,0.5109418735558893,0.04295151889489233,2.7855430189587516,True,5,False,6,255.0,False,,games5425898691,bf81d8692db,21.0,3752.280029296875,851.3400268554688,17.010000228881836,-3351.6000366210938,-22303.9990234375,4.900000095367432,-0.5999999865889549,-15.59999942779541,-526.8999862670898,255.0,38.0,,0.009472439928262182,-1.7231201196234496,-0.0010059541651446897,True,4,False,4,214.0,False,
23,1777,49,False,False,1,4120.702158971354,-3203.719970703125,4724.68994140625,255.91000366210938,1363.3999633789062,1676.4999389648438,11292.7001953125,-4509.89990234375,-3826.199951171875,1010.2999877929688,1.0,0.6377791210250837,1.3069070133251135,-2.1921118499605607,76561198039309853,enpitsu,27.0,-3163.72998046875,4693.18994140625,101.77999877929688,-5370.0,22127.7001953125,-154.49999809265137,-4341.400146484375,3258.5000610351562,-885.2999877929688,128.0,128.0,False,0.20115638501578453,0.005441728886583097,-2.6484173144408456,True,6,False,255.0,False,6,,bf81d8692db,games5425898691,21.0,-3667.489990234375,-487.3500061035156,17.010000228881836,7189.1998291015625,21128.89892578125,2.199999988079071,1.0999999940395355,4.1999998688697815,-1422.8999328613281,255.0,103.0,,-0.00956884702005601,1.9600100720070115,-9.75059514357662e-05,True,4,214.0,False,False,4,,perovich03,7161128909422019723,9.0,-3124.7099609375,4875.919921875,140.35000610351562,-4039.5001220703125,8269.400024414062,15316.800537109375,4628.0999755859375,2953.5000610351562,-326.50001525878906,255.0,255.0,False,1.0799417402742713,1.117947768491707,0.27724476529805,True,4,False,4,39.31761734972719,True,,diegoagds13,4494689699271527630,11.0,-561.1699829101562,4898.1298828125,17.010000228881836,-2549.7999572753906,503.3000183105469,2.0999999344348907,-0.5999999865889549,0.19999999552965164,-290.6999969482422,0.0,94.0,,-0.009970044251607059,0.19363875837151767,2.3576389771067658e-05,True,8,4,10,222.0,False,
24,1783,49,False,False,0,10700.563316897373,3171.68994140625,-4757.27001953125,493.07000732421875,577.0000076293945,6212.5,11753.499755859375,-2103.5000610351562,5424.000244140625,1467.5999450683594,0.0,0.6044285924585036,-1.062497055961229,-2.6184187495632325,7161128909422019723,perovich03,9.0,3132.860107421875,-4903.6298828125,433.2099914550781,475.49999237060547,985.1999664306641,16917.099609375,-843.8999938964844,1528.3999633789062,135.20000457763672,255.0,255.0,False,-1.4767004229856076,0.6818280961248183,-1.5514445891616584,True,4,False,30.0,False,4,,4494689699271527630,diegoagds13,11.0,543.780029296875,-4893.93017578125,17.010000228881836,-2432.2999572753906,409.90001678466797,2.0999999344348907,-0.9000000357627869,-1.0000000149011612,-75.0,80.0,143.0,,0.009742153255431787,-0.17729758826838937,-1.5574332702846783e-05,True,8,222.0,False,4,10,,enpitsu,76561198039309853,27.0,3085.47998046875,-4935.2900390625,228.17999267578125,-4196.600036621094,-4240.0,4121.499938964844,-1049.8999786376953,-1928.699951171875,555.2999877929688,255.0,128.0,False,-0.8468047744022885,0.5272097817302782,-1.3893683981430394,True,6,False,6,255.0,False,,games5425898691,bf81d8692db,21.0,3506.489990234375,134.49000549316406,17.010000228881836,-11020.899658203125,-19126.199951171875,2.199999988079071,0.3999999910593033,0.7000000029802322,-1626.9000244140625,255.0,0.0,,0.009586575362863494,-2.137327654475723,-9.686443243017417e-05,True,4,False,4,255.0,False,
25,1874,52,False,False,1,4851.871920523286,-3353.68994140625,2798.889892578125,732.1599731445312,-9437.60009765625,4748.299865722656,5286.400146484375,2438.8999938964844,-4999.5001220703125,2248.5000610351562,1.0,-0.47747208324493257,1.5002986880166223,2.3409293795624833,bf81d8692db,games5425898691,21.0,-3298.8798828125,2725.050048828125,551.1500244140625,-913.0000305175781,7835.30029296875,4502.699890136719,2534.499969482422,2913.900146484375,1774.2999267578125,255.0,107.0,,0.6146396673694617,0.5354257665275802,-0.3169576533347402,True,5,False,161.14857660826817,True,6,,76561198039309853,enpitsu,27.0,-3682.760009765625,2760.02001953125,17.049999237060547,3521.099853515625,-7526.099853515625,2.8999999165534973,3.799999952316284,-5.899999737739563,-1355.2999877929688,255.0,128.0,,-0.016620860677950166,-2.0026416075327846,-0.00010362124948000775,True,6,255.0,False,False,6,,perovich03,7161128909422019723,9.0,-2959.489990234375,4137.31982421875,17.049999237060547,-1054.1999816894531,-158.1999969482422,2.5999999046325684,0.5000000074505806,-1.4000000059604645,-4.399999976158142,0.0,128.0,False,-0.017113469641980763,2.9929258687896176,-2.9312411965362045e-05,True,4,False,4,30.0,False,,diegoagds13,4494689699271527630,11.0,51.59000015258789,4083.6201171875,17.010000228881836,8757.5,8830.0,2.3999999463558197,-0.5999999865889549,-0.3999999910593033,2493.6000061035156,219.0,255.0,True,-0.009562500711649912,2.276164514021858,0.0002037598926964941,True,8,4,10,222.0,False,
26,1996,57,False,False,1,3405.5443650871684,-2381.820068359375,4216.080078125,157.9199981689453,18900.0,4889.100036621094,104.79999542236328,3528.699951171875,1548.800048828125,-4598.800048828125,1.0,-0.17965180759661403,-3.0597095971206167,-0.032723749417033765,76561198039309853,enpitsu,27.0,-2541.429931640625,4166.080078125,67.55999755859375,6618.4002685546875,21567.19970703125,3013.2000732421875,-2160.8999633789062,1752.7999877929688,-2166.7999267578125,255.0,0.0,False,-0.09360547419265881,1.7511749230413272,0.004719219910730377,True,7,False,113.0,False,8,,bf81d8692db,games5425898691,21.0,-2855.389892578125,3708.820068359375,17.020000457763672,8021.300048828125,2374.7000122070312,0.7000000029802322,-1.0000000149011612,-0.19999999552965164,-299.4000053405762,255.0,128.0,,-0.009514902571121267,2.8840136808959502,0.0002476254325264345,True,6,145.0,False,False,6,,perovich03,7161128909422019723,9.0,-2050.14990234375,3345.169921875,17.049999237060547,2844.2999267578125,8367.5,2.5999999046325684,0.3999999910593033,1.5999999642372131,111.70000076293945,255.0,128.0,False,-0.01666398693335761,1.8843356514027332,-0.00017766810144839216,True,4,False,4,30.0,False,,diegoagds13,4494689699271527630,11.0,311.2200012207031,4681.89990234375,17.010000228881836,-12180.699462890625,4980.7000732421875,2.3000000417232513,-2.0999999344348907,0.7000000029802322,1574.9000549316406,143.0,234.0,False,-0.009586999173379105,0.36891272394578084,0.0001155909659747808,True,8,4,10,215.0,False,
