,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect,opp_1_handbrake
0,165,0.0,False,False,1,5178.636859115496,-20.899999618530273,43.18000030517578,93.33000183105469,-11712.19970703125,27629.7998046875,448.1999969482422,-708.0999755859375,-246.10000610351562,-468.1999969482422,1.0,-0.00022057968708246557,0.007816799272461546,0.002604845274459321,76561198119088070,Ó Puto da Bóina || JP,13.0,72.7699966430664,-176.61000061035156,73.12999725341797,-14076.500244140625,18126.800537109375,-1506.0000610351562,-2463.800048828125,-169.20000076293945,514.0999984741211,255.0,160.0,,0.3294007717962686,1.0801983994471676,0.00246708400676055,True,0.0,False,4,False,4,,76561198183490354,Kayoux,43.0,-78.80999755859375,-2375.18994140625,17.010000228881836,287.8000068664551,12845.899658203125,2.0999999344348907,-0.0,2.0999999344348907,-442.2999954223633,255.0,128.0,,-0.009574040873202197,1.627325138180857,0.00010331526032484523,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,21.0,-2479.889892578125,4090.179931640625,17.010000228881836,-17045.6005859375,5910.3997802734375,2.3000000417232513,0.9000000357627869,-0.5000000074505806,1745.5000305175781,255.0,255.0,-0.009570970183005744,0.2906888342182475,0.00016384674502607232,True,False,False,False,0.0,False,,enpitsu,76561198039309853,27.0,-266.6199951171875,498.3900146484375,96.04000091552734,10755.699462890625,-20169.000244140625,2534.9000549316406,5202.1002197265625,1010.1000213623047,-1472.1000671386719,255.0,0.0,,-0.2843829118329724,-2.282470851191357,0.029957768027877984,True,2,False,7.0,False,1,,
1,168,0.0,False,False,0,5352.149998754285,-12.529999732971191,-138.72999572753906,104.5999984741211,-22615.2001953125,-7346.099853515625,-401.8000030517578,495.99998474121094,-1921.300048828125,-5662.2998046875,0.0,0.0010720421874699539,-0.4749529112398467,0.23695707767981936,76561198039309853,enpitsu,27.0,99.80000305175781,-211.72000122070312,125.27999877929688,-7998.900146484375,8532.5,-2.7000001072883606,-4526.300048828125,-2453.6000061035156,1934.4000244140625,255.0,0.0,,1.0799133454429963,-2.551272657932253,1.519247612251609,True,7.0,False,2,False,1,,bf81d8692db,games5425898691,21.0,2624.199951171875,-4128.759765625,17.010000228881836,17497.60009765625,-3503.2000732421875,2.3000000417232513,-0.5999999865889549,0.29999999329447746,1896.199951171875,255.0,255.0,,0.009580928240372452,-0.13707757318326982,6.150431132209855e-05,True,False,0.0,False,False,False,,Ó Puto da Bóina || JP,76561198119088070,13.0,34.130001068115234,44.150001525878906,58.04999923706055,12617.2998046875,-15527.39990234375,-2045.0999450683594,-1785.2000427246094,-255.79999923706055,-3588.0999755859375,255.0,163.0,-0.4254395939348761,-1.3228494442946919,-0.02342536839478271,False,4,False,4,0.0,False,,Kayoux,76561198183490354,43.0,73.73999786376953,2267.27001953125,17.010000228881836,-804.3000030517578,-13036.400146484375,2.0999999344348907,0.0,0.5999999865889549,-103.00000190734863,255.0,128.0,,0.009570081049613752,-1.6452418811284042,0.00010169380890855523,True,False,False,116.0,False,False,,
2,370,7.0,False,False,0,5470.137199030905,-3407.969970703125,280.739990234375,662.0900268554688,-15973.599853515625,8639.199829101562,7154.1998291015625,4470.0,3772.6998901367188,1336.1000061035156,0.0,-0.22574547087374622,0.10314898350680442,-0.06811387758578802,bf81d8692db,games5425898691,21.0,-3272.010009765625,192.7899932861328,562.5999755859375,-14412.2998046875,17905.50048828125,821.1000061035156,-4025.5999755859375,-3639.1000366210938,-894.8000335693359,255.0,154.0,,0.23432984134119084,2.266426551234367,-0.1757028442551357,True,53.7476729013587,True,4,False,3,,76561198039309853,enpitsu,27.0,-2648.260009765625,-2902.9599609375,17.059999465942383,-3007.0999145507812,16914.100341796875,1.0000000149011612,-0.09999999776482582,0.3999999910593033,7.200000286102295,255.0,128.0,False,0.01677743171467919,1.7476154360940457,-3.711815528947721e-05,True,4,191.0,False,4,False,,Ó Puto da Bóina || JP,76561198119088070,13.0,476.44000244140625,3782.2099609375,17.049999237060547,-6320.5999755859375,12044.300537109375,2.5999999046325684,0.7999999821186066,0.09999999776482582,0.0,255.0,128.0,0.016820540651836188,2.054073761113459,1.2242818434718293e-05,True,6,False,6,245.0,False,,Kayoux,76561198183490354,26.0,-3432.8798828125,145.8000030517578,137.58999633789062,-934.7000122070312,3572.60009765625,-18853.800048828125,1334.1999816894531,7.099999785423279,-2732.7999877929688,128.0,128.0,,-0.2647688071043846,0.9880075369108374,-0.5948041184296098,True,4,False,97.0,False,4,,
3,433,9.0,False,False,1,7075.027137049623,2232.580078125,-1807.6300048828125,145.58999633789062,-9962.80029296875,-4465.400085449219,5118.2000732421875,-3070.10009765625,3069.5999145507812,4141.400146484375,1.0,-0.7385886188073496,-0.04829399685643156,1.7363734752326807,76561198183490354,Kayoux,26.0,2317.5400390625,-1758.6099853515625,17.030000686645508,-13179.300537109375,-10058.900146484375,-0.5999999865889549,-0.5000000074505806,-0.29999999329447746,-228.99999618530273,255.0,128.0,,-0.009595935034170609,-0.6291568107737128,0.00016660927913329524,False,53.0,False,4,False,4,,76561198119088070,Ó Puto da Bóina || JP,13.0,368.5400085449219,-5479.16015625,22.0,-940.9999847412109,4202.099914550781,-166.20000839233398,-0.7000000029802322,-69.60000038146973,-1804.6000671386719,255.0,3.0,False,-0.05424522378936372,1.2641453433563827,0.011713477019530301,True,6,245.0,False,6,False,,games5425898691,bf81d8692db,21.0,4078.989990234375,-1986.8900146484375,547.719970703125,-3.1999999284744263,-8094.69970703125,-7069.000244140625,176.29999160766602,1.0999999940395355,0.9000000357627869,255.0,128.0,-0.7170926605224529,-1.5834578639382964,1.5793342213573298,True,4,False,4,44.0,False,,enpitsu,76561198039309853,27.0,2066.6201171875,-1465.1099853515625,124.31999969482422,-2808.900146484375,-22580.2001953125,3205.8999633789062,721.3999938964844,-89.70000267028809,0.0,255.0,128.0,False,-0.04108207646755902,-1.4469539398745104,-1.4032126639750752e-06,True,6,False,108.0,False,5,,
4,438,9.0,False,False,0,3418.488502568264,-2107.18994140625,1943.27001953125,242.22999572753906,-3124.1000366210938,23566.99951171875,9898.599853515625,5730.999755859375,1201.6999816894531,1308.2000732421875,0.0,0.07525329114937385,0.8173374251107755,2.1906084538376565,76561198039309853,enpitsu,27.0,-2038.27001953125,1693.02001953125,145.6999969482422,2832.39990234375,22768.701171875,1600.3999328613281,-5461.7999267578125,645.2999877929688,-46.500000953674316,255.0,128.0,False,0.6928550396611379,1.4461286998138898,-0.0005088117154751293,True,108.0,False,6,False,5,,bf81d8692db,games5425898691,21.0,-4078.989990234375,2129.0400390625,418.7900085449219,3.1999999284744263,8970.10009765625,-8224.299926757812,16.399999856948853,-0.09999999776482582,0.29999999329447746,255.0,128.0,,0.7225959200161247,1.5835407424083174,1.5792631599901255,True,4,44.0,False,4,False,,Ó Puto da Bóina || JP,76561198119088070,13.0,-363.1199951171875,5349.580078125,17.6200008392334,-325.29998779296875,-6660.7000732421875,-138.00000190734863,-360.9000015258789,36.30000114440918,-465.6999969482422,246.0,128.0,0.034062191229841506,-1.6501211711625154,-0.0013747377866400155,True,6,False,6,245.0,False,,Kayoux,76561198183490354,26.0,-1995.989990234375,1965.699951171875,16.790000915527344,14455.799560546875,7560.5999755859375,50.70000171661377,-55.900001525878906,8.100000023841858,-343.10001373291016,255.0,128.0,,0.007628397092125196,0.4511288815143689,0.0024313030873797555,False,4,False,53.0,False,4,,False
5,520,12.0,False,False,0,2872.8662636808754,-2744.5400390625,2940.85009765625,165.89999389648438,-5053.399963378906,7170.9002685546875,8881.699829101562,4633.900146484375,1297.5999450683594,-3583.699951171875,0.0,0.35529436334085357,2.86529921396716,2.4580145148990367,bf81d8692db,games5425898691,21.0,-2763.989990234375,2783.22998046875,85.83999633789062,-13226.099853515625,-1515.2000427246094,2597.9998779296875,-5255.4998779296875,-553.6000061035156,-1523.9999389648438,255.0,0.0,,0.033683680711181656,-3.0799713147292067,0.48982770086170296,True,230.0,False,6,False,5,,76561198039309853,enpitsu,27.0,74.01000213623047,4095.93994140625,32.06999969482422,5970.3997802734375,-2448.2000732421875,884.7000122070312,91.30000114440918,-428.6000061035156,177.00000762939453,255.0,128.0,False,-0.035732481051801636,0.074928591908782,0.0071214940538550835,False,6,11.170124753828972,True,6,False,,Ó Puto da Bóina || JP,76561198119088070,13.0,335.7799987792969,4082.139892578125,52.599998474121094,12165.50048828125,-7623.800048828125,2020.8999633789062,-85.9000015258789,-51.19999885559082,1976.1000061035156,255.0,3.0,0.03432629392885873,-1.5175904811377239,0.007356053424276865,True,6,False,6,185.49256783659735,True,,Kayoux,76561198183490354,26.0,546.5700073242188,4667.0400390625,17.010000228881836,-2995.5999755859375,9437.999877929688,2.8999999165534973,0.19999999552965164,-0.19999999552965164,3255.10009765625,255.0,255.0,False,0.0095518445941567,2.1445086658316086,-2.2021345251300234e-05,True,4,False,83.0,False,4,,False
6,592,15.0,False,False,0,2761.9115768934626,-3424.590087890625,4028.969970703125,236.75999450683594,17981.99951171875,5499.0997314453125,9437.999877929688,5952.9998779296875,-504.1999816894531,-553.6000061035156,0.0,-0.41109066113437204,2.910629972573658,0.04907459172788545,bf81d8692db,games5425898691,21.0,-3501.320068359375,4001.159912109375,97.1500015258789,9941.400146484375,15068.800048828125,2708.2998657226562,-4487.900085449219,3175.7998657226562,-148.69999885559082,255.0,41.0,,0.7216374255708402,1.1804781007891239,0.15159159028439917,True,230.0,False,8,False,7,,76561198039309853,enpitsu,27.0,3258.06005859375,3681.139892578125,17.049999237060547,5136.6998291015625,-14500.999755859375,3.0000001192092896,-0.19999999552965164,0.09999999776482582,-2180.2000427246094,255.0,0.0,False,0.016782983793530278,-1.3100244512185084,5.3902527557091396e-05,True,6,247.0,False,6,False,,Ó Puto da Bóina || JP,76561198119088070,13.0,2944.639892578125,4658.35986328125,17.059999465942383,15343.900146484375,5655.8001708984375,1.899999976158142,0.29999999329447746,0.0,-3199.5999145507812,255.0,0.0,0.01677522185479071,-0.13667065221123212,-6.122584051200621e-05,True,6,False,6,102.0,False,,Kayoux,76561198183490354,16.0,-2751.909912109375,4372.6298828125,73.12999725341797,-17850.799560546875,-10722.80029296875,3474.4000244140625,-404.90001678466797,614.0999984741211,-523.1999969482422,128.0,0.0,,-0.05376496918179701,-2.593625664667348,8.306548251139487e-05,True,6,False,20.373866637547813,True,4,,True
7,666,18.0,False,False,0,1934.7484866405282,1005.4400024414062,4782.5400390625,337.7099914550781,-8146.300048828125,17239.300537109375,7618.4002685546875,2962.6998901367188,1174.4000244140625,3482.6998901367188,0.0,0.4333938978630472,1.7544740272804469,1.8166983007241666,76561198039309853,enpitsu,27.0,1077.3499755859375,4704.43994140625,209.27000427246094,-4006.9000244140625,11249.3994140625,551.5999984741211,3475.7998657226562,1373.6000061035156,-4035.0,128.0,128.0,False,-0.6793749808618905,2.4982202653663674,-0.9730294442412313,True,126.0,False,8,False,7,,bf81d8692db,games5425898691,21.0,-1010.510009765625,3906.06005859375,83.37999725341797,9867.2998046875,-14247.19970703125,-147.60000228881836,4531.7999267578125,3115.8999633789062,56.10000133514404,255.0,128.0,,-0.6357548216897415,2.1806573237001414,3.1288778870095775,True,9,230.0,False,10,False,,Ó Puto da Bóina || JP,76561198119088070,13.0,1187.3599853515625,4819.35986328125,172.52000427246094,927.2000122070312,1215.6999969482422,2893.2998657226562,162.00000762939453,5491.7999267578125,252.5,255.0,255.0,-1.1323529573380018,-3.0728079356536995,-0.07890708398912664,True,7,False,8,39.0,False,,Kayoux,76561198183490354,16.0,-4040.89990234375,2729.1201171875,128.6699981689453,5369.89990234375,-4059.5999145507812,-9233.200073242188,2457.100067138672,-4659.200134277344,684.4000244140625,255.0,255.0,,0.926342026955931,-0.4951653532612005,-0.41724538472212175,True,6,False,0.0,False,4,,False
8,744,21.0,False,False,1,10079.532361872032,1333.3399658203125,-4930.0400390625,154.22999572753906,-15798.800048828125,1371.6000366210938,7374.1998291015625,68.20000171661377,5950.30029296875,-766.8000030517578,1.0,1.2780264671534043,-2.7681171863147203,-1.3132189201395394,76561198183490354,Kayoux,27.0,1523.010009765625,-4944.7900390625,15.319999694824219,-12078.800048828125,-2022.5999450683594,-374.70001220703125,-2172.7999877929688,-765.6999969482422,-1908.0000305175781,255.0,128.0,,-0.022192228707203707,-0.1315674097522959,0.06720480030648253,True,0.0,False,6,False,4,,76561198119088070,Ó Puto da Bóina || JP,13.0,-1445.4599609375,-4726.85986328125,17.030000686645508,1373.800048828125,4772.5,5.600000023841858,-0.0,0.19999999552965164,-2332.2000122070312,255.0,0.0,False,-0.01666072972950596,2.010844440335006,-6.721958821516445e-05,True,8,39.0,False,8,False,,games5425898691,bf81d8692db,21.0,35.810001373291016,-3936.239990234375,17.010000228881836,11200.6005859375,7011.9000244140625,2.0999999344348907,-2.5999999046325684,-2.0999999344348907,1025.1000213623047,255.0,128.0,-0.00959694266221415,2.5140937646038513,-0.00015867941986300935,True,10,False,10,231.0,False,,enpitsu,76561198039309853,27.0,1059.8199462890625,-4692.60009765625,55.060001373291016,20232.2998046875,-67.8000020980835,3647.5,-18.300000429153442,1.0999999940395355,-2323.9999389648438,128.0,0.0,False,-0.016696990996629954,-2.9523083613420913,-0.0011352141517313047,True,10,False,27.0,False,9,,
9,809,23.0,False,False,1,10253.26580652076,-2242.469970703125,-4621.1201171875,111.4000015258789,-10394.7998046875,976.2999725341797,4378.699951171875,-705.8999633789062,-5839.0997314453125,-766.8000030517578,1.0,0.22959427998141366,-2.865061839979929,-1.7262435734165937,76561198183490354,Kayoux,27.0,-1901.0799560546875,-4666.7900390625,113.20999908447266,-18796.700439453125,4034.7000122070312,-157.2000026702881,-1185.1000213623047,-5370.7000732421875,-2.0999999344348907,255.0,128.0,,0.010964060016992648,-2.924402043460115,-3.1411624788269132,False,0.0,False,8,False,5,,76561198119088070,Ó Puto da Bóina || JP,13.0,880.77001953125,-3872.070068359375,17.030000686645508,13339.200439453125,4564.4000244140625,5.099999904632568,-0.19999999552965164,0.3999999910593033,30.199999809265137,255.0,128.0,False,-0.01673341105780151,2.8097959809107977,-4.293000923087148e-06,True,8,69.0,False,8,False,,games5425898691,bf81d8692db,21.0,-1788.56005859375,-2902.080078125,17.010000228881836,-18821.99951171875,-13218.499755859375,-0.29999999329447746,0.19999999552965164,-0.0,497.40001678466797,255.0,135.0,-0.009596017943954814,-0.6558555591946431,-0.00021710001446913286,True,10,False,10,106.36032717715035,True,,enpitsu,76561198039309853,27.0,2864.919921875,-4005.090087890625,17.059999465942383,7197.8997802734375,8844.500122070312,2.0999999344348907,-0.0,-0.0,-2387.5,255.0,0.0,False,-0.016703147893070723,2.310501070367425,5.141396898496447e-06,True,10,False,27.0,False,10,,
