,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0,False,False,1,5216.555129869958,-46.150001525878906,9.229999542236328,106.62000274658203,-8576.099853515625,12365.30029296875,3164.5001220703125,1721.4999389648438,-988.0999755859375,848.3999633789062,1.0,0.150997340593895,-0.01126070949230194,0.2527432099083135,b1c1424ec1b,Purpy B,8.0,-43.290000915527344,-160.36000061035156,100.0199966430664,1431.300048828125,5027.300109863281,4289.89990234375,1751.9999694824219,-2545.2000427246094,4549.89990234375,255.0,255.0,,0.0063930716010018535,1.6952010856353694,-0.5862740248578369,True,0.0,False,5,6,False,,76561198028460939,Rudrick,7.0,-44.54999923706055,-5524.6201171875,23.670000076293945,-295.2000045776367,-5156.5997314453125,220.20000457763672,12.100000381469727,2.0000000298023224,-0.09999999776482582,255.0,128.0,,-0.04931093819872515,1.6279148699412476,-0.0024167493529901204,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27.0,53.93000030517578,117.44999694824219,127.0199966430664,-8619.89990234375,-10523.299560546875,2571.7001342773438,4365.899963378906,-1646.300048828125,2911.6000366210938,255.0,128.0,,-1.1705894039241285,-0.9976426122304907,-0.1320912730469154,True,2,1,False,0.0,False,,games5425898691,bf81d8692db,24.0,-2830.14990234375,3955.219970703125,17.010000228881836,-11451.800537109375,13537.099609375,2.3000000417232513,-0.09999999776482582,0.09999999776482582,-1966.9999694824219,255.0,0.0,,-0.009595153689232123,0.9394321011166955,-1.2387306100825776e-05,True,False,False,False,0.0,False,
1,274,3,False,False,0,9237.878936340443,3980.7099609375,-2705.77001953125,299.4599914550781,-10222.2998046875,10823.00048828125,-4255.5999755859375,-4046.300048828125,812.6000213623047,4355.0,0.0,-1.020532112389884,2.590747446008263,1.1090884236426373,bf81d8692db,games5425898691,24.0,4080.070068359375,-2816.330078125,424.20001220703125,70.9000015258789,12407.2998046875,2095.2000427246094,-2458.8999938964844,-40.999999046325684,32.30000019073486,255.0,255.0,,0.07518564064458212,1.5641396906822287,-1.5765684279880388,True,176.0,False,False,False,False,,76561198039309853,enpitsu,27.0,4006.949951171875,-83.0,89.98999786376953,-1523.0999755859375,-6040.0,-1607.7999877929688,1879.1999816894531,779.0000152587891,-1806.6999816894531,255.0,0.0,False,0.33392113555184333,-1.9308860777214674,0.7533007587570945,True,255.0,False,False,4,4,,Purpy B,b1c1424ec1b,8.0,-3194.510009765625,72.80000305175781,77.86000061035156,-19920.400390625,1267.699966430664,-1424.1000366210938,-278.1999969482422,-2912.39990234375,44.000000953674316,255.0,128.0,,-0.6625794312488329,3.0342215220855033,0.019226468830114744,True,8,8,False,10.0,False,,Rudrick,76561198028460939,7.0,2681.9599609375,4490.81982421875,17.0,11381.400146484375,-10844.200439453125,3.3000001311302185,-0.3999999910593033,0.5999999865889549,-20.299999713897705,255.0,128.0,,0.009582274953718264,-0.7642343759528519,7.372496653809416e-05,True,False,False,False,53.0,False,
2,315,5,False,False,0,7435.5806565033445,2810.4599609375,-1305.9300537109375,160.0800018310547,-9189.199829101562,15813.299560546875,2871.300048828125,3265.1998901367188,3061.9000244140625,2016.4999389648438,0.0,-0.5641956378582166,3.066965335909467,3.119551145969644,bf81d8692db,games5425898691,24.0,2806.590087890625,-1376.52001953125,16.56999969482422,-12508.1005859375,15396.99951171875,32.10000038146973,86.30000114440918,-154.60000038146973,-2117.4000549316406,255.0,0.0,,0.007435279075120092,2.197588077315653,0.019797363262129605,True,107.09181074685951,True,False,False,False,,76561198039309853,enpitsu,27.0,3248.199951171875,-1006.0599975585938,17.049999237060547,1393.6000061035156,-11354.49951171875,3.1999999284744263,0.09999999776482582,-0.5000000074505806,-1648.3999633789062,255.0,0.0,,0.01670811813517016,-1.4402929583504476,-0.0003838568311432839,True,255.0,False,False,4,4,,Purpy B,b1c1424ec1b,8.0,-4050.179931640625,1226.4100341796875,142.7100067138672,5402.19970703125,9820.499877929688,-10888.499755859375,-133.29999923706055,-4858.999938964844,83.99999618530273,255.0,128.0,False,0.7703966775034665,1.0102420813542563,0.8380868882191327,True,8,8,False,236.16558277478782,True,,Rudrick,76561198028460939,7.0,2872.77001953125,2352.639892578125,17.0,-9080.30029296875,-15645.0,3.3000001311302185,0.29999999329447746,0.5999999865889549,-30.499999523162842,255.0,128.0,,0.009596108523060797,-2.1008173035905706,8.351334540605375e-05,True,False,False,False,217.8878710141746,True,
3,337,6,False,False,0,6032.383353044856,2108.5,-90.93000030517578,200.6300048828125,-1549.2999267578125,5168.2000732421875,6378.4002685546875,-1639.9000549316406,-5648.499755859375,-1184.8999786376953,0.0,1.2854309794384562,-0.10435702245964967,1.5378888054284021,bf81d8692db,games5425898691,24.0,2088.199951171875,-29.969999313354492,70.37999725341797,2007.5999450683594,10181.799926757812,3524.5001220703125,2308.800048828125,4499.5001220703125,-1874.7000122070312,128.0,5.0,,-0.03914434117786266,1.4595471060724063,0.1952054075457668,True,92.0,False,3,4,False,,76561198039309853,enpitsu,27.0,2757.389892578125,-1730.02001953125,17.049999237060547,-11634.69970703125,-5346.9000244140625,2.7000001072883606,-6.3999998569488525,-2.5999999046325684,-1200.199966430664,255.0,128.0,,0.016742227824971884,-2.770112073556558,8.844312274981391e-05,True,255.0,False,False,4,4,,Purpy B,b1c1424ec1b,8.0,-2962.97998046875,2067.639892578125,17.030000686645508,15036.700439453125,14100.699462890625,5.099999904632568,0.29999999329447746,0.9000000357627869,48.20000171661377,255.0,128.0,False,0.016740995646637596,0.7585233022012476,-8.194995244001063e-05,True,8,8,False,188.0,False,,Rudrick,76561198028460939,7.0,2119.56005859375,824.780029296875,17.0,-6640.4998779296875,-19044.89990234375,3.1999999284744263,0.09999999776482582,-0.5000000074505806,7.5,128.0,128.0,,0.009616395693669542,-1.9052593104914988,-5.264075688564938e-05,True,False,False,False,221.0,False,
4,394,8,False,False,0,5003.3037188719445,1813.1199951171875,933.6099853515625,123.30999755859375,8931.099853515625,-4723.999938964844,1891.6999816894531,-1268.7000274658203,802.3000335693359,2871.400146484375,0.0,1.503076421757545,0.28316427788843396,1.8400710488257654,bf81d8692db,games5425898691,24.0,1706.1500244140625,1059.050048828125,24.510000228881836,-486.8000030517578,-5129.0997314453125,3040.10009765625,0.7000000029802322,0.0,1943.0000305175781,128.0,255.0,,0.009631457086093085,-1.6763027626089204,-5.015965950375806e-05,True,92.0,False,4,5,False,,76561198039309853,enpitsu,27.0,1281.6300048828125,-544.6500244140625,17.049999237060547,2438.300018310547,13868.1005859375,2.800000011920929,-0.7999999821186066,-4.900000095367432,-391.19998931884766,255.0,128.0,False,0.01677738973044351,1.3925281513946863,2.4909119787474243e-05,True,216.0,False,False,4,4,,Purpy B,b1c1424ec1b,9.0,700.75,2378.449951171875,17.030000686645508,15830.400390625,-9011.900024414062,5.400000214576721,-1.0999999940395355,0.3999999910593033,-1424.1999816894531,255.0,0.0,False,0.016778752405896755,-0.5384799240540545,-0.00018073058813688626,True,8,8,False,188.0,False,,Rudrick,76561198028460939,7.0,127.04000091552734,-2292.72998046875,57.40999984741211,-13076.199951171875,-7648.2000732421875,-2255.399932861328,-272.8000068664551,-4719.200134277344,-2811.400146484375,255.0,128.0,,0.14004964115336532,-1.4709175476005998,-1.6203605822511953,True,4,4,False,221.0,False,
5,425,9,False,False,0,5924.737373197272,2774.1201171875,488.8999938964844,122.3499984741211,15688.900146484375,10067.19970703125,4763.800048828125,3752.39990234375,-1168.3000183105469,4533.599853515625,0.0,0.92558938983293,-2.564060454222555,1.4096245517913084,76561198039309853,enpitsu,27.0,2666.780029296875,345.5,16.149999618530273,18426.700439453125,3532.0001220703125,-325.40000915527344,-58.09999942779541,120.20000457763672,1298.0000305175781,0.0,255.0,False,0.02479967065793316,0.2735864697241615,-0.0009048247395229252,True,142.0,False,4,4,False,,bf81d8692db,games5425898691,24.0,1748.530029296875,179.00999450683594,52.77000045776367,454.70001220703125,-8023.599853515625,-2467.100067138672,1577.1000671386719,614.1999816894531,1488.8999938964844,255.0,128.0,,0.018689898785392,-1.2447169667891063,0.10053225237592378,True,92.0,False,False,6,6,,Purpy B,b1c1424ec1b,9.0,2463.3701171875,1100.550048828125,17.030000686645508,20067.60009765625,-11226.8994140625,4.900000095367432,2.7000001072883606,-1.4000000059604645,228.70000839233398,255.0,172.0,False,0.016778759986991975,-0.5066907430826356,-2.9948341295593163e-06,True,8,8,False,133.0,False,,Rudrick,76561198028460939,7.0,-864.9299926757812,-2941.469970703125,17.010000228881836,-10595.30029296875,4183.599853515625,2.5,0.09999999776482582,0.0,-2379.7000122070312,255.0,0.0,,0.009545551019955703,2.704652025661065,8.332950038099194e-06,True,4,4,False,221.0,False,
6,464,10,False,True,0,5595.205798985982,3462.389892578125,1631.3299560546875,219.1300048828125,-14003.399658203125,12770.2001953125,8871.500244140625,4945.299987792969,-3351.0000610351562,-559.7999954223633,0.0,-0.46147326337172123,-0.5212039927616924,2.662880781920494,76561198039309853,enpitsu,27.0,3500.8798828125,1652.6700439453125,92.58000183105469,-2006.199951171875,16260.2001953125,1318.699951171875,-2166.699981689453,-4876.7999267578125,1331.1000061035156,255.0,255.0,False,0.47298053588674394,1.496014478626942,-0.5026818860183688,True,125.0,False,5,6,False,,bf81d8692db,games5425898691,24.0,2614.830078125,339.6099853515625,17.010000228881836,225.49999237060547,12224.7998046875,2.0999999344348907,0.0,-2.5999999046325684,898.3000183105469,255.0,128.0,,0.009559543111172715,1.6170714386669007,-0.00021377150589065787,True,84.0,False,False,6,6,,Purpy B,b1c1424ec1b,8.0,3294.449951171875,1861.3800048828125,17.049999237060547,-12793.399658203125,5523.800048828125,2.5999999046325684,4.600000083446503,-1.8000000715255737,867.6999664306641,255.0,128.0,False,0.016752013220355834,2.779122026979471,-8.058623350347001e-05,True,8,8,False,125.0,False,,Rudrick,76561198028460939,7.0,-842.02001953125,-1155.3399658203125,91.20999908447266,5577.2998046875,17266.400146484375,-161.29999160766602,-5204.89990234375,1777.2000122070312,-4.300000071525574,255.0,128.0,,0.2660197423348439,-1.8996145025483375,-3.1407416894444222,True,6,5,False,221.0,False,
7,536,13,True,True,0,837.0412259162399,-97.44999694824219,4889.08984375,265.92999267578125,-16431.800537109375,20912.80029296875,-3231.7001342773438,5432.5,-2396.6000366210938,-861.9999694824219,0.0,0.6805045333411701,-0.590548780510307,-0.3184893730800639,bf81d8692db,games5425898691,24.0,-28.469999313354492,4750.33984375,197.47000122070312,-12585.6005859375,18549.599609375,-389.3000030517578,-5062.60009765625,-2065.2999877929688,594.3000030517578,255.0,128.0,,0.44055527330000493,2.371835465976226,0.3219806494742087,True,0.0,False,7,8,False,,76561198039309853,enpitsu,27.0,3146.43994140625,4095.93994140625,17.049999237060547,0.09999999776482582,0.0,2.5999999046325684,0.29999999329447746,0.7999999821186066,0.0,128.0,128.0,False,0.016830608275768683,2.243978768232186,-2.7728934776611e-05,True,125.0,False,False,6,6,,Purpy B,b1c1424ec1b,8.0,12.15999984741211,5397.3701171875,325.5400085449219,-18117.39990234375,13676.300048828125,-3703.599853515625,-996.9000244140625,-1194.4999694824219,-635.4999923706055,255.0,128.0,False,1.0356609910809653,-2.0133451255226764,-0.05286205992296786,True,10,8,4,0.0,False,,Rudrick,76561198028460939,7.0,-497.2099914550781,4004.360107421875,16.989999771118164,3626.099853515625,20848.30078125,4.4999998807907104,0.0,-0.7999999821186066,-0.3999999910593033,255.0,128.0,,0.009601676763391733,1.398515188870619,7.447695672534387e-05,True,6,6,False,158.0,False,
8,801,13,False,True,0,5178.747457668406,-2.9200000762939453,38.84000015258789,94.63999938964844,-3167.0001220703125,29352.7001953125,2284.9000549316406,-1115.4000091552734,-35.0,-522.0000076293945,0.0,-0.0006579748209166565,-0.008685306578497627,-0.0185827443330228,76561198039309853,enpitsu,27.0,43.560001373291016,-142.60000610351562,107.70999908447266,4776.7999267578125,19485.50048828125,1996.199951171875,-4236.199951171875,1939.9000549316406,2922.5,255.0,0.0,,0.6916685656778537,1.79071464918779,0.45744252558148385,True,31.0,False,1,2,False,,bf81d8692db,games5425898691,24.0,-3029.6298828125,-4309.0400390625,17.010000228881836,-3205.2999877929688,-14000.999755859375,2.3000000417232513,0.0,0.0,2104.1000366210938,255.0,255.0,,0.009584281291019098,-1.730199127571896,2.2831027495495086e-05,True,255.0,False,False,False,False,,Purpy B,b1c1424ec1b,8.0,-18.510000228881836,2195.93994140625,17.049999237060547,-144.7000026702881,-10106.599731445312,2.5999999046325684,-0.3999999910593033,0.0,0.0,255.0,128.0,,0.016732020590154977,-1.5851406990943546,2.0672182274619472e-06,True,False,False,False,116.0,False,,Rudrick,76561198028460939,7.0,39.63999938964844,666.8099975585938,17.010000228881836,2933.2000732421875,-15468.00048828125,2.3000000417232513,-0.09999999776482582,1.1999999731779099,1891.9000244140625,255.0,255.0,,0.009594813963789348,-1.33496533277252,0.00013789094659032565,True,False,False,False,31.0,False,
9,816,14,False,False,1,6737.193544024958,171.27000427246094,-1558.0999755859375,129.5800018310547,18156.600341796875,-13423.900146484375,8721.099853515625,5466.9000244140625,-272.60000228881836,-2457.2999572753906,1.0,0.14648682840935462,0.3252098492639277,-0.7861461517342824,b1c1424ec1b,Purpy B,8.0,48.7599983215332,-1662.43994140625,17.049999237060547,3113.5000610351562,12236.700439453125,-0.5999999865889549,0.3999999910593033,2.0000000298023224,-2173.300018310547,255.0,0.0,,-0.016742290121191338,1.8570246408881104,-0.0001616759009004377,True,103.51864093606189,True,False,False,False,,76561198028460939,Rudrick,7.0,-511.0,-97.33000183105469,17.010000228881836,-13358.699951171875,4784.200134277344,2.3000000417232513,-0.29999999329447746,-0.0,2137.7000427246094,255.0,255.0,,-0.009576623138371666,0.2768149592407076,-3.2195104065959835e-05,True,31.0,False,False,False,False,,enpitsu,76561198039309853,27.0,-266.1400146484375,-784.280029296875,112.56999969482422,-4552.0001220703125,-19504.100341796875,-149.89999771118164,4605.0,-2601.0000610351562,-1509.4000244140625,255.0,0.0,,0.37445815671232674,-2.965989612654086,-2.0072557835918956,True,2,2,False,31.0,False,,games5425898691,bf81d8692db,24.0,2798.260009765625,4940.6298828125,26.329999923706055,-11013.299560546875,7740.10009765625,489.0999984741211,1257.9000091552734,-408.69998931884766,2584.2999267578125,255.0,255.0,,0.015038088120202445,0.5693377031919461,-0.28587809602886355,True,False,False,False,255.0,False,
