,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
37,2423,63,False,False,0,5408.074439096321,-200.3000030517578,-223.13999938964844,93.5,-2896.099853515625,-4166.499938964844,78.69999885559082,2399.7999572753906,-2953.599853515625,655.6999969482422,0.0,-0.9109641515228627,-0.8114989917851241,0.6158770932937264,76561198039309853,enpitsu,25.0,-277.70001220703125,-101.5,303.7099914550781,-3950.7000732421875,266.200008392334,1045.4000091552734,-2982.0001220703125,281.299991607666,-127.29999542236328,128.0,0.0,-0.5957710846673148,1.5056706261674573,-0.05179691149382546,True,31.0,False,2,2,False,,bf81d8692db,games5425898691,20.0,267.0799865722656,-5417.22998046875,19.510000228881836,-2301.3999938964844,6133.900146484375,-242.39999771118164,1.0999999940395355,9.200000166893005,302.2999954223633,255.0,128.0,,0.046235510643669736,1.9453707221529253,0.014324884635156384,True,4,False,4,116.0,False,,cold,76561198861492046,16,7.5,106.30000305175781,104.05000305175781,69.6999979019165,-322.2999954223633,-803.7000274658203,2787.0001220703125,-2478.300018310547,-1091.3999938964844,128.0,0.0,,-0.5707622377899328,-0.8881777849009065,-0.9743743062397445,True,0.0,False,4,False,4,,zeeUUuuUUUuu,76561198163023541,11.0,26.8799991607666,1098.5400390625,17.010000228881836,-3164.1000366210938,-13808.800048828125,0.09999999776482582,0.09999999776482582,0.29999999329447746,-63.69999885559082,255.0,128.0,,0.009579289374471382,-1.8040559814943349,6.832504280648566e-05,True,4,4,78.74965153714662,True,False,,
38,2446,64,False,True,1,4601.661017884198,438.8800048828125,561.0999755859375,100.3499984741211,822.6999664306641,22652.60009765625,4625.899963378906,2581.300048828125,2932.0999145507812,-211.5999984741211,1.0,-0.3320264910500805,-0.04219344228336116,-1.6577428361139674,76561198163023541,zeeUUuuUUUuu,11.0,448.1000061035156,292.3500061035156,17.010000228881836,3492.3001098632812,19064.000244140625,2.199999988079071,-0.29999999329447746,-4.799999892711639,1350.3999328613281,255.0,128.0,-0.009618528362897323,1.6912594610307143,5.435172345274805e-05,True,30.0,False,4,4,False,,76561198861492046,cold,16.0,113.06999969482422,13.430000305175781,17.049999237060547,4936.7999267578125,3281.4999389648438,2.7000001072883606,4.699999988079071,2.8999999165534973,-749.4999694824219,255.0,128.0,,-0.01664983266372448,2.5622528720439544,2.5564254971458414e-05,True,4,False,4,0.0,False,,enpitsu,76561198039309853,25,600.8400268554688,82.55000305175781,158.52999877929688,2711.400146484375,330.9000015258789,-4502.0001220703125,640.4000091552734,708.3000183105469,-4505.0,128.0,128.0,,0.012456827902279238,0.7942690785000814,-0.26276128250251846,True,0.0,True,2,False,2,,games5425898691,bf81d8692db,20.0,-270.2699890136719,5421.08984375,19.530000686645508,-1037.699966430664,2500.2000427246094,102.60000228881836,-2.5,-40.999999046325684,-0.7999999821186066,255.0,128.0,,-0.04829014455543724,-1.9603612281822895,0.014312561824978365,True,4,4,116.0,False,False,,
39,2489,65,False,False,0,8946.927435530893,-634.3300170898438,-3803.10009765625,94.08000183105469,-16729.3994140625,18041.600341796875,3778.800048828125,-4081.9000244140625,-3802.60009765625,2208.6000061035156,0.0,0.37366096886094563,0.7226796958175961,-0.9410718274952738,bf81d8692db,games5425898691,20.0,-491.260009765625,-3977.330078125,169.5,-6635.30029296875,16254.599609375,733.0000305175781,-4142.60009765625,-488.6000061035156,3584.5999145507812,255.0,146.0,0.8269919777653788,2.4762020083120797,0.6214232296397387,True,39.0,False,6,5,False,,76561198039309853,enpitsu,25.0,-1332.6700439453125,-1092.3800048828125,17.049999237060547,-7908.499755859375,-9524.400024414062,2.5999999046325684,0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,0.01669469927452281,-2.2637766731689997,4.789230565955526e-05,True,2,False,2,0.0,False,,cold,76561198861492046,16,-1897.760009765625,331.0799865722656,63.79999923706055,-13801.8994140625,4801.700134277344,-1825.8999633789062,-1621.9000244140625,-2015.0,-214.50000762939453,255.0,0.0,,-0.52955939529959,2.5126478489940154,-0.037851806930690846,True,31.0,False,6,False,6,,zeeUUuuUUUuu,76561198163023541,11.0,-1289.260009765625,-3027.64990234375,16.989999771118164,-16319.49951171875,-10084.400024414062,4.4999998807907104,0.7999999821186066,0.3999999910593033,-59.80000019073486,255.0,128.0,,0.009596246610789885,-2.5959487387066016,8.008196894466793e-05,True,4,4,0.0,False,False,,
40,2576,68,False,False,0,5349.975518899454,-3956.969970703125,752.2100219726562,652.0499877929688,9241.300048828125,18079.69970703125,4989.700012207031,-3071.099853515625,2393.0999755859375,-4565.10009765625,0.0,0.5047337004405622,0.4202352191768391,-1.5291152827037737,bf81d8692db,games5425898691,21.0,-4079.3701171875,532.719970703125,531.760009765625,87.5,16451.99951171875,12693.599853515625,-1874.7999572753906,-75.70000171661377,22.799999713897705,255.0,0.0,-0.6067083348718139,1.577860834262844,1.5690101634880083,True,211.15717864805652,True,6,6,False,,76561198039309853,enpitsu,25.0,-3284.6201171875,-1555.27001953125,17.049999237060547,2260.2000427246094,-7450.10009765625,2.5999999046325684,0.3999999910593033,-1.0000000149011612,-196.29999160766602,0.0,128.0,,0.01691461798254947,1.830575134171996,0.0002165906671723179,True,2,False,2,,False,,cold,76561198861492046,16,-3245.639892578125,4119.080078125,17.059999465942383,-8561.300048828125,7097.7001953125,2.0000000298023224,0.19999999552965164,-0.19999999552965164,-2449.9000549316406,255.0,0.0,True,0.016711401135261945,2.3902533195984765,-2.0385429753670603e-05,True,255.0,False,8,False,8,,zeeUUuuUUUuu,76561198163023541,11.0,-3583.25,-243.55999755859375,17.0,-1338.699951171875,21686.0009765625,3.400000035762787,0.19999999552965164,-3.4999999403953552,1489.7000122070312,255.0,128.0,False,0.009587498588503107,1.7112549359669549,-5.98028748112216e-05,True,4,4,159.0,False,False,,
41,2633,70,False,True,0,1431.1883871072494,-2102.169921875,4369.64013671875,288.7900085449219,22910.400390625,12000.400390625,-2030.5000305175781,-2671.199951171875,-480.60001373291016,-5350.9002685546875,0.0,0.38608378065716115,0.5441187466443175,-1.4978465882527234,bf81d8692db,games5425898691,21.0,-2316.139892578125,4352.22998046875,215.11000061035156,19203.1005859375,12548.900146484375,1619.2999267578125,2728.699951171875,4459.4000244140625,1707.7999877929688,255.0,80.0,0.2555708767270936,-0.007888609062258085,0.5480539687593584,True,52.0,False,8,7,False,,76561198039309853,enpitsu,25.0,-3064.2099609375,-3050.85009765625,17.049999237060547,3366.0000610351562,4174.599914550781,2.8999999165534973,0.09999999776482582,0.0,-2145.5999755859375,255.0,128.0,,0.016655078640569157,0.9372411501715359,-6.434936142199752e-05,True,2,False,2,,False,,cold,76561198861492046,16,-2171.64990234375,4556.72998046875,193.22000122070312,13996.199951171875,-10389.69970703125,3112.3001098632812,2430.0,3211.099853515625,-1050.199966430664,255.0,255.0,False,-0.20699849977528204,-1.4325835998071057,0.07673973663811606,True,211.14049030888467,True,10,False,9,,zeeUUuuUUUuu,76561198163023541,11.0,-3002.6201171875,3796.860107421875,17.010000228881836,10358.299560546875,16815.400390625,2.3000000417232513,0.3999999910593033,0.7000000029802322,-1693.6000061035156,255.0,0.0,False,0.009583975278535366,0.9791165698176514,-0.00019327890114371264,True,4,4,189.0,False,False,,
42,2852,78,False,False,1,6149.232086066307,-3127.090087890625,489.42999267578125,203.60000610351562,-13761.99951171875,12297.19970703125,3096.4999389648438,-4796.199951171875,2267.7999877929688,-1695.8000183105469,1.0,0.4559957260046875,-2.357566179765536,-0.9855952656231689,76561198163023541,zeeUUuuUUUuu,11.0,-2983.780029296875,396.6099853515625,155.2100067138672,-10378.900146484375,4851.600036621094,2111.999969482422,325.49999237060547,3706.6000366210938,-1801.1000061035156,128.0,128.0,0.018615138180418832,0.5345567941862225,0.3951775495185695,True,238.0,False,8,6,False,,76561198861492046,cold,16.0,-2474.919921875,2041.9300537109375,272.5199890136719,6401.300048828125,17459.49951171875,-4072.6998901367188,1223.1999969482422,668.0999755859375,1784.1999816894531,128.0,128.0,False,-0.5211572362562705,-3.1279629140608365,0.5740587288506165,False,12,False,10,81.0,False,,enpitsu,76561198039309853,25,-1277.0699462890625,4124.1201171875,17.049999237060547,3851.199951171875,-3186.9000244140625,3.799999952316284,-0.0,-0.19999999552965164,-2643.5000610351562,255.0,0.0,False,-0.01665558836016855,-2.2909878193519195,4.2574013681957506e-05,True,240.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-2535.97998046875,3043.31005859375,17.020000457763672,-7244.69970703125,7812.80029296875,1.0999999940395355,-2.0000000298023224,1.899999976158142,-2137.7000427246094,255.0,0.0,,-0.009534085900977908,0.8420889367017815,-0.0002914588624524378,True,12,12,255.0,False,False,,False
43,2916,81,False,False,1,4574.876310038253,-2856.070068359375,2522.469970703125,114.23999786376953,12176.800537109375,17518.699951171875,2897.9000854492188,-1537.7000427246094,2149.7999572753906,567.0999908447266,1.0,-0.9177365807195198,-1.1519474094727902,2.2936496485975284,76561198163023541,zeeUUuuUUUuu,11.0,-2963.22998046875,2354.39990234375,50.47999954223633,7654.89990234375,13425.799560546875,2852.9000854492188,1811.4999389648438,-1311.0000610351562,-1278.8999938964844,255.0,0.0,-0.003784727116300456,2.228042472590385,-0.000814959902733347,True,140.0,False,10,6,False,,76561198861492046,cold,16.0,-1960.3599853515625,819.97998046875,85.06999969482422,-5936.500244140625,-21948.89892578125,-12.300000190734863,5313.599853515625,-1415.2999877929688,106.49999618530273,128.0,128.0,False,-0.49471189470607374,1.8406151705254354,3.118958924882967,True,14,False,11,53.0,False,,enpitsu,76561198039309853,25,-2454.64990234375,3068.56005859375,98.9800033569336,-12156.099853515625,-9020.0,4149.100036621094,-0.0,0.29999999329447746,0.5999999865889549,255.0,255.0,False,-0.016718834542939383,-0.6386302465851638,-2.3657859121479348e-05,True,157.58342396572073,True,4,False,3,,games5425898691,bf81d8692db,20.0,-2079.929931640625,3702.780029296875,17.020000457763672,7534.4000244140625,-7981.7999267578125,1.0999999940395355,-0.5000000074505806,0.29999999329447746,2354.199981689453,255.0,255.0,,-0.009556123274621978,-2.3795555033431746,4.820090576878497e-05,True,12,12,255.0,False,False,,False
44,2920,81,False,False,0,8591.097308415865,2740.75,-2643.3798828125,133.36000061035156,5395.0,27177.900390625,-2052.5999450683594,-24.700000286102295,-391.5999984741211,5987.1002197265625,0.0,0.6609940915202245,1.2217721984470435,2.089379945028818,76561198039309853,enpitsu,25.0,2689.330078125,-2839.1298828125,170.2100067138672,9844.69970703125,11157.5,3487.2000122070312,-5077.900085449219,13.700000047683716,2112.7000427246094,255.0,255.0,0.41293351143309787,0.6841868533041112,-0.42358135099538663,True,157.0,False,4,3,False,,bf81d8692db,games5425898691,20.0,2010.050048828125,-3642.8701171875,17.020000457763672,-9044.600219726562,6482.19970703125,1.0999999940395355,0.09999999776482582,-0.09999999776482582,2373.2000732421875,255.0,255.0,,0.00956024766545323,2.576775245901173,1.7776622702711664e-05,True,12,False,12,255.0,False,,cold,76561198861492046,16,2009.8599853515625,-637.0800170898438,83.9800033569336,5936.500244140625,21948.89892578125,-152.70000457763672,-5315.10009765625,1409.4999694824219,110.0,128.0,128.0,False,-0.1080663145203279,-1.8278356639869073,3.1213799848907793,True,53.0,False,14,False,11,,zeeUUuuUUUuu,76561198163023541,11.0,2862.06005859375,-2532.219970703125,111.5,-7580.999755859375,-13322.60009765625,4902.9998779296875,-817.9000091552734,498.6000061035156,-1056.9000244140625,255.0,128.0,False,-0.20463279427307496,-2.391643562668192,0.024116879494180635,True,10,6,140.0,False,4,,False
45,2921,81,False,False,1,4377.140031990245,-2702.5400390625,2648.0400390625,128.2899932861328,20636.4990234375,328.69998931884766,-2607.5,-3441.099853515625,3237.3001098632812,-3698.3999633789062,1.0,-0.578932910453108,-1.1309768380179204,2.0513913310571223,76561198163023541,zeeUUuuUUUuu,11.0,-2862.06005859375,2532.219970703125,111.5,7580.999755859375,13322.60009765625,4902.9998779296875,817.9000091552734,-498.6000061035156,-1056.9000244140625,255.0,128.0,0.20463279427307496,2.391643562668192,0.024116879494180635,True,140.0,False,10,6,4,,76561198861492046,cold,16.0,-2059.360107421875,454.17999267578125,82.68000030517578,-5936.500244140625,-21948.89892578125,-154.49999809265137,5315.10009765625,-1409.4999694824219,110.20000457763672,128.0,128.0,False,0.7108068573252082,1.812771185920665,3.115106924733647,True,14,False,11,53.0,False,,enpitsu,76561198039309853,25,-2689.330078125,2839.1298828125,170.2100067138672,-9844.69970703125,-11157.5,3487.2000122070312,5077.900085449219,-13.700000047683716,2112.7000427246094,255.0,255.0,False,-0.41293351143309787,-0.6841868533041112,-0.42358135099538663,True,157.0,False,4,False,3,,games5425898691,bf81d8692db,20.0,-1928.9300537109375,3597.0400390625,17.020000457763672,10249.200439453125,-4650.899963378906,1.0999999940395355,-0.0,-0.0,2378.6000061035156,255.0,255.0,,-0.009548715538027127,-2.774852409160525,-2.055117224159567e-05,True,12,12,255.0,False,False,,False
46,2964,82,False,False,0,7903.626102779984,-44.7400016784668,-2717.64990234375,109.36000061035156,-32.00000047683716,12413.800048828125,6272.5,2382.5,-2059.2999267578125,-5107.0001220703125,0.0,-0.9094411996560844,2.8873415084345986,-1.6393944601430068,bf81d8692db,games5425898691,20.0,-98.05999755859375,-2883.27001953125,17.020000457763672,-11169.69970703125,18358.699951171875,0.19999999552965164,-3.4999999403953552,6.800000071525574,-375.6999969482422,255.0,210.0,0.009601601392028753,2.0638472129059386,0.00011107405708070214,True,191.0,False,12,12,False,,76561198039309853,enpitsu,25.0,3934.9599609375,-2398.969970703125,40.869998931884766,-2453.699951171875,1174.4000244140625,-1120.2999877929688,259.20000076293945,984.0000152587891,-1286.9999694824219,255.0,0.0,False,0.3840214502023172,2.8706297398554663,-0.10675130292387683,True,4,False,4,180.74959129159168,True,,cold,76561198861492046,16,2904.6201171875,3031.969970703125,17.030000686645508,5385.10009765625,22360.0,5.0,0.0,0.0,-15.399999618530273,255.0,128.0,False,0.016781356873827594,1.332847266288607,-5.557665038200847e-07,False,6.958442913588657,True,14,False,12,,zeeUUuuUUUuu,76561198163023541,11.0,2715.8798828125,-2049.47998046875,19.68000030517578,248.1999969482422,5435.0,-1013.0999755859375,-730.5000305175781,-3910.7998657226562,619.5000076293945,255.0,128.0,False,0.03165550212357934,1.2995225131543424,0.08996035487633887,True,10,6,127.45251599178518,True,4,,
47,3053,86,False,False,0,4572.448310510586,-118.44000244140625,634.1500244140625,117.5199966430664,-8179.000244140625,22981.10107421875,7220.5999755859375,1421.1000061035156,4644.599914550781,-3522.39990234375,0.0,-0.12144886760301979,1.551786505348264,0.09953373387214577,76561198039309853,enpitsu,25.0,-68.93000030517578,497.6099853515625,16.68000030517578,-16243.00048828125,13469.49951171875,-415.49999237060547,-858.7999725341797,1775.2000427246094,-2540.500030517578,255.0,,0.010567238499657527,2.3991471870457066,0.015263189920909992,True,26.0,False,4,4,False,,bf81d8692db,games5425898691,21.0,316.9100036621094,202.3699951171875,16.989999771118164,-6176.6998291015625,12303.800048828125,2.199999988079071,2.0000000298023224,-3.4999999403953552,1244.4000244140625,255.0,128.0,,0.00957650636381315,2.107985395340123,-0.00014953909266945218,True,14,False,14,163.6672516407505,True,,cold,76561198861492046,16,58.779998779296875,2072.2900390625,17.020000457763672,-2200.399932861328,-22894.3994140625,2.199999988079071,0.0,-0.3999999910593033,57.800002098083496,255.0,,,0.016791946835055596,-1.6607628925877491,-5.324461799842355e-05,True,248.6672516407505,True,17,False,14,,zeeUUuuUUUuu,76561198163023541,11.0,3583.070068359375,3759.330078125,17.020000457763672,-11134.89990234375,19554.100341796875,1.4000000059604645,1.2999999523162842,-3.100000023841858,1937.7000427246094,255.0,255.0,True,0.009580641404303005,2.1580477777596,0.00021078115620013348,True,12,8,31.0,False,4,,
48,3127,88,False,False,1,9384.477721641912,2066.5400390625,-4171.18994140625,199.9199981689453,14395.50048828125,23191.39892578125,5003.800048828125,-4528.500061035156,-773.4999847412109,1930.5000305175781,1.0,-0.5549473180775916,1.4190504534266726,2.872513069719391,76561198163023541,zeeUUuuUUUuu,11.0,1960.4000244140625,-4332.27001953125,124.95999908447266,17806.600341796875,12820.400390625,4940.799865722656,2.5,4.900000095367432,1124.8999786376953,128.0,255.0,-0.009841752510173774,2.289035102622251,-0.001200896475273757,True,5.0,False,14,8,6,,76561198861492046,cold,16.0,3752.219970703125,-403.7200012207031,17.049999237060547,-638.6999893188477,-7202.19970703125,3.6000001430511475,0.29999999329447746,5.400000214576721,-1218.0000305175781,255.0,0.0,,-0.016639806633403153,-1.521626003238159,-0.0002108127056083383,True,18,False,16,255.0,False,,enpitsu,76561198039309853,25,2726.7900390625,-3758.7099609375,19.520000457763672,-8635.499877929688,-3347.9998779296875,2960.0,-0.09999999776482582,0.3999999910593033,-2444.499969482422,255.0,0.0,False,-0.01668012233433113,-0.334269567771832,7.408368189513771e-06,True,0.0,False,6,False,4,,games5425898691,bf81d8692db,21.0,3540.8701171875,45.540000915527344,17.0,16483.900146484375,15690.30029296875,3.4999999403953552,-0.7000000029802322,-0.7000000029802322,1771.6000366210938,255.0,255.0,,-0.009593920181996158,2.3270606124893582,0.00013753602491005975,False,14,14,0.0,False,False,,False
49,3158,90,False,False,1,7336.929086870828,3618.510009765625,-1673.1099853515625,363.94000244140625,15175.50048828125,3605.8999633789062,18118.199462890625,-4741.499938964844,3196.9000244140625,1815.7000732421875,1.0,0.05584747033086823,1.6940229131547102,3.0809927922216827,76561198861492046,cold,16.0,3593.25,-1622.9599609375,191.00999450683594,-8638.900146484375,-14523.299560546875,3897.9998779296875,-4250.199890136719,-2370.0,2562.7999877929688,128.0,0.0,0.9946255427032593,-1.4420351809286343,0.0981131504558319,True,211.13866659902757,True,20,17,False,,76561198163023541,zeeUUuuUUUuu,11.0,3795.639892578125,-3021.360107421875,231.5,16678.599853515625,11915.10009765625,-2577.6998901367188,-804.4999694824219,989.8000335693359,-351.6999816894531,128.0,128.0,False,-0.029208811943103707,0.47749288089648084,-0.8753570428664441,True,14,6,8,5.0,False,,enpitsu,76561198039309853,25,1401.3800048828125,-3584.52001953125,82.61000061035156,-12570.0,2308.699951171875,-1939.7999572753906,-1432.8999328613281,-1052.0999908447266,-830.8999633789062,255.0,0.0,False,0.13716963456969875,0.20344929834961073,-0.6407435141485666,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,3545.300048828125,2228.659912109375,17.010000228881836,-4779.2999267578125,20133.900146484375,2.0999999344348907,-0.5000000074505806,2.5999999046325684,-507.09999084472656,255.0,128.0,,-0.009599510455300017,1.367933506805315,1.8439926287749907e-05,False,14,14,0.0,False,False,,
50,3315,95,False,True,1,5772.128862613815,40.84000015258789,-568.4299926757812,720.510009765625,2358.3999633789062,27562.2998046875,2707.3001098632812,3228.599853515625,-4327.60009765625,2616.6000366210938,1.0,-0.7435637510804317,0.9314066297844473,-2.4464380420125584,76561198861492046,cold,16.0,-13.140000343322754,-807.010009765625,721.5800170898438,-197.70000457763672,22940.400390625,1642.2000122070312,-2260.7000732421875,1593.3999633789062,-4494.599914550781,128.0,0.0,-0.715497742491845,2.212809455623088,-0.6092113815168253,True,79.36900646968567,True,22,18,False,,76561198163023541,zeeUUuuUUUuu,11.0,118.52999877929688,-3677.27001953125,17.0,-1503.3000183105469,13291.199951171875,3.3000001311302185,-0.0,-1.2999999523162842,-128.1999969482422,255.0,128.0,False,-0.009577834391148045,1.475092999416905,0.000168416456259818,True,16,6,10,220.0,False,,enpitsu,76561198039309853,25,3555.320068359375,3353.080078125,17.049999237060547,-4186.199951171875,15441.8994140625,2.800000011920929,-1.0999999940395355,3.700000047683716,271.70000076293945,255.0,255.0,False,-0.016770488207120914,1.3106908810727527,8.514713441108617e-05,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,-747.739990234375,3950.139892578125,17.010000228881836,-1282.1000671386719,2340.500030517578,2.0999999344348907,-1.0999999940395355,-0.7999999821186066,-0.5000000074505806,128.0,128.0,,-0.009642690711257593,-2.0715940427222352,-1.4349682940206067e-05,True,14,14,255.0,False,False,,True
51,3355,97,False,False,0,8484.771118499795,-383.8500061035156,-3329.300048828125,444.3999938964844,-14659.3994140625,-2899.4000244140625,11738.699951171875,4654.800109863281,1775.0999450683594,3343.800048828125,0.0,0.36964619188612696,-1.040719848748583,1.4173848223676633,bf81d8692db,games5425898691,21.0,-323.0899963378906,-3388.929931640625,288.010009765625,-13010.30029296875,5231.9000244140625,3717.0001220703125,-376.5999984741211,-6.3999998569488525,-184.3000030517578,255.0,128.0,-1.09003389085207,2.8042394719613033,0.10594681570753627,True,165.3493418898634,True,16,14,False,,76561198039309853,enpitsu,25.0,-1832.8800048828125,-4565.169921875,17.049999237060547,14357.2998046875,-3939.1000366210938,2.5999999046325684,0.5000000074505806,-0.09999999776482582,4.399999976158142,255.0,128.0,,0.016775176110786657,-0.26720546895077435,-5.0077179539410596e-05,True,6,False,6,,False,,cold,76561198861492046,16,-9.770000457763672,-2162.889892578125,80.33999633789062,-449.1999816894531,-21091.99951171875,-9160.999755859375,5304.69970703125,532.599983215332,-1351.1000061035156,0.0,0.0,True,0.12828688770734878,-0.5181208116448248,2.8451445789378753,True,68.0,False,22,False,18,,zeeUUuuUUUuu,76561198163023541,11.0,-330.3399963378906,1662.3199462890625,17.0,-6813.599853515625,-14988.299560546875,3.1999999284744263,0.29999999329447746,0.5999999865889549,-1.7000000178813934,255.0,128.0,,0.009594920171879767,-1.9977607939788433,7.459328632584892e-05,True,16,10,230.0,False,6,,
52,3527,103,False,False,0,7092.458798092296,-2361.739990234375,-1799.3499755859375,130.57000732421875,194.69999313354492,17184.7998046875,1000.1999664306641,2707.0001220703125,5230.7000732421875,1145.1000213623047,0.0,-0.7093851893810512,0.5216005573643074,0.858363109882742,bf81d8692db,games5425898691,21.0,-2329.639892578125,-1946.3299560546875,17.010000228881836,217.29999542236328,13618.299560546875,0.0,0.0,-0.09999999776482582,60.10000228881836,255.0,162.0,0.009576364159152776,1.5487239049152641,7.742722833067585e-05,True,128.6087053078477,True,16,14,False,,76561198039309853,enpitsu,25.0,-1566.4000244140625,-2612.530029296875,17.049999237060547,-8928.200073242188,10869.300537109375,2.7000001072883606,-4.4999998807907104,5.400000214576721,-876.2000274658203,255.0,128.0,,0.016761314520013854,2.2243391486184723,-6.305595561357549e-05,True,6,False,6,31.0,False,,cold,76561198861492046,16,3342.8798828125,2490.60009765625,17.049999237060547,-4888.299865722656,21064.599609375,2.5999999046325684,0.0,0.0,8.299999833106995,255.0,128.0,False,0.016772540411230774,1.7997521173540518,8.393293170383534e-07,True,255.0,False,24,False,20,,zeeUUuuUUUuu,76561198163023541,11.0,-2758.989990234375,-4219.60009765625,17.010000228881836,1047.300033569336,12193.599853515625,3.100000023841858,-0.5999999865889549,-0.7000000029802322,3255.1998901367188,255.0,255.0,False,0.009538519554736535,1.7863230765231657,7.265900862319393e-05,True,18,12,109.0,False,6,,
53,3557,104,False,False,0,5388.669480210084,-2315.989990234375,-58.209999084472656,99.8499984741211,13634.7998046875,21651.59912109375,3694.4000244140625,-30.799999237060547,-1636.300048828125,3490.0,0.0,-0.3686961294778438,2.4440590993047393,-0.1331960796630746,bf81d8692db,games5425898691,21.0,-2469.280029296875,-177.14999389648438,16.979999542236328,11375.6005859375,18150.6005859375,3.400000035762787,1.0000000149011612,1.1999999731779099,-724.1999816894531,255.0,128.0,0.009607868900181577,0.9526445272659004,0.00019175646513005848,True,34.65154391719451,True,16,14,False,,76561198039309853,enpitsu,25.0,-2674.409912109375,-1135.5,17.049999237060547,-13934.7998046875,16000.10009765625,2.3999999463558197,-0.19999999552965164,0.3999999910593033,8.600000143051147,255.0,128.0,,0.0167931485566572,2.288273168805416,-4.254690527433928e-05,True,6,False,6,0.0,False,,cold,76561198861492046,16,2540.6298828125,4675.43994140625,17.049999237060547,-12597.7001953125,16678.800048828125,2.8999999165534973,-1.4000000059604645,0.9000000357627869,1350.8000183105469,128.0,255.0,False,0.01682246112073364,2.2394391478633824,0.00018973526993053283,True,255.0,False,24,False,20,,zeeUUuuUUUuu,76561198163023541,11.0,-3463.840087890625,-4201.60009765625,17.59000015258789,-7186.7999267578125,-6469.4000244140625,347.7000045776367,-880.2999877929688,818.3999633789062,-2375.2999877929688,255.0,0.0,False,-0.01085266376434952,-2.4415354125742144,0.001867348734774851,True,18,12,255.0,False,6,,
