,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
80,6002,157,False,False,1,5158.988232922868,-12.470000267028809,61.630001068115234,113.41000366210938,-4429.100036621094,19746.600341796875,5941.400146484375,3949.7000122070312,-1519.9000549316406,4253.0999755859375,1.0,-0.07038943012877567,-0.15880233803480084,-0.14671667708687547,76561198039309853,enpitsu,26.0,57.84000015258789,-102.41999816894531,15.84000015258789,6975.3997802734375,15651.099853515625,32.5,61.70000076293945,86.89999580383301,2547.2000122070312,255.0,128.0,,-0.0161457885717428,1.8784062905950007,-0.007807365297803856,True,False,False,False,0.0,False,,bf81d8692db,games5425898691,18.0,2916.4599609375,-4157.1201171875,17.010000228881836,17403.800048828125,-91.09999656677246,2.3000000417232513,-0.29999999329447746,0.09999999776482582,1946.1000061035156,255.0,255.0,,-0.009579387632306103,3.0792877253459547,3.404399491619677e-05,True,False,False,255.0,False,False,310.0,あSENPAIあ,b497dcf8b2b,18.0,2028.9599609375,2542.889892578125,17.049999237060547,-1936.0000610351562,-1780.2000427246094,2.5999999046325684,-0.0,0.5999999865889549,-144.89999771118164,255.0,110.0,,-0.01660684483584321,-0.7591159203849968,-2.7267610351809572e-06,True,False,85.0,False,False,False,,死.ツ,b26c0f948eb,19.0,807.3800048828125,2786.18994140625,17.049999237060547,7893.2000732421875,9180.999755859375,3.1999999284744263,-0.19999999552965164,-0.09999999776482582,2370.0,255.0,255.0,-0.01671747516903194,2.219848779383723,1.8778259402592816e-05,True,116.0,False,False,False,False,,
81,6052,159,False,False,0,8803.028393608172,884.530029296875,-3481.080078125,106.02999877929688,32037.5,-1957.1000671386719,-6044.2999267578125,-2983.2998657226562,1508.6000061035156,-4982.300109863281,0.0,0.15915275482050803,-1.427800626253783,0.9857768694501233,b26c0f948eb,死.ツ,19.0,712.719970703125,-3534.139892578125,171.44000244140625,20014.000244140625,3528.5000610351562,-9.300000071525574,28.80000114440918,5494.0997314453125,-252.19999313354492,255.0,25.0,,0.9841030431854502,1.1681956726235547,1.1904401067151016,True,4,3,False,83.07929471487643,True,,b497dcf8b2b,あSENPAIあ,18.0,5.039999961853027,-3558.800048828125,17.049999237060547,16698.599853515625,-12884.7998046875,2.7000001072883606,0.09999999776482582,-0.29999999329447746,949.8000335693359,255.0,211.0,,0.016797043302365706,-0.6363686457665765,0.0001076732381325982,True,False,False,0.0,False,False,,enpitsu,76561198039309853,26.0,841.52001953125,-2967.5,85.22000122070312,9368.599853515625,-16774.000244140625,4155.5999755859375,0.9000000357627869,0.19999999552965164,21.500000953674316,128.0,255.0,,0.017182464612750914,-1.054710694007569,1.3521350544696675e-05,True,2,0.0,False,1,False,,games5425898691,bf81d8692db,17.0,-3896.2900390625,1211.969970703125,26.270000457763672,1178.3000183105469,-22876.201171875,-220.30000686645508,49.49999809265137,-520.2000045776367,45.39999961853027,255.0,128.0,0.02459488559838714,-1.5147569215036683,-0.244439260984944,True,184.0,False,False,False,False,,
82,6200,164,False,False,0,9208.741701490731,2526.070068359375,-3409.2900390625,483.1400146484375,9231.900024414062,7029.6002197265625,2461.3999938964844,2940.2999877929688,394.0999984741211,584.3999862670898,0.0,0.15929699411502954,-1.7078148667919373,0.008064664701316391,b497dcf8b2b,あSENPAIあ,18.0,2426.419921875,-3478.280029296875,320.3699951171875,-597.5,5152.7001953125,2942.60009765625,2228.000030517578,1581.9000244140625,4773.0999755859375,128.0,0.0,,-1.026531165123222,0.9900012002752029,-3.138015417157075,True,4,3,False,4.0,False,,b26c0f948eb,死.ツ,18.0,2562.830078125,-3571.449951171875,17.040000915527344,-3018.2000732421875,880.8999633789062,4.300000071525574,0.7999999821186066,2.3999999463558197,-1429.2999267578125,223.0,0.0,False,0.01684847297409406,2.968481881264311,-0.00010278315845465152,False,4,False,210.0,False,4,,enpitsu,76561198039309853,26.0,3325.39990234375,261.8599853515625,17.059999465942383,-11272.099609375,12706.600341796875,2.3999999463558197,0.0,0.0,2817.0001220703125,255.0,255.0,False,0.016777945028465212,2.4513802696252642,-6.29576506864115e-06,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,18.0,-690.7899780273438,-1170.5699462890625,17.030000686645508,3123.599853515625,-11516.99951171875,0.0,0.09999999776482582,0.0,2353.6000061035156,255.0,255.0,0.009532475660801967,-1.2432265991507547,1.3339659730767282e-05,True,249.0,False,False,False,False,,
83,6304,168,False,False,0,8221.779796103601,3913.4599609375,-1528.3399658203125,115.33999633789062,-2339.7000122070312,21160.400390625,69.60000038146973,-1181.3999938964844,373.8999938964844,263.0999946594238,0.0,-0.9112414722681055,2.2374181309333676,2.251860499851002,b26c0f948eb,死.ツ,19.0,3941.1298828125,-1683.4300537109375,40.849998474121094,3436.7999267578125,13787.39990234375,868.4999847412109,-2517.2000122070312,-3915.7998657226562,2928.9999389648438,255.0,255.0,False,-0.07434223678588726,1.3758976502155509,-0.4619797280767513,False,4,4,False,174.79736779838476,True,,b497dcf8b2b,あSENPAIあ,18.0,3311.280029296875,-3907.389892578125,17.059999465942383,-3494.89990234375,-12328.499755859375,1.5000000596046448,-1.2999999523162842,-4.099999964237213,-1738.8999938964844,252.0,89.0,,0.016734053897307852,-1.9129733122514063,5.869403472623741e-05,True,4,False,4.0,False,4,,enpitsu,76561198039309853,26.0,4069.860107421875,-3134.97998046875,200.91000366210938,-1645.8000183105469,7772.19970703125,-7337.2998046875,2594.5999145507812,3148.9999389648438,-25.499999523162842,255.0,128.0,False,0.6968333546639058,1.7818388129221,-1.2792390032205037,True,6,119.65868406398323,True,4,False,,games5425898691,bf81d8692db,18.0,218.4499969482422,-1186.1700439453125,17.030000686645508,4011.7001342773438,12292.099609375,-3.3000001311302185,-0.19999999552965164,0.0,2334.199981689453,255.0,255.0,0.009551149632855077,1.320362868445798,5.018367719575583e-06,True,233.34209054516208,True,False,False,False,,
84,6348,170,False,False,0,5751.155850683316,3557.830078125,1501.4300537109375,93.1500015258789,-1951.6000366210938,16650.50048828125,0.0,-5971.300048828125,-585.4999923706055,19.600000381469727,0.0,0.13931817422437417,2.007539283454993,3.011380895370023,b26c0f948eb,死.ツ,19.0,3766.860107421875,1471.4599609375,16.43000030517578,-8587.5,19855.799560546875,77.1999979019165,35.79999923706055,-47.69999980926514,1711.4999389648438,255.0,255.0,False,0.013495357410851271,2.0256275746165975,0.00526887377496851,False,4,4,False,106.0,False,,b497dcf8b2b,あSENPAIあ,18.0,1626.0799560546875,-4071.530029296875,17.059999465942383,-7735.999755859375,11365.30029296875,1.4000000059604645,-1.0999999940395355,2.0999999344348907,427.00000762939453,255.0,212.0,,0.016742090746359354,2.1442273930839404,0.0002750158754476797,False,4,False,34.0,False,4,,enpitsu,76561198039309853,26.0,3703.280029296875,-154.7899932861328,17.010000228881836,-728.3000183105469,22988.40087890625,3.4999999403953552,0.0,-0.9000000357627869,0.0,255.0,128.0,False,0.01678584139258021,1.6024610067954406,7.496301962384512e-05,True,6,0.0,False,4,False,,games5425898691,bf81d8692db,18.0,-923.5599975585938,1377.4599609375,45.52000045776367,-9491.400146484375,17834.7998046875,-2518.000030517578,-1400.7000732421875,-283.0999946594238,-1280.2999877929688,255.0,0.0,-0.2607214881486626,2.0117846617124306,0.04340448332645588,True,204.5243871673461,True,4,4,False,,
85,6351,170,False,True,0,5598.5552744167935,3504.5,1678.8699951171875,102.12999725341797,-13016.500244140625,15850.699462890625,2891.7001342773438,-3618.2998657226562,2245.8999633789062,4226.499938964844,0.0,0.6208672820239006,2.3083896938695845,-2.9347633345054156,b26c0f948eb,死.ツ,19.0,3676.679931640625,1645.8800048828125,16.559999465942383,-10269.69970703125,18244.200439453125,-105.50000190734863,-453.80001068115234,171.49999618530273,47.89999961853027,255.0,181.0,False,0.022401684033004948,2.1514749154315913,0.016520063858430137,False,4,4,False,106.0,False,,b497dcf8b2b,あSENPAIあ,18.0,1551.9599609375,-3968.89990234375,17.059999465942383,-8468.300170898438,10981.600341796875,1.5999999642372131,1.899999976158142,-2.5999999046325684,1316.7999267578125,255.0,196.0,,0.01674951652130004,2.2448314417622526,0.00023398595639405898,False,4,False,34.0,False,4,,enpitsu,76561198039309853,26.0,3696.570068359375,56.18000030517578,17.030000686645508,-728.3000183105469,22988.40087890625,5.400000214576721,0.0,-0.7999999821186066,0.0,255.0,128.0,False,0.016778333882197245,1.6024612153208893,6.721385774358002e-05,True,6,0.0,False,4,False,,games5425898691,bf81d8692db,18.0,-1061.9000244140625,1677.4599609375,15.729999542236328,-7233.4002685546875,19928.399658203125,-7.200000286102295,-152.2000026702881,-78.29999923706055,-1009.0000152587891,255.0,50.0,0.008988572393380608,1.8822140213934346,-0.003979561526348316,True,202.0,False,4,4,False,,
86,6377,171,True,True,0,3647.967553783107,2179.989990234375,3178.889892578125,168.97000122070312,-19261.8994140625,18550.799560546875,1891.199951171875,-3896.4999389648438,2930.10009765625,3473.5000610351562,0.0,0.5042721893604954,1.5756144188259704,3.0892217724158892,b26c0f948eb,死.ツ,20.0,2283.2900390625,3061.0,81.58999633789062,-16701.700439453125,12159.69970703125,4071.4999389648438,-120.0,201.39999389648438,0.9000000357627869,255.0,90.0,False,0.009037901972475238,2.542304903333077,0.0073770446758960944,False,6,4,False,106.0,False,,b497dcf8b2b,あSENPAIあ,18.0,872.5999755859375,-2916.699951171875,17.059999465942383,-1238.499984741211,13965.10009765625,1.2999999523162842,0.0,-1.4000000059604645,-233.79999160766602,255.0,128.0,,0.016748993668147347,1.6343078735404604,0.00019613445232309482,True,4,False,65.0,False,4,,enpitsu,76561198039309853,26.0,3574.080078125,2310.860107421875,17.030000686645508,-3832.0999145507812,22576.39892578125,5.099999904632568,0.0,0.19999999552965164,72.89999961853027,255.0,128.0,False,0.016784335735182083,1.746320422628299,-3.9713185752376375e-05,True,6,0.0,False,4,False,,games5425898691,bf81d8692db,18.0,-1240.56005859375,3673.070068359375,17.010000228881836,2613.599853515625,21021.99951171875,2.199999988079071,0.0,-0.29999999329447746,-1691.1000061035156,255.0,0.0,0.009592965901404717,1.400263064895454,-0.00010782512791843097,True,193.0,False,4,4,False,,
87,6403,171,False,False,1,10135.746999381468,-469.3900146484375,-4903.35986328125,125.51000213623047,-26908.798828125,-18639.300537109375,9944.7998046875,5094.5001220703125,1404.6000671386719,2841.199951171875,1.0,0.032886838631386583,-1.1859147158944692,2.4336363568018844,bf81d8692db,games5425898691,18.0,-197.72999572753906,-4843.0400390625,48.2599983215332,-22554.19921875,-3001.300048828125,3361.0000610351562,12.699999809265137,-509.0999984741211,-1447.8999328613281,255.0,174.0,,-0.022478035164797204,0.013455661863396738,-0.00048034790181565145,True,5,4,False,139.58707098294332,True,,76561198039309853,enpitsu,26.0,-2902.0,-4299.27001953125,17.030000686645508,13918.00048828125,-17007.900390625,5.600000023841858,0.29999999329447746,-0.29999999329447746,2110.0,255.0,255.0,False,-0.01677301120746232,-2.335095752078727,6.43676820210226e-05,True,4,False,255.0,False,6,,あSENPAIあ,b497dcf8b2b,18.0,-728.3400268554688,1616.1400146484375,17.059999465942383,-1160.2999877929688,-14028.1005859375,1.4000000059604645,-0.19999999552965164,-0.7000000029802322,-445.99998474121094,255.0,128.0,,-0.016775876264579256,-1.4557891119834885,0.0001576566731077052,True,4,65.0,False,4,False,,死.ツ,b26c0f948eb,20.0,-828.25,-4551.97021484375,246.1300048828125,11317.5,-20022.2998046875,-144.0999984741211,1884.9000549316406,-4664.800109863281,2221.6000366210938,255.0,0.0,0.6964676578489327,-1.950989981308883,-1.4179163522338067,True,49.0,False,6,5,False,,False
88,6651,172,False,False,0,5130.548803560655,-52.470001220703125,79.2699966430664,97.30000305175781,-16271.099853515625,24993.1005859375,1197.5,3775.1998901367188,2686.199951171875,-203.99999618530273,0.0,0.08974176671069128,-0.0011417250741487044,0.1258848717108995,b26c0f948eb,死.ツ,19.0,104.18000030517578,-165.27999877929688,95.73999786376953,-13367.900390625,18661.700439453125,840.9999847412109,-4534.200134277344,-3112.60009765625,36.600000858306885,255.0,155.0,,1.184112754054768,2.1888082211181503,0.006499594478390629,False,4,3,False,0.0,False,,b497dcf8b2b,あSENPAIあ,18.0,-36.130001068115234,-1908.489990234375,17.049999237060547,-1417.5,13616.700439453125,3.100000023841858,-0.09999999776482582,0.7999999821186066,1551.3999938964844,255.0,255.0,,0.016729056613113146,1.6851422535808187,0.0002543787961348555,True,False,False,116.0,False,False,,enpitsu,76561198039309853,26.0,16.690000534057617,1588.300048828125,17.049999237060547,-298.29999923706055,-14097.2998046875,2.5999999046325684,0.19999999552965164,0.5999999865889549,0.0,255.0,0.0,,0.016748320906276058,-1.5919923478196671,5.139294460688718e-05,True,False,74.0,False,False,False,,games5425898691,bf81d8692db,17.0,38.220001220703125,525.0700073242188,21.979999542236328,-2193.300018310547,-18894.599609375,2999.4000244140625,0.0,0.0,-2003.9999389648438,255.0,0.0,0.009581352125406901,-1.7619234659703047,8.966066424743048e-06,True,21.0,False,3,False,False,,
89,6779,176,False,False,1,10299.096709932348,2620.110107421875,-5013.759765625,1224.9100341796875,8705.700073242188,8645.0,4074.2999267578125,-2171.3999938964844,3545.0,4326.300048828125,1.0,-0.9869862889990614,-1.4714163886334775,2.733951736415977,76561198039309853,enpitsu,26.0,2510.830078125,-5102.9599609375,1083.199951171875,1913.0000305175781,5.199999809265137,9299.500122070312,-0.0,2298.5000610351562,-1.0999999940395355,255.0,255.0,,1.344611371655628,-3.067127818816473,-1.498091679526467,True,False,False,False,255.0,False,,bf81d8692db,games5425898691,17.0,3351.860107421875,-3044.820068359375,95.91000366210938,4117.799987792969,-21248.9990234375,-188.09999465942383,5078.299865722656,1724.9000549316406,157.60000228881836,255.0,128.0,,1.349232474465192,-0.7924420761652102,1.0988094632716958,True,6,False,,False,6,,あSENPAIあ,b497dcf8b2b,18.0,3277.330078125,-1465.010009765625,17.049999237060547,77.1999979019165,989.3000030517578,2.199999988079071,-3.6000001430511475,-2.3999999463558197,-304.59999084472656,255.0,255.0,,-0.016582360481058375,-1.3024976803540547,0.00011013709013188735,True,False,255.0,False,False,False,,死.ツ,b26c0f948eb,18.0,2256.639892578125,-732.1599731445312,17.059999465942383,-9469.69970703125,-9632.19970703125,1.899999976158142,0.19999999552965164,0.29999999329447746,2254.499969482422,255.0,232.0,-0.01675285789036727,-0.8570543523596378,3.1826255594089753e-05,True,,False,4,4,False,,
90,6824,178,False,False,1,9304.98408070905,3999.47998046875,-3632.179931640625,1013.9299926757812,-4646.400146484375,5089.599914550781,-3771.099853515625,-2033.0000305175781,-3385.1998901367188,-4517.39990234375,1.0,-0.5663376136421444,-2.591502515186745,0.07320344994686023,76561198039309853,enpitsu,26.0,4069.60009765625,-3731.969970703125,869.6599731445312,2211.0000610351562,15134.3994140625,-15821.300048828125,-1963.0999755859375,91.09999656677246,1640.2999877929688,255.0,128.0,,-0.8486365248714495,1.7341100276672885,-1.5766559616950637,True,2,False,False,156.0,False,,bf81d8692db,games5425898691,18.0,2195.8798828125,-5077.31982421875,81.01000213623047,-16773.800048828125,3985.7000732421875,-6364.1998291015625,5456.7999267578125,-686.6000366210938,-28.599998950958252,255.0,0.0,,-0.3628976332484084,0.2700405929407734,0.979110731123094,True,6,False,,False,6,,あSENPAIあ,b497dcf8b2b,18.0,3258.330078125,-1533.469970703125,17.049999237060547,1439.6000671386719,-3197.2000122070312,2.5999999046325684,1.2999999523162842,0.09999999776482582,22.100000381469727,128.0,128.0,,-0.016765180087659218,-1.9960616824722228,-3.338692143297265e-05,True,False,255.0,False,False,False,,死.ツ,b26c0f948eb,18.0,2257.820068359375,-1527.030029296875,17.059999465942383,-597.2000122070312,791.3999938964844,1.1999999731779099,-1.4000000059604645,-0.29999999329447746,-6.600000262260437,255.0,128.0,-0.01633160315998002,-2.2065894682591027,4.076565815878871e-05,False,31.0,False,4,4,False,,
91,6860,179,False,False,0,3286.678742452461,-3402.1201171875,3013.590087890625,175.07000732421875,3279.2001342773438,17764.100341796875,14168.00048828125,5590.0,1680.5000305175781,-1388.0999755859375,0.0,-0.5333990341114364,1.3922006286641142,0.687301627576923,b497dcf8b2b,あSENPAIあ,18.0,-3402.1201171875,2869.3798828125,71.87999725341797,-367.2999954223633,13407.39990234375,1992.7999877929688,-9.200000166893005,108.00000190734863,47.800002098083496,255.0,128.0,,0.018424249847504494,1.6338177713990452,0.0015348988193804767,True,4,False,False,203.0,False,,b26c0f948eb,死.ツ,18.0,-2506.320068359375,1827.050048828125,17.059999465942383,-477.40001678466797,6232.19970703125,1.8000000715255737,-0.29999999329447746,0.29999999329447746,-2293.8999938964844,255.0,0.0,,0.016616841409164702,1.6678264677909553,-6.404676986937181e-05,False,4,False,31.0,False,4,,enpitsu,76561198039309853,26.0,-2810.93994140625,3085.830078125,17.059999465942383,10671.8994140625,3382.3001098632812,1.5999999642372131,-3.8999998569488525,-2.3999999463558197,-275.79999923706055,255.0,0.0,True,0.01677908460186213,0.32043427993019435,-0.00011379223462740923,True,2,156.0,False,False,False,,games5425898691,bf81d8692db,18.0,-1450.9100341796875,3467.93994140625,17.030000686645508,6841.400146484375,-10808.499755859375,0.0,0.0,0.0,2309.499969482422,255.0,255.0,0.00955666990411104,-0.9396739108095377,5.992463024299316e-06,True,,False,6,6,False,,
92,6955,183,False,False,0,622.7000187341418,-433.0299987792969,4723.56982421875,327.7200012207031,24047.7001953125,274.50000762939453,-4497.39990234375,3889.2999267578125,4198.299865722656,-1801.7999267578125,0.0,-0.2697371965005893,2.8533222041591966,0.31852997112511944,b497dcf8b2b,あSENPAIあ,18.0,-610.9299926757812,4756.81005859375,247.42999267578125,14148.900146484375,8648.099975585938,-2144.2999267578125,2469.2999267578125,643.6000061035156,-1339.6000671386719,255.0,177.0,,-0.43661984635656764,0.45475295031614527,2.9792473717437127,True,6,4,False,144.42577177222057,True,,b26c0f948eb,死.ツ,19.0,-346.2699890136719,4365.16015625,249.85000610351562,3150.8999633789062,16329.100341796875,771.9999694824219,3648.3999633789062,-2518.000030517578,-3255.4998779296875,255.0,236.0,True,-0.6453880507029742,2.1449931862898324,3.1415893026757056,True,5,False,0.0,False,6,,enpitsu,76561198039309853,26.0,-544.02001953125,5187.7900390625,503.0899963378906,10902.39990234375,15635.799560546875,-147.29999542236328,388.49998474121094,2384.1000366210938,4941.099853515625,128.0,0.0,False,-1.0985813196450185,1.331254171678078,2.0710519941393977,True,4,65.0,False,1,False,,games5425898691,bf81d8692db,18.0,-260.95001220703125,4882.2001953125,241.64999389648438,-12219.300537109375,-3533.0999755859375,2352.5,3783.3999633789062,451.6999816894531,-3966.300048828125,255.0,199.0,-0.3457100882417859,-2.2007531145703694,-0.9110924526459255,True,0.0,False,8,7,False,,
93,6956,183,False,True,0,695.0213477315128,-378.95001220703125,4675.5498046875,338.7900085449219,-5661.7999267578125,12525.400390625,11537.39990234375,4320.7000732421875,1974.2999267578125,3665.10009765625,0.0,-0.5465218412585187,-3.124910654346695,0.16478453794358722,b26c0f948eb,死.ツ,19.0,-320.1199951171875,4501.3798828125,253.97000122070312,3127.7999877929688,16361.700439453125,268.1999969482422,4301.099853515625,-1931.0000610351562,-2832.2000122070312,255.0,230.0,True,-0.905784443349174,2.2707987843782815,2.477649179727649,True,6,5,False,0.0,False,,b497dcf8b2b,あSENPAIあ,18.0,-610.9299926757812,4756.81005859375,247.42999267578125,14148.900146484375,8648.099975585938,-2144.2999267578125,2469.2999267578125,643.6000061035156,-1339.6000671386719,255.0,177.0,,-0.43661984635656764,0.45475295031614527,2.9792473717437127,True,4,False,143.0,False,6,,enpitsu,76561198039309853,26.0,-453.1199951171875,5318.08984375,501.79998779296875,10902.39990234375,15635.799560546875,-154.49999809265137,388.49998474121094,2384.1000366210938,4941.099853515625,128.0,0.0,False,-1.0818668270805463,1.3679843281678736,2.658746402549251,True,4,65.0,False,1,False,,games5425898691,bf81d8692db,18.0,-354.70001220703125,4859.830078125,255.02000427246094,-9836.300048828125,-1495.8999633789062,363.49998474121094,3846.0000610351562,3171.300048828125,-2323.800048828125,255.0,197.0,-0.20858608702531425,-2.3997319756563935,-1.3196985342628205,True,0.0,False,8,7,False,,
94,7077,187,False,False,0,2822.8136372312265,-1307.6300048828125,2347.360107421875,118.8499984741211,-16182.60009765625,-18112.39990234375,1435.0999450683594,-517.0999908447266,3603.0999755859375,-4769.700012207031,0.0,-0.11725677059562464,1.5200076503607778,2.010845846243763,b26c0f948eb,死.ツ,19.0,-1200.469970703125,2421.699951171875,109.1500015258789,-8600.999755859375,-18255.2001953125,182.39999771118164,3141.7001342773438,-4440.10009765625,-814.8000335693359,255.0,128.0,,1.2529657738901374,-1.6392478920416014,0.8599620380751594,,10,9,False,9.0,False,,b497dcf8b2b,あSENPAIあ,18.0,-966.6500244140625,2275.469970703125,55.56999969482422,-17577.7001953125,-2992.2000122070312,2891.400146484375,-1935.8999633789062,-926.9999694824219,-2495.2999877929688,255.0,0.0,,0.016907776152698988,-2.7146009406563523,0.01696421745793166,True,5,False,0.0,False,8,,enpitsu,76561198039309853,26.0,-1283.9000244140625,4232.2001953125,86.69999694824219,-16248.499755859375,-8174.2999267578125,-1074.4000244140625,1385.2999877929688,-3357.3001098632812,-246.8000030517578,128.0,0.0,,-0.8477196127714262,-2.672837812349629,-0.10282063289416417,False,6,,False,4,False,,games5425898691,bf81d8692db,18.0,-1140.1600341796875,2583.590087890625,17.0,-12771.600341796875,-13633.599853515625,3.3000001311302185,-2.3000000417232513,-2.3000000417232513,-425.6999969482422,255.0,153.0,0.00960160511751657,-2.364794491384817,0.00011084927211269423,True,0.0,False,10,10,False,,
95,7093,188,False,False,0,4102.980941655599,-2267.239990234375,1272.93994140625,95.55000305175781,-14943.900146484375,-16883.00048828125,1267.2000122070312,1945.2999877929688,1016.3999938964844,-4769.700012207031,0.0,1.0236980845953974,-2.6187826471790174,1.1508064055838887,b26c0f948eb,死.ツ,19.0,-2054.52001953125,1564.5799560546875,111.62999725341797,-17314.599609375,-14879.100341796875,-583.6000061035156,2495.8999633789062,-3529.89990234375,-577.9999923706055,255.0,128.0,,-0.9576458253501401,-1.7752290226781016,-0.7150937402342559,,10,10,False,9.0,False,,b497dcf8b2b,あSENPAIあ,18.0,-1802.1600341796875,1962.3699951171875,91.05000305175781,-12404.599609375,-7139.2999267578125,-153.29999923706055,-3661.6000366210938,-4082.0999145507812,421.89998626708984,255.0,128.0,,-0.0768277366205681,-2.301938105209835,-2.3226562943563156,True,5,False,0.0,False,8,,enpitsu,76561198039309853,26.0,-2274.199951171875,3864.8701171875,17.059999465942383,-17014.200439453125,-589.3999862670898,6.200000047683716,-1.8000000715255737,2.8999999165534973,-1946.1000061035156,255.0,128.0,,0.016934036767152237,3.117480462511825,-0.00014482392426296055,True,6,,False,4,False,,games5425898691,bf81d8692db,18.0,-2057.340087890625,1831.52001953125,101.55999755859375,-17432.7001953125,-12343.299560546875,330.6999969482422,2792.0001220703125,-4383.900146484375,1798.800048828125,255.0,128.0,0.2998668515944611,0.711778118278678,2.860473961279311,True,0.0,False,12,11,False,,
96,7104,188,False,False,0,4962.480121554174,-2873.110107421875,588.3800048828125,93.68000030517578,-14203.00048828125,-16145.50048828125,799.3000030517578,3388.599853515625,-503.1999969482422,-4769.700012207031,0.0,0.3185603257887649,1.325458547492831,0.7324071080980515,b26c0f948eb,死.ツ,19.0,-2790.27001953125,929.52001953125,30.690000534057617,-17048.599853515625,-15082.39990234375,-3117.9998779296875,340.9000015258789,-1631.6000366210938,-642.5,255.0,128.0,,-0.0479090051464051,-2.2631073640185826,-0.2067426233301899,,10,10,False,9.0,False,,b497dcf8b2b,あSENPAIあ,18.0,-2312.4599609375,1666.68994140625,42.619998931884766,-12603.299560546875,-7314.2999267578125,-2306.4999389648438,-543.1000137329102,-1087.7999877929688,108.90000343322754,255.0,128.0,,-0.07334188356611836,-2.301843298574529,-1.0383945011577977,True,6,False,0.0,False,8,,enpitsu,76561198039309853,26.0,-2902.360107421875,4017.699951171875,17.059999465942383,-15773.399658203125,4386.499938964844,2.0000000298023224,1.2999999523162842,-0.09999999776482582,2087.7999877929688,255.0,255.0,False,0.016778509922085388,2.917303206253612,0.00036347873929219,True,6,255.0,False,4,False,,games5425898691,bf81d8692db,18.0,-2767.3701171875,1331.1600341796875,88.62999725341797,-17424.599609375,-12199.300537109375,-1136.9999694824219,1602.1000671386719,-2641.400146484375,1273.0999755859375,255.0,128.0,-0.7186272248195807,3.042843661979146,0.722867348608149,True,0.0,False,12,12,False,,
