,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0.0,False,False,1,5218.6320433966075,7.789999961853027,-2.490000009536743,94.12000274658203,5035.899963378906,-1556.3999938964844,79.40000057220459,4282.200012207031,-1888.0999755859375,-3754.5999145507812,1.0,-0.0461966895448049,0.1573435478435339,-0.10753749959211181,76561198039309853,enpitsu,26.0,-42.130001068115234,-112.83999633789062,105.12999725341797,14034.89990234375,18127.60009765625,-28.19999933242798,-4349.100036621094,3366.7001342773438,0.0,255.0,128.0,,-1.4855590066814683,2.2298879291672766,-0.00035875847101346026,True,1,2,0.0,False,False,,bf81d8692db,games5425898691,19.0,-0.0,-4832.39013671875,17.010000228881836,-0.0,2388.800048828125,2.0999999344348907,-0.7000000029802322,-0.0,0.0,255.0,,,-0.009391819022345399,1.5707878295104034,3.9981008938747724e-08,True,116.0,False,False,False,False,,kijuro.,b004b556cab,10.0,-2436.510009765625,4180.31005859375,17.010000228881836,-18438.900146484375,-1815.0,2.3999999463558197,0.19999999552965164,-0.0,2190.800018310547,228.0,255.0,True,-0.009588982500318931,-0.16533206261108888,0.00023692531138382004,True,False,22.0,False,False,False,,pierreasm03,76561198415258644,12,90.08999633789062,233.4499969482422,68.83000183105469,-9616.599731445312,-20720.2001953125,2662.9998779296875,4671.000061035156,-546.5999984741211,611.3999938964844,255.0,206.0,,-0.12101499744292758,-0.9643960610631159,-0.02735519705183698,True,4,3,False,0.0,False,
1,180,0.0,False,False,1,5213.6777064388325,214.30999755859375,-28.920000076293945,92.45999908447266,4848.900146484375,-442.00000762939453,0.0,1623.6000061035156,4072.9998779296875,-1105.999984741211,1.0,1.224712222529059,0.05605588582077509,-0.9620894245798545,76561198039309853,enpitsu,26.0,119.36000061035156,-273.3699951171875,167.16000366210938,3685.8999633789062,-4257.60009765625,483.3000183105469,-4652.5,2909.8001098632812,369.70001220703125,255.0,0.0,,1.3749613605193804,-1.3585085619094854,2.8323653634677313,True,2,2,0.0,False,False,,bf81d8692db,games5425898691,19.0,-0.0,-4683.60986328125,17.010000228881836,-0.0,6223.2000732421875,2.0999999344348907,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009422337250361307,1.5707879730550718,3.971379655246247e-08,True,116.0,False,False,False,False,,kijuro.,b004b556cab,10.0,-3065.800048828125,3940.68994140625,17.010000228881836,-6578.0999755859375,-9187.000122070312,3.3000001311302185,-0.0,0.5999999865889549,3504.89990234375,255.0,255.0,False,-0.009551978378491307,-1.4974251469803435,3.1150976428736475e-05,True,False,255.0,False,False,False,,pierreasm03,76561198415258644,12,46.06999969482422,143.52000427246094,98.69999694824219,-299.6999931335449,-523.3000183105469,-157.29999542236328,4036.6000366210938,3442.60009765625,-1450.2999877929688,255.0,125.0,,-0.04628792384454064,0.20926378339710236,-2.8148513559893837,True,4,3,False,0.0,False,
2,228,2.0,False,False,1,5291.278890019045,982.6099853515625,-150.57000732421875,92.45999908447266,4351.300048828125,-701.9999694824219,0.0,769.4000244140625,4768.500061035156,-1105.999984741211,1.0,-0.3193739976585893,-2.547584115979715,1.8170024959928728,76561198039309853,enpitsu,26.0,881.0,-302.45001220703125,17.049999237060547,8134.5001220703125,4944.89990234375,3.400000035762787,-0.9000000357627869,-0.3999999910593033,1882.2999572753906,255.0,0.0,,-0.016678322896069485,2.6048240730107888,0.0003289517904609993,True,2,2,0.0,False,False,,bf81d8692db,games5425898691,19.0,1049.4599609375,-3155.550048828125,17.010000228881836,12333.499755859375,5717.1002197265625,2.0999999344348907,3.3000001311302185,1.1999999731779099,-719.0000152587891,255.0,128.0,,-0.009585999089793925,2.7544211372724723,9.255804209850596e-05,True,146.0,False,False,False,False,,kijuro.,b004b556cab,10.0,-984.9199829101562,2886.43994140625,17.010000228881836,15784.100341796875,-8801.699829101562,0.5999999865889549,-0.5000000074505806,0.5000000074505806,-30.199999809265137,255.0,128.0,False,-0.009583092766079047,-2.6288491411596904,7.008194703609415e-05,True,False,166.9081978003184,True,False,False,,pierreasm03,76561198415258644,7,-621.3900146484375,-103.16000366210938,106.1500015258789,-13543.499755859375,1311.1000061035156,2201.7999267578125,-2697.39990234375,-4750.10009765625,-639.7999954223633,255.0,48.0,,-0.7772454291394321,-0.2571213576118321,0.5515524031719401,False,6,5,False,0.0,False,
3,247,2.0,False,False,1,4875.654187858658,1613.780029296875,317.4700012207031,94.88999938964844,8468.400268554688,5977.2998046875,1197.0999908447266,964.7000122070312,4212.300109863281,-1301.4999389648438,1.0,0.08488676711428363,1.489862095626606,-0.8271302560061614,76561198039309853,enpitsu,26.0,1489.47998046875,99.1500015258789,17.049999237060547,11173.699951171875,3861.0000610351562,2.5999999046325684,2.0999999344348907,0.7999999821186066,-675.6999969482422,255.0,255.0,,-0.016710048220037736,2.856411374104443,0.00019166205309653755,True,2,2,0.0,False,False,,bf81d8692db,games5425898691,19.0,2067.409912109375,-2994.610107421875,17.010000228881836,13937.099609375,-2041.6000366210938,2.0999999344348907,1.0999999940395355,-0.09999999776482582,-308.1999969482422,255.0,128.0,,-0.009596198876375613,-2.971963564382822,8.833086663708094e-05,True,146.0,False,False,False,False,,kijuro.,b004b556cab,10.0,282.2200012207031,2362.639892578125,17.010000228881836,20924.29931640625,-4998.800048828125,1.899999976158142,0.5999999865889549,-0.0,57.89999961853027,255.0,128.0,False,-0.0095855405924354,-2.914014857991801,-8.006334806406177e-05,True,False,138.0,False,False,False,,pierreasm03,76561198415258644,7,-1524.800048828125,-24.969999313354492,99.12999725341797,-13584.000244140625,1032.9000091552734,-949.1000366210938,-1621.6000366210938,-2966.4999389648438,-757.3999786376953,255.0,128.0,,0.5970619642573516,-0.33974752972499017,-0.7356591510031079,False,6,6,False,24.73747071912212,True,
4,263,3.0,False,False,1,4646.99332119505,2089.590087890625,648.9099731445312,96.08999633789062,9584.500122070312,11965.10009765625,1145.6999969482422,2342.5999450683594,4083.699951171875,-1731.4999389648438,1.0,-0.729977883212489,2.1217258703315394,1.6308394542698244,76561198039309853,enpitsu,26.0,2051.14990234375,496.510009765625,16.940000534057617,6420.9002685546875,10482.19970703125,-113.59999656677246,258.799991607666,-654.4999694824219,1123.6000061035156,255.0,128.0,,-0.012189605965044434,2.08293971160605,-0.003988070771118369,True,2,4,0.0,False,False,,bf81d8692db,games5425898691,19.0,2881.93994140625,-2977.780029296875,17.010000228881836,13167.19970703125,4920.5999755859375,2.0999999344348907,2.0999999344348907,0.7000000029802322,271.49999618530273,255.0,161.0,,-0.009588811873013347,2.7660925127824014,-0.00014962803222401082,True,146.0,False,False,False,False,,kijuro.,b004b556cab,10.0,1515.1600341796875,2050.050048828125,17.010000228881836,20601.39892578125,-6833.3001708984375,0.5000000074505806,-4.000000059604645,0.9000000357627869,-841.1000061035156,255.0,80.0,False,-0.009613386690362772,-2.816496788346995,-8.408785118656254e-05,True,False,131.70963438864675,True,False,False,,pierreasm03,76561198415258644,7,-2448.18994140625,13.180000305175781,16.170000076293945,-17226.99951171875,-107.60000228881836,100.60000419616699,-3.1999999284744263,8.799999952316284,199.89999771118164,255.0,128.0,,-0.008560202132203126,-0.034540375920975724,0.008905020820057495,False,6,6,False,0.0,False,
5,274,3.0,False,False,1,4320.333839766669,2463.280029296875,1113.969970703125,92.87999725341797,11403.1005859375,13582.2998046875,324.70001220703125,2774.7000122070312,3195.2999877929688,375.60001373291016,1.0,-0.22038474261981456,1.7089238529571802,-2.5721786641719175,76561198039309853,enpitsu,26.0,2380.409912109375,929.72998046875,111.33999633789062,12239.000244140625,12263.599853515625,786.9999694824219,-1690.0999450683594,5173.800048828125,-790.5000305175781,255.0,0.0,,-0.8045952782982164,1.624622180907128,1.068296338638936,True,3,4,0.0,False,False,,bf81d8692db,games5425898691,19.0,3316.02001953125,-2770.72998046875,17.010000228881836,12373.800048828125,6740.8001708984375,2.0999999344348907,1.899999976158142,0.7999999821186066,616.8999862670898,255.0,199.0,,-0.009602471669592353,2.6418099680364135,5.1099788357959825e-05,True,146.0,False,False,False,False,,kijuro.,b004b556cab,10.0,2250.5,1559.4300537109375,17.010000228881836,15464.3994140625,-15113.699951171875,2.199999988079071,-1.2999999523162842,1.2999999523162842,1465.2999877929688,214.0,255.0,False,-0.009589723347200391,-2.383089192151577,0.0003536455021338855,True,False,129.0,False,False,False,,pierreasm03,76561198415258644,7,-3149.10009765625,3.740000009536743,17.010000228881836,-16872.39990234375,1773.2000732421875,2.3999999463558197,-0.29999999329447746,-0.09999999776482582,-2417.899932861328,255.0,0.0,True,-0.009580489858680331,0.19799802991299767,-0.0002088448011176986,True,6,6,False,0.0,False,
6,278,3.0,False,False,0,6717.405603111617,-2685.610107421875,-1334.6300048828125,100.30000305175781,-31843.30078125,-3675.4998779296875,5730.9002685546875,2471.6000366210938,-211.8000030517578,5463.0999755859375,0.0,-0.09204478696132229,-1.518919883060366,-2.0097626516978644,b004b556cab,kijuro.,10.0,-2385.18994140625,-1440.6400146484375,17.010000228881836,-16820.50048828125,13367.39990234375,2.3000000417232513,1.2999999523162842,-1.0000000149011612,1819.4000244140625,210.0,255.0,,0.009603460745534911,2.5242604581401014,0.0001597872955356455,True,False,False,129.0,False,False,,76561198415258644,pierreasm03,7.0,3448.2099609375,-58.68000030517578,17.010000228881836,15559.300537109375,-3977.9000854492188,2.5,0.19999999552965164,-0.09999999776482582,-3071.9000244140625,255.0,0.0,False,0.0095917847691535,-0.7190044444008615,-7.205327045882471e-05,True,255.0,False,False,6,6,,games5425898691,bf81d8692db,19.0,-3528.489990234375,2625.9599609375,17.010000228881836,-10549.300537109375,-9235.599975585938,2.199999988079071,0.29999999329447746,0.5000000074505806,1773.699951171875,255.0,236.0,,0.009594084140687692,-2.3779157197525556,6.787942077725053e-05,True,False,146.0,False,False,False,,enpitsu,76561198039309853,26,-2580.5,-1132.8599853515625,110.51000213623047,-11968.399658203125,-12210.2001953125,-163.99999618530273,1958.3000183105469,-5099.700012207031,-637.9999923706055,255.0,0.0,,0.5610460698611937,-0.5783218219289723,2.6859698235886755,True,4,3,False,,False,
7,354,6.0,False,False,0,6923.927418354423,-96.63999938964844,-1737.6300048828125,124.33000183105469,24428.701171875,13517.5,4020.2999877929688,2015.8000183105469,4741.099853515625,327.79998779296875,0.0,0.0911701557791513,-3.023752992097929,0.6174163721742567,b004b556cab,kijuro.,10.0,-300.3800048828125,-1927.260009765625,58.939998626708984,21023.701171875,8962.60009765625,2544.1000366210938,814.3000030517578,3493.900146484375,1453.699951171875,173.0,4.0,False,0.05462296063713218,0.905290745841627,0.027439477765159467,True,3,4,0.0,False,False,,76561198415258644,pierreasm03,7.0,1417.510009765625,-2053.090087890625,17.010000228881836,-13009.200439453125,4330.799865722656,2.5,-0.3999999910593033,0.0,-2213.5000610351562,255.0,0.0,False,0.00957310316468029,2.7535086394750534,-5.042155774909162e-05,True,255.0,False,False,8,8,,games5425898691,bf81d8692db,19.0,-419.510009765625,281.1400146484375,17.0,15977.19970703125,13779.100341796875,3.4999999403953552,-0.29999999329447746,-0.09999999776482582,1954.6000671386719,255.0,255.0,,0.009584279526427654,0.7832724051448391,4.155553582512166e-05,True,False,83.0,False,False,False,,enpitsu,76561198039309853,26,-2036.8699951171875,-4205.1201171875,17.059999465942383,12670.999755859375,8633.900146484375,1.899999976158142,-0.29999999329447746,-0.09999999776482582,2082.4000549316406,255.0,128.0,False,0.016774047610844507,0.664781049368669,3.175861092186563e-05,True,4,4,False,255.0,False,
8,572,14.0,False,False,1,10346.351440243681,-3300.659912109375,-4317.009765625,626.0900268554688,-6960.9002685546875,19364.000244140625,3505.10009765625,5081.499938964844,-1169.4000244140625,-2434.4000244140625,1.0,-0.12764632978145232,-1.6616326970288093,-1.9707096822191883,bf81d8692db,games5425898691,19.0,-3218.780029296875,-4554.240234375,580.5499877929688,-5006.300048828125,12865.2001953125,656.2999725341797,-1066.8000030517578,-150.20000457763672,5393.4002685546875,255.0,92.0,,0.39124952994748285,-0.6224623103442226,1.693494980130227,True,3,4,255.0,False,False,,76561198039309853,enpitsu,26.0,38.22999954223633,-5148.4599609375,17.059999465942383,-0.19999999552965164,0.09999999776482582,1.1999999731779099,-0.0,-0.3999999910593033,0.0,,,,-0.016721168410338178,0.47023844677029725,2.7474235497173382e-05,True,202.0,False,False,4,4,,kijuro.,b004b556cab,9.0,-2213.8701171875,-1056.199951171875,17.020000457763672,-8328.200073242188,-11009.49951171875,0.7999999821186066,2.3999999463558197,2.5,-507.90000915527344,128.0,108.0,,-0.009624079560448619,-0.9218531410060595,1.48272448679499e-05,True,4,122.0,False,4,False,,pierreasm03,76561198415258644,6,-3249.489990234375,-4694.83984375,688.6900024414062,-768.7000274658203,7659.89990234375,-14864.100341796875,1107.9000091552734,-848.6000061035156,-878.3999633789062,255.0,128.0,,-1.0969132767476522,1.035211801986276,1.4022002214592817,True,12,10,False,163.0,False,
9,628,16.0,False,False,0,6196.241345473345,3616.070068359375,893.280029296875,102.5199966430664,38.09999942779541,20.09999990463257,7003.3001708984375,3866.7001342773438,-2096.7999267578125,4080.5999755859375,0.0,-0.47791534171052885,1.5853251168729352,-2.1115904961634624,b004b556cab,kijuro.,9.0,3642.93994140625,730.1799926757812,16.75,7291.7999267578125,-7310.4998779296875,-10.099999904632568,-4.4999998807907104,-28.69999885559082,55.50000190734863,255.0,0.0,True,-0.002168054548347719,-0.6623341301020302,0.010004326582730734,True,4,4,122.0,False,False,,76561198415258644,pierreasm03,6.0,1977.0799560546875,2592.610107421875,81.12000274658203,-5890.2001953125,-11596.099853515625,2890.4000854492188,4438.299865722656,2844.5001220703125,1568.3000183105469,255.0,255.0,,0.1171278200438223,-2.299601466948924,-0.20879972285789514,False,163.0,False,False,14,13,,games5425898691,bf81d8692db,18.0,3957.5,2232.0,50.20000076293945,427.90000915527344,-11498.399658203125,268.4000015258789,-12.5,-341.3999938964844,-51.39999866485596,255.0,128.0,,-0.021044370665850458,-1.5135936445422329,0.5263708877868704,True,4,255.0,False,4,False,,enpitsu,76561198039309853,26,509.3999938964844,4609.7001953125,17.059999465942383,1554.7999572753906,-11583.299560546875,-4.099999964237213,0.0,0.5999999865889549,-587.7000045776367,128.0,128.0,,0.016706633202640236,-1.485113098554887,0.0004030897030911156,True,4,4,False,187.0,False,
