,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
80,4668,145.0,False,False,0,8127.577282356985,2110.719970703125,-2410.969970703125,96.22000122070312,-5390.0,1111.2999725341797,4280.5999755859375,-1157.7999877929688,-5615.8001708984375,-1766.6000366210938,0.0,0.7425791055181935,1.1199324459558624,1.2919297942739894,2535441211156040,ALC3002,9.0,2122.919921875,-2598.110107421875,17.010000228881836,-2313.2000732421875,11754.49951171875,0.7000000029802322,-0.19999999552965164,0.5000000074505806,1688.3000183105469,255.0,255.0,0.009538090271002794,1.764790705338046,0.00029184980874484643,True,4,215.5966536332202,True,False,4,,2535450121922735,Harry7IA,8.0,887.1699829101562,-3606.75,17.0,2334.600067138672,6992.0001220703125,3.799999952316284,0.29999999329447746,-0.09999999776482582,24.40000057220459,255.0,129.0,False,0.009541231308157797,1.2485274417827779,1.823279862641033e-05,True,6,False,6,215.0,False,,enpitsu,76561198039309853,25,826.8400268554688,5930.68994140625,141.69000244140625,-755.0,1086.6999816894531,977.3000335693359,961.2000274658203,1083.3000183105469,722.6999664306641,128.0,128.0,False,0.7627669310180512,-1.2336510380213341,0.6322063616041115,True,False,255.0,False,False,2,,games5425898691,bf81d8692db,24.0,700.77001953125,1511.449951171875,17.010000228881836,1026.2999725341797,-1775.2999877929688,2.5999999046325684,0.09999999776482582,0.09999999776482582,2.0999999344348907,0.0,128.0,,0.009930843034762533,-1.0453552707108613,3.93643029845415e-07,True,161.0,False,6,8,False,,
81,4708,146.0,False,False,0,5999.882097261957,1080.050048828125,-525.1400146484375,492.5,-7744.000244140625,20925.2001953125,5236.7999267578125,2767.9998779296875,-2297.899932861328,-1223.0000305175781,0.0,-1.256420292011383,-0.8787039289273425,2.890444157231248,2535441211156040,ALC3002,9.0,1114.1400146484375,-727.6599731445312,321.45001220703125,-3253.800048828125,17323.599853515625,3670.4000854492188,-3688.900146484375,-114.0999984741211,2912.9998779296875,254.0,84.0,-1.0657450581581809,0.894040695091055,1.0486078670988697,True,5,146.0,False,False,6,,2535450121922735,Harry7IA,7.0,957.2899780273438,-1921.9599609375,17.0,-1852.1000671386719,12946.700439453125,3.700000047683716,-0.3999999910593033,0.29999999329447746,0.0,128.0,128.0,False,0.009616902122382417,1.712911984733758,-3.447212267528698e-05,True,6,False,6,228.0,False,,enpitsu,76561198039309853,25,766.219970703125,5939.4599609375,132.2100067138672,-194.0999984741211,-147.89999961853027,-210.49999237060547,-135.2999973297119,10.399999618530273,-9.100000262260437,255.0,0.0,False,0.9496396596729485,-1.3772500909255243,0.15524932473542535,True,False,255.0,False,False,2,,games5425898691,bf81d8692db,24.0,862.5599975585938,583.6900024414062,384.2300109863281,1216.9999694824219,-12021.600341796875,3943.9999389648438,1750.7000732421875,-139.89999771118164,-195.9000015258789,255.0,84.0,,-0.5753373911360508,-1.5779948057044657,0.04097547421091534,True,98.34844717928154,True,6,10,False,,
82,4768,148.0,False,False,1,8901.9398050522,564.0900268554688,-3755.75,113.38999938964844,14561.99951171875,22808.5009765625,-429.70001220703125,3425.2999877929688,872.3999786376953,-4848.2000732421875,1.0,-0.2688090490807385,2.5183608143399208,-2.244025139900801,76561198039309853,enpitsu,26.0,477.4800109863281,-3997.02001953125,79.70999908447266,10519.599609375,16539.69970703125,2761.099853515625,-4417.099914550781,2689.89990234375,96.09999656677246,255.0,128.0,-0.1918897860042992,2.1145586092449835,0.0004069021827665348,True,1,227.0,False,False,4,,bf81d8692db,games5425898691,24.0,-790.219970703125,3331.080078125,17.010000228881836,10203.400268554688,13802.099609375,3.4999999403953552,-1.7000000178813934,2.199999988079071,-1945.2999877929688,255.0,0.0,,-0.009428543713835712,2.2731817498293956,-5.803261106775597e-05,True,10,False,8,55.0,False,,Harry7IA,2535450121922735,7,892.9000244140625,293.0299987792969,17.0,12673.499755859375,-432.99999237060547,3.700000047683716,-0.29999999329447746,2.8999999165534973,9.300000071525574,37.0,128.0,False,-0.00973961637163125,-3.1084721047216495,3.833047577525315e-05,True,False,206.0,False,6,6,,ALC3002,2535441211156040,9.0,154.11000061035156,-2257.219970703125,16.989999771118164,16309.69970703125,4822.0001220703125,2.7000001072883606,-1.1999999731779099,-0.09999999776482582,653.7000274658203,255.0,128.0,,-0.009579169655088883,2.798629895339917,-0.00020807558267775135,True,89.53070118094004,True,6,6,False,,False
83,4786,149.0,False,False,0,2866.5017150900267,-1491.469970703125,2336.030029296875,105.62999725341797,-8971.500244140625,6233.499755859375,6630.2001953125,3309.1000366210938,-883.7999725341797,-4926.199951171875,0.0,0.47472391619587145,0.15819657938886392,-2.18587133275344,2535441211156040,ALC3002,9.0,-1497.93994140625,2204.0,16.020000457763672,-17645.30029296875,5890.4998779296875,-92.70000457763672,1810.0999450683594,-1545.0999450683594,2421.3999938964844,254.0,15.0,0.03447299046080757,2.7287640469795154,-0.08465202770181446,True,6,70.0,False,False,6,,2535450121922735,Harry7IA,8.0,-1417.260009765625,-78.27999877929688,17.0,-10695.6005859375,5656.099853515625,1.8000000715255737,1.899999976158142,-1.0000000149011612,2121.3999938964844,255.0,253.0,,0.00955802301320126,2.6833295110610607,0.0002470091375264668,True,6,False,6,180.9257288953309,True,,enpitsu,76561198039309853,26,-1114.4100341796875,3190.090087890625,91.9000015258789,-9395.700073242188,-11804.100341796875,-370.9000015258789,4568.599853515625,-1953.800048828125,-471.30001068115234,128.0,,,-1.2563279629533972,-1.6789047956378604,-0.31032922547969327,True,False,255.0,False,2,4,,games5425898691,bf81d8692db,24.0,-164.58999633789062,-3602.780029296875,17.010000228881836,-13778.299560546875,5969.1998291015625,3.0000001192092896,-0.09999999776482582,0.0,-2051.9000244140625,255.0,0.0,,0.009574106273478517,2.665094064150147,-1.0153822929688719e-05,True,55.0,False,8,10,False,,
84,4872,152.0,False,False,0,3244.1619184508304,-3893.39990234375,3898.9599609375,173.47000122070312,1188.0000305175781,-859.0000152587891,4615.199890136719,-2717.0001220703125,-2206.999969482422,-1707.2999572753906,0.0,0.5114515724306075,0.17753439871144705,-2.5779804227315455,2535441211156040,ALC3002,9.0,-3788.60009765625,3739.169921875,17.34000015258789,-5027.099914550781,5399.7998046875,141.70000076293945,39.000000953674316,698.4999847412109,2470.2999877929688,255.0,255.0,-0.001970287161031815,2.3394405847501916,0.010650772244397764,True,6,100.0,False,False,6,,2535450121922735,Harry7IA,8.0,-1810.4300537109375,2165.93994140625,17.0,2086.6000366210938,3462.7999877929688,3.8999998569488525,-3.0000001192092896,0.19999999552965164,-58.69999885559082,2.0,129.0,,0.009705266936514523,1.0157813800032338,0.0001229672559634589,True,6,False,6,158.0,False,,enpitsu,76561198039309853,26,-3256.77001953125,4705.85986328125,243.72000122070312,2892.7999877929688,3025.2999877929688,1406.7999267578125,1226.2999725341797,1778.699951171875,-1764.6000671386719,128.0,0.0,,1.0018853706299173,-1.1104232670339316,-1.0664069630586106,True,False,255.0,False,2,6,,games5425898691,bf81d8692db,24.0,-39.63999938964844,2247.699951171875,16.989999771118164,9504.69970703125,20419.100341796875,5.199999809265137,1.7000000178813934,3.6000001430511475,-1210.8000183105469,255.0,116.0,,0.009598020502745948,1.0792670327299034,-5.5654830161881234e-05,True,12.0,False,10,12,False,,
85,4901,153.0,False,False,0,3166.2045323985717,-3769.280029296875,3809.919921875,295.42999267578125,6799.000244140625,-3339.7000122070312,-1376.0000610351562,-1098.7000274658203,951.9999694824219,-539.0000152587891,0.0,-0.35744126366231693,1.8596286706158067,-0.81533937614971,2535441211156040,ALC3002,9.0,-3926.39990234375,3847.530029296875,253.8000030517578,4570.4998779296875,-1060.2999877929688,876.8000030517578,791.2000274658203,2610.2999877929688,-1940.7000732421875,255.0,221.0,-1.2132772268644616,0.3036176314043099,2.4073982042793216,True,6,100.0,False,False,8,,2535450121922735,Harry7IA,7.0,-1898.5400390625,1972.469970703125,17.0,-594.7000122070312,-6954.6002197265625,4.1999998688697815,0.0,-0.29999999329447746,2331.4999389648438,0.0,23.0,,0.009667400387656584,1.7188739384279603,3.6189517475001673e-05,True,6,False,6,158.0,False,,enpitsu,76561198039309853,26,-3039.919921875,4923.06982421875,122.06999969482422,-1794.7999572753906,-1827.8999328613281,-496.6999816894531,142.5,-516.3999938964844,573.6000061035156,255.0,255.0,,-0.06606465243996514,-2.5331931087988924,-0.9882021599875561,True,False,239.37250750039215,True,2,6,,games5425898691,bf81d8692db,24.0,695.3599853515625,4188.43994140625,16.989999771118164,-4193.0999755859375,9682.000122070312,5.5000001192092896,1.899999976158142,1.7000000178813934,2004.4000244140625,128.0,255.0,,0.009838626816511825,2.028101634116126,3.367915278589033e-05,True,12.0,False,10,12,False,,
86,4933,154.0,False,False,1,8894.759380162955,3072.6201171875,-3484.330078125,170.13999938964844,-4774.100036621094,20477.7001953125,7370.0,5877.80029296875,-1197.7999877929688,-128.29999923706055,1.0,-0.07604123435361947,-0.8569176467286009,3.0703313151492266,76561198039309853,enpitsu,26.0,3076.60009765625,-3633.85009765625,64.25,-4433.500061035156,22183.701171875,2956.9000244140625,-2825.1998901367188,-565.4999923706055,0.3999999910593033,255.0,128.0,-0.08846753388106048,1.373266385435529,-2.3088138313970035e-05,True,3,155.0,False,False,8,,bf81d8692db,games5425898691,24.0,297.4800109863281,-4121.02001953125,16.989999771118164,10232.2998046875,6556.500244140625,5.099999904632568,1.7000000178813934,1.5000000596046448,387.40001678466797,255.0,186.0,,-0.009527489940442661,2.576123495493976,2.076391245069779e-05,True,12,False,10,42.0,False,,Harry7IA,2535450121922735,7,1861.43994140625,-1694.1199951171875,17.0,5764.000244140625,-1366.7999267578125,4.000000059604645,-0.09999999776482582,0.09999999776482582,2297.899932861328,255.0,246.0,,-0.0094973631932616,-2.8870175968646397,5.1777502669322544e-05,True,False,158.0,False,6,6,,ALC3002,2535441211156040,9.0,3355.8798828125,-3697.239990234375,16.260000228881836,-5992.80029296875,6381.9000244140625,140.9000015258789,11.90000057220459,-59.29999828338623,-188.1999969482422,255.0,128.0,,-0.007689773198954405,0.8735919835755486,0.0011550447104806284,True,59.31150964511338,True,6,8,False,,
87,4991,156.0,False,False,0,5933.155236924402,-2110.800048828125,-667.4600219726562,280.9200134277344,-2276.999969482422,-8613.499755859375,7569.2999267578125,-625.2999877929688,5940.999755859375,-558.8999938964844,0.0,0.09576894769163645,0.8541068088933421,-3.107637878810597,2535450121922735,Harry7IA,7.0,-2097.6201171875,-763.22998046875,155.41000366210938,-4703.599853515625,-16839.100341796875,3213.2998657226562,-3333.599853515625,-610.4999923706055,-2049.499969482422,254.0,130.0,-0.02118998543446845,-2.6921946399191095,0.1114909373763983,True,6,115.0,False,3,8,,2535441211156040,ALC3002,9.0,-3736.35009765625,-88.16999816894531,20.209999084472656,-5654.69970703125,-21856.69921875,-1884.2999267578125,2260.5999755859375,-3365.8999633789062,1308.0000305175781,255.0,244.0,,-0.02922679627994605,-1.746945953643741,-0.10333630314368372,True,10,False,8,248.75007325603116,True,,enpitsu,76561198039309853,25,-2667.2900390625,-781.1300048828125,17.059999465942383,12490.400390625,-17099.599609375,2.3000000417232513,0.0,0.0,2066.3999938964844,255.0,255.0,,0.016779779825960742,-0.8612912976787683,-8.487950262147045e-06,True,False,138.0,False,4,8,,games5425898691,bf81d8692db,24.0,-76.30000305175781,872.8900146484375,90.77999877929688,7995.4998779296875,-19999.000244140625,-1528.800048828125,2432.2000122070312,1360.7000732421875,22.300000190734863,255.0,128.0,,-0.5692519581098173,-1.065954308634363,0.009862457015836627,True,67.0,False,12,14,False,,False
88,5054,159.0,False,False,1,3092.7877295661738,2631.169921875,2579.820068359375,311.010009765625,15949.3994140625,20341.99951171875,7415.0,-562.9000091552734,-5907.5,885.1999664306641,1.0,-0.8088068354058284,-1.3049536258992296,-2.057439984967809,bf81d8692db,games5425898691,24.0,2592.6298828125,2502.89990234375,160.1199951171875,20035.10009765625,8796.199951171875,-336.30001068115234,-4463.2000732421875,-1891.300048828125,1267.0999908447266,255.0,,0.44449735076133895,2.759933823319158,-0.1598406819494452,True,12,68.94615886801034,True,False,16,,76561198039309853,enpitsu,25.0,2147.4599609375,530.1199951171875,17.059999465942383,2513.9999389648438,12314.000244140625,2.5999999046325684,-0.0,-0.0,2345.8999633789062,255.0,128.0,,-0.016725994387658358,1.709083784850642,4.174663716994018e-06,True,8,False,4,169.0,False,,Harry7IA,2535450121922735,8,1964.72998046875,3793.77001953125,17.010000228881836,-13622.39990234375,1034.4999694824219,2.7000001072883606,0.09999999776482582,-0.0,-1102.9000091552734,254.0,47.0,,-0.00956297184532482,0.07471055507918031,-0.00023322809282105527,True,4,115.0,False,6,8,,ALC3002,2535441211156040,9.0,3075.840087890625,3261.2099609375,17.0,-13125.999755859375,-3627.7999877929688,3.799999952316284,3.1999999284744263,0.7000000029802322,-1521.0000610351562,254.0,0.0,,-0.009571251559823109,-0.25607598669315523,-0.0001112934003298799,True,204.0,False,8,10,False,,
89,5106,161.0,False,False,1,2283.116145248026,2285.8701171875,3328.679931640625,325.17999267578125,-12438.00048828125,21462.5,4430.199890136719,1006.2999725341797,-4374.89990234375,3980.7998657226562,1.0,0.20226248822057719,-0.32444268991114644,3.0310561684769146,76561198039309853,enpitsu,25.0,2294.169921875,3199.929931640625,210.39999389648438,4147.099914550781,12718.1005859375,1213.0000305175781,5443.699951171875,783.1999969482422,48.20000171661377,128.0,255.0,0.4297504486697829,2.5355632820500533,0.18936471476663153,True,5,128.0,False,False,10,,bf81d8692db,games5425898691,24.0,2810.949951171875,4243.259765625,17.0,-17869.599609375,-2784.89990234375,1.899999976158142,0.29999999329447746,-0.0,1965.2999877929688,255.0,255.0,,-0.009578567644218697,-0.2237552506195981,2.837127397765606e-05,True,16,False,12,242.47390092060132,True,,Harry7IA,2535450121922735,8,1241.4100341796875,4264.35009765625,17.010000228881836,-3198.2998657226562,-3256.300048828125,2.5999999046325684,0.09999999776482582,-0.5000000074505806,0.0,128.0,128.0,,-0.009579094049463,2.3472293094919277,2.2484670765806716e-05,True,4,115.0,False,6,8,,ALC3002,2535441211156040,9.0,1665.6099853515625,3892.27001953125,17.0,2791.9000244140625,-9651.799926757812,3.8999998569488525,0.19999999552965164,-0.0,2415.2999877929688,254.0,226.0,False,-0.009518672265939176,-1.9027557177831504,-2.219238858382054e-05,True,209.0,False,8,10,False,,
90,5157,163.0,True,True,1,1416.4954839674042,512.3099975585938,3776.4599609375,135.13999938964844,-5502.0001220703125,19109.89990234375,7051.400146484375,2655.4998779296875,-3917.3001098632812,3495.0,1.0,1.1237329059736965,0.06712663577799535,2.8370841570452483,bf81d8692db,games5425898691,24.0,542.010009765625,3571.89990234375,77.02999877929688,-10278.00048828125,13438.299560546875,3107.6998901367188,227.09999084472656,114.49999809265137,-2379.7000122070312,255.0,128.0,0.016683785782138937,1.2988405039220359,0.0019450041572938617,True,12,199.0,False,False,18,,76561198039309853,enpitsu,26.0,2734.8701171875,4944.33984375,21.540000915527344,3072.0999145507812,-8160.10009765625,-1586.9999694824219,-2916.9000244140625,1517.2000122070312,-2478.0999755859375,255.0,0.0,,-0.0979205195942433,-1.8587877325341846,0.13522084414244379,True,10,False,6,128.0,False,,Harry7IA,2535450121922735,8,743.9299926757812,4470.81005859375,17.010000228881836,-9556.900024414062,1930.8999633789062,0.9000000357627869,-0.09999999776482582,-0.0,2455.8999633789062,255.0,255.0,,-0.009526489159492812,0.1537490808854449,-2.4976364212174515e-05,True,4,108.67821921584427,True,6,8,,ALC3002,2535441211156040,9.0,942.4600219726562,3037.64990234375,17.040000915527344,-9897.2998046875,1712.5,-1.0000000149011612,0.19999999552965164,-0.0,-1898.699951171875,255.0,0.0,False,-0.00953055573370188,0.17282563035093584,-0.00031119346412670953,True,209.0,False,8,10,False,,
91,5432,163.0,False,False,1,5278.291208670083,30.09000015258789,-66.77999877929688,112.37000274658203,19254.89990234375,-7126.5997314453125,5079.89990234375,-775.5999755859375,-1399.7000122070312,-5782.60009765625,1.0,-0.1338955256394738,0.20300105121099116,0.16101528898766873,76561198039309853,enpitsu,25.0,-30.31999969482422,-206.1300048828125,109.8499984741211,-13644.200439453125,18389.3994140625,400.60001373291016,-4545.10009765625,-3097.0001220703125,-11.299999952316284,255.0,128.0,-1.3046976386737428,0.9802591392803667,-0.007762543825445542,True,1,0.0,False,False,2,,bf81d8692db,games5425898691,24.0,124.08999633789062,-5104.919921875,17.010000228881836,-570.099983215332,2063.000030517578,2.7000001072883606,-0.7000000029802322,-0.0,0.0,255.0,128.0,,-0.009394687559215452,1.30111859110216,-1.128206822985721e-05,True,4,False,4,116.0,False,,Harry7IA,2535450121922735,7,-93.29000091552734,213.67999267578125,23.020000457763672,13142.099609375,-17215.899658203125,1365.2000427246094,4323.599853515625,-1255.199966430664,-605.2999877929688,255.0,0.0,,0.009137340855615714,-2.2771138023411748,-0.016728023028795242,True,False,3.0,False,4,5,,ALC3002,2535441211156040,8.0,102.31999969482422,1979.449951171875,17.010000228881836,-93.90000343322754,-11135.699462890625,2.8999999165534973,-1.4000000059604645,-0.29999999329447746,1.0000000149011612,255.0,128.0,,-0.009628282985724755,-1.562565907307933,-3.199338976676188e-05,True,116.0,False,4,4,False,,
92,5528,167.0,False,False,0,4341.753797838195,-3849.929931640625,1958.0,959.1900024414062,16537.2998046875,11727.900390625,1329.4000244140625,-2522.899932861328,-720.4000091552734,-5395.9002685546875,0.0,-1.0714877681052526,-2.8983388261143395,0.3233463241065786,2535441211156040,ALC3002,9.0,-4008.429931640625,1828.5699462890625,986.510009765625,11571.099853515625,19261.199951171875,4878.299865722656,-2331.199951171875,2108.699951171875,255.30000686645508,255.0,0.0,-0.05277057480911345,1.5916972748269047,1.5841366074570242,True,5,205.0,False,False,6,,2535450121922735,Harry7IA,7.0,-3597.419921875,4443.5,436.9800109863281,-12052.60009765625,-12253.699951171875,10404.7998046875,1122.6000213623047,-1470.7000732421875,-60.10000228881836,255.0,255.0,,-0.4984615140758887,-2.355018873192435,-1.5817370627489247,True,8,False,8,0.0,False,,enpitsu,76561198039309853,26,3643.35009765625,879.22998046875,17.059999465942383,-293.4000015258789,21507.900390625,-3.100000023841858,0.0,0.3999999910593033,0.9000000357627869,255.0,128.0,,0.016777842794645836,1.5845795917159127,-2.1765599590770662e-05,False,False,201.78076556933826,True,2,2,,games5425898691,bf81d8692db,24.0,-3309.1298828125,4730.77001953125,716.0800170898438,8050.8001708984375,8051.5997314453125,3711.4999389648438,-1638.3000183105469,1638.3999633789062,0.5000000074505806,255.0,0.0,,-0.28115894075530773,0.7953160152766618,1.5680217449278104,True,255.0,False,4,4,False,,
93,5580,169.0,False,False,1,9186.640126811768,785.8699951171875,-4045.97998046875,135.97999572753906,-16684.599609375,16013.599853515625,12377.900390625,5704.7998046875,-998.4999847412109,-1567.5,1.0,0.8646891842055717,1.0524470444884582,-0.6144429983130503,bf81d8692db,games5425898691,24.0,843.0399780273438,-4211.97021484375,16.270000457763672,-16582.2998046875,9624.7998046875,145.50000190734863,337.59998321533203,-44.699997901916504,2043.9999389648438,255.0,242.0,0.01548612518911062,0.5283435729863438,-0.056431409076376546,True,4,188.0,False,False,4,,76561198039309853,enpitsu,25.0,-2350.27001953125,-4446.41015625,17.059999465942383,20593.798828125,-3118.800048828125,1.8000000715255737,0.9000000357627869,-0.0,320.0,255.0,255.0,,-0.016769287931853605,-3.02266350289784,-0.0001931027015491718,True,2,False,2,255.0,False,,Harry7IA,2535450121922735,7,3625.56005859375,-945.1500244140625,109.05999755859375,-2908.0999755859375,21383.5009765625,-138.4000015258789,-5264.89990234375,1570.7000732421875,-250.9000015258789,254.0,128.0,,0.8068776843403374,-0.9571595744390908,-2.8726380900098105,True,False,,False,9,10,,ALC3002,2535441211156040,9.0,2099.31005859375,-5103.39990234375,431.44000244140625,-2386.4999389648438,86.09999656677246,-12341.199951171875,66.19999885559082,-153.59999656677246,-8.700000047683716,255.0,128.0,,-1.3981563398076073,-0.07775484689304898,1.6477493212178789,True,170.54523033480493,True,6,6,False,,
94,5689,173.0,False,False,1,5432.587670117717,-3154.199951171875,1519.3800048828125,103.86000061035156,7740.999755859375,28749.19921875,9179.7998046875,-3625.5999755859375,3845.5999755859375,2840.0,1.0,-0.16250215565770465,1.541569683360417,-0.17382446207786126,bf81d8692db,games5425898691,24.0,-3179.360107421875,1409.5899658203125,15.800000190734863,-892.6999664306641,20964.29931640625,95.69999694824219,-153.90000343322754,-178.99999618530273,-866.9000244140625,255.0,128.0,0.00464433563617261,1.5649137893141376,0.01997588646745039,True,4,0.0,False,False,4,,76561198039309853,enpitsu,26.0,-2643.179931640625,-3027.389892578125,17.049999237060547,-10470.699462890625,4596.199951171875,3.100000023841858,-4.4999998807907104,2.0999999344348907,-1174.1999816894531,255.0,128.0,,-0.016706985940612398,0.4841176521669372,0.00021496045995588186,True,2,False,2,255.0,False,,Harry7IA,2535450121922735,8,282.4800109863281,5257.669921875,17.010000228881836,-11306.8994140625,12903.00048828125,2.8999999165534973,0.3999999910593033,-2.3000000417232513,2030.2000427246094,81.0,255.0,False,-0.009605272243622115,0.8081884655361677,0.0003576001598903554,True,False,241.0,False,10,10,,ALC3002,2535441211156040,9.0,-1872.1600341796875,1446.2099609375,16.989999771118164,-15599.599609375,16437.900390625,5.299999713897705,-0.7999999821186066,0.7999999821186066,-1740.2999877929688,255.0,0.0,,-0.0095861989035565,0.8615552477623625,-0.0001603354967631819,True,0.0,False,8,8,False,,
95,5764,175.0,False,False,0,8087.80323419,1331.75,-2634.93994140625,255.1199951171875,-11967.60009765625,24032.7001953125,-1011.2000274658203,1315.5999755859375,-3720.8999633789062,4519.200134277344,0.0,-0.6008962826516197,2.0092188777438196,0.5624576404153083,2535450121922735,Harry7IA,7.0,1414.3499755859375,-2660.10009765625,164.14999389648438,4097.099914550781,22145.50048828125,-236.39999389648438,-4716.400146484375,-2824.2999267578125,-166.8000030517578,254.0,201.0,0.5527168046235125,1.1503635465167268,-0.7274542144297511,True,11,140.0,False,False,12,,2535441211156040,ALC3002,9.0,1265.81005859375,-3639.090087890625,17.010000228881836,-10173.900146484375,14011.8994140625,2.7000001072883606,-2.199999988079071,3.1999999284744263,-833.3999633789062,254.0,128.0,False,0.009589755590281206,2.1418792607321477,7.992875483202479e-05,True,8,False,8,0.0,False,,enpitsu,76561198039309853,26,1458.0799560546875,1331.8599853515625,17.049999237060547,-8440.800170898438,10355.10009765625,3.700000047683716,-0.09999999776482582,0.09999999776482582,-2282.899932861328,255.0,0.0,,0.016732793055029203,2.189653076078045,-2.5270479281667993e-05,True,False,255.0,False,2,2,,games5425898691,bf81d8692db,24.0,4064.300048828125,-3757.10009765625,898.469970703125,2249.2999267578125,12956.8994140625,-133.1999969482422,24.200000762939453,-61.90000057220459,1549.4999694824219,255.0,128.0,,-0.015283539992233764,1.3916893905494767,-1.5689695971869242,True,255.0,False,4,4,False,,False
96,5822,178.0,False,False,1,6956.937056418376,969.3800048828125,-1816.550048828125,107.83000183105469,19370.699462890625,10340.999755859375,10738.299560546875,5585.4998779296875,458.1999969482422,-2142.7000427246094,1.0,0.4092351774720335,-1.6324884607084633,-1.494626530560319,76561198039309853,enpitsu,26.0,840.4600219726562,-2002.5,17.049999237060547,12480.999755859375,11839.69970703125,3.1999999284744263,-0.7000000029802322,-0.5000000074505806,408.6000061035156,255.0,128.0,-0.016771172449129696,2.3500647491312137,-0.00013180679909112464,True,2,197.0,False,False,2,,bf81d8692db,games5425898691,24.0,-2765.14990234375,1862.199951171875,17.020000457763672,9934.199829101562,10482.39990234375,1.5000000596046448,-1.5999999642372131,-1.7000000178813934,1739.4999694824219,255.0,177.0,,-0.009597020941859992,2.2591956934876016,-2.0008222359166662e-05,True,4,False,4,212.0,False,,Harry7IA,2535450121922735,7,-1028.800048828125,-1420.68994140625,17.010000228881836,19067.60009765625,-2247.100067138672,2.8999999165534973,-0.0,-0.0,2006.3999938964844,254.0,255.0,,-0.009578324428818322,-3.1004215302167912,2.4031509842070113e-05,True,False,140.0,False,12,12,,ALC3002,2535441211156040,9.0,2249.75,4026.820068359375,17.010000228881836,19385.30029296875,10623.900146484375,2.5999999046325684,-3.8999998569488525,1.4000000059604645,-611.8000030517578,0.0,74.0,,-0.009652637955141838,2.6446940983262364,-7.248371487672198e-05,True,13.0,False,8,8,False,,
