,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,173,0.0,False,False,1,5262.567128495134,0.8100000023841858,-45.869998931884766,99.6500015258789,14762.19970703125,11666.8994140625,5567.5,3502.0001220703125,-408.10001373291016,-4854.800109863281,1.0,-0.055407189784467584,-0.04285955223165117,-0.17694280744750326,bf81d8692db,games5425898691,19.0,-91.44000244140625,-185.5,100.25,-1350.0,22829.09912109375,106.00000381469727,-5118.0999755859375,-2005.5000305175781,178.79999160766602,255.0,136.0,-1.2621013840617232,2.0233552502346837,-0.7982728240538627,True,31.0,False,4,3,False,,76561198039309853,enpitsu,25.0,-36.849998474121094,-2646.3798828125,17.049999237060547,-3250.2999877929688,6889.5001220703125,3.3000001311302185,0.3999999910593033,-0.9000000357627869,2396.4999389648438,255.0,255.0,,-0.016669563690664926,1.125768365621669,0.00010299232664171691,True,2,124.0,False,2,False,,Yayyyyy i,2535469232175860,9.0,-52.36000061035156,133.7100067138672,100.7699966430664,-18119.7998046875,-10799.3994140625,2727.5,-1980.3999328613281,-5094.89990234375,607.400016784668,254.0,10.0,,-0.12298486763769385,-1.1680791013423373,0.710721483229491,True,False,5,41.0,False,6,,Gmack4841,2535406466622096,8.0,-40.91999816894531,2949.2900390625,17.0,-631.5999984741211,-12730.0,3.1999999284744263,0.5999999865889549,-0.0,0.0,128.0,128.0,,-0.009562782051347087,-1.5211964045759894,7.011493051607818e-06,True,False,146.0,False,4,4,,
1,373,7.0,False,False,1,2345.768620687798,3139.179931640625,4453.8701171875,96.08999633789062,-10397.39990234375,19346.400146484375,6030.30029296875,4528.800048828125,-3930.2999877929688,-204.59999084472656,1.0,-0.6756653931538685,1.8988183685761746,-2.040947186794999,76561198039309853,enpitsu,25.0,3209.02001953125,4313.0,16.489999771118164,-2106.0000610351562,16289.200439453125,-633.8999938964844,986.6999816894531,-3812.2000122070312,3839.5999145507812,255.0,255.0,-0.013221043551136596,1.4022490538474757,-0.035484559995742675,True,113.0,False,2,2,False,,bf81d8692db,games5425898691,20.0,-342.1400146484375,-3655.89990234375,17.0,9750.499877929688,20828.60107421875,3.0000001192092896,0.09999999776482582,0.3999999910593033,60.50000190734863,255.0,128.0,,-0.009598771395825184,2.001454914828908,-6.89024720379261e-05,True,6,181.0,False,6,False,,Yayyyyy i,2535469232175860,9.0,110.02999877929688,2654.31005859375,17.040000915527344,-8881.199951171875,10946.199951171875,3.8999998569488525,1.1999999731779099,-1.5999999642372131,-319.89999771118164,254.0,57.0,False,-0.016767315900544418,0.8834347975664733,-0.0001172928104969065,True,False,6,217.0,False,6,,Gmack4841,2535406466622096,8.0,2976.27001953125,4528.18017578125,49.150001525878906,-385.29998779296875,1502.2000122070312,3538.5000610351562,491.89998626708984,183.09999465942383,-1179.7000122070312,255.0,0.0,False,0.003681389239912988,1.223532088540196,-0.0002971457658493388,True,False,242.0,False,4,6,,
2,374,7.0,False,False,0,9906.84552795491,-3118.6298828125,-4514.2998046875,116.36000061035156,-12930.0,-12932.19970703125,7532.9998779296875,-1076.1000061035156,2145.7000732421875,5498.800048828125,0.0,0.4945621128410915,-1.830818060135055,-2.153753883442866,2535406466622096,Gmack4841,8.0,-2980.0,-4536.06982421875,72.54000091552734,-3110.4000854492188,-651.8000030517578,3328.9999389648438,-983.0000305175781,2820.5999755859375,-2799.4000244140625,255.0,0.0,-0.06755271198834713,-1.3338457606095442,-0.011149780596857369,True,242.0,False,6,5,False,,2535469232175860,Yayyyyy i,9.0,-110.02999877929688,-2654.31005859375,17.040000915527344,8881.199951171875,-10946.199951171875,3.8999998569488525,-1.1999999731779099,1.5999999642372131,-319.89999771118164,254.0,57.0,False,0.016767315900544418,-0.8834347975664733,-0.0001172928104969065,True,6,217.0,False,6,False,,enpitsu,76561198039309853,25.0,-3209.02001953125,-4313.0,16.489999771118164,2106.0000610351562,-16289.200439453125,-633.8999938964844,-986.6999816894531,3812.2000122070312,3839.5999145507812,255.0,255.0,True,0.013221043551136596,-1.4022490538474757,-0.035484559995742675,True,False,2,113.0,False,2,,games5425898691,bf81d8692db,20.0,342.1400146484375,3655.89990234375,17.0,-9750.499877929688,-20828.60107421875,3.0000001192092896,-0.09999999776482582,-0.3999999910593033,60.50000190734863,255.0,128.0,,0.009598771395825184,-2.001454914828908,-6.89024720379261e-05,True,False,181.0,False,6,6,,False
3,469,10.0,False,False,0,8147.217576002331,-2117.949951171875,-2915.06005859375,176.72999572753906,5197.60009765625,20114.200439453125,10078.099975585938,5846.099853515625,-66.19999885559082,1348.3999633789062,0.0,0.6029673860593748,-0.9762481326574481,-2.256946695693906,2535469232175860,Yayyyyy i,9.0,-2141.739990234375,-3124.239990234375,70.58000183105469,2951.099853515625,18832.900390625,3627.6998901367188,-1304.7000122070312,1786.6000366210938,411.19998931884766,254.0,13.0,0.05259344799482229,2.0069844474900447,0.01748981161367409,True,232.0,False,8,7,False,,2535406466622096,Gmack4841,8.0,-1807.18994140625,-4571.06005859375,17.0,2492.2999572753906,12412.60009765625,3.1999999284744263,-2.5999999046325684,-1.8000000715255737,25.999999046325684,254.0,128.0,False,0.009430054521950077,1.3759790791989814,9.039653210238566e-05,True,6,227.0,False,6,False,,enpitsu,76561198039309853,25.0,-3436.2900390625,-2487.610107421875,17.059999465942383,-335.09998321533203,21989.19921875,-4.1999998688697815,0.0,1.4000000059604645,78.60000133514404,255.0,128.0,False,0.016794794325070722,1.5941344087418974,-9.401393163542818e-05,True,False,2,31.0,False,2,,games5425898691,bf81d8692db,20.0,-3429.6201171875,4.730000019073486,17.0,1243.3000183105469,17756.99951171875,3.3000001311302185,0.0,-0.7000000029802322,-301.00000381469727,255.0,128.0,,0.009597578997741111,1.4677885775386776,0.00019281167240906938,True,False,255.0,False,6,6,,False
4,544,13.0,False,False,1,7470.609767549681,745.8200073242188,-2329.10009765625,468.0299987792969,-26708.40087890625,6714.6002197265625,7836.500244140625,-2463.699951171875,2461.199951171875,2714.8001098632812,1.0,1.3713844876126342,-1.0906667726435308,0.7594979462009036,bf81d8692db,games5425898691,20.0,861.510009765625,-2420.1298828125,338.80999755859375,-22453.40087890625,2520.2999877929688,4299.800109863281,-437.59998321533203,-4471.400146484375,-3172.39990234375,255.0,204.0,0.580742985807318,0.4616994334778982,-0.43942362099009735,True,198.63872690867356,True,8,7,False,,76561198039309853,enpitsu,25.0,3161.179931640625,-3756.550048828125,17.059999465942383,-12088.00048828125,-18473.800048828125,1.8000000715255737,-0.29999999329447746,-0.5000000074505806,-1974.1999816894531,255.0,0.0,False,-0.016770235161262737,-0.9212615616907499,-6.748380021877691e-05,True,2,61.0,False,2,False,,Yayyyyy i,2535469232175860,9.0,853.1699829101562,-2061.820068359375,336.9800109863281,-11437.5,-15441.500244140625,20.199999809265137,-4157.5,-389.59999084472656,3579.4000244140625,255.0,162.0,False,0.7092785333153937,-0.08107143174996297,-1.6313982934582618,True,False,9,118.0,False,10,,Gmack4841,2535406466622096,8.0,-21.969999313354492,1079.3599853515625,17.0,-8444.500122070312,-14992.39990234375,3.1999999284744263,1.5999999642372131,3.0000001192092896,-997.6999664306641,254.0,14.0,False,-0.009569615998050778,-1.0572162848325097,-0.00011488720401359524,True,False,250.0,False,6,6,,
5,631,16.0,False,False,1,6345.19648190674,-2106.31005859375,-449.9599914550781,266.1400146484375,14977.7001953125,14240.400390625,8860.999755859375,3458.5000610351562,1689.7000122070312,2497.5999450683594,1.0,-0.26306987508964774,1.1020917792862508,0.1922375639519093,bf81d8692db,games5425898691,20.0,-2177.7900390625,-597.7000122070312,125.23999786376953,15012.19970703125,11421.300048828125,4862.099914550781,581.8000030517578,-1734.9000549316406,1201.2999725341797,255.0,53.0,0.21060820377642817,2.391560512374975,-0.012603545597168328,True,146.20511827930326,True,10,8,3,,76561198039309853,enpitsu,25.0,-1462.6500244140625,-2416.760009765625,17.979999542236328,507.59998321533203,1205.999984741211,-598.8000106811523,343.10001373291016,996.2000274658203,1406.9000244140625,255.0,255.0,,-0.0034130525059075877,-1.3026958476519939,0.03386912392856695,True,2,220.0,False,2,False,,Yayyyyy i,2535469232175860,9.0,-1630.6800537109375,-2251.760009765625,124.02999877929688,-1271.500015258789,12769.200439453125,-151.70000076293945,-4728.500061035156,2777.9000854492188,-416.89998626708984,255.0,128.0,False,0.3639070249544394,-1.0106590707838492,-3.0603315768230424,True,False,11,86.0,False,12,,Gmack4841,2535406466622096,8.0,-2944.9599609375,3275.679931640625,17.0,10392.900390625,12781.199951171875,3.1999999284744263,-0.29999999329447746,-0.3999999910593033,-94.0999984741211,254.0,128.0,,-0.009561488313858373,2.2643945305498665,8.143048849816488e-05,True,False,217.0,False,6,6,,
6,714,19.0,False,False,0,8810.708718547796,-2170.780029296875,-3578.0,162.75,-24480.50048828125,8345.499877929688,-778.3999633789062,2413.6000061035156,-4884.700012207031,2512.7000427246094,0.0,-0.34369273626785185,-0.8550338761013915,1.0309520551307991,2535406466622096,Gmack4841,8.0,-1930.9200439453125,-3745.389892578125,203.60000610351562,-18358.699951171875,4613.900146484375,1990.2000427246094,-767.3999786376953,841.6000366210938,440.2000045776367,255.0,128.0,-0.16827395483686605,1.9692261063971417,1.9290885093850745,True,242.0,False,8,6,False,,2535469232175860,Yayyyyy i,9.0,2239.72998046875,-2964.419921875,17.049999237060547,8372.899780273438,-18987.2998046875,6.9999998807907104,0.09999999776482582,3.1999999284744263,709.3000030517578,255.0,128.0,False,0.01669234705783315,-1.09936765944485,-0.00011023840941107637,False,14,61.0,False,14,False,,enpitsu,76561198039309853,25.0,-1461.2099609375,2633.3798828125,17.049999237060547,-13260.799560546875,-4796.7999267578125,2.5999999046325684,-0.5999999865889549,-0.19999999552965164,0.09999999776482582,255.0,255.0,,0.016762766376223724,-2.7944590280288653,-4.601715574711778e-05,True,False,2,251.0,False,2,,games5425898691,bf81d8692db,20.0,-2663.449951171875,-3604.199951171875,16.31999969482422,-12034.599609375,1159.000015258789,134.7000026702881,83.59999656677246,-18.40000033378601,1721.6000366210938,255.0,255.0,,0.009358243594497832,2.9775483772019182,0.004335200171053421,True,4,75.0,False,8,10,,True
7,839,24.0,False,True,1,4033.1941184938673,2601.070068359375,1484.949951171875,117.9800033569336,-7551.500244140625,15717.7001953125,1260.999984741211,2687.3001098632812,-859.8999786376953,5295.10009765625,1.0,0.7609343239896188,1.1726388620644688,-2.9779561356894058,76561198039309853,enpitsu,25.0,2668.3701171875,1347.510009765625,14.220000267028809,3874.89990234375,12381.099853515625,218.89999389648438,649.7000122070312,695.6999969482422,635.4000091552734,255.0,255.0,-0.06803518622670343,1.8399891819277026,-0.077243244967201,True,221.4146753741849,True,2,2,False,,bf81d8692db,games5425898691,19.0,2760.469970703125,-2605.72998046875,17.010000228881836,-17823.599853515625,-5765.0,2.3000000417232513,-0.19999999552965164,-0.09999999776482582,-1998.8999938964844,255.0,0.0,,-0.009581498336292849,-0.2378538619193345,-2.3235945522325956e-05,True,8,217.0,False,10,4,,Yayyyyy i,2535469232175860,10.0,-1632.699951171875,3333.659912109375,17.040000915527344,-538.3000183105469,13756.500244140625,4.399999976158142,-0.0,0.09999999776482582,-2193.8999938964844,255.0,2.0,,-0.016740113412851892,1.5941661149200435,-2.012646145259282e-05,True,False,14,194.0,False,14,,Gmack4841,2535406466622096,8.0,3551.47998046875,4145.8701171875,17.920000076293945,-8818.699951171875,7597.9998779296875,64.89999771118164,-167.29999542236328,-17.5,2111.300048828125,255.0,255.0,,-0.01737439112787147,0.6933261194087769,-0.054299277461139,True,False,200.0,False,6,10,,
8,869,25.0,False,True,1,2202.8336236566543,1766.0999755859375,3116.2900390625,109.79000091552734,-18978.699951171875,15583.499755859375,3127.39990234375,-1930.7000732421875,3311.9000244140625,1741.199951171875,1.0,0.2567676095071221,0.8888946700303978,2.196090224396717,76561198039309853,enpitsu,25.0,1931.68994140625,3065.0,16.450000762939453,-15437.19970703125,15330.6005859375,2.5999999046325684,55.900001525878906,-117.20000267028809,660.5000305175781,255.0,128.0,-0.01278647738244731,0.7255212058116939,0.004939186914046168,True,127.52610771374042,True,2,2,False,,bf81d8692db,games5425898691,20.0,857.3699951171875,-1788.6600341796875,17.010000228881836,-18427.2998046875,10223.900146484375,2.0000000298023224,-0.0,-0.0,51.599998474121094,255.0,128.0,,-0.00958688930944727,0.5005732183266437,-2.864359248446757e-05,True,8,216.0,False,10,4,,Yayyyyy i,2535469232175860,10.0,-1174.3499755859375,4495.91015625,17.040000915527344,5756.9000244140625,8164.000244140625,4.399999976158142,0.5999999865889549,1.0999999940395355,-2018.3999633789062,254.0,2.0,,-0.016691266570404394,2.1955627252500554,-0.0002272387033604052,True,False,14,194.0,False,14,,Gmack4841,2535406466622096,8.0,2198.610107421875,4179.60009765625,17.010000228881836,-16206.500244140625,-5814.0997314453125,-0.09999999776482582,0.29999999329447746,-0.0,1986.0000610351562,255.0,255.0,,-0.009585612791706798,-0.4074116555336925,2.4515747964006346e-05,True,False,204.89073564929353,True,6,10,,
9,895,26.0,False,False,0,9721.354901187678,-23.479999542236328,-4542.1201171875,113.5,-10108.699951171875,20626.39892578125,-292.00000762939453,2331.4999389648438,-2756.400146484375,-733.1999969482422,0.0,-0.4129270338167078,-1.3064533214030383,0.026260892654926187,2535469232175860,Yayyyyy i,10.0,91.7699966430664,-4690.27001953125,98.9800033569336,-10452.19970703125,8723.200073242188,1311.0000610351562,-4584.5001220703125,3007.0001220703125,-435.8000183105469,255.0,3.0,0.045724409220633075,2.531913741199327,1.081808014830882,True,175.0,False,16,15,False,,2535406466622096,Gmack4841,8.0,-310.32000732421875,-3235.610107421875,100.51000213623047,21047.80029296875,9269.299926757812,-260.0,2425.800018310547,4189.2999267578125,-1594.7999572753906,254.0,128.0,,-0.1030932094796477,0.9973425237225141,-1.458536926040505,True,8,194.0,False,12,False,,enpitsu,76561198039309853,25.0,-214.77000427246094,-4225.16015625,87.4000015258789,19823.599853515625,-11456.600341796875,-157.29999542236328,1373.2000732421875,5321.400146484375,216.49999618530273,255.0,0.0,,-0.0017846166037697076,2.889093317657458,-3.1373582741989994,True,False,3,130.0,False,4,,games5425898691,bf81d8692db,20.0,741.280029296875,743.6900024414062,17.010000228881836,16657.80029296875,-12743.900146484375,2.0999999344348907,1.7000000178813934,-1.2999999523162842,-1064.000015258789,255.0,88.0,,0.009587340900746182,-0.6855999662034477,-0.00011652022315645203,True,4,216.0,False,8,10,,
