,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
32,2436,82.0,False,False,0,2381.958440793291,1483.1199951171875,5023.75,254.6300048828125,-1046.3999938964844,-5986.500244140625,7996.7999267578125,1129.1999816894531,3237.5,4923.699951171875,0.0,-0.26120767621372276,2.8181023611445517,-2.8093395096242344,76561198365550325,vicente98agu,13.0,1566.5899658203125,5090.33984375,110.08000183105469,-1999.7000122070312,3306.7999267578125,7430.3997802734375,5414.2999267578125,385.29998779296875,886.9999694824219,255.0,147.0,False,-1.1623509818144113,2.0999668291317746,-0.5183347767854203,True,14,False,16,133.0,False,,76561198263480025,Baguette,14.0,-3105.260009765625,4063.679931640625,17.010000228881836,-13454.49951171875,-80.10000228881836,3.1999999284744263,0.7999999821186066,0.0,3056.6000366210938,255.0,255.0,False,0.00958021187047883,-2.939853935587009,0.00011832800528900418,True,False,30,34,255.0,False,,enpitsu,76561198039309853,27,1756.4100341796875,3840.429931640625,16.8700008392334,5818.800048828125,5769.2999267578125,44.000000953674316,3.1999999284744263,1.2999999523162842,3440.2999877929688,255.0,255.0,False,0.01665077975014681,1.071415999264333,-0.00028570660892834995,True,0.0,False,28,False,28,,games5425898691,bf81d8692db,20.0,-384.3699951171875,1903.5799560546875,17.0,-12297.099609375,6319.4000244140625,1.899999976158142,-0.19999999552965164,-0.09999999776482582,-2273.699951171875,255.0,0.0,,0.009548444752087078,2.597685534935655,-2.3931137590531416e-06,True,214.31012463826002,True,28,False,22,
33,2509,85.0,False,False,1,8838.097940433337,-1273.800048828125,-3427.610107421875,124.27999877929688,-12694.300537109375,23312.19970703125,7864.000244140625,-4218.999938964844,1209.8999786376953,-1383.3000183105469,1.0,0.11038588460587559,0.16774842737348514,2.4295752654238125,bf81d8692db,games5425898691,20.0,-1138.6800537109375,-3657.219970703125,17.0,-17769.000244140625,12485.400390625,1.5000000596046448,2.5,-1.7000000178813934,-605.9000015258789,255.0,30.0,,-0.009595879887404273,0.6162798328954822,-3.658902598402805e-05,True,22,False,28,148.42903248981764,True,,76561198039309853,enpitsu,27.0,141.44000244140625,-5359.990234375,17.770000457763672,-511.19998931884766,-834.8000335693359,37.89999961853027,-12.699999809265137,-64.00000095367432,-1348.800048828125,255.0,0.0,False,-0.030482874372447098,0.8861607793537695,0.01617703945888444,True,False,28,28,31.0,False,,vicente98agu,76561198365550325,13,-521.7100219726562,-4175.85986328125,16.389999389648438,3854.5001220703125,5447.9998779296875,142.89999961853027,-104.39999580383301,-78.49999904632568,-42.800002098083496,255.0,128.0,,-0.01441728530098196,2.197166384809391,0.007769644811193709,True,133.0,False,18,False,14,,Baguette,76561198263480025,14.0,976.4000244140625,-1590.75,17.010000228881836,-10489.200439453125,15145.899658203125,2.5999999046325684,0.5000000074505806,-0.7999999821186066,-102.60000228881836,250.0,128.0,,-0.009596632232147656,0.9781267318053103,0.0001301221981233369,True,222.0,False,34,False,30,
34,2600,88.0,False,False,1,4663.684887503604,-3265.8701171875,3035.530029296875,164.17999267578125,-5298.0999755859375,26323.20068359375,8316.400146484375,754.5999908447266,5878.3001708984375,-935.5000305175781,1.0,-1.2281610315808187,-1.65691954105404,1.4689737692791924,bf81d8692db,games5425898691,20.0,-3211.77001953125,2955.260009765625,51.400001525878906,-7186.6998291015625,20048.599853515625,2713.0999755859375,-292.09999084472656,-1535.3999328613281,500.09998321533203,255.0,128.0,,-0.03886848058376563,1.1874134256964672,-0.04924644940765762,True,22,False,29,86.0,False,,76561198039309853,enpitsu,27.0,99.37000274658203,-1425.8599853515625,46.099998474121094,1373.5000610351562,18467.2998046875,-2391.6000366210938,-2081.300048828125,168.50000381469727,0.0,255.0,128.0,False,0.2855744646980139,1.651799272673035,-0.0005752546686712505,True,False,30,30,92.0,False,,vicente98agu,76561198365550325,13,-3838.949951171875,212.80999755859375,17.899999618530273,-15206.300048828125,14809.200439453125,402.99999237060547,-48.400001525878906,1592.2000122070312,-2074.4000244140625,255.0,0.0,,0.007971073594576335,0.8391095084941405,0.030723452690921884,True,236.09419339446612,True,20,False,16,,Baguette,76561198263480025,14.0,-172.16000366210938,3915.47998046875,17.010000228881836,-2814.2999267578125,11978.299560546875,2.7000001072883606,3.6000001430511475,-2.7000001072883606,1429.7999572753906,230.0,155.0,,-0.009804812136487977,1.293577987082353,6.59496389683965e-05,True,253.0,False,34,False,30,
35,2649,90.0,False,False,0,9551.080526707085,1465.4100341796875,-4114.56005859375,261.7300109863281,4012.0999145507812,27720.30029296875,813.3999633789062,460.40000915527344,-1548.3999633789062,5778.4002685546875,0.0,-1.1674447916920194,-0.9668047808126493,2.058177458615286,76561198263480025,Baguette,14.0,1359.199951171875,-4289.06982421875,181.0399932861328,12275.0,13017.7001953125,3700.1998901367188,-2599.1000366210938,1379.1999816894531,925.9999847412109,255.0,96.0,,-0.47415878555228086,1.3151191072026946,-0.0997631204092345,True,31,False,36,209.1806106439201,True,,76561198365550325,vicente98agu,13.0,3344.010009765625,-4200.68994140625,17.049999237060547,-8886.699829101562,-21213.798828125,-0.5999999865889549,-0.9000000357627869,-2.199999988079071,-1730.0,255.0,0.0,,0.01677773800823423,-2.0147016137884513,-0.0002040091092569328,True,False,16,20,198.79651625694765,True,,enpitsu,76561198039309853,28,222.27999877929688,-1277.010009765625,17.059999465942383,2012.2000122070312,-2419.4000244140625,1.8000000715255737,-0.5999999865889549,-0.5000000074505806,0.5000000074505806,255.0,0.0,False,0.016910501567681382,-0.876838988088217,1.4015434500858958e-05,True,132.0,False,30,False,30,,games5425898691,bf81d8692db,20.0,3019.889892578125,-4487.0498046875,16.770000457763672,-4453.699951171875,7360.8001708984375,58.09999942779541,-63.400001525878906,4.699999988079071,-2468.2000732421875,255.0,0.0,,0.006627346448090813,2.0801990834545916,-0.0021691131393843407,True,86.0,False,30,False,22,
36,2812,96.0,False,False,1,10693.027936986558,-2501.760009765625,-4998.83984375,894.3099975585938,-14721.600341796875,9606.300048828125,3878.0999755859375,3346.9000244140625,-1886.1000061035156,-4608.599853515625,1.0,0.39514288242121415,2.264274046613932,1.9950767262898963,76561198039309853,enpitsu,27.0,-2370.14990234375,-5075.0,818.1199951171875,-8872.7001953125,2612.39990234375,4359.800109863281,1376.7999267578125,-983.0000305175781,-281.49999618530273,255.0,0.0,False,0.41461352766885323,-0.027191532377211277,1.5457972773266124,True,33,False,34,238.0,False,,bf81d8692db,games5425898691,20.0,-1124.2099609375,-2265.72998046875,106.8499984741211,11158.1005859375,-15448.399658203125,-480.60001373291016,3271.7999267578125,3273.900146484375,197.80000686645508,255.0,128.0,,1.1813107300865613,-1.9390103888453551,0.4044870108141882,True,False,26,34,195.0,False,,vicente98agu,76561198365550325,14,435.9599914550781,-1385.0,17.059999465942383,-15847.19970703125,-807.0999908447266,1.899999976158142,1.0000000149011612,-0.0,-261.299991607666,255.0,128.0,False,-0.016771580126865797,-0.024274377893721655,0.0001873884669358344,True,224.0,False,22,False,18,,Baguette,76561198263480025,14.0,-3600.9599609375,2972.489990234375,40.08000183105469,-569.0000152587891,22098.30078125,-2564.2001342773438,-1864.1999816894531,-2.5999999046325684,-913.7999725341797,255.0,0.0,,0.2343169037796074,1.4518411234600186,0.13023712550513075,True,77.0,False,38,False,34,
37,2881,98.0,False,False,1,8701.626064382464,-3878.35009765625,-2134.8798828125,98.91999816894531,7342.5,9166.599731445312,-1600.2999877929688,-2672.39990234375,3634.1000366210938,3956.099853515625,1.0,0.5866089668557026,0.7972878192651838,2.5165249309505637,76561198039309853,enpitsu,27.0,-3985.080078125,-2409.1298828125,134.1699981689453,9198.699951171875,20720.400390625,-3879.2001342773438,-2049.9000549316406,2480.399932861328,2602.6998901367188,255.0,0.0,False,-0.23740036810410284,1.5092646357140025,1.1512889518462472,True,35,False,36,172.0,False,,bf81d8692db,games5425898691,20.0,-268.8299865722656,-4920.47021484375,17.010000228881836,3123.5000610351562,532.2000122070312,2.5999999046325684,0.29999999329447746,0.5999999865889549,0.0,0.0,128.0,,-0.009779678131341677,-0.16883930728531882,4.252005137616269e-05,True,False,26,34,195.0,False,,vicente98agu,76561198365550325,14,-3531.3701171875,-1819.1800537109375,71.95999908447266,-18460.2001953125,-8058.900146484375,3224.2999267578125,-240.9000015258789,517.599983215332,839.8000335693359,255.0,128.0,False,0.03677825192525393,-0.490089647083648,-0.0005717373055816208,True,176.0,False,24,False,18,,Baguette,76561198263480025,14.0,-1617.31005859375,2488.340087890625,17.020000457763672,-6474.2999267578125,-15020.699462890625,1.4000000059604645,0.19999999552965164,0.7000000029802322,-54.699997901916504,244.0,128.0,,-0.009593879242969465,-1.1564199359497116,9.608133497558957e-05,True,108.0,False,38,False,34,
38,2884,98.0,False,False,0,5604.374627813543,3776.3701171875,2045.1700439453125,92.37999725341797,-18674.89990234375,-14325.50048828125,1124.7000122070312,-72.8000020980835,25.199999809265137,-5999.5001220703125,0.0,-0.5392657146626026,-0.6639950669037447,2.5841535251071726,76561198365550325,vicente98agu,14.0,3806.8798828125,1926.6800537109375,146.32000732421875,14141.099853515625,2949.1000366210938,5925.8001708984375,4139.700012207031,-763.7000274658203,3539.5001220703125,255.0,255.0,False,-0.2847168464967638,0.7631148238294855,0.1618833232378975,True,18,3,24,176.0,False,,76561198263480025,Baguette,14.0,1746.93994140625,-2203.050048828125,17.020000457763672,7119.4000244140625,14710.30029296875,1.4000000059604645,0.5000000074505806,1.1999999731779099,-225.59999465942383,247.0,128.0,,0.009589514291645437,1.1069392732317174,8.56585905865655e-06,True,False,34,38,138.0,False,,enpitsu,76561198039309853,27,3910.35009765625,2235.489990234375,98.7699966430664,-8680.399780273438,-20809.49951171875,-4540.0,2214.499969482422,-4552.39990234375,2149.499969482422,255.0,0.0,False,0.3423649020795664,-1.0735812611030133,1.6972313818677294,True,172.0,False,36,False,35,,games5425898691,bf81d8692db,20.0,244.5,4916.2998046875,17.010000228881836,-2008.6000061035156,-342.20001220703125,2.5999999046325684,0.29999999329447746,-4.399999976158142,0.0,255.0,128.0,,0.009575403471244442,0.16883914321150573,2.523327185653075e-05,True,195.0,False,34,False,26,
39,2922,100.0,False,False,0,5404.955109720194,1369.25,232.63999938964844,106.38999938964844,-24566.39892578125,20442.5,12435.6005859375,4932.200012207031,-2432.100067138672,2399.4000244140625,0.0,-0.16422276455879198,-3.025022824884173,-2.9417830885991316,76561198263480025,Baguette,14.0,1456.969970703125,54.86000061035156,17.020000457763672,-9620.2001953125,20891.39892578125,-1.1999999731779099,-3.400000035762787,8.799999952316284,-355.99998474121094,255.0,212.0,,0.00959223036520281,1.9423276887112846,0.00018022938676759783,True,34,False,38,92.95937192311848,True,,76561198365550325,vicente98agu,13.0,3738.909912109375,2133.090087890625,16.34000015258789,-2133.0999755859375,-1835.2999877929688,137.10000038146973,9.200000166893005,-20.69999933242798,2015.2999877929688,255.0,255.0,False,0.0150846080202429,-2.3786500013883796,-0.0004652831367891128,True,4,18,24,176.0,False,,enpitsu,76561198039309853,27,3276.070068359375,401.79998779296875,17.059999465942383,-10086.799926757812,-7360.3997802734375,2.800000011920929,-1.7000000178813934,0.7000000029802322,-2358.8999938964844,255.0,0.0,False,0.016834820266794746,-2.575053868185924,-6.081816788162462e-05,True,172.0,False,36,False,36,,games5425898691,bf81d8692db,20.0,392.3999938964844,4938.52978515625,99.36000061035156,-6611.300048828125,2594.7000122070312,-144.49999809265137,-1112.3999786376953,-5374.5001220703125,-355.9000015258789,128.0,100.0,,-1.1399507431181115,-2.3085650799632607,2.12576894882958,True,195.0,False,36,False,27,
40,3013,103.0,False,False,0,2732.6366081103024,-2166.090087890625,2720.4599609375,572.75,18912.5,5079.200134277344,6846.7999267578125,2924.5999145507812,3236.0000610351562,-4120.0,0.0,0.02415971042265734,2.9793187796864284,2.7761107227582253,76561198263480025,Baguette,14.0,-2186.169921875,2590.8701171875,440.1199951171875,-7913.0999755859375,14628.800048828125,6709.7998046875,4854.800109863281,659.1000366210938,2499.199981689453,255.0,38.0,,-0.8801411630421259,-1.2657651218307127,-2.9509481826991824,True,34,4,40,44.87334179621871,True,,76561198365550325,vicente98agu,13.0,2062.429931640625,-1038.4000244140625,17.059999465942383,-14334.89990234375,-483.8999938964844,-1.0000000149011612,-1.5000000596046448,-0.29999999329447746,-2102.7000427246094,255.0,0.0,False,0.016750970985032757,3.1234051269312553,-9.298983147476682e-05,True,4,20,26,231.61441709918364,True,,enpitsu,76561198039309853,27,-241.07000732421875,4400.97021484375,17.059999465942383,-6861.5997314453125,5055.10009765625,2.800000011920929,0.7000000029802322,-0.3999999910593033,1787.2000122070312,128.0,128.0,False,0.01729551386270195,2.54378376433272,5.047559072528782e-05,True,236.0,False,38,False,38,,games5425898691,bf81d8692db,20.0,-1431.219970703125,3327.300048828125,74.76000213623047,-6483.800048828125,-17210.0,4075.7998657226562,-1252.9000091552734,501.5999984741211,-173.99999618530273,255.0,128.0,,-0.06914057928738895,-1.961127439813165,0.0005689232024619006,True,132.0,False,37,False,28,
41,3106,107.0,False,False,0,4602.226610826891,3628.179931640625,4296.02978515625,273.4700012207031,12769.89990234375,5000.899963378906,-14144.000244140625,-4551.9000244140625,3898.0999755859375,289.59999084472656,0.0,-0.7303330831953295,-1.775622787887382,0.4067899166512435,76561198365550325,vicente98agu,13.0,3511.389892578125,4203.60986328125,367.1600036621094,11390.30029296875,7921.199951171875,1179.4000244140625,-3399.2999267578125,65.3000020980835,-163.89999389648438,128.0,0.0,,-0.08069461496220086,1.0812137185743813,0.5201618331928717,True,21,4,28,135.0,False,,76561198263480025,Baguette,13.0,-2470.889892578125,3367.570068359375,17.020000457763672,9257.7001953125,-10420.899658203125,-1.0000000149011612,0.29999999329447746,-0.5999999865889549,0.19999999552965164,255.0,128.0,,0.009586221248545409,-0.8443820139076823,-5.391112359480908e-05,True,4,34,40,242.50824953920096,True,,enpitsu,76561198039309853,27,1084.4599609375,4817.22021484375,17.059999465942383,5535.8001708984375,-2592.0999145507812,1.899999976158142,-0.3999999910593033,0.29999999329447746,0.0,255.0,128.0,False,0.0168507185812711,-0.4379789426537398,4.6678669149572276e-05,True,236.0,False,38,False,38,,games5425898691,bf81d8692db,20.0,-1784.02001953125,1973.7900390625,109.56999969482422,4981.400146484375,14421.99951171875,-142.7999973297119,-5427.39990234375,-261.70000076293945,850.8999633789062,255.0,128.0,,-0.9205930357035297,-0.48678807917739086,2.149948703711484,True,141.0,False,40,False,29,
42,3155,108.0,False,False,1,8930.689656013983,-2994.93994140625,-2898.52001953125,139.4600067138672,-7255.5999755859375,26691.0009765625,5767.80029296875,2632.2000122070312,4600.0,-2812.60009765625,1.0,0.39340920490534576,-0.5153953969078958,-2.498893574385932,76561198039309853,enpitsu,27.0,-2871.3798828125,-3137.5400390625,76.69000244140625,-11040.10009765625,20010.999755859375,2568.599853515625,-4566.300048828125,478.6000061035156,-3028.0999755859375,255.0,0.0,False,-0.16249003700957365,1.1143185575392713,0.019531437956517034,True,39,False,40,162.0,False,,bf81d8692db,games5425898691,20.0,191.10000610351562,-2897.0400390625,17.020000457763672,-6167.1002197265625,14484.89990234375,-1.2999999523162842,0.7999999821186066,-2.3000000417232513,-207.99999237060547,255.0,128.0,,-0.009591561867492868,1.1924632064308933,0.00021285028688979273,True,False,30,40,177.97374620488893,True,,vicente98agu,76561198365550325,13,-3616.2099609375,-3622.72998046875,16.969999313354492,-1539.1999816894531,10107.39990234375,17.200000286102295,-5.600000023841858,8.600000143051147,1.0999999940395355,255.0,128.0,,-0.016449984085836047,1.4188337824479982,-0.0005917369572984733,True,91.09955249294156,True,28,4,22,,Baguette,76561198263480025,14.0,410.30999755859375,-370.9700012207031,17.020000457763672,-9308.499755859375,20684.599609375,1.4000000059604645,0.29999999329447746,-0.5000000074505806,0.0,255.0,128.0,,-0.009607481257318286,1.1479273079668062,6.45573767783465e-05,True,169.0,False,40,4,34,
43,3250,112.0,False,False,0,10372.827783605526,3145.22998046875,-4413.22021484375,96.44000244140625,1669.9000549316406,6129.7998046875,2046.9000244140625,-3370.4000854492188,1195.8999633789062,-793.0999755859375,0.0,0.16303619357565954,1.6997355554769955,-2.6845155261490725,76561198263480025,Baguette,14.0,3112.6201171875,-4553.3701171875,76.19000244140625,-59.60000038146973,-2057.2999572753906,2595.4000854492188,3661.199951171875,-1443.6000061035156,2220.2000427246094,246.0,150.0,,-0.023900942895792088,-0.25559765275029,0.13159322176332183,True,34,4,42,169.0,False,,76561198365550325,vicente98agu,13.0,3300.14990234375,-3537.489990234375,17.059999465942383,-9263.200073242188,-20408.00048828125,2.0999999344348907,-2.3000000417232513,2.199999988079071,-348.3000183105469,255.0,128.0,,0.016948660423421223,-2.029061305979749,0.00021497396085799647,True,4,24,30,0.0,False,,enpitsu,76561198039309853,27,3099.800048828125,-4122.3701171875,167.47000122070312,-8486.900024414062,-21343.00048828125,-316.8000030517578,-681.6000366210938,-4807.699890136719,-324.90001678466797,128.0,128.0,False,0.06686129047029332,-1.7116612633662527,-1.3405704205812934,True,255.0,False,42,False,42,,games5425898691,bf81d8692db,20.0,-1003.6099853515625,-2302.050048828125,17.020000457763672,-3197.3001098632812,-13217.60009765625,1.5999999642372131,0.3999999910593033,0.09999999776482582,2112.7999877929688,128.0,255.0,,0.009607311688326703,-1.7432044798261717,5.040725022580087e-05,True,167.0,False,40,False,30,
44,3251,112.0,False,False,1,4147.374883718618,-3190.080078125,4429.60009765625,96.5,-14530.699462890625,13201.099853515625,-2425.2999877929688,-1310.5999755859375,471.3999938964844,5835.999755859375,1.0,-0.21114488718396532,-1.9746488286069188,-2.671730576622918,76561198039309853,enpitsu,27.0,-3028.580078125,4297.2900390625,162.97999572753906,8798.699951171875,19565.30029296875,-487.7000045776367,-225.20000457763672,3478.599853515625,2266.1000061035156,128.0,128.0,False,-0.07754091007711499,1.6693015422856123,-1.0109168074639483,True,42,False,42,255.0,False,,bf81d8692db,games5425898691,20.0,1003.6099853515625,2302.050048828125,17.020000457763672,3197.3001098632812,13217.60009765625,1.5999999642372131,-0.3999999910593033,-0.09999999776482582,2112.7999877929688,128.0,255.0,,-0.009607311688326703,1.7432044798261717,5.040725022580087e-05,True,False,30,40,167.0,False,,vicente98agu,76561198365550325,13,-3300.14990234375,3537.489990234375,17.059999465942383,9263.200073242188,20408.00048828125,2.0999999344348907,2.3000000417232513,-2.199999988079071,-348.3000183105469,255.0,128.0,,-0.016948660423421223,2.029061305979749,0.00021497396085799647,True,0.0,False,30,4,24,,Baguette,76561198263480025,14.0,-3112.6201171875,4553.3701171875,76.19000244140625,59.60000038146973,2057.2999572753906,2595.4000854492188,-3661.199951171875,1443.6000061035156,2220.2000427246094,246.0,150.0,,0.023900942895792088,0.25559765275029,0.13159322176332183,True,169.0,False,42,4,34,
45,3252,112.0,False,False,0,10448.555991549716,3235.110107421875,-4457.2001953125,94.69000244140625,15289.89990234375,1275.4000091552734,1319.6000671386719,-2238.5000610351562,55.70000171661377,-5566.500244140625,0.0,0.23579898018465653,1.9590695246987022,-2.667513215259702,76561198263480025,Baguette,14.0,3113.489990234375,-4571.85009765625,94.9800033569336,670.4000091552734,-2831.400146484375,1836.9000244140625,2973.9999389648438,651.2999725341797,-2311.0000610351562,254.0,128.0,,-0.048929340434677164,-0.16938577541672126,0.3951894172899068,True,34,4,42,169.0,False,,76561198365550325,vicente98agu,13.0,3219.090087890625,-3705.6298828125,17.059999465942383,-10000.800170898438,-20036.500244140625,1.899999976158142,0.0,1.0999999940395355,-116.99999809265137,255.0,128.0,,0.016816386764542914,-2.0457911325339264,0.00010550123950184315,True,4,24,30,0.0,False,,enpitsu,76561198039309853,27,3028.580078125,-4297.2900390625,162.97999572753906,-8798.699951171875,-19565.30029296875,-487.7000045776367,225.20000457763672,-3478.599853515625,2266.1000061035156,128.0,128.0,False,0.07754091007711499,-1.6693015422856123,-1.0109168074639483,True,255.0,False,42,False,42,,games5425898691,bf81d8692db,20.0,-1019.6500244140625,-2435.090087890625,17.020000457763672,-258.1999969482422,-13375.6005859375,1.5999999642372131,-0.19999999552965164,0.09999999776482582,2226.300048828125,255.0,255.0,,0.009592214490859391,-1.5251620793726564,2.048809504500415e-05,True,167.0,False,40,False,30,
46,3331,115.0,False,False,0,8974.023925508045,3736.25,-2546.050048828125,93.18000030517578,-4237.0001220703125,4640.199890136719,12.300000190734863,-3628.800048828125,-3552.5,-3195.2999877929688,0.0,-0.47122144793628923,-2.7275353462324015,-1.6327037779478477,76561198263480025,Baguette,14.0,3876.610107421875,-2660.090087890625,51.5,1817.4000549316406,22668.30078125,560.8000183105469,-561.1000061035156,1027.7999877929688,251.49999618530273,255.0,128.0,,0.11183600675754013,1.758436909333861,1.0784530942066304,True,34,4,42,0.0,False,,76561198365550325,vicente98agu,13.0,2996.280029296875,-4270.2998046875,17.049999237060547,-12573.900146484375,-4451.000061035156,4.4999998807907104,-0.9000000357627869,-10.59999942779541,2263.2000732421875,255.0,255.0,,0.01626286476948962,-2.7389216029580195,-0.00023216053200546223,True,4,24,30,,False,,enpitsu,76561198039309853,27,3821.81005859375,-2779.820068359375,17.59000015258789,2335.500030517578,19819.300537109375,-151.8000030517578,-27.100000381469727,461.8000030517578,-136.00000381469727,255.0,0.0,,0.010259860754979196,1.4627333414828267,-0.030423411628937618,True,113.0,False,42,False,42,,games5425898691,bf81d8692db,20.0,2458.43994140625,-631.469970703125,17.010000228881836,16694.300537109375,10402.80029296875,2.7000001072883606,-0.3999999910593033,0.0,640.8999633789062,255.0,173.0,,0.009567516263211088,0.5743401664229711,4.1147749515759764e-05,True,175.0,False,42,False,32,
47,3384,117.0,False,False,1,5150.183911542531,-3044.449951171875,1823.7900390625,99.23999786376953,8574.600219726562,10638.399658203125,4606.300048828125,5489.1998291015625,1438.699951171875,-1948.699951171875,1.0,0.5663964043586571,1.7336781064152718,-2.8614488178987734,76561198039309853,enpitsu,28.0,-3114.419921875,1644.3499755859375,17.06999969482422,5596.199951171875,9219.000244140625,0.5000000074505806,-0.5999999865889549,-0.7999999821186066,-33.69999885559082,255.0,128.0,False,-0.01670275318931942,2.1207560101969904,8.378909039399315e-05,True,42,False,42,113.0,False,,bf81d8692db,games5425898691,20.0,-3605.090087890625,-2728.800048828125,17.010000228881836,-3615.8999633789062,-18288.499755859375,2.5999999046325684,-0.0,-0.9000000357627869,119.39999580383301,255.0,156.0,,-0.009589685220647525,-1.3749318338511496,-6.882108646857116e-06,True,False,32,42,205.0,False,,vicente98agu,76561198365550325,13,-1481.4300537109375,4514.10009765625,17.049999237060547,-5636.6998291015625,-6088.2000732421875,3.1999999284744263,-0.0,-0.0,194.79999542236328,255.0,160.0,False,-0.016663724446398975,-0.8005902694295794,0.00022659736082161568,True,,False,30,4,24,,Baguette,76561198263480025,14.0,-3394.4599609375,-724.8499755859375,17.010000228881836,-5593.2000732421875,-4275.199890136719,3.1999999284744263,-0.5999999865889549,0.5000000074505806,-3032.0999145507812,253.0,0.0,False,-0.009521067493221206,0.44317628275981985,1.7262883392635787e-05,True,0.0,False,42,4,34,
48,3409,118.0,False,False,1,3912.916548982832,-2242.969970703125,2803.81005859375,246.72999572753906,18541.800537109375,12158.499755859375,3312.0999145507812,601.3999938964844,-2264.1000366210938,5234.0997314453125,1.0,-0.14614923923304787,1.3427142646209695,-3.0940778885041618,76561198039309853,enpitsu,27.0,-2425.52001953125,2696.719970703125,150.64999389648438,16978.699951171875,8217.80029296875,3202.9000854492188,1469.6000671386719,1567.1000671386719,-1177.7999877929688,128.0,0.0,False,-0.016773855694178653,2.332984197232823,0.017123665184438162,True,43,False,44,59.0,False,,bf81d8692db,games5425898691,20.0,-2977.719970703125,-4057.449951171875,17.010000228881836,15835.0,-3662.0001220703125,2.800000011920929,-0.0,-0.0,2017.5999450683594,255.0,255.0,,-0.009596059103125002,-2.9838501384297174,1.5438127235850023e-05,True,False,32,42,255.0,False,,vicente98agu,76561198365550325,13,-1832.97998046875,3673.1201171875,43.36000061035156,-2055.7000732421875,-11956.8994140625,3402.5,-308.799991607666,50.70000171661377,465.0,242.0,128.0,False,-0.011469001995478137,-1.455358188095476,-0.0010906889228375685,True,31.0,False,31,4,24,,Baguette,76561198263480025,14.0,-3534.090087890625,-336.2300109863281,17.010000228881836,165.79999923706055,8847.19970703125,2.8999999165534973,-0.0,-5.299999713897705,-888.8999938964844,249.0,0.0,False,-0.00952162243513655,1.5686233392046307,-8.883778456303278e-05,True,0.0,False,42,4,34,
