,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,165,0,False,False,0,5207.161931891304,9.989999771118164,12.260000228881836,98.55999755859375,15353.1005859375,22795.80078125,8582.19970703125,4575.899963378906,-3825.5999755859375,202.60000228881836,0.0,-0.031894901138840845,0.001080956789401866,0.03812591558415582,bc61eb9ce0b,Oŵën.,7.0,-176.27999877929688,-244.36000061035156,23.110000610351562,14785.50048828125,16792.099609375,-2332.5,-2468.3999633789062,61.30000114440918,1228.3000183105469,255.0,255.0,False,-0.09451732536100227,0.8169301579294156,0.07076985544001575,True,0.0,False,4,4,False,,2535425204375355,itsanxxl,9.0,-269.54998779296875,-3737.550048828125,17.010000228881836,-1515.7000732421875,4647.699890136719,2.5999999046325684,0.09999999776482582,-1.0999999940395355,2068.699951171875,254.0,255.0,,0.009494779928547107,1.82689359713557,0.00016093209892141226,False,85.0,False,False,False,False,,enpitsu,76561198039309853,24,378.739990234375,375.57000732421875,78.5999984741211,-18451.500244140625,-13417.19970703125,2906.400146484375,917.6000213623047,-2943.800048828125,-2314.1000366210938,255.0,0.0,,0.14325439302722554,-2.434179578069478,-0.001217295181789545,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,2453.27001953125,4106.14013671875,17.010000228881836,17101.800537109375,6017.60009765625,2.5,0.7000000029802322,0.19999999552965164,-1707.7999877929688,255.0,0.0,0.009586990791302789,0.2981280020448701,-0.00015865334560807235,True,0.0,False,False,False,False,,
1,168,0,False,False,1,5322.516173382388,-24.40999984741211,-102.33000183105469,232.33999633789062,11871.300048828125,4971.7999267578125,16564.7998046875,4086.7999267578125,-4315.5999755859375,-820.1999664306641,1.0,-0.12552724599974405,0.07055840168787207,-0.0845242468072779,76561198039309853,enpitsu,24.0,-209.3800048828125,-252.39999389648438,102.18000030517578,18495.6005859375,13451.8994140625,2289.1000366210938,912.9000091552734,5294.89990234375,-1174.5999908447266,255.0,0.0,,-0.6003212996299844,2.4402500282446886,0.4650789842140275,True,0.0,False,1,2,False,,bf81d8692db,games5425898691,19.0,-2759.9599609375,-4164.5400390625,17.010000228881836,-17658.499755859375,-653.1999969482422,2.5,-0.29999999329447746,-0.09999999776482582,-1942.2999572753906,255.0,0.0,,-0.009576256736388244,0.03017487180704197,-4.19792542300511e-05,True,0.0,False,False,False,False,,Oŵën.,bc61eb9ce0b,7,-52.75,-35.599998474121094,16.329999923706055,-11895.899658203125,-15633.800048828125,130.6999969482422,6.3999998569488525,-365.9000015258789,-1090.5000305175781,255.0,3.0,False,0.0031149870369652473,-0.9381358822037101,-0.01599138305994371,True,0.0,False,4,False,4,,itsanxxl,2535425204375355,9.0,289.04998779296875,3692.239990234375,17.010000228881836,2687.9000854492188,-5120.30029296875,2.5999999046325684,-0.0,0.7000000029802322,2261.999969482422,255.0,255.0,-0.009495459971939076,-2.026806335438052,8.865322060145761e-05,False,85.0,False,False,False,False,,
2,329,5,False,False,1,4215.059740821469,3651.699951171875,1950.510009765625,544.25,-7178.699951171875,19418.499755859375,1512.7000427246094,-529.5999908447266,-73.89999866485596,3888.699951171875,1.0,-0.011262570567537284,1.2054282624210082,-2.4284342275936672,76561198039309853,enpitsu,24.0,3716.409912109375,1740.1700439453125,411.45001220703125,-2722.39990234375,14355.30029296875,3109.5001220703125,62.199997901916504,-202.5,170.9000015258789,255.0,128.0,,0.8077177626965019,0.6990569976698942,-0.5241779632868615,True,175.0,False,5,6,False,,bf81d8692db,games5425898691,19.0,3358.35009765625,-3191.8798828125,16.989999771118164,1747.5999450683594,16436.400146484375,4.799999892711639,-0.0,0.7999999821186066,3.0000001192092896,255.0,128.0,,-0.009592158613828061,1.676245075984827,-7.072776675989123e-05,True,255.0,False,4,4,False,,Oŵën.,bc61eb9ce0b,7,-1896.199951171875,2700.9599609375,17.010000228881836,12429.200439453125,14372.19970703125,0.0,-0.0,-0.19999999552965164,11.399999856948853,255.0,128.0,,-0.009619868522572881,2.282388717305793,-1.7462192967018134e-06,True,207.9707524725186,True,6,False,6,,itsanxxl,2535425204375355,8.0,3614.570068359375,2448.77001953125,287.57000732421875,-667.6999664306641,-13596.400146484375,4619.599914550781,-2185.7000732421875,-3783.900146484375,3002.6998901367188,255.0,128.0,0.7099480608382805,-1.623034203547087,0.46457141418139997,True,220.0358451028024,True,4,False,4,,
3,418,9,False,True,1,1663.2921658353353,1926.3699951171875,3834.2900390625,144.02999877929688,-16511.400146484375,12834.100341796875,-2037.7999877929688,-1444.6000671386719,-1842.2000122070312,5524.4000244140625,1.0,0.555795981830962,-1.0936366566327167,1.9327302726572453,76561198039309853,enpitsu,24.0,2038.0400390625,3655.139892578125,103.31999969482422,4287.799987792969,16886.199951171875,2976.9000244140625,8.799999952316284,25.09999990463257,1380.3999328613281,128.0,255.0,False,-0.016605806683513455,1.746178692400298,0.003411282234106367,True,101.0,False,6,8,False,,bf81d8692db,games5425898691,19.0,1056.260009765625,2068.389892578125,16.989999771118164,-7204.0997314453125,10576.400146484375,4.799999892711639,-0.0,0.5000000074505806,0.0,255.0,128.0,,-0.009591860363737489,0.9728144946188724,-3.735050907623575e-05,True,169.0,False,4,4,False,,Oŵën.,bc61eb9ce0b,7,1529.780029296875,4067.75,74.66000366210938,16057.80029296875,-13530.899658203125,4083.5000610351562,-2125.500030517578,436.50001525878906,-493.69998931884766,231.0,255.0,True,0.06604077721272644,-2.3798368025811016,-0.07084660135712649,True,90.72623669972987,True,8,False,6,,itsanxxl,2535425204375355,8.0,1451.43994140625,1388.6199951171875,93.16000366210938,-17928.399658203125,12606.099853515625,-144.49999809265137,-5408.4002685546875,999.1999816894531,20.499999523162842,255.0,128.0,0.1382374109053392,-0.4410562911732711,-2.961585798283205,False,151.65999987048488,True,6,3,4,,
4,420,9,False,False,0,9083.850692131064,-1909.6300048828125,-3887.1201171875,129.08999633789062,-26369.89990234375,-2131.300048828125,-2580.8999633789062,-465.60001373291016,-1982.2999572753906,5643.800048828125,0.0,-0.5798101696190157,1.486282220776034,1.9665870447076501,bc61eb9ce0b,Oŵën.,7.0,-1666.52001953125,-3952.6201171875,110.0,-16690.6005859375,14080.6005859375,4117.900085449219,3394.5001220703125,-2058.5000610351562,-692.6999664306641,229.0,255.0,True,-0.15369921186704102,2.3604684843517454,-0.3243330417095055,True,92.0,False,6,8,False,,2535425204375355,itsanxxl,8.0,-1329.56005859375,-1471.6099853515625,92.45999908447266,18553.399658203125,-12341.500244140625,-75.70000171661377,5399.000244140625,-1045.2999877929688,87.10000038146973,255.0,108.0,,-0.4138010071237278,0.3212028107767114,-2.518994581593185,False,145.25002119618077,True,6,3,4,,enpitsu,76561198039309853,24,-2081.050048828125,-3795.570068359375,125.33999633789062,-4763.0999755859375,-14988.900146484375,2077.899932861328,-1939.1999816894531,-660.5000305175781,3223.9999389648438,128.0,255.0,False,-0.13747465768911285,-1.5057484432952284,0.07670200242326221,True,101.0,False,8,False,6,,games5425898691,bf81d8692db,19.0,-997.1400146484375,-2158.2900390625,16.989999771118164,6871.500244140625,-11025.699462890625,4.900000095367432,-1.1999999731779099,1.5000000596046448,-1064.4000244140625,255.0,24.0,0.009581868626188922,-1.0122883319144786,-0.00017320607229807106,True,169.0,False,4,4,False,,
5,421,9,False,False,1,1632.3053899503147,1959.0699462890625,3901.330078125,119.87000274658203,-1563.6000061035156,8321.500244140625,-2836.6000366210938,-460.6999969482422,-4156.499938964844,4302.39990234375,1.0,0.5908330795429764,-1.6439231256911333,2.057399923043575,76561198039309853,enpitsu,24.0,2081.050048828125,3795.570068359375,125.33999633789062,4763.0999755859375,14988.900146484375,2077.899932861328,1939.1999816894531,660.5000305175781,3223.9999389648438,128.0,255.0,False,0.13747465768911285,1.5057484432952284,0.07670200242326221,True,101.0,False,6,8,False,,bf81d8692db,games5425898691,19.0,939.0599975585938,2263.139892578125,16.989999771118164,-5819.1998291015625,11793.499755859375,4.900000095367432,-0.7000000029802322,1.5999999642372131,-1490.7000732421875,255.0,48.0,,-0.009565721282711466,1.143819249118323,-0.00011989670253620733,True,169.0,False,4,4,False,,Oŵën.,bc61eb9ce0b,7,1784.5999755859375,3836.050048828125,144.99000549316406,11960.6005859375,-12312.60009765625,3513.2998657226562,-3550.8999633789062,-2062.2999572753906,1872.4000549316406,229.0,255.0,True,0.4856568091387876,-2.562615543439735,-0.45300197254902347,True,92.0,False,8,False,6,,itsanxxl,2535425204375355,8.0,1329.56005859375,1471.6099853515625,92.45999908447266,-18553.399658203125,12341.500244140625,-75.70000171661377,-5399.000244140625,1045.2999877929688,87.10000038146973,255.0,108.0,0.4138010071237278,-0.3212028107767114,-2.518994581593185,False,142.2055825776951,True,6,3,4,,
6,506,12,False,False,1,610.4496089160742,1495.5999755859375,5025.419921875,242.47000122070312,-11891.099853515625,-2045.0999450683594,4027.7999877929688,-1054.000015258789,4237.699890136719,-4114.599914550781,1.0,-0.2858586888829122,-1.019267778066858,1.9436691432016027,76561198039309853,enpitsu,24.0,1676.52001953125,4996.08984375,119.68000030517578,-11511.800537109375,4725.199890136719,2033.6000061035156,-0.29999999329447746,-0.3999999910593033,-0.5999999865889549,128.0,128.0,False,-0.017252226315664837,0.39029382591266704,-5.008099080402661e-05,True,29.0,False,6,10,False,,bf81d8692db,games5425898691,19.0,-216.27000427246094,4176.58984375,16.989999771118164,-87.89999961853027,93.50000381469727,4.900000095367432,1.4000000059604645,-0.09999999776482582,-96.5999984741211,255.0,0.0,,-0.009587940940312562,0.5850025856501437,1.4271956830269767e-05,True,169.0,False,4,4,False,,Oŵën.,bc61eb9ce0b,7,2962.169921875,3537.35009765625,89.25,-13307.900390625,16805.400390625,-192.19999313354492,-5335.2001953125,1331.199951171875,-112.39999771118164,255.0,0.0,True,-0.10652070885743285,-0.009827777177540865,2.8246226012266598,True,15.485014902648103,True,10,False,7,,itsanxxl,2535425204375355,8.0,-1882.47998046875,5090.64013671875,110.76000213623047,21495.2001953125,-1191.500015258789,-3253.9999389648438,-2446.4999389648438,742.6000213623047,-7.900000214576721,255.0,128.0,-0.20124799028721488,-3.060008451253243,1.2742781248063684,True,199.0,False,6,4,4,,False
7,542,13,True,True,1,983.4808465927762,-21.139999389648438,4784.91015625,206.16000366210938,873.3000183105469,13912.19970703125,-2743.800048828125,-1588.5000610351562,2656.400146484375,4919.4000244140625,1.0,0.7831754226204541,0.01719927926374862,1.7482388146173593,bf81d8692db,games5425898691,19.0,-72.08999633789062,4600.68994140625,197.6199951171875,4966.099853515625,1598.5000610351562,-326.19998931884766,350.09998321533203,4455.199890136719,3205.7998657226562,255.0,128.0,,0.08389673392682893,1.116361466704212,2.6244860504109493,True,169.0,False,5,6,False,,76561198039309853,enpitsu,24.0,847.3699951171875,4485.0,17.049999237060547,-2274.1000366210938,-10845.10009765625,2.8999999165534973,0.5000000074505806,-0.09999999776482582,2.7000001072883606,255.0,0.0,False,-0.01665153846972889,-1.364493435023102,-5.611573018488247e-06,True,29.0,False,10,6,False,,Oŵën.,bc61eb9ce0b,7,1188.0899658203125,4954.43017578125,17.280000686645508,-9401.199951171875,-168.50000381469727,-79.20000076293945,-301.00000381469727,122.60000228881836,-437.90000915527344,0.0,123.0,False,-0.018434178560385994,-0.009264816733119394,-0.009210364747480352,True,10.0,False,10,False,8,,itsanxxl,2535425204375355,8.0,432.8999938964844,4900.759765625,154.5800018310547,8651.500244140625,-2176.6000366210938,259.50000762939453,-4.600000083446503,-5367.9998779296875,1197.5,255.0,223.0,0.36022098498987754,-0.44762135585129637,-2.987896811098456,True,181.0,False,8,5,4,,False
8,809,14,False,True,0,5136.391219660745,-3.180000066757202,81.80000305175781,94.93000030517578,-1320.2000427246094,27365.10009765625,831.6999816894531,-5871.9000244140625,-67.10000038146973,1230.999984741211,0.0,0.0030388911280180434,0.042126424723670015,-0.18156193427771522,2535425204375355,itsanxxl,7.0,16.690000534057617,-147.92999267578125,57.7599983215332,-799.5999908447266,22971.79931640625,-810.4000091552734,-911.8000030517578,1922.7999877929688,-29.500000476837158,255.0,128.0,,-0.6350853623634913,1.6533308444949977,-0.09109335776864752,True,14.19921709901543,True,4,4,False,,bc61eb9ce0b,Oŵën.,7.0,-2850.989990234375,-4062.989990234375,17.010000228881836,-14563.699951171875,-183.99999618530273,2.5,-0.19999999552965164,-0.19999999552965164,-1926.9000244140625,255.0,3.0,True,0.00956455946491754,3.1061296966904792,-0.00011026008082214931,True,255.0,False,False,False,False,,enpitsu,76561198039309853,24,2909.989990234375,4090.580078125,17.049999237060547,14270.899658203125,1601.300048828125,3.1999999284744263,0.0,-0.09999999776482582,-2603.2998657226562,255.0,0.0,False,0.016775633546554595,-0.28742593170216757,-5.6404710608666315e-05,True,255.0,False,False,False,False,300.0,games5425898691,bf81d8692db,19.0,-15.069999694824219,362.42999267578125,85.12999725341797,-315.2000045776367,-22819.29931640625,2263.699951171875,5499.4000244140625,-75.79999923706055,-0.19999999552965164,128.0,128.0,0.6563505945883842,-1.5846951747305216,-0.00010611202163702656,True,31.0,False,4,3,False,,
9,811,14,False,False,1,5307.463177620753,8.710000038146973,-92.7699966430664,118.31999969482422,-720.8999633789062,15792.80029296875,815.9999847412109,457.79998779296875,-1283.9999389648438,510.8000183105469,1.0,-0.052997356411687055,-0.11290369659086787,-0.6613202297681308,bf81d8692db,games5425898691,19.0,20.81999969482422,-221.02000427246094,93.2300033569336,1830.5999755859375,6706.099853515625,-462.7000045776367,-4923.0999755859375,-109.60000038146973,-1478.3999633789062,128.0,141.0,,-1.447261883738002,1.7639405401149684,-0.2635023583106148,True,31.0,False,3,4,False,,76561198039309853,enpitsu,24.0,-2909.989990234375,-4090.580078125,17.049999237060547,-14270.899658203125,-1601.300048828125,3.1999999284744263,-0.0,0.09999999776482582,-2603.2998657226562,255.0,0.0,False,-0.016775633546554595,0.28742593170216757,-5.6404710608666315e-05,True,255.0,False,False,False,False,,Oŵën.,bc61eb9ce0b,7,2970.949951171875,4055.469970703125,17.010000228881836,14200.699462890625,-1769.4000244140625,2.7000001072883606,-0.09999999776482582,0.09999999776482582,-2476.1000061035156,255.0,2.0,True,-0.009578637184813363,-2.921028833765351,-0.00011079132941931155,True,251.85720410398258,True,False,False,False,40.0,itsanxxl,2535425204375355,7.0,-10.9399995803833,-11.020000457763672,52.9900016784668,37.59999990463257,-11879.7998046875,486.5999984741211,-5464.69970703125,-585.9999847412109,207.80000686645508,254.0,128.0,1.381897383147889,-1.7216391855162894,0.012029357378131652,True,7.878657889622513,True,4,4,False,,
