,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,177,0,False,True,1,5106.361061362788,-3.119999885559082,113.41999816894531,125.58000183105469,-1621.6999816894531,27783.1005859375,7642.9998779296875,1742.2999572753906,-323.69998931884766,374.0999984741211,1.0,-0.014049207463619581,-0.01509770352592275,-0.07249018638962798,bde8bdc3f3b,DTM_147,5.0,18.700000762939453,-192.49000549316406,21.93000030517578,2613.800048828125,22656.0009765625,2970.7998657226562,-0.29999999329447746,-3.4999999403953552,-323.69998931884766,255.0,0.0,,-0.00958897184147378,1.690899224292322,7.314814093815523e-05,True,0.0,False,False,False,3,,76561198275806669,Warbid,9.0,-0.0,-2280.260009765625,17.010000228881836,-0.0,14091.800537109375,2.0000000298023224,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009483372525899238,1.5707882615396032,3.7972521497442546e-08,True,False,False,False,116.0,False,,enpitsu,76561198039309853,29.0,18.56999969482422,4996.1201171875,17.049999237060547,730.1999664306641,9746.300048828125,2.5,-0.7000000029802322,-0.0,0.0,128.0,128.0,,-0.01675845634355021,-1.495981802945846,-1.1847780896044909e-06,True,False,False,False,85.0,False,,games5425898691,bf81d8692db,19.0,-2993.199951171875,3925.8701171875,17.010000228881836,-15912.5,12606.800537109375,2.3000000417232513,-0.9000000357627869,0.3999999910593033,-1913.800048828125,128.0,0.0,-0.009627951227750505,0.7384397106753566,-9.87141969609025e-05,True,False,False,False,255.0,False,50.0,
1,224,1,False,False,0,9850.394405597312,298.17999267578125,-4637.740234375,483.94000244140625,19106.800537109375,7744.0997314453125,5520.9002685546875,3692.9998779296875,-333.6000061035156,-4717.0001220703125,0.0,0.43624041332004476,-0.43495715685270353,-3.1166881728703744,76561198039309853,enpitsu,29.0,186.63999938964844,-4770.8701171875,363.6400146484375,7604.6002197265625,10990.6005859375,4029.2001342773438,-3073.2998657226562,1792.4000549316406,287.99999237060547,255.0,0.0,,-1.3557955905373131,0.6646634330922537,0.43769706296011585,True,21.0,False,1,False,2,,bf81d8692db,games5425898691,19.0,1217.300048828125,-5103.0,409.3800048828125,-22965.6005859375,2.7000001072883606,-1256.3999938964844,-1.2999999523162842,338.1999969482422,0.0,255.0,190.0,,0.04016987107087538,-3.1319989438359706,1.5712492411639385,True,False,False,3,151.28383677492866,True,,DTM_147,bde8bdc3f3b,5.0,-1740.9000244140625,-3054.639892578125,17.010000228881836,-18181.600341796875,-8581.099853515625,2.3999999463558197,0.9000000357627869,0.19999999552965164,-2518.5000610351562,255.0,0.0,True,0.009604101818947322,-2.8178641040289785,-6.613376120061125e-05,True,4,False,4,0.0,False,,Warbid,76561198275806669,9.0,451.010009765625,-122.18000030517578,17.010000228881836,6184.6002197265625,-12659.000244140625,1.899999976158142,0.0,-0.09999999776482582,206.20000839233398,255.0,128.0,0.009562360075547291,-1.0965684112761789,-0.00010666530007404265,True,False,False,False,116.0,False,,
2,320,5,False,False,0,8390.381528947439,2656.800048828125,-2461.06005859375,149.02999877929688,-12459.100341796875,9983.800048828125,5466.7999267578125,1125.2999877929688,-5847.60009765625,-733.4999847412109,0.0,-0.24892393001439792,-1.9624626208875091,-1.3447194142995373,76561198039309853,enpitsu,29.0,2703.489990234375,-2528.669921875,17.059999465942383,9804.89990234375,10134.299926757812,1.1999999731779099,0.09999999776482582,0.7000000029802322,0.0,255.0,255.0,,0.016751685830568328,0.8019240822351144,-5.3081026631217416e-05,True,4.0,False,2,False,2,,bf81d8692db,games5425898691,19.0,-169.2899932861328,-5121.3798828125,17.020000457763672,12986.099853515625,-1557.5,0.9000000357627869,5.199999809265137,-0.3999999910593033,1044.4999694824219,255.0,252.0,,0.009557767241275422,-0.10970592013162977,-7.127876611473761e-07,True,False,False,4,120.0,False,,DTM_147,bde8bdc3f3b,6.0,-2862.340087890625,726.3200073242188,17.010000228881836,13972.60009765625,8928.400268554688,2.199999988079071,1.0000000149011612,0.3999999910593033,1379.1999816894531,255.0,255.0,False,0.0095995759674856,0.5804416239726087,0.00022634930231235685,True,4,False,4,217.0,False,,Warbid,76561198275806669,9.0,4078.97998046875,674.9199829101562,476.8599853515625,-1.4000000059604645,6548.2000732421875,-12958.00048828125,-1720.5999755859375,-0.5999999865889549,0.7999999821186066,255.0,198.0,1.1549013320813168,1.5471166971632835,-1.5925187102883671,True,False,False,False,215.0,False,,False
3,392,7,False,False,1,4939.912590939476,317.4800109863281,234.0800018310547,180.32000732421875,8756.400146484375,18221.800537109375,9251.099853515625,4372.099914550781,263.50000381469727,4100.4998779296875,1.0,-0.8847771942081196,0.8350976340223175,2.434778562717211,76561198275806669,Warbid,9.0,288.0199890136719,42.18000030517578,74.37999725341797,18477.19970703125,13289.300537109375,3158.800048828125,-113.10000419616699,120.10000228881836,2960.7000732421875,255.0,255.0,False,-0.016625039789362334,2.1453634875219865,0.0019855667446741863,True,165.0,False,False,False,4,,bde8bdc3f3b,DTM_147,5.0,965.760009765625,-4111.3701171875,17.010000228881836,-10219.199829101562,3.6000001430511475,3.0000001192092896,-0.5000000074505806,0.19999999552965164,-3375.0,255.0,0.0,False,-0.009559970563612541,0.33788397681710775,-5.22244854852969e-06,True,4,False,4,247.0,False,,enpitsu,76561198039309853,29.0,-373.0400085449219,921.030029296875,117.5999984741211,18418.499755859375,5600.7000732421875,2639.5999145507812,-5192.0001220703125,1154.000015258789,1400.2000427246094,255.0,128.0,,-0.644323714660823,2.6481511024726494,-0.42388535342579703,True,4,False,3,2.0,False,,games5425898691,bf81d8692db,19.0,859.010009765625,2925.14990234375,17.020000457763672,13760.999755859375,12312.099609375,0.7999999821186066,0.7000000029802322,0.5000000074505806,113.99999618530273,255.0,128.0,-0.009599448443162397,2.397284993981587,-0.00012726873527430007,True,False,False,4,64.0,False,,
4,468,10,False,False,0,10289.332843333657,-2636.830078125,-5001.0,217.35000610351562,-14586.99951171875,17356.800537109375,-6726.9000244140625,-5450.8001708984375,833.8999938964844,2364.7000122070312,0.0,0.8119049928899523,0.8816400360654582,-0.29511825849887074,bf81d8692db,games5425898691,19.0,-2487.199951171875,-5102.06005859375,187.10000610351562,-5510.3997802734375,231.49999618530273,202.00000762939453,-85.20000457763672,-1963.0999755859375,-868.3000183105469,255.0,0.0,,-0.1293705012651069,3.116160015590142,1.5644719336979465,True,64.0,False,False,False,4,,76561198039309853,enpitsu,29.0,-2739.489990234375,-3476.320068359375,88.69999694824219,-13786.800537109375,-11910.30029296875,-154.7000026702881,3397.9000854492188,-4324.200134277344,69.6999979019165,0.0,255.0,,-0.947785313182732,0.6836558879492491,3.0761330358283683,True,6,False,6,0.0,False,,DTM_147,bde8bdc3f3b,5.0,-2221.85009765625,580.5800170898438,17.010000228881836,-9626.300048828125,-12465.50048828125,2.0000000298023224,0.29999999329447746,0.19999999552965164,-364.0999984741211,255.0,128.0,False,0.009584256670153201,-2.2664314513936485,0.00020142837333047227,True,4,False,4,252.0,False,,Warbid,76561198275806669,9.0,-3037.3701171875,-1480.4100341796875,17.0,-302.8000068664551,-7654.89990234375,3.6000001430511475,0.09999999776482582,-0.29999999329447746,2551.7999267578125,255.0,255.0,0.009490915347982746,-1.5811083421073127,-4.1306562188409656e-05,True,4,False,4,165.0,False,,False
5,530,12,False,False,1,3815.5827145510893,3368.570068359375,2233.9599609375,151.07000732421875,2325.2999877929688,20101.300048828125,9310.30029296875,4555.299987792969,41.500000953674316,-3904.7000122070312,1.0,-0.6002657139148421,1.7855245701275204,-2.9846607089411,bde8bdc3f3b,DTM_147,5.0,3316.889892578125,2056.889892578125,68.52999877929688,-3935.0,15362.7001953125,3158.2998657226562,-987.3999786376953,-1927.2000122070312,-1256.9000244140625,128.0,255.0,False,-0.009491654430160961,2.054718937352325,-0.017933790147866956,True,252.0,False,5,False,6,,76561198275806669,Warbid,9.0,3852.760009765625,3253.39990234375,17.459999084472656,-9502.000122070312,2581.6000366210938,-1191.9000244140625,-1103.3000183105469,3022.60009765625,2765.7998657226562,255.0,255.0,False,-0.05670420351941706,0.1361673458083251,-0.007930166597894715,True,4,False,6,139.0,False,,enpitsu,76561198039309853,29.0,1844.489990234375,4370.8798828125,17.049999237060547,-8747.100219726562,-10510.699462890625,3.100000023841858,0.3999999910593033,0.3999999910593033,2219.2999267578125,0.0,255.0,False,-0.016736479010681232,-0.9374481154788346,6.325035828818626e-05,True,6,False,6,0.0,False,,games5425898691,bf81d8692db,20.0,2323.39990234375,3242.570068359375,17.010000228881836,-3926.6000366210938,-14142.900390625,1.2999999523162842,0.19999999552965164,-0.0,2134.600067138672,255.0,255.0,-0.009569155858489031,-1.3689081387024062,-1.0686677088438425e-05,True,False,False,4,236.0,False,,
6,593,15,False,True,1,1338.962140076641,1991.1199951171875,4369.58984375,361.95001220703125,-17240.6005859375,8142.1002197265625,-5483.599853515625,-182.70000457763672,-1989.7999572753906,-2321.7999267578125,1.0,-0.5807541468931628,2.7089948576505014,-2.605487068031848,bde8bdc3f3b,DTM_147,5.0,2124.030029296875,4232.16015625,282.42999267578125,-5204.6002197265625,4901.400146484375,3363.9999389648438,322.40001678466797,377.2999954223633,29.700000286102295,128.0,128.0,,0.4531451999704263,0.6773490347812887,-0.0062252037270074025,True,252.0,False,6,4,8,,76561198275806669,Warbid,9.0,3384.199951171875,-137.10000610351562,111.44999694824219,-2050.7000732421875,-22860.10009765625,-444.3000030517578,4198.900146484375,-1885.0999450683594,-766.5000152587891,255.0,255.0,,0.7171868891003632,-2.134937512073712,-1.052992352732703,True,6,False,8,255.0,False,,enpitsu,76561198039309853,29.0,1729.780029296875,4579.830078125,197.6199951171875,-64.60000038146973,-3558.5000610351562,2972.6998901367188,-1185.5999755859375,232.19999313354492,415.2000045776367,255.0,255.0,,0.6347526917575148,-1.6328373793045392,-0.03450077443167623,True,8,False,7,0.0,False,,games5425898691,bf81d8692db,20.0,3342.56005859375,4386.77001953125,19.219999313354492,-11054.49951171875,14259.49951171875,118.69999885559082,282.2999954223633,-562.0000076293945,1661.199951171875,255.0,241.0,-0.007052204805311899,0.8672233338729458,-0.08998877889824936,True,False,False,4,178.0,False,,
7,595,15,False,False,0,9611.073578609608,-1864.02001953125,-4422.2001953125,325.4200134277344,-9688.200073242188,12822.5,5774.000244140625,2584.5999145507812,4400.400085449219,-2078.300018310547,0.0,0.4125989686673941,-2.9482441394886694,-2.706923080001972,76561198039309853,enpitsu,29.0,-1733.1700439453125,-4553.5498046875,215.83999633789062,-4483.299865722656,6573.900146484375,2553.000030517578,-415.49999237060547,-1908.0999755859375,-177.99999237060547,255.0,255.0,,-0.6857146048098336,1.7054459319231585,-0.09244952200697057,True,0.0,False,7,False,8,,bf81d8692db,games5425898691,20.0,-3242.340087890625,-4497.6201171875,20.139999389648438,12776.8994140625,-12494.599609375,50.0,90.69999694824219,317.8000068664551,1658.3999633789062,255.0,240.0,,0.023013103752805894,-0.7271660532418206,-0.12944593337688634,True,False,False,4,178.0,False,,DTM_147,bde8bdc3f3b,5.0,-2080.280029296875,-4272.10986328125,306.92999267578125,5292.8997802734375,-4687.0001220703125,2570.5999755859375,473.3000183105469,322.90000915527344,793.3999633789062,128.0,128.0,,-0.4484784358766972,-0.6454842804445475,0.002702558670877861,True,8,4,6,252.0,False,,Warbid,76561198275806669,9.0,-3384.199951171875,137.10000610351562,111.44999694824219,2050.7000732421875,22860.10009765625,-444.3000030517578,-4198.900146484375,1885.0999450683594,-766.5000152587891,255.0,255.0,-0.7171868891003632,2.134937512073712,-1.052992352732703,True,6,False,8,255.0,False,,
8,597,15,False,False,1,1225.4520245770325,1857.6500244140625,4380.419921875,348.79998779296875,-14068.800048828125,1272.0999908447266,851.9000244140625,-1908.6000061035156,-2617.60009765625,741.5000152587891,1.0,-0.1979610858487937,3.048476913486547,-2.892420285537843,bde8bdc3f3b,DTM_147,5.0,2036.1800537109375,4311.2099609375,325.8800048828125,-5292.8997802734375,4687.0001220703125,2028.6000061035156,-311.49999618530273,-295.0,635.099983215332,128.0,128.0,,0.40916065075318275,0.5919202857928173,0.014623769802599185,True,252.0,False,6,4,8,,76561198275806669,Warbid,9.0,3367.2099609375,-327.7799987792969,105.43000030517578,-2029.6000671386719,-22890.400390625,-953.4999847412109,3691.400146484375,-682.3000335693359,-300.0,255.0,255.0,,0.46828246166774096,-1.928727769285818,-0.7731760540652883,True,6,False,8,255.0,False,,enpitsu,76561198039309853,29.0,1759.3599853515625,4508.9599609375,227.0,1975.5999755859375,-4289.4000244140625,315.49999237060547,3221.099853515625,3494.1000366210938,-2768.5000610351562,255.0,255.0,,0.3706155438433284,-1.6664219367908133,-0.4413838712084526,True,8,False,7,0.0,False,,games5425898691,bf81d8692db,20.0,3129.429931640625,4593.33984375,19.170000076293945,-14132.60009765625,10650.50048828125,-244.20000076293945,-592.9000091552734,610.099983215332,1676.4999389648438,255.0,240.0,-0.023088468510277602,0.5879875813349194,-0.09718517142700817,True,False,False,4,178.0,False,,
9,599,15,False,False,0,9559.425013390643,-1800.1600341796875,-4376.56982421875,361.20001220703125,4748.699951171875,8083.2000732421875,7326.300048828125,2695.0,5360.4998779296875,31.30000114440918,0.0,0.008032969580632736,-3.0389344033376084,-3.035549247204025,76561198039309853,enpitsu,29.0,-1774.3900146484375,-4473.64990234375,226.58999633789062,-1221.6999816894531,3998.900146484375,-351.3999938964844,-3420.10009765625,-273.29999923706055,-4298.500061035156,255.0,255.0,,-0.013624111450135206,1.3926576961939878,-0.7626735840033206,True,0.0,False,7,False,8,,bf81d8692db,games5425898691,20.0,-3129.429931640625,-4593.33984375,19.170000076293945,14132.60009765625,-10650.50048828125,-244.20000076293945,592.9000091552734,-610.099983215332,1676.4999389648438,255.0,240.0,,0.023088468510277602,-0.5879875813349194,-0.09718517142700817,True,False,False,4,178.0,False,,DTM_147,bde8bdc3f3b,5.0,-2009.22998046875,-4337.18017578125,344.44000244140625,3279.89990234375,-3148.3999633789062,1976.7999267578125,-1329.7999572753906,-3527.7999877929688,2186.199951171875,128.0,128.0,,-0.7864525242174882,-0.41063427454239626,0.09853041012779332,True,8,4,6,252.0,False,,Warbid,76561198275806669,9.0,-3350.39990234375,518.489990234375,95.11000061035156,2005.3999328613281,22865.0,-1471.9000244140625,-3406.199951171875,-110.10000228881836,462.99999237060547,255.0,255.0,-0.19685328303363847,1.8963278647735167,-0.6534125471686854,True,6,False,8,255.0,False,,True
