,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,167,0,False,False,1,5180.458764520569,-15.4399995803833,40.349998474121094,94.33000183105469,-10561.800537109375,29531.201171875,1978.3000183105469,2331.999969482422,925.1000213623047,4066.0000610351562,1.0,0.01408522079270943,-0.0680585500110637,-0.03935351670432444,1312845485870368336,hugodu__27,101.0,69.05999755859375,-196.22000122070312,71.55000305175781,-6147.2998046875,22005.2001953125,2623.5000610351562,-4848.500061035156,2574.5001220703125,-336.8000030517578,255.0,12.0,True,-0.13192061507384226,1.0499842250743674,0.11772417827955942,True,0.0,False,6,5,False,,7653736516223577223,e-Raptor-45,98.0,-0.0,-2447.510009765625,70.16999816894531,-0.0,15397.60009765625,-1631.1000061035156,-2655.4000854492188,-0.0,0.0,255.0,128.0,,0.5241942481252595,1.5708724605375115,4.624454575729191e-06,True,146.0,False,4,4,False,,enpitsu,76561198039309853,26.0,-80.98999786376953,253.89999389648438,116.41000366210938,16250.899658203125,-16217.2998046875,1332.7999877929688,3690.5999755859375,4076.199951171875,-113.00000190734863,255.0,0.0,,-1.1093540595700175,-2.364440866062026,-0.01122130975030235,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,17.0,-2086.219970703125,3920.530029296875,17.010000228881836,-17140.400390625,11259.69970703125,2.5,0.5000000074505806,-0.3999999910593033,-8.399999737739563,255.0,128.0,-0.009586871333398155,0.5823660694248247,6.101559613544132e-05,True,2.0,False,False,False,False,,
1,168,0,False,False,0,5306.153397231024,31.56999969482422,-84.44999694824219,103.7300033569336,-1854.7999572753906,11552.80029296875,5744.000244140625,4292.0001220703125,2256.1000061035156,-3533.699951171875,0.0,0.013162639267816127,0.061092896212156855,0.01560691234826774,76561198039309853,enpitsu,26.0,80.98999786376953,-253.89999389648438,116.41000366210938,-16250.899658203125,16217.2998046875,1332.7999877929688,-3690.5999755859375,-4076.199951171875,-113.00000190734863,255.0,128.0,,1.1093540595700175,2.364440866062026,-0.01122130975030235,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,17.0,2086.219970703125,-3920.530029296875,17.010000228881836,17140.400390625,-11259.69970703125,2.5,-0.5000000074505806,0.3999999910593033,-8.399999737739563,255.0,128.0,,0.009586871333398155,-0.5823660694248247,6.101559613544132e-05,True,2.0,False,False,False,False,,hugodu__27,1312845485870368336,101.0,-69.05999755859375,196.22000122070312,71.55000305175781,6147.2998046875,-22005.2001953125,2623.5000610351562,4848.500061035156,-2574.5001220703125,-336.8000030517578,255.0,12.0,True,0.13192061507384226,-1.0499842250743674,0.11772417827955942,True,0.0,False,6,False,5,,e-Raptor-45,7653736516223577223,98.0,0.0,2447.510009765625,70.16999816894531,0.0,-15397.60009765625,-1631.1000061035156,2655.4000854492188,0.0,0.0,255.0,128.0,-0.5241942481252595,-1.5708724605375115,4.624454575729191e-06,True,146.0,False,4,False,4,,
2,169,0,False,False,1,5139.203195731255,-47.88999938964844,88.22000122070312,141.64999389648438,-8207.39990234375,-4265.5999755859375,4824.2999267578125,4511.7999267578125,474.90001678466797,-3299.1000366210938,1.0,-0.004163874438369131,0.24695662250795533,-0.06875999759707718,1312845485870368336,hugodu__27,101.0,27.6200008392334,-46.2400016784668,92.13999938964844,-2070.7000732421875,5322.60009765625,1480.5999755859375,-3688.3999633789062,27.100000381469727,4079.7000122070312,255.0,0.0,True,-0.36796830562603094,0.6495768612965243,0.5241329008998153,True,0.0,False,6,5,False,,7653736516223577223,e-Raptor-45,98.0,-0.0,-2331.840087890625,56.0099983215332,-0.0,15442.2998046875,-2096.999969482422,-2134.199981689453,-0.0,0.0,255.0,128.0,,0.3474573580606865,1.5708734751419662,-1.9580398619039377e-06,True,146.0,False,4,4,False,,enpitsu,76561198039309853,26.0,16.690000534057617,212.63999938964844,121.55999755859375,11133.399658203125,-132.7999973297119,332.59998321533203,3288.800048828125,836.3999938964844,-4328.2000732421875,255.0,128.0,,-1.4698916167112885,2.0062507312002937,2.728979017765312,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,17.0,-2272.469970703125,4041.5400390625,17.010000228881836,-17373.800048828125,10850.400390625,2.7000001072883606,-2.3999999463558197,1.2999999523162842,1005.2999877929688,255.0,255.0,-0.009589442971857785,0.5531422654080109,0.00017738178876322046,True,2.0,False,False,False,False,,
3,224,2,False,False,1,5299.767902287348,-1913.31005859375,646.0800170898438,111.44000244140625,4477.200012207031,26896.79931640625,1703.6000061035156,-650.0,3229.2999267578125,-2314.499969482422,1.0,-0.01693937960408065,0.23929141728077608,0.6645657623258769,7653736516223577223,e-Raptor-45,17.0,-1998.81005859375,475.1600036621094,55.220001220703125,1611.6000366210938,19668.800048828125,1438.8999938964844,596.1999893188477,4238.299865722656,-3032.6998901367188,255.0,0.0,,0.004427706487974536,1.5952929480890354,0.0528906390745633,True,61.857625822867114,True,6,5,False,,1312845485870368336,hugodu__27,21.0,-957.0399780273438,227.0399932861328,17.059999465942383,-8255.10009765625,-7587.60009765625,1.899999976158142,-0.7000000029802322,-0.5999999865889549,69.29999828338623,255.0,128.0,False,-0.016714734265804016,-0.75160504008831,-0.00010367176109322843,True,0.0,False,6,6,False,,enpitsu,76561198039309853,26.0,1821.9100341796875,-203.47999572753906,17.059999465942383,10907.7001953125,1533.2000732421875,1.899999976158142,1.7000000178813934,-0.0,203.4000015258789,255.0,128.0,,-0.016715725051708867,2.979182811603326,-0.00021470880939035222,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-2846.10009765625,2467.659912109375,17.010000228881836,14970.999755859375,2720.0,3.0000001192092896,-0.0,0.09999999776482582,2048.5000610351562,255.0,255.0,-0.009574788131084764,2.893771061220994,-8.937287094490014e-06,True,214.0,False,False,False,False,,
4,250,3,False,False,0,8584.523150950534,1491.949951171875,-3105.7099609375,109.91000366210938,-13960.899658203125,890.4000091552734,9301.699829101562,4477.200012207031,800.5000305175781,-3913.2000732421875,0.0,0.8400782672700718,1.8368931734401746,0.7364806345378707,bf81d8692db,games5425898691,17.0,1597.1300048828125,-3198.570068359375,17.010000228881836,-17929.100341796875,-2719.7000122070312,2.5999999046325684,-0.09999999776482582,0.0,1119.8999786376953,255.0,255.0,,0.009580028713647668,-3.008254593135297,0.0004179624512334646,True,171.0,False,False,False,False,,76561198039309853,enpitsu,26.0,-3054.469970703125,206.80999755859375,17.059999465942383,-13677.7001953125,-294.3000030517578,2.3999999463558197,1.5000000596046448,-0.09999999776482582,1839.7999572753906,255.0,255.0,,0.01671661346822616,-3.098475486940812,0.00027950716414517826,True,0.0,False,2,2,False,,hugodu__27,1312845485870368336,21.0,2043.949951171875,919.72998046875,86.69999694824219,13950.799560546875,15358.900146484375,-147.29999542236328,-4695.799865722656,2852.39990234375,-249.89999771118164,255.0,128.0,False,-0.6539016849885064,-1.914514839471666,3.054023447293976,True,31.0,False,8,False,7,,e-Raptor-45,7653736516223577223,17.0,1837.280029296875,-2389.669921875,31.959999084472656,-1664.9000549316406,-20638.00048828125,-1813.5000610351562,-1886.300048828125,-4602.9998779296875,513.8000106811523,255.0,128.0,0.11966536787167689,-1.6032680489416247,-0.5088937672193594,True,118.0,False,6,False,6,,
5,328,5,False,False,0,8129.2995237985815,-2303.02001953125,-2866.610107421875,95.80000305175781,-8927.100219726562,-594.900016784668,5466.6998291015625,370.49999237060547,-5560.2001953125,-2223.9999389648438,0.0,0.6890533313281715,-1.3256403793291462,2.8454807156924744,bf81d8692db,games5425898691,17.0,-2077.919921875,-2919.820068359375,364.9100036621094,-9799.7998046875,2823.2998657226562,-2157.2000122070312,-964.1000366210938,-2430.2999877929688,411.8000030517578,255.0,151.0,,-0.7797028696432227,2.763029721058865,-0.6163536754772219,True,148.0,False,4,4,False,,76561198039309853,enpitsu,26.0,-2768.280029296875,-2703.860107421875,17.059999465942383,6909.2999267578125,-7612.5,2.5999999046325684,0.0,0.0,-2378.6000061035156,255.0,0.0,False,0.016698010118739795,-0.8808086254417117,-1.4836311348585441e-05,True,250.0,False,2,2,False,,hugodu__27,1312845485870368336,12.0,1064.199951171875,4278.35986328125,17.040000915527344,-14770.699462890625,-11605.699462890625,4.699999988079071,-0.3999999910593033,-0.29999999329447746,1495.5000305175781,255.0,228.0,,0.016776738605637997,-2.4414178472188324,0.0001239789381110454,True,255.0,False,8,False,8,,e-Raptor-45,7653736516223577223,9.0,3593.219970703125,-271.54998779296875,17.010000228881836,-3533.0999755859375,22027.19970703125,2.5,0.0,0.9000000357627869,1087.3999786376953,255.0,231.0,0.009562217102516993,1.747079268064796,0.0001327167240212929,True,38.0,False,6,False,6,,
6,434,9,False,False,0,8774.08893261595,-3880.949951171875,-3110.739990234375,194.1999969482422,-9117.100219726562,19090.400390625,2316.9000244140625,-2276.999969482422,-4606.300048828125,-3097.7999877929688,0.0,-0.08923073082036047,-1.9150765740059716,-0.38033650239628775,76561198039309853,enpitsu,25.0,-3814.780029296875,-3268.820068359375,144.3800048828125,-6790.8001708984375,8790.599975585938,4632.60009765625,-2886.099853515625,-4681.600036621094,-46.30000114440918,255.0,128.0,False,0.1882563452561567,1.5959143234856639,-0.08415080977268637,True,175.0,False,4,2,2,,bf81d8692db,games5425898691,17.0,-930.6099853515625,-3752.639892578125,17.010000228881836,9346.400146484375,7222.0001220703125,2.8999999165534973,0.09999999776482582,-0.7999999821186066,2298.8999938964844,255.0,255.0,,0.009609506635180313,0.7178634260183739,5.01667651381252e-05,True,148.0,False,4,4,False,,hugodu__27,1312845485870368336,11.0,-3807.989990234375,-2061.39990234375,17.06999969482422,-1826.3999938964844,-21977.19970703125,10.700000524520874,-26.30000114440918,35.39999961853027,94.60000038146973,255.0,122.0,,0.016533567090614498,-1.6459828356003647,-0.00030118578680687896,True,255.0,False,11,False,10,,e-Raptor-45,7653736516223577223,8.0,-2007.3800048828125,313.5,17.010000228881836,211.8000030517578,-16087.5,2.3000000417232513,0.0,-0.09999999776482582,480.40000915527344,255.0,128.0,0.009561476174747993,-1.5132291088248513,-0.00019029892093712592,True,213.0,False,6,False,6,,
7,483,11,False,False,1,5174.628513077116,3347.75,583.0599975585938,122.68000030517578,7244.5001220703125,5815.5999755859375,5166.7999267578125,3980.0,-2103.000030517578,3966.9000244140625,1.0,1.0005703623198563,-1.7116165935785903,-0.34431901417328203,7653736516223577223,e-Raptor-45,8.0,3260.510009765625,469.3800048828125,15.960000038146973,7469.1998291015625,223.60000610351562,-1262.699966430664,-1483.699951171875,2688.900146484375,-3447.0999145507812,175.0,0.0,,-0.034263085385067935,2.9124190431081796,-0.006989297115690119,True,213.0,False,6,6,False,,1312845485870368336,hugodu__27,11.0,3611.010009765625,4325.97998046875,88.76000213623047,-9202.999877929688,5617.60009765625,-2673.2998657226562,-2363.000030517578,-565.4999923706055,1583.3000183105469,255.0,255.0,False,-0.2990608791019077,0.46797254633248203,-0.7601697870695535,True,218.0,False,12,12,False,,enpitsu,76561198039309853,25.0,3755.85009765625,4091.010009765625,42.13999938964844,-11794.49951171875,2864.89990234375,-3478.2000732421875,-2173.300018310547,1820.0,2184.199981689453,255.0,255.0,False,-0.2889918411945455,0.18741849394883645,-0.3603235793260909,True,175.0,False,4,2,2,,games5425898691,bf81d8692db,17.0,561.8900146484375,2091.860107421875,17.010000228881836,-11705.400390625,-12.300000190734863,2.8999999165534973,0.19999999552965164,-0.0,-2371.9000244140625,255.0,0.0,-0.009549042230132452,0.06176484873433986,3.4249791581981214e-05,True,148.0,False,4,False,4,,
8,528,13,False,False,1,4747.184433760427,3713.989990234375,1319.699951171875,103.7699966430664,-8355.0,11638.599853515625,4987.300109863281,1487.5999450683594,-2901.7001342773438,-1302.5,1.0,-0.427271430623337,0.9201545647928163,-2.4476096980636344,7653736516223577223,e-Raptor-45,8.0,3794.3701171875,1189.6600341796875,46.540000915527344,-3786.300048828125,9045.399780273438,2620.7998657226562,1747.2000122070312,-501.30001068115234,3196.9000244140625,255.0,189.0,False,0.00472945012512262,1.019601068238121,-0.02118318160916889,True,178.53575031218986,True,8,6,False,,1312845485870368336,hugodu__27,11.0,3766.419921875,2667.429931640625,17.040000915527344,6111.099853515625,-15041.500244140625,4.399999976158142,-0.3999999910593033,0.9000000357627869,-122.10000038146973,255.0,128.0,False,-0.016786062572742132,-1.9430664164171605,0.00011768251858814061,True,200.0,False,12,12,False,,enpitsu,76561198039309853,25.0,3142.77001953125,3939.68994140625,17.06999969482422,-478.10001373291016,1377.4000549316406,-0.29999999329447746,-0.3999999910593033,1.0999999940395355,-80.10000228881836,255.0,0.0,False,-0.016378579620791957,-1.8911973486804847,-1.2106676070566264e-05,True,175.0,False,4,2,2,,games5425898691,bf81d8692db,17.0,-1039.8599853515625,3403.949951171875,17.010000228881836,1949.9000549316406,13374.89990234375,2.8999999165534973,-0.09999999776482582,-0.0,-2193.6000061035156,255.0,0.0,-0.009555486689464371,1.7787630783367185,-2.3009724142546595e-05,True,178.0,False,4,False,4,,
9,563,14,False,False,0,8101.536160852628,-2677.0400390625,-2763.340087890625,209.52000427246094,-3815.10009765625,12361.800537109375,7299.000244140625,4317.799987792969,1278.3999633789062,3965.0,0.0,-0.5563128559853026,-0.1518366698437831,-0.9553540331434652,76561198039309853,enpitsu,26.0,-2648.75,-2950.340087890625,121.5199966430664,1168.7999725341797,17234.200439453125,2745.7000732421875,-1881.7999267578125,-4851.300048828125,1781.199951171875,128.0,255.0,,0.2848940323996104,1.2577871647282,-0.5011257192790997,True,97.0,False,6,3,2,,bf81d8692db,games5425898691,17.0,-206.77000427246094,-4512.35009765625,17.010000228881836,-10661.800537109375,-8842.39990234375,2.8999999165534973,-1.5999999642372131,-1.5999999642372131,-1978.6000061035156,255.0,0.0,,0.00955561200325793,-2.4838794421133454,-0.0002562444266271878,True,209.0,False,4,4,False,,hugodu__27,1312845485870368336,11.0,-3413.699951171875,-976.4400024414062,17.06999969482422,13353.299560546875,5338.2000732421875,0.7000000029802322,5.899999737739563,2.5999999046325684,-1340.3999328613281,255.0,122.0,,0.01677356063071353,0.31162921333665045,5.186416525611664e-05,True,200.0,False,12,False,12,,e-Raptor-45,7653736516223577223,8.0,-2499.1298828125,-2519.419921875,16.8700008392334,2085.5999755859375,-10512.900390625,38.19999933242798,-6.600000262260437,-25.399999618530273,-2335.0999450683594,214.0,0.0,0.010155842444712595,-1.4327778852217417,-0.001324672144865291,True,153.0,False,8,False,8,,
