,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,173,0,False,False,0,5132.46190579518,-21.200000762939453,82.63999938964844,120.98999786376953,-7602.0001220703125,25984.3994140625,8369.89990234375,5558.599853515625,-214.59999084472656,2248.3999633789062,0.0,-0.014320344983931641,0.07491912090564987,0.18753557939305818,2052992753786077919,xX_darocker_xX,18.0,54.40999984741211,-80.22000122070312,15.100000381469727,-184.20000076293945,20746.201171875,205.40000915527344,128.90000343322754,-202.99999237060547,1927.4000549316406,255.0,128.0,,-0.01676331273620121,1.6553513039330983,-0.05209325641017616,True,0.0,True,4,4,False,,635519621213957286,BABYKATHIM,27.0,99.83999633789062,-5408.8701171875,19.139999389648438,-59.29999828338623,561.1999893188477,-16.200000047683716,1.8000000715255737,4.600000083446503,-0.29999999329447746,255.0,128.0,,0.04889014045850313,1.6801610679377583,0.004067671194641849,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27,17.059999465942383,540.3599853515625,81.63999938964844,119.60000038146973,-19710.999755859375,3300.0,1660.8000183105469,10.099999904632568,0.0,255.0,128.0,,0.13443310711532672,-1.5647045471466852,-1.812772161637111e-05,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,23.0,3083.489990234375,4007.719970703125,17.010000228881836,14998.800048828125,-3536.300048828125,2.3000000417232513,0.19999999552965164,0.0,-1985.3999328613281,128.0,0.0,,0.009636040483080139,-0.2983579634926935,-2.439245997121746e-05,True,False,False,False,255.0,False,
1,176,0,False,False,1,5481.778877122618,162.77000427246094,-292.5199890136719,239.38999938964844,21747.900390625,-3003.3999633789062,13716.600341796875,3863.5000610351562,-70.9000015258789,-4589.89990234375,1.0,0.07068400652830929,0.1094675628299526,0.2999041549535932,76561198039309853,enpitsu,27.0,-20.34000015258789,-288.9800109863281,111.58000183105469,-561.1000061035156,20087.7001953125,1917.7000427246094,-4169.599914550781,2006.7999267578125,-2972.60009765625,255.0,0.0,,-0.7280277172861765,1.6586198638636471,0.09533022705344056,True,31.0,False,2,1,False,,bf81d8692db,games5425898691,23.0,-3202.139892578125,-3968.0400390625,17.010000228881836,-13599.200439453125,5732.9998779296875,2.3000000417232513,-0.0,0.19999999552965164,-2016.9000244140625,255.0,0.0,,-0.009632589138539954,0.46483722576920733,-3.47242464799099e-05,True,False,False,False,255.0,False,,xX_darocker_xX,2052992753786077919,18,-39.06999969482422,-90.61000061035156,16.389999389648438,3208.900146484375,-20220.10009765625,81.89999580383301,243.99999618530273,-314.4000053405762,1790.5000305175781,255.0,255.0,,-0.0004767451812763,-1.7951026084435322,-0.018480490469505593,True,0.0,False,4,False,4,,BABYKATHIM,635519621213957286,27.0,-96.16999816894531,5375.56982421875,18.31999969482422,333.6000061035156,-3052.7999877929688,-68.49999904632568,-147.39999771118164,-21.30000114440918,0.5999999865889549,255.0,128.0,,-0.03498139413241579,-1.6801084237250339,0.0025178236677121375,True,False,False,False,116.0,False,
2,277,3,False,False,1,6129.304409569846,1845.1400146484375,-915.3699951171875,131.60000610351562,8372.100219726562,23254.09912109375,1379.4000244140625,675.0,-3620.1998901367188,4736.7999267578125,1.0,0.4173864498805378,-1.0940400717831793,1.4653540732550714,76561198039309853,enpitsu,27.0,1782.18994140625,-1004.3300170898438,17.049999237060547,6690.2001953125,-3187.2000122070312,2.5999999046325684,0.5999999865889549,-0.09999999776482582,47.39999771118164,255.0,,,-0.016636548055982327,-2.702529673035873,-8.049198794593476e-05,True,31.0,False,2,2,False,,bf81d8692db,games5425898691,24.0,1715.1600341796875,-1111.8399658203125,143.4199981689453,19103.00048828125,12805.799560546875,-289.6999931335449,-4767.300109863281,2654.2999267578125,-690.2999877929688,255.0,243.0,,-0.7236793370237242,2.989015407382518,-0.8331919380182403,True,3,False,4,204.5626924448116,True,,xX_darocker_xX,2052992753786077919,18,3070.43994140625,-481.989990234375,17.010000228881836,-12904.7998046875,240.49999237060547,2.3000000417232513,-0.3999999910593033,-0.0,-2230.5999755859375,255.0,0.0,,-0.009569820704000045,0.07478526524060218,-5.028834845357809e-05,True,224.0,False,6,False,6,,BABYKATHIM,635519621213957286,25.0,2119.050048828125,3520.8798828125,17.010000228881836,-11921.400146484375,4274.89990234375,2.199999988079071,0.29999999329447746,-0.0,1505.5000305175781,255.0,255.0,,-0.009554497358636622,0.3595966955928858,0.00040730046754433217,True,False,False,False,255.0,False,
3,364,6,False,False,1,2639.3953903153597,3449.52001953125,4472.2099609375,586.3900146484375,-24719.29931640625,15213.00048828125,5256.6998291015625,-1634.6000671386719,5498.599853515625,-1758.5000610351562,1.0,-1.2476249886402218,-1.6107301434404815,-1.3171819954745918,bf81d8692db,games5425898691,24.0,3684.860107421875,4328.89990234375,574.5499877929688,-17673.299560546875,13965.899658203125,-4181.7999267578125,295.49999237060547,-391.19998931884766,1489.7999572753906,128.0,212.0,,-0.14341810887589307,0.680382448216964,-1.6187712570939072,True,68.0,False,5,4,False,,76561198039309853,enpitsu,27.0,2515.840087890625,-4623.3701171875,17.049999237060547,-13151.199951171875,-4443.900146484375,3.100000023841858,-0.0,0.09999999776482582,-2220.800018310547,255.0,0.0,,-0.01676595713151799,-0.2611529729847413,-1.2793195716232337e-05,True,2,False,2,255.0,False,,xX_darocker_xX,2052992753786077919,18,214.92999267578125,2443.1298828125,17.010000228881836,2710.1998901367188,13409.200439453125,2.0000000298023224,0.3999999910593033,1.2999999523162842,-682.6999664306641,255.0,128.0,,-0.009584455695363757,1.828662713414401,0.0002267705295968177,True,224.0,False,6,False,6,,BABYKATHIM,635519621213957286,25.0,3348.320068359375,4695.22998046875,365.0799865722656,1477.5,-2072.5,12322.099609375,1367.1000671386719,1785.3999328613281,9.399999976158142,255.0,0.0,True,1.3260300922999095,-2.31820101122664,1.6133560671916456,True,False,False,False,149.0,False,
4,366,7,False,False,0,9982.797283428104,-3286.43994140625,-4552.3701171875,627.77001953125,26158.701171875,4116.499938964844,10776.600341796875,588.1999969482422,1287.2000122070312,-5830.5999755859375,0.0,1.097542919844889,0.8237436662129234,-1.8161073249453044,635519621213957286,BABYKATHIM,24.0,-3367.10009765625,-4673.60009765625,463.25,-2822.9998779296875,2996.4999389648438,11302.900390625,-1851.1000061035156,-1980.8999633789062,7.799999713897705,255.0,0.0,True,-1.1180318562553317,2.3663524356406285,1.5628491599177348,True,149.0,False,False,False,False,,2052992753786077919,xX_darocker_xX,18.0,-236.22000122070312,-2532.14990234375,17.010000228881836,-3492.2000122070312,-13324.200439453125,2.0000000298023224,0.09999999776482582,1.1999999731779099,-224.89999771118164,255.0,128.0,,0.009584397767576757,-1.854239915840491,0.00019697366880068565,True,6,False,6,224.0,False,,enpitsu,76561198039309853,27,-2426.43994140625,4645.490234375,17.049999237060547,13566.099853515625,2434.2999267578125,3.100000023841858,0.0,0.0,-2235.800018310547,255.0,0.0,,0.016756076913387763,0.11250750678764704,-2.008402156486195e-06,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-3571.300048828125,-4415.75,545.6900024414062,16302.5,-11997.39990234375,-4349.700012207031,-3077.5,-2133.699951171875,3958.9999389648438,128.0,254.0,,0.05100830789955906,-0.5130835930920633,-1.6842866157536793,True,6,4,False,68.0,False,
5,480,11,False,False,0,8630.605693029676,2374.9599609375,-2846.75,240.61000061035156,-8007.2998046875,13303.00048828125,9564.89990234375,5362.9998779296875,-1468.5000610351562,-2253.9999389648438,0.0,0.5932030917633786,-0.014823360895021755,2.3831655284077304,2052992753786077919,xX_darocker_xX,18.0,2360.489990234375,-2950.469970703125,87.86000061035156,-11638.499755859375,16125.400390625,2705.4998779296875,-5125.10009765625,-1973.3000183105469,-297.7000045776367,255.0,98.0,False,0.6244626242691846,2.240500209539643,0.16230896224877295,True,213.0,False,8,7,False,,635519621213957286,BABYKATHIM,24.0,858.5499877929688,-3078.719970703125,171.30999755859375,21620.10009765625,5587.7001953125,4142.699890136719,404.7999954223633,-2390.2000427246094,-1248.0000305175781,206.0,129.0,False,-0.23687091242125954,0.04316385650867761,0.018496678187938168,True,False,4,4,90.7465206910205,True,,enpitsu,76561198039309853,27,1517.02001953125,2184.330078125,17.049999237060547,-10015.30029296875,1111.1000061035156,3.3000001311302185,-0.09999999776482582,0.0,-2389.499969482422,255.0,0.0,False,0.01668232867283664,2.9848419874017003,-1.6825606488537386e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,379.3800048828125,-930.5599975585938,17.010000228881836,14448.599853515625,-5757.60009765625,2.3000000417232513,0.09999999776482582,0.0,-2041.199951171875,255.0,0.0,,0.00958420242688781,-0.44794470935768954,-1.981619558602684e-05,True,8,6,False,98.0,False,
6,553,13,False,False,0,4701.019350908725,318.2699890136719,598.510009765625,447.0299987792969,-4811.7999267578125,15388.599853515625,795.0,-1748.0000305175781,-3284.2001342773438,210.6999969482422,0.0,0.044503746630165965,-0.5101269106165051,-0.7557694459175438,2052992753786077919,xX_darocker_xX,18.0,345.4100036621094,494.7099914550781,334.8299865722656,-1079.3000030517578,9957.000122070312,-922.5,5060.5999755859375,-1642.4000549316406,-1393.6000061035156,255.0,11.0,,0.6434098623903205,-0.6890292847675838,2.7075545603882976,True,199.0,False,10,8,4,,635519621213957286,BABYKATHIM,24.0,3890.64990234375,-533.5599975585938,22.610000610351562,-7635.0,15681.199951171875,-2085.2000427246094,97.10000038146973,3804.7000122070312,-132.5,255.0,,,0.09160966528035519,2.0444538521164066,-0.18686996094949845,True,False,4,4,,False,,enpitsu,76561198039309853,27,47.7599983215332,3998.340087890625,17.049999237060547,621.1000061035156,8502.000122070312,2.7000001072883606,-0.19999999552965164,1.5000000596046448,-31.500000953674316,255.0,,,0.016713604852587167,-1.6544823291589563,0.00013258998579336083,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-1051.4300537109375,-2468.10009765625,17.010000228881836,-12269.3994140625,6190.10009765625,2.3000000417232513,-0.5999999865889549,0.19999999552965164,-2181.699981689453,255.0,0.0,,0.00956640864684931,2.612232426584407,-7.202384948186126e-05,True,8,6,False,98.0,False,
7,595,15,False,False,1,7797.452861150747,377.8800048828125,-2640.219970703125,220.63999938964844,2395.2999877929688,25758.798828125,9552.19970703125,4245.199890136719,2078.2000732421875,-3695.7000732421875,1.0,0.31153243607226044,1.6648142244004152,-1.2654504325093072,76561198039309853,enpitsu,27.0,361.7099914550781,-2831.6298828125,150.02000427246094,-1338.0999755859375,14394.200439453125,2245.2999877929688,-699.8000335693359,-5423.4002685546875,588.6000061035156,255.0,255.0,,-0.002065983868936455,1.7316699651675262,-0.5901828785570719,True,160.0,False,6,5,False,,bf81d8692db,games5425898691,24.0,2221.8798828125,320.3599853515625,89.81999969482422,6958.800048828125,-17764.200439453125,-675.5999755859375,3904.8001098632812,1571.6000366210938,53.00000190734863,255.0,128.0,,1.1070000654523664,-1.8324624772080595,0.11406445734114576,True,8,False,10,129.0,False,,xX_darocker_xX,2052992753786077919,18,-264.1300048828125,-1770.1199951171875,17.010000228881836,5915.7000732421875,-7630.3997802734375,0.5999999865889549,-0.19999999552965164,0.19999999552965164,2640.0,255.0,255.0,False,-0.009538170861913949,-2.3074427040411045,-7.113466070394331e-06,True,171.8014365883284,True,10,4,8,,BABYKATHIM,635519621213957286,24.0,-2150.7900390625,-166.32000732421875,17.010000228881836,8178.3001708984375,15315.999755859375,-0.29999999329447746,-2.0000000298023224,-3.799999952316284,759.4999694824219,255.0,128.0,False,-0.00959259161171239,2.010260322615125,-0.0001020541185606183,True,4,False,4,204.8801721680549,True,
8,663,17,False,False,0,8588.23034979018,-974.6599731445312,-3447.8701171875,569.8499755859375,-20346.400146484375,-2419.199981689453,1342.7000427246094,-268.799991607666,916.8000030517578,-2361.699981689453,0.0,-0.19575840656141708,2.4064346607549862,0.3282802102268299,635519621213957286,BABYKATHIM,24.0,-891.969970703125,-3570.3798828125,481.989990234375,-16253.800048828125,-12826.700439453125,915.1999664306641,368.1999969482422,2356.199951171875,-4805.799865722656,255.0,128.0,False,-0.7350261945916479,2.1087862686456216,0.7952889727095984,True,126.31451166829756,True,6,False,6,,2052992753786077919,xX_darocker_xX,18.0,-2377.080078125,-1267.8499755859375,16.899999618530273,-8642.000122070312,-19655.50048828125,27.999999523162842,7.599999904632568,21.90000057220459,4.300000071525574,241.0,128.0,False,0.009679493829702889,-1.9838390592630697,0.0012927736017805391,True,10,4,12,99.0,False,,enpitsu,76561198039309853,27,-540.1900024414062,376.8900146484375,17.049999237060547,-6270.5999755859375,-1911.9000244140625,2.5999999046325684,-2.5,-0.5000000074505806,-785.6999969482422,255.0,255.0,True,0.016639955289609893,-2.882178561994678,0.00027175595432907425,True,128.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,-3838.169921875,-1059.219970703125,18.350000381469727,-668.3000183105469,-14080.699462890625,35.69999933242798,7.799999713897705,148.59999656677246,-34.50000047683716,255.0,128.0,,0.008772483486867485,-1.6264052576114165,-0.046088533502594106,True,10,8,False,129.0,False,
9,758,21,False,False,1,3246.7659261880995,3776.389892578125,3641.719970703125,765.5499877929688,-7692.8997802734375,10954.3994140625,11391.600341796875,4839.2999267578125,3445.10009765625,843.6000061035156,1.0,-0.3486187889724074,1.5808968370283234,0.10678555784298217,bf81d8692db,games5425898691,24.0,3818.320068359375,3604.510009765625,603.9299926757812,-2268.300018310547,13627.60009765625,4945.7000732421875,639.900016784668,-4447.9998779296875,1481.300048828125,255.0,209.0,,1.2361893647641125,1.592005280709356,-0.1685731585425958,True,69.16823219227537,True,12,9,False,,76561198039309853,enpitsu,27.0,1073.25,-382.0299987792969,17.049999237060547,-41.70000076293945,-672.3000335693359,2.5999999046325684,-0.5000000074505806,-0.29999999329447746,-20.199999809265137,128.0,128.0,False,-0.01700081975804001,1.6338748947629245,4.375914087790985e-05,True,6,False,6,158.0,False,,xX_darocker_xX,2052992753786077919,18,2463.8798828125,4288.60009765625,17.020000457763672,9667.2998046875,782.6999664306641,1.4000000059604645,-0.19999999552965164,-0.0,3420.4998779296875,255.0,255.0,False,-0.009545430755069431,2.662051086537341,5.103927651837355e-05,True,255.0,False,12,4,10,,BABYKATHIM,635519621213957286,24.0,3946.219970703125,4062.409912109375,531.0900268554688,-1734.6000671386719,2686.4999389648438,-4329.200134277344,159.60000038146973,-37.10000038146973,404.1999816894531,0.0,149.0,False,0.8718067039450473,-2.142462848889559,1.5705703328903702,True,6,False,6,123.0,False,
