,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,175,0.0,False,False,0,5110.481840965232,-44.59000015258789,100.94000244140625,104.44999694824219,-4534.89990234375,-15952.900390625,-1167.699966430664,956.3999938964844,-1471.9000244140625,-5420.999755859375,0.0,-0.03612963797145412,-0.25158247579192716,0.1408206340631899,bf81d8692db,games5425898691,19.0,41.27000045776367,7.619999885559082,92.79000091552734,-345.49999237060547,10289.599609375,1076.9000244140625,898.4999847412109,263.4000015258789,5419.69970703125,255.0,176.0,1.5543888601162255,-2.1644153925704,1.8924163524821496,True,4,3,False,31.0,False,,76561198039309853,enpitsu,24.0,24.90999984741211,-4192.64990234375,17.049999237060547,5752.19970703125,6292.80029296875,3.8999998569488525,-1.4000000059604645,-1.0000000149011612,2497.2000122070312,0.0,128.0,False,0.01668090785269807,0.874088174360758,0.00022467113133015513,True,False,False,False,116.0,False,,Fear,76561198130325356,30,180.35000610351562,5510.75,23.239999771118164,-287.90000915527344,-1848.699951171875,-72.1999979019165,0.3999999910593033,-0.09999999776482582,-0.19999999552965164,245.0,128.0,,0.05552405678939995,-1.7264733265285968,-0.0061231506778555095,True,116.0,False,False,False,False,,Boombastic™,76561198123742043,22.0,-16.270000457763672,218.4199981689453,121.25,6848.499755859375,-6351.300048828125,-548.1000137329102,4762.300109863281,30.59999942779541,-2751.099853515625,255.0,0.0,,1.0776849653339922,0.05595928253910744,1.888352731433198,True,13.0,False,3,4,False,,
1,325,5.0,False,False,0,8757.024230609419,-3943.719970703125,-3069.56005859375,132.27000427246094,2830.1998901367188,-2917.0999145507812,-1864.1999816894531,3578.9999389648438,760.5999755859375,-1938.6000061035156,0.0,0.34279996314061184,-0.5790396903780572,0.8260802447224127,76561198039309853,enpitsu,25.0,-3940.47998046875,-3293.5,40.47999954223633,-5282.8997802734375,20500.10009765625,2384.7000122070312,-1403.0999755859375,1952.2000122070312,-1616.4999389648438,128.0,0.0,-0.07901714753883929,1.7905745167982245,0.4284874068807358,True,False,False,False,221.0,False,,bf81d8692db,games5425898691,19.0,2665.02001953125,-4827.68017578125,17.010000228881836,-15644.69970703125,-11744.100341796875,2.800000011920929,0.19999999552965164,0.0,-2010.2999877929688,255.0,0.0,,0.009574943118679034,-2.5745839412230165,1.9452299739555058e-05,True,6,False,6,255.0,False,,Fear,76561198130325356,17,-3161.43994140625,3811.8701171875,17.049999237060547,214.69999313354492,-10652.7001953125,3.3000001311302185,0.09999999776482582,-5.600000023841858,-1166.3999938964844,255.0,128.0,,0.016701302507322012,-1.5663707090630299,-0.00014615476304256613,True,255.0,False,False,False,False,,Boombastic™,76561198123742043,22.0,2253.679931640625,3289.5,16.489999771118164,-10060.499877929688,17174.69970703125,99.20000076293945,17.40000009536743,7.599999904632568,13.999999761581421,255.0,128.0,,0.017234101800520873,2.102418379843114,0.00012953622050447473,True,218.0,False,6,6,False,,
2,378,7.0,False,False,1,7018.87914542083,2626.06005859375,-1662.3199462890625,754.780029296875,-8812.7001953125,16883.1005859375,8704.299926757812,3826.7999267578125,-3195.7000732421875,3337.9000854492188,1.0,-0.02986717703019699,-0.1924450580469117,-0.12568734486643765,76561198130325356,Fear,17.0,2685.6201171875,-1857.0400390625,622.6500244140625,2866.300048828125,7036.500244140625,3077.0999145507812,2039.9000549316406,2429.7999572753906,4492.699890136719,128.0,14.0,0.6321522685605503,1.5627012224942558,1.2667015883781896,True,4,3,False,182.0,False,,76561198123742043,Boombastic™,21.0,38.650001525878906,-5295.68017578125,17.059999465942383,965.8000183105469,-651.8000030517578,1.8000000715255737,-0.7000000029802322,-2.7000001072883606,8.399999737739563,128.0,128.0,False,-0.01679152727099855,2.1641705992933966,0.0003316909428573628,True,6,False,6,249.0,False,,enpitsu,76561198039309853,25,2247.18994140625,2988.7900390625,17.059999465942383,-8399.099731445312,11326.800537109375,1.8000000715255737,0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,,-0.016746482384153008,0.932745116062884,6.776348532968014e-05,True,221.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-976.989990234375,2181.360107421875,97.3499984741211,1792.7999877929688,-22645.6005859375,-382.20001220703125,4871.400146484375,-16.00000023841858,-22.699999809265137,255.0,128.0,,1.302328201915896,-1.58470876413352,-0.017873105952078593,True,247.0,False,8,8,False,,
3,465,10.0,False,False,0,8535.685356505792,5.460000038146973,-3347.949951171875,247.55999755859375,-2093.9999389648438,24613.1005859375,-2750.10009765625,-3578.9999389648438,2376.4999389648438,-553.8000106811523,0.0,0.09713865919802106,0.13355828004386622,-0.22471926706344492,bf81d8692db,games5425898691,19.0,87.26000213623047,-3404.52001953125,123.87000274658203,-199.69999313354492,-8813.200073242188,3050.7998657226562,-4645.5999755859375,1194.4000244140625,-1182.5,255.0,81.0,-0.40215428136939274,-2.101627366483891,0.05213040362669833,True,10,9,False,180.0,False,,76561198039309853,enpitsu,25.0,8.020000457763672,-3634.080078125,245.63999938964844,683.4999847412109,16891.199951171875,1704.4999694824219,-4808.500061035156,-2383.3999633789062,825.6999969482422,255.0,128.0,False,-0.1913723171632281,1.3873164980164407,-0.10102955102365739,True,2,False,1,171.0,False,,Fear,76561198130325356,17,-2787.72998046875,933.5399780273438,17.059999465942383,8159.1998291015625,6158.900146484375,2.3000000417232513,0.3999999910593033,0.5999999865889549,-2021.6000366210938,255.0,16.0,,0.01668195334630624,0.6151164422885528,-7.298079800475778e-05,True,182.0,False,4,False,4,,Boombastic™,76561198123742043,21.0,1871.4100341796875,3905.260009765625,17.059999465942383,12858.1005859375,-3501.4999389648438,2.3999999463558197,0.0,0.0,-2278.000030517578,255.0,0.0,False,0.01674218727175828,-0.32965257667583353,9.832249412746446e-06,True,255.0,False,6,6,False,,
4,531,13.0,False,False,1,6647.97394788797,358.6300048828125,-1486.219970703125,125.30000305175781,8956.199951171875,18143.699951171875,12597.5,5850.7000732421875,-1315.0,198.09999465942383,1.0,-0.7803852523262415,0.734305040977363,-1.8046213427473863,76561198123742043,Boombastic™,21.0,311.05999755859375,-1667.25,15.760000228881836,10691.500244140625,12045.400390625,-1544.2999267578125,-2872.0999145507812,-3296.4999389648438,3336.6000366210938,255.0,0.0,-0.021055353385939474,2.1655336780432335,-0.03955547922109154,True,6,6,False,168.69073555033694,True,,76561198130325356,Fear,17.0,-895.0800170898438,332.4599914550781,17.059999465942383,-19823.00048828125,3744.2999267578125,2.3999999463558197,0.09999999776482582,-0.0,2064.4000244140625,255.0,255.0,,-0.01677760427151752,0.1096759020303981,2.4549454197808143e-05,True,4,False,4,121.0,False,,enpitsu,76561198039309853,25,804.469970703125,934.1099853515625,17.06999969482422,12081.400146484375,4402.5,0.5000000074505806,0.7000000029802322,0.3999999910593033,23.80000114440918,255.0,128.0,False,-0.016721067504387985,2.789046404914543,-7.384828488332727e-05,True,202.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-702.0399780273438,5285.08984375,16.979999542236328,-5782.1002197265625,-4178.800048828125,6.1000001430511475,12.699999809265137,0.5999999865889549,2438.9999389648438,255.0,255.0,,-0.008945445160626963,-0.6341325914150309,0.001271732288671397,True,210.0,False,10,10,False,,False
5,615,16.0,False,False,1,2458.267412915521,2972.1201171875,3823.639892578125,849.0,8588.599853515625,24391.99951171875,-6466.199951171875,1164.3000030517578,-378.4000015258789,-648.7999725341797,1.0,-0.8961812405571727,0.057937248718253405,-0.873915591685457,76561198123742043,Boombastic™,21.0,2933.5,3566.22998046875,941.5499877929688,5278.499755859375,22341.79931640625,1369.4999694824219,-4391.7999267578125,-3238.5000610351562,688.3000183105469,255.0,128.0,-1.0726433120585877,0.7012753107315159,-0.35851413907049906,True,8,6,False,0.0,False,,76561198130325356,Fear,21.0,-1224.4599609375,-3378.56005859375,17.059999465942383,11341.400146484375,5987.7001953125,1.899999976158142,-0.19999999552965164,-0.0,-222.39999771118164,255.0,128.0,,-0.016731330821021014,2.6762222552743604,0.0001227709792120322,True,6,False,6,152.0,False,,enpitsu,76561198039309853,25,2094.300048828125,4731.58984375,17.06999969482422,2060.7000732421875,6664.7998046875,-0.9000000357627869,-0.7000000029802322,1.0999999940395355,-2463.9999389648438,0.0,128.0,False,-0.01702947485583413,2.799572252122255,7.76622826970026e-05,True,233.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,730.1199951171875,5243.81005859375,17.020000457763672,1224.3000030517578,2450.2000427246094,1.5000000596046448,0.09999999776482582,-1.0000000149011612,1464.2999267578125,255.0,255.0,,-0.009549359732948643,2.1784927002374763,0.00021199792295150215,True,210.0,False,10,10,False,,
6,685,18.0,False,False,0,8972.1380979635,-580.8099975585938,-3826.60009765625,233.69000244140625,7178.0999755859375,32843.20068359375,-1447.7999877929688,-477.79998779296875,3187.2000122070312,-5060.899963378906,0.0,1.0706554087736988,2.045071895023422,2.3705441895484984,bf81d8692db,games5425898691,19.0,-621.02001953125,-3983.179931640625,219.1699981689453,-8801.500244140625,18068.00048828125,1182.3999786376953,-5343.699951171875,513.6000061035156,-1196.1000061035156,255.0,128.0,0.3487531894291209,1.7048428308171377,0.33909369840023357,True,12,11,False,150.528670946757,True,,76561198039309853,enpitsu,25.0,-919.8400268554688,-4251.85986328125,17.06999969482422,-653.3000183105469,-478.1999969482422,0.5000000074505806,1.1999999731779099,-1.899999976158142,0.0,255.0,128.0,False,0.016408700977256992,-2.509800637692271,-5.018464681537595e-07,True,2,False,2,233.0,False,,Fear,76561198130325356,18,-501.25,972.8200073242188,17.059999465942383,-272.7000045776367,-14086.700439453125,1.899999976158142,0.0,-0.19999999552965164,-523.1999969482422,255.0,99.0,,0.016773526829633147,-1.6097037284962652,3.230620817681289e-05,True,213.0,False,6,False,6,,Boombastic™,76561198123742043,21.0,-2899.179931640625,-4259.509765625,17.059999465942383,3314.5999145507812,12682.19970703125,5.199999809265137,-9.100000262260437,4.099999964237213,2240.500030517578,255.0,255.0,,0.016201230000058162,1.3706420117072118,-8.557286007502653e-05,True,0.0,False,6,8,False,,
7,835,24.0,False,False,1,10524.369869188013,-2060.969970703125,-4960.43017578125,1233.4000244140625,-7804.6002197265625,10219.299926757812,9351.199951171875,155.50000190734863,2525.800018310547,-2041.4999389648438,1.0,0.07434701476543507,-2.267964863104889,-1.844932596297865,76561198130325356,Fear,17.0,-1980.52001953125,-5066.85009765625,1039.800048828125,-8312.100219726562,3930.5999755859375,7930.999755859375,-3.8999998569488525,-834.4999694824219,-21.099998950958252,255.0,0.0,0.7719488987214962,-0.022941436139060578,1.5543268811302569,True,10,8,False,172.0,False,,76561198123742043,Boombastic™,21.0,43.2400016784668,-5325.2900390625,17.149999618530273,-4857.300109863281,3636.099853515625,-29.90000009536743,166.49999618530273,-43.400001525878906,1535.2000427246094,128.0,255.0,,-0.019629155730844117,0.7038764185868435,0.00839551434804229,True,10,False,8,163.0,False,,enpitsu,76561198039309853,25,29.540000915527344,3944.81005859375,17.059999465942383,-677.3000335693359,2933.800048828125,1.8000000715255737,0.29999999329447746,-0.0,0.0,0.0,,,-0.01694774922446213,-1.7977523831900406,-3.6408620117653024e-06,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-3827.56005859375,-295.2799987792969,17.739999771118164,-2024.6000671386719,-4941.499938964844,50.10000228881836,-42.39999771118164,156.19999885559082,1305.7000732421875,255.0,255.0,,0.011923182986380529,-1.1260840573761481,-0.02401758449086152,True,255.0,False,12,12,False,,
8,940,27.0,False,False,0,5576.613047542083,3490.72998046875,1696.8599853515625,261.7300109863281,-10611.8994140625,15657.80029296875,-2988.9999389648438,3463.900146484375,-2632.60009765625,4131.600036621094,0.0,-0.4009386101949419,1.5733849275638254,2.321736494337188,bf81d8692db,games5425898691,19.0,3526.830078125,1539.93994140625,207.02000427246094,-6850.3997802734375,10479.599609375,-256.299991607666,-1062.9000091552734,-4864.800109863281,-2335.2000427246094,255.0,64.0,0.3387891120475441,0.7320087669067921,-2.2268279622475857,True,14,13,False,169.48646861507044,True,,76561198039309853,enpitsu,25.0,14.850000381469727,-5209.330078125,17.059999465942383,-1580.2999877929688,-6159.2999267578125,1.8000000715255737,3.0000001192092896,-1.1999999731779099,0.19999999552965164,255.0,128.0,,0.01646792052232497,1.3194692267082133,2.6713415260317635e-05,True,2,False,2,255.0,False,,Fear,76561198130325356,17,4078.93994140625,1716.5400390625,724.739990234375,-2.199999988079071,-7377.80029296875,357.7000045776367,2385.800018310547,-0.09999999776482582,0.09999999776482582,255.0,0.0,,-0.09097696122853395,-1.5540726211758606,1.5692586668411428,True,32.0,False,10,False,10,,Boombastic™,76561198123742043,21.0,323.9200134277344,5137.27978515625,17.049999237060547,-469.90001678466797,308.4000015258789,3.1999999284744263,-0.9000000357627869,-2.0000000298023224,10.59999942779541,0.0,128.0,,0.017217082979984186,-0.5895497493641166,-2.3540349651118617e-05,True,163.0,False,8,10,False,,
9,989,29.0,False,False,1,9445.10258767393,-1830.68994140625,-3902.9599609375,151.9499969482422,8185.10009765625,20650.70068359375,9784.500122070312,2555.0999450683594,3423.3999633789062,-4213.2000732421875,1.0,0.47474723458420987,2.4385382976459886,3.0595148150245857,76561198123742043,Boombastic™,21.0,-1881.97998046875,-4103.6298828125,52.0,-13127.19970703125,12318.499755859375,1935.2999877929688,-1641.0000610351562,1005.4000091552734,-2665.1998901367188,128.0,0.0,-0.029511626054178414,0.9762340090501964,0.028186655042502787,True,12,8,False,79.0,False,,76561198130325356,Fear,17.0,-3558.080078125,-304.5899963378906,17.059999465942383,-6639.7998046875,11154.000244140625,1.8000000715255737,-0.7999999821186066,1.1999999731779099,317.39999771118164,255.0,128.0,,-0.01672902344808358,1.0008113721661647,-0.00025065226853772463,True,10,False,10,32.0,False,,enpitsu,76561198039309853,25,1.8300000429153442,3901.699951171875,91.41000366210938,419.59999084472656,-16404.200439453125,-156.70000076293945,5498.2000732421875,140.600004196167,0.0,255.0,128.0,,-1.3686194586217053,1.5454581766333295,3.1413500421617457,True,255.0,False,4,False,3,,games5425898691,bf81d8692db,19.0,-2165.050048828125,-3474.31005859375,157.35000610351562,12536.500244140625,-14421.600341796875,3030.10009765625,-422.2999954223633,-696.5000152587891,-1702.2999572753906,255.0,141.0,,0.3842383396900901,-1.5896489542058494,0.1400034006617652,True,74.45267088182511,True,14,16,False,,
