,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,166,0,False,False,1,5189.853218363117,-142.69000244140625,55.150001525878906,92.97000122070312,-24799.09912109375,9310.399780273438,0.0,-764.4000244140625,736.2999725341797,5903.699951171875,1.0,0.05557748348048327,-0.37359404930777085,0.03826480509431938,76561198800971706,l4bel,14.0,91.23999786376953,41.709999084472656,58.70000076293945,-10956.199951171875,17576.600341796875,-2177.7000427246094,208.79999160766602,4295.7000732421875,1103.6000061035156,128.0,128.0,False,0.2690417030747719,0.9872807073000339,0.056120895546530096,True,4,4,False,0.0,False,,76561198335822719,Touguinha,18.0,-2792.919921875,-3735.820068359375,17.010000228881836,-15768.1005859375,-9447.899780273438,2.5999999046325684,-0.7000000029802322,-0.19999999552965164,208.1999969482422,255.0,128.0,False,-0.009606604657876635,-0.5635924214781532,-0.00014500137547671034,True,0.0,False,False,False,False,,enpitsu,76561198039309853,26,-175.99000549316406,287.4200134277344,103.16000366210938,10541.600341796875,-20298.699951171875,2272.2999572753906,5370.8001708984375,-510.29998779296875,-1069.3000030517578,255.0,0.0,,-0.5766554494427905,-2.3482386481083473,0.44428235519111675,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,24.0,-324.2900085449219,5019.91015625,17.010000228881836,-2845.7998657226562,9003.300170898438,6.700000166893005,-0.7000000029802322,5.799999833106995,3.0000001192092896,128.0,128.0,-0.009480208953376349,-1.8774376119561147,0.00029929362135572534,True,False,4,4,116.0,False,,
1,265,3,False,False,1,5596.007240283617,-3968.860107421875,2374.419921875,1088.3599853515625,10418.399658203125,22108.701171875,-5555.4998779296875,-3398.599853515625,-4637.39990234375,-1715.5999755859375,1.0,0.8406385259156102,3.082066102004415,0.4558057530796167,76561198800971706,l4bel,14.0,-4078.989990234375,2160.449951171875,1184.4000244140625,3.0000001192092896,21707.80029296875,-131.09999656677246,-2510.2999877929688,-0.5999999865889549,0.0,255.0,0.0,True,-0.10629480228747067,1.5611505650909283,1.571711516709878,True,4,4,False,157.0,False,,76561198335822719,Touguinha,18.0,-1127.5899658203125,-1756.27001953125,17.010000228881836,6052.2998046875,17423.900146484375,2.7000001072883606,0.3999999910593033,1.2999999523162842,0.0,255.0,128.0,False,-0.00960506854318827,1.9051003587700597,-7.31769869260014e-05,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26,3617.31005859375,444.1700134277344,17.059999465942383,-806.3999938964844,18876.8994140625,-3.100000023841858,-0.0,1.0999999940395355,41.500000953674316,255.0,128.0,,-0.016775921660444736,1.5235073154426013,-6.879813595932618e-05,True,223.67379802529524,True,2,False,2,,games5425898691,bf81d8692db,24.0,1099.949951171875,5091.35009765625,78.69999694824219,-10215.499877929688,660.4000091552734,-416.1000061035156,1322.2000122070312,-2438.2000732421875,1104.4999694824219,255.0,255.0,-0.03036455123998304,0.06796800665963941,-1.178812645615499,True,False,4,4,116.0,False,,
2,341,6,False,False,1,2506.680499981236,-1399.530029296875,4133.02978515625,604.9000244140625,18482.5,-2552.899932861328,7039.2999267578125,1569.9000549316406,-559.1999816894531,735.2999877929688,1.0,-0.8602811443879027,-0.6963662151195084,0.5649314407557843,76561198800971706,l4bel,14.0,-1463.0,4166.4501953125,450.2300109863281,14448.00048828125,3896.9000244140625,3956.099853515625,4708.900146484375,-2568.9999389648438,-1111.3999938964844,128.0,0.0,,0.4773557105794936,-1.7116795914600484,1.5494492979534387,True,6,4,False,48.23471828942661,True,,76561198335822719,Touguinha,18.0,-962.6400146484375,1960.3199462890625,17.010000228881836,4386.7999267578125,9082.000122070312,2.5999999046325684,0.3999999910593033,1.1999999731779099,79.80000019073486,255.0,128.0,,-0.009523081088189111,2.0097368249163825,-0.00013093264925385822,True,246.0,False,4,4,False,,enpitsu,76561198039309853,26,968.8900146484375,4938.8798828125,17.059999465942383,-17005.2001953125,4006.099853515625,2.3000000417232513,1.4000000059604645,-0.19999999552965164,1744.9000549316406,0.0,255.0,,-0.016854495950287228,0.18870981732990275,0.0001878032189939001,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-890.0800170898438,4318.4599609375,383.2900085449219,-7893.599853515625,-7983.800048828125,5020.5999755859375,32.99999952316284,-1221.6000366210938,148.29999923706055,255.0,123.0,1.0744693747983016,0.19883048323365857,1.0896010736236443,True,False,6,4,56.46050726726491,True,,
3,416,9,False,False,1,3004.6556050749987,3412.5400390625,3498.360107421875,108.11000061035156,5823.599853515625,18653.599853515625,-167.5,717.2000122070312,-3642.5,4713.500061035156,1.0,0.05055134602857118,-0.521576401739259,1.3784481998436846,76561198335822719,Touguinha,18.0,3473.18994140625,3364.949951171875,34.61000061035156,16367.900390625,15282.099609375,1902.8999328613281,-2812.39990234375,3906.7999267578125,-2396.0000610351562,255.0,255.0,,-0.09122244283311294,2.279331541529232,0.02403009019139811,True,5,4,False,87.59346234926613,True,,76561198800971706,l4bel,14.0,1177.510009765625,4703.1201171875,17.010000228881836,5470.2001953125,-5496.500244140625,2.5999999046325684,-0.7000000029802322,0.7999999821186066,582.0000076293945,255.0,128.0,False,-0.009504575037698597,-2.397561377758488,-0.0002629262945844879,True,44.0,False,6,4,False,,enpitsu,76561198039309853,26,3209.89990234375,3789.840087890625,117.04000091552734,22375.80078125,-3544.5001220703125,3458.5000610351562,-0.0,0.3999999910593033,-9.100000262260437,128.0,128.0,,-0.016945579637057735,-2.9802415630306243,-1.1539036361859005e-05,True,118.0,False,4,False,2,,games5425898691,bf81d8692db,24.0,-3902.85009765625,1216.47998046875,27.889999389648438,2710.7998657226562,-13395.699462890625,-743.0000305175781,184.69999313354492,-1326.7999267578125,2098.5000610351562,255.0,255.0,-0.06588975884731903,-1.8317250413991841,-0.28945548860735487,True,False,6,6,19.0,False,,
4,419,9,False,False,0,9137.227789089884,-3513.639892578125,-3614.25,93.56999969482422,-16161.300048828125,7954.0997314453125,2887.0001220703125,-3292.0001220703125,-4682.799987792969,-1798.0999755859375,0.0,0.23718851941122282,0.6651149539757811,1.2489353330545678,76561198039309853,enpitsu,26.0,-3447.6201171875,-3760.5,152.44000244140625,-21014.69970703125,1154.000015258789,3203.599853515625,2400.0,1488.3000183105469,3894.1000366210938,128.0,128.0,,-0.044678103507575825,3.1168249269963963,-0.08291811049508142,True,4,2,False,118.0,False,,bf81d8692db,games5425898691,24.0,3857.260009765625,-1076.3800048828125,19.700000762939453,-5479.2999267578125,12430.899658203125,-719.8999786376953,-257.90000915527344,2077.5999450683594,2078.300018310547,255.0,255.0,,0.04916082070363474,2.0644715810491845,-0.10667692451532501,True,19.0,False,6,6,False,,l4bel,76561198800971706,14,-1242.469970703125,-4642.56982421875,17.010000228881836,-6385.8001708984375,5713.599853515625,2.5999999046325684,-0.9000000357627869,0.9000000357627869,78.69999885559082,255.0,128.0,False,0.009534916781887469,2.422645660145263,-0.0001310913768502716,True,44.0,False,6,False,4,,Touguinha,76561198335822719,18.0,-3650.489990234375,-3537.139892578125,54.84000015258789,-16345.699462890625,-16047.7001953125,1503.0999755859375,2225.7000732421875,-3013.599853515625,-753.8999938964844,255.0,255.0,0.5635351401000761,-2.376804734071029,0.1255926276874932,True,False,6,4,86.0,False,,
5,420,9,False,False,1,3067.1779299114596,3551.409912109375,3604.949951171875,105.26000213623047,1019.1000366210938,4665.400085449219,4152.900085449219,1470.3999328613281,637.0999908447266,5782.0001220703125,1.0,-0.22123286869748182,-0.7809003921377968,1.1081347382895637,76561198335822719,Touguinha,18.0,3706.06005859375,3588.3798828125,58.68000030517578,16900.899658203125,14735.30029296875,896.2999725341797,-95.50000190734863,1643.8999938964844,3144.5001220703125,255.0,255.0,,-0.6432279888090267,2.31955062379262,0.155631701200884,True,6,4,False,86.0,False,,76561198800971706,l4bel,14.0,1264.2099609375,4623.2900390625,17.010000228881836,6598.4002685546875,-5829.6002197265625,2.5999999046325684,0.5000000074505806,-0.7999999821186066,43.09999942779541,255.0,128.0,False,-0.00955017784167065,-2.4244667226939867,-8.199529489365797e-05,True,44.0,False,6,4,False,,enpitsu,76561198039309853,26,3517.659912109375,3756.659912109375,162.66000366210938,21014.69970703125,-1154.000015258789,2986.7999267578125,-2059.1000366210938,-1334.9000549316406,3656.4999389648438,128.0,0.0,,0.0882220931274256,3.0365342473424013,-0.15755814864482828,True,118.0,False,4,False,2,,games5425898691,bf81d8692db,24.0,-3857.260009765625,1076.3800048828125,19.700000762939453,5479.2999267578125,-12430.899658203125,-719.8999786376953,257.90000915527344,-2077.5999450683594,2078.300018310547,255.0,255.0,-0.04916082070363474,-2.0644715810491845,-0.10667692451532501,True,False,6,6,19.0,False,,
6,422,9,False,False,0,9136.071100388797,-3572.219970703125,-3595.31005859375,127.36000061035156,-3555.4998779296875,9261.599731445312,926.3999938964844,-1641.1000061035156,-5021.700134277344,-2843.9999389648438,0.0,0.16836756282183432,0.8215149264738365,0.8063770188095832,76561198039309853,enpitsu,26.0,-3689.510009765625,-3748.9599609375,185.8800048828125,-20227.80029296875,691.5000152587891,2643.9999389648438,3451.0000610351562,689.7000122070312,34.60000038146973,128.0,0.0,,-0.11329948085025127,-2.862488778868657,-0.4013209551833882,True,4,2,False,118.0,False,,bf81d8692db,games5425898691,24.0,3774.800048828125,-942.530029296875,16.3700008392334,-8403.499755859375,10486.099853515625,57.10000038146973,-49.099998474121094,90.39999961853027,2216.3999938964844,255.0,255.0,,0.007074353635762943,2.3194131955670256,0.0050905658508496624,True,19.0,False,6,6,False,,l4bel,76561198800971706,14,-1321.3499755859375,-4573.25,17.010000228881836,-7055.5999755859375,6151.5997314453125,2.5999999046325684,-0.3999999910593033,0.7000000029802322,9.599999785423279,255.0,128.0,False,0.009550244975018636,2.4261948352809273,-7.374321235115169e-05,True,44.0,False,6,False,4,,Touguinha,76561198335822719,18.0,-3845.97998046875,-3710.72998046875,66.68000030517578,-15960.2001953125,-14261.400146484375,2903.800048828125,-1583.5000610351562,3837.9998779296875,3607.2000122070312,255.0,255.0,0.6813838418415619,-1.955644940914042,0.23975123128062423,True,False,6,4,86.0,False,,
7,479,11,False,False,0,7941.859297917581,-3957.169921875,-2188.18994140625,144.0500030517578,-9641.599731445312,10746.600341796875,3960.1998901367188,3280.7000732421875,1626.1000061035156,4753.0999755859375,0.0,1.2159545197562942,-0.8940814551752556,0.44147526435019324,76561198039309853,enpitsu,25.0,-3835.909912109375,-2201.510009765625,62.52000045776367,-3516.4999389648438,21895.50048828125,-635.6999969482422,-415.29998779296875,-3002.9000854492188,4588.999938964844,255.0,128.0,False,0.5868930790746151,2.5908001989024427,0.1291409825062035,True,4,2,False,42.90412887706551,True,,bf81d8692db,games5425898691,24.0,2953.360107421875,-2718.679931640625,17.020000457763672,3717.9000854492188,-15506.300048828125,1.2999999523162842,0.0,0.0,3.8999998569488525,255.0,128.0,,0.009590933727296785,-1.3348561822469112,-2.3385249536472385e-05,True,0.0,False,6,6,False,,l4bel,76561198800971706,14,-3064.25,-1272.199951171875,15.579999923706055,-9455.700073242188,20741.10107421875,-390.60001373291016,849.5999908447266,386.8000030517578,5.899999737739563,255.0,128.0,False,0.019419397843604455,1.9985622708923512,2.5353786112561232e-05,True,8.0,False,8,False,6,,Touguinha,76561198335822719,18.0,-3923.090087890625,-2721.25,33.29999923706055,-6010.999755859375,14340.30029296875,1837.1000671386719,-447.00000762939453,3322.5,-2063.5000610351562,255.0,0.0,-0.14201339008035893,1.933343240052146,0.306057498816552,True,False,6,4,1.4391054825116427,True,,
8,593,15,False,False,0,5431.160481753539,-3753.030029296875,521.030029296875,104.44000244140625,-277.5,15988.499755859375,1500.8999633789062,172.60000228881836,1671.300048828125,2024.1000366210938,0.0,1.3329036424599785,0.5055835090786664,1.9016596217850699,76561198039309853,enpitsu,25.0,-3765.81005859375,345.8599853515625,16.639999389648438,-1036.6999816894531,12030.50048828125,-377.7000045776367,49.20000076293945,2041.300048828125,-1863.8999938964844,255.0,128.0,,0.015098172609504273,1.6485968107824667,0.01739343518191152,True,4,2,False,,False,,bf81d8692db,games5425898691,24.0,-269.94000244140625,-2071.760009765625,17.020000457763672,8781.799926757812,14411.300048828125,1.4000000059604645,0.09999999776482582,0.0,-238.60000610351562,255.0,128.0,,0.009597369202673437,1.0004397812666854,0.00011214440374029119,True,242.0,False,6,6,False,,l4bel,76561198800971706,14,-2878.14990234375,3856.360107421875,17.0,-5529.000244140625,-6381.9000244140625,4.300000071525574,0.5999999865889549,0.29999999329447746,2130.7000732421875,255.0,255.0,False,0.00950921537121585,-2.2893725289610254,0.0002343935067361565,True,255.0,False,8,False,6,,Touguinha,76561198335822719,18.0,-2538.239990234375,1885.030029296875,17.010000228881836,-6369.6002197265625,4857.799987792969,2.5,-1.0000000149011612,0.5000000074505806,300.40000915527344,255.0,128.0,0.009505989037346277,2.543030722350881,-0.00020614994293508636,True,False,8,6,229.0,False,,False
9,608,16,False,False,0,4723.239760012869,-3767.8798828125,1390.1600341796875,94.80000305175781,-148.69999885559082,14639.7998046875,1035.6999969482422,-2787.60009765625,1336.4999389648438,2024.1000366210938,0.0,0.7538196622645883,-2.88448220651401,-2.5496429592447867,76561198039309853,enpitsu,26.0,-3777.280029296875,1075.8499755859375,17.049999237060547,-1316.3999938964844,13422.5,3.1999999284744263,0.3999999910593033,-6.1000001430511475,820.2999877929688,255.0,128.0,,0.016740166507512755,1.707036984442666,-5.0303545612780606e-06,True,5,2,False,,False,,bf81d8692db,games5425898691,24.0,238.8800048828125,-1264.4200439453125,17.020000457763672,7021.500244140625,15160.0,1.5999999642372131,-0.5000000074505806,-1.0999999940395355,1805.2000427246094,255.0,255.0,,0.009583088222297169,1.1812460865391543,0.00017025020917555168,True,242.0,False,6,6,False,,l4bel,76561198800971706,14,-3210.919921875,3370.449951171875,17.0,-8883.800048828125,-9795.30029296875,1.5000000596046448,0.3999999910593033,0.3999999910593033,-152.2000026702881,255.0,128.0,False,0.00956832214194317,-2.32455719871953,0.0001267848048153061,True,236.09724733137315,True,8,False,6,,Touguinha,76561198335822719,18.0,-3059.7900390625,2093.64990234375,17.010000228881836,-12569.300537109375,1867.7999877929688,0.5000000074505806,-1.0000000149011612,-0.09999999776482582,159.89999771118164,255.0,128.0,0.009542297648441916,3.0116078989485717,-0.0001615228958101432,True,False,8,6,211.80006888604933,True,,False
