,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_1_handbrake
10,1059,23,False,False,1,10156.092633915172,-3617.179931640625,-3958.2099609375,107.87999725341797,23116.0009765625,-2566.4999389648438,2731.400146484375,2882.5,485.40000915527344,-5239.69970703125,1.0,0.8608533611270565,-1.1087188499943454,-0.48762033832190915,76561198310925576,Ramos,14.0,-3814.949951171875,-3989.93994140625,30.360000610351562,5042.099914550781,11673.299560546875,-4105.799865722656,2132.5,-4321.300048828125,-2651.0000610351562,255.0,0.0,,-0.31231547055587533,2.109607679512094,0.1763735651762412,True,212.64926462532375,True,False,False,False,,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,3549.169921875,-1591.1500244140625,17.010000228881836,-4929.599914550781,-21407.099609375,2.800000011920929,-0.19999999552965164,-0.9000000357627869,-1831.0000610351562,191.0,0.0,,-0.009610286764527123,-1.2862724458836658,-0.00011248265474583753,True,196.0,False,8,8,False,,games5425898691,bf81d8692db,18.0,-2512.820068359375,-5064.97998046875,69.72000122070312,5051.600036621094,2031.9999694824219,-2385.500030517578,1964.4000244140625,1348.699951171875,1735.0999450683594,255.0,255.0,-0.3742414639451342,2.7601711353669924,-0.828276534493747,True,4,False,4,173.0,False,,enpitsu,76561198039309853,26.0,-1691.52001953125,63.36000061035156,17.040000915527344,5386.199951171875,-12593.800048828125,4.900000095367432,0.09999999776482582,-0.19999999552965164,-2240.800018310547,255.0,0.0,,-0.016741272183339498,-1.9106882216575825,-3.0113811333628978e-05,True,False,2,2,255.0,False,,
11,1113,25,False,False,1,9568.29333455139,411.32000732421875,-4416.009765625,145.6999969482422,-17864.89990234375,7281.7999267578125,13868.699951171875,840.0,5849.0997314453125,-1040.199966430664,1.0,0.6634436886591217,-2.1615972406345896,-0.42446011953834994,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,578.3599853515625,-4487.240234375,13.739999771118164,-17698.00048828125,-204.89999771118164,-763.3000183105469,-1260.999984741211,327.00000762939453,-3277.9000854492188,179.0,128.0,,0.004226082581299341,0.11377922828808433,0.08233859895390416,True,192.0,False,8,False,8,,76561198310925576,Ramos,14.0,-1215.9599609375,-4664.18994140625,17.010000228881836,11941.300048828125,-3003.800048828125,2.8999999165534973,-0.19999999552965164,-0.5000000074505806,2271.4999389648438,255.0,255.0,,-0.00958892777834512,-2.951726312430437,2.447312722786334e-05,True,172.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-63.15999984741211,-4119.3798828125,51.81999969482422,21866.4990234375,-6178.0999755859375,3561.7001342773438,-167.70000457763672,-599.900016784668,235.9000015258789,255.0,155.0,0.008585864649585589,-2.8671833769452975,0.0005700748333344026,True,4,False,5,80.0,False,34.0,enpitsu,76561198039309853,26.0,187.24000549316406,-2463.179931640625,17.040000915527344,20969.09912109375,3953.800048828125,4.799999892711639,-0.19999999552965164,-0.0,2068.3999633789062,255.0,255.0,,-0.016766026044614375,2.8758788807042,2.5452006112027672e-05,True,False,2,2,155.0,False,,
12,1218,29,False,False,1,8086.111237421491,-2869.159912109375,-2016.030029296875,361.07000732421875,2476.699981689453,32583.20068359375,3252.60009765625,765.9999847412109,5948.3001708984375,-174.59999084472656,1.0,-0.3668616424240359,-1.3101395358025618,2.2402007125942713,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-2859.820068359375,-2247.659912109375,224.5500030517578,227.70000457763672,20539.7998046875,3706.0000610351562,-2943.699951171875,-3618.699951171875,-299.89999771118164,212.0,229.0,,0.6095786622852111,1.6177905914874888,-0.30037378910619,True,92.74817208320863,True,10,False,9,,76561198310925576,Ramos,14.0,-1540.22998046875,-3018.52001953125,17.010000228881836,9455.399780273438,-2350.7000732421875,2.8999999165534973,-0.0,-0.0,-2429.7000122070312,255.0,0.0,False,-0.009527753624054924,-2.8489073020185782,7.997691691264993e-06,True,172.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,1840.030029296875,-775.6799926757812,17.010000228881836,-9077.5,21045.30029296875,2.7000001072883606,-1.0000000149011612,2.800000011920929,966.6000366210938,255.0,255.0,-0.009600619457287527,1.156264265127159,0.00013217488564944474,True,4,False,6,177.0,False,,enpitsu,76561198039309853,26.0,-2739.1298828125,-1880.4200439453125,211.9199981689453,-9122.2998046875,-13628.900146484375,3069.2001342773438,4129.89990234375,-3607.2000122070312,425.6999969482422,255.0,128.0,,0.0575206000410454,-0.8483606834478243,0.09309017613778911,True,False,4,3,112.0,False,,
13,1357,34,False,False,1,4447.427998838874,-1788.6099853515625,1594.22998046875,98.37000274658203,-1936.9999694824219,16597.39990234375,8060.3997802734375,4665.899963378906,-792.3000335693359,3687.9000854492188,1.0,-0.28713682897532483,-1.1840408459087581,-2.4701732029026373,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-1758.4000244140625,1447.5,15.65999984741211,7513.499755859375,9238.099975585938,-136.19999885559082,83.19999694824219,69.0999984741211,1271.9000244140625,0.0,255.0,,-0.005344149379524172,2.1171641695219727,0.01573594484232674,True,196.0,False,10,False,10,,76561198310925576,Ramos,14.0,879.4000244140625,337.95001220703125,17.010000228881836,7558.599853515625,6707.2998046875,2.5999999046325684,0.5000000074505806,-0.29999999329447746,0.0,255.0,128.0,,-0.0095894381395372,2.4157950314399237,-1.1558324413509042e-05,True,103.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-27.540000915527344,4851.4501953125,17.010000228881836,-642.6999664306641,-7072.0001220703125,2.7000001072883606,2.0000000298023224,-0.0,-105.9000015258789,0.0,100.0,-0.009626479584462914,-1.5104248409822998,-0.0002067104145672192,True,4,False,6,241.0,False,,enpitsu,76561198039309853,26.0,-3564.10009765625,542.510009765625,17.040000915527344,-2647.60009765625,20088.00048828125,4.4999998807907104,-0.5000000074505806,6.3999998569488525,-1301.9000244140625,255.0,128.0,,-0.01677643385106989,1.5081890395132083,4.444294853098066e-05,True,False,4,4,,False,,
14,1418,36,False,False,1,3082.29431143686,-2181.85009765625,4974.5400390625,259.80999755859375,15954.300537109375,21320.30029296875,-539.5999908447266,2909.7000122070312,414.3000030517578,-5230.8001708984375,1.0,-0.9967328570738015,-1.1420101965883989,-2.626282359409403,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-2290.2099609375,4875.97021484375,261.2699890136719,-3521.7999267578125,19716.99951171875,-266.5999984741211,-5364.1998291015625,954.4999694824219,-750.5999755859375,209.0,68.0,,-0.9201377505772944,1.593111927856896,0.08052864055684471,True,133.0,False,12,False,11,,76561198310925576,Ramos,15.0,339.3800048828125,1746.3299560546875,17.010000228881836,-4294.200134277344,7426.500244140625,2.5999999046325684,0.3999999910593033,-1.0999999940395355,-59.80000019073486,128.0,128.0,,-0.009627041540144739,1.056441750260301,0.00011004098417991422,True,103.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-548.6699829101562,4742.830078125,17.010000228881836,-2390.0,2606.4999389648438,2.8999999165534973,-0.3999999910593033,0.5999999865889549,1500.3999328613281,255.0,255.0,-0.009494396322424558,0.933602756781307,0.00019926008464903703,True,4,False,6,241.0,False,,enpitsu,76561198039309853,26.0,-1900.3599853515625,4395.68994140625,17.040000915527344,21045.50048828125,3267.5,4.799999892711639,0.9000000357627869,0.09999999776482582,-1976.0000610351562,255.0,0.0,,-0.01678141796942639,3.055997118199549,-9.672669507169698e-05,True,False,4,4,0.0,False,,
15,1470,38,False,False,0,8275.11313806644,578.0399780273438,-3002.77001953125,108.08000183105469,-3254.89990234375,21112.60009765625,2633.900146484375,811.1000061035156,-2258.3999633789062,-3015.2999877929688,0.0,-0.3909787685882542,-0.6077527298134335,-1.7088667687481423,bf81d8692db,games5425898691,18.0,588.6300048828125,-3279.489990234375,17.010000228881836,-9383.300170898438,17755.6005859375,0.19999999552965164,2.0999999344348907,-3.799999952316284,-972.6000213623047,255.0,0.0,,0.009603191918875818,2.051490794234963,-0.00011294289495694783,True,137.58928173844535,True,6,False,4,,76561198039309853,enpitsu,26.0,-145.97000122070312,-4815.85009765625,17.049999237060547,-8473.800048828125,-6579.0997314453125,3.700000047683716,0.0,0.0,-2383.9999389648438,255.0,0.0,False,0.01669761448829496,-2.5321675410622078,8.980705117823944e-06,True,31.0,False,4,4,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,2601.760009765625,-4725.47998046875,17.0,-6528.599853515625,6074.69970703125,2.0000000298023224,-0.5000000074505806,0.29999999329447746,-2467.5999450683594,255.0,0.0,0.009533962424223089,2.364305131593068,-5.0534307912490746e-05,True,12,False,12,82.85420216796217,True,,Ramos,76561198310925576,15.0,522.780029296875,-1498.4200439453125,17.010000228881836,-4581.700134277344,12987.60009765625,2.5,-0.19999999552965164,1.1999999731779099,78.09999942779541,255.0,128.0,False,0.009580425090769212,1.9209176272838335,-0.00011074724547666049,True,False,False,False,80.0,False,,
16,1505,39,False,True,0,5671.0568370042065,177.47999572753906,-428.5299987792969,109.54000091552734,441.1000061035156,28070.6005859375,299.50000762939453,-1588.8999938964844,-4007.60009765625,-296.200008392334,0.0,0.5673182931393442,-1.3758168120046725,2.809191079449334,bf81d8692db,games5425898691,18.0,112.11000061035156,-746.8800048828125,59.7599983215332,3475.2999877929688,22547.900390625,2903.3999633789062,-2007.7000427246094,-1080.5999755859375,285.2000045776367,255.0,227.0,,0.036213048982168275,1.0446777752118566,-0.015205766330714765,True,131.0,False,8,False,5,,76561198039309853,enpitsu,26.0,-1687.260009765625,-4900.06005859375,17.049999237060547,-15581.99951171875,-423.4000015258789,3.1999999284744263,-2.3999999463558197,0.0,-570.6000137329102,255.0,128.0,False,0.016773971947461722,3.1279065395149708,0.00012799034050415574,True,5.0,False,4,4,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,3087.10009765625,-4019.31005859375,17.0,11964.000244140625,3645.1998901367188,1.8000000715255737,-1.8000000715255737,-0.29999999329447746,2191.999969482422,255.0,255.0,0.009559438891427774,0.33569606070055563,0.0001916570221488994,True,12,False,12,236.16243430363235,True,,Ramos,76561198310925576,15.0,405.010009765625,345.80999755859375,17.010000228881836,-740.8000183105469,17547.39990234375,2.5,0.0,0.7000000029802322,1.899999976158142,255.0,128.0,False,0.009601322106106695,1.6132942982782827,-6.304180254058055e-05,True,False,False,False,49.0,False,,
17,1529,40,False,False,1,7167.147634693635,-198.3300018310547,-1943.1099853515625,93.18000030517578,12269.7998046875,-23440.70068359375,732.0999908447266,5434.4000244140625,2534.7999572753906,-201.90000534057617,1.0,-0.41081612959195607,-2.629932490951228,0.926749988586264,76561198310925576,Ramos,15.0,-380.20001220703125,-1888.0999755859375,66.12000274658203,8183.800048828125,-21338.9990234375,2582.60009765625,3920.7000732421875,2536.300048828125,2182.7000427246094,255.0,128.0,False,-0.11971935084427211,-2.198766882393039,0.006665915210665501,True,14.608619233613375,True,4,False,3,,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-3619.050048828125,2867.22998046875,17.0,-1608.3000183105469,-19664.000244140625,1.5000000596046448,-0.0,-0.7999999821186066,6.1000001430511475,255.0,128.0,,-0.009602619272061836,-1.4900436890564384,-7.486851352740093e-05,True,161.0161719399114,True,12,12,False,,games5425898691,bf81d8692db,18.0,-416.2300109863281,-1312.4100341796875,58.5099983215332,-3434.7000122070312,-22215.400390625,-1946.9999694824219,946.1000061035156,1090.1000213623047,899.1999816894531,255.0,255.0,0.1264089027336786,-1.13205641541476,0.6255186609460903,True,6,False,8,131.0,False,,enpitsu,76561198039309853,26.0,3035.8798828125,4646.9501953125,17.969999313354492,9829.099731445312,-10036.199951171875,23.900001049041748,226.39999389648438,32.10000038146973,-2953.2000732421875,255.0,0.0,False,-0.026267061739658565,-2.1854073302427346,0.03231220753454847,True,False,4,4,5.0,False,,
18,1613,43,False,False,1,10268.416909181058,2397.39990234375,-5018.06005859375,1136.719970703125,10436.700439453125,2171.3999938964844,3024.5001220703125,3216.9000244140625,1655.3999328613281,813.7000274658203,1.0,-0.47191312679224856,-2.1027328053470073,-0.06967319951015613,76561198310925576,Ramos,14.0,2211.2900390625,-5102.9599609375,1015.0499877929688,9007.000122070312,-1.5000000596046448,3133.599853515625,-0.5000000074505806,279.6999931335449,-0.19999999552965164,255.0,128.0,,0.33852651021333074,-3.1314843035008884,-1.5677181464104941,True,31.0,False,4,False,4,,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-2839.68994140625,-3633.699951171875,17.010000228881836,14769.000244140625,-14862.60009765625,2.5999999046325684,0.5999999865889549,-0.0,15.299999713897705,128.0,128.0,,-0.009612400083470606,-2.3550737879519787,-4.545014159133028e-05,True,255.0,False,14,14,False,,games5425898691,bf81d8692db,18.0,4077.760009765625,-3631.7900390625,415.6300048828125,352.7000045776367,6333.800048828125,9214.7998046875,1556.7999267578125,-2.0000000298023224,896.1000061035156,128.0,0.0,1.302855587670699,1.6253802224990146,-1.5569941995937726,True,6,False,8,255.0,False,,enpitsu,76561198039309853,26.0,3567.199951171875,-479.69000244140625,17.059999465942383,-893.0000305175781,-8059.69970703125,1.899999976158142,0.5000000074505806,-0.0,0.0,0.0,128.0,,-0.01728429241126326,-1.4604358179432921,3.591931475352879e-07,True,False,4,4,255.0,False,,
19,1632,44,False,False,1,10182.969854981797,3141.239990234375,-4792.35986328125,1199.8499755859375,20039.000244140625,14391.400146484375,514.3999862670898,-1276.9000244140625,-4400.299987792969,3873.699951171875,1.0,-0.3776287615599598,1.3043835517316742,2.417365916653019,76561198310925576,Ramos,14.0,2983.510009765625,-4852.2998046875,1135.6700439453125,14399.3994140625,6620.30029296875,345.09998321533203,-1401.6000366210938,5310.4998779296875,-288.1999969482422,255.0,128.0,False,0.136203020437214,2.962758453288794,-0.29728529161820816,True,2.8027355209473623,True,6,False,5,,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-1789.6199951171875,-4248.580078125,17.010000228881836,16288.199462890625,-2810.1998901367188,2.7000001072883606,-0.29999999329447746,-0.0,-1230.4000091552734,128.0,0.0,,-0.009636904028006054,-2.973087732690119,-0.0003211860196470476,True,255.0,False,14,14,False,,games5425898691,bf81d8692db,18.0,4034.18994140625,-3875.81005859375,983.9400024414062,-2269.4000244140625,-7453.599853515625,5363.900146484375,1951.6000366210938,-348.80001068115234,-814.7000122070312,255.0,0.0,0.6216332914022489,-1.2630448133573515,1.5799339019886507,True,6,False,8,255.0,False,,enpitsu,76561198039309853,26.0,3575.64990234375,-403.3699951171875,17.059999465942383,656.6999816894531,5928.599853515625,1.899999976158142,-0.3999999910593033,-0.0,0.0,0.0,128.0,,-0.016955452333670906,-1.4604332510590339,-4.422258674063639e-06,True,False,4,4,255.0,False,,
20,1643,44,False,False,0,2976.7383806697558,-3701.7900390625,4145.759765625,1167.43994140625,11701.300048828125,-16882.2998046875,2595.5999755859375,1721.4999389648438,-1331.4999389648438,-5591.300048828125,0.0,0.5957627806333771,-2.3051247289057333,0.6826743130015255,bf81d8692db,games5425898691,18.0,-3891.72998046875,4136.06982421875,1089.2099609375,8787.60009765625,6124.1998291015625,964.4999694824219,-1662.1000671386719,1376.4999389648438,-1217.3999786376953,255.0,0.0,,-0.09666518923234946,0.8942501081284006,1.5661683089941352,True,255.0,False,9,False,6,,76561198039309853,enpitsu,26.0,-3606.6201171875,123.83000183105469,17.059999465942383,-767.3999786376953,-6926.099853515625,1.899999976158142,0.5999999865889549,0.0,0.0,255.0,128.0,,0.016749344738147143,1.460431731740179,-6.915442612845638e-07,True,255.0,False,4,4,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,1216.739990234375,4480.02001953125,17.010000228881836,-12338.800048828125,6796.400146484375,2.5999999046325684,0.5999999865889549,-0.19999999552965164,-22.699999809265137,128.0,128.0,0.00965325879950063,2.634635896652856,6.842405221638763e-05,True,14,False,14,255.0,False,,Ramos,76561198310925576,14.0,-3386.699951171875,4582.759765625,1133.969970703125,-10793.399658203125,-9425.399780273438,-148.90000343322754,2061.699981689453,-4861.600036621094,-1537.2000122070312,128.0,128.0,False,0.9752614051059434,0.8578580597775668,-2.6165358860504795,True,False,6,5,0.0,False,,
21,1704,46,False,False,0,4652.551500501552,-1166.1800537109375,495.29998779296875,136.66000366210938,10135.399780273438,2001.4999389648438,5976.9000244140625,4966.000061035156,-3099.1000366210938,-1316.6000366210938,0.0,0.8984723529415982,2.8974337086676063,0.3048353031280222,76561198039309853,enpitsu,26.0,-1272.0899658203125,419.2799987792969,17.059999465942383,20028.299560546875,2937.60009765625,1.8000000715255737,0.09999999776482582,0.5999999865889549,0.7000000029802322,128.0,0.0,,0.016808077301397818,0.14574537433550971,-2.2506798786434954e-05,True,120.0,False,4,False,4,,bf81d8692db,games5425898691,18.0,-1238.93994140625,4053.659912109375,430.7200012207031,12816.8994140625,-656.1000061035156,-8924.199829101562,-145.20000457763672,233.1999969482422,140.6999969482422,255.0,128.0,,-0.3827959212863578,0.3739117047577415,0.605391039494314,True,255.0,False,10,8,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,230.44000244140625,3493.919921875,17.010000228881836,13248.1005859375,-14490.799560546875,0.09999999776482582,0.19999999552965164,-0.7000000029802322,1.4000000059604645,255.0,128.0,0.009613980264585091,-0.8299510644524992,-5.5860499948603245e-05,True,14,False,14,179.94178042616895,True,,Ramos,76561198310925576,14.0,-3050.260009765625,2792.169921875,17.010000228881836,6170.30029296875,-7283.0999755859375,5.699999928474426,-3.3000001311302185,-1.2999999523162842,2393.8999938964844,255.0,255.0,False,0.00974286916280832,-0.831153489783054,7.016450287499086e-05,True,False,6,6,0.0,False,,
22,1757,48,False,False,0,4551.257471722594,720.9000244140625,885.6400146484375,114.80999755859375,990.6999969482422,15482.60009765625,7255.999755859375,2215.0999450683594,3533.2998657226562,4313.699951171875,0.0,-0.14282119380354005,-2.5212753711153697,1.1004104602822493,76561198039309853,enpitsu,26.0,772.8599853515625,724.1599731445312,48.15999984741211,6522.0001220703125,11519.3994140625,2977.0001220703125,292.1999931335449,1359.7000122070312,-573.4000015258789,255.0,255.0,False,0.02720180234433012,1.0945187121690683,0.02475738187254801,True,70.54502383355171,True,6,False,5,,bf81d8692db,games5425898691,18.0,1274.5,3417.6298828125,17.030000686645508,14365.699462890625,-10191.300048828125,0.0,-0.09999999776482582,0.0,-15.90000033378601,255.0,128.0,,0.009608550097952438,-0.6190770563502634,2.521536358853624e-05,True,222.0,False,10,8,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,1994.5400390625,3478.85009765625,17.010000228881836,4963.399963378906,10306.700439453125,2.5999999046325684,-0.19999999552965164,-0.5999999865889549,524.0000152587891,199.0,128.0,0.00956805229049845,1.1714395600579521,-0.00022383882295731817,True,14,False,14,181.0,False,,Ramos,76561198310925576,15.0,-924.7100219726562,2694.5400390625,17.010000228881836,12093.900146484375,6702.7001953125,2.800000011920929,0.5000000074505806,0.3999999910593033,-1816.1000061035156,255.0,0.0,False,0.009562626528777003,0.4830732516137098,-0.00022787470308070963,True,False,6,6,31.0,False,,
23,1810,50,False,False,1,9067.924776364982,-928.2100219726562,-3742.5400390625,307.8900146484375,-19726.400146484375,-15377.60009765625,1944.1999816894531,276.299991607666,116.99999809265137,5992.39990234375,1.0,-0.49968954884720457,-3.033411014630254,1.6839391091419083,76561198310925576,Ramos,15.0,-777.1799926757812,-3720.0,196.1300048828125,-12058.299560546875,-7156.6998291015625,-354.00001525878906,-410.2000045776367,1507.1000671386719,-3056.0000610351562,0.0,128.0,False,0.16707312303605684,0.27268685919254854,-1.0984155193980314,True,0.0,False,8,False,7,,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,-1463.1300048828125,-4773.18017578125,17.010000228881836,7719.000244140625,-3514.8001098632812,2.5999999046325684,0.09999999776482582,-0.5000000074505806,0.0,195.0,128.0,,-0.00959265297520579,-2.714295455043381,-3.3178375845378664e-05,True,181.0,False,14,14,False,,games5425898691,bf81d8692db,18.0,-1341.0699462890625,-929.3900146484375,17.030000686645508,12821.99951171875,1281.9000244140625,0.3999999910593033,-0.19999999552965164,-0.5999999865889549,-2247.2999572753906,255.0,0.0,-0.00962060572203355,3.1054719615157724,-4.287685217075069e-06,True,8,False,10,222.0,False,,enpitsu,76561198039309853,26.0,-1595.18994140625,-3774.260009765625,17.059999465942383,8063.0999755859375,-6260.0,1.8000000715255737,0.5999999865889549,0.5999999865889549,502.59998321533203,128.0,128.0,False,-0.017276198066133033,-2.535296086411863,-0.0002655867566664573,True,False,7,6,95.70042130511294,True,,
24,1884,53,False,False,0,5249.985279768482,3942.699951171875,3103.010009765625,300.1400146484375,15133.599853515625,-11084.599609375,13914.3994140625,4157.0001220703125,-4063.5000610351562,1485.2000427246094,0.0,1.476868236092084,0.9145566997004453,2.0418109952311525,bf81d8692db,games5425898691,18.0,3851.89990234375,3130.25,129.7899932861328,20335.2001953125,5499.000244140625,3193.3999633789062,962.2000122070312,-2457.7000427246094,-582.599983215332,255.0,0.0,,-0.4272925611150757,0.27281768136263834,0.007445003809579412,True,134.46940237219619,True,12,False,8,,76561198039309853,enpitsu,26.0,-179.7899932861328,4868.3798828125,17.059999465942383,109.70000267028809,-12336.8994140625,1.899999976158142,0.0,2.199999988079071,684.1000366210938,255.0,128.0,,0.01672123596109155,-1.5127549090295656,-0.000193916285657389,True,81.0,False,8,8,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,1749.1500244140625,4487.580078125,17.010000228881836,-6530.5999755859375,-4000.4998779296875,3.100000023841858,0.0,0.0,-2416.9000244140625,191.0,0.0,0.009549284371915292,-2.615797994487246,-5.538584178055054e-06,True,14,False,14,181.0,False,,Ramos,76561198310925576,14.0,2969.989990234375,3927.0400390625,95.80000305175781,6976.500244140625,-11812.80029296875,-139.3000030517578,3300.7998657226562,1520.0999450683594,4128.299865722656,255.0,0.0,True,-1.192486696927923,-0.8403696491506019,-2.9900958804023077,True,False,10,9,255.0,False,,
25,2004,57,False,False,0,5465.946783257037,803.9400024414062,-54.880001068115234,310.0899963378906,-4597.799987792969,24919.09912109375,10137.7001953125,5763.900146484375,-1598.3000183105469,470.9000015258789,0.0,-0.9022362037249015,0.16422199262631354,3.0070286233951076,76561198039309853,enpitsu,26.0,806.3800048828125,-247.91000366210938,194.83999633789062,-30.899999141693115,19491.800537109375,3137.9000854492188,-2716.0000610351562,-2530.7000732421875,-420.29998779296875,255.0,255.0,False,-0.41358354322020474,1.3340642111609065,-0.06282262607170769,True,52.0,False,12,False,11,,bf81d8692db,games5425898691,18.0,1879.3399658203125,-3859.580078125,16.989999771118164,-20945.30029296875,-2843.2998657226562,5.299999713897705,0.5999999865889549,0.0,-1849.1000366210938,255.0,0.0,,0.009571028988635532,-3.0744624525308484,-1.8691912842041883e-05,True,227.0,False,12,8,False,,DawnShrek,15bef0b02cf844dd8010f0433210421f,14.0,-2119.699951171875,1966.52001953125,17.010000228881836,-13867.7001953125,54.699997901916504,0.7000000029802322,0.09999999776482582,0.0,2249.1000366210938,255.0,255.0,0.009569278106412336,-3.0797628200225926,9.86579748882842e-06,True,14,False,14,86.23459775217118,True,,Ramos,76561198310925576,15.0,986.4000244140625,-6.090000152587891,306.989990234375,-20262.5,5254.2999267578125,1040.5000305175781,-812.3000335693359,-1731.1000061035156,-475.2000045776367,255.0,128.0,False,0.3838110403748116,2.6019110322726866,-0.05465120977067414,True,4,12,10,150.91227503745787,True,,
26,2005,57,False,False,1,5387.44936103156,-781.6199951171875,20.40999984741211,327.29998779296875,30315.50048828125,-12259.89990234375,10546.600341796875,-2090.0999450683594,-4039.5001220703125,-3913.0999755859375,1.0,0.8844407059916423,-0.04165143431808857,3.1192239460163176,76561198310925576,Ramos,15.0,-986.4000244140625,6.090000152587891,306.989990234375,20262.5,-5254.2999267578125,1040.5000305175781,812.3000335693359,1731.1000061035156,-475.2000045776367,255.0,128.0,False,-0.3838110403748116,-2.6019110322726866,-0.05465120977067414,True,147.8116471844335,True,12,4,10,,15bef0b02cf844dd8010f0433210421f,DawnShrek,14.0,2237.469970703125,-1955.0799560546875,17.010000228881836,14246.8994140625,2560.5999755859375,0.7000000029802322,-0.3999999910593033,-0.0,2180.0999450683594,255.0,255.0,,-0.009569477393124018,2.895347389156498,2.634828202646278e-05,True,83.13396989914679,True,14,14,False,,games5425898691,bf81d8692db,18.0,-1879.3399658203125,3859.580078125,16.989999771118164,20945.30029296875,2843.2998657226562,5.299999713897705,-0.5999999865889549,-0.0,-1849.1000366210938,255.0,0.0,-0.009571028988635532,3.0744624525308484,-1.8691912842041883e-05,True,8,False,12,227.0,False,,enpitsu,76561198039309853,26.0,-806.3800048828125,247.91000366210938,194.83999633789062,30.899999141693115,-19491.800537109375,3137.9000854492188,2716.0000610351562,2530.7000732421875,-420.29998779296875,255.0,255.0,False,0.41358354322020474,-1.3340642111609065,-0.06282262607170769,True,False,12,11,52.0,False,,
