,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
10,1068,23,False,False,1,10410.81208812445,-1833.0699462890625,-4906.75,228.16000366210938,15985.0,9694.299926757812,-6324.7998046875,-4354.800109863281,636.3000106811523,4077.9998779296875,1.0,-0.7989179287231188,2.5481311879246578,-0.1369254388058328,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-1966.75,-5060.93994140625,215.1999969482422,21023.9990234375,2769.8001098632812,4011.7001342773438,109.49999809265137,1659.4000244140625,-2136.9000244140625,255.0,255.0,False,0.12316889375015692,3.101245301356863,-1.8381575538893862,False,189.0,False,10,False,7,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-1487.7900390625,-2036.52001953125,17.030000686645508,9568.200073242188,20915.2001953125,1.4000000059604645,0.7000000029802322,1.5000000596046448,-1851.1000061035156,255.0,0.0,False,-0.01678737536415715,2.0578178233854847,-0.0001770143693853731,False,4,False,4,43.005058150137614,True,,enpitsu,76561198039309853,26.0,-3606.0,-955.8800048828125,17.030000686645508,-860.8999633789062,14345.10009765625,5.099999904632568,-0.0,0.7999999821186066,2.3999999463558197,255.0,0.0,False,-0.016779233345480878,1.5105004734362335,-6.646063067943803e-05,False,0.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-1490.5,-1794.6400146484375,17.010000228881836,13437.099609375,4148.0999755859375,2.199999988079071,-2.0000000298023224,-0.5000000074505806,-1375.3999328613281,255.0,0.0,-0.009584858562315229,2.8499442473463934,-0.0001790373442131378,True,8,144.0,False,False,8,,
11,1142,25,False,False,1,8058.686474344635,1071.739990234375,-2916.77001953125,113.54000091552734,-6918.0999755859375,25854.3994140625,3925.7998657226562,-2641.4999389648438,4083.599853515625,-3513.599853515625,1.0,0.4754035468751616,-1.1789636966506745,1.3795007039390734,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,1178.1700439453125,-3121.68994140625,51.970001220703125,-3877.39990234375,20882.60009765625,3470.0,-1068.8999938964844,1513.0000305175781,1996.3999938964844,255.0,128.0,,-0.025735194723596682,1.2366818057079474,0.05388206512974009,False,98.13319587707518,True,12,False,8,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,2550.31005859375,-3244.35009765625,17.030000686645508,12242.60009765625,-12393.00048828125,5.099999904632568,-0.3999999910593033,0.19999999552965164,-2.0999999344348907,255.0,128.0,,-0.016791839566060795,-2.3498067637287283,3.9150370368276646e-05,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,-2230.39990234375,3613.320068359375,17.049999237060547,13534.69970703125,13145.999755859375,2.5999999046325684,-0.29999999329447746,-0.09999999776482582,-3.0000001192092896,255.0,128.0,,-0.016771262038363977,2.37113670941007,3.0131091864383e-05,True,255.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,,,,,,,,,,,,,,,True,,,,,,,
12,1205,28,False,False,0,7734.860380685813,336.4599914550781,-2496.0400390625,118.83000183105469,-2200.2999877929688,24983.89892578125,10754.7998046875,5357.2998046875,819.8999786376953,-2574.1000366210938,0.0,-1.4296206531279823,0.9425850017684749,1.0522095775343843,76561198039309853,enpitsu,26.0,369.8699951171875,-2678.909912109375,57.33000183105469,-2518.9999389648438,20197.5,3250.4000854492188,-825.1999664306641,-88.90000343322754,-897.6000213623047,255.0,128.0,False,0.04786472515836385,1.627245680924533,-0.002053457291701453,True,147.0,False,8,False,7,,bf81d8692db,games5425898691,24.0,1295.5999755859375,-4334.97021484375,17.010000228881836,-11809.49951171875,-2011.7999267578125,2.3000000417232513,1.8000000715255737,0.29999999329447746,-1271.9999694824219,255.0,14.0,,0.009553688649317015,-2.969397633116393,-0.00020965524145089262,True,False,False,False,116.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-1756.530029296875,4350.02978515625,17.049999237060547,13405.999755859375,2691.9000244140625,2.7000001072883606,-7.699999809265137,-1.5000000596046448,1332.1000671386719,255.0,128.0,False,0.016738956480398283,0.2559954401445335,-1.5977420072486585e-05,True,232.0,False,4,False,4,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,6.409999847412109,-1668.0,148.05999755859375,18187.39990234375,-13699.300537109375,3246.9000244140625,3774.4000244140625,-3984.2999267578125,358.80001068115234,0.0,128.0,-0.5369168316543335,-0.536969234109377,1.2466654293863466,False,10,51.955552647190736,True,False,14,,
13,1210,28,False,False,1,3281.0214771274564,-292.57000732421875,2081.830078125,313.1400146484375,7215.9002685546875,8500.399780273438,14992.7001953125,3971.7999267578125,864.8000335693359,-4413.0999755859375,1.0,0.9224301268767809,1.7394323022948368,-3.1362649723341622,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-394.2799987792969,1959.5699462890625,211.3699951171875,-10604.100341796875,14088.399658203125,2098.000030517578,-1030.999984741211,4331.000061035156,-1848.3000183105469,128.0,0.0,,0.5013166960854513,1.1883537817177567,2.5237139785994613,False,36.295371806749756,True,14,False,11,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,1478.3499755859375,-4422.2900390625,17.049999237060547,-13590.799560546875,-2891.400146484375,3.100000023841858,-2.0000000298023224,-0.19999999552965164,-1776.1000061035156,255.0,0.0,False,-0.01675456517373089,-0.19399810003400508,-0.00033729762772000046,True,4,False,4,232.0,False,,enpitsu,76561198039309853,26.0,-311.2900085449219,2262.989990234375,81.6500015258789,2815.2999877929688,-19892.39990234375,-17.999999523162842,4993.2000732421875,1962.5,-1210.8000183105469,255.0,128.0,False,-1.1679008518427874,-1.3828614966499788,-0.6028575417003242,True,147.0,False,8,False,7,,games5425898691,bf81d8692db,24.0,-1092.6300048828125,4351.6201171875,17.010000228881836,12465.30029296875,268.0999946594238,2.0999999344348907,0.09999999776482582,0.19999999552965164,-268.99999618530273,255.0,128.0,-0.009543793711475802,-3.136948369426062,0.00014507879053140827,True,False,116.0,False,False,False,,
14,1335,32,False,False,0,9900.702789610888,-2466.929931640625,-4635.27978515625,167.72999572753906,-2267.4000549316406,22791.99951171875,-155.600004196167,-3006.199951171875,3322.0001220703125,-1098.8999938964844,0.0,-0.07763196631434378,0.11830735899294398,-0.8880957431086148,bf81d8692db,games5425898691,24.0,-2437.81005859375,-4786.419921875,73.3499984741211,-7420.30029296875,11555.10009765625,1920.7000732421875,-5251.300048828125,1276.1000061035156,-1022.0999908447266,255.0,30.0,,0.3443073772917271,2.223238319797541,0.2557367853188144,True,125.0,False,4,False,3,,76561198039309853,enpitsu,25.0,-3343.5,-2678.9599609375,17.049999237060547,15551.199951171875,-12858.1005859375,2.5,-1.5999999642372131,3.4999999403953552,51.90000057220459,255.0,128.0,False,0.01671970315554471,-0.6852708884319634,0.00019339254964228781,True,8,False,8,255.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-3762.159912109375,-1580.8399658203125,16.719999313354492,5615.0,-16706.99951171875,48.499999046325684,-0.9000000357627869,56.500000953674316,54.49999809265137,255.0,128.0,False,0.014663249799520148,-1.2394850151552952,0.00348811457076189,True,247.0,False,6,False,6,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,1153.8900146484375,-1952.5799560546875,55.470001220703125,-15794.69970703125,14826.8994140625,-2056.6000366210938,-1448.800048828125,659.8000335693359,-1742.1000671386719,128.0,128.0,-0.11506221883301866,3.0027398962647123,-0.310107362102666,True,14,206.0,False,False,16,,False
15,1350,33,False,False,0,8738.656032377017,-2592.840087890625,-3432.330078125,117.02999877929688,-10823.00048828125,1781.3999938964844,8600.800170898438,-4007.60009765625,-1567.4000549316406,-4181.000061035156,0.0,-0.07386933720302537,-1.7186887521125993,-3.023476265565238,76561198039309853,enpitsu,26.0,-2457.2900390625,-3397.5,16.360000610351562,15139.89990234375,-11227.19970703125,-35.0,-1848.800048828125,-1326.6000366210938,-3467.0999145507812,255.0,128.0,False,-0.03915995984306678,-0.751733671718091,-0.01447127776790679,True,255.0,False,8,False,8,,bf81d8692db,games5425898691,24.0,-2836.199951171875,-4217.580078125,118.54000091552734,-6797.8997802734375,9528.400268554688,-250.79999923706055,-4705.899963378906,1492.1000671386719,-1407.5,255.0,128.0,,-0.3915443152711403,2.921085162260556,-1.704199821636834,True,4,False,4,125.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-3383.60009765625,-2358.31005859375,17.049999237060547,11518.699951171875,-14628.599853515625,-1.5000000596046448,-0.5000000074505806,0.5000000074505806,1625.8000183105469,255.0,255.0,False,0.016784345211785952,-0.8708107616959849,0.00025452037237279525,True,228.26345808788017,True,6,False,6,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,216.80999755859375,-1122.0799560546875,17.010000228881836,-14992.19970703125,14275.10009765625,2.0999999344348907,0.29999999329447746,-0.5000000074505806,-2.800000011920929,255.0,128.0,0.00958014854762822,2.3802992841969863,5.3754874621955813e-05,True,14,206.0,False,False,16,,False
16,1419,35,False,False,0,8649.650679621223,-3291.360107421875,-3171.360107421875,269.3900146484375,-3019.2001342773438,9973.200073242188,8970.999755859375,4867.5,3500.4000854492188,-232.00000762939453,0.0,-0.2986475382474183,-2.7026218131192605,2.5805790541375537,bf81d8692db,games5425898691,24.0,-3253.3701171875,-3201.8798828125,115.27999877929688,-1725.2999877929688,13035.30029296875,2690.4998779296875,-5349.6002197265625,-1262.699966430664,192.60000228881836,255.0,144.0,,0.8072134248896159,1.7050494462146384,-0.05427535184609719,True,230.0,False,6,False,5,,76561198039309853,enpitsu,26.0,-1681.510009765625,-5102.93017578125,242.82000732421875,-6559.0997314453125,1.899999976158142,-8125.10009765625,-0.7000000029802322,-2351.0000610351562,0.5000000074505806,0.0,0.0,False,0.9538642135919805,-3.1127188333565634,1.594363690247377,True,8,False,8,255.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-902.9500122070312,-3178.570068359375,17.030000686645508,-6910.5999755859375,12753.599853515625,4.900000095367432,-0.5999999865889549,0.7000000029802322,58.60000133514404,255.0,128.0,,0.01676595110064909,2.074323781754004,-9.909008524238065e-05,True,156.0,False,8,False,6,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-2709.510009765625,-2400.22998046875,99.22000122070312,-8504.000244140625,-21220.2001953125,2525.8999633789062,-527.400016784668,151.5999984741211,199.69999313354492,128.0,128.0,-0.11654252896179558,-1.7974486450107912,-0.005188647374213327,False,14,128.07672243989927,True,False,18,,
17,1489,38,False,False,1,5358.9813239332925,3960.31005859375,743.5599975585938,456.6199951171875,-17173.1005859375,-11792.7001953125,8530.10009765625,-1963.3000183105469,-5646.199951171875,514.7000122070312,1.0,0.003383205579207991,2.0368544732964873,-0.11946206558540667,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,4082.93994140625,808.8099975585938,275.3900146484375,173.29999923706055,-10278.00048828125,12824.100341796875,2112.899932861328,-1446.3999938964844,-7.799999713897705,255.0,0.0,False,0.8858749096734765,-1.5777234641548303,1.550456177803347,True,39.0,False,8,False,6,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,3024.9599609375,3214.8798828125,17.0,-980.4000091552734,-19538.499755859375,1.0000000149011612,-0.19999999552965164,-4.699999988079071,522.0999908447266,255.0,255.0,False,-0.009601115941466162,-1.5175208530816422,-3.9525064747328e-06,True,16,False,18,12.994847256650232,True,,enpitsu,76561198039309853,26.0,1866.469970703125,3426.239990234375,17.049999237060547,5015.199890136719,-8414.600219726562,2.5999999046325684,-0.0,-1.5000000596046448,139.399995803833,255.0,128.0,False,-0.01673731370787323,-2.124265582390169,-0.00014780587469535026,True,236.17593123066808,True,8,False,8,,games5425898691,bf81d8692db,24.0,,,,,,,,,,,,,,,True,,,,,,,
18,1623,43,False,False,0,4291.529296669507,3229.719970703125,3958.6201171875,141.97000122070312,-5964.000244140625,18665.50048828125,7084.4000244140625,1194.7000122070312,5793.499755859375,-1003.6000061035156,0.0,0.9943416025530334,-1.895868411431637,1.4696114250609533,76561198039309853,enpitsu,26.0,3330.080078125,3842.969970703125,17.049999237060547,-11130.6005859375,16139.000244140625,2.5,-0.9000000357627869,0.5999999865889549,317.00000762939453,0.0,255.0,False,0.01683732541857274,2.206452368281246,-0.00020361071327655713,True,124.0,False,10,False,10,,bf81d8692db,games5425898691,24.0,-770.8300170898438,-4054.949951171875,81.25,15961.800537109375,325.0,-921.9999694824219,-55.59999942779541,3729.5999145507812,-0.5000000074505806,255.0,128.0,,-0.9486553588876148,0.01523242987595712,-0.00022203830104253013,True,4,False,4,116.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,756.5399780273438,4808.419921875,17.049999237060547,5582.39990234375,245.9000015258789,2.5999999046325684,0.0,-0.3999999910593033,0.0,128.0,128.0,False,0.016895172752501346,0.044032316132443856,1.0483923826074519e-05,True,223.0,False,8,False,6,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-1385.81005859375,4946.22021484375,17.6299991607666,14020.799560546875,1475.0,92.89999961853027,316.70000076293945,35.59999942779541,-3.400000035762787,255.0,128.0,0.006017358737342904,0.10847552383281127,0.020430719018569198,True,20,0.0,False,False,22,,False
19,1666,44,False,False,1,10047.492293180456,-1708.8900146484375,-4563.9501953125,394.260009765625,-12015.899658203125,3357.9000854492188,9957.2998046875,301.5999984741211,5113.999938964844,-3123.3999633789062,1.0,1.3040809282706367,1.9148834269579407,-1.3503751291899064,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-1599.8199462890625,-4563.77001953125,234.3300018310547,-11857.39990234375,715.8999633789062,3892.9000854492188,1601.3999938964844,-1559.9000549316406,-5025.10009765625,128.0,255.0,,1.1925982511365676,0.7400059424141342,-0.7052614308000206,True,176.5939441624508,True,10,False,7,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-206.3800048828125,-4747.81005859375,17.0,-9143.900146484375,2534.1000366210938,3.400000035762787,-0.9000000357627869,-2.5,111.89999580383301,0.0,128.0,,-0.009752570384793841,0.2552176398891281,-8.19199535023828e-05,True,20,False,22,,False,,enpitsu,76561198039309853,26.0,-2015.6199951171875,-3993.679931640625,208.22000122070312,14644.7998046875,-1559.7000122070312,0.7999999821186066,4627.900085449219,2932.60009765625,-481.5999984741211,255.0,0.0,,-0.7837832343786918,2.83659655673937,1.2409755253294517,True,209.0,False,12,False,11,,games5425898691,bf81d8692db,24.0,-2438.409912109375,4172.64990234375,16.989999771118164,-21868.798828125,-692.7999877929688,4.600000083446503,-3.6000001430511475,-0.0,766.5000152587891,255.0,247.0,-0.009608145691693859,-0.03427578765408122,8.374599565546205e-05,True,4,95.0,False,False,4,,
20,1755,48,False,False,1,9350.787679452944,-3525.260009765625,-3099.52001953125,102.1500015258789,5594.6002197265625,17297.60009765625,-3484.89990234375,-2044.1999816894531,4074.7000122070312,3901.0000610351562,1.0,0.8194008670007661,-2.430279718382684,2.201975722042805,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-3560.0,-3241.489990234375,16.149999618530273,2335.0,7810.8001708984375,-935.5999755859375,-3230.0,-273.8999938964844,-2076.6000366210938,255.0,0.0,False,-0.04195512111110055,1.8858528724300683,-0.010528702552915818,True,166.0,False,10,False,8,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-1372.030029296875,-4313.39990234375,17.0,8725.499877929688,-5050.0,3.700000047683716,-0.7000000029802322,0.29999999329447746,2380.2000427246094,255.0,255.0,True,-0.009547315643620338,-2.661674064175085,9.110133426912352e-05,True,20,False,22,31.0,False,,enpitsu,76561198039309853,26.0,-42.93000030517578,-2320.090087890625,17.049999237060547,-3574.2001342773438,17076.600341796875,-2.199999988079071,0.19999999552965164,-0.9000000357627869,-57.39999771118164,255.0,128.0,,-0.01678581291403779,1.370882923245487,6.556957323058963e-05,True,209.0,False,12,False,12,,games5425898691,bf81d8692db,24.0,-3767.239990234375,621.3300170898438,16.989999771118164,1077.7999877929688,-5333.4002685546875,4.4999998807907104,0.19999999552965164,-0.3999999910593033,7.900000214576721,255.0,128.0,-0.00947582040514429,-1.771291525228781,-5.904254885170401e-05,True,4,235.0,False,False,4,,
21,1792,49,False,False,0,5423.798501952342,2847.56005859375,1215.2900390625,103.26000213623047,-7677.19970703125,26104.69970703125,12185.999755859375,5313.699951171875,-2011.6999816894531,1928.0000305175781,0.0,0.10085655585711824,-2.2676769349837276,0.6381991311686298,bf81d8692db,games5425898691,24.0,2869.6201171875,1031.4300537109375,21.959999084472656,-3094.4000244140625,19669.599609375,3001.300048828125,-0.19999999552965164,3.1999999284744263,-815.6999969482422,255.0,110.0,,0.00959336452904168,1.671799988003265,0.0001793292642648674,True,189.0,False,5,False,4,,76561198039309853,enpitsu,26.0,231.3800048828125,-220.4600067138672,17.049999237060547,905.9999847412109,-19224.100341796875,2.5,0.0,0.0,0.0,255.0,0.0,,0.016789372545948242,-1.5237007020647504,6.213512212606683e-06,True,12,False,12,209.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,2744.820068359375,1547.56005859375,78.5999984741211,-7761.199951171875,-21593.60107421875,1574.1999816894531,5457.1002197265625,-600.2000045776367,330.8000183105469,255.0,255.0,False,0.6427215153191,-1.6353531172649722,0.027636919671300008,True,75.16627100718918,True,12,False,9,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,772.760009765625,3445.25,17.0,6329.4000244140625,-10352.5,3.6000001430511475,0.0,0.0,2349.7000122070312,255.0,255.0,0.009547858938593974,-0.9579162984971421,-3.832485809030368e-06,True,20,31.0,False,False,22,,False
22,1794,49,False,False,1,7503.322280940634,-2809.14990234375,-1384.699951171875,184.52999877929688,-6513.900146484375,-22010.50048828125,13787.39990234375,-3242.5,2142.7000427246094,4571.000061035156,1.0,-0.4499560061820212,2.0994298303269705,0.5539179336530802,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-2680.679931640625,-1366.719970703125,84.7699966430664,7626.5997314453125,21698.1005859375,-160.30000686645508,-5459.2999267578125,587.0000076293945,316.8000030517578,255.0,255.0,False,-1.2420815314910412,1.507869469173819,0.13551707819267522,True,68.85791825222712,True,12,False,9,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-847.72998046875,-3349.590087890625,17.0,-8265.900268554688,9041.900024414062,3.3000001311302185,2.7000001072883606,-2.7000001072883606,1101.9000244140625,255.0,128.0,False,-0.009560484287286473,0.7575538736861893,-0.000210874486181936,True,20,False,22,61.0,False,,enpitsu,76561198039309853,26.0,-238.97999572753906,380.6600036621094,17.049999237060547,-905.9999847412109,19224.100341796875,2.5,-0.0,-0.0,0.0,255.0,0.0,,-0.016789372545948242,1.5237007020647504,6.213512212606683e-06,True,209.0,False,12,False,12,,games5425898691,bf81d8692db,24.0,-2851.14990234375,-1164.22998046875,35.91999816894531,1915.3999328613281,-15587.39990234375,1332.7999877929688,-3164.8001098632812,54.89999771118164,226.10000610351562,255.0,137.0,0.23172322764571335,-1.6582609013379548,-0.02294049644053065,True,4,189.0,False,False,6,,
23,1893,53,False,False,1,8762.076605600385,-900.5,-3435.929931640625,319.7200012207031,8118.2000732421875,23026.79931640625,-2673.0999755859375,-1525.8999633789062,-795.4000091552734,-5747.8997802734375,1.0,-1.1124450490979083,1.0154917432911232,1.44235664402367,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,8.0,-918.3499755859375,-3635.669921875,235.5399932861328,2117.4000549316406,10259.300537109375,2694.7000122070312,-4193.699951171875,-2731.300048828125,-2280.800018310547,255.0,255.0,False,0.1204029426730902,1.8733405287755656,-0.6212947169939496,True,29.665849457504926,True,24,False,21,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-215.72999572753906,-2801.10009765625,17.040000915527344,-804.0000152587891,-20687.19970703125,4.1999998688697815,-0.0,5.400000214576721,1679.4000244140625,255.0,128.0,False,-0.016777821791363372,-1.5979187193382267,7.487989544323132e-05,True,10,False,12,21.0,False,,enpitsu,76561198039309853,26.0,1018.6900024414062,117.91999816894531,17.049999237060547,-152.39999771118164,-804.4999694824219,2.5999999046325684,-1.5000000596046448,0.19999999552965164,0.0,255.0,128.0,False,-0.016636569887822597,-1.3834451864352346,2.537447891261326e-07,True,240.0,False,12,False,12,,games5425898691,bf81d8692db,24.0,-883.3800048828125,-3521.530029296875,17.010000228881836,10300.0,16063.800048828125,0.0,-0.5000000074505806,-0.7999999821186066,-1537.4000549316406,255.0,0.0,-0.009588364960236444,2.168754984580906,-0.00023290495108611875,True,6,123.21861497304776,True,False,6,,
24,1930,54,False,False,0,4548.823646267846,-64.01000213623047,667.9099731445312,182.02999877929688,-4307.0001220703125,11075.899658203125,12259.200439453125,4163.999938964844,-3352.6998901367188,2723.900146484375,0.0,1.1956868508282523,-1.6421024016214254,-3.1292748914119866,76561198039309853,enpitsu,26.0,-60.34000015258789,544.4099731445312,104.33999633789062,15146.99951171875,10675.0,2794.1000366210938,-4329.100036621094,3382.0001220703125,264.3000030517578,255.0,128.0,,0.7110300851080563,0.9488032602230416,0.03874026623201196,True,198.0,False,14,False,13,,bf81d8692db,games5425898691,24.0,-604.6599731445312,926.0700073242188,17.010000228881836,-7900.9002685546875,-21485.80078125,2.0000000298023224,0.0,-0.19999999552965164,0.09999999776482582,255.0,128.0,,0.009595366505726965,-1.923155756588623,-3.4354014141725006e-05,True,6,False,6,70.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,87.20999908447266,4934.81982421875,17.040000915527344,-5720.7000732421875,-1063.1999969482422,5.600000023841858,1.7000000178813934,-1.2999999523162842,2166.7999267578125,0.0,255.0,False,0.017140226241862913,-2.7447659409999132,-0.0002131917271559377,True,21.0,False,12,False,10,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,413.5799865722656,2281.93994140625,41.060001373291016,-3974.8001098632812,-10261.8994140625,-4868.299865722656,1336.1000061035156,-310.49999237060547,81.09999656677246,255.0,255.0,-0.1684928030452541,-2.137879866511109,0.3627498840153409,True,22,18.0,False,False,24,,
25,2034,58,False,False,1,9791.400056083496,1652.27001953125,-4622.14990234375,96.48999786376953,23679.599609375,-167.00000762939453,51.70000076293945,4697.5,2479.4000244140625,1405.5999755859375,1.0,0.6544490760520367,-2.8754502832558835,-2.5211549635184163,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,1458.8900146484375,-4650.0,147.92999267578125,15800.2001953125,971.2999725341797,3820.0,576.3000106811523,1361.3999938964844,-4295.400085449219,255.0,0.0,False,-0.09025619289644879,2.7849028660020934,0.08214364324383147,True,0.0,False,14,False,11,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,2881.56005859375,-4413.97021484375,17.010000228881836,202.09999084472656,-7909.2999267578125,2.0999999344348907,-0.19999999552965164,3.1999999284744263,450.0,255.0,128.0,False,-0.009532981784373704,-1.618175681959118,-4.886094186842067e-05,True,22,False,24,255.0,False,,enpitsu,76561198039309853,26.0,-3377.5,260.44000244140625,17.059999465942383,-6325.8001708984375,9425.2001953125,1.899999976158142,-0.19999999552965164,0.19999999552965164,2062.100067138672,0.0,128.0,False,-0.016848173052505702,-2.335130298406577,2.086181246926069e-05,True,198.0,False,14,False,14,,games5425898691,bf81d8692db,24.0,1312.8800048828125,491.44000244140625,86.68000030517578,17359.200439453125,-3973.800048828125,-479.70001220703125,609.900016784668,4600.0,60.300002098083496,255.0,128.0,1.257509609279214,-2.96942772822674,0.04225636258080201,True,8,70.0,False,False,8,,
26,2048,58,False,False,1,9959.23264225429,2800.85009765625,-4635.3701171875,93.1500015258789,22227.900390625,-364.1999816894531,0.0,3476.4999389648438,4744.100036621094,1185.999984741211,1.0,-0.7084121786831742,1.7054943377876666,0.23150373485107606,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,2948.360107421875,-4858.7998046875,32.54999923706055,3809.4000244140625,-8472.999877929688,2666.300048828125,-4470.899963378906,-2068.699951171875,1922.1000671386719,128.0,255.0,False,0.36857394025619844,-2.0553657695832883,0.06947642988303931,True,255.0,False,24,False,22,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,2280.25,-4595.60009765625,186.14999389648438,15926.600341796875,1188.7000274658203,-150.50000190734863,3523.2000732421875,4196.199951171875,-477.99999237060547,255.0,128.0,False,0.36769509723429833,1.6854710881860202,-2.5363130741361206,True,11,False,14,0.0,False,,enpitsu,76561198039309853,26.0,-3781.56005859375,600.1400146484375,17.059999465942383,-4831.499938964844,3629.2999267578125,1.4000000059604645,-0.7000000029802322,-0.7999999821186066,0.0,255.0,128.0,False,-0.016333363478626295,-2.4973580963948927,1.4455667850748536e-05,True,198.0,False,14,False,14,,games5425898691,bf81d8692db,24.0,2245.97998046875,291.760009765625,16.530000686645508,17671.99951171875,-2876.400146484375,89.20000076293945,-4.799999892711639,-18.200000524520874,963.7999725341797,255.0,191.0,-0.010707795212563029,-2.993297815551353,0.00017292189074420632,True,8,70.0,False,False,8,,
