,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
0,166,0,False,False,1,5138.183694813908,-22.84000015258789,84.63999938964844,94.5999984741211,-6949.5001220703125,28323.00048828125,605.2000045776367,411.8000030517578,199.40000534057617,-2324.1000366210938,1.0,0.007167102058570837,0.07741604620626832,-0.013451967600923376,b92d06a365b,D1sturbedVG,12.0,25.309999465942383,-165.3300018310547,77.37999725341797,-14070.2001953125,18151.199951171875,-1249.5999908447266,238.79999160766602,-3389.2999267578125,-272.09999084472656,255.0,255.0,,0.01240450222554026,1.228424085197442,0.8477352113211614,False,4,0.0,False,4,False,,3109741979442749393,Torres_Boss81,12.0,0.07000000029802322,-4633.39990234375,16.790000915527344,-7.200000286102295,8.600000143051147,49.40000057220459,-23.69999885559082,-17.5,0.5000000074505806,128.0,133.0,,-0.00818426634729462,1.59802663868367,0.0009110045455316097,True,4,85.0,False,False,False,,enpitsu,76561198039309853,23,-201.00999450683594,271.6700134277344,92.05999755859375,18067.19970703125,-14016.99951171875,2453.300018310547,1872.2000122070312,5074.4000244140625,916.2000274658203,255.0,255.0,,-0.264527470819367,-2.2297303834649154,-0.0367343700882638,True,0.0,False,1,False,2,,games5425898691,bf81d8692db,23.0,-2178.3798828125,3548.1298828125,17.010000228881836,-16709.599609375,12084.200439453125,2.0000000298023224,0.7000000029802322,-0.3999999910593033,-224.79999542236328,255.0,128.0,,-0.009602045466274347,0.6518567629705255,0.00015436987275467597,True,False,False,0.0,False,False,
1,167,0,False,False,0,5357.407585393445,12.760000228881836,-139.77000427246094,98.20999908447266,-28026.298828125,6162.9998779296875,3610.7000732421875,1557.2999572753906,1282.2000122070312,1255.8000183105469,0.0,-0.0009416979387642867,-0.1250274609786286,-0.01167623328782108,76561198039309853,enpitsu,23.0,201.00999450683594,-271.6700134277344,92.05999755859375,-18067.19970703125,14016.99951171875,2453.300018310547,-1872.2000122070312,-5074.4000244140625,916.2000274658203,255.0,255.0,,0.264527470819367,2.2297303834649154,-0.0367343700882638,True,2,0.0,False,1,False,,bf81d8692db,games5425898691,23.0,2178.3798828125,-3548.1298828125,17.010000228881836,16709.599609375,-12084.200439453125,2.0000000298023224,-0.7000000029802322,0.3999999910593033,-224.79999542236328,255.0,128.0,,0.009602045466274347,-0.6518567629705255,0.00015436987275467597,True,False,0.0,False,False,False,,D1sturbedVG,b92d06a365b,12,61.52000045776367,61.7599983215332,67.18000030517578,13033.800048828125,-15573.499755859375,-1719.6000671386719,-1932.1000671386719,1170.1000213623047,-3861.7001342773438,255.0,255.0,,-0.13073291079571933,-1.5189273817090914,0.7260581618386879,False,0.0,False,4,False,4,,Torres_Boss81,3109741979442749393,12.0,-0.07000000029802322,4633.39990234375,16.790000915527344,7.200000286102295,-8.600000143051147,49.40000057220459,23.69999885559082,17.5,0.5000000074505806,128.0,133.0,,0.00818426634729462,-1.59802663868367,0.0009110045455316097,True,4,False,85.0,False,False,
2,311,5,False,False,0,3813.9804502701604,-2910.169921875,1901.239990234375,659.6500244140625,3835.0,22182.39990234375,6849.69970703125,5108.0999755859375,-3129.2999267578125,-337.90000915527344,0.0,-0.42435297157319163,1.0957122582051217,2.874321009042932,76561198039309853,enpitsu,24.0,-2927.75,1821.3299560546875,506.5,3042.5,16066.400146484375,-300.3000068664551,-3152.6998901367188,1289.4999694824219,-4318.2000732421875,255.0,255.0,,-0.644913919838298,1.0793754672283817,-0.386196340751272,True,4,179.0,False,3,False,,bf81d8692db,games5425898691,22.0,-2848.699951171875,-2298.360107421875,17.030000686645508,-8661.500244140625,15042.19970703125,-0.5000000074505806,2.5999999046325684,-4.900000095367432,-1080.0,255.0,0.0,,0.009577727277736797,2.070565768442583,1.9233330324436553e-05,True,False,253.0,False,False,False,,D1sturbedVG,b92d06a365b,12,1244.969970703125,4018.3701171875,17.049999237060547,-8568.900146484375,16665.0,2.5999999046325684,0.29999999329447746,-0.29999999329447746,-1.899999976158142,255.0,128.0,,0.016789702352130217,2.045488962537554,3.465195586948294e-05,True,255.0,False,8,False,8,,Torres_Boss81,3109741979442749393,11.0,-2892.93994140625,2205.050048828125,456.0,8816.900024414062,-16453.00048828125,6139.69970703125,692.2000122070312,-365.29998779296875,-791.8000030517578,255.0,34.0,,-0.6033168088170416,-1.285483271383536,0.08252513570539766,True,6,False,156.11417622720037,True,4,
3,386,8,False,False,1,8638.367172649336,2067.72998046875,-3418.530029296875,139.72999572753906,18118.199462890625,21518.9990234375,10396.800537109375,-1870.3999328613281,-4532.900085449219,97.10000038146973,1.0,-0.3914745670746068,1.9319655770609556,-0.48192246729969324,b92d06a365b,D1sturbedVG,12.0,1925.1600341796875,-3491.080078125,69.62000274658203,12104.100341796875,16698.1005859375,2641.300048828125,-668.4999847412109,-3777.0999145507812,-2870.5999755859375,128.0,255.0,,0.003135150090648128,2.5407041624095874,-0.1992576679902928,True,10,173.5144600047861,True,9,False,,3109741979442749393,Torres_Boss81,11.0,-1071.699951171875,-2545.239990234375,27.719999313354492,-14061.800537109375,-1794.4999694824219,-3251.199951171875,-3781.099853515625,-3993.9999389648438,18.40000033378601,255.0,8.0,False,0.026501371643123366,-0.6587104807345369,-0.7522895503577393,True,6,157.0,False,False,4,,enpitsu,76561198039309853,23,1443.8599853515625,-1001.5800170898438,17.049999237060547,1070.5999755859375,9781.799926757812,2.5999999046325684,-0.09999999776482582,-0.0,0.0,0.0,128.0,,-0.016893673602831373,-1.4617655962108804,-5.037509490427604e-06,True,179.0,False,4,False,4,,games5425898691,bf81d8692db,22.0,2107.739990234375,-3183.909912109375,139.6300048828125,-1577.5,-22915.400390625,1180.4000091552734,4712.0001220703125,-2715.10009765625,821.1000061035156,255.0,90.0,,-0.23806948650061752,-1.740128361205372,0.39088030552074476,True,4,3,165.6930407119054,True,False,
4,387,8,False,False,0,2066.3610689330535,-2096.9599609375,3458.469970703125,172.1199951171875,-13779.89990234375,22820.70068359375,17416.199951171875,5392.19970703125,-1126.2999725341797,2378.000030517578,0.0,0.7097919377780878,-1.8114126576046283,-0.517343050013982,bf81d8692db,games5425898691,22.0,-2107.739990234375,3183.909912109375,139.6300048828125,1577.5,22915.400390625,1180.4000091552734,-4712.0001220703125,2715.10009765625,821.1000061035156,255.0,90.0,,0.23806948650061752,1.740128361205372,0.39088030552074476,True,4,162.51015909000114,True,3,False,,76561198039309853,enpitsu,23.0,-1453.02001953125,917.9000244140625,17.049999237060547,-1121.8000030517578,-10249.89990234375,2.5999999046325684,0.19999999552965164,0.0,0.0,0.0,128.0,,0.016893673602831373,1.4617655962108804,-5.037509490427604e-06,True,4,179.0,False,4,False,,D1sturbedVG,b92d06a365b,12,-1925.1600341796875,3491.080078125,69.62000274658203,-12104.100341796875,-16698.1005859375,2641.300048828125,668.4999847412109,3777.0999145507812,-2870.5999755859375,128.0,255.0,,-0.003135150090648128,-2.5407041624095874,-0.1992576679902928,True,170.33157838288182,True,9,False,10,,Torres_Boss81,3109741979442749393,11.0,1071.699951171875,2545.239990234375,27.719999313354492,14061.800537109375,1794.4999694824219,-3251.199951171875,3781.099853515625,3993.9999389648438,18.40000033378601,255.0,8.0,False,-0.026501371643123366,0.6587104807345369,-0.7522895503577393,True,6,False,157.0,False,4,
5,487,11,False,False,1,6455.83790435765,353.1000061035156,-1292.969970703125,684.2899780273438,-786.3999938964844,8767.2998046875,2251.3999938964844,-3588.800048828125,3896.099853515625,2817.7999877929688,1.0,1.2760287308791498,1.25730513800855,-1.421671574244866,b92d06a365b,D1sturbedVG,12.0,359.0400085449219,-1306.5899658203125,566.0999755859375,-11443.399658203125,2160.2999877929688,-52.5,-2466.3999938964844,1881.7999267578125,4541.400146484375,128.0,96.0,,0.1344702739194854,1.1402771488910506,-1.9279953300347796,True,12,139.0,False,10,4,,3109741979442749393,Torres_Boss81,11.0,-2017.1700439453125,-3988.340087890625,17.010000228881836,9551.400146484375,-5675.8001708984375,2.3999999463558197,-0.3999999910593033,0.3999999910593033,2215.0,255.0,224.0,False,-0.009531915634029378,-2.6526381777018098,7.412699363720862e-05,True,6,157.0,False,False,4,,enpitsu,76561198039309853,23,295.8399963378906,-287.6199951171875,17.049999237060547,-6119.4000244140625,-3135.1998901367188,2.5999999046325684,-1.2999999523162842,-0.5999999865889549,253.29999923706055,128.0,0.0,False,-0.016863708121740015,-0.5022652748985634,-0.00023511958566557634,True,179.0,False,4,False,4,,games5425898691,bf81d8692db,22.0,3320.090087890625,-2134.669921875,17.010000228881836,-11593.599853515625,7984.69970703125,2.0999999344348907,-0.0,-2.3999999463558197,-207.39999771118164,255.0,128.0,,-0.009477378669517124,0.6273625096875327,0.0001754294743701482,True,4,4,154.0,False,False,
6,534,13,False,False,0,5319.655607909967,-297.2300109863281,-145.85000610351562,148.11000061035156,-15494.300537109375,756.2000274658203,419.3000030517578,3692.60009765625,-3340.1998901367188,3347.6998901367188,0.0,-0.032223404521893186,-0.06307295942758853,2.1305402899002583,76561198039309853,enpitsu,23.0,-98.94999694824219,-219.36000061035156,71.69000244140625,-12674.69970703125,-2826.4999389648438,1929.2999267578125,-2839.8001098632812,-4087.2000122070312,-2340.800018310547,255.0,128.0,False,0.16387133178674704,3.0498404290451453,0.05335869641117314,True,6,179.0,False,5,False,,bf81d8692db,games5425898691,22.0,-1919.780029296875,-506.8699951171875,93.83999633789062,6394.7998046875,-20508.798828125,-626.6999816894531,4205.899963378906,961.2000274658203,-50.39999961853027,255.0,128.0,,-1.1253991283246296,-1.3214704860499018,-0.0272261664468838,True,6,129.0,False,6,False,,D1sturbedVG,b92d06a365b,12,1032.9100341796875,897.2899780273438,17.049999237060547,-4872.9998779296875,-1869.6000671386719,3.0000001192092896,-0.29999999329447746,-0.5000000074505806,-2118.0999755859375,255.0,2.0,False,0.016616886509201515,-2.7260044813851763,-7.47775661406565e-05,True,139.0,False,10,4,12,,Torres_Boss81,3109741979442749393,11.0,523.52001953125,2350.85009765625,17.010000228881836,-5830.3997802734375,-16711.300048828125,1.899999976158142,0.0,-0.3999999910593033,1.8000000715255737,255.0,128.0,False,0.009588827406147455,-1.9061991889759862,-3.702105591017599e-05,True,6,False,169.0,False,4,
7,583,15,False,False,0,5522.266261034564,-2670.81005859375,-89.29000091552734,94.0,-17355.899658203125,14629.100341796875,1990.2000427246094,1054.4000244140625,-5430.3997802734375,2323.5000610351562,0.0,0.2914780648912821,-2.1342146792143857,0.9005456031784316,76561198039309853,enpitsu,23.0,-2570.93994140625,-263.0199890136719,46.150001525878906,-14742.900390625,10641.500244140625,3351.199951171875,-7.799999713897705,4.900000095367432,-1127.300033569336,128.0,128.0,,0.01687450392725851,2.3880207401381632,0.0008131219293930307,True,8,123.0,False,6,False,,bf81d8692db,games5425898691,22.0,-2054.7900390625,-3804.070068359375,17.010000228881836,-17875.899658203125,-6584.6002197265625,2.0000000298023224,3.100000023841858,0.9000000357627869,-977.0999908447266,255.0,30.0,,0.00958791207355511,-2.828354132555553,0.00012132758894479419,True,6,129.0,False,6,False,,D1sturbedVG,b92d06a365b,12,-1786.3299560546875,625.1199951171875,98.38999938964844,-22677.39990234375,-3150.4998779296875,-386.3999938964844,2726.300048828125,-3893.0999755859375,-446.5999984741211,255.0,128.0,,-1.0076227977854044,2.898493134713347,0.7294883197864694,False,58.0,False,12,4,14,,Torres_Boss81,3109741979442749393,11.0,-2481.330078125,352.239990234375,17.010000228881836,-19920.6005859375,-11408.499755859375,2.199999988079071,-0.3999999910593033,0.0,1306.6000366210938,255.0,224.0,,0.009606054468977707,-2.59819978338582,0.00019519645610010212,True,6,False,50.0,False,4,
8,587,15,False,False,1,5653.929134164739,2974.52001953125,-118.01000213623047,127.95999908447266,33388.40087890625,-4419.100036621094,6667.0001220703125,4458.500061035156,1183.7000274658203,-3836.7001342773438,1.0,-0.43492023945147745,1.595157973549236,1.6899673444707666,3109741979442749393,Torres_Boss81,11.0,2794.93994140625,-126.47000122070312,16.940000534057617,14889.599609375,11972.80029296875,191.10000610351562,1319.7000122070312,585.2000045776367,-3126.4999389648438,0.0,25.0,,0.01899791794229345,2.4630940288635177,0.07014330732723045,True,6,50.0,False,False,4,,b92d06a365b,D1sturbedVG,12.0,2183.8701171875,-570.0999755859375,81.98999786376953,22738.00048828125,3145.7000732421875,-1443.3999633789062,-1351.7999267578125,2333.800048828125,8.799999952316284,255.0,128.0,,0.4956169861590806,3.0408124878771283,0.21447801490117824,False,14,58.0,False,12,4,,enpitsu,76561198039309853,24,2816.639892578125,98.3499984741211,91.31999969482422,14009.7998046875,-9343.200073242188,2031.0000610351562,-1083.6000061035156,-690.9999847412109,-1766.199951171875,128.0,128.0,,0.2504961601562596,-2.0335623079805787,-0.035667414039656495,True,123.0,False,6,False,8,,games5425898691,bf81d8692db,22.0,2221.4599609375,3852.860107421875,17.010000228881836,18399.200439453125,4221.499938964844,2.199999988079071,-0.0,-0.0,-1725.3999328613281,255.0,15.0,,-0.009609061179356879,2.965952837789468,-8.004027910632507e-05,True,6,6,129.0,False,False,
9,702,19,False,False,1,6985.680563515619,-2255.14990234375,-1094.5799560546875,116.45999908447266,-22920.70068359375,10045.800170898438,1434.2999267578125,2744.4000244140625,-4182.300109863281,-1608.0000305175781,1.0,-0.049257780321274786,-0.23116488680160427,0.846023748736679,3109741979442749393,Torres_Boss81,12.0,-2089.199951171875,-1216.8199462890625,111.56999969482422,-21295.400390625,3567.3001098632812,1614.7000122070312,-1.0999999940395355,-5.799999833106995,29.000000953674316,128.0,153.0,False,-0.009687421562077497,0.16559054834005643,3.516074397401809e-05,True,8,159.0,False,False,4,,b92d06a365b,D1sturbedVG,12.0,-110.12999725341797,-4353.2900390625,17.030000686645508,-17671.500244140625,9077.80029296875,5.5000001192092896,-0.7999999821186066,0.29999999329447746,-1912.8999328613281,255.0,8.0,False,-0.016777264334826486,0.5337236983998057,-0.00010675816450862062,True,14,255.0,False,12,4,,enpitsu,76561198039309853,23,-1080.3299560546875,-506.0400085449219,17.030000686645508,-22325.0,5528.499755859375,5.199999809265137,-0.0,0.19999999552965164,-6.9999998807907104,255.0,128.0,,-0.016809795728480983,0.2435006234231621,-7.740640853663929e-06,True,59.0,False,8,False,10,,games5425898691,bf81d8692db,22.0,-2015.1800537109375,4308.830078125,16.979999542236328,-22799.3994140625,-2885.4000854492188,5.799999833106995,-2.199999988079071,-0.5000000074505806,743.0000305175781,255.0,235.0,,-0.009565916933065367,-0.13024413053522438,0.00013186422178066215,True,6,6,127.0,False,False,
