,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
36,2671,81,False,False,0,4300.3969258387,-1688.8900146484375,913.3300170898438,442.3500061035156,-3633.0999755859375,8925.499877929688,-715.5999755859375,-1052.6000213623047,-573.6999893188477,-5879.000244140625,0.0,1.1425037316641733,-0.6808629371724483,3.1254912703795332,8804005501172738206,ethernat_cable,6.0,-1624.239990234375,776.719970703125,401.260009765625,-13537.39990234375,2987.60009765625,3588.800048828125,706.6000366210938,-4000.4000854492188,-3707.6998901367188,255.0,154.0,False,-0.029200860940388523,3.0442678462766515,-0.7731551647587701,True,6,153.0,False,False,5,,8103191170931081510,Speedfreek52,8.0,3008.27001953125,1057.6300048828125,91.70999908447266,-8146.300048828125,-21030.30029296875,-462.99999237060547,1479.6000671386719,-4178.999938964844,171.29999160766602,199.0,128.0,False,-0.6087642955155288,-1.4432095396849598,-1.1899209034347604,True,249.0,False,8,8,False,,enpitsu,76561198039309853,24.0,-1752.7099609375,1206.989990234375,202.8800048828125,3292.3001098632812,-21278.798828125,3791.0000610351562,-1603.2000732421875,-253.09999465942383,8.799999952316284,255.0,128.0,,-0.7697117208277336,-1.4081335805264543,-0.0025553903413427508,True,71.89326427316153,True,4,False,3,,games5425898691,bf81d8692db,19.0,-2448.929931640625,2902.840087890625,16.989999771118164,17437.80029296875,-5723.900146484375,4.900000095367432,-0.29999999329447746,0.09999999776482582,1953.0000305175781,255.0,238.0,0.009584140603990342,-0.242875038836733,2.0601051581265167e-05,True,226.0,False,10,False,10,,
37,2751,84,False,False,1,8240.988044297712,2521.6298828125,-2939.06005859375,98.77999877929688,-7188.2000732421875,13464.89990234375,6484.7998046875,3905.10009765625,-692.7999877929688,4502.099914550781,1.0,-1.131060497303632,-1.821877120744578,-1.4688103816972862,bf81d8692db,games5425898691,19.0,2567.39990234375,-3119.219970703125,16.989999771118164,12068.00048828125,19337.099609375,2.3999999463558197,-0.19999999552965164,-0.19999999552965164,1952.7999877929688,255.0,255.0,,-0.009573928115336076,2.0549719676275506,4.062991430465537e-05,True,10,116.0,False,False,10,,76561198039309853,enpitsu,24.0,2877.9599609375,4182.4501953125,17.040000915527344,19909.200439453125,-6031.5997314453125,4.399999976158142,0.29999999329447746,-0.0,-2071.1000061035156,255.0,0.0,,-0.016775367085053942,-2.7687180646916434,-4.049447831097672e-05,True,255.0,False,4,4,False,,Speedfreek52,8103191170931081510,8.0,1537.260009765625,2109.080078125,17.010000228881836,19752.900390625,4002.39990234375,2.199999988079071,-0.0,0.29999999329447746,-1464.6000671386719,128.0,0.0,,-0.00961931121986009,2.967534780801743,-0.00020587844508687921,True,255.0,False,8,False,8,,ethernat_cable,8804005501172738206,6.0,3717.22998046875,-1986.7099609375,15.470000267028809,-14074.7998046875,-7504.69970703125,291.200008392334,-95.20000457763672,-387.09999084472656,-8.299999833106995,255.0,130.0,0.011169768562604886,-0.4677024436343501,-0.024051517870010242,True,143.58828398745547,True,7,False,6,,
38,2811,86,False,False,1,5290.357466608829,1030.4000244140625,-148.64999389648438,160.86000061035156,888.0000305175781,24328.40087890625,7642.1002197265625,2020.5000305175781,-4892.200012207031,2825.4998779296875,1.0,0.18522183287617153,-2.161911513523656,-0.9441650708459887,bf81d8692db,games5425898691,19.0,973.3300170898438,-317.4100036621094,63.220001220703125,9144.7998046875,17551.199951171875,3265.2999877929688,-3365.7000732421875,2645.10009765625,-2435.500030517578,255.0,128.0,,-0.08761905423802765,2.2837724760697404,-0.0037451795148191816,True,12,116.0,False,False,11,,76561198039309853,enpitsu,24.0,3587.070068359375,-369.2099914550781,17.040000915527344,1733.2000732421875,-22481.0009765625,4.1999998688697815,-0.09999999776482582,-1.0999999940395355,-1640.5999755859375,255.0,0.0,,-0.01678473768883751,-1.6090881861113748,-0.00022808953652862776,True,255.0,False,4,4,False,,Speedfreek52,8103191170931081510,8.0,1486.219970703125,1489.949951171875,17.010000228881836,3705.2999877929688,7254.5001220703125,2.0999999344348907,-0.7000000029802322,-1.5000000596046448,-145.600004196167,170.0,128.0,False,-0.009583501465515825,2.0631669891575903,0.0001956833882664628,True,245.0,False,8,False,8,,ethernat_cable,8804005501172738206,7.0,415.260009765625,-4598.1201171875,17.010000228881836,-18662.900390625,3460.4000854492188,2.0999999344348907,-3.1999999284744263,0.7000000029802322,-1355.5000305175781,255.0,128.0,-0.009591393408380037,0.258632839263866,8.55748075679416e-05,True,111.0,False,8,False,8,,
39,2889,89,False,False,0,9448.64201230197,-1248.8900146484375,-4302.0498046875,203.89999389648438,-629.7000122070312,-13826.8994140625,11803.1005859375,-5842.39990234375,-575.8000183105469,-1238.6000061035156,0.0,0.5240029678018031,-2.5559265894480934,-2.760246645383166,8103191170931081510,Speedfreek52,8.0,-1225.1099853515625,-4099.60986328125,100.61000061035156,883.4999847412109,-13182.5,2398.300018310547,2763.5000610351562,3218.699951171875,145.6999969482422,189.0,255.0,False,0.0180892553281617,-2.127962338628724,-0.05172876993881944,True,10,245.0,False,False,9,,8804005501172738206,ethernat_cable,7.0,3523.52001953125,126.23999786376953,17.010000228881836,8650.10009765625,-20785.30029296875,2.3000000417232513,0.19999999552965164,-0.7999999821186066,-1834.1999816894531,255.0,0.0,,0.009599174851076442,-1.236691678222211,-0.00012220576743152088,True,0.0,False,8,8,False,190.0,enpitsu,76561198039309853,24.0,428.57000732421875,2404.489990234375,17.040000915527344,1500.0999450683594,-16936.99951171875,4.300000071525574,0.0,0.0,-2024.1000366210938,255.0,128.0,,0.01676281593836419,-1.5512769014750547,-4.25118693197085e-06,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-1517.969970703125,-3699.06005859375,171.1199951171875,10016.900024414062,-15789.3994140625,2422.5,210.49999237060547,2681.7999267578125,490.60001373291016,255.0,233.0,-0.45711278883312206,-1.086069171057357,-0.14789763358873767,True,146.678528903633,True,14,False,13,,
40,2967,92,False,False,1,1890.6751796411606,1300.0799560546875,3293.010009765625,136.63999938964844,-6328.800048828125,29551.0009765625,5093.900146484375,4657.9998779296875,95.0,-3780.7000732421875,1.0,-0.3477042034779724,-3.057649926425256,2.7037058882146465,76561198039309853,enpitsu,24.0,1340.6400146484375,3121.389892578125,125.38999938964844,-1829.6000671386719,19356.400146484375,2729.5999145507812,1493.0000305175781,-4416.000061035156,2918.699951171875,128.0,255.0,,0.004360331217481123,1.4863866078995651,-0.6923613088327084,True,6,126.0,False,False,5,,bf81d8692db,games5425898691,19.0,-724.9400024414062,4494.77978515625,17.010000228881836,-4764.599914550781,-13214.300537109375,2.0999999344348907,-0.0,-0.0,-6.1000001430511475,255.0,128.0,,-0.00958566219742809,-1.2237969383967555,2.4056406801511203e-05,True,122.0,False,14,14,False,,Speedfreek52,8103191170931081510,8.0,1211.4300537109375,3989.280029296875,81.66000366210938,-4648.599853515625,-12649.3994140625,3306.9000244140625,-1164.800033569336,341.19998931884766,1078.1999969482422,202.0,128.0,False,0.0970642984997822,-1.3723031149159866,-0.004144582642634734,True,196.0,False,12,False,10,,ethernat_cable,8804005501172738206,7.0,769.6099853515625,3686.6298828125,19.479999542236328,15627.900390625,14259.7998046875,2958.9999389648438,-2.0000000298023224,-1.8000000715255737,1259.4999694824219,128.0,144.0,-0.009590425944431416,2.3226884113078237,-7.810617976475495e-05,True,152.0,False,10,False,8,,
41,2971,92,False,False,0,8768.508900549434,-1265.030029296875,-3620.739990234375,231.57000732421875,-12192.80029296875,11917.19970703125,8773.499755859375,718.8999938964844,327.5,5484.000244140625,0.0,0.4587388861463072,3.040906248078558,-2.993403691391829,8103191170931081510,Speedfreek52,8.0,-1141.1600341796875,-3807.7099609375,151.82000732421875,6185.0,7294.6002197265625,4508.0999755859375,4158.999938964844,2057.2999572753906,2952.9000854492188,216.0,128.0,False,-0.29965983087695763,1.5463009666940026,0.010318773983297183,True,12,196.0,False,4,10,,8804005501172738206,ethernat_cable,7.0,-1017.5399780273438,-3931.530029296875,60.90999984741211,-14799.000244140625,-14741.099853515625,1955.3999328613281,-1150.0,884.7000122070312,704.4000244140625,128.0,128.0,,-0.08090377646831075,-2.181589005891364,-0.0034466743883217374,True,152.0,False,10,8,False,,enpitsu,76561198039309853,24.0,-1310.239990234375,-3443.989990234375,138.19000244140625,1829.6000671386719,-19356.400146484375,-150.600004196167,-816.5000152587891,5438.800048828125,45.70000171661377,128.0,255.0,,0.021041095186964887,-1.3842777226610095,-1.9166632650326763,True,126.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,800.739990234375,-4285.06982421875,17.010000228881836,4785.299987792969,13259.599609375,2.0999999344348907,0.0,0.0,33.399999141693115,255.0,135.0,0.009585660650682573,1.223928746901666,2.4688091870841204e-05,True,122.0,False,14,False,14,,
42,2973,92,False,False,1,1542.8716960341342,1314.780029296875,3655.050048828125,324.54998779296875,5511.500244140625,13012.099609375,16601.600341796875,5310.999755859375,2442.7000427246094,-1351.1000061035156,1.0,-0.6173383820220101,3.012207583616982,-2.5281961044778547,76561198039309853,enpitsu,24.0,1310.239990234375,3443.989990234375,138.19000244140625,-1829.6000671386719,19356.400146484375,-150.600004196167,816.5000152587891,-5438.800048828125,45.70000171661377,128.0,255.0,,-0.021041095186964887,1.3842777226610095,-1.9166632650326763,True,6,126.0,False,False,5,,bf81d8692db,games5425898691,19.0,-843.469970703125,4151.02978515625,17.010000228881836,-3653.3999633789062,-13566.500244140625,2.3000000417232513,-0.0,-0.09999999776482582,1685.0999450683594,255.0,255.0,,-0.009575419488783286,-1.325094657460821,0.00022448673848747842,True,122.0,False,14,14,False,,Speedfreek52,8103191170931081510,8.0,1089.6500244140625,3746.780029296875,186.97000122070312,-6182.8997802734375,-7328.3001708984375,3982.3001098632812,-3292.9998779296875,-1236.3999938964844,2300.5999755859375,213.0,128.0,False,0.6107429686820709,-1.708884564110327,0.13619228270353909,True,196.0,False,12,4,10,,ethernat_cable,8804005501172738206,7.0,1140.8399658203125,4054.330078125,74.70999908447266,14799.000244140625,14741.099853515625,1413.3999633789062,2025.2000427246094,-1444.4000244140625,608.3000183105469,128.0,128.0,0.24910540192152286,2.125930710142642,-0.012660019989700413,True,152.0,False,10,False,8,,
43,3055,95,False,False,1,2455.158329350772,2498.77001953125,3280.179931640625,407.8699951171875,-8298.599853515625,7749.5001220703125,-4170.400085449219,-519.900016784668,-2960.1998901367188,5192.8997802734375,1.0,-1.1613545978192823,-2.17227009988566,-0.24458159575485316,bf81d8692db,games5425898691,19.0,2569.47998046875,3181.14990234375,307.260009765625,11591.700439453125,9021.300048828125,4229.4000244140625,-2162.5,-2794.5999145507812,-4214.599914550781,255.0,255.0,,0.8460967091081952,2.102333903716408,-1.217406453107219,True,16,83.9635697923681,True,False,15,,76561198039309853,enpitsu,24.0,2239.02001953125,4561.669921875,17.020000457763672,11399.300537109375,-10619.100341796875,2.3999999463558197,9.599999785423279,-1.5999999642372131,1258.0999755859375,255.0,128.0,,-0.016574550331649177,-2.4032163866134586,-5.5882826490675545e-05,True,32.04846451872141,True,6,6,False,,Speedfreek52,8103191170931081510,8.0,-139.00999450683594,1331.8699951171875,17.010000228881836,10204.199829101562,-4187.900085449219,2.5,-0.7000000029802322,0.09999999776482582,2599.4000244140625,238.0,255.0,False,-0.009573622898742416,-2.845667740631748,7.545695036973376e-06,True,196.0,False,12,4,10,,ethernat_cable,8804005501172738206,7.0,2614.570068359375,3623.969970703125,16.989999771118164,-1590.8999633789062,-20489.49951171875,2.199999988079071,-0.19999999552965164,-3.4999999403953552,-560.6999969482422,255.0,128.0,-0.009601278848834516,-1.477893879460796,-0.0001484445069088169,True,65.87061491576577,True,10,False,8,,
44,3114,97,False,False,0,9714.628493596936,-1074.9599609375,-4572.97998046875,132.83999633789062,-15292.099609375,-25320.30029296875,4207.699890136719,4742.9998779296875,1379.2999267578125,3405.8999633789062,0.0,0.24690271128966515,2.9794367101679335,1.3066653242162392,8103191170931081510,Speedfreek52,8.0,-975.8900146484375,-4473.5,96.45999908447266,-9633.300170898438,-18145.999755859375,2143.3999633789062,-5103.2000732421875,1699.1999816894531,994.8999786376953,238.0,0.0,True,-0.13751237863067414,-2.354460716405156,0.3303583321021915,True,14,70.45136363531952,True,4,10,,8804005501172738206,ethernat_cable,7.0,-3538.10009765625,563.1099853515625,16.989999771118164,12783.00048828125,12231.600341796875,2.7000001072883606,-1.899999976158142,-1.5000000596046448,-1729.9000549316406,255.0,0.0,False,0.009588715218271586,0.6878914304372542,5.92811137577634e-05,True,245.60480857408174,True,10,8,False,,enpitsu,76561198039309853,24.0,-1147.6199951171875,-2679.2900390625,17.040000915527344,21625.50048828125,3699.1000366210938,4.300000071525574,-0.5000000074505806,-0.09999999776482582,2026.0000610351562,255.0,255.0,False,0.01678308985234975,0.2451100301337127,6.146608856396e-05,True,162.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-3983.239990234375,-3671.090087890625,71.47000122070312,3638.800048828125,8562.999877929688,-3535.2999877929688,320.60001373291016,-2708.9999389648438,-665.0,255.0,128.0,0.37496453814549796,1.1264677570157215,0.5803360565485074,True,74.0,False,16,False,16,,
45,3216,101,False,False,1,5201.796212832884,3684.949951171875,749.0499877929688,357.989990234375,9370.599975585938,-3565.10009765625,3922.0999145507812,3313.900146484375,1893.8999938964844,4629.2999267578125,1.0,0.008352217137201435,-0.8230143262508081,2.000132436368646,76561198039309853,enpitsu,24.0,3538.840087890625,725.77001953125,232.27999877929688,6696.6998291015625,-4401.7999267578125,2059.9000549316406,2344.9000549316406,-875.5000305175781,-66.79999828338623,128.0,0.0,False,0.4875296601765482,-2.891066234323771,0.1604422867012496,True,8,97.0,False,False,7,,bf81d8692db,games5425898691,19.0,1898.0400390625,1792.5,17.010000228881836,1535.2999877929688,-14000.699462890625,2.0000000298023224,0.09999999776482582,-2.3000000417232513,731.2000274658203,255.0,200.0,,-0.009603318319531425,-1.683765076239899,3.866909834134369e-05,True,72.0,False,18,18,False,,Speedfreek52,8103191170931081510,8.0,2553.8701171875,2647.340087890625,16.989999771118164,-7925.0,9541.799926757812,5.0,-0.0,-0.0,-2160.7000732421875,235.0,11.0,False,-0.00956628808715298,0.9411626420483571,-6.013544686128889e-06,True,0.0,False,14,4,10,,ethernat_cable,8804005501172738206,7.0,2926.739990234375,1710.469970703125,16.989999771118164,775.5000305175781,-8539.400024414062,4.699999988079071,0.3999999910593033,-1.0000000149011612,767.6000213623047,202.0,210.0,-0.009519282811961877,-1.6397310520716208,0.00022899487432065634,True,191.0,False,10,False,8,,False
46,3257,102,False,False,1,5545.934190034199,3429.0,206.30999755859375,223.11000061035156,29595.6005859375,-242.09999084472656,330.2000045776367,2781.9000244140625,4652.099914550781,2572.5,1.0,-1.1577479032472935,-2.3089296465028415,1.2909099569883862,bf81d8692db,games5425898691,19.0,3155.989990234375,223.13999938964844,156.2899932861328,20378.199462890625,-7866.099853515625,2435.5999755859375,-184.89999771118164,2224.2999267578125,-170.40000915527344,255.0,193.0,,0.37540331516211045,-2.732337555247464,-0.027600289640552538,True,20,20.893729061208738,True,False,19,,76561198039309853,enpitsu,24.0,3883.179931640625,10.149999618530273,87.04000091552734,-2134.600067138672,-5063.2000732421875,-496.89998626708984,2874.5999145507812,2771.6000366210938,135.50000190734863,255.0,128.0,False,-0.8094529226897963,-0.9094105253701193,0.5088542222282847,True,59.5180732178432,True,8,8,False,,Speedfreek52,8103191170931081510,8.0,3445.199951171875,3879.4599609375,16.989999771118164,9190.800170898438,-4730.299987792969,5.299999713897705,0.3999999910593033,-0.3999999910593033,-2972.5,230.0,0.0,False,-0.00956735246651595,-2.4901453722428997,1.9992110428033174e-05,True,0.0,False,14,4,10,,ethernat_cable,8804005501172738206,7.0,3288.9599609375,395.0199890136719,16.989999771118164,4809.599914550781,-15753.599853515625,2.199999988079071,-0.0,0.9000000357627869,1116.2999725341797,255.0,201.0,-0.009581994052850715,-1.8911634447938084,0.00010293859322222558,True,109.6127483844757,True,10,False,8,,False
47,3383,107,False,False,0,5516.459687542451,1742.7900390625,295.6099853515625,138.14999389648438,8807.39990234375,20542.5,3944.7000122070312,49.000000953674316,5904.7998046875,-129.79999542236328,0.0,-0.1980884577829299,-3.134983085402169,0.48334475176696684,8103191170931081510,Speedfreek52,8.0,1672.969970703125,20.510000228881836,86.06999969482422,10350.10009765625,14622.5,3491.4999389648438,-1699.2999267578125,-1557.7000427246094,2342.5999450683594,241.0,249.0,True,0.10584039436672851,1.372195615980514,-0.06972073061078456,True,20,,False,4,14,,8804005501172738206,ethernat_cable,7.0,1459.050048828125,-1950.280029296875,17.010000228881836,17429.100341796875,-15002.80029296875,1.899999976158142,-0.09999999776482582,0.29999999329447746,0.0,255.0,128.0,,0.009580424122444845,-0.7107341642045466,2.9451061950555962e-05,False,0.0,False,10,8,False,,enpitsu,76561198039309853,24.0,-3368.429931640625,4002.81005859375,15.119999885559082,1784.1000366210938,12718.1005859375,-844.4999694824219,-1584.2999267578125,-2420.5999755859375,-2826.300048828125,255.0,0.0,,0.028071541542997895,0.8163995765215988,0.026772351465860364,True,,False,10,False,10,,games5425898691,bf81d8692db,19.0,-2642.81005859375,4561.52978515625,17.0,16225.50048828125,8136.400146484375,1.0999999940395355,-0.5999999865889549,-0.29999999329447746,-1503.0000305175781,255.0,11.0,0.00959933727047247,0.436674725009567,-0.00015239739974469923,True,220.53001288444764,True,20,False,20,,
48,3580,114,False,False,0,3443.7517375845514,-3439.1298828125,2817.949951171875,411.2300109863281,-18990.400390625,22342.900390625,6152.60009765625,4440.400085449219,-3044.4000244140625,2648.2998657226562,0.0,-0.3114075486430905,-2.300867045789681,-3.036025966170836,8804005501172738206,ethernat_cable,7.0,-3357.39990234375,2591.010009765625,276.489990234375,-5818.800048828125,22151.39892578125,2110.800018310547,-4146.600036621094,-882.9000091552734,-1035.8000183105469,255.0,245.0,,-0.560383700093743,0.6668447079947848,0.34055744062902327,True,12,126.05983661323471,True,False,9,,8103191170931081510,Speedfreek52,8.0,-946.1900024414062,2962.39990234375,84.77999877929688,-12916.400146484375,-9777.000122070312,2303.6000061035156,-1161.500015258789,-5359.2999267578125,-421.89998626708984,197.0,15.0,True,0.3783904888409303,-2.2285141276406035,0.5683854792891202,True,,False,28,21,4,,enpitsu,76561198039309853,24.0,-2938.530029296875,4632.10009765625,17.040000915527344,-9498.900146484375,-1526.9000244140625,5.299999713897705,-5.799999833106995,-13.500000238418579,4845.299987792969,255.0,255.0,,0.016522598441884,-1.2898807957074745,0.00020172843998555345,True,61.0,False,10,False,10,,games5425898691,bf81d8692db,19.0,-3428.85009765625,4430.81982421875,45.88999938964844,-15181.800537109375,-13303.499755859375,641.3999938964844,1144.7000122070312,-94.70000267028809,1787.7999877929688,128.0,255.0,0.010376075063718621,-2.366151619874536,-0.5035178784990397,True,63.0,False,22,False,22,,
49,3640,116,False,False,1,10161.887271615904,1707.5400390625,-4989.43017578125,213.82000732421875,343.69998931884766,3309.5999145507812,3150.8999633789062,-657.6999664306641,-3514.2001342773438,4818.399963378906,1.0,-0.7375619631903028,2.208516751337186,-2.60466095644905,76561198039309853,enpitsu,24.0,1620.3800048828125,-5000.5,103.37000274658203,-89.0999984741211,1848.3999633789062,2826.099853515625,-820.8999633789062,4580.5999755859375,-2931.4999389648438,0.0,128.0,,0.2646769227864136,0.03252508425674537,0.5977582435723545,True,12,51.0,False,False,11,,bf81d8692db,games5425898691,19.0,1081.530029296875,-3714.8798828125,17.020000457763672,-9207.7001953125,-18481.600341796875,1.0000000149011612,0.29999999329447746,-0.0,2007.2999572753906,255.0,255.0,,-0.009565532229950971,-1.1864329413621586,2.7430137636625143e-05,True,0.0,False,22,22,False,,Speedfreek52,8103191170931081510,8.0,3576.659912109375,-98.88999938964844,17.010000228881836,847.5,17681.400146484375,2.800000011920929,0.09999999776482582,-0.5999999865889549,3301.400146484375,237.0,255.0,False,-0.009599167172131842,1.354425222308217,8.327618022589541e-05,True,255.0,False,28,4,22,,ethernat_cable,8804005501172738206,7.0,2195.820068359375,-4596.7998046875,16.989999771118164,-13603.599853515625,1021.2000274658203,4.399999976158142,-0.5000000074505806,-1.8000000715255737,2.8999999165534973,0.0,128.0,-0.009829406687030704,0.07440734093652675,-3.654732209720284e-05,True,65.0,False,12,False,10,,
50,3672,118,False,False,0,997.8233751851942,-1745.6300048828125,4616.759765625,147.13999938964844,1879.4000244140625,384.7999954223633,1302.5999450683594,2798.900146484375,3513.9999389648438,3977.0001220703125,0.0,0.6402688008459465,-1.991209357118939,-3.107903316773194,8804005501172738206,ethernat_cable,7.0,-1803.5899658203125,4585.10009765625,16.3700008392334,-3819.89990234375,856.9000244140625,-148.00000190734863,-890.5000305175781,683.8999938964844,-412.2999954223633,153.0,128.0,,0.02650140325104995,-0.2519272928002333,-0.022417965126550414,True,12,65.0,False,False,10,,8103191170931081510,Speedfreek52,8.0,-2253.77001953125,74.43000030517578,17.010000228881836,-557.7000045776367,12984.3994140625,2.0000000298023224,0.09999999776482582,-1.899999976158142,924.4999694824219,233.0,128.0,False,0.009563695507385296,1.6941117594965334,-0.00026570044629894686,True,212.0,False,28,22,4,,enpitsu,76561198039309853,24.0,-1518.1800537109375,4823.8798828125,16.700000762939453,760.1999664306641,-2383.6000061035156,-1106.2000274658203,-1456.199951171875,-1496.6000366210938,-3577.2000122070312,255.0,0.0,,0.038002148994932754,-1.2419532145881307,-0.01237451869155747,True,51.0,False,12,False,12,,games5425898691,bf81d8692db,19.0,-1363.9599609375,4835.43994140625,17.020000457763672,-3304.5999145507812,-74.20000076293945,1.0000000149011612,-0.19999999552965164,0.5000000074505806,1730.5999755859375,255.0,255.0,0.009535882497529125,3.0486328069537136,8.031707228828867e-05,True,0.0,False,22,False,22,,
51,3712,119,False,False,1,10059.864768535883,1161.1400146484375,-4916.3701171875,132.22999572753906,-8290.30029296875,-2170.800018310547,2573.2998657226562,-2568.2998657226562,77.10000038146973,2892.3001098632812,1.0,-0.56299511730029,1.8085257283608756,1.1192693683237636,bf81d8692db,games5425898691,19.0,1274.030029296875,-4908.6201171875,17.25,-7163.599853515625,-3434.5999145507812,142.70000457763672,-206.70000076293945,310.40000915527344,-768.4999847412109,0.0,128.0,,-0.03028451150621941,2.7034591941777437,-0.0031346368450654925,True,22,0.0,False,False,22,,76561198039309853,enpitsu,24.0,1181.81005859375,-4122.1201171875,17.059999465942383,-7950.4998779296875,-4463.299865722656,-2.5999999046325684,-0.0,-0.0,2603.699951171875,255.0,128.0,False,-0.01668193654925064,-0.5652014489375952,-4.90411331440721e-05,True,25.971724774247857,True,12,12,False,,Speedfreek52,8103191170931081510,8.0,1709.969970703125,-1971.5400390625,17.010000228881836,-15479.89990234375,-9060.10009765625,1.7000000178813934,0.7999999821186066,0.5000000074505806,-82.29999542236328,233.0,128.0,False,-0.009602178022255351,-0.5191051620859312,9.938643617640566e-05,True,170.0,False,28,4,22,,ethernat_cable,8804005501172738206,7.0,1577.1300048828125,-4600.72021484375,17.010000228881836,-7409.6002197265625,-2500.0999450683594,-0.09999999776482582,4.4999998807907104,1.1999999731779099,1617.4000549316406,255.0,128.0,-0.009517913555797036,-0.3506973488683655,-6.686835454526649e-06,True,36.778331264372795,True,12,False,10,,
52,3726,120,False,False,1,10161.775917112203,737.52001953125,-5020.5400390625,183.6199951171875,-12569.3994140625,1977.2999572753906,3923.5000610351562,-2223.000030517578,318.1999969482422,2964.8001098632812,1.0,-0.9913964347468291,-1.2302643200577799,2.801273866514099,bf81d8692db,games5425898691,19.0,805.72998046875,-5069.47021484375,68.88999938964844,-9765.10009765625,-990.2999877929688,3482.39990234375,-1367.8999328613281,-479.0999984741211,924.1000366210938,128.0,128.0,,-0.2077309717602803,2.8460042387579487,-0.7654629440362627,True,23,0.0,False,False,22,,76561198039309853,enpitsu,24.0,760.5499877929688,-4586.68017578125,17.059999465942383,-8773.200073242188,-11441.300048828125,1.1999999731779099,2.800000011920929,2.3999999463558197,1695.5999755859375,0.0,128.0,False,-0.016822044642742534,-0.9353956899098057,0.0003793772592572403,True,2.0,False,12,12,False,,Speedfreek52,8103191170931081510,8.0,927.3200073242188,-2375.840087890625,17.010000228881836,-16096.199951171875,-7870.4998779296875,1.899999976158142,0.09999999776482582,-0.19999999552965164,-1.4000000059604645,216.0,128.0,False,-0.009570353921377587,-0.4545758169002693,1.5194234110156358e-05,True,170.0,False,28,4,22,,ethernat_cable,8804005501172738206,7.0,1099.800048828125,-4788.60986328125,17.010000228881836,-11948.00048828125,-4652.60009765625,0.0,-0.0,-0.5999999865889549,-19.40000057220459,255.0,128.0,-0.009537387026975454,-0.3704717502423323,-1.863323915646172e-05,True,15.67516544813751,True,12,False,10,,
