,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
31,2211,64,False,False,1,10008.411204181783,-2588.06005859375,-4242.41015625,104.08999633789062,-14038.299560546875,18713.900146484375,11518.00048828125,2669.8001098632812,5217.0001220703125,-1286.1000061035156,1.0,0.2633515457156671,1.4973878095194246,2.4262813729351467,76561198039309853,enpitsu,27.0,-2485.550048828125,-4368.56982421875,17.049999237060547,-20311.600341796875,10599.3994140625,2.800000011920929,-4.699999988079071,2.5999999046325684,-1337.2999572753906,255.0,128.0,False,-0.01677704823854715,0.5198557276426028,-0.0002024094749133693,True,False,14,16,32.0,False,,bf81d8692db,games5425898691,18.0,-2948.429931640625,-4202.259765625,17.020000457763672,-11656.300048828125,-5052.699890136719,1.2999999523162842,-0.0,-0.0,-2319.1000366210938,255.0,0.0,,-0.0095779157096014,-0.3419016981750316,-1.6267260988319486e-05,True,255.0,False,14,False,10,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,-3556.1201171875,294.95001220703125,114.8499984741211,439.0999984741211,21783.89892578125,-141.70000076293945,-5485.9002685546875,-391.8000030517578,32.40000009536743,255.0,128.0,,-1.3920630296441392,-1.6095280562963676,3.108442104398153,False,255.0,False,16,False,13,,Westi,76561198023840998,6.0,-3475.27001953125,-3694.840087890625,17.059999465942383,433.8999938964844,-1176.8000030517578,1.4000000059604645,-1.4000000059604645,-1.5000000596046448,-322.79998779296875,128.0,128.0,,-0.017181092444130963,-1.92777514779323,0.00012255201863803033,True,,False,6,24,14,
32,2279,67,False,False,1,6810.8163152538855,-2873.4599609375,-532.5999755859375,564.530029296875,-3184.89990234375,26665.30029296875,9480.2001953125,1848.0000305175781,1071.3999938964844,5017.300109863281,1.0,-0.00215153962625154,-1.0411406213497194,1.8579206273987225,bf81d8692db,games5425898691,18.0,-2825.4599609375,-637.739990234375,386.57000732421875,-889.4999694824219,20865.0,2866.4999389648438,1820.0,1181.9000244140625,-3579.5001220703125,255.0,212.0,,0.7437144763847682,0.7746584250306016,-0.6769390146542272,True,False,11,16,119.07687721970265,True,,76561198039309853,enpitsu,27.0,-2737.669921875,-621.1099853515625,196.11000061035156,3218.800048828125,17362.2998046875,2053.5000610351562,-204.69999313354492,32.5,25.59999942779541,255.0,128.0,False,-0.019407023513127005,1.7278967623448414,7.95866928723037e-05,True,0.0,False,18,False,15,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,-1843.02001953125,4560.0400390625,17.010000228881836,17016.099853515625,5964.5001220703125,2.5,-0.0,-0.0,-3202.5,255.0,0.0,False,-0.009597488875013181,-2.8830136416300665,-3.464567545955314e-05,True,255.0,False,16,False,14,,Westi,76561198023840998,6.0,-2902.679931640625,-2497.919921875,104.5199966430664,-3857.3001098632812,17537.39990234375,197.09999084472656,-5371.300048828125,-1182.3999786376953,0.5000000074505806,255.0,128.0,,-1.3510302649722876,1.3535737048925294,0.0005445715546675028,True,,False,6,26,15,
33,2366,70,False,False,0,9901.235619348525,1473.0899658203125,-4473.6298828125,388.69000244140625,6678.599853515625,9284.69970703125,7416.7999267578125,744.5999908447266,-5740.7000732421875,1577.7000427246094,0.0,-0.3207130591836913,0.19493095686989723,2.363070040412987,18624a07afe64d58aea00239724b97cf,SCARΣD,13.0,1415.9200439453125,-4543.93017578125,224.75,12659.300537109375,2308.300018310547,-50.59999942779541,-2142.7000427246094,5031.499938964844,-585.099983215332,255.0,159.0,,0.1724050467780262,0.041915398836090405,-0.2585247204581969,True,False,15,18,225.0,False,,76561198023840998,Westi,6.0,3541.5,-2900.35009765625,17.049999237060547,-3159.8001098632812,-17030.0,2.5999999046325684,0.0,0.19999999552965164,-81.49999618530273,255.0,128.0,,0.016775198440960863,-1.7625272630415703,5.018917832320165e-05,True,31.0,False,26,6,16,,enpitsu,76561198039309853,27,129.58999633789062,-4470.41015625,17.049999237060547,-12762.7001953125,13268.499755859375,3.0000001192092896,-0.09999999776482582,0.09999999776482582,-2042.2999572753906,255.0,0.0,,0.016766456201711834,2.263311689480061,-2.588005129689581e-05,True,31.0,False,18,False,16,,games5425898691,bf81d8692db,18.0,2499.47998046875,-4092.6201171875,17.0,2686.9000244140625,-6876.500244140625,3.6000001430511475,0.0,0.0,2469.7999572753906,255.0,255.0,,0.009517867282577341,-1.1846242626192611,2.6314507873589632e-05,True,96.0,False,False,16,12,
34,2426,72,False,False,1,4584.995351576119,-2871.360107421875,2526.72998046875,446.1700134277344,1951.1000061035156,3870.1998901367188,1313.800048828125,-1295.7000732421875,1938.699951171875,4962.699890136719,1.0,0.7536271052069263,-0.3827790731771829,2.3013345842200126,bf81d8692db,games5425898691,18.0,-2932.0,2430.5,319.5199890136719,4469.5001220703125,-9939.89990234375,3811.4999389648438,-4238.399963378906,-2724.2001342773438,-2205.399932861328,255.0,255.0,,0.49612504127906043,2.4667387464813504,-2.029220842611337,True,False,13,18,21.863922531886775,True,,76561198039309853,enpitsu,27.0,-2659.530029296875,2258.429931640625,184.47000122070312,-22616.79931640625,2506.4999389648438,3215.8999633789062,48.69999885559082,1599.2999267578125,-778.3999633789062,128.0,0.0,,0.6558955207743501,0.4156365746018886,0.109970606899541,True,23.545677561913767,True,20,False,17,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,-3258.679931640625,3458.1201171875,17.010000228881836,1621.9999694824219,-12840.30029296875,2.0000000298023224,-0.0,-0.29999999329447746,-87.29999542236328,255.0,128.0,,-0.009566467338851792,-1.6883461571364868,3.5576269149775465e-05,True,216.0,False,18,False,16,,Westi,76561198023840998,6.0,-2650.2900390625,3101.199951171875,17.049999237060547,-10044.299926757812,-8205.499877929688,-1.2999999523162842,-0.29999999329447746,-0.09999999776482582,1629.1000366210938,255.0,255.0,False,-0.016727754943352106,-0.6860778122237461,0.0004005358976565091,True,198.76981517063672,True,6,26,16,
35,2504,75,False,False,0,9175.553392456093,2308.199951171875,-3457.89990234375,146.66000366210938,-27481.69921875,2368.3999633789062,7286.500244140625,2261.4999389648438,493.10001373291016,716.5000152587891,0.0,-0.2121295868480586,-1.1799784179215553,0.7598316628206979,76561198023840998,Westi,6.0,2470.3798828125,-3510.10009765625,86.73999786376953,-18722.7001953125,-3337.3001098632812,3416.7001342773438,-2122.2000122070312,695.5999755859375,-4552.699890136719,128.0,128.0,False,0.07323031342160939,2.8499815568842166,0.029233154867699524,True,6,16,28,103.0,False,,18624a07afe64d58aea00239724b97cf,SCARΣD,13.0,2436.81005859375,-4342.0498046875,17.0,-9109.400024414062,-7827.60009765625,6.1000001430511475,-3.1999999284744263,-7.200000286102295,-2372.2000122070312,255.0,0.0,False,0.009366935111951772,-2.4928229993003463,-0.00038476694360760696,True,194.21324743250366,True,20,False,18,,enpitsu,76561198039309853,27,3015.7900390625,-3504.199951171875,68.0999984741211,-18557.5,6001.199951171875,2736.400146484375,-1879.9000549316406,-4391.000061035156,-812.6999664306641,255.0,128.0,False,0.13858672592602775,2.7161158987949623,-0.002647430709035737,True,0.0,False,22,False,19,,games5425898691,bf81d8692db,18.0,2986.389892578125,-3104.81005859375,46.209999084472656,-14132.099609375,139.79999542236328,3469.4000244140625,-30.899999141693115,-414.3000030517578,-1063.0000305175781,255.0,115.0,,0.018192048560423783,3.0466521242699165,-8.109435486900004e-05,True,0.0,False,False,20,14,
36,2622,79,False,False,0,8286.126759094814,-3552.860107421875,-2708.6298828125,1392.9599609375,8085.7000732421875,15565.0,1917.4000549316406,-1347.4000549316406,-4686.7999267578125,-2131.9000244140625,0.0,-0.8444188855686973,-1.1734165912486287,0.28383917150745497,18624a07afe64d58aea00239724b97cf,SCARΣD,13.0,-3648.639892578125,-2934.22998046875,1353.0999755859375,10894.000244140625,12048.1005859375,-123.80000114440918,-507.59998321533203,3414.89990234375,4281.400146484375,230.0,128.0,,-0.817813190913462,2.6332339386580195,2.675984719290931,True,False,21,24,255.0,False,,76561198023840998,Westi,6.0,-2515.8701171875,-4082.139892578125,17.059999465942383,1566.6999816894531,6793.2000732421875,1.2999999523162842,-0.09999999776482582,-0.7999999821186066,-0.7999999821186066,255.0,,,0.01663946925853973,1.343935119541066,6.254109999541486e-05,True,133.0,False,28,6,16,,enpitsu,76561198039309853,27,-3314.669921875,-3598.0,17.059999465942383,12383.699951171875,-9707.999877929688,1.899999976158142,0.09999999776482582,0.0,2077.7000427246094,255.0,255.0,,0.01676469915607829,-0.5968371778786475,-1.4915252736218257e-05,True,31.0,False,24,False,22,,games5425898691,bf81d8692db,18.0,-3595.669921875,1597.0,17.010000228881836,6579.1998291015625,19841.500244140625,2.3000000417232513,0.09999999776482582,0.9000000357627869,-1784.7000122070312,255.0,0.0,,0.009582894848146863,1.199591861161984,-0.00014585099672339693,True,255.0,False,False,22,18,
37,2681,81,False,False,1,5677.237412156814,1881.260009765625,-451.0899963378906,372.9700012207031,-11616.500244140625,20313.699951171875,7956.300048828125,5912.19970703125,56.30000114440918,1020.8999633789062,1.0,-0.15262677751557804,0.3777495749823589,-0.4488054818578676,bf81d8692db,games5425898691,18.0,1915.030029296875,-578.5700073242188,250.6999969482422,-4093.0999755859375,17902.19970703125,-159.79999542236328,-3201.9000244140625,-4466.700134277344,-212.99999237060547,255.0,240.0,,0.24191860250200897,1.8161449027831178,-0.6012188063721563,True,False,19,24,195.50319989522302,True,,76561198039309853,enpitsu,27.0,1701.260009765625,1958.4200439453125,112.22000122070312,43.69999885559082,-17326.99951171875,193.89999389648438,3638.2000732421875,-3975.2999877929688,-1100.0,128.0,128.0,,-0.8973076750100191,-2.03492391148701,1.178125271031588,True,0.0,False,26,False,23,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,1376.300048828125,478.1000061035156,232.64999389648438,-10416.8994140625,-11663.800048828125,-12046.600341796875,20.299999713897705,34.80000019073486,-352.59998321533203,255.0,128.0,,-0.10442772587164184,-1.2983642697458315,-0.010162118222951374,True,255.0,False,24,False,22,,Westi,76561198023840998,6.0,639.4600219726562,622.8800048828125,21.209999084472656,-13757.2998046875,-10290.10009765625,-849.1999816894531,-748.0000305175781,1890.0,-5110.4998779296875,128.0,0.0,,-0.11814556220584166,-0.15903511962303116,-0.022556262519096943,True,164.0,False,6,28,18,
38,2755,84,False,False,0,10156.535171935555,1135.0699462890625,-4811.3798828125,126.75,28062.60009765625,-21236.99951171875,-1040.6999969482422,-737.9000091552734,3648.0999755859375,-4705.899963378906,0.0,0.36673032631020847,0.32120277759408694,2.410498605513998,76561198023840998,Westi,6.0,904.4000244140625,-4707.47021484375,51.95000076293945,19306.500244140625,-11901.800537109375,3580.4000854492188,247.39999771118164,571.3000106811523,1912.7999877929688,255.0,128.0,False,0.03493258481141184,-0.3446403164131382,0.0008804223115685828,True,6,18,29,30.0,False,,18624a07afe64d58aea00239724b97cf,SCARΣD,13.0,914.4500122070312,-1763.6700439453125,17.010000228881836,4677.300109863281,-17252.19970703125,2.0999999344348907,0.0,-0.09999999776482582,-180.10000228881836,255.0,128.0,,0.009591897419890923,-1.3235198710685465,8.491770016636713e-05,True,201.0,False,24,False,22,,enpitsu,76561198039309853,27,-2852.1298828125,1395.469970703125,17.059999465942383,-10745.799560546875,-8766.099853515625,1.899999976158142,0.0,0.0,2223.9999389648438,255.0,255.0,,0.016751580995605683,-2.392387126575714,1.8348377998868857e-05,True,0.0,False,26,False,24,,games5425898691,bf81d8692db,17.0,324.010009765625,-2880.429931640625,17.010000228881836,16758.00048828125,-819.7000122070312,2.3000000417232513,0.3999999910593033,0.0,-1927.5,255.0,0.0,,0.00959727950729938,-0.11064641481862894,-7.223300188349668e-05,True,175.0,False,False,24,20,
39,2862,88,False,False,0,7478.246577967584,3683.760009765625,-771.8499755859375,119.19000244140625,2409.2999267578125,33636.39892578125,-2895.2999877929688,-5706.099853515625,-1033.7999725341797,-1539.7000122070312,0.0,0.5961507575775502,1.0388845215168896,0.8730400906147097,76561198023840998,Westi,6.0,3659.06005859375,-883.0700073242188,83.66000366210938,78.49999904632568,20775.6005859375,2825.1998901367188,-3927.7999877929688,-516.5999984741211,521.1000061035156,255.0,128.0,False,0.21730418866792175,1.428036157702367,-0.038889111965389835,True,6,20,32,199.0,False,,18624a07afe64d58aea00239724b97cf,SCARΣD,13.0,104.5199966430664,-4388.5,17.010000228881836,-1656.1000061035156,11980.10009765625,2.0999999344348907,0.0,-0.5000000074505806,-223.60000610351562,255.0,93.0,False,0.009551056551419183,1.7113833464030133,-8.469832386438826e-05,True,201.0,False,24,False,22,,enpitsu,76561198039309853,27,-760.2100219726562,4160.18017578125,17.049999237060547,12319.3994140625,13315.799560546875,2.5999999046325684,-0.5999999865889549,-0.7000000029802322,-203.1999969482422,255.0,128.0,False,0.016773610342379848,0.8032620690950427,0.0001549907284669792,True,61.0,False,28,False,26,,games5425898691,bf81d8692db,18.0,4078.989990234375,-1481.510009765625,890.2000122070312,-2.8999999165534973,3982.2000122070312,4150.4998779296875,-2303.0999755859375,0.09999999776482582,0.0,255.0,255.0,,-0.8599981262204915,1.5562367961805734,-1.5597524007700119,True,133.0,False,False,26,20,
40,2922,90,False,False,1,10641.725446320666,-3200.5,-4681.66015625,541.989990234375,2639.2001342773438,25332.7001953125,2812.60009765625,1517.2000122070312,-441.6999816894531,-5788.0999755859375,1.0,0.3546999993553733,0.10153216284651047,-0.3639006231928566,76561198039309853,enpitsu,27.0,-3134.679931640625,-4891.7001953125,536.6099853515625,-15828.599853515625,11895.899658203125,-78.80000114440918,-1223.7999725341797,-1573.0000305175781,-2391.9000244140625,255.0,0.0,,-0.05957903597173782,0.7129131821455864,1.5686997011004806,True,False,26,30,6.0,False,,bf81d8692db,games5425898691,18.0,-3360.14990234375,-1468.8599853515625,102.2300033569336,2444.7999572753906,-22795.70068359375,1019.0000152587891,5399.4000244140625,1031.9999694824219,175.10000228881836,255.0,136.0,,-1.126520522963718,-1.3191433557176706,-0.3952706491784579,True,20.0,False,28,False,21,,SCARΣD,18624a07afe64d58aea00239724b97cf,18,-1820.780029296875,2201.860107421875,17.010000228881836,-9936.500244140625,-10004.099731445312,2.0999999344348907,-0.3999999910593033,-0.3999999910593033,0.0,255.0,128.0,,-0.00958988845341893,-0.7888200801760018,-5.801774958026586e-05,True,255.0,False,24,False,22,,Westi,76561198023840998,6.0,-3153.919921875,-3539.530029296875,17.030000686645508,12915.799560546875,-18827.900390625,5.5000001192092896,1.0999999940395355,-1.5999999642372131,-1671.9999694824219,255.0,0.0,,-0.0167695593665403,-2.131817433698734,-0.00025012164523775105,True,213.0,False,6,32,20,
41,2968,92,False,True,0,5823.195090693121,2753.7900390625,602.530029296875,100.66999816894531,-8680.499877929688,18686.400146484375,6692.0001220703125,-2129.600067138672,-4183.699951171875,-1175.199966430664,0.0,-0.6074790627953075,2.222013592349308,-0.23192063803433596,18624a07afe64d58aea00239724b97cf,SCARΣD,18.0,2834.070068359375,315.489990234375,101.69000244140625,-2596.6000366210938,22694.89990234375,2665.7998657226562,-3625.4000854492188,-2392.5999450683594,835.6999969482422,255.0,201.0,,0.06442523493166286,1.5809738679473653,-0.031077412439274484,True,False,23,26,200.0,False,,76561198023840998,Westi,6.0,566.5599975585938,3367.5,17.030000686645508,-9798.099975585938,-20469.100341796875,5.099999904632568,0.09999999776482582,0.5999999865889549,520.2000045776367,255.0,128.0,False,0.016786023683091664,-1.9749866413502695,-0.0001761039998005385,True,204.0,False,32,6,20,,enpitsu,76561198039309853,27,3552.679931640625,2531.06005859375,61.2400016784668,-3809.7000122070312,-15569.7998046875,3564.2001342773438,80.60000419616699,-29.000000953674316,-390.2000045776367,128.0,128.0,,0.023881502011305702,-1.8868953990382886,0.0010225109542705492,True,0.0,False,32,1,26,,games5425898691,bf81d8692db,18.0,2306.699951171875,4827.490234375,17.010000228881836,-19732.60009765625,5440.4998779296875,2.3999999463558197,0.09999999776482582,-0.19999999552965164,2013.800048828125,255.0,255.0,,0.009577168845643188,2.951043431210287,1.1484675087453384e-05,True,20.0,False,False,28,22,
42,3014,94,False,False,1,9053.033596765672,-1327.93994140625,-3635.6201171875,290.6199951171875,20151.400146484375,9144.500122070312,-2898.800048828125,-783.7000274658203,2077.2000122070312,-5574.0997314453125,1.0,-0.7238686773760677,-1.36158340403301,-1.4347232957943665,bf81d8692db,games5425898691,18.0,-1431.8499755859375,-3780.469970703125,275.1000061035156,5486.500244140625,9093.699951171875,1810.8000183105469,647.6000213623047,4736.400146484375,2719.5999145507812,255.0,11.0,,-0.08275923029616644,2.2942432811456195,0.9489938598027398,True,False,23,30,0.0,False,,76561198039309853,enpitsu,27.0,-2903.469970703125,117.05999755859375,190.82000732421875,3844.2001342773438,15655.6005859375,-4514.800109863281,2.7000001072883606,4.4999998807907104,105.79999923706055,255.0,128.0,,0.006177440975676846,0.37531998399513644,0.04552952070958837,True,0.0,False,32,2,26,,SCARΣD,18624a07afe64d58aea00239724b97cf,15,-2193.570068359375,-3099.090087890625,17.010000228881836,12394.000244140625,-8767.7001953125,2.3999999463558197,-0.0,0.09999999776482582,2040.2000427246094,255.0,255.0,,-0.009570493463380333,-2.5924078163825093,1.1025972309845427e-05,True,200.0,False,26,False,24,,Westi,76561198023840998,6.0,1076.0999755859375,-63.25,17.030000686645508,7301.6998291015625,20285.6005859375,5.600000023841858,-0.3999999910593033,-0.5999999865889549,2006.300048828125,255.0,255.0,False,-0.01675960654038639,1.843838208871088,6.965416774844982e-05,True,235.0,False,6,32,20,
43,3106,97,False,False,0,4754.556708604631,-3826.550048828125,1395.97998046875,101.08000183105469,-28749.29931640625,6052.19970703125,1701.3999938964844,4599.4000244140625,-2313.000030517578,3081.400146484375,0.0,0.031225554028998095,-0.7153134963744567,-2.506609200674103,76561198023840998,Westi,7.0,-3623.6201171875,1347.030029296875,107.06999969482422,-18794.69970703125,9525.700073242188,2261.4999389648438,-2661.300048828125,-4780.899963378906,556.3999938964844,255.0,128.0,False,0.8844825288985567,2.554685740968499,-0.09100287582632008,True,6,21,34,81.0,False,,18624a07afe64d58aea00239724b97cf,SCARΣD,15.0,127.11000061035156,-2347.469970703125,17.010000228881836,-4621.000061035156,-20207.7001953125,2.3000000417232513,-0.09999999776482582,-0.7000000029802322,-1920.0,255.0,0.0,,0.009603630970924253,-1.861622876753451,-8.016509390030286e-05,True,164.0,False,28,False,26,,enpitsu,76561198039309853,27,3599.85009765625,2024.449951171875,60.7599983215332,148.50000381469727,17464.000244140625,-2359.7999572753906,-2814.1000366210938,-32.30000019073486,3.100000023841858,255.0,128.0,,-0.25640006266154136,1.5820301693123564,0.0016750888838366611,True,0.0,False,34,2,28,,games5425898691,bf81d8692db,18.0,-1493.1600341796875,3405.97998046875,32.619998931884766,-14239.7998046875,5501.300048828125,-2906.9000244140625,-1126.9000244140625,-1371.0000610351562,237.39999771118164,255.0,128.0,,-0.11897828658053673,2.6791925837554653,-0.1361431328290354,True,61.0,False,False,32,26,
44,3222,101,False,False,1,7864.984681545696,3133.360107421875,-2400.0400390625,480.6600036621094,-14453.399658203125,28363.40087890625,-1922.7999877929688,-2684.4000244140625,-733.7999725341797,5315.4998779296875,1.0,-0.13861824723934082,2.61921172605615,1.6178078519147987,bf81d8692db,games5425898691,18.0,3208.5400390625,-2555.72998046875,413.0799865722656,-1040.999984741211,19002.2998046875,1864.9000549316406,954.0000152587891,-3310.0,-4287.5,255.0,238.0,,0.011337242227281993,1.5288514781632572,-1.0154663350259083,True,False,27,34,148.59770316975084,True,,76561198039309853,enpitsu,27.0,600.1900024414062,-3484.5,17.049999237060547,6268.800048828125,10360.899658203125,2.5999999046325684,-0.0,0.7000000029802322,0.0,255.0,128.0,,-0.016697327087823528,2.114915591204179,-5.611284243117806e-05,True,63.0,False,34,2,28,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,-230.4600067138672,5150.77001953125,76.58999633789062,-16093.299560546875,776.8000030517578,-1029.3000030517578,-3422.39990234375,-2275.0,1505.2000427246094,128.0,251.0,,-1.1404573595491407,-0.8483940536810219,-0.09465286090658513,True,255.0,False,28,False,26,,Westi,76561198023840998,6.0,3858.8701171875,-2082.510009765625,19.729999542236328,-3496.0000610351562,15090.2001953125,-454.3000030517578,250.79999923706055,1249.1000366210938,-85.50000190734863,255.0,128.0,False,-0.04323525871954545,1.3391495115670313,-0.0974928788405933,True,8.187088153695544,True,6,34,22,
45,3289,104,False,False,0,8780.154999974837,-61.72999954223633,-3600.429931640625,155.85000610351562,13634.7998046875,14682.5,12497.80029296875,5713.900146484375,1555.0999450683594,-965.8000183105469,0.0,0.40916617649795756,-2.0623284897936305,-0.8690040082909881,18624a07afe64d58aea00239724b97cf,SCARΣD,13.0,-114.26000213623047,-3840.639892578125,61.11000061035156,572.9000091552734,19943.1005859375,2902.9998779296875,-2529.499969482422,3407.2000122070312,-1649.1999816894531,255.0,15.0,,0.041425936332193124,1.827538601859501,0.04833962201986095,True,False,27,30,216.0,False,,76561198023840998,Westi,6.0,-3706.530029296875,-1780.699951171875,17.049999237060547,3303.2998657226562,-15882.099609375,3.0000001192092896,0.0,1.2999999523162842,1802.1000671386719,255.0,255.0,False,0.016764606844916673,-1.3272511315858742,0.000183829582781117,True,255.0,False,34,6,22,,enpitsu,76561198039309853,27,854.7100219726562,2831.679931640625,17.049999237060547,5922.19970703125,12536.099853515625,2.5,0.29999999329447746,0.7999999821186066,398.10001373291016,255.0,128.0,,0.0167528227301305,1.1681309735410277,-0.0002500053738289545,True,63.0,False,34,2,28,,games5425898691,bf81d8692db,18.0,-3226.68994140625,-1038.449951171875,17.010000228881836,565.2999877929688,5586.199951171875,2.0000000298023224,0.0,0.7999999821186066,228.29999923706055,255.0,128.0,,0.009498617127254068,1.4871235205264663,-0.00019908281958170857,True,126.0,False,False,34,28,
46,3401,108,True,True,1,7982.703022205652,-3323.280029296875,-1636.52001953125,138.25999450683594,14421.099853515625,28192.7001953125,8193.300170898438,5330.10009765625,2258.2000732421875,-1578.0000305175781,1.0,0.4762327771477153,1.5517264338220682,-0.9854286883546172,76561198039309853,enpitsu,27.0,-3395.969970703125,-1863.06005859375,106.91000366210938,6136.400146484375,21966.0009765625,2972.3001098632812,-2632.3001098632812,3134.2001342773438,-992.2000122070312,255.0,0.0,False,-0.05574119168705911,1.6363539560041993,0.036791825113806347,True,2,29,36,158.0,False,,bf81d8692db,games5425898691,18.0,2561.85009765625,-4271.5400390625,16.989999771118164,-14573.199462890625,-2659.4000244140625,4.699999988079071,4.000000059604645,0.5999999865889549,-1311.6999816894531,255.0,0.0,,-0.009587043019081275,-0.16027525932313194,-2.5659736897631774e-05,True,96.0,False,36,False,30,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,-3384.7900390625,4367.08984375,21.010000228881836,-8100.4998779296875,18270.699462890625,2078.0999755859375,4089.8001098632812,3163.5000610351562,-1874.7999572753906,255.0,0.0,,0.11916010992182191,1.2221323934091262,0.04708277087721944,True,255.0,False,30,False,28,,Westi,76561198023840998,6.0,-1202.530029296875,2813.550048828125,17.049999237060547,-12554.300537109375,-5427.7001953125,3.100000023841858,0.29999999329447746,0.09999999776482582,2242.5,255.0,255.0,False,-0.01675052747892151,-0.472269935387496,5.206054164124452e-05,True,255.0,False,6,34,22,
47,3724,110,False,False,1,5157.84335642101,-25.3799991607666,65.12000274658203,157.1300048828125,-15974.200439453125,5491.7999267578125,9343.499755859375,-5948.3001708984375,389.50000762939453,-682.3000335693359,1.0,-0.2030666993715487,-0.12479039511130638,-0.14093597147570908,76561198039309853,enpitsu,27.0,-35.08000183105469,-67.12999725341797,106.69000244140625,2439.4000244140625,4585.5999755859375,470.9000015258789,270.0,-901.9000244140625,5418.800048828125,255.0,0.0,,-1.5021013433602959,2.5955751606635045,-0.7235405077659386,True,False,1,2,0.0,False,,bf81d8692db,games5425898691,17.0,2245.68994140625,-3842.330078125,17.010000228881836,18175.699462890625,-10033.300170898438,1.899999976158142,-0.5000000074505806,0.29999999329447746,-1.5999999642372131,255.0,128.0,,-0.009590157369257325,-2.636953868787559,5.128817594544621e-05,True,0.0,False,False,False,False,,SCARΣD,18624a07afe64d58aea00239724b97cf,13,119.25,127.31999969482422,64.58000183105469,-5204.69970703125,-977.7999877929688,2495.8999633789062,-3747.39990234375,1358.5000610351562,-3789.5999145507812,255.0,6.0,,0.4657748944693332,-0.6858673497035077,0.07957243866536709,True,0.0,False,4,False,3,,Westi,76561198023840998,6.0,-0.10000000149011612,3808.300048828125,17.049999237060547,-122.60000228881836,-13171.099853515625,-1.7000000178813934,0.7000000029802322,5.0,-301.8000030517578,255.0,0.0,,-0.016700965239560016,-1.5682731674006054,-3.638883989479606e-05,True,94.06707953894009,True,False,False,False,
