,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
0,167,0,False,False,0,5209.844128629237,6.550000190734863,8.930000305175781,96.56999969482422,11209.000244140625,21196.201171875,7482.0001220703125,4758.0999755859375,-3638.699951171875,346.1000061035156,0.0,-0.036765415573153416,0.002610278977138369,0.04795165376503921,3889607001682783540,JaksonRL,11.0,-72.91000366210938,-157.69000244140625,16.549999237060547,11618.599853515625,16378.199462890625,94.49999809265137,21.80000066757202,-49.20000076293945,-656.6999816894531,255.0,57.0,,0.01948042719045254,0.9579932007655484,0.0015272684791619575,True,0.0,False,4,4,False,,30bf843629544aef8e50c5dca09ae8ca,zKyubii_,8.0,2648.1298828125,-4146.16015625,15.699999809265137,16698.900146484375,-1917.4000549316406,134.0999984741211,124.70000267028809,-13.899999856948853,1812.7000427246094,212.0,235.0,,0.008442964193024583,-0.03109409937046215,0.0020215289092733093,True,0.0,False,4,4,False,,enpitsu,76561198039309853,26,-150.0800018310547,4254.8798828125,17.049999237060547,-394.7999954223633,1319.1000366210938,2.7000001072883606,-0.7999999821186066,-1.4000000059604645,20.0,255.0,128.0,False,0.016335542541576695,-1.2458350423483262,-8.99946635874534e-05,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,160.5500030517578,591.22998046875,61.040000915527344,-3372.3001098632812,-22554.599609375,2877.60009765625,4447.099914550781,-554.3999862670898,142.10000038146973,128.0,128.0,,0.10064670298228588,-1.6920496549855344,1.5630663305133304e-05,True,0.0,False,False,3,4,
1,170,0,False,False,1,5435.988095999299,-127.11000061035156,-198.83999633789062,198.10000610351562,-5081.9000244140625,19436.500244140625,20718.20068359375,5648.2000732421875,-1008.6000061035156,1754.7999572753906,1.0,0.3511567964922145,-0.08249011391511256,0.3104997158532942,bf81d8692db,games5425898691,17.0,-132.4499969482422,-403.2300109863281,82.54000091552734,3372.3001098632812,22554.599609375,2335.5999755859375,-5467.19970703125,598.1999969482422,34.700000286102295,128.0,137.0,,-0.695225010014037,1.6868803404514925,-0.0013026061664931003,True,0.0,False,4,3,False,,76561198039309853,enpitsu,26.0,150.22000122070312,-4255.77978515625,17.049999237060547,-191.5999984741211,546.8999862670898,2.7000001072883606,-2.199999988079071,-0.09999999776482582,1.5999999642372131,255.0,128.0,False,-0.016382088277167396,1.2452770465195886,-3.913834514348057e-05,True,107.0,False,False,False,False,,zKyubii_,30bf843629544aef8e50c5dca09ae8ca,8,-2759.080078125,4149.8701171875,16.559999465942383,-16555.899658203125,-431.89998626708984,93.80000114440918,26.500000953674316,-6.800000071525574,1981.9000244140625,213.0,238.0,True,-0.00901726737932864,-0.09596212583836419,0.0021883403066014387,True,0.0,False,4,False,4,,JaksonRL,3889607001682783540,11.0,-13.3100004196167,34.439998626708984,16.360000610351562,-9970.700073242188,-14737.7001953125,101.5999984741211,-103.29999923706055,-350.09998321533203,-361.5999984741211,255.0,8.0,,-0.007896234685646725,-1.0272975841130807,-0.022087984064353826,True,0.0,False,False,4,4,
2,241,2,False,False,0,9315.65624230046,1048.800048828125,-3970.389892578125,173.38999938964844,-23031.69921875,1356.7999267578125,14806.099853515625,4290.199890136719,4184.200134277344,292.90000915527344,0.0,0.346984614043057,0.807052107058473,-1.756205144212486,30bf843629544aef8e50c5dca09ae8ca,zKyubii_,7.0,1322.8900146484375,-4023.85009765625,52.06999969482422,-19934.89990234375,-3960.7000732421875,3593.900146484375,-1772.7999877929688,430.29998779296875,-1691.6000366210938,101.0,18.0,False,-0.006220525577756267,-3.1070800539907646,0.05237129816142794,True,135.27924302316484,True,5,4,False,,3889607001682783540,JaksonRL,11.0,3802.3798828125,-296.0199890136719,17.149999618530273,10499.89990234375,-14022.099609375,122.5,-42.69999980926514,-629.3999862670898,-2019.9000549316406,255.0,0.0,,0.013605200042594497,-0.995019273858463,0.004195853892174986,True,255.0,False,6,6,False,,enpitsu,76561198039309853,26,-74.91000366210938,1636.739990234375,17.049999237060547,-166.49999618530273,-14100.400390625,2.5999999046325684,0.3999999910593033,0.3999999910593033,0.0,255.0,128.0,False,0.016732095795583414,-1.5826390703534925,3.825561877379821e-05,True,138.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,1436.9599609375,-1303.0799560546875,103.20999908447266,3833.2998657226562,-14525.50048828125,-157.5,4922.39990234375,2445.5999755859375,196.00000381469727,255.0,128.0,,0.02060926626700094,2.3101260845218854,3.1103490848777198,True,31.0,False,False,5,6,
3,330,5,False,False,0,8889.777582991688,-3726.659912109375,-3287.070068359375,111.91000366210938,2822.9998779296875,2253.0999755859375,11890.6005859375,-2469.7999572753906,3094.5001220703125,539.0999984741211,0.0,0.20057534983328495,1.0322372487040894,-1.1609785580072305,30bf843629544aef8e50c5dca09ae8ca,zKyubii_,8.0,-3564.070068359375,-3464.590087890625,17.010000228881836,-10863.499755859375,10415.6005859375,-0.29999999329447746,-1.0000000149011612,0.7999999821186066,261.70000076293945,255.0,124.0,False,0.009594055734840545,2.407315727388279,-0.00022740973211972653,True,201.71265380356903,True,6,4,False,,3889607001682783540,JaksonRL,11.0,-837.2000122070312,-4589.85009765625,17.049999237060547,-21538.40087890625,547.0999908447266,2.8999999165534973,1.2999999523162842,0.0,-1710.8000183105469,252.0,0.0,,0.01677292437646526,3.0630800931525735,-4.8692993557920684e-05,True,255.0,False,8,8,False,,enpitsu,76561198039309853,26,-3262.469970703125,-1966.9000244140625,37.720001220703125,-6505.9002685546875,-14919.69970703125,3260.1998901367188,-95.20000457763672,38.09999942779541,1343.5000610351562,0.0,0.0,,0.016021780952843092,-1.9137679098833773,0.0002760670956932349,True,76.95352260528074,True,2,False,False,,games5425898691,bf81d8692db,18.0,-1948.4300537109375,-2058.409912109375,17.010000228881836,-11961.400146484375,14031.8994140625,2.199999988079071,-1.1999999731779099,1.2999999523162842,-1793.6000061035156,255.0,67.0,,0.009585532710072123,2.202233294863331,-7.154971012387099e-06,True,88.0,False,False,6,6,
4,427,9,False,False,1,3173.2099482340136,2743.909912109375,2560.3701171875,207.3000030517578,-19939.7998046875,8818.200073242188,1677.5,-1647.1000671386719,-541.6999816894531,-5743.900146484375,1.0,-1.0636933575516887,-2.2823030010761114,0.38941545581460674,76561198039309853,enpitsu,26.0,2881.320068359375,2499.56005859375,88.41000366210938,-18010.2001953125,-4907.900085449219,2177.2000122070312,-2968.2000732421875,-4561.099853515625,-796.9999694824219,255.0,0.0,,-0.5902996679217879,-0.35741269627230743,0.5861843856902322,True,0.0,False,4,3,False,,bf81d8692db,games5425898691,18.0,3000.75,-2680.31005859375,17.010000228881836,-6616.5997314453125,-12412.7001953125,2.199999988079071,1.0999999940395355,2.8999999165534973,-1270.0,255.0,0.0,,-0.009607268294979987,-1.0803106247227978,-0.00017092594246071095,True,255.0,False,6,6,False,,zKyubii_,30bf843629544aef8e50c5dca09ae8ca,8,2046.699951171875,3534.550048828125,17.010000228881836,-7383.0999755859375,11114.300537109375,2.0999999344348907,1.5000000596046448,-2.0999999344348907,-499.39998626708984,213.0,81.0,False,-0.009588471589057542,0.9828116070916542,-2.2457629567847614e-05,True,188.0,False,8,False,4,,JaksonRL,3889607001682783540,11.0,2736.780029296875,2913.889892578125,17.049999237060547,-9487.80029296875,-14566.099853515625,2.7000001072883606,-0.19999999552965164,-0.0,-1961.1000061035156,255.0,0.0,False,-0.016789738311992465,-0.9310427856334931,-2.403136350025956e-05,True,199.0,False,False,8,8,
5,479,11,False,False,0,9350.18658780552,670.8499755859375,-4077.969970703125,112.23999786376953,25497.60009765625,3666.7999267578125,4978.900146484375,5355.2001953125,413.10001373291016,-2673.900146484375,0.0,1.4248160922027646,-1.8520000751409824,1.3347149022122027,30bf843629544aef8e50c5dca09ae8ca,zKyubii_,8.0,485.79998779296875,-4191.81982421875,17.010000228881836,19611.700439453125,5280.9002685546875,2.0999999344348907,-1.0000000149011612,-0.5000000074505806,-405.6999969482422,218.0,83.0,False,0.009617001780775042,0.27093268134811255,-0.0001320382337517058,True,182.0,False,8,4,False,,3889607001682783540,JaksonRL,16.0,407.989990234375,-3913.68994140625,17.049999237060547,22413.701171875,-1900.2000427246094,2.7000001072883606,-2.3999999463558197,0.19999999552965164,1214.4000244140625,255.0,162.0,False,0.016762589556989782,-0.025870177828905244,-4.958421530178434e-05,False,139.0,False,8,8,False,,enpitsu,76561198039309853,26,302.6000061035156,-1240.9300537109375,17.030000686645508,18111.099853515625,6807.8997802734375,5.099999904632568,-0.29999999329447746,0.0,-0.9000000357627869,255.0,128.0,,0.01676843566180287,0.35943200019560534,2.51988908021856e-05,False,0.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-31.75,1995.780029296875,17.010000228881836,19739.3994140625,-11728.499755859375,1.899999976158142,-0.29999999329447746,0.19999999552965164,0.0,255.0,128.0,,0.009592857189712149,-0.5361262230681164,3.3727760456790086e-05,True,168.0,False,False,6,6,
6,520,12,False,False,0,9879.17904629973,3826.199951171875,-3537.5,338.69000244140625,11183.1005859375,23124.09912109375,14229.300537109375,2477.7000427246094,-1878.3000183105469,5131.500244140625,0.0,-0.014645240510887211,0.8484192312605517,-0.2619518372501422,3889607001682783540,JaksonRL,16.0,3663.25,-3677.60009765625,248.11000061035156,22590.50048828125,3046.9000244140625,3063.2998657226562,-4417.799987792969,-3225.8999633789062,570.8000183105469,189.0,244.0,False,0.01398082983007222,0.7377361937820291,-0.8701137743661131,False,129.61085620234093,True,10,8,4,,30bf843629544aef8e50c5dca09ae8ca,zKyubii_,8.0,3199.1201171875,-4373.35986328125,17.010000228881836,7196.300048828125,3232.9000854492188,2.5,-0.19999999552965164,-0.19999999552965164,1738.9999389648438,27.0,215.0,False,0.009935429961115379,0.46778716441775275,-1.2001070394111e-05,True,198.0,False,8,4,False,,enpitsu,76561198039309853,26,3033.889892578125,-214.66000366210938,17.030000686645508,18111.500244140625,6805.10009765625,5.099999904632568,-0.29999999329447746,0.0,0.0,255.0,255.0,,0.016768436052866577,0.3594100701757657,2.5014979905749745e-05,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,3094.889892578125,1674.550048828125,17.010000228881836,19803.199462890625,-1643.8999938964844,2.3000000417232513,0.0,0.0,-2004.2999267578125,255.0,0.0,,0.009594352107263573,-0.15912799825718504,-1.27206292738584e-05,True,168.0,False,False,6,6,
7,613,16,False,False,1,7851.122227274302,-1959.4200439453125,-2173.4599609375,417.739990234375,1060.8999633789062,9523.800048828125,-1471.6000366210938,781.6000366210938,-4138.0999755859375,4273.699951171875,1.0,0.46920000003786017,-1.2822429953305245,-0.034753143229827116,76561198039309853,enpitsu,26.0,-1967.8599853515625,-2307.340087890625,306.4700012207031,13348.399658203125,6652.19970703125,3307.0999145507812,-2565.10009765625,-702.3999786376953,-4814.200134277344,128.0,255.0,False,1.1089807544784547,2.7962420655233107,-0.9250082471317456,True,195.0,False,6,5,False,,bf81d8692db,games5425898691,18.0,-2345.340087890625,-3493.6298828125,17.010000228881836,2220.8999633789062,-20420.50048828125,2.199999988079071,-0.0,-0.09999999776482582,1491.300048828125,255.0,255.0,,-0.00959014869259576,-1.7050166402663849,0.00020870743729191872,True,77.0,False,6,6,False,,zKyubii_,30bf843629544aef8e50c5dca09ae8ca,8,-1587.800048828125,2034.5799560546875,17.010000228881836,6546.099853515625,-11179.7998046875,2.0999999344348907,-0.09999999776482582,0.5999999865889549,22.5,206.0,134.0,,-0.00956690934018002,-2.09987283821042,7.795429442263516e-05,True,206.0,False,8,False,4,,JaksonRL,3889607001682783540,11.0,-2178.449951171875,-1932.800048828125,93.93000030517578,20798.9990234375,-9469.7998046875,2570.7000732421875,-1506.4999389648438,1911.3999938964844,1210.199966430664,214.0,255.0,,-0.02304896184969177,-2.5290120558339084,-0.019211898347792404,True,0.0,False,4,11,14,
8,662,18,False,False,0,5150.283710468307,1909.1400146484375,820.6699829101562,167.8300018310547,-4097.200012207031,27894.7998046875,69.49999809265137,2496.999969482422,41.70000076293945,4937.799987792969,0.0,-0.8588232298383944,1.1446908886340648,-1.497818572762373,30bf843629544aef8e50c5dca09ae8ca,zKyubii_,8.0,1932.5799560546875,626.1400146484375,152.08999633789062,7614.2999267578125,20184.89990234375,3301.6000366210938,126.5999984741211,-3882.0999145507812,367.5,91.0,255.0,,-0.16207366382894756,1.4023953288792124,-0.31775324684425305,True,131.0,False,10,4,False,,3889607001682783540,JaksonRL,11.0,-1504.449951171875,3533.6298828125,17.049999237060547,-21199.599609375,8920.499877929688,-1.8000000715255737,0.0,0.09999999776482582,-3.100000023841858,255.0,128.0,,0.016788727228579072,2.7429594327087816,-1.7456881302998217e-05,False,60.49692914306477,True,14,12,4,,enpitsu,76561198039309853,26,-327.7300109863281,1603.989990234375,16.829999923706055,-1552.5,1491.9999694824219,45.39999961853027,-24.700000286102295,7.099999785423279,-2807.3001098632812,255.0,128.0,False,0.015101229607396658,1.1246278908909504,0.0002511034933670174,True,141.7446624591786,True,6,False,6,,games5425898691,bf81d8692db,18.0,-111.80000305175781,4523.3701171875,17.010000228881836,-8789.099731445312,9950.800170898438,2.3999999463558197,-0.29999999329447746,0.09999999776482582,-2140.800018310547,128.0,0.0,,0.009639212399585038,2.2296056925314827,-5.8918026976970266e-05,True,139.0,False,False,6,6,
9,802,23,False,False,1,10273.364996542068,-532.3200073242188,-5033.58984375,562.6400146484375,25250.70068359375,-3795.4000854492188,1541.199951171875,1247.9000091552734,2131.7999267578125,5467.80029296875,1.0,-0.029192327844928135,-2.1395287453085077,0.6833897230957624,76561198039309853,enpitsu,26.0,-675.260009765625,-5025.31005859375,434.3500061035156,-6138.900146484375,1328.5000610351562,667.0999908447266,-1406.9000244140625,-1546.300048828125,-5087.099914550781,255.0,128.0,False,0.7587680580463096,1.1406951145178115,-1.0255487694380756,True,50.0,False,8,7,False,,bf81d8692db,games5425898691,18.0,-744.5,-4985.72998046875,377.1700134277344,15831.800537109375,-13882.19970703125,3940.1998901367188,-38.09999942779541,952.5,425.49999237060547,255.0,239.0,,0.7824778209586617,-2.7206479681824707,-0.2693561769847954,True,17.955698902888983,True,10,8,False,,zKyubii_,30bf843629544aef8e50c5dca09ae8ca,7,-2405.090087890625,-3456.3798828125,17.0,9222.2998046875,-5224.000244140625,3.6000001430511475,-0.0,-0.0,1998.2000732421875,202.0,244.0,False,-0.009566710758191722,-2.6437039118872954,0.00016748818734661208,True,236.0,False,10,False,6,,JaksonRL,3889607001682783540,11.0,-1320.6600341796875,-5078.31982421875,994.52001953125,-13870.10009765625,575.4000091552734,1611.0000610351562,1487.4000549316406,1281.0000610351562,891.6999816894531,255.0,159.0,False,0.5297280088211381,3.140742698613416,1.812211965898273,True,89.0,False,6,12,16,
