,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
37,2601,79,False,True,0,6551.929881253239,1402.4100341796875,-995.5599975585938,189.17999267578125,-8029.69970703125,27686.10107421875,4194.599914550781,3491.7999267578125,3153.900146484375,3722.6998901367188,0.0,-0.5555938349528253,2.914126781094093,2.6960420626057875,540822383123922006,CesarMocinha,13.0,1500.530029296875,-1286.6400146484375,121.27999877929688,-5837.0001220703125,22065.30029296875,2824.5999145507812,-1770.8999633789062,1001.2000274658203,691.6000366210938,255.0,25.0,False,-0.11847957202005421,2.2154392071120386,0.007910374320781463,True,142.0,False,4,3,False,,8226738855089929114,HeroCharras,19.0,-1426.77001953125,-206.0800018310547,86.91999816894531,-14253.00048828125,-4963.399963378906,1584.1000366210938,2801.4999389648438,-4720.4998779296875,-343.69998931884766,255.0,128.0,False,0.8276622212432481,-2.757116940180917,-0.1596010811049027,,31.0,False,8,7,False,,enpitsu,76561198039309853,25.0,1109.5699462890625,-536.239990234375,80.23999786376953,8263.099975585938,-7804.89990234375,3603.2000732421875,144.3000030517578,106.00000381469727,-872.5,255.0,128.0,,0.028510509052574167,-0.9580236486871319,0.001625068277195402,True,0.0,False,4,False,3,,games5425898691,bf81d8692db,20.0,-1127.030029296875,4087.159912109375,17.010000228881836,-3512.0001220703125,9645.599975585938,2.8999999165534973,0.0,0.09999999776482582,-2364.9000549316406,255.0,0.0,,0.00953955231815969,1.8697618697654923,-2.1506612719845896e-05,True,116.0,False,4,False,4,
38,2605,79,False,False,1,4975.857300087129,-1314.030029296875,681.8699951171875,235.72999572753906,-9841.099853515625,-13966.700439453125,12770.30029296875,5141.6998291015625,2500.2999877929688,1819.2999267578125,1.0,0.8419253134706525,2.7580337792757486,2.45261851113996,76561198039309853,enpitsu,25.0,-1224.239990234375,648.0499877929688,122.11000061035156,-10802.60009765625,12213.299560546875,2728.9999389648438,-4505.199890136719,-2678.0999755859375,-684.1999816894531,255.0,128.0,,-0.21260115201021015,1.0604507109961623,-0.004524109733564711,True,0.0,False,4,3,False,,bf81d8692db,games5425898691,20.0,1149.9100341796875,-4188.4599609375,17.010000228881836,1208.499984741211,-10456.8994140625,2.8999999165534973,-0.0,-0.0,-2377.2000122070312,255.0,0.0,,-0.009533557720386396,-1.6324856026851249,4.096516258518706e-06,True,116.0,False,4,4,False,,HeroCharras,8226738855089929114,19.0,1652.77001953125,284.7300109863281,93.05000305175781,14274.599609375,4961.7999267578125,-166.29999160766602,-2815.10009765625,4709.599914550781,-379.39998626708984,255.0,125.0,False,-1.1415480384639898,-0.8165114716327521,-2.859334877371376,,31.0,False,8,False,7,,CesarMocinha,540822383123922006,13.0,-1420.4000244140625,940.219970703125,150.5800018310547,4319.5001220703125,-19308.199462890625,122.20000267028809,4746.9000244140625,-2384.9000549316406,1424.1999816894531,255.0,128.0,False,-0.33532021586862076,-2.420192735645682,1.1606428559361615,True,142.0,False,4,False,3,
39,2712,83,False,True,0,4466.8637758073755,3432.919921875,4038.489990234375,286.989990234375,-15114.3994140625,6080.10009765625,2980.7000732421875,3489.5999145507812,-2665.2999877929688,-4088.800048828125,0.0,-0.1727903103387385,-2.2199642827566874,0.5730259068548735,540822383123922006,CesarMocinha,14.0,3549.419921875,3982.81005859375,127.5,-4164.700012207031,16101.600341796875,6682.8997802734375,860.5999755859375,369.00001525878906,2172.2000122070312,255.0,169.0,,-0.19139879929153306,2.4496942779702433,-0.04399366617320637,True,151.0,False,6,4,3,,8226738855089929114,HeroCharras,19.0,-1345.030029296875,162.0399932861328,17.010000228881836,13534.599609375,2868.2998657226562,2.800000011920929,-2.800000011920929,-0.7000000029802322,-915.0,255.0,55.0,False,0.009579622087095887,0.21961789603715953,-0.00019757867822747606,True,255.0,False,8,8,False,,enpitsu,76561198039309853,25.0,3726.830078125,14.069999694824219,17.059999465942383,13488.900146484375,-1842.7000427246094,3.0000001192092896,-1.5000000596046448,-0.19999999552965164,2869.2999267578125,255.0,255.0,False,0.016772467297349228,0.001981321218457102,0.00016228091850897642,True,255.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,2986.169921875,4123.06982421875,121.38999938964844,21411.10107421875,-3863.5000610351562,1642.2000122070312,-1276.6999816894531,1794.6000671386719,380.09998321533203,255.0,207.0,,-0.3751570907509166,-0.2819766044496426,-0.0713192908157541,True,245.6299614137219,True,6,False,5,
40,2810,86,False,False,0,2415.402087322239,-3245.4599609375,4579.4599609375,282.6700134277344,6714.5001220703125,20385.10009765625,5521.099853515625,2126.199951171875,101.89999580383301,-5609.6002197265625,0.0,0.5064181934504686,1.3337644131994615,-0.633270995277104,8226738855089929114,HeroCharras,20.0,-3341.669921875,4416.240234375,205.97999572753906,-15145.30029296875,13888.299560546875,15.099999904632568,2354.4000244140625,453.1999969482422,-4597.5,128.0,88.0,False,-0.5108096611813833,1.6824448606942475,0.10897896776511318,True,255.0,False,10,8,False,,540822383123922006,CesarMocinha,13.0,1651.9100341796875,1953.030029296875,140.7899932861328,-10309.599609375,-10909.3994140625,-1915.8000183105469,978.3000183105469,-41.39999866485596,-764.1000366210938,255.0,128.0,,-0.19051182982778173,-1.4750080848275129,-0.31602644206795083,False,90.28640839874106,True,8,6,4,,enpitsu,76561198039309853,25.0,-284.6099853515625,4503.330078125,17.040000915527344,-18891.600341796875,10940.400390625,5.0,0.3999999910593033,-0.29999999329447746,1968.6000061035156,255.0,255.0,False,0.016769066090132123,2.6854891621977384,6.793209058543184e-05,True,207.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,2239.530029296875,3767.080078125,17.010000228881836,-5715.4998779296875,12740.6005859375,2.800000011920929,0.0,0.09999999776482582,1529.1999816894531,255.0,241.0,,0.00957917700287115,2.0116022246004674,0.0001680498587588775,True,138.0,False,6,False,6,
41,2868,89,False,False,1,9693.888847055812,1009.02001953125,-4553.22998046875,217.85000610351562,9019.7998046875,17361.500244140625,13428.599853515625,707.6999664306641,-5634.4000244140625,1936.9999694824219,1.0,-0.08803012250535432,1.6204735949348026,2.9804644742772752,bf81d8692db,games5425898691,19.0,983.97998046875,-4637.39013671875,97.93000030517578,20467.2998046875,5112.39990234375,939.5999908447266,-4315.400085449219,1666.7999267578125,2974.7000122070312,255.0,249.0,,-0.6560933213084532,2.999578341815891,-0.3919834648963825,True,92.0,False,8,7,False,,76561198039309853,enpitsu,25.0,1723.0899658203125,-4688.8701171875,17.040000915527344,5823.699951171875,-1019.7000122070312,4.399999976158142,0.5999999865889549,0.5000000074505806,0.0,255.0,128.0,False,-0.016571775833686256,-2.9682334190175386,-4.8341101925624906e-05,True,207.0,False,6,6,False,,HeroCharras,8226738855089929114,18.0,1188.25,-4431.509765625,161.99000549316406,-18939.7998046875,3771.300048828125,2722.7999877929688,53.80000114440918,531.1999893188477,405.9000015258789,255.0,128.0,False,0.2583595056975303,-0.10468441220687304,-0.025481224090725264,True,155.0,False,12,False,8,,CesarMocinha,540822383123922006,13.0,-2277.889892578125,1491.43994140625,16.989999771118164,-14379.100341796875,17950.999755859375,3.0000001192092896,-0.29999999329447746,0.7999999821186066,-1843.3999633789062,255.0,0.0,,-0.009618783981844918,0.9572847845053947,-9.839787885826053e-05,False,37.08457638627739,True,8,4,6,
42,2869,89,False,False,0,660.0963673761881,-967.4299926757812,4483.77978515625,347.2799987792969,17102.60009765625,-1637.5999450683594,19456.800537109375,3246.300048828125,-5040.199890136719,-240.40000915527344,0.0,0.21417699536291668,-1.5472749893311257,3.03992389512032,8226738855089929114,HeroCharras,18.0,-1188.25,4431.509765625,161.99000549316406,18939.7998046875,-3771.300048828125,2722.7999877929688,-53.80000114440918,-531.1999893188477,405.9000015258789,255.0,128.0,False,-0.2583595056975303,0.10468441220687304,-0.025481224090725264,True,155.0,False,12,8,False,,540822383123922006,CesarMocinha,13.0,2277.889892578125,-1491.43994140625,16.989999771118164,14379.100341796875,-17950.999755859375,3.0000001192092896,0.29999999329447746,-0.7999999821186066,-1843.3999633789062,255.0,0.0,,0.009618783981844918,-0.9572847845053947,-9.839787885826053e-05,False,39.0,False,8,6,4,,enpitsu,76561198039309853,25.0,-1723.0899658203125,4688.8701171875,17.040000915527344,-5823.699951171875,1019.7000122070312,4.399999976158142,-0.5999999865889549,-0.5000000074505806,0.0,255.0,128.0,False,0.016571775833686256,2.9682334190175386,-4.8341101925624906e-05,True,207.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-983.97998046875,4637.39013671875,97.93000030517578,-20467.2998046875,-5112.39990234375,939.5999908447266,4315.400085449219,-1666.7999267578125,2974.7000122070312,255.0,249.0,,0.6560933213084532,-2.999578341815891,-0.3919834648963825,True,92.0,False,8,False,7,
43,3027,94,False,False,1,9736.544826308993,-3763.429931640625,-3409.27001953125,99.8499984741211,6130.30029296875,14912.099609375,-2535.7000732421875,427.2999954223633,4585.5999755859375,-3845.5999755859375,1.0,-0.13250823218326205,2.5033788377318436,-0.9226601898433713,76561198039309853,enpitsu,25.0,-3781.72998046875,-3600.739990234375,17.040000915527344,-10243.800048828125,12792.7001953125,4.799999892711639,-0.7000000029802322,1.0000000149011612,-1879.7000122070312,255.0,0.0,,-0.01677942108762815,0.9427257695247557,-0.0001415272506888849,True,255.0,False,6,6,False,,bf81d8692db,games5425898691,20.0,-50.36000061035156,-4294.2998046875,17.020000457763672,-5846.5997314453125,-12395.50048828125,1.5999999642372131,0.09999999776482582,-0.0,-2216.3999938964844,255.0,0.0,,-0.0095540635100058,-1.0629693381641114,3.457196349227749e-06,True,214.0,False,8,8,False,,HeroCharras,8226738855089929114,17.0,-3711.4599609375,-3292.360107421875,12.050000190734863,-2459.7000122070312,12433.900146484375,652.2000122070312,17.899999618530273,-336.89998626708984,-1977.5999450683594,255.0,0.0,,-0.005246463722775573,1.400507752114194,0.026008262097197248,False,21.44515270315191,True,16,4,8,,CesarMocinha,540822383123922006,13.0,-3912.22998046875,1160.0899658203125,33.0,1868.9999389648438,11220.50048828125,-517.0999908447266,-903.7000274658203,-955.8000183105469,-3175.1998901367188,255.0,0.0,False,-0.18458136125511618,2.33040260826839,0.2741565162500548,True,255.0,False,8,4,6,
44,3055,95,False,False,1,8308.560873025233,-3166.409912109375,-2107.68994140625,95.43000030517578,11825.10009765625,16251.99951171875,805.8000183105469,-1434.1000366210938,-782.0999908447266,69.00000095367432,1.0,-0.06412813350436569,1.881778749844816,-0.6694293915718951,76561198039309853,enpitsu,25.0,-3310.830078125,-2235.169921875,16.969999313354492,9828.699951171875,13737.900390625,-71.70000076293945,709.8999786376953,-902.6999664306641,-572.2999954223633,255.0,0.0,,-0.007614209941034892,2.1867289016184728,-0.0029183677103579325,True,204.9222020949087,True,6,6,False,,bf81d8692db,games5425898691,20.0,-1079.7099609375,-4295.580078125,17.020000457763672,-2713.0999755859375,8850.30029296875,1.7000000178813934,-0.0,-0.0,-2234.9000549316406,128.0,0.0,,-0.009641985177766385,1.3198850743291695,8.719502744668423e-06,True,214.0,False,8,8,False,,HeroCharras,8226738855089929114,17.0,-3715.159912109375,-1598.199951171875,48.869998931884766,1475.7000732421875,18335.999755859375,3296.6000366210938,-452.7000045776367,522.400016784668,-822.6000213623047,255.0,106.0,,-0.022735918395651526,1.727226152736372,0.011504256436005262,False,11.0,False,18,4,8,,CesarMocinha,540822383123922006,13.0,-3453.43994140625,1386.469970703125,17.010000228881836,8684.400024414062,-2482.2000122070312,0.7000000029802322,-0.5000000074505806,0.19999999552965164,2464.7000122070312,255.0,255.0,False,-0.0095266238926011,-2.8924664087380334,5.221830170091597e-05,True,236.2395784162706,True,8,4,6,
45,3071,96,False,False,1,7177.675581399514,-2497.010009765625,-1185.0699462890625,93.38999938964844,10930.699462890625,15149.49951171875,72.30000019073486,-3678.3999633789062,1104.4000244140625,69.00000095367432,1.0,-1.2435259104356857,2.2705612740820835,-1.4773871862371686,76561198039309853,enpitsu,25.0,-2476.1298828125,-1399.47998046875,17.0,17395.400390625,14490.699462890625,5.199999809265137,-0.0,-0.5999999865889549,-6.9999998807907104,128.0,255.0,,-0.016825831543118397,2.447789761832356,3.0796039519898626e-05,True,165.0,False,6,6,False,,bf81d8692db,games5425898691,20.0,-927.6400146484375,-3869.9599609375,17.020000457763672,8150.10009765625,6060.2001953125,1.7000000178813934,-0.0,-0.0,-2380.8999633789062,255.0,1.0,,-0.009546641605253633,2.55404310209365,-1.4558837841555312e-05,True,214.0,False,8,8,False,,HeroCharras,8226738855089929114,15.0,-3518.860107421875,-371.760009765625,94.08000183105469,3633.2998657226562,22482.19970703125,-148.1999969482422,-5011.700134277344,2244.2999267578125,308.4000015258789,255.0,128.0,,0.592949560114717,-0.9608202521260704,-3.08225355201647,True,11.0,False,18,4,9,,CesarMocinha,540822383123922006,13.0,-2785.22998046875,1493.2099609375,17.010000228881836,12240.30029296875,6992.2998046875,0.09999999776482582,-2.199999988079071,-1.5000000596046448,688.0000305175781,255.0,128.0,False,-0.00957988984431295,2.5679173853650132,-0.00019462278841337778,True,201.46384504020853,True,8,4,6,
46,3083,96,False,False,1,6416.008526608231,-2048.260009765625,-560.5700073242188,93.1500015258789,10185.30029296875,14236.700439453125,0.0,-5389.000244140625,2637.0001220703125,65.50000190734863,1.0,0.2399698384141837,-1.3296485235594988,1.85910260628229,76561198039309853,enpitsu,25.0,-1893.239990234375,-681.6699829101562,17.049999237060547,6653.800048828125,19580.999755859375,3.700000047683716,0.5000000074505806,-0.3999999910593033,2031.9000244140625,255.0,255.0,,-0.01682386160187615,1.8235955373781698,3.095048650995242e-05,True,196.0,False,6,6,False,,bf81d8692db,games5425898691,20.0,-391.2300109863281,-3719.830078125,17.020000457763672,11300.0,3759.89990234375,1.5999999642372131,-0.7999999821186066,-0.0,2042.5,255.0,253.0,,-0.00954969449302386,2.7912669544195743,0.0001834446615193363,True,214.0,False,8,8,False,,HeroCharras,8226738855089929114,15.0,-3365.510009765625,583.5499877929688,63.5099983215332,3617.9998779296875,22542.39990234375,-1844.4999694824219,-2211.6000366210938,881.2999725341797,-18.50000023841858,235.0,128.0,,0.47725023083346485,1.824402153209586,-0.06495953530803358,True,255.0,False,18,4,10,,CesarMocinha,540822383123922006,13.0,-2194.909912109375,1775.0799560546875,17.010000228881836,14618.800048828125,5473.2000732421875,2.800000011920929,-1.8000000715255737,-0.0,1557.2999572753906,128.0,255.0,False,-0.009583670671543296,2.7701860051241067,0.00032387307081318064,True,190.0,False,8,4,6,
47,3085,97,False,False,1,6258.465493298094,-1967.7099609375,-424.8500061035156,97.31999969482422,365.9000015258789,18926.99951171875,3037.0999145507812,-2079.600067138672,3709.89990234375,4232.099914550781,1.0,0.7245132662939674,-1.5214660009468453,1.6507945391858077,76561198039309853,enpitsu,25.0,-1849.8499755859375,-499.7300109863281,16.639999389648438,3599.2001342773438,19682.5,-157.29999542236328,-221.70000076293945,783.8999938964844,362.79998779296875,255.0,255.0,,-0.025506444052726424,1.6658817383790212,0.01993059758714298,True,192.86522156961502,True,6,6,False,,bf81d8692db,games5425898691,20.0,-391.2300109863281,-3719.830078125,17.020000457763672,11300.0,3759.89990234375,1.5999999642372131,-0.7999999821186066,-0.0,2042.5,255.0,253.0,,-0.00954969449302386,2.7912669544195743,0.0001834446615193363,True,214.0,False,8,8,False,,HeroCharras,8226738855089929114,15.0,-3335.31005859375,771.5999755859375,45.75,3628.599853515625,22583.9990234375,-2367.5999450683594,-1765.3999328613281,735.5999755859375,-205.10000228881836,237.0,52.0,,0.3040280535894247,1.8381997769553218,-0.04266999286404023,True,255.0,False,18,4,10,,CesarMocinha,540822383123922006,13.0,-2078.280029296875,1826.5999755859375,17.010000228881836,13402.39990234375,6838.800048828125,2.8999999165534973,-1.7000000178813934,-0.5000000074505806,1866.7999267578125,128.0,255.0,False,-0.009627370660456729,2.623592261977802,0.00016771451615798377,True,190.0,False,8,4,6,
48,3122,98,False,False,1,4215.564410393034,-1895.4300537109375,1981.06005859375,117.7699966430664,16097.099609375,-495.49999237060547,3192.6998901367188,-4419.800109863281,302.1999931335449,-4046.400146484375,1.0,0.6385986450130918,1.8497784654514755,-0.3979757818686579,76561198039309853,enpitsu,25.0,-1999.199951171875,2070.159912109375,67.94000244140625,15078.00048828125,8635.2001953125,2721.7999267578125,3334.89990234375,2578.0999755859375,-3117.9998779296875,128.0,0.0,,-0.017784774411812157,2.5206715813147667,0.05148474097168288,True,178.0,False,8,7,False,,bf81d8692db,games5425898691,20.0,150.97000122070312,-1825.18994140625,102.05999755859375,986.8000030517578,18327.39990234375,-149.49999809265137,-5453.599853515625,-672.3999786376953,234.79999542236328,255.0,128.0,,0.5032755756692783,-1.9830030247185835,2.960809136676544,True,245.0,False,10,9,False,,HeroCharras,8226738855089929114,15.0,-3440.469970703125,3632.02001953125,17.010000228881836,6905.5999755859375,18813.599853515625,2.8999999165534973,-0.19999999552965164,-0.0,-2010.7000732421875,255.0,0.0,,-0.009572920445930064,2.000018812347192,-1.7048551980573305e-06,True,251.8668988315008,True,18,4,10,,CesarMocinha,540822383123922006,13.0,-1036.4100341796875,2829.030029296875,17.010000228881836,8641.400146484375,7014.69970703125,2.7000001072883606,-2.5999999046325684,-2.800000011920929,2154.7999572753906,255.0,128.0,False,-0.009580649213111756,2.279586975128323,-6.301252020646517e-06,True,220.0,False,8,4,6,
49,3172,100,False,False,1,3182.6923719479955,777.3499755859375,1959.52001953125,109.54000091552734,1826.4999389648438,16464.599609375,6098.699951171875,2929.8001098632812,1599.2999267578125,4985.7000732421875,1.0,0.3185795322083159,-0.317501279277209,-2.166482341674953,bf81d8692db,games5425898691,20.0,826.7899780273438,1787.4300537109375,16.989999771118164,10240.2001953125,20255.2001953125,4.799999892711639,0.7000000029802322,2.0000000298023224,-122.39999771118164,128.0,178.0,,-0.009625476868628668,2.0751534317766143,0.0001749579546478984,True,151.0,False,10,10,False,,76561198039309853,enpitsu,25.0,730.280029296875,3520.969970703125,17.059999465942383,17115.799560546875,764.4999694824219,1.899999976158142,-0.5999999865889549,-0.0,-14.299999475479126,255.0,0.0,,-0.01678622745580464,3.0986500434589956,5.290095018783213e-05,True,178.0,False,8,8,False,,HeroCharras,8226738855089929114,15.0,-617.2899780273438,4578.18017578125,17.010000228881836,12033.699951171875,5399.6002197265625,2.8999999165534973,0.29999999329447746,3.100000023841858,-2078.000030517578,101.0,0.0,,-0.009620077843418041,2.784472367211831,-5.635276292625596e-05,True,247.0,False,18,4,10,,CesarMocinha,540822383123922006,13.0,831.7899780273438,2783.699951171875,19.479999542236328,4873.0999755859375,-18965.50048828125,2959.7000122070312,0.29999999329447746,-0.29999999329447746,-2000.0,255.0,0.0,False,-0.009568719944928517,-1.7470503160519726,-2.769056539355252e-05,True,136.0,False,9,4,6,
50,3178,100,False,False,0,7436.484899294128,-812.8499755859375,-2296.02001953125,226.05999755859375,12609.69970703125,-11418.299560546875,11975.6005859375,5821.7999267578125,-1077.699966430664,-971.9000244140625,0.0,-0.15285179856971814,1.4564807502356472,-2.7730427689208517,540822383123922006,CesarMocinha,13.0,-899.6500244140625,-2293.39990234375,93.44000244140625,-1036.9999694824219,22836.69921875,2413.8999938964844,-5054.700012207031,2088.2000732421875,582.0000076293945,255.0,215.0,False,0.5783155784326435,1.4397367160599952,0.2750877738436704,True,136.0,False,10,7,4,,8226738855089929114,HeroCharras,15.0,441.4100036621094,-4630.18017578125,17.010000228881836,-9630.800170898438,-1870.7000732421875,2.5999999046325684,0.5999999865889549,2.5999999046325684,-225.20000457763672,255.0,128.0,,0.009700299971735075,-2.9785451595066013,0.00019174266316280666,True,247.0,False,18,10,4,,enpitsu,76561198039309853,25.0,-1171.56005859375,-3526.6201171875,17.059999465942383,-16932.80029296875,1446.199951171875,2.3000000417232513,-1.0999999940395355,0.09999999776482582,-1740.3999328613281,255.0,128.0,,0.016781703497872755,3.019474728291851,-0.0001881887002747667,True,178.0,False,8,False,8,,games5425898691,bf81d8692db,20.0,-1074.31005859375,-2272.0400390625,16.989999771118164,-8119.7998046875,-18664.100341796875,4.399999976158142,8.700000047683716,19.40000057220459,-308.8999938964844,255.0,37.0,,0.009648664719523857,-1.958163054279277,0.00019891251400996372,True,151.0,False,10,False,10,
51,3347,106,False,False,0,9412.908556380833,3718.75,-3064.080078125,159.88999938964844,-1908.3999633789062,17774.300537109375,-1503.0999755859375,4215.299987792969,586.3000106811523,-2400.2000427246094,0.0,-0.2751388462753977,1.2162831552077265,0.13571041578157644,8226738855089929114,HeroCharras,14.0,3732.419921875,-3203.090087890625,108.62000274658203,-4074.5999145507812,14856.300048828125,2009.7000122070312,-5468.699951171875,-549.0999984741211,202.39999771118164,255.0,151.0,False,0.6986948546423846,2.12114055014831,0.2547913716920089,True,223.0,False,22,11,4,,540822383123922006,CesarMocinha,13.0,-379.0299987792969,-5033.68017578125,17.010000228881836,11028.499755859375,-3725.2999877929688,2.8999999165534973,3.3000001311302185,-1.5999999642372131,1338.2000732421875,255.0,255.0,,0.009581218840029503,-0.33044256031202235,0.00015806101297662607,True,255.0,False,10,8,4,,enpitsu,76561198039309853,25.0,2429.85009765625,872.6199951171875,17.059999465942383,2373.3999633789062,-3809.5001220703125,1.899999976158142,-0.5000000074505806,0.9000000357627869,-49.49999809265137,128.0,128.0,,0.017327318480282555,-1.0254783638743372,0.00010767387648955865,True,255.0,False,8,False,8,,games5425898691,bf81d8692db,20.0,3667.469970703125,-2929.25,188.22999572753906,-7993.599853515625,2212.4000549316406,115.60000419616699,-1781.0000610351562,-4696.700134277344,-2240.2000427246094,255.0,205.0,,0.5661887636500068,2.1588007327003287,-0.7265399968741897,True,255.0,False,12,False,11,
52,3387,108,False,False,0,7386.978836441665,3516.510009765625,-784.2899780273438,98.23999786376953,8890.0,22539.89990234375,2637.2000122070312,-2830.2999877929688,-4532.39990234375,2728.599853515625,0.0,0.2858918114726148,0.8620911244364853,2.8389050626387933,8226738855089929114,HeroCharras,15.0,3389.14990234375,-965.280029296875,17.0,8839.600219726562,16702.7001953125,1.899999976158142,0.0,0.19999999552965164,-1971.6000366210938,255.0,0.0,False,0.00959532393558595,1.0143111825498337,-1.936398971590497e-05,True,207.02422360707354,True,22,12,4,,540822383123922006,CesarMocinha,13.0,249.1699981689453,-3612.60009765625,17.010000228881836,-605.2000045776367,16785.400390625,2.800000011920929,-0.09999999776482582,-0.7999999821186066,-1465.0,128.0,0.0,,0.00960671902295156,1.5836706990601048,-0.0001670475791405803,True,217.0,False,10,8,4,,enpitsu,76561198039309853,25.0,3199.889892578125,71.11000061035156,17.059999465942383,10858.399658203125,-12333.1005859375,-3.1999999284744263,-1.4000000059604645,1.4000000059604645,-187.90000915527344,255.0,0.0,,0.016786725413278872,-0.8668621684854867,0.00019119321941860515,True,169.0,False,10,False,8,,games5425898691,bf81d8692db,20.0,2498.4599609375,-2540.820068359375,16.899999618530273,-9902.7001953125,5814.69970703125,27.5,13.500000238418579,0.9000000357627869,-482.40001678466797,255.0,128.0,,0.009973345597264894,2.5749470829718595,0.0008102618180606706,True,234.0,False,12,False,12,
53,3453,110,False,False,0,4902.64883097289,3842.510009765625,3882.030029296875,156.42999267578125,-9015.599975585938,17486.8994140625,-1675.0,-2404.2999267578125,-3095.10009765625,-1634.4999694824219,0.0,-1.081923422499569,-1.38214174780335,-2.3151633756121086,8226738855089929114,HeroCharras,15.0,3990.97998046875,3866.0,117.75,-2430.2999877929688,15759.7998046875,2360.0999450683594,248.4000015258789,-5066.9000244140625,443.80001068115234,255.0,187.0,False,-0.20367793303860332,1.7364308545498108,-0.9645392000205315,True,136.0,False,22,12,4,,540822383123922006,CesarMocinha,13.0,-21.649999618530273,288.7699890136719,49.97999954223633,1179.1999816894531,21123.798828125,-2612.0001220703125,-1494.4000244140625,364.59999084472656,-30.0,128.0,177.0,,-0.16411235110345912,1.595689195781103,-0.16157893691131506,True,243.0,False,12,10,4,,enpitsu,76561198039309853,25.0,4078.9599609375,-1511.56005859375,882.5499877929688,-0.7999999821186066,15240.10009765625,-7180.3997802734375,-2000.5999755859375,0.0,-0.09999999776482582,255.0,255.0,False,0.4842524180932357,1.5518374449040833,-1.579648075237697,True,51.38654617083968,True,10,False,10,,games5425898691,bf81d8692db,20.0,1276.4100341796875,1708.949951171875,64.05999755859375,-4674.200134277344,22382.80029296875,-1734.4999694824219,-2211.999969482422,-1110.4000091552734,287.60000228881836,255.0,128.0,,-0.5070039694203535,1.823478034252799,0.20615351839556345,True,160.0,False,14,False,14,
