,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,169,0,False,False,1,5205.109805042413,7.230000019073486,11.329999923706055,93.94000244140625,15326.600341796875,23920.2001953125,4479.89990234375,5024.800109863281,-3251.7001342773438,420.99998474121094,1.0,-0.04027647738371662,-0.003950913021068935,-0.061934916072208385,76561198053484766,8.6,11.0,-82.26000213623047,-129.6199951171875,80.25,11236.199951171875,16815.400390625,1705.7000732421875,-4612.300109863281,2992.39990234375,-148.100004196167,255.0,,,-0.7383242489583071,2.123626482589981,0.00426522484335192,True,0.0,False,4,3,False,,bfdb3949bdb,RauunZ,8.0,-270.75,-1664.949951171875,17.010000228881836,3205.8999633789062,12606.400146484375,2.7000001072883606,1.8000000715255737,2.800000011920929,-212.70000457763672,255.0,128.0,,-0.009630019951464671,1.845363794961695,-3.649663258965414e-05,84.0,False,4,False,4,True,,enpitsu,76561198039309853,25.0,-23.100000381469727,4174.990234375,17.049999237060547,3748.800048828125,5254.69970703125,2.5999999046325684,-0.19999999552965164,1.1999999731779099,1590.2999877929688,255.0,128.0,False,-0.01673627839413039,-1.4841204600276297,-7.671586343614435e-05,True,False,107.0,False,False,False,,games5425898691,bf81d8692db,19.0,137.72999572753906,505.239990234375,63.34000015258789,-1728.0000305175781,-22799.3994140625,2479.600067138672,4673.399963378906,-190.9000015258789,113.90000343322754,255.0,128.0,-0.12015093477091475,-1.5320025204557808,-0.00042250449987991175,True,4,False,3,0.0,False,,
1,171,0,False,False,0,5317.886432550389,-114.56999969482422,-120.16000366210938,154.25999450683594,-5400.30029296875,21418.00048828125,14195.50048828125,5425.999755859375,-1502.2999572753906,2073.699951171875,0.0,0.1114295987980453,0.1798147532613984,-0.018475506135928434,bf81d8692db,games5425898691,19.0,-121.88999938964844,-295.9599914550781,83.0,1729.4999694824219,22853.89892578125,1859.1999816894531,-5496.500244140625,195.79999923706055,7.099999785423279,255.0,128.0,,0.7766330112855101,1.5364153944685994,0.0008395581940476798,True,0.0,False,4,3,False,,76561198039309853,enpitsu,25.0,-1.4800000190734863,-4208.93017578125,17.049999237060547,-2330.0999450683594,-3050.7000732421875,2.5999999046325684,2.3999999463558197,-0.19999999552965164,1071.8000030517578,255.0,128.0,False,0.016482328128550546,1.5924918934757508,-0.00014934609054982517,107.0,False,False,False,False,True,,8.6,76561198053484766,11.0,-11.460000038146973,-10.640000343322754,89.13999938964844,-11250.999755859375,-16839.89990234375,102.39999771118164,4657.699890136719,-2924.8001098632812,20.499999523162842,255.0,,,1.3411502103119577,-2.1089457812738104,0.023327836776644767,True,False,0.0,False,4,3,,RauunZ,bfdb3949bdb,8.0,238.9600067138672,1548.8699951171875,17.010000228881836,-3619.7000122070312,-12727.2998046875,2.0999999344348907,-0.19999999552965164,0.0,-46.30000114440918,255.0,128.0,0.009590906613069317,-1.8546723050199978,2.442353503535416e-05,True,4,False,4,84.0,False,,
2,400,8,False,False,1,9737.113810040451,1499.719970703125,-4578.3798828125,147.69000244140625,-5691.199951171875,-91.09999656677246,2150.7000732421875,5254.000244140625,-1268.1999969482422,2605.10009765625,1.0,0.062099131312352965,1.282665533293228,0.5099807970641163,bfdb3949bdb,RauunZ,9.0,1517.780029296875,-4517.60986328125,15.989999771118164,-3678.3999633789062,9986.599731445312,-212.90000915527344,1748.0000305175781,-1073.499984741211,2233.699951171875,255.0,255.0,False,0.023986450133523796,1.2015056907977386,-0.03657703336252345,True,213.0,False,4,4,False,,76561198053484766,8.6,11.0,1283.6500244140625,-4598.06982421875,70.8499984741211,19725.0,6751.7999267578125,3055.7000732421875,-1857.7999877929688,4390.4998779296875,1755.8999633789062,255.0,128.0,False,-0.13080211533306565,2.6913952590488495,0.008667972631110323,198.61309242504908,True,10,False,9,True,,enpitsu,76561198039309853,25.0,1116.949951171875,2020.6800537109375,17.049999237060547,-2081.3999938964844,10159.000244140625,3.3000001311302185,0.19999999552965164,-1.899999976158142,-1600.0,255.0,0.0,True,-0.016686975752993594,1.3587750364484132,-0.0002805980460398958,True,False,247.0,False,False,False,,games5425898691,bf81d8692db,19.0,2627.760009765625,3764.929931640625,17.010000228881836,-15567.5,-1295.2999877929688,2.3000000417232513,-0.0,-0.0,2039.4000244140625,255.0,255.0,-0.009593516286034068,-0.15185512673223645,-1.1410219481796227e-05,True,6,False,6,61.0,False,,
3,488,11,False,False,0,4518.954464984627,-3883.4599609375,1749.4200439453125,179.02000427246094,-12264.000244140625,24590.80078125,10172.60009765625,4901.600036621094,2058.300018310547,-2781.4999389648438,0.0,0.45178937146753906,-1.8099278721057344,0.5370030312595478,bf81d8692db,games5425898691,19.0,-3804.080078125,1537.8499755859375,91.41999816894531,-12161.600341796875,14805.10009765625,-3308.699951171875,-1434.4000244140625,-5185.8001708984375,1139.7000122070312,255.0,255.0,,0.134545663104827,1.4354962905214288,-0.3301714815922381,True,0.0,False,8,7,False,,76561198039309853,enpitsu,25.0,-1724.760009765625,-2449.360107421875,17.049999237060547,-2164.199981689453,6086.400146484375,2.5999999046325684,-0.7999999821186066,-0.09999999776482582,0.0,255.0,128.0,False,0.016570694611839767,1.9124595637773107,-1.374787159830532e-05,255.0,False,False,False,False,True,,8.6,76561198053484766,11.0,-4028.090087890625,2103.139892578125,112.68000030517578,2521.4999389648438,-12321.600341796875,-3315.8999633789062,1474.2999267578125,-1654.4999694824219,1209.800033569336,255.0,255.0,False,0.30195891652467277,-1.352589784943369,-0.9127135785682465,True,False,172.0,False,10,10,,RauunZ,bfdb3949bdb,9.0,-1903.0799560546875,3548.0,17.010000228881836,2221.3999938964844,11484.599609375,2.0999999344348907,0.0,0.7000000029802322,0.0,255.0,128.0,0.00952850576814055,1.3797246389876987,-6.234814587481992e-05,True,4,False,4,213.0,False,,False
4,572,14,False,False,1,9891.905539414649,1315.4200439453125,-4743.009765625,231.91000366210938,5169.6002197265625,-21784.7998046875,14604.49951171875,-2769.2999267578125,-5238.2000732421875,943.7999725341797,1.0,0.8452654502508593,-2.433699393123001,2.082395835303377,76561198053484766,8.6,11.0,1237.1400146484375,-4585.5498046875,130.74000549316406,7505.0,-17100.400390625,5706.300048828125,2.5999999046325684,-3.3000001311302185,1248.6000061035156,128.0,128.0,,-0.009528751601490538,-2.369842638048697,0.000478802471887806,True,143.77661074105131,True,14,12,3,,bfdb3949bdb,RauunZ,8.0,1152.3800048828125,-4635.47998046875,61.22999954223633,-12935.6005859375,12388.399658203125,2620.7998657226562,-4737.200012207031,-1608.0999755859375,-2285.0999450683594,255.0,184.0,,-0.7876091005103288,1.2087429973915085,-0.28427571699945753,228.0,False,6,False,7,True,,enpitsu,76561198039309853,25.0,1939.280029296875,-1228.8800048828125,17.049999237060547,-7507.39990234375,-11708.299560546875,3.100000023841858,-0.29999999329447746,-0.3999999910593033,-2176.1000061035156,255.0,0.0,,-0.0167567653016343,-0.9420822454617327,-5.706169072202006e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,19.0,3306.81005859375,-3680.52001953125,17.010000228881836,-9422.100219726562,-4978.399963378906,2.5,-0.0,-0.0,2381.1000061035156,255.0,255.0,-0.009545555418289015,-0.5409729134958761,-1.218128048867626e-06,True,8,False,8,,False,,
5,653,17,False,False,0,3848.8815327261827,-2319.18994140625,1563.9100341796875,372.2200012207031,-14759.100341796875,7629.4000244140625,-7216.300048828125,-5904.2999267578125,-409.0999984741211,-985.5000305175781,0.0,0.10143480172467341,-1.5694185304116584,0.9831655344573252,76561198039309853,enpitsu,25.0,-2205.5400390625,1420.02001953125,341.989990234375,-11201.199951171875,-906.6999816894531,2988.0999755859375,-4127.9998779296875,1240.5000305175781,1883.9999389648438,255.0,0.0,False,-0.827454257316668,2.650843999402873,0.653453721674616,True,157.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,-413.3599853515625,2311.22998046875,17.010000228881836,-2829.1000366210938,-12496.99951171875,2.3000000417232513,0.09999999776482582,2.3000000417232513,-1884.7999572753906,255.0,0.0,,0.009587240792736386,-1.8349219093445794,-1.901015503331037e-05,255.0,False,10,False,10,True,,8.6,76561198053484766,11.0,-3135.7900390625,4897.39013671875,255.49000549316406,-3627.5,-2925.7000732421875,3400.0,1680.7000732421875,-1635.2000427246094,571.1000061035156,255.0,255.0,,-0.7095955387367187,-2.465005674258008,-1.5254137138404587,True,4,135.0,False,14,12,,RauunZ,bfdb3949bdb,8.0,234.6999969482422,4074.550048828125,17.010000228881836,-12662.5,1489.9000549316406,2.0000000298023224,-0.5999999865889549,0.0,3.100000023841858,255.0,128.0,0.0095564511751009,3.025013127761596,-5.5103874987286196e-05,True,6,False,8,255.0,False,,False
6,718,19,False,False,1,8473.67094100143,3470.050048828125,-2933.25,137.02000427246094,-4184.200134277344,21298.798828125,4845.899963378906,3577.60009765625,228.4000015258789,4811.199951171875,1.0,0.9436236175680027,-1.7342189499287763,2.876432253929287,76561198053484766,8.6,11.0,3475.570068359375,-3158.010009765625,46.13999938964844,-6733.3001708984375,14364.89990234375,3460.4998779296875,-385.49999237060547,-153.99999618530273,-2125.399932861328,255.0,0.0,,-0.018233194124996382,1.255341981432471,-0.0007850768578894553,True,78.63804722345003,True,16,12,4,,bfdb3949bdb,RauunZ,9.0,1759.030029296875,-4308.009765625,17.010000228881836,-896.8000030517578,10510.50048828125,2.0999999344348907,-0.09999999776482582,1.5000000596046448,112.29999542236328,255.0,128.0,False,-0.009533305921153645,1.4702887357986005,-0.00014691613091737484,255.0,False,6,False,8,True,,enpitsu,76561198039309853,25.0,3753.22998046875,-1234.4100341796875,16.479999542236328,-8168.0999755859375,-3168.900146484375,88.69999885559082,-24.200000762939453,-96.80000305175781,-2463.3999633789062,255.0,128.0,False,-0.010279425655761645,-0.3349523138366567,-0.004264302672529689,True,False,128.0,False,2,2,,games5425898691,bf81d8692db,19.0,2496.1201171875,-7.210000038146973,17.010000228881836,2244.2999267578125,13915.30029296875,2.0999999344348907,-0.0,0.5000000074505806,65.50000190734863,255.0,128.0,-0.009588944198916717,1.722148392156938,-7.667958830644432e-05,True,10,False,10,255.0,False,,
7,799,22,False,False,0,7870.406324712481,-2365.830078125,-2591.93994140625,120.45999908447266,10441.800537109375,20002.5,6703.900146484375,4972.39990234375,795.8999633789062,-3262.0001220703125,0.0,1.0865760336481245,-2.3562274406315593,2.4884175074607238,bf81d8692db,games5425898691,19.0,-2416.739990234375,-2769.669921875,60.0,7847.19970703125,14093.299560546875,3198.2000732421875,-2548.5000610351562,576.8000030517578,2335.2000427246094,255.0,175.0,,0.059713235700157005,1.1057431768820092,-0.0037124940473984755,True,235.0,False,12,11,False,,76561198039309853,enpitsu,25.0,-1932.1500244140625,858.6099853515625,17.020000457763672,4706.099853515625,-16846.700439453125,2.199999988079071,0.0,0.0,-344.70001220703125,255.0,128.0,False,0.016775016952167297,-1.327950081436404,0.0001561746493844623,30.214666879305273,True,4,False,4,True,,8.6,76561198053484766,11.0,-2733.3701171875,-1900.6300048828125,122.9000015258789,10102.60009765625,-20173.900146484375,4466.400146484375,1.2999999523162842,-5.799999833106995,344.3000030517578,128.0,255.0,False,0.00954787792183172,-1.180823389520515,0.0013490764519639518,True,5,164.16937653736397,True,18,14,,RauunZ,bfdb3949bdb,9.0,-905.2999877929688,1806.6099853515625,17.010000228881836,810.1999664306641,-5489.000244140625,2.0999999344348907,-0.9000000357627869,-0.09999999776482582,0.09999999776482582,128.0,128.0,0.009890878767917662,-1.4241161081189548,7.6028086217061325e-06,True,6,False,8,255.0,False,,False
8,841,24,False,False,1,5448.041969544477,834.9600219726562,-307.70001220703125,382.4100036621094,1479.6000671386719,12813.299560546875,488.3000183105469,4093.3999633789062,-3735.4000854492188,2299.9000549316406,1.0,0.37331923744636153,-1.0840399406331591,1.3127027016237223,bfdb3949bdb,RauunZ,9.0,756.3099975585938,-432.44000244140625,335.05999755859375,-422.09999084472656,7061.199951171875,1087.9000091552734,420.49999237060547,1912.1000671386719,-5139.69970703125,,0.0,,0.36723149617403195,2.938862400752387,1.8070093748732763,True,219.0,False,8,8,4,,76561198053484766,8.6,11.0,1129.8599853515625,4888.490234375,35.81999969482422,-8895.800170898438,13005.30029296875,-1214.5999908447266,-1371.199951171875,2510.500030517578,4697.5,255.0,255.0,,-0.38638171274965677,-0.4807535157089152,0.10011061677143193,135.0,False,18,6,14,True,,enpitsu,76561198039309853,25.0,1226.2900390625,2261.89990234375,17.030000686645508,-4852.0001220703125,21648.40087890625,5.199999809265137,-0.0,-0.29999999329447746,0.0,255.0,,,-0.01678416474963718,1.3503132320834856,3.093806035882691e-05,True,False,5.0,False,4,4,,games5425898691,bf81d8692db,19.0,1354.6099853515625,1274.6700439453125,17.020000457763672,-11446.300048828125,-4163.599853515625,1.7000000178813934,-5.899999737739563,-1.1999999731779099,-2353.3999633789062,255.0,0.0,-0.009605410767733196,-0.2835583489738414,-0.0002910527068478587,True,12,False,12,235.0,False,,
9,898,26,False,False,0,7051.198770818989,-1036.43994140625,-1909.800048828125,125.08999633789062,-15352.19970703125,2283.5000610351562,3091.0000610351562,4400.7000732421875,3760.0,1579.4999694824219,0.0,-0.105657102657804,0.9171796459176746,0.9423803608526349,bf81d8692db,games5425898691,19.0,-920.739990234375,-2002.300048828125,82.11000061035156,-13612.80029296875,2964.8001098632812,1875.7000732421875,-3521.4999389648438,-3752.0001220703125,-1941.9000244140625,255.0,134.0,,0.7244628129521219,2.6457423317426505,0.012759800356626402,True,235.0,False,14,13,False,,76561198039309853,enpitsu,25.0,-910.02001953125,-3346.030029296875,17.030000686645508,-1962.2000122070312,9758.699951171875,5.099999904632568,-0.7999999821186066,0.0,0.0,128.0,128.0,,0.01695209457720467,-1.372348626137922,8.108924061269427e-07,35.0,False,4,False,4,True,,8.6,76561198053484766,11.0,-1098.300048828125,-2833.830078125,16.989999771118164,-3282.7999877929688,18527.60009765625,4.4999998807907104,0.0,0.5000000074505806,31.700000762939453,255.0,128.0,,0.009604621166885062,1.7503972284550615,-6.973031937855085e-05,True,6,42.0,False,18,14,,RauunZ,bfdb3949bdb,9.0,-1008.0,-1323.8299560546875,91.38999938964844,-2899.5999145507812,-14475.799560546875,1942.7000427246094,362.40001678466797,-160.9000015258789,-871.2999725341797,255.0,52.0,-0.03733031294812218,-1.902127616658044,0.003023830160334343,True,10,4,8,162.0,False,,False
