,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,173,0.0,False,False,0,5199.225670707353,8.239999771118164,20.010000228881836,93.58999633789062,7873.499755859375,28285.6005859375,2226.3999938964844,-1388.0000305175781,442.5,3044.8001098632812,0.0,0.0038418057058751914,0.02536171914025556,-0.01151342835525759,b5c3f71475b,buuuuqa.,24.0,-35.189998626708984,-169.41000366210938,56.0099983215332,10742.2998046875,20211.600341796875,2256.300048828125,1171.6999816894531,5195.8001708984375,-1371.300048828125,255.0,0.0,True,-0.02669901199925022,1.2351168731235342,-0.016812365932231562,True,6,False,5,2.7284299994027754,True,,7932698626653177172,TTV-Levi_1690,18.0,2924.179931640625,-3994.31005859375,102.30999755859375,19660.699462890625,1390.2999877929688,-803.8999938964844,-1371.7999267578125,3954.89990234375,110.60000419616699,193.0,202.0,,-1.052158612958708,0.2877333754185941,-0.24031364587392903,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27,37.09000015258789,539.3200073242188,93.16000366210938,-4218.299865722656,-22441.10107421875,2744.8001098632812,3451.099853515625,-1110.1000213623047,-785.5999755859375,255.0,0.0,,0.2263905441794577,-1.4883398578471312,0.009970748288315573,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,0.0,5338.06005859375,17.15999984741211,0.0,6394.1998291015625,84.79999542236328,184.59999084472656,0.0,0.0,255.0,,,0.012626732022703226,-1.570802433918275,-3.831954066911982e-08,True,False,False,False,116.0,False,
1,175,0.0,False,False,1,5392.583699785674,-72.83000183105469,-164.83999633789062,106.87000274658203,-20709.89990234375,20382.2998046875,4160.199890136719,794.7000122070312,-89.89999771118164,5946.400146484375,1.0,-0.04516276548130837,-0.3320470137825083,-0.1053602541332846,76561198039309853,enpitsu,27.0,6.929999828338623,-322.2300109863281,116.95999908447266,5429.1998291015625,16460.2001953125,2093.0999755859375,-3943.2000732421875,-274.6999931335449,3824.2001342773438,255.0,0.0,,-0.7651866927650247,1.3272245662555922,0.5190965784251727,True,2,False,1,31.0,False,,bf81d8692db,games5425898691,19.0,-0.0,-5382.93017578125,18.399999618530273,-0.0,-2875.10009765625,92.89999961853027,-161.8000030517578,-0.0,0.0,255.0,,,-0.03574585523539822,1.570764711747765,5.652967183537311e-07,True,116.0,False,False,False,False,,buuuuqa.,b5c3f71475b,24,-46.11000061035156,18.90999984741211,71.45999908447266,-9805.0,-18355.30029296875,1645.0999450683594,-994.8000335693359,-5306.9000244140625,1046.9999694824219,255.0,0.0,True,0.11558821903988357,-1.3230990013259951,0.5835967795826067,True,0.0,True,6,False,5,,TTV-Levi_1690,7932698626653177172,18.0,-3120.89990234375,3980.389892578125,90.88999938964844,-19680.50048828125,-1396.9000244140625,-1427.7000427246094,1967.2000122070312,-2982.39990234375,841.9999694824219,192.0,239.0,,0.674514240258033,-0.39349613392657445,-0.31808590126139896,True,4,False,4,255.0,False,
2,176,0.0,False,False,0,5054.2661264146745,154.8800048828125,196.19000244140625,126.81999969482422,25977.5,22349.599609375,6512.5,2589.2999267578125,365.6999969482422,-5400.10009765625,0.0,0.0357824003357017,0.22767056430022922,-0.03645244016069255,b5c3f71475b,buuuuqa.,24.0,46.11000061035156,-18.90999984741211,71.45999908447266,9805.0,18355.30029296875,1645.0999450683594,994.8000335693359,5306.9000244140625,1046.9999694824219,255.0,0.0,True,-0.11558821903988357,1.3230990013259951,0.5835967795826067,True,6,False,5,0.0,False,,7932698626653177172,TTV-Levi_1690,18.0,3120.89990234375,-3980.389892578125,90.88999938964844,19680.50048828125,1396.9000244140625,-1427.7000427246094,-1967.2000122070312,2982.39990234375,841.9999694824219,192.0,239.0,,-0.674514240258033,0.39349613392657445,-0.31808590126139896,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27,-6.929999828338623,322.2300109863281,116.95999908447266,-5429.1998291015625,-16460.2001953125,2093.0999755859375,3943.2000732421875,274.6999931335449,3824.2001342773438,255.0,0.0,,0.7651866927650247,-1.3272245662555922,0.5190965784251727,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,0.0,5382.93017578125,18.399999618530273,0.0,2875.10009765625,92.89999961853027,161.8000030517578,0.0,0.0,255.0,,,0.03574585523539822,-1.570764711747765,5.652967183537311e-07,True,False,False,False,116.0,False,
3,304,4.0,True,True,0,1907.7046734528049,584.5999755859375,3937.02001953125,126.20999908447266,-17110.699462890625,26789.19921875,6261.6998291015625,3123.5000610351562,-5041.099853515625,911.2999725341797,0.0,-0.4265556661320906,-2.44104611321917,1.1011962244286886,7932698626653177172,TTV-Levi_1690,18.0,686.6099853515625,3735.8701171875,52.849998474121094,-6345.5999755859375,18243.199462890625,2442.4000549316406,4153.800048828125,-708.8999938964844,3446.7001342773438,253.0,255.0,,-0.04602786816027986,1.9368126246253057,-0.034605653309307226,True,8,False,6,228.0,False,,b5c3f71475b,buuuuqa.,24.0,3174.93994140625,3912.570068359375,17.010000228881836,-8161.9000244140625,1184.8999786376953,2.0999999344348907,-1.1999999731779099,0.0,233.99999618530273,231.0,128.0,,0.009525332445575735,3.023661307175841,-0.00022185599955836525,True,255.0,False,8,8,False,,enpitsu,76561198039309853,27,-3599.8798828125,2856.68994140625,17.040000915527344,2736.300048828125,22834.89990234375,3.700000047683716,0.0,-0.19999999552965164,-0.09999999776482582,255.0,0.0,,0.016777935790922068,1.4515140656826322,2.2269180270115533e-05,True,201.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,700.3099975585938,4845.259765625,26.399999618530273,-13886.8994140625,-8463.499755859375,-133.69999885559082,187.99999237060547,-523.3000183105469,698.7000274658203,255.0,247.0,,-0.10027019388795544,-2.582267768627774,0.2085663788299509,True,False,False,4,0.0,False,
4,573,5.0,False,True,0,5177.7860903057435,-4.039999961853027,39.619998931884766,97.70999908447266,-2630.8999633789062,30036.59912109375,3765.8999633789062,-5487.80029296875,-930.8999633789062,1880.5999755859375,0.0,-0.014049139458373093,0.0320073545009142,-0.09169666446803255,7932698626653177172,TTV-Levi_1690,18.0,15.829999923706055,-205.5,49.33000183105469,-1546.199951171875,22668.701171875,3569.1000366210938,-186.90000534057617,-22.000000476837158,1401.9000244140625,247.0,255.0,,0.014146945833977966,1.7105717259234003,0.0017780963491192522,True,6,False,4,21.0,False,,b5c3f71475b,buuuuqa.,24.0,-3159.2099609375,-3913.360107421875,17.020000457763672,-13991.700439453125,12446.400146484375,6.299999952316284,-3.6000001430511475,6.800000071525574,-2445.8999633789062,255.0,0.0,False,0.009732588144639313,2.294700474053824,-0.00034497614116121877,True,255.0,False,4,4,False,,enpitsu,76561198039309853,27,0.0,4578.18994140625,17.049999237060547,0.0,-5289.5001220703125,2.5999999046325684,0.9000000357627869,0.0,0.0,255.0,255.0,,0.01654834530620488,-1.5707732089142992,1.9112819584038248e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-5.239999771118164,559.75,64.08000183105469,-426.50001525878906,-22810.90087890625,2803.3999633789062,4580.10009765625,-12.999999523162842,167.60000228881836,128.0,128.0,,0.11007168049242216,-1.5698435943992473,0.0005033037881464239,True,3,False,4,31.0,False,
5,575,5.0,False,False,1,5416.394606381265,23.31999969482422,-205.6300048828125,144.0,2734.5999145507812,7669.69970703125,11983.299560546875,5984.5001220703125,290.49999237060547,-317.00000762939453,1.0,0.0033542003617932255,-0.15686687226538182,-0.8093994761693813,bf81d8692db,games5425898691,19.0,9.199999809265137,-350.6400146484375,86.80000305175781,426.50001525878906,22810.90087890625,2207.2000122070312,-5499.7998046875,-29.40000057220459,17.000000476837158,128.0,128.0,,-0.7657236469382565,1.5624561721034669,0.002881845144247577,True,4,False,3,31.0,False,,76561198039309853,enpitsu,27.0,-0.0,-4578.18994140625,17.049999237060547,-0.0,5289.5001220703125,2.5999999046325684,-0.9000000357627869,-0.0,0.0,255.0,255.0,,-0.01654834530620488,1.5707732089142992,1.9112819584038248e-07,True,116.0,False,False,False,False,,buuuuqa.,b5c3f71475b,24,3260.830078125,3798.60009765625,17.020000457763672,10734.3994140625,-14710.2001953125,1.2999999523162842,0.19999999552965164,-1.5999999642372131,-2160.500030517578,255.0,0.0,False,-0.009641734656311185,-2.1051176821234816,-2.6703972945144032e-05,True,255.0,False,4,False,4,,TTV-Levi_1690,7932698626653177172,18.0,7.440000057220459,69.5,69.55999755859375,10024.500122070312,-19323.900146484375,2776.400146484375,-4572.900085449219,3005.4998779296875,-552.400016784668,253.0,255.0,,0.23583276709095832,-1.7349890127674596,-0.04190317119542775,True,5,False,6,14.723655900647563,True,
6,630,7.0,False,False,1,2926.279329098538,551.1599731445312,2234.110107421875,235.0500030517578,4007.3001098632812,22884.69970703125,-7044.4000244140625,-4978.2000732421875,3311.7999267578125,-498.49998474121094,1.0,0.48104504364213896,-0.26151115874904374,-0.23491600982280672,bf81d8692db,games5425898691,19.0,518.3099975585938,2079.68994140625,129.75,-93.4000015258789,3185.1998901367188,1077.3999786376953,-1739.1000366210938,-4959.2999267578125,-1621.9000244140625,255.0,217.0,,0.7488086578497801,1.988566863052922,-0.5351008213309177,True,6,False,5,31.0,False,,76561198039309853,enpitsu,27.0,-99.1500015258789,-3098.429931640625,17.049999237060547,1437.5999450683594,6990.3997802734375,2.5999999046325684,-0.0,-0.19999999552965164,-198.79999160766602,255.0,128.0,False,-0.01664753501831,1.7891769310123944,0.00013990380079356016,True,116.0,False,False,False,False,,buuuuqa.,b5c3f71475b,24,1192.3499755859375,2703.570068359375,17.020000457763672,-17927.39990234375,4483.2000732421875,0.7999999821186066,-3.8999998569488525,1.1999999731779099,-844.4999694824219,255.0,128.0,False,-0.009602170696382353,0.3030608913640599,8.908516171970254e-05,True,208.0,False,4,False,4,,TTV-Levi_1690,7932698626653177172,18.0,2672.300048828125,-2247.139892578125,17.010000228881836,17798.1005859375,10220.0,1.7000000178813934,-0.3999999910593033,-0.0,2005.8000183105469,240.0,255.0,False,-0.009577528137600563,2.543945847272515,4.316824998067546e-05,False,6,False,6,0.0,False,
7,638,7.0,False,False,0,7942.672232663035,-617.27001953125,-2797.780029296875,154.67999267578125,11685.400390625,-4503.500061035156,11206.600341796875,3427.60009765625,-4108.500061035156,2714.89990234375,0.0,-0.46169784504803213,-1.1808984388725297,1.9296426289929463,b5c3f71475b,buuuuqa.,24.0,-755.2899780273438,-2848.659912109375,17.020000457763672,17289.000244140625,-6334.7998046875,0.7999999821186066,-2.5,0.9000000357627869,-307.1999931335449,255.0,93.0,False,0.009592283764880614,-0.3504235329751509,-5.175703012900388e-06,True,4,False,4,208.0,False,,7932698626653177172,TTV-Levi_1690,18.0,-3025.14990234375,1899.8800048828125,17.010000228881836,-10332.7001953125,-16608.499755859375,2.0999999344348907,1.5000000596046448,2.800000011920929,1539.7999572753906,233.0,128.0,False,0.009598564016968358,-2.0483988990951456,-5.1731953179929866e-05,False,0.0,False,6,6,False,,enpitsu,76561198039309853,27,36.52000045776367,2823.409912109375,17.049999237060547,-2044.4999694824219,-9342.19970703125,3.0000001192092896,-0.7000000029802322,-4.600000083446503,310.40000915527344,255.0,255.0,False,0.016656400137473173,-1.7970781237842093,8.085329003517335e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-515.7899780273438,-2160.550048828125,132.7899932861328,141.99999809265137,-3272.7999877929688,-147.5,-1487.2000122070312,5294.4000244140625,84.89999771118164,255.0,241.0,,-0.33611344558483297,-0.4018459994359324,-2.8205988706904015,True,5,False,6,31.0,False,
8,744,11.0,False,False,0,10500.547560772466,3463.39990234375,-4412.85986328125,300.75,8107.5,5348.499755859375,-5397.1002197265625,3382.9998779296875,-3550.5999755859375,-3456.4999389648438,0.0,1.020295177905967,2.24180216077494,-0.42269956892211147,b5c3f71475b,buuuuqa.,24.0,3421.77001953125,-4483.97998046875,442.2699890136719,-4755.4998779296875,282.2999954223633,-5860.999755859375,-1464.9000549316406,-1964.1000366210938,1275.1000213623047,128.0,172.0,True,-0.8620763760319061,1.247024322426845,-1.9332861532648986,True,6,False,4,176.0,False,,7932698626653177172,TTV-Levi_1690,18.0,-534.8900146484375,-5340.919921875,17.15999984741211,13187.7001953125,-16387.19970703125,103.99999618530273,-522.9000091552734,46.70000076293945,1701.1000061035156,226.0,255.0,True,0.004106191393218136,-0.8707594899395458,-0.004974174373324448,True,249.0,False,8,8,False,,enpitsu,76561198039309853,27,3694.56005859375,98.19999694824219,17.049999237060547,2.8999999165534973,-3.400000035762787,2.5999999046325684,0.7999999821186066,-0.5999999865889549,-0.09999999776482582,128.0,128.0,False,0.016687952754592505,-2.4150846045926504,2.3703050261810007e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,2968.830078125,-133.38999938964844,16.799999237060547,12066.300048828125,19580.6005859375,41.30000114440918,20.999999046325684,-4.699999988079071,1772.4000549316406,255.0,255.0,,0.01076809072696293,1.0711042840419163,-0.00029112121053296094,,8,False,8,0.0,True,
9,801,13.0,False,False,0,9471.393861736871,3720.0,-3130.419921875,93.1500015258789,204.69999313354492,5052.60009765625,0.0,-5537.19970703125,224.40000534057617,-2127.899932861328,0.0,-0.3527672267649457,1.0064578528263624,0.4902126410227272,b5c3f71475b,buuuuqa.,24.0,3523.64990234375,-3204.409912109375,16.989999771118164,10097.39990234375,9787.2998046875,2.800000011920929,1.5999999642372131,1.4000000059604645,-751.6999816894531,255.0,128.0,False,0.00958265602258686,0.7093660238664953,0.00020645338181356676,True,6,False,4,221.89692899744998,True,,7932698626653177172,TTV-Levi_1690,19.0,525.760009765625,-4443.16015625,17.010000228881836,2041.4999389648438,10519.599609375,2.0999999344348907,0.0,-0.5999999865889549,-207.90000915527344,199.0,128.0,False,0.009571511128811626,1.3556585981803406,0.0001635242199518768,True,249.0,False,8,8,False,,enpitsu,76561198039309853,27,3613.429931640625,64.3499984741211,17.049999237060547,23.499999046325684,1331.300048828125,2.5999999046325684,-0.5999999865889549,0.0,0.0,255.0,255.0,False,0.01674753048033641,-1.5887435338380813,2.3060930173612886e-06,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,2992.6298828125,4378.60009765625,17.010000228881836,-9531.599731445312,17102.900390625,2.3000000417232513,0.09999999776482582,-0.19999999552965164,1957.5,128.0,255.0,,0.009648312557947136,2.1530861095489535,1.5990832024345896e-05,True,8,False,8,255.0,False,
