,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,166,0,False,False,1,5207.726701099279,-8.140000343322754,11.359999656677246,92.62000274658203,-12111.500244140625,24175.90087890625,-813.3000183105469,-1473.9999389648438,-660.5000305175781,-1899.7000122070312,1.0,-0.0056050039689753296,0.01578924336864919,0.012240209962031758,76561198349747130,Wrax Walking,7.0,53.41999816894531,-135.4499969482422,60.150001525878906,-13785.6005859375,15137.19970703125,-1241.2999725341797,4475.7000732421875,1247.3999786376953,-2942.9998779296875,255.0,36.0,,0.4504438703310837,0.8245723273172467,-0.32532630307078614,4,4,0.0,False,False,True,,76561198447795727,Bidoux,16.0,-425.2200012207031,-1909.969970703125,17.010000228881836,10182.39990234375,5936.099853515625,2.199999988079071,-6.499999761581421,-4.000000059604645,247.5,255.0,85.0,False,-0.009570392716641373,2.5806498620807954,4.523893967654297e-05,True,4,False,116.0,False,4,,enpitsu,76561198039309853,25,-199.1300048828125,354.2900085449219,87.0,10645.899658203125,-20186.700439453125,2831.7001342773438,4982.799987792969,260.3000068664551,-2313.800048828125,255.0,0.0,,-0.20959846582092173,-2.16076718233423,0.02081381919526176,True,False,2,1,0.0,False,,games5425898691,bf81d8692db,19.0,3435.5,2205.760009765625,17.010000228881836,7245.3997802734375,13922.80029296875,2.199999988079071,-0.0,0.09999999776482582,1730.8999633789062,255.0,255.0,-0.009589967393251056,2.0155713650411085,0.00013894889434742697,False,False,False,False,0.0,False,,
1,169,0,False,False,0,5288.741481367978,11.329999923706055,-70.33000183105469,95.61000061035156,-12595.30029296875,6020.10009765625,2781.099853515625,4115.0,703.1999969482422,2110.8999633789062,0.0,0.20092598408634624,-0.4493629727043007,0.24901306028891596,76561198039309853,enpitsu,25.0,114.31999969482422,-202.08999633789062,110.87999725341797,-4947.60009765625,6925.30029296875,1692.4000549316406,-5385.4998779296875,-1087.0999908447266,253.29999923706055,255.0,0.0,,0.8448388755783826,2.4654379646792473,0.4880319497361608,1,2,0.0,False,False,True,,bf81d8692db,games5425898691,19.0,-3519.72998046875,-2449.010009765625,17.010000228881836,-2827.6998901367188,-15031.199951171875,2.3000000417232513,0.29999999329447746,0.5000000074505806,2015.0999450683594,255.0,255.0,,0.009565750651589646,-1.6936807635535986,5.360204275747711e-05,False,False,False,31.0,False,False,9.0,Wrax Walking,76561198349747130,7,45.91999816894531,41.11000061035156,64.94000244140625,8296.699829101562,-3968.699951171875,3004.1000366210938,-5038.900146484375,-1708.0999755859375,-1393.2000732421875,255.0,117.0,,-1.1284304124162203,-0.8011767187100358,-0.7179668818931992,True,False,4,4,0.0,False,,Bidoux,76561198447795727,16.0,356.2699890136719,1870.9599609375,17.010000228881836,-10506.300048828125,-5681.6998291015625,2.3999999463558197,2.3000000417232513,1.4000000059604645,-1442.7999877929688,255.0,13.0,0.009564717196559436,-2.629084357142053,-0.00029910028523406435,True,4,4,False,116.0,False,,True
2,218,1,False,False,1,6081.505502954773,2036.06005859375,-833.6900024414062,102.1500015258789,15956.99951171875,12867.39990234375,4753.500061035156,4659.200134277344,3716.099853515625,694.0000152587891,1.0,0.30267278531957836,1.2789138252142147,-2.971408736661877,76561198447795727,Bidoux,16.0,1956.6199951171875,-986.4299926757812,16.3799991607666,12364.000244140625,7842.8997802734375,-253.4000015258789,812.6000213623047,-260.3000068664551,-292.00000762939453,255.0,90.0,False,0.007565614902111625,2.523734540419107,0.014602712400861924,4,4,78.0,False,False,True,20.0,76561198349747130,Wrax Walking,7.0,-1239.75,565.6799926757812,16.739999771118164,-2127.2999572753906,907.3999786376953,51.90000057220459,12.599999904632568,37.30000019073486,-35.0,0.0,54.0,False,-0.014794355510042413,-2.834149619668351,0.00010430439367310862,True,4,False,0.0,False,4,,enpitsu,76561198039309853,25,935.3099975585938,-242.75,17.059999465942383,5664.4000244140625,8224.7998046875,2.0999999344348907,-0.19999999552965164,-0.09999999776482582,2394.4000244140625,255.0,128.0,,-0.01669352055843209,2.1290694024666275,9.12637254350538e-06,True,False,2,2,0.0,False,,games5425898691,bf81d8692db,19.0,1842.1700439453125,4368.6298828125,17.010000228881836,-14356.300048828125,-8485.399780273438,2.3000000417232513,0.3999999910593033,-0.0,1998.699951171875,255.0,255.0,-0.009573467587290316,-0.6036558420052749,4.813299504481061e-05,True,False,False,False,247.0,False,,
3,355,6,False,False,0,8525.413178671977,-1919.93994140625,-3323.699951171875,103.5,8035.7000732421875,8781.099853515625,5591.500244140625,4175.7000732421875,2922.9000854492188,-2372.100067138672,0.0,-0.45516681794486674,-1.5960959521296503,1.0117535656228425,76561198039309853,enpitsu,25.0,-1980.449951171875,-3484.820068359375,51.11000061035156,3872.2000122070312,4330.0,2892.9000854492188,-186.39999389648438,-499.00001525878906,-804.0000152587891,255.0,128.0,False,0.02722402934383789,0.808483026975567,-0.006315732289658325,3,4,2.0,False,False,True,,bf81d8692db,games5425898691,19.0,-1138.8599853515625,-4102.9501953125,17.010000228881836,-7286.099853515625,5225.30029296875,2.0999999344348907,0.19999999552965164,-0.19999999552965164,-9.599999785423279,255.0,128.0,,0.009522779244941113,2.5179036217398143,5.33909102929167e-05,True,False,False,255.0,False,False,,Wrax Walking,76561198349747130,7,1583.0699462890625,902.9299926757812,63.540000915527344,-9226.500244140625,12374.7998046875,-1871.4999389648438,-1736.6999816894531,42.199997901916504,-606.5000152587891,255.0,128.0,,-0.17181017139359656,2.3869407276686707,-0.615787987059131,True,False,8,8,255.0,False,,Bidoux,76561198447795727,14.0,-642.5700073242188,-4761.4501953125,17.010000228881836,10820.10009765625,10213.099975585938,2.5,-1.0000000149011612,-0.5000000074505806,2061.4999389648438,255.0,255.0,0.00957271863226701,0.824236264460407,6.917763070098713e-05,True,6,6,False,221.0,False,,False
4,401,8,False,False,0,7059.0893625100225,-635.469970703125,-1914.280029296875,138.14999389648438,8001.6998291015625,19256.700439453125,3807.6998901367188,4248.2000732421875,3737.9000854492188,-1995.0,0.0,-0.04021143059477201,2.9998530062265867,-1.3625974442318138,bf81d8692db,games5425898691,19.0,-657.469970703125,-2053.72998046875,17.040000915527344,1081.500015258789,20274.3994140625,13.899999856948853,-2.3999999463558197,-65.3000020980835,3683.3999633789062,255.0,255.0,,0.008798889376549313,1.7334402884897806,0.008785273749213672,False,False,148.49904528228188,True,False,True,,76561198039309853,enpitsu,25.0,-763.0999755859375,-2164.139892578125,17.020000457763672,6501.500244140625,9810.30029296875,-0.5999999865889549,44.699997901916504,86.40000343322754,1890.7000732421875,255.0,128.0,False,0.014577657174922489,1.0392350423858738,-0.008696992773028963,True,4,False,2.0,False,4,,Wrax Walking,76561198349747130,7,-10.6899995803833,2809.52001953125,17.049999237060547,-10015.499877929688,11757.80029296875,2.7000001072883606,0.0,0.29999999329447746,0.0,255.0,128.0,,0.01679412614378855,2.2763451546736584,-3.644451906665276e-05,True,False,8,8,255.0,False,,Bidoux,76561198447795727,14.0,-427.69000244140625,-1862.4000244140625,19.850000381469727,-1849.7000122070312,16908.199462890625,938.8999938964844,-3754.7000122070312,2305.399932861328,-177.39999771118164,60.0,255.0,-0.009166708532050618,1.8488505513032778,-0.03514272631538669,True,8,9,False,196.0,False,,False
5,404,8,False,False,1,3471.941243389429,566.3900146484375,1683.739990234375,203.9600067138672,5274.69970703125,-10094.099731445312,10539.49951171875,1701.9000244140625,-5259.7998046875,-2331.7999267578125,1.0,0.692977055522338,-2.6770906440150912,-1.5260035632597462,76561198447795727,Bidoux,14.0,465.42999267578125,1696.7900390625,35.220001220703125,8627.19970703125,-8180.0,1179.4000244140625,1324.1999816894531,-164.69999313354492,1883.6000061035156,128.0,255.0,False,-0.23322464679545415,-2.009254355907866,0.2775762684486556,9,10,196.0,False,False,True,,76561198349747130,Wrax Walking,7.0,177.69000244140625,-3005.52001953125,17.049999237060547,10015.499877929688,-11757.80029296875,2.7000001072883606,-0.0,-0.29999999329447746,0.0,255.0,128.0,,-0.01679412614378855,-2.2763451546736584,-3.644451906665276e-05,True,8,False,255.0,False,8,,enpitsu,76561198039309853,25,712.47998046875,2078.780029296875,17.020000457763672,-5724.4000244140625,-10579.7998046875,1.2999999523162842,-5.299999713897705,-45.79999923706055,476.19998931884766,255.0,128.0,False,-0.015942189407002035,-1.1178244146697016,-0.0019982573338895963,True,False,4,4,2.0,False,,games5425898691,bf81d8692db,19.0,672.3699951171875,1891.699951171875,18.549999237060547,3757.5,-19225.400390625,425.2000045776367,-160.59999465942383,-265.9000015258789,1496.1000061035156,255.0,146.0,-0.038116872319121926,-1.8810890745494078,0.11111280263615073,True,False,False,False,139.10241725624252,True,,
6,502,12,False,False,1,6855.6479946482605,2252.179931640625,-1580.1700439453125,263.1600036621094,-6105.3997802734375,29032.7001953125,12733.900146484375,5385.30029296875,1583.800048828125,-1713.6000061035156,1.0,-0.5198902469835258,-1.0305852480416082,-1.2188133919352946,76561198349747130,Wrax Walking,7.0,2309.239990234375,-1898.989990234375,160.6199951171875,-2255.800018310547,22729.19921875,2700.7000732421875,-183.60000610351562,-5465.10009765625,-590.099983215332,255.0,247.0,False,-0.01957778579379181,1.3765275972601432,-0.7440764852429305,9,10,89.64380204293033,True,False,True,,76561198447795727,Bidoux,14.0,3609.419921875,-127.38999938964844,17.0,8925.999755859375,9947.999877929688,3.3000001311302185,0.7000000029802322,1.0000000149011612,103.00000190734863,255.0,128.0,False,-0.00955822996691026,2.287963794026157,-0.00012769298063035266,True,10,False,196.0,False,10,,enpitsu,76561198039309853,25,669.4099731445312,2493.89990234375,17.040000915527344,1709.6000671386719,13146.099853515625,3.799999952316284,0.09999999776482582,1.0000000149011612,36.80000066757202,255.0,128.0,False,-0.016742782197167,1.6955257915686917,-9.761854388221467e-05,True,False,4,4,32.0,False,,games5425898691,bf81d8692db,19.0,506.6199951171875,1711.9300537109375,17.0,14036.700439453125,387.99999237060547,3.400000035762787,5.5000001192092896,-0.0,-1190.199966430664,255.0,128.0,-0.009576907587538402,-3.111547394443301,1.7953595556202667e-06,True,False,False,False,143.0,False,,
7,608,16,False,False,0,7770.208226474596,-182.92999267578125,-2597.419921875,181.14999389648438,7998.900146484375,28431.59912109375,-5653.0999755859375,-4606.199951171875,-2879.5999145507812,-2547.4000549316406,0.0,-0.6215538673042538,-2.931136080336721,-2.0573950785152997,bf81d8692db,games5425898691,19.0,-209.4499969482422,-2776.139892578125,123.51000213623047,8733.099975585938,18305.2001953125,-207.09999084472656,-2488.9999389648438,-4690.10009765625,-1434.4000244140625,255.0,255.0,,-0.23598452180592314,1.1559184344275069,2.6161068168023913,3,4,81.63803023933082,True,False,True,,76561198039309853,enpitsu,25.0,17.049999237060547,-5398.81982421875,18.850000381469727,-1223.499984741211,5182.39990234375,-186.49999618530273,75.9000015258789,-68.80000114440918,-123.80000114440918,255.0,128.0,False,0.054311745107525664,1.7926881569352218,0.007856634090305596,True,4,False,63.0,False,4,,Wrax Walking,76561198349747130,7,-274.8299865722656,-4892.31982421875,784.780029296875,10738.199462890625,-15426.500244140625,-2711.0000610351562,-366.19998931884766,2328.5000610351562,1137.3999786376953,255.0,128.0,False,1.2288730724544918,0.7695619277918777,-1.6394492051348293,True,4,12,10,3.0,False,,Bidoux,76561198447795727,14.0,-741.6799926757812,2.509999990463257,17.020000457763672,6140.5999755859375,13455.0,0.7000000029802322,0.29999999329447746,1.0000000149011612,43.400001525878906,255.0,129.0,0.009580247040978618,1.1467067962427553,-8.797936579483739e-05,True,10,10,False,171.0,False,,
8,644,17,False,False,1,5986.528366403928,-690.6500244140625,-632.4400024414062,123.04000091552734,-24461.10107421875,13289.000244140625,6445.10009765625,3766.6000366210938,-645.0,4625.4998779296875,1.0,-0.21141525752942697,-2.735431283993099,-0.6761107061454924,76561198447795727,Bidoux,14.0,-574.3599853515625,-783.6900024414062,59.22999954223633,-12943.199462890625,13054.7998046875,3055.7000732421875,-2285.399932861328,-159.49999809265137,-2446.4999389648438,255.0,8.0,False,-0.03762328937836032,0.5943287877838926,0.01394499247525263,11,12,176.97359142508563,True,False,True,,76561198349747130,Wrax Walking,7.0,-219.0800018310547,5271.580078125,52.150001525878906,-2673.2998657226562,2655.5999755859375,-479.50000762939453,-3132.0001220703125,-3979.2001342773438,-756.2000274658203,255.0,128.0,False,0.1000270779664174,-0.43800324160730203,-1.2503600407686546,True,10,4,3.0,False,12,,enpitsu,76561198039309853,25,-18.549999237060547,4058.25,75.01000213623047,71.10000133514404,-17503.399658203125,2038.8999938964844,5499.6002197265625,58.499999046325684,13.799999952316284,255.0,128.0,False,-0.35440405854374446,-1.5823747259333563,0.0003063507859448258,True,False,6,5,94.0,False,,games5425898691,bf81d8692db,19.0,-959.75,235.41000366210938,16.989999771118164,-6061.9000244140625,-22186.69921875,2.3000000417232513,-0.19999999552965164,-0.5999999865889549,1534.9000549316406,255.0,255.0,-0.009601376864268055,-1.340096185678641,0.0001394591070935613,True,4,4,False,3.996619414257751,True,,
9,719,20,False,False,0,8168.067636140367,2341.0400390625,-2359.260009765625,214.1999969482422,9246.599731445312,8145.999755859375,7120.0,2279.199981689453,-4947.9998779296875,2514.2999267578125,0.0,0.30636993152663244,0.7230491713357212,1.325370531633524,76561198039309853,enpitsu,25.0,2153.6298828125,-2453.050048828125,124.18000030517578,11335.400390625,-2889.2999267578125,2507.2000122070312,-2426.0000610351562,-877.5,2623.800048828125,128.0,255.0,False,-0.1363949979015915,0.20790948257783273,-0.06865190511749465,7,8,115.0,False,False,True,,bf81d8692db,games5425898691,19.0,2111.179931640625,3030.56005859375,17.010000228881836,5194.69970703125,8600.30029296875,2.0999999344348907,0.5999999865889549,1.1999999731779099,115.29999732971191,255.0,128.0,,0.009528316626239673,1.0426399365390218,-0.00015795027731252325,False,4,False,0.0,False,4,,Wrax Walking,76561198349747130,7,1174.43994140625,-2720.949951171875,17.049999237060547,5089.599914550781,13484.89990234375,3.3000001311302185,1.0000000149011612,1.0999999940395355,-1856.9000244140625,255.0,0.0,False,0.016813718993593293,1.177666106389103,-0.0002209565074748454,True,4,14,12,33.0,False,,Bidoux,76561198447795727,14.0,2627.6298828125,1038.0999755859375,17.0,11816.400146484375,-1796.1000061035156,3.6000001430511475,0.9000000357627869,-0.09999999776482582,-2315.399932861328,255.0,0.0,0.009553270502777062,-0.2064349197979462,-8.382657538999901e-05,True,12,12,False,177.0,False,,False
