,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,173,0,False,False,0,5084.836541472666,25.5,139.36000061035156,132.4199981689453,4318.399963378906,22098.30078125,6051.099853515625,3581.9000244140625,497.00000762939453,-1829.9000549316406,0.0,0.04724748606838328,-0.11696927785151758,0.2363550657438948,bf81d8692db,games5425898691,19.0,-53.099998474121094,-56.31999969482422,16.350000381469727,-1004.4000244140625,16226.99951171875,50.999999046325684,-273.4000015258789,-278.29999923706055,-3069.1000366210938,255.0,0.0,,-0.006657028776230305,1.4858720575027058,0.02126019828903632,True,False,False,False,0.0,False,,76561198039309853,enpitsu,27.0,-39.58000183105469,-3872.0400390625,17.049999237060547,-164.69999313354492,8785.999755859375,2.5999999046325684,-0.7000000029802322,0.0,0.0,255.0,128.0,False,0.01660258571415871,1.589576253200117,-4.384025470647523e-06,True,116.0,False,False,False,False,,Mars,76561198229272448,16.0,-57.56999969482422,5094.22998046875,17.010000228881836,-138.69999885559082,-3159.4000244140625,2.199999988079071,0.0,-1.4000000059604645,-988.3000183105469,255.0,0.0,,0.009483678168665226,-1.5556172353718904,-4.318554260780039e-06,True,False,False,116.0,False,False,,Canfected,76561198094452080,18.0,-2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.5999999865889549,0.19999999552965164,0.0,,,,0.016732033234186035,-0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,
1,218,1,False,False,1,8829.930228825855,-697.1400146484375,-3545.02001953125,246.6699981689453,361.8000030517578,23658.9990234375,-1737.7999877929688,-5958.699951171875,188.89999389648438,-676.3999938964844,1.0,-0.12076069455525887,0.19609625351904453,0.5380267831379104,76561198229272448,Mars,16.0,-712.5499877929688,-3749.679931640625,242.49000549316406,-2444.600067138672,15836.700439453125,1235.8999633789062,-2450.2000427246094,4918.299865722656,-236.8000030517578,255.0,0.0,,-0.45270174673087565,1.7711132316482083,0.5857484480038394,True,3,False,4,53.52190118194909,True,,76561198094452080,Canfected,18.0,2048.0,-2560.0,17.049999237060547,-0.0,-0.0,2.7000001072883606,-0.5999999865889549,-0.19999999552965164,0.0,,,,-0.016732033234186035,0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,,enpitsu,76561198039309853,27.0,-1147.5,2305.43994140625,17.049999237060547,-18699.300537109375,-7981.300048828125,1.5000000596046448,0.19999999552965164,0.19999999552965164,-0.5999999865889549,0.0,255.0,False,-0.016795040980694627,-0.4033348186784217,2.5193668989919713e-05,True,False,False,60.0,False,False,,games5425898691,bf81d8692db,19.0,-851.1300048828125,-1988.760009765625,17.0,-12224.3994140625,-7021.099853515625,3.3000001311302185,0.19999999552965164,-0.0,-201.90000534057617,255.0,128.0,,-0.009584316035092199,-0.5124318460422917,5.144037991262559e-05,True,0.0,False,False,False,False,
2,270,3,False,False,0,5707.48161087364,640.010009765625,-356.9100036621094,95.36000061035156,9820.2001953125,12137.39990234375,2830.0,1991.9999694824219,62.89999961853027,-5659.2999267578125,0.0,-0.1510750474591868,-0.27910404843463854,-0.4070139681340626,76561198039309853,enpitsu,27.0,613.4199829101562,-554.3599853515625,69.18000030517578,-11239.100341796875,18129.3994140625,2838.800048828125,-2802.7999877929688,-570.4999923706055,-2159.600067138672,255.0,0.0,False,0.10482839644868602,2.2491936607423417,0.0038533749889173405,True,1,False,2,5.0,False,,bf81d8692db,games5425898691,19.0,2774.139892578125,3785.2900390625,17.0,9311.799926757812,10551.400146484375,3.4999999403953552,-2.5,-3.0000001192092896,-1029.5999908447266,255.0,0.0,,0.00958756080492632,0.8513891391324453,-0.00012502972781252354,True,0.0,False,False,False,False,,Mars,76561198229272448,15.0,1016.6400146484375,1630.8199462890625,17.020000457763672,-9126.199951171875,-3900.7998657226562,1.2999999523162842,-0.7999999821186066,-0.5000000074505806,-2479.600067138672,255.0,0.0,False,0.009531690269615834,-2.8037416879664123,-2.1649752791155667e-05,True,4,4,43.0,False,False,,Canfected,76561198094452080,18.0,-2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.5999999865889549,0.19999999552965164,0.0,,,,0.016732033234186035,-0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,
3,335,5,False,False,0,4668.276138580959,2646.449951171875,2099.6298828125,100.63999938964844,-16659.300537109375,8014.2999267578125,8540.700073242188,-3600.2999877929688,4076.6000366210938,-2533.3999633789062,0.0,0.2840752027534903,-2.296349114678874,-2.2892354085731657,bf81d8692db,games5425898691,19.0,2844.419921875,2088.929931640625,17.010000228881836,-11980.50048828125,-2191.3999938964844,2.199999988079071,-1.0000000149011612,-0.09999999776482582,-1370.7000732421875,128.0,84.0,,0.009632858982615488,-3.0164735408157535,7.909246551637746e-05,True,False,False,False,210.0,False,,76561198039309853,enpitsu,27.0,-2795.840087890625,1707.9100341796875,17.049999237060547,-13586.199951171875,-11580.999755859375,2.5999999046325684,1.7000000178813934,1.7000000178813934,723.8999938964844,255.0,255.0,,0.016782974302544044,-2.3840686780160723,-0.00016649567405994738,True,5.0,False,2,False,2,,Mars,76561198229272448,15.0,2274.300048828125,2478.239990234375,48.84000015258789,12176.600341796875,-8220.10009765625,3292.39990234375,290.6999969482422,427.7000045776367,1779.1999816894531,255.0,255.0,False,0.02242760789001935,-0.5204270431384344,0.0020178007615323915,True,6,4,0.0,False,False,,Canfected,76561198094452080,18.0,-2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.5999999865889549,0.19999999552965164,0.0,,,,0.016732033234186035,-0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,
4,467,10,False,False,0,2297.9003430356697,-3049.860107421875,4339.22998046875,264.2200012207031,4585.10009765625,21898.798828125,13038.1005859375,3323.599853515625,-3711.300048828125,-3343.5000610351562,0.0,-0.12414122498472165,1.9860490959532946,-1.1157616106859976,bf81d8692db,games5425898691,19.0,-3070.840087890625,4222.509765625,141.22999572753906,4608.0999755859375,16474.3994140625,1613.3999633789062,4215.0,-3077.9998779296875,1734.4999694824219,255.0,182.0,,-0.4334930791833637,1.2900171923045047,-0.06848264073664008,True,4,False,6,255.0,False,,76561198039309853,enpitsu,27.0,-3005.719970703125,2024.8299560546875,17.030000686645508,15180.10009765625,16638.199462890625,5.199999809265137,0.09999999776482582,0.5000000074505806,0.0,255.0,0.0,False,0.016763179110172406,0.8311975394864837,-5.003997602459909e-05,True,136.0,False,2,False,2,,Mars,76561198229272448,15.0,488.2200012207031,4904.52978515625,16.989999771118164,-14810.400390625,9493.699951171875,9.700000286102295,-1.4000000059604645,2.0999999344348907,2721.099853515625,255.0,255.0,True,0.009665049957330713,2.7194172378964034,2.0024589416217836e-05,True,8,8,31.0,False,False,,Canfected,76561198094452080,18.0,-2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.5999999865889549,0.19999999552965164,0.0,,,,0.016732033234186035,-0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,
5,542,13,False,False,1,8863.951104514419,-53.310001373291016,-3672.969970703125,507.6300048828125,-9614.600219726562,22713.89892578125,5071.700134277344,1954.2999267578125,372.5,5660.4998779296875,1.0,-0.4142366420258143,2.7707110031325324,-2.4694910018466394,76561198229272448,Mars,15.0,-36.439998626708984,-3798.239990234375,357.6700134277344,-3663.3999633789062,13190.10009765625,4206.199951171875,-2000.5000305175781,-2660.4998779296875,-830.8999633789062,255.0,255.0,False,1.293161794383345,1.580868883058892,-0.13740924611896452,True,9,False,10,0.0,True,,76561198094452080,Canfected,18.0,2048.0,-2560.0,17.049999237060547,-0.0,-0.0,2.7000001072883606,-0.5999999865889549,-0.19999999552965164,0.0,,,,-0.016732033234186035,0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,,enpitsu,76561198039309853,27.0,543.0999755859375,-2953.909912109375,17.040000915527344,-6066.500244140625,12559.7998046875,0.0,0.19999999552965164,-0.9000000357627869,-10.099999904632568,255.0,255.0,False,-0.016745828005785456,1.1221221640411507,7.257615502553709e-05,True,2,2,49.972344213916415,True,False,,games5425898691,bf81d8692db,19.0,3334.679931640625,-3384.60009765625,17.010000228881836,-2763.9999389648438,18185.0,-0.29999999329447746,-0.3999999910593033,4.1999998688697815,941.3999938964844,255.0,238.0,,-0.009600316757247108,1.408545630294268,7.631992795210377e-05,True,192.4113549468338,True,6,False,4,
6,655,17,False,False,0,10211.146889517051,3395.580078125,-4125.52001953125,165.27000427246094,24004.49951171875,-6731.500244140625,4899.599914550781,5869.000244140625,487.59998321533203,-1147.2000122070312,0.0,-0.12957603826475245,-2.8136720024199753,-1.833327398345708,76561198039309853,enpitsu,27.0,3219.27001953125,-4163.10986328125,105.44000244140625,16190.6005859375,-6924.5001220703125,2504.9000549316406,799.5999908447266,-1319.7000122070312,497.40001678466797,128.0,255.0,,-0.0014512226771765736,-0.21498077096324247,0.01727619750100582,True,4,False,6,255.0,False,,bf81d8692db,games5425898691,19.0,-522.3400268554688,-4771.25,17.010000228881836,8092.7001953125,-4939.700012207031,2.3999999463558197,0.19999999552965164,0.0,2167.2999572753906,128.0,252.0,,0.009623576901760215,-0.5023330163796976,-2.422191615794522e-05,True,141.0,False,8,False,6,,Mars,76561198229272448,16.0,3830.860107421875,-428.7099914550781,17.610000610351562,4382.5,-13827.19970703125,253.09999465942383,202.5,-935.1999664306641,-3338.5000610351562,255.0,0.0,False,0.0070908260578288,-1.5423435787819915,0.02131327808024509,True,12,12,255.0,False,False,,Canfected,76561198094452080,18.0,-2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.5999999865889549,0.19999999552965164,0.0,,,,0.016732033234186035,-0.7854286278760323,-2.2934847465789924e-05,,85.0,False,False,False,False,
7,738,20,False,False,0,7150.255352508535,3473.169921875,-520.0800170898438,379.010009765625,273.29999923706055,31262.900390625,-4110.199890136719,-1605.5000305175781,728.4999847412109,131.70000076293945,0.0,-0.1412430991614779,-1.8306963096184041,-1.7831540554718832,76561198039309853,enpitsu,27.0,3476.5400390625,-841.27001953125,340.7900085449219,1532.7999877929688,22875.50048828125,1832.4000549316406,-4056.400146484375,3063.599853515625,2099.7999572753906,255.0,0.0,,-0.19882056382593982,1.749098343829219,0.4408269548458004,True,5,False,8,189.0,False,,bf81d8692db,games5425898691,19.0,1598.3399658203125,-2409.860107421875,17.010000228881836,8912.7001953125,10925.999755859375,2.0999999344348907,0.29999999329447746,0.5000000074505806,0.0,255.0,128.0,,0.009581192849045744,0.8865631617372156,-6.726208606744124e-05,True,202.0,False,8,False,6,,Mars,76561198229272448,16.0,1881.010009765625,1621.1700439453125,17.020000457763672,4306.300048828125,13686.500244140625,-1.4000000059604645,-1.2999999523162842,-3.700000047683716,-1695.2000427246094,255.0,0.0,False,0.009590996945152693,1.2210303162789868,4.0848742884589245e-05,True,12,12,248.87971624251335,True,False,,Canfected,76561198094452080,22.0,-51.86000061035156,2862.14990234375,17.049999237060547,12421.700439453125,5870.5999755859375,2.5999999046325684,0.5000000074505806,0.0,2.8999999165534973,255.0,128.0,,0.016758392134079786,0.4419037651659121,-4.541979603694282e-05,True,146.0,False,False,False,False,27.0
8,873,25,False,False,1,10256.22544883577,-545.780029296875,-5014.3798828125,589.0800170898438,13015.699462890625,7201.5997314453125,11089.3994140625,0.5999999865889549,-5438.900146484375,-2533.2000732421875,1.0,1.071090503270836,-1.73302355602999,0.10461252095620437,76561198229272448,Mars,15.0,-592.25,-5057.7998046875,400.4200134277344,20416.099853515625,-1375.0999450683594,5055.7000732421875,235.6999969482422,3764.2001342773438,-471.8000030517578,255.0,128.0,,1.1708958405543148,2.903884489270481,-0.3221718501436309,True,13,False,14,158.06705366924245,True,,76561198094452080,Canfected,19.0,-862.6400146484375,-4770.83984375,112.87999725341797,1.0999999940395355,2409.199981689453,-3066.7001342773438,1654.4000244140625,-571.1000061035156,-730.6999969482422,150.0,128.0,True,0.7452659479234083,1.7600802071780677,3.0949375034201334,True,152.0,False,4,False,False,,enpitsu,76561198039309853,27.0,-103.93000030517578,-4606.97021484375,167.97999572753906,-1088.7999725341797,-9190.999755859375,2814.7000122070312,-1.8000000715255737,0.19999999552965164,4.600000083446503,255.0,128.0,False,-0.015156839061847359,-1.4560367446145073,4.639424090739811e-05,True,10,7,211.74140206203666,True,False,,games5425898691,bf81d8692db,19.0,-484.6700134277344,-4629.85986328125,505.8500061035156,5175.9002685546875,-22189.599609375,3134.89990234375,2960.0,915.5000305175781,-87.10000038146973,255.0,225.0,,0.5395525398706482,-1.178110350470151,0.266048240364328,True,123.82380196356004,True,10,False,7,
9,1013,30,False,False,1,7230.056744370145,2660.68994140625,-1871.3900146484375,111.30000305175781,-1551.4999389648438,31472.39990234375,6734.69970703125,-565.6000137329102,-5087.5,3130.0,1.0,0.43973873122205565,-2.439973411221088,-0.7472832100138428,76561198094452080,Canfected,18.0,2654.199951171875,-2051.510009765625,44.2599983215332,10368.00048828125,17083.900146484375,2475.399932861328,-1177.0999908447266,-3170.8999633789062,4213.299865722656,255.0,193.0,False,-0.008845120258300719,2.045649607148082,-0.0602365308835188,True,4,False,6,0.0,False,,76561198229272448,Mars,16.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27.0,3557.800048828125,-2715.2900390625,17.040000915527344,1826.199951171875,14365.999755859375,3.799999952316284,0.09999999776482582,0.7000000029802322,0.29999999329447746,255.0,255.0,False,-0.01678413985398449,1.6971938037151608,-6.069130973749284e-05,True,10,8,25.0,False,False,,games5425898691,bf81d8692db,19.0,609.27001953125,-1911.510009765625,84.37999725341797,2698.2998657226562,22784.09912109375,-81.99999809265137,-5450.30029296875,730.1000213623047,-100.69999694824219,255.0,142.0,,-1.4726701688698047,1.891332581683796,-0.19230102126989565,True,40.0,False,14,False,11,
