,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,164,0,False,False,0,5200.49352270473,-8.760000228881836,15.75,93.58999633789062,-17410.2001953125,23354.09912109375,2071.0000610351562,-3007.2000122070312,-1713.5000610351562,2487.899932861328,0.0,-0.014007765593713539,0.020911295976895075,-0.025208021529535583,3174726269217609860,Snipermaster47,7.0,75.7300033569336,-93.55000305175781,72.3499984741211,-17262.5,14445.10009765625,2757.5,4657.9998779296875,289.89999771118164,2429.7000122070312,255.0,255.0,False,-0.1124118723432257,1.8993976926748102,0.0028453488084084293,True,0.0,False,6,5,False,,4930199885324953284,san45derr,96.0,-107.12000274658203,-2442.639892578125,17.010000228881836,-1132.699966430664,9140.599975585938,2.7000001072883606,0.0,0.9000000357627869,12.999999523162842,240.0,128.0,,0.009530132087367457,1.6962859571533817,-8.160574415392989e-05,True,False,False,False,80.0,False,,enpitsu,76561198039309853,26,-237.27999877929688,408.2200012207031,87.56999969482422,14569.89990234375,-17620.30029296875,2485.2000427246094,4214.2999267578125,3485.0,0.0,255.0,128.0,,0.24100940642360055,-0.8798392636235626,-1.6472880174344512e-06,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,-168.19000244140625,4334.18017578125,17.010000228881836,1295.2000427246094,-5264.7998046875,2.7000001072883606,0.9000000357627869,-2.800000011920929,-1651.1000061035156,255.0,70.0,0.009501853193924239,-1.2935510864877027,-0.0001918812344288123,True,False,4,116.0,False,4,,
1,167,0,False,False,1,5352.412585362243,161.60000610351562,-161.7899932861328,161.30999755859375,16295.2001953125,9101.199951171875,12674.49951171875,3457.6998901367188,2111.199951171875,-4425.5999755859375,1.0,0.42455575896984316,0.24379588043753192,-0.6161613048835696,76561198039309853,enpitsu,27.0,126.11000061035156,-281.2799987792969,101.66999816894531,-10442.60009765625,10035.399780273438,973.0000305175781,-3770.2999877929688,108.80000114440918,-4002.6998901367188,255.0,128.0,,-0.94723582226206,0.9338808763507152,0.3110276581878153,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,21.0,156.6300048828125,-4286.490234375,17.010000228881836,-1411.300048828125,6098.499755859375,2.5999999046325684,-0.19999999552965164,1.4000000059604645,-356.30001068115234,255.0,128.0,,-0.00949734924002534,1.363745838749025,0.00013531946518741575,True,False,4,4,116.0,False,,Snipermaster47,3174726269217609860,7,87.33999633789062,-28.329999923706055,96.30000305175781,13449.599609375,-5662.0001220703125,2443.5000610351562,-5327.0001220703125,1360.5999755859375,145.10000228881836,255.0,255.0,False,0.44045021133528284,-2.2059652853220912,-0.6802790768648428,True,0.0,False,6,False,5,,san45derr,4930199885324953284,96.0,115.87000274658203,2364.35009765625,17.010000228881836,764.8000335693359,-9588.099975585938,3.0000001192092896,-0.29999999329447746,3.700000047683716,-1087.0999908447266,240.0,10.0,-0.009534655979863341,-1.6692953114520226,-0.0001869707839813147,True,False,False,80.0,False,False,,
2,257,3,False,False,1,7418.781695117636,2295.6201171875,-2145.56005859375,337.9700012207031,19514.100341796875,20265.6005859375,-5935.8001708984375,-4521.9000244140625,1658.0000305175781,-3578.0999755859375,1.0,1.253061800971881,-0.4417088755192844,-1.5127131549207664,bf81d8692db,games5425898691,21.0,2128.550048828125,-2330.43994140625,323.9100036621094,7541.6998291015625,17964.3994140625,3349.8001098632812,-5116.499938964844,1801.1000061035156,909.1999816894531,255.0,128.0,,-0.06778200841413382,1.8979184614081743,0.17677654541415577,True,86.4753203033119,True,6,5,False,,76561198039309853,enpitsu,27.0,-3829.3701171875,-313.1600036621094,17.739999771118164,-7068.4002685546875,-13500.10009765625,194.69999313354492,-280.49999237060547,631.1000061035156,2131.1000061035156,255.0,255.0,,0.004269313496213895,-1.1504970749625842,-0.02345271813687299,True,False,4,4,255.0,False,,Snipermaster47,3174726269217609860,7,3311.6298828125,735.8499755859375,17.020000457763672,-10390.899658203125,4690.899963378906,1.8000000715255737,-0.19999999552965164,-0.09999999776482582,2385.800018310547,137.0,255.0,False,-0.00956911168511791,0.354347050449091,-3.081134864536197e-05,True,255.0,False,6,False,6,,san45derr,4930199885324953284,15.0,2870.659912109375,3625.10009765625,17.010000228881836,8120.0,16805.0,2.7000001072883606,1.2999999523162842,2.8999999165534973,911.8000030517578,245.0,236.0,-0.00958786513402263,2.0193458053563975,0.00014486257819803152,True,False,False,0.0,False,False,,False
3,312,5,False,False,1,4851.710809371622,3197.199951171875,868.75,274.6600036621094,12176.99951171875,11788.699951171875,8593.300170898438,-1687.8999328613281,-2808.2000732421875,-5026.300048828125,1.0,0.7231140132049325,-0.9620444124552235,-2.568734873728329,bf81d8692db,games5425898691,21.0,3053.239990234375,782.239990234375,132.24000549316406,10090.700073242188,13791.099853515625,3073.5000610351562,-242.39999771118164,5427.1002197265625,858.3999633789062,255.0,128.0,,-0.41619283085458647,2.201593817328824,0.681792981857227,True,70.0,False,8,7,False,,76561198039309853,enpitsu,27.0,-1901.989990234375,-1120.010009765625,17.059999465942383,12918.599853515625,-5358.599853515625,1.8000000715255737,-1.0000000149011612,0.3999999910593033,-70.70000171661377,255.0,128.0,,-0.01675538419371516,-2.739789804679813,0.00011687608598695423,True,False,4,4,255.0,False,,Snipermaster47,3174726269217609860,7,2814.10009765625,1048.81005859375,17.020000457763672,-2402.7000427246094,7814.2999267578125,1.8000000715255737,-0.0,0.29999999329447746,-2479.2999267578125,255.0,0.0,,-0.00953046083205205,1.2974471949289228,-2.9272807122184575e-05,True,255.0,False,6,False,6,,san45derr,4930199885324953284,7.0,2421.7099609375,3559.330078125,17.010000228881836,3338.800048828125,-15680.30029296875,1.5000000596046448,-0.0,-0.7000000029802322,60.39999961853027,185.0,128.0,-0.009595402005336593,-1.788094222438389,-8.920123787493096e-05,True,False,False,160.0,False,False,,
4,373,7,False,False,1,2865.1264342884083,2920.7099609375,3112.81005859375,271.7799987792969,-8624.000244140625,18001.600341796875,-85.69999694824219,905.4000091552734,2226.699981689453,-5497.39990234375,1.0,0.10455634769957153,-0.12970650159668123,2.6913923673400633,bf81d8692db,games5425898691,21.0,2969.27001953125,3010.5,149.4499969482422,-10351.199951171875,9247.2998046875,-610.9000015258789,-5163.4002685546875,1618.2000732421875,984.8999786376953,255.0,0.0,,0.14962961356086013,0.5223971340986522,2.4552593772431974,True,35.542589464495265,True,10,9,False,,76561198039309853,enpitsu,27.0,-169.38999938964844,424.32000732421875,17.059999465942383,1581.6000366210938,14003.499755859375,1.899999976158142,-0.0,0.9000000357627869,95.10000228881836,255.0,128.0,,-0.01676320813974686,1.6722078930776318,-0.0001020715261184367,True,False,4,4,255.0,False,,Snipermaster47,3174726269217609860,6,598.6199951171875,2466.159912109375,17.0,-18118.399658203125,7286.7999267578125,1.7000000178813934,3.1999999284744263,-1.0999999940395355,-1407.8999328613281,255.0,0.0,,-0.009598350284521643,0.408612623127777,-2.1895630898577202e-05,True,228.0,False,6,False,6,,san45derr,4930199885324953284,7.0,1593.969970703125,2708.4599609375,17.010000228881836,-8192.80029296875,14248.599853515625,0.19999999552965164,0.5000000074505806,-1.0000000149011612,-968.3999633789062,255.0,55.0,-0.009591152177703984,1.0581424061602593,-0.000152077510514414,True,False,False,133.0,False,False,,False
5,451,10,False,False,0,8948.186449202694,-1061.8199462890625,-3806.64990234375,314.3900146484375,-15543.199462890625,16257.2998046875,2990.0,2782.7999877929688,4854.5001220703125,-2165.399932861328,0.0,-0.34548903627333716,1.9653611838170821,-2.564834501954949,3174726269217609860,Snipermaster47,6.0,-964.75,-3890.39990234375,248.32000732421875,-15515.0,12432.80029296875,4.600000083446503,-2577.60009765625,-4821.9000244140625,-595.099983215332,255.0,255.0,,0.4078519899382923,1.3587896532704271,-1.0370305679440526,True,205.0,False,8,7,False,,4930199885324953284,san45derr,7.0,-1022.3300170898438,-5081.02001953125,66.13999938964844,5558.0999755859375,2503.5000610351562,-4226.199951171875,5414.6002197265625,925.2999877929688,-275.3000068664551,239.0,250.0,False,0.7016291430889467,0.7088174439715228,-0.5704640966907216,True,False,False,False,87.0,False,,enpitsu,76561198039309853,26,-976.469970703125,-3456.4599609375,178.77999877929688,-4870.10009765625,-17088.699951171875,2751.9000244140625,-604.3999862670898,67.60000228881836,509.50000762939453,255.0,128.0,False,-0.175657163268476,-1.5277264343473114,-0.014173435460257528,True,216.0,False,6,False,5,,games5425898691,bf81d8692db,21.0,-812.6699829101562,-3548.360107421875,125.01000213623047,-848.3000183105469,1237.9000091552734,613.3000183105469,4262.799987792969,3475.2999877929688,-10.299999713897705,255.0,198.0,-1.0968521410529581,-3.0275584733086354,-0.9224319865020312,True,False,11,59.0,False,12,,
6,623,16,False,False,0,3077.225154135674,-2567.840087890625,2556.5400390625,101.4000015258789,8255.10009765625,17863.299560546875,259.59999084472656,-2519.9000549316406,1181.2000274658203,5315.4998779296875,0.0,-0.4216250664584713,1.231448494860157,2.199031084614715,4930199885324953284,san45derr,7.0,-2681.3798828125,2359.489990234375,96.05999755859375,11470.999755859375,11399.49951171875,2149.199981689453,1458.9999389648438,5267.9998779296875,-606.8999862670898,236.0,43.0,,0.3379601576252049,0.7738790277408463,0.4904302041948297,True,,False,4,3,False,,3174726269217609860,Snipermaster47,6.0,3689.169921875,-941.8300170898438,17.010000228881836,2273.699951171875,21906.39892578125,2.7000001072883606,0.09999999776482582,1.1999999731779099,1402.8999328613281,255.0,255.0,,0.009596395477130513,1.492732605175469,0.0001673477666506311,True,False,False,False,0.0,False,,enpitsu,76561198039309853,27,-2774.64990234375,2703.489990234375,57.77000045776367,18816.400146484375,1083.6000061035156,2822.9998779296875,2211.1000061035156,3794.7000122070312,-2666.7999267578125,128.0,0.0,,0.08581389908378616,0.16591374770735637,0.03350085932293162,True,159.0,False,8,False,7,,games5425898691,bf81d8692db,21.0,-2163.159912109375,5085.509765625,98.22000122070312,15431.300048828125,-781.3999938964844,-1304.7999572753906,-1000.4000091552734,622.7000045776367,-459.00001525878906,255.0,91.0,0.12112009600693235,-0.06475666499587053,1.169694996910456,True,False,14,255.0,False,14,,
7,624,16,False,False,1,7894.13018513969,2523.7900390625,-2584.47998046875,108.08000183105469,-19815.699462890625,5076.199951171875,3893.9999389648438,5470.10009765625,2158.9999389648438,-1189.8999786376953,1.0,0.2896910012231108,-1.3174033526337896,2.1399100079598976,76561198039309853,enpitsu,27.0,2588.320068359375,-2718.239990234375,81.5199966430664,-17655.699462890625,-3179.7000122070312,1703.0999755859375,-3996.199951171875,-3751.400146484375,-454.1999816894531,128.0,0.0,,-0.5723933466882773,-0.23233187145813122,0.6329328117575361,True,159.0,False,8,7,False,,bf81d8692db,games5425898691,21.0,2060.780029296875,-5078.259765625,86.12000274658203,-15284.3994140625,1313.9999389648438,-2234.7999572753906,1907.5999450683594,-1035.0,-359.0999984741211,255.0,7.0,,-0.16408437084967986,0.10154931878685315,1.0610408840090615,True,False,14,14,255.0,False,,Snipermaster47,3174726269217609860,6,-3696.9599609375,722.8699951171875,17.010000228881836,697.0999908447266,-21811.298828125,2.800000011920929,-0.0,0.7999999821186066,1843.8999938964844,255.0,255.0,,-0.009602080101358521,-1.6622673783606616,0.00012632993427830528,True,0.0,False,False,False,False,,san45derr,4930199885324953284,7.0,2681.3798828125,-2359.489990234375,96.05999755859375,-11470.999755859375,-11399.49951171875,2149.199981689453,-1458.9999389648438,-5267.9998779296875,-606.8999862670898,236.0,43.0,-0.3379601576252049,-0.7738790277408463,0.4904302041948297,True,False,3,,False,4,,
8,625,16,False,False,0,2975.6518501095134,-2462.56005859375,2610.10009765625,115.1500015258789,25590.6005859375,12444.69970703125,3539.89990234375,-1936.7999267578125,-2900.7998657226562,-4882.0001220703125,0.0,-0.2624324430537033,1.2059164436138572,2.041290821552013,4930199885324953284,san45derr,7.0,-2581.219970703125,2453.669921875,111.33000183105469,10616.800537109375,9063.200073242188,392.00000762939453,2871.7001342773438,4469.700012207031,-1422.8999328613281,206.0,54.0,,0.4699003027839278,0.9548983006984029,1.2085701331269059,True,,False,4,3,False,,3174726269217609860,Snipermaster47,6.0,3696.1298828125,-704.719970703125,17.010000228881836,-996.2000274658203,21775.400390625,2.800000011920929,0.0,-0.9000000357627869,1859.4999694824219,255.0,255.0,,0.009597680861715464,1.6777687702656527,0.00011653629329500072,True,False,False,False,0.0,False,,enpitsu,76561198039309853,27,-2573.610107421875,2720.889892578125,82.88999938964844,17655.699462890625,3179.7000122070312,1648.8999938964844,3917.5,3831.199951171875,-473.4000015258789,128.0,0.0,,0.6030413486568291,0.26214894841028374,0.6961821172861034,True,159.0,False,8,False,7,,games5425898691,bf81d8692db,21.0,-2048.070068359375,5077.10986328125,84.1500015258789,15257.2998046875,-1383.9999389648438,-2363.699951171875,-1998.0000305175781,1136.3999938964844,-400.99998474121094,255.0,0.0,0.17176205690798022,-0.1078650069570524,1.0432386302019316,True,False,14,255.0,False,14,,
9,694,19,False,False,1,10742.249798516663,-3084.330078125,-4837.6201171875,378.760009765625,-16687.099609375,20191.400146484375,2082.2000122070312,5637.19970703125,-1188.6000061035156,-1676.0000610351562,1.0,-0.1969642696923102,-2.8593780922079675,-2.501527361842835,bf81d8692db,games5425898691,21.0,-2886.590087890625,-5050.18994140625,399.8299865722656,-21665.2001953125,7644.000244140625,418.80001068115234,-547.0999908447266,-1779.4999694824219,-2926.6000366210938,255.0,0.0,,-0.03217467537020139,0.3582992727524346,1.5712892451257792,True,97.32852480744808,True,14,14,False,,76561198039309853,enpitsu,27.0,-951.489990234375,-3406.72998046875,17.059999465942383,-3024.4000244140625,-13387.5,2.3999999463558197,0.09999999776482582,0.5000000074505806,2192.899932861328,255.0,0.0,True,-0.016740127850969285,-1.4065484268113697,6.898625015297796e-05,True,False,8,8,221.0,False,,Snipermaster47,3174726269217609860,7,-4080.760009765625,-3325.25,287.8800048828125,-284.6999931335449,1854.6000671386719,8965.900268554688,-386.19998931884766,823.3999633789062,-303.29999923706055,255.0,131.0,,1.3376316288871568,1.6011150118091961,1.5967595116960778,True,222.0,False,False,False,False,,san45derr,4930199885324953284,7.0,660.0599975585938,-2158.8701171875,78.61000061035156,7674.89990234375,18265.799560546875,2940.0,-3112.3001098632812,1299.2999267578125,121.00000381469727,160.0,155.0,-0.14129508122484047,2.094709338840001,-0.002360449516176679,False,False,5,0.0,False,6,,
