,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,170,0,False,False,0,5303.095512736274,6.650000095367432,-85.70999908447266,107.31999969482422,3759.5001220703125,8124.5001220703125,8220.10009765625,5490.7000732421875,822.3999786376953,-2274.7999572753906,0.0,0.0015339589998640618,0.039160941332343484,0.21710490296952267,bf81d8692db,games5425898691,18.0,-2.6600000858306885,-292.3999938964844,93.5199966430664,-4752.200012207031,22255.6005859375,2681.199951171875,-5427.2998046875,858.6000061035156,237.19999313354492,128.0,121.0,0.7059733051633305,1.66689017916789,0.21521932904955998,True,4,3,0.0,False,False,,76561198039309853,enpitsu,27.0,-2933.219970703125,-3879.449951171875,17.049999237060547,-5779.69970703125,-7458.900146484375,2.5,3.0000001192092896,-2.3999999463558197,0.0,255.0,128.0,,0.016505459996693183,0.9115640267837893,-1.954414919336839e-06,True,False,85.0,False,False,False,,XxRamboxX93,7535495033952380612,14.0,-53.47999954223633,99.41000366210938,122.48999786376953,-8646.099853515625,-18205.30029296875,2638.800048828125,4460.899963378906,2490.2999877929688,2036.6000366210938,255.0,226.0,,0.6813195885485817,-1.950458204321812,-0.5186259834496667,True,3,0.0,False,False,4,,flokizerrr,8555012962064523188,19.0,-810.0900268554688,1244.18994140625,17.010000228881836,8589.500122070312,-9382.39990234375,2.0999999344348907,0.0,0.19999999552965164,0.0,204.0,128.0,,0.009548037076489975,-0.8294907670329064,1.075882297205163e-05,True,False,False,False,116.0,False,,
1,171,0,False,False,1,5174.461459287522,-14.140000343322754,46.209999084472656,115.66999816894531,-10655.30029296875,-436.19998931884766,-2089.600067138672,-359.50000762939453,2029.4999694824219,5634.7998046875,1.0,-0.024310612884384186,-0.23399163231721998,0.35670027308190394,7535495033952380612,XxRamboxX93,14.0,53.47999954223633,-99.41000366210938,122.48999786376953,8646.099853515625,18205.30029296875,2638.800048828125,-4460.899963378906,-2490.2999877929688,2036.6000366210938,255.0,226.0,-0.6813195885485817,1.950458204321812,-0.5186259834496667,True,4,3,0.0,False,False,,8555012962064523188,flokizerrr,19.0,730.8300170898438,-1157.5999755859375,17.010000228881836,-8693.300170898438,9495.800170898438,2.0999999344348907,-0.0,-0.19999999552965164,0.0,202.0,128.0,,-0.009548037076489975,0.8294907670329064,1.075882297205163e-05,True,False,116.0,False,False,False,,enpitsu,76561198039309853,27.0,2933.219970703125,3879.449951171875,17.049999237060547,5779.69970703125,7458.900146484375,2.5,-3.0000001192092896,2.3999999463558197,0.0,255.0,128.0,,-0.016505459996693183,-0.9115640267837893,-1.954414919336839e-06,True,False,85.0,False,False,False,,games5425898691,bf81d8692db,18.0,2.6600000858306885,292.3999938964844,93.5199966430664,4752.200012207031,-22255.6005859375,2681.199951171875,5427.2998046875,-858.6000061035156,237.19999313354492,128.0,121.0,,-0.7059733051633305,-1.66689017916789,0.21521932904955998,True,4,False,3,0.0,False,,
2,290,4,False,False,1,8998.99016998406,-3989.919921875,-2417.090087890625,222.74000549316406,9175.599975585938,20788.20068359375,9684.299926757812,4350.0,-841.9999694824219,-4045.7000732421875,1.0,-0.12748396344291285,-0.6359219420499908,-1.5037635283400272,8555012962064523188,flokizerrr,17.0,-4060.8798828125,-2560.840087890625,161.77000427246094,-3346.6000366210938,17886.700439453125,5780.9002685546875,-2990.10009765625,4413.999938964844,-1351.0000610351562,255.0,0.0,0.3079883401319904,1.4474373493232342,1.184785334062103,True,False,False,204.82769893061726,True,False,,7535495033952380612,XxRamboxX93,22.0,3805.969970703125,-1088.81005859375,15.279999732971191,-10092.39990234375,-9140.499877929688,-62.60000228881836,392.40001678466797,1040.4000091552734,-2131.699981689453,255.0,0.0,,-0.004588247468033318,-0.6583855342359219,-0.003534881866737666,True,6,255.0,False,6,False,,enpitsu,76561198039309853,27.0,-1191.949951171875,3596.969970703125,17.049999237060547,-4423.999938964844,-13389.49951171875,2.5999999046325684,-0.0,-0.7000000029802322,0.0,255.0,128.0,,-0.016759035509101926,-1.251701465265706,-6.166298643960764e-05,True,False,208.0,False,False,False,,games5425898691,bf81d8692db,18.0,-3442.969970703125,-51.310001373291016,17.010000228881836,-14763.299560546875,3034.89990234375,2.3000000417232513,-0.9000000357627869,0.19999999552965164,-1781.300048828125,255.0,0.0,,-0.009588147697176023,0.2366814471649589,-0.00018925386223749035,True,6,False,6,255.0,False,,
3,355,6,False,False,0,7959.007681477668,1923.510009765625,-2302.860107421875,686.8300170898438,8924.89990234375,-13872.39990234375,13487.099609375,3897.5,-3792.60009765625,-2534.7000122070312,0.0,0.2939646807166955,-0.7429539811828476,-2.404988880178744,76561198039309853,enpitsu,27.0,1842.8699951171875,-2284.81005859375,496.9200134277344,7349.4000244140625,1401.9000244140625,4890.0,1690.0,1724.7000122070312,4941.499938964844,128.0,0.0,-1.3289060050137267,0.622766249087363,0.5621142695518938,True,2,1,113.0,False,False,,bf81d8692db,games5425898691,18.0,2528.06005859375,-3872.909912109375,17.0,-16045.2001953125,-15551.600341796875,3.3000001311302185,0.19999999552965164,0.09999999776482582,-9.800000190734863,255.0,128.0,,0.009590065407681939,-2.373099969492438,4.2879659964732326e-05,True,6,204.0,False,6,False,,XxRamboxX93,7535495033952380612,22.0,-629.47998046875,1252.02001953125,17.030000686645508,13015.6005859375,-1977.5999450683594,0.09999999776482582,0.7000000029802322,-0.29999999329447746,-2747.6998901367188,230.0,0.0,False,0.009590228114659427,-0.28796367284275964,1.052431627451405e-05,True,6,222.0,False,False,6,,flokizerrr,8555012962064523188,17.0,2288.3701171875,-2084.0400390625,395.9800109863281,-14509.3994140625,-17836.400146484375,579.1999816894531,117.60000228881836,-248.89999389648438,296.9000053405762,231.0,128.0,,-0.015442295786079233,-2.7147767385387542,0.020540011480360443,True,4,4,False,20.800464542963205,True,,
4,441,9,False,False,0,10506.125403833325,3328.75,-4479.259765625,111.26000213623047,23635.50048828125,-3245.2999877929688,7884.4000244140625,275.9000015258789,5783.699951171875,1572.2000122070312,0.0,-0.23257117614399903,2.6288804734454394,-2.948066152099503,bf81d8692db,games5425898691,18.0,3092.2099609375,-4450.02978515625,94.31999969482422,15148.199462890625,-8935.399780273438,2273.8999938964844,-726.5000152587891,-1567.5,4924.2999267578125,255.0,128.0,-0.17821671607311057,-0.3380206909775992,0.0017381186922263915,True,8,6,123.64633987283193,True,False,,76561198039309853,enpitsu,27.0,3379.780029296875,-3052.889892578125,17.049999237060547,-5872.0001220703125,-10392.099609375,2.5999999046325684,0.3999999910593033,0.7999999821186066,-19.800000190734863,255.0,128.0,,0.016721305278154,-2.087757357834316,8.516268238858841e-05,True,2,113.0,False,2,False,,XxRamboxX93,7535495033952380612,14.0,3064.550048828125,-1854.510009765625,17.030000686645508,16662.39990234375,8468.699951171875,-0.29999999329447746,-3.1999999284744263,-1.7000000178813934,-750.1999664306641,248.0,1.0,False,0.009591439350548212,0.4808624922206091,-0.0001757714860572997,True,6,133.0,False,False,6,,flokizerrr,8555012962064523188,17.0,-2369.43994140625,-2698.159912109375,94.37999725341797,-7949.2999267578125,21514.599609375,-158.99999618530273,-5052.099914550781,-2126.699981689453,450.60001373291016,220.0,128.0,,0.22773449809870652,-0.9186102356317712,3.1171819132738725,False,6,4,3,0.0,False,,
5,490,11,False,False,1,5240.34530458976,-3984.080078125,3230.5400390625,1481.31005859375,10436.199951171875,12239.200439453125,1242.3999786376953,-4929.2999267578125,544.5999908447266,-3377.0001220703125,1.0,-0.789798803095929,2.0638903681477445,-1.7626394982007416,7535495033952380612,XxRamboxX93,12.0,-4079.010009765625,3038.5,1436.3900146484375,5.0,10119.69970703125,12433.00048828125,-686.2000274658203,-2.5,-4.099999964237213,255.0,0.0,0.935933926903102,1.5545881956117642,1.5574470955853572,True,6,6,70.0,False,False,,8555012962064523188,flokizerrr,17.0,3327.659912109375,-1193.800048828125,110.12000274658203,3244.4000244140625,-20959.29931640625,-148.100004196167,4187.699890136719,2963.3999633789062,1982.5,223.0,128.0,,0.5759941722105106,-0.22422101322173935,2.002917933645502,False,5,0.0,False,8,4,,enpitsu,76561198039309853,27.0,-2887.43994140625,4232.60009765625,17.049999237060547,3169.4000244140625,-1736.0000610351562,2.5999999046325684,1.7000000178813934,1.2999999523162842,1641.1000061035156,255.0,255.0,False,-0.016824180155686593,0.09221692297893887,2.8402801875954438e-05,True,2,101.0,False,False,2,,games5425898691,bf81d8692db,18.0,-4031.429931640625,3515.679931640625,1350.219970703125,2507.7000427246094,-11311.400146484375,6581.300048828125,983.0000305175781,-705.8999633789062,-421.30001068115234,255.0,153.0,,0.4333862891283172,-1.489031179477409,-1.5044694713869964,True,10,False,6,41.0,False,,False
6,493,11,False,False,0,9732.723108287915,3851.360107421875,-3356.3798828125,1499.1300048828125,-23846.298828125,-776.2999725341797,7229.6002197265625,3547.5,-2009.2999267578125,4401.9000244140625,0.0,1.2326292667482155,-3.090683342411906,-2.734215740881427,bf81d8692db,games5425898691,18.0,4007.06005859375,-3336.06005859375,1421.6099853515625,-2003.3999633789062,14906.8994140625,5354.000244140625,4434.5001220703125,2803.900146484375,-1649.9000549316406,255.0,128.0,-0.31374116050384115,0.8853722720739075,-1.2487713314018525,True,10,7,41.0,False,False,,76561198039309853,enpitsu,27.0,2871.4599609375,-4209.89013671875,17.049999237060547,1234.800033569336,1009.4000244140625,-0.5999999865889549,-1.7000000178813934,1.7000000178813934,800.5999755859375,255.0,255.0,True,0.016477199408419234,0.12187869776868179,3.7880013431309155e-05,True,2,101.0,False,2,False,,XxRamboxX93,7535495033952380612,12.0,4078.18994140625,-3122.60009765625,1542.9000244140625,-562.9000091552734,-9199.400024414062,10816.8994140625,1305.2999877929688,-1304.6000671386719,-467.00000762939453,255.0,0.0,False,-0.8727825910121452,-1.6289163962018307,1.626699937608722,True,6,70.0,False,False,6,,flokizerrr,8555012962064523188,17.0,-3354.56005859375,1368.530029296875,108.25,-3214.8001098632812,20974.19921875,-405.8000183105469,-3577.0999145507812,-2530.7000732421875,1878.0999755859375,223.0,128.0,,-0.6391773325291207,0.7544951561480091,1.4238427944474512,False,8,4,6,0.0,False,,
7,683,18,False,False,1,2168.247109994842,2474.070068359375,3653.06005859375,1467.2099609375,-14455.799560546875,15573.399658203125,-3978.2998657226562,-4450.4998779296875,-1182.0999908447266,3846.400146484375,1.0,-0.19617032116714056,-1.9916856943396333,-1.1315672683900686,8555012962064523188,flokizerrr,16.0,2573.389892578125,3474.56005859375,1426.81005859375,-742.3999786376953,17017.5,4312.799987792969,-1051.1000061035156,679.8999786376953,5355.5999755859375,233.0,112.0,0.45403034777030615,2.185886126662715,-1.8475560228763168,True,10,6,42.49479583258271,True,6,,7535495033952380612,XxRamboxX93,16.0,-1278.97998046875,1588.8399658203125,17.010000228881836,5566.9000244140625,13603.900146484375,2.0999999344348907,-0.0,0.09999999776482582,0.0,255.0,128.0,False,-0.009592568248901735,1.9592299592562126,-1.2899294612848618e-05,True,8,255.0,False,8,False,,enpitsu,76561198039309853,27.0,2666.199951171875,3812.030029296875,17.059999465942383,-4335.4998779296875,486.3999938964844,1.2999999523162842,0.3999999910593033,-0.0,-215.9000015258789,255.0,128.0,False,-0.01661886359549148,0.12113111032466434,0.00016507522925552967,True,4,255.0,False,False,4,,games5425898691,bf81d8692db,18.0,-3399.530029296875,2910.199951171875,17.010000228881836,7226.300048828125,17001.700439453125,2.0999999344348907,-0.9000000357627869,-2.3000000417232513,-628.8999938964844,255.0,48.0,,-0.009603966193245727,1.9971063470297055,8.357602380557257e-05,True,12,False,10,72.0,False,,True
8,731,20,True,True,1,989.4907382680111,426.20001220703125,4269.14990234375,122.12999725341797,1847.8999328613281,25424.09912109375,-6151.400146484375,-3276.7999267578125,570.0,4993.699951171875,1.0,-0.2625705544314081,-2.241738307814062,-1.550007278598446,7535495033952380612,XxRamboxX93,13.0,364.7799987792969,4080.830078125,107.72000122070312,15918.499755859375,12396.300048828125,3058.2998657226562,-377.79998779296875,571.8999862670898,549.5000076293945,255.0,233.0,-0.038942966219956,2.5218291603255376,0.0020291519568093434,True,10,8,205.0,False,False,,8555012962064523188,flokizerrr,16.0,2087.909912109375,5102.97998046875,1342.510009765625,-4809.89990234375,-4.4999998807907104,-9086.799926757812,9.100000262260437,-2345.5999755859375,10.499999523162842,233.0,243.0,False,-1.1096810440744094,0.021171462535485255,-1.5890533868248042,True,6,17.0,False,10,6,,enpitsu,76561198039309853,27.0,1309.530029296875,4798.14013671875,17.059999465942383,-12557.5,2601.400146484375,1.1999999731779099,-1.0000000149011612,-0.7999999821186066,28.399999141693115,128.0,128.0,False,-0.0167424867540584,0.2006047405693459,-6.375565885623434e-05,True,4,255.0,False,False,4,,games5425898691,bf81d8692db,18.0,-55.68000030517578,4277.240234375,59.79999923706055,22817.5,1006.2999725341797,2702.7999877929688,-110.69999694824219,2674.89990234375,-15.700000524520874,255.0,128.0,,-0.06303982805811098,3.1004541615882673,3.941591608548844e-05,True,14,False,11,31.0,False,,False
9,996,20,False,False,0,5200.704843719883,-36.439998626708984,10.819999694824219,100.47000122070312,-17492.900390625,6144.89990234375,6438.2000732421875,4928.0999755859375,-848.3999633789062,-3315.5999755859375,0.0,0.08595918738986304,-0.33338070932144953,0.23533194071175687,76561198039309853,enpitsu,27.0,72.63999938964844,-106.38999938964844,120.05000305175781,-9736.199951171875,18314.599609375,275.10000228881836,-5208.3001708984375,-434.3000030517578,1712.8999328613281,255.0,0.0,1.1239115806122355,2.856839148584114,1.2848033463576423,True,2,1,0.0,False,False,,bf81d8692db,games5425898691,18.0,-2834.22998046875,-4134.5498046875,17.010000228881836,-17129.200439453125,1347.7000427246094,2.3000000417232513,-0.3999999910593033,-0.5000000074505806,-1936.3999938964844,128.0,0.0,,0.009599450253346875,2.9935892405220605,-3.5472722689573104e-05,True,False,0.0,False,False,False,,XxRamboxX93,7535495033952380612,15.0,2.630000114440918,175.9600067138672,77.19999694824219,10759.49951171875,-9947.7001953125,2872.2000122070312,-1994.4000244140625,-431.6999816894531,-3654.1000366210938,255.0,21.0,,-0.004405332164311278,-1.0100207294113144,-0.09230253833674426,True,False,0.0,False,False,4,,flokizerrr,8555012962064523188,18.0,-841.1099853515625,1344.27001953125,17.010000228881836,-11056.700439453125,-14829.000244140625,2.0000000298023224,0.19999999552965164,0.09999999776482582,-47.199997901916504,232.0,123.0,,0.009585401555159002,-2.21431487872317,2.1630339262994523e-05,True,False,False,False,19.0,False,,
