,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
32,2921,81.0,False,False,1,5863.000643327075,-231.52999877929688,-613.5599975585938,908.3300170898438,-13527.39990234375,16495.50048828125,3163.2000732421875,5071.7999267578125,1930.5000305175781,2444.7999572753906,1.0,-0.8343371976833299,-1.2551305888134303,-3.0173826996624733,2298688272173828900,VTS_Sem070,6.0,-123.7699966430664,-748.719970703125,738.3200073242188,-13758.800048828125,12986.300048828125,3109.5999145507812,-2886.099853515625,2509.4000244140625,3952.5,,25.0,,1.0021787059747913,0.15743135428971775,0.29296175591775786,False,4,4,6,88.02000870243195,True,,7864449511119550642,LagacyyPP,5.0,-1692.0999755859375,-350.2200012207031,17.010000228881836,-11058.1005859375,11877.2998046875,1.899999976158142,-0.09999999776482582,0.3999999910593033,0.0,203.0,,,-0.00961541415971509,0.8210932041885298,-3.73731022040894e-05,True,4,125.0,False,4,False,,enpitsu,76561198039309853,28.0,3538.0,299.2699890136719,66.22000122070312,-10532.39990234375,14840.6005859375,3235.2999877929688,-834.8999786376953,-813.3000183105469,2810.7000732421875,255.0,128.0,,-0.07590315037224152,0.6430108993065548,0.005406639415397954,True,4,3,255.0,False,False,,games5425898691,bf81d8692db,18.0,-3276.239990234375,1318.6300048828125,17.010000228881836,6887.19970703125,15480.30029296875,1.899999976158142,0.09999999776482582,0.3999999910593033,9.700000286102295,255.0,128.0,,-0.009595421649971061,1.9880196591310428,-5.82482875635679e-05,True,245.0,False,6,6,False,
33,2952,83.0,False,False,1,4716.239496664886,-1725.010009765625,1219.1300048828125,852.3800048828125,-12306.600341796875,19005.400390625,-2840.5999755859375,3775.5999755859375,2807.6998901367188,1415.3999328613281,1.0,-1.0507248431621956,-0.9957898618110529,2.7873947786250657,2298688272173828900,VTS_Sem070,6.0,-1721.530029296875,962.1400146484375,854.760009765625,-13542.5,18378.599853515625,-2797.0999145507812,-1099.7000122070312,1064.7000122070312,-1207.3999786376953,,128.0,,-0.5411329784985115,2.092107751409146,-0.1308007346028413,False,4,4,6,23.834959201915293,True,,7864449511119550642,LagacyyPP,6.0,-2580.85009765625,1149.81005859375,137.82000732421875,-2791.7001342773438,15411.400146484375,3535.2999877929688,1545.8999633789062,-863.8999938964844,-3191.099853515625,247.0,130.0,True,0.12604113135476333,2.3097171665915357,0.018506977282904798,True,6,125.0,False,4,False,,enpitsu,76561198039309853,28.0,1700.2900390625,1643.6500244140625,37.93000030517578,-16970.10009765625,12133.00048828125,-2703.699951171875,-95.20000457763672,-1704.1000366210938,-846.5000152587891,255.0,128.0,,-0.013923115025767978,0.5159601289175849,0.47655905521751724,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,18.0,-2626.02001953125,2436.14990234375,17.010000228881836,3164.2999267578125,9188.699951171875,2.3999999463558197,0.19999999552965164,0.9000000357627869,1836.9999694824219,255.0,255.0,,-0.009533054021294472,1.9061450996315212,0.00022803249235092875,True,245.0,False,6,6,False,
34,2975,83.0,False,False,1,4305.079426202283,-2740.139892578125,2835.179931640625,388.2900085449219,-6078.0999755859375,26358.1005859375,-5536.400146484375,-2118.5000610351562,3174.2001342773438,4629.89990234375,1.0,0.4788326801374515,-1.315738384269065,-1.5735488806960023,7864449511119550642,LagacyyPP,6.0,-2802.669921875,2649.550048828125,344.989990234375,-5787.1002197265625,20121.199951171875,-453.8999938964844,-1500.5000305175781,-1960.0999450683594,-4914.89990234375,255.0,214.0,True,1.1536187522751393,2.1458377121990346,1.259530353145377,True,5,False,6,92.0,False,,2298688272173828900,VTS_Sem070,6.0,-2674.8798828125,2493.929931640625,232.16000366210938,-10455.0,17675.0,-10357.80029296875,4842.699890136719,-183.09999465942383,2009.9000549316406,211.0,205.0,,-0.4253152512417691,1.7997165393686585,0.1947438567526334,True,6,0.0,False,4,4,,enpitsu,76561198039309853,28.0,472.45001220703125,2818.110107421875,17.049999237060547,-13640.899658203125,15134.599609375,2.800000011920929,3.0000001192092896,-3.8999998569488525,-855.0,255.0,128.0,,-0.01674677938717207,0.8369348844845548,-0.00016785706494124126,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,18.0,-2477.1298828125,3427.489990234375,17.010000228881836,1884.7000122070312,14449.100341796875,1.899999976158142,-0.0,0.19999999552965164,0.0,255.0,128.0,,-0.009586245185921263,1.7005113782051011,-1.8619774217515404e-05,True,213.0,False,6,6,False,
35,3053,86.0,False,False,0,9948.836304701337,620.739990234375,-4692.5400390625,324.79998779296875,5064.800109863281,6341.099853515625,5185.2001953125,2595.7000732421875,-3663.5000610351562,3979.89990234375,0.0,1.0367669035107725,2.4294456053831968,0.9275779930633529,76561198039309853,enpitsu,28.0,538.469970703125,-4720.2001953125,189.1999969482422,4287.200012207031,3156.6000366210938,150.0,-3230.2999877929688,4451.300048828125,0.9000000357627869,255.0,128.0,False,1.3756415997462808,0.6286252558058815,0.0008574417822270429,True,5,False,6,224.0,False,,bf81d8692db,games5425898691,18.0,489.8599853515625,-5119.64990234375,210.80999755859375,-13395.10009765625,-569.3999862670898,-6403.2000732421875,196.49999618530273,-900.5999755859375,162.19999313354492,255.0,128.0,,0.5621397531071433,-2.9577537024968095,1.5669809644782282,True,6,193.0,False,6,False,,VTS_Sem070,2298688272173828900,6.0,2796.0,-2768.6298828125,17.020000457763672,-11740.400390625,14183.199462890625,-1.5000000596046448,-0.19999999552965164,0.0,1970.3999328613281,255.0,251.0,False,0.00957296899615438,2.3319237079773454,5.485924294068773e-07,True,6,4,175.03520848674157,True,4,,LagacyyPP,7864449511119550642,6.0,3473.760009765625,-4566.16015625,587.75,6193.900146484375,6194.6002197265625,-6663.3001708984375,-1223.7999725341797,1225.6999969482422,-0.9000000357627869,255.0,245.0,False,0.6253541722350007,0.7736372265032673,-1.5773994108403355,True,92.0,False,6,6,False,
36,3104,88.0,False,False,0,9006.547604191366,1546.6800537109375,-3528.97998046875,148.52999877929688,13063.299560546875,22973.20068359375,738.7999725341797,1310.0999450683594,-1422.4000549316406,1347.5,0.0,0.6266562000218802,2.61142534985179,2.3530403567174947,76561198039309853,enpitsu,28.0,1434.199951171875,-3722.260009765625,110.05000305175781,11058.499755859375,17708.1005859375,2265.5999755859375,-4842.900085449219,2600.5999755859375,-179.69999313354492,255.0,128.0,False,0.8080890574524948,1.0436625578374208,-0.00917249750367676,True,7,False,8,138.0,False,,bf81d8692db,games5425898691,18.0,-941.0800170898438,-5089.33984375,141.94000244140625,-2393.2000732421875,223.50000381469727,219.20000076293945,-871.2000274658203,-1146.2999725341797,5248.3001708984375,255.0,0.0,,-0.8853315532693523,2.8010472674143894,1.8355665204920615,True,6,193.0,False,6,False,,VTS_Sem070,2298688272173828900,6.0,1580.3499755859375,-3309.0,17.020000457763672,10007.19970703125,-6586.500244140625,1.0999999940395355,0.0,0.09999999776482582,3254.5001220703125,255.0,248.0,False,0.00955486762510334,-0.1276807942997083,4.328912379397736e-05,True,6,4,188.0,False,4,,LagacyyPP,7864449511119550642,6.0,2252.530029296875,-3199.64990234375,17.010000228881836,-12199.7998046875,6889.6002197265625,2.3000000417232513,-1.0999999940395355,0.5000000074505806,-1975.0,231.0,13.0,False,0.009581067471500813,2.587506584319419,-0.0001724794330888026,True,92.0,False,6,6,False,
37,3112,88.0,False,False,1,3622.8441760739984,-1905.8399658203125,2843.330078125,171.4499969482422,1736.0000610351562,-15895.400390625,9515.599975585938,2734.1000366210938,-5336.199951171875,221.70000076293945,1.0,-0.6227306999095104,-2.7397905343051248,1.9632685215792631,7864449511119550642,LagacyyPP,6.0,-1955.0699462890625,2848.840087890625,15.970000267028809,3694.4000244140625,-13184.89990234375,-307.60000228881836,228.70000839233398,-799.1999816894531,-2023.3000183105469,229.0,10.0,False,-0.009415257800990872,-1.8504824577818528,0.02337671250173264,True,6,False,6,92.0,False,,2298688272173828900,VTS_Sem070,6.0,-1876.1500244140625,3357.590087890625,17.020000457763672,-5196.099853515625,-3910.4998779296875,1.8000000715255737,-0.0,0.29999999329447746,3137.39990234375,255.0,249.0,False,-0.00952301227062518,-1.0142986461283106,-2.2571971666691377e-05,True,6,188.0,False,4,4,,enpitsu,76561198039309853,28.0,-1793.530029296875,3160.510009765625,115.93000030517578,-10405.50048828125,-16201.99951171875,-154.7000026702881,4736.9000244140625,-2793.0999755859375,-97.79999732971191,255.0,128.0,False,0.16823589410451334,2.1066147011096104,-3.1234968908378486,True,8,7,138.0,False,False,,games5425898691,bf81d8692db,18.0,1013.1500244140625,5093.740234375,139.25,1801.6000366210938,363.69998931884766,21.19999885559082,-1521.300048828125,-70.70000171661377,-1337.8999328613281,255.0,171.0,,0.6874535692858116,3.119724944252562,1.9072041067275896,True,193.0,False,6,6,False,
38,3193,91.0,False,True,0,4203.4514898658545,1411.1600341796875,1626.31005859375,127.08000183105469,-9699.600219726562,25443.5009765625,-3375.1998901367188,-2539.2999267578125,5236.500244140625,-1459.7000122070312,0.0,0.734711023192964,1.445876017275977,0.3011316593937362,76561198039309853,enpitsu,28.0,1584.0799560546875,1389.6500244140625,88.6500015258789,-17012.19970703125,15378.299560546875,1757.4000549316406,-3524.7000122070312,-4221.000061035156,92.29999542236328,255.0,128.0,,0.3797390523290678,2.4521639710321534,0.0021192096204100375,True,9,False,10,79.0,False,,bf81d8692db,games5425898691,18.0,-3316.080078125,-3560.840087890625,17.010000228881836,-6710.9002685546875,20430.10009765625,-0.19999999552965164,0.09999999776482582,-0.7999999821186066,-5.600000023841858,255.0,128.0,,0.009595717901494157,1.8874211669362444,4.8541558261451445e-05,True,6,220.51019337869462,True,6,False,,VTS_Sem070,2298688272173828900,6.0,1210.530029296875,1563.949951171875,78.58000183105469,12461.8994140625,15740.799560546875,2936.6000366210938,-2033.3000183105469,5006.7999267578125,-1022.9000091552734,255.0,25.0,,0.1689404696393657,1.1354609669365439,0.07622660406727463,True,10,7,100.0,False,4,,LagacyyPP,7864449511119550642,6.0,971.4500122070312,2062.239990234375,96.81999969482422,-7164.000244140625,21133.00048828125,-132.70000457763672,-5293.0999755859375,-1490.7000732421875,102.60000228881836,255.0,,,-0.5420240948094547,-1.2850066878425328,3.119741750530068,True,123.0,False,10,9,False,
39,3194,91.0,False,False,1,7228.548570878784,-1395.510009765625,-1715.719970703125,119.12999725341797,-15415.10009765625,-31717.5,578.4000015258789,1744.4000244140625,1069.4000244140625,5640.30029296875,1.0,-0.8353333683017065,-1.5994963600604706,0.45195545536159343,2298688272173828900,VTS_Sem070,6.0,-1210.530029296875,-1563.949951171875,78.58000183105469,-12461.8994140625,-15740.799560546875,2936.6000366210938,2033.3000183105469,-5006.7999267578125,-1022.9000091552734,255.0,25.0,,-0.1689404696393657,-1.1354609669365439,0.07622660406727463,True,7,4,10,100.0,False,,7864449511119550642,LagacyyPP,6.0,-899.8900146484375,-2273.320068359375,95.38999938964844,7151.199951171875,-21092.60009765625,-140.600004196167,5293.0999755859375,1490.5999755859375,102.70000457763672,255.0,,,1.2650490787100765,1.2369528361770066,3.0793809889063115,True,10,123.0,False,9,False,,enpitsu,76561198039309853,28.0,-1415.7099609375,-1542.6700439453125,96.48999786376953,16673.00048828125,-15252.60009765625,3.0000001192092896,3965.4000854492188,3806.9000244140625,-179.89999771118164,255.0,128.0,,-1.1256028781635077,-2.4903582258936914,0.13965604610012083,True,10,9,79.0,False,False,,games5425898691,bf81d8692db,18.0,3316.080078125,3560.840087890625,17.010000228881836,6710.9002685546875,-20430.10009765625,-0.19999999552965164,-0.09999999776482582,0.7999999821186066,-5.600000023841858,255.0,128.0,,-0.009595717901494157,-1.8874211669362444,4.8541558261451445e-05,True,217.42283877506054,True,6,6,False,
40,3343,97.0,False,False,1,9344.276949062765,-1992.449951171875,-3746.639892578125,124.87999725341797,11496.500244140625,6367.0001220703125,860.4000091552734,-2722.9000854492188,4673.900146484375,374.0999984741211,1.0,-0.5641381082314096,1.2306227557491338,-2.704546246368718,2298688272173828900,VTS_Sem070,6.0,-2105.02001953125,-3781.919921875,9.4399995803833,5174.7998046875,2110.399932861328,637.0999908447266,-3.700000047683716,-306.8000030517578,621.1000061035156,255.0,159.0,,-0.06541322485798894,-2.8712915953874365,-0.12181015496238733,False,8,4,12,78.0,False,,7864449511119550642,LagacyyPP,6.0,-4035.590087890625,-2821.7099609375,1420.8199462890625,364.90001678466797,7471.9000244140625,-5709.5001220703125,1286.300048828125,-1618.3000183105469,-1621.1000061035156,213.0,249.0,True,0.6014472793155713,1.6027374893775843,-2.2718486754932554,True,12,58.0,False,12,False,,enpitsu,76561198039309853,28.0,2119.159912109375,-561.2100219726562,17.059999465942383,-11498.900146484375,-6332.60009765625,1.8000000715255737,4.600000083446503,1.7000000178813934,2028.0000305175781,255.0,128.0,False,-0.01667751472855884,-0.5801948666132969,-6.0393359407054034e-05,True,12,12,255.0,False,False,,games5425898691,bf81d8692db,18.0,-669.8900146484375,-617.719970703125,17.030000686645508,-15482.7001953125,-7549.4000244140625,-0.09999999776482582,-0.0,-0.0,1953.8999938964844,255.0,254.0,,-0.009574957987690176,-0.5228901678709124,9.80636840163412e-06,True,255.0,False,6,6,False,
41,3385,98.0,False,False,0,2691.3948720089074,-186.7100067138672,2543.75,115.47000122070312,-13402.39990234375,6332.5,4322.300109863281,3118.3999633789062,-250.49999237060547,-5119.800109863281,0.0,-0.16781938839589935,-0.5423422919255049,-0.514299439591791,bf81d8692db,games5425898691,18.0,-125.04000091552734,2414.830078125,17.030000686645508,-22772.39990234375,3222.9000854492188,-2.3000000417232513,-0.3999999910593033,0.0,41.19999885559082,255.0,128.0,,0.00959583184873287,3.006061156890839,-2.9434970047849596e-05,True,6,False,6,164.0,False,,76561198039309853,enpitsu,28.0,-1149.9599609375,1944.4300537109375,17.059999465942383,699.1000366210938,4987.60009765625,1.1999999731779099,0.5000000074505806,0.09999999776482582,2.0000000298023224,255.0,128.0,False,0.016900517306436744,1.431937936857999,-2.050395687992152e-05,True,12,255.0,False,12,False,,VTS_Sem070,2298688272173828900,6.0,385.6199951171875,3065.080078125,106.4000015258789,-22736.79931640625,1860.0999450683594,2928.599853515625,-3563.800048828125,-2093.6000061035156,-104.79999542236328,255.0,10.0,,-0.11489341423045228,-2.8887072624990093,0.05241768092409242,False,14,9,7.35695481300354,True,4,,LagacyyPP,7864449511119550642,6.0,3883.85009765625,1701.06005859375,25.43000030517578,-5564.6002197265625,-4726.099853515625,-2368.0999755859375,5064.4000244140625,-803.0999755859375,553.1999969482422,207.0,0.0,False,0.18323867575341313,2.4770037776320257,-0.0018313755767309697,True,58.0,False,12,12,False,
42,3422,100.0,False,False,0,2053.3189310812913,-1958.6099853515625,3383.02001953125,101.08999633789062,6073.699951171875,1754.4999694824219,2828.3999633789062,2584.7000122070312,-1852.7999877929688,-5087.799987792969,0.0,0.674427942440749,-2.1844968945443752,-0.2526005892759341,bf81d8692db,games5425898691,18.0,-2080.110107421875,3385.929931640625,17.0,2337.899932861328,9648.499755859375,3.4999999403953552,1.1999999731779099,2.0999999344348907,-1889.7000122070312,128.0,88.0,,0.009692673354629151,1.2754008715308605,3.11727361026418e-05,True,6,False,6,164.0,False,,76561198039309853,enpitsu,28.0,-1818.949951171875,2662.1298828125,17.059999465942383,-11401.600341796875,-5131.9000244140625,1.5999999642372131,6.499999761581421,3.1999999284744263,1764.1999816894531,255.0,0.0,True,0.016734187026204238,-2.6442150075313013,-7.528207593287884e-05,True,12,240.0,False,12,False,,VTS_Sem070,2298688272173828900,6.0,-2748.489990234375,3296.080078125,16.56999969482422,-21626.298828125,5297.8997802734375,79.6999979019165,81.30000114440918,8.500000238418579,-2025.5999755859375,255.0,0.0,False,0.011417390980703592,2.8356382235268494,0.004129496907341988,False,14,10,0.0,False,4,,LagacyyPP,7864449511119550642,5.0,3474.81005859375,2760.719970703125,16.989999771118164,-2974.2999267578125,16273.399658203125,2.3000000417232513,-0.09999999776482582,0.0,0.0,255.0,128.0,False,0.0095756680569355,1.7515641425585153,2.192460474957668e-06,True,12.212249366186,True,12,12,False,
43,3481,102.0,False,False,0,1517.2226892076324,-925.2899780273438,3623.06005859375,93.20999908447266,3512.2000122070312,498.8999938964844,132.39999771118164,-546.6999816894531,3848.9999389648438,-4565.10009765625,0.0,0.3970732214147698,-2.673905059973359,-1.3603438326547665,bf81d8692db,games5425898691,18.0,-860.02001953125,3488.60009765625,17.010000228881836,11181.400146484375,2054.7999572753906,2.3999999463558197,0.19999999552965164,0.0,2379.199981689453,255.0,255.0,,0.00954129146205674,0.2422662005358269,-2.8733919777763292e-05,True,6,False,6,164.0,False,,76561198039309853,enpitsu,28.0,-1400.25,2717.5,17.059999465942383,15664.000244140625,7357.60009765625,-3.400000035762787,-0.3999999910593033,-0.19999999552965164,2027.7999877929688,255.0,255.0,,0.016783804096238662,0.5062450616510756,2.284976880728787e-05,True,12,164.8246967151601,True,12,False,,VTS_Sem070,2298688272173828900,6.0,-1333.02001953125,4691.68017578125,17.020000457763672,11794.200439453125,-10370.899658203125,0.3999999910593033,3.100000023841858,-2.800000011920929,-353.10001373291016,255.0,128.0,,0.009602035457932314,-0.7577614631802887,9.67552677485217e-05,True,14,10,,False,4,,LagacyyPP,7864449511119550642,5.0,769.9000244140625,4521.259765625,16.989999771118164,-15699.000244140625,-8277.80029296875,2.8999999165534973,1.2999999523162842,0.7000000029802322,-942.3999786376953,255.0,0.0,,0.009586362970587528,-2.6302892800403592,-0.00038837483445077766,True,234.77486462234168,True,12,12,False,
44,3483,102.0,False,False,0,1513.6116355946722,-901.9099731445312,3626.39990234375,93.1500015258789,3506.4999389648438,497.59998321533203,-25.399999618530273,-545.8000183105469,3844.7000122070312,-4565.10009765625,0.0,0.14259039076669025,-2.991919002756975,-1.404920033815633,bf81d8692db,games5425898691,18.0,-823.0499877929688,3497.300048828125,17.010000228881836,11023.800048828125,2940.7000732421875,2.3999999463558197,0.09999999776482582,0.0,2378.800048828125,255.0,255.0,,0.009551058559592757,0.32156418332198294,-1.9533096397811538e-05,True,6,False,6,164.0,False,,76561198039309853,enpitsu,28.0,-1348.7099609375,2744.39990234375,17.059999465942383,15330.6005859375,8496.300048828125,-3.400000035762787,-0.29999999329447746,-0.09999999776482582,2019.1999816894531,255.0,255.0,,0.016776998886891305,0.5736677770139212,4.602677288470209e-06,True,12,158.51897617822053,True,12,False,,VTS_Sem070,2298688272173828900,6.0,-1294.699951171875,4656.16015625,17.020000457763672,11314.300537109375,-10818.199462890625,0.7999999821186066,-2.5999999046325684,2.5999999046325684,-1021.5000152587891,255.0,28.0,,0.009603136874876723,-0.7834005259324601,3.175724076270895e-05,True,14,10,,False,4,,LagacyyPP,7864449511119550642,5.0,648.219970703125,4460.43994140625,16.989999771118164,-16731.600341796875,-7758.699951171875,2.5,-2.199999988079071,-0.9000000357627869,-1644.4999694824219,255.0,0.0,,0.009604233514559553,-2.735801905741419,-0.00028786482769757593,True,228.46914408540212,True,12,12,False,
45,3494,102.0,False,False,0,1499.7438790007432,-759.4000244140625,3646.489990234375,93.1500015258789,3472.9998779296875,492.7000045776367,0.0,-539.900016784668,3806.099853515625,-4565.10009765625,0.0,-0.39335541818555164,0.8614793501063559,-0.18945393213202222,bf81d8692db,games5425898691,18.0,-488.54998779296875,3769.8798828125,17.010000228881836,4171.199951171875,4958.2000732421875,2.5,1.5999999642372131,-0.29999999329447746,-1558.8999938964844,128.0,0.0,,0.009733568231457225,0.91851607390273,-0.0003443114811147592,True,6,False,6,164.0,False,,76561198039309853,enpitsu,28.0,-923.7899780273438,3265.280029296875,19.520000457763672,7000.8001708984375,18414.89990234375,2955.7000732421875,-2.0000000298023224,-6.000000238418579,847.6999664306641,255.0,0.0,,0.016779090243034516,1.2705220867452436,-0.00033141470511520606,True,14,125.61394410748633,True,13,False,,VTS_Sem070,2298688272173828900,6.0,-906.3099975585938,4096.1298828125,57.720001220703125,7854.6002197265625,-13372.900390625,3371.9000244140625,719.1999816894531,415.40000915527344,-543.1999969482422,255.0,103.0,,0.04074951355459505,-1.0735324084889706,-0.0006359342055565656,True,16,10,,False,4,,LagacyyPP,7864449511119550642,5.0,-214.64999389648438,4176.91015625,52.06999969482422,-21646.59912109375,-6897.19970703125,3584.5999145507812,56.30000114440918,-190.59999465942383,589.7999954223633,255.0,255.0,,0.014993205730156452,-2.8109231001815873,0.0002538036742173241,True,227.43947539278253,True,13,12,False,
46,3496,102.0,False,True,0,1480.7597435314356,-726.530029296875,3668.969970703125,93.69999694824219,19058.499755859375,22396.10107421875,1558.3000183105469,1056.2000274658203,2822.0001220703125,873.7000274658203,0.0,-0.18951837141768613,0.5601667386944332,-0.04349764046439503,76561198039309853,enpitsu,28.0,-824.1199951171875,3532.81005859375,64.66999816894531,11536.400146484375,16640.0,2750.4000854492188,2121.7999267578125,-391.5999984741211,-4723.699951171875,255.0,0.0,,0.04449248577924926,1.1842089082611624,-0.0008097085022061245,True,13,False,14,126.0,False,,bf81d8692db,games5425898691,18.0,-474.489990234375,3785.679931640625,17.010000228881836,4247.0001220703125,4607.300109863281,2.5,2.0000000298023224,0.9000000357627869,-1796.300048828125,128.0,0.0,,0.009696944505381692,0.8611733104718207,-0.0002893280290354159,True,6,164.0,False,6,False,,VTS_Sem070,2298688272173828900,6.0,-878.8699951171875,4047.47998046875,68.5,9343.699951171875,-18223.299560546875,3153.900146484375,2721.6000366210938,1191.2999725341797,-658.0999755859375,255.0,113.0,,0.09139915226406402,-1.0939103983574856,0.00023205512210833608,True,16,11,,False,4,,LagacyyPP,7864449511119550642,5.0,-359.3699951171875,4130.7099609375,76.97000122070312,-21631.0009765625,-6925.8001708984375,3623.2998657226562,138.29999923706055,-455.09998321533203,1196.9999694824219,246.0,255.0,,0.03875507795204607,-2.748770700943318,0.0019301333754365752,True,221.217901232422,True,14,12,False,
47,3499,102.0,True,True,0,1298.0835418225918,-539.8499755859375,3891.72998046875,107.36000061035156,2760.7000732421875,24683.89892578125,5853.2000732421875,-2374.199981689453,2646.400146484375,-4833.0999755859375,0.0,0.04256615626883457,0.5196748396964901,0.17006891036533225,bf81d8692db,games5425898691,18.0,-445.5299987792969,3813.5,17.010000228881836,4413.299865722656,3822.60009765625,2.5,1.5000000596046448,1.1999999731779099,-1959.1999816894531,128.0,0.0,,0.009652879672690849,0.7338474350515318,-0.00016819096754383932,True,6,False,6,164.0,False,,76561198039309853,enpitsu,28.0,-705.3599853515625,3701.010009765625,89.86000061035156,12912.900390625,14573.699951171875,3737.0001220703125,3349.89990234375,3406.199951171875,-2724.89990234375,255.0,0.0,,0.32361504556960974,0.9849855066318102,0.5776150198130915,True,14,126.0,False,14,False,,VTS_Sem070,2298688272173828900,6.0,-785.280029296875,3864.949951171875,96.41000366210938,9370.399780273438,-18276.700439453125,2478.0999755859375,5221.300048828125,1727.1000671386719,-64.0999984741211,255.0,156.0,,0.7820129500845289,-1.0828009768330595,0.09897372850349452,True,16,11,,False,4,,LagacyyPP,7864449511119550642,5.0,-559.3099975585938,4028.550048828125,107.9800033569336,-17533.900146484375,-14658.299560546875,2587.3001098632812,5147.5,1287.2999572753906,1447.5999450683594,255.0,255.0,,0.14886649321014062,-2.5949268018472127,-0.20538751203358338,True,212.24011184066853,True,14,13,False,
48,3768,103.0,False,False,1,5186.424276827383,14.359999656677246,29.059999465942383,94.4800033569336,9008.699951171875,22473.40087890625,1727.5999450683594,-1694.6000671386719,820.1999664306641,5376.199951171875,1.0,0.0149044505170799,-0.08941620873274134,0.02760509681343091,2298688272173828900,VTS_Sem070,6.0,-9.90999984741211,-145.97999572753906,62.45000076293945,17776.199951171875,10790.699462890625,2624.89990234375,3801.099853515625,545.2000045776367,3937.39990234375,255.0,0.0,,0.048737273914837155,1.9362515578739645,0.019748804929452485,True,5,False,6,9.0,False,,7864449511119550642,LagacyyPP,5.0,-2293.3798828125,-4244.8701171875,16.56999969482422,-18167.19970703125,-2737.2000122070312,84.39999580383301,-79.80000019073486,-22.000000476837158,-658.8999938964844,255.0,128.0,False,-0.008860921504130148,-0.0960142581299085,-0.00557488287453989,True,4,24.80370750222155,True,4,False,,enpitsu,76561198039309853,27.0,164.3699951171875,255.19000244140625,111.45999908447266,-12353.499755859375,-19336.700439453125,1560.2999877929688,4378.800048828125,-3293.3999633789062,-478.6000061035156,255.0,0.0,True,-0.904820158081965,-1.0039929955229918,0.016111489912579383,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,18.0,-2636.550048828125,4149.580078125,17.010000228881836,-17528.599853515625,1688.6000061035156,2.3000000417232513,0.29999999329447746,-0.0,1944.4000244140625,255.0,255.0,,-0.00957736476384665,0.028512676592811825,4.149995914950692e-05,True,0.0,False,False,False,False,
