,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,172,0,False,False,1,5158.4838496075945,49.88999938964844,51.380001068115234,176.00999450683594,17929.69970703125,-9728.499755859375,12684.300537109375,-3783.900146484375,-485.60001373291016,4630.899963378906,1.0,0.09487451769665584,-0.24683538032127597,0.015548464656076778,76561198099276943,TrapStoner,13.0,-30.420000076293945,-74.75,56.13999938964844,-6193.499755859375,9560.30029296875,977.3000335693359,-93.29999923706055,3382.39990234375,-4335.899963378906,128.0,255.0,,-0.018706915714028015,1.6146602896789894,0.2531565397137994,True,False,4,0.0,False,False,,76561198355844717,Faces,6.0,-2997.860107421875,-4188.169921875,17.010000228881836,-17394.7998046875,-4823.699951171875,2.5,-0.5000000074505806,-0.29999999329447746,-2561.199951171875,128.0,0.0,True,-0.009566241264251724,-0.15380200638744626,-0.00020978588425101097,True,False,False,False,255.0,False,,enpitsu,76561198039309853,25.0,-54.36000061035156,3526.35009765625,17.049999237060547,-217.80000686645508,-10408.599853515625,2.7000001072883606,0.19999999552965164,-0.09999999776482582,0.7999999821186066,255.0,128.0,False,-0.01666361459349892,-1.5500220404044491,-1.2926030144986167e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-88.83999633789062,174.97999572753906,94.41999816894531,719.1000366210938,-14007.099609375,708.1999969482422,-1298.0999755859375,-301.8000030517578,5335.999755859375,128.0,128.0,-1.4548264584066775,-2.0358517520772015,0.051225720953989466,True,0.0,False,False,3,4,,
1,295,4,False,False,1,8774.962249679733,2023.6099853515625,-3562.2099609375,376.739990234375,11647.2998046875,18573.199462890625,4669.200134277344,900.8000183105469,-2036.300048828125,5571.400146484375,1.0,-1.2556874613273243,-2.30081475759753,-0.09874608865544512,76561198355844717,Faces,6.0,1909.7099609375,-3696.909912109375,316.45001220703125,22038.00048828125,5060.7000732421875,4208.399963378906,-4788.900146484375,-675.0,2619.1000366210938,255.0,250.0,,0.9235926707067627,2.258546843020479,0.8815581783193348,True,5,6,183.34605579222406,True,False,,76561198099276943,TrapStoner,12.0,-2676.35009765625,-1715.9000244140625,78.41999816894531,-3658.9999389648438,-20357.2998046875,-1723.3999633789062,2685.1998901367188,-436.89998626708984,0.9000000357627869,128.0,,,0.6497193864083285,-1.4088138156643188,0.0004531318689729702,True,6,False,6,,False,,enpitsu,76561198039309853,25.0,2320.06005859375,-3249.8798828125,232.39999389648438,-15754.200439453125,-16569.69970703125,1986.300048828125,-3119.7000122070312,-2902.60009765625,3477.3001098632812,128.0,0.0,,0.6933280196190486,-0.6972808030392761,1.3989795769238549,True,171.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-3159.02001953125,-1107.1800537109375,17.020000457763672,12245.10009765625,3537.6998901367188,1.2999999523162842,-0.0,-0.0,2315.7000732421875,255.0,255.0,-0.009576046596301442,2.7930974151178516,2.5935705665468257e-05,True,255.0,False,False,6,6,,
2,419,9,False,False,0,7206.372332612816,-2359.60009765625,-1916.1800537109375,107.61000061035156,-426.1000061035156,26919.49951171875,4681.199951171875,227.90000915527344,1975.5999755859375,-5660.8001708984375,0.0,0.19781572871771147,0.4867155618610843,-2.0854403118168703,bf81d8692db,games5425898691,19.0,-2366.080078125,-2146.6298828125,53.20000076293945,-14482.7001953125,13826.99951171875,2980.4998779296875,3536.4999389648438,1385.5999755859375,-3977.6998901367188,255.0,0.0,,-0.07606258782321239,2.041396085999957,-0.012300430190488312,True,6,7,1.989711858893021,True,False,,76561198039309853,enpitsu,25.0,-125.97000122070312,817.9199829101562,17.030000686645508,2726.300048828125,-22672.099609375,5.099999904632568,0.0,-0.29999999329447746,189.89999771118164,255.0,128.0,,0.01678600483887105,-1.4336263696316973,-0.00010875764537935692,True,2,False,2,98.0,False,,TrapStoner,76561198099276943,12.0,-3432.93994140625,2652.590087890625,18.350000381469727,-7022.1002197265625,-17104.3994140625,1.1999999731779099,0.7999999821186066,1.8000000715255737,2238.8999938964844,255.0,255.0,False,0.01705149345315926,-1.8898858632072313,0.00036277930886568696,True,0.0,False,8,False,8,,Faces,76561198355844717,6.0,-3561.080078125,2415.75,17.020000457763672,-7367.60009765625,-6741.9000244140625,1.1999999731779099,0.5000000074505806,0.19999999552965164,2652.0999145507812,128.0,255.0,0.009580205424674332,-2.281711701244327,0.00011389256468013928,True,255.0,False,False,6,6,,True
3,454,10,False,False,1,6661.30341919028,2442.030029296875,-1339.4100341796875,197.1199951171875,8582.899780273438,-3902.0999145507812,2979.2001342773438,580.2000045776367,650.1000213623047,-5936.300048828125,1.0,-0.480470929947843,0.8898275558783414,-2.05101050134736,76561198099276943,TrapStoner,13.0,2344.6201171875,-1383.280029296875,119.93000030517578,-15292.7001953125,2863.2998657226562,0.19999999552965164,4799.599914550781,-2679.89990234375,175.20000457763672,128.0,255.0,False,-0.03975787772982625,0.4841926184340114,-1.4368348861166036,True,9,10,0.0,False,False,,76561198355844717,Faces,6.0,2791.300048828125,-2090.300048828125,17.020000457763672,-9760.599975585938,-8978.099975585938,0.7000000029802322,-0.9000000357627869,-0.9000000357627869,177.00000762939453,255.0,128.0,False,-0.009572617411293338,-0.7659900265648547,-0.00018555390767182307,True,6,False,6,225.0,False,,enpitsu,76561198039309853,25.0,3.8299999237060547,2023.4100341796875,17.030000686645508,-2178.9999389648438,22418.9990234375,5.099999904632568,-0.0,0.09999999776482582,16.59999966621399,255.0,128.0,,-0.01678296805026512,1.472106696443086,-1.1441518157401784e-05,True,129.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,4025.219970703125,386.2699890136719,174.16000366210938,647.3999786376953,-10214.199829101562,2855.7998657226562,458.69998931884766,-4149.800109863281,2237.5,255.0,128.0,-0.07058192707054048,-0.3895366083830529,0.6767659966344349,True,0.0,False,False,6,8,,
4,531,13,False,False,0,4274.139777914749,-3960.080078125,2160.1201171875,304.7099914550781,3095.4000854492188,13412.39990234375,6645.30029296875,1897.7000427246094,2205.8999633789062,-5107.099914550781,0.0,-0.17988505818136258,-2.9845816372265612,0.5809221141788647,bf81d8692db,games5425898691,19.0,-4005.64990234375,2051.25,158.05999755859375,-4839.800109863281,16221.99951171875,2427.7999877929688,-1862.8999328613281,2080.8999633789062,-364.1999816894531,255.0,36.0,,-0.44707176357502576,2.1455161086259054,0.04246597433291582,True,7,10,0.0,False,False,,76561198039309853,enpitsu,25.0,-2984.719970703125,-4126.4501953125,17.040000915527344,-7976.500244140625,5799.1998291015625,3.700000047683716,-0.7999999821186066,1.4000000059604645,-2048.9999389648438,255.0,128.0,False,0.016713418080575634,2.1641510450910317,0.00021072114020582945,True,2,False,2,255.0,False,,TrapStoner,76561198099276943,13.0,1616.8199462890625,2520.139892578125,98.23999786376953,13347.2998046875,15685.2001953125,-479.3000030517578,-4176.499938964844,2272.100067138672,33.69999885559082,128.0,128.0,False,-1.3404603749357178,1.042074937347221,0.031248842523307906,False,7.0,False,12,False,12,,Faces,76561198355844717,6.0,-595.6799926757812,3951.860107421875,17.020000457763672,10566.700439453125,7767.5,1.0999999940395355,-1.1999999731779099,-0.7999999821186066,2211.4999389648438,255.0,255.0,0.009570459295280413,0.6890264128203931,0.00011550140611061492,True,255.0,False,False,6,6,,False
5,606,15,False,False,0,1845.9886758011141,-2696.25,4731.6201171875,260.17999267578125,14043.00048828125,12390.50048828125,7798.4002685546875,5125.7000732421875,3081.199951171875,482.20001220703125,0.0,-0.9538114432194017,-2.4746826127592967,2.9302966177150993,bf81d8692db,games5425898691,19.0,-2810.06005859375,4677.81005859375,113.97000122070312,6377.39990234375,13099.200439453125,217.99999237060547,-4792.799987792969,2621.7999267578125,-635.9000015258789,255.0,81.0,,1.2313648858112853,1.3512222745793587,0.27659470191944785,True,9,12,,False,False,,76561198039309853,enpitsu,24.0,-2251.18994140625,-243.39999389648438,17.049999237060547,4807.9998779296875,16041.199951171875,2.7000001072883606,-0.29999999329447746,0.0,0.0,128.0,,,0.016818056991559725,1.2795751670488547,1.2052977168540823e-06,True,4,False,4,255.0,False,,TrapStoner,76561198099276943,12.0,1340.199951171875,4971.5498046875,21.700000762939453,-13903.699951171875,-1043.499984741211,-157.60000228881836,-616.5000152587891,-108.00000190734863,-94.60000038146973,128.0,128.0,False,0.04306125580450232,-3.069730904677192,-0.11279563002003686,True,255.0,False,12,False,12,,Faces,76561198355844717,6.0,-749.9500122070312,4877.9599609375,17.020000457763672,-1136.6999816894531,267.1999931335449,0.7000000029802322,-0.19999999552965164,-0.7999999821186066,35.49999952316284,0.0,128.0,0.009902677300067069,2.919498315816071,-3.4841209691122045e-05,True,255.0,False,False,6,6,,
6,647,17,False,False,1,9276.430589559806,1139.6600341796875,-4133.22998046875,313.2200012207031,-5629.2999267578125,15487.60009765625,-80.9000015258789,1188.7000274658203,1391.9999694824219,2243.000030517578,1.0,0.11950631705217751,0.4764165232396557,1.2002582511035096,76561198355844717,Faces,6.0,1124.550048828125,-4306.02001953125,215.49000549316406,-3055.0,10800.10009765625,2382.100067138672,133.90000343322754,-5160.7000732421875,-1896.9000244140625,128.0,189.0,,0.33145822600313324,0.6134324529160059,-0.25590392489872416,False,7,8,220.54061097483486,True,False,,76561198099276943,TrapStoner,12.0,422.1099853515625,-4346.68017578125,18.31999969482422,9501.799926757812,10664.300537109375,4.799999892711639,-0.7000000029802322,-0.7000000029802322,1873.3999633789062,128.0,255.0,False,-0.0171393415101349,2.256078527269501,0.0001559464896317737,True,12,False,12,210.0,False,,enpitsu,76561198039309853,25.0,1338.199951171875,-1251.02001953125,17.049999237060547,-9960.700073242188,6903.599853515625,3.400000035762787,-0.0,-0.0,-2376.199951171875,255.0,0.0,False,-0.016720305748777094,0.6682973086576257,1.4487237533013069e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,2723.330078125,-5088.9501953125,768.5,8685.700073242188,1575.3999328613281,169.40000534057617,-454.3000030517578,2440.500030517578,1010.5999755859375,255.0,255.0,0.020998968438434937,2.977177402314485,-1.5683784803247307,True,,False,False,10,12,,
7,670,18,True,False,1,8006.689273099823,678.7000122070312,-2863.739990234375,96.19999694824219,-4330.199890136719,12330.899658203125,3135.4000854492188,-5476.9000244140625,-1518.2000732421875,1923.0999755859375,1.0,0.38084694938192715,-2.024463583230423,-0.08769436795894643,76561198099276943,TrapStoner,12.0,639.6599731445312,-3050.780029296875,23.280000686645508,3344.5001220703125,19721.800537109375,2994.2999267578125,1.2999999523162842,8.500000238418579,-1348.5000610351562,255.0,128.0,False,-0.01706555067183656,1.7943307574798146,-8.039793150613958e-05,True,12,13,144.1803785934243,True,False,,76561198355844717,Faces,6.0,761.5800170898438,-3361.0,178.49000549316406,-4206.199951171875,11700.699462890625,-899.4000244140625,905.9999847412109,-2501.300048828125,-1267.699966430664,128.0,47.0,,1.4573124485942948,1.9901679490480146,1.575287197397827,False,8,False,8,192.02481728215372,True,,enpitsu,76561198039309853,24.0,892.8599853515625,-357.5199890136719,17.049999237060547,-9006.900024414062,7136.300048828125,3.799999952316284,0.7999999821186066,-0.19999999552965164,3095.10009765625,255.0,255.0,True,-0.01673373090722755,0.49086815868574674,4.0792825950127484e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,3237.81005859375,-4747.52978515625,124.94000244140625,730.2999877929688,9518.900146484375,-10395.799560546875,2988.5000610351562,4433.599853515625,282.99999237060547,255.0,255.0,-0.8004797383119293,1.587293696984519,-0.6529069793339127,True,,False,False,10,12,,
8,1023,21,False,False,0,5181.231062768356,-103.80000305175781,19.690000534057617,97.68000030517578,-19308.00048828125,-5799.6002197265625,273.700008392334,1187.5,2035.3999328613281,-3677.0999145507812,0.0,0.1629945957962804,-0.07945228891851341,0.31353853687885724,76561198039309853,enpitsu,25.0,-30.559999465942383,-87.9000015258789,102.45999908447266,-9210.499877929688,1225.8000183105469,639.0999984741211,-4024.2999267578125,-825.5000305175781,3656.9000244140625,255.0,128.0,,1.375209251982239,-1.2686914397637417,3.0582079382253564,True,1,2,0.0,False,False,,bf81d8692db,games5425898691,19.0,0.0,-5208.27978515625,17.010000228881836,0.0,-1976.1000061035156,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009307895008490451,1.5707874726900763,7.588230171302808e-06,True,False,False,False,116.0,False,,TrapStoner,76561198099276943,12.0,-7.400000095367432,182.77999877929688,97.30000305175781,4668.0999755859375,-98.4000015258789,1791.9000244140625,-686.5000152587891,-239.40000534057617,-5372.9998779296875,128.0,255.0,,-0.03587449918341798,-1.8273446947369418,0.02679411494929419,False,0.0,False,4,False,False,,Faces,76561198355844717,6.0,0.0,1634.22998046875,17.010000228881836,0.7000000029802322,-16474.100341796875,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,0.009643591942955877,-1.570728034866256,-7.300267902214127e-06,True,96.0,False,False,4,4,,
9,1177,27,False,False,1,6635.457780626781,3571.340087890625,-932.219970703125,96.77999877929688,-2348.2000732421875,7548.4002685546875,2596.6000366210938,1678.0999755859375,-4459.200134277344,897.5,1.0,-0.6983715620567519,-1.584770622359626,-2.057837838175127,76561198355844717,Faces,6.0,3551.77001953125,-1108.510009765625,17.0,-1824.7000122070312,5169.1998291015625,1.0000000149011612,-1.2999999523162842,4.900000095367432,-776.6000366210938,255.0,128.0,False,-0.009512385035736,1.2407056747002432,5.2950977525564955e-05,True,4,4,245.59926021483636,True,False,,76561198099276943,TrapStoner,12.0,-2034.1400146484375,-4798.56005859375,18.31999969482422,12875.30029296875,7833.0999755859375,5.199999809265137,-0.9000000357627869,-0.5000000074505806,2602.0001220703125,255.0,255.0,False,-0.017049435345607288,2.4613918833633734,-4.454257886349779e-06,True,6,False,4,223.0,False,,enpitsu,76561198039309853,25.0,-2610.840087890625,4398.02001953125,17.049999237060547,-5807.8997802734375,-251.00000381469727,3.1999999284744263,-0.0,-0.0,2158.0999755859375,0.0,255.0,,-0.016913200433349897,2.861349587112284,2.6440940585858922e-05,True,85.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,1441.47998046875,4444.5498046875,17.010000228881836,-10998.900146484375,3603.699951171875,2.3999999463558197,2.0000000298023224,-0.7000000029802322,1808.0999755859375,128.0,255.0,-0.009645547931572846,0.3089113692111871,0.00033818892596121743,True,255.0,False,False,False,False,,
