,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0,False,False,1,5232.381317077746,-19.540000915527344,-11.65999984741211,91.91000366210938,-8942.5,4944.200134277344,862.7999877929688,207.60000228881836,-252.19999313354492,1776.199951171875,1.0,0.1454166585720162,0.12369209758455113,-0.3403602215318019,76561198039309853,enpitsu,26.0,59.29999923706055,-114.4800033569336,124.13999938964844,-3280.0,1751.7999267578125,132.5,-4802.200012207031,-2332.100067138672,1322.5,255.0,128.0,,-1.20182788786825,-2.2422370565724647,-3.0313616777855223,True,1,0.0,False,2,False,,bf81d8692db,games5425898691,17.0,-220.8000030517578,-4197.81982421875,17.010000228881836,2451.0000610351562,6432.9998779296875,2.0999999344348907,-0.7999999821186066,0.09999999776482582,0.0,255.0,128.0,,-0.009434852828267653,1.9348418645691465,8.876487572909677e-06,True,116.0,False,4,4,False,,Scapy,76561198380510545,23,-75.77999877929688,179.02000427246094,106.69999694824219,15753.499755859375,-16556.99951171875,2434.1000366210938,1900.8999633789062,5158.599853515625,-156.5999984741211,255.0,206.0,True,-0.5665030282592555,-1.9493553683275198,-0.5627607818103573,True,0.0,False,4,False,3,,KingOfTheDucks10,1544103406048076041,12.0,18.170000076293945,1765.449951171875,17.010000228881836,-823.0000305175781,-12758.900146484375,2.0000000298023224,-0.29999999329447746,-0.29999999329447746,-320.9000015258789,228.0,124.0,,-0.009574011223988101,-1.497469227043829,7.650010077932363e-06,True,4,False,4,116.0,False,
1,219,1,False,False,0,6527.397802146367,1769.6300048828125,-818.2999877929688,94.91999816894531,15476.500244140625,-459.90001678466797,1445.3999328613281,3592.60009765625,1769.1000366210938,2497.5,0.0,0.1687271221035691,0.19262274119172879,0.8772504231694094,1544103406048076041,KingOfTheDucks10,12.0,1587.3599853515625,-872.7899780273438,17.010000228881836,13982.099609375,-4629.599914550781,0.0,1.0000000149011612,-0.09999999776482582,1644.6000671386719,255.0,252.0,,0.009556603106624222,-0.29835694312721817,0.00017303644432236135,False,4,109.67261078024423,True,4,False,,76561198380510545,Scapy,23.0,-1207.56005859375,-316.3399963378906,17.010000228881836,-8631.599731445312,-3717.3001098632812,2.0999999344348907,-1.2999999523162842,-0.5000000074505806,92.39999771118164,255.0,128.0,False,0.009522440789010045,-2.722121003835307,-0.00014065997590289567,False,0.0,False,4,4,False,,enpitsu,76561198039309853,26,646.9600219726562,117.83999633789062,17.049999237060547,9110.999755859375,-1509.1000366210938,2.7000001072883606,-0.29999999329447746,0.0,0.0,255.0,128.0,,0.016690915227492054,-0.1641651896773028,2.887079886735119e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,1340.7900390625,2402.580078125,17.010000228881836,20282.19970703125,4959.4000244140625,2.0999999344348907,-1.899999976158142,-0.3999999910593033,1390.0999450683594,255.0,169.0,,0.009589637435492855,0.3140567227926778,-9.295120882561076e-05,False,4,False,4,0.0,False,
2,238,2,False,False,0,7039.688090520073,2809.93994140625,-845.25,100.36000061035156,15466.500244140625,5182.60009765625,1952.5,2149.2999267578125,3346.4999389648438,3740.2999877929688,0.0,-0.8446474789942693,0.9411400719171934,-2.2547446313128914,1544103406048076041,KingOfTheDucks10,12.0,2750.239990234375,-986.2999877929688,16.510000228881836,16676.199951171875,3467.7999877929688,-111.99999809265137,102.60000228881836,427.7000045776367,852.7999877929688,255.0,255.0,,0.023065467700039654,0.27214673025997455,0.005614163525755244,False,4,110.0,False,4,False,,76561198380510545,Scapy,23.0,-1901.0,-505.4100036621094,17.010000228881836,-12126.099853515625,-1432.4000549316406,2.3000000417232513,-0.5000000074505806,-0.3999999910593033,1585.8000183105469,255.0,255.0,False,0.009518091214267691,-3.0295509989462768,0.00033385053265347483,False,0.0,False,4,4,False,,enpitsu,76561198039309853,26,1399.510009765625,61.189998626708984,57.31999969482422,13017.7001953125,462.7000045776367,3249.2999267578125,-37.40000009536743,828.6000061035156,57.89999961853027,255.0,128.0,,0.047757605675488785,0.0479181752930449,-2.6675606361919298e-05,True,22.0,False,4,False,3,,games5425898691,bf81d8692db,17.0,2438.800048828125,3237.89990234375,17.010000228881836,12488.1005859375,15759.3994140625,2.0999999344348907,0.19999999552965164,0.19999999552965164,44.49999809265137,255.0,128.0,,0.009599779718432365,0.9063418729912787,-5.956031597668088e-05,True,4,False,4,0.0,False,
3,258,3,False,False,0,7283.518781012235,3961.070068359375,-287.57000732421875,169.00999450683594,1523.0999755859375,9424.199829101562,14516.600341796875,2000.5999755859375,1804.7000122070312,-5360.9002685546875,0.0,-1.1400399425519132,0.16355981049112192,1.998651301716821,1544103406048076041,KingOfTheDucks10,12.0,3864.429931640625,-373.7099914550781,19.5,18587.19970703125,8994.000244140625,1308.0999755859375,9.900000095367432,-4432.5,-1724.4000244140625,255.0,6.0,,-0.0693783322877035,0.4037037302771573,-0.03285388945632881,True,4,71.0,False,4,False,,76561198380510545,Scapy,22.0,-2453.610107421875,-1130.010009765625,17.010000228881836,-939.8999786376953,-12842.099609375,2.0999999344348907,0.0,-0.3999999910593033,421.5999984741211,255.0,133.0,False,0.009558059731878656,-1.6108131218141153,-0.00017600619862908945,False,0.0,False,4,4,False,,enpitsu,76561198039309853,26,2765.7900390625,114.81999969482422,97.5999984741211,17950.2001953125,703.0999755859375,-577.7999877929688,-230.40000915527344,4414.89990234375,3.6000001430511475,255.0,128.0,,-1.129535935105125,0.050375785517379444,0.002017272908964281,True,22.0,False,4,False,4,,games5425898691,bf81d8692db,17.0,3258.77001953125,4478.27978515625,19.8799991607666,3772.39990234375,18776.800537109375,1446.3999938964844,3341.7999267578125,-3225.8999633789062,2112.2999572753906,255.0,255.0,,-0.07976062347935237,1.434001237408305,-0.06125993156240773,True,4,False,4,255.0,False,
4,267,3,False,False,0,7075.470673658789,3998.780029296875,30.850000381469727,619.030029296875,-903.6000061035156,9005.900268554688,11374.200439453125,1569.2999267578125,3096.099853515625,-4893.999938964844,0.0,-0.3763336935855726,-1.746908778004499,1.9330376335232167,1544103406048076041,KingOfTheDucks10,12.0,4080.6201171875,-222.24000549316406,417.7699890136719,-326.50001525878906,3235.5999755859375,13669.49951171875,-390.09998321533203,320.40000915527344,30.799999237060547,255.0,180.0,,-1.3495720442413233,1.6070559003446443,-1.6127210849597964,True,4,71.0,False,4,False,,76561198380510545,Scapy,22.0,-2462.89990234375,-1549.989990234375,17.010000228881836,-59.099998474121094,-13610.999755859375,2.0999999344348907,0.0,0.19999999552965164,-29.700000286102295,255.0,119.0,False,0.009567286632112057,-1.572573371786847,-1.6130301322777808e-05,False,0.0,False,5,4,False,,enpitsu,76561198039309853,26,3381.8798828125,139.00999450683594,41.63999938964844,18131.300048828125,710.8000183105469,-2677.9000854492188,-265.9000015258789,3739.8001098632812,451.19998931884766,255.0,255.0,,-0.050041897262957456,0.06504612554150822,-0.0004891687125648272,True,22.0,False,4,False,4,,games5425898691,bf81d8692db,17.0,3067.93994140625,4954.31005859375,266.05999755859375,-12868.599853515625,8826.400146484375,5947.7001953125,-271.49999618530273,-2210.5999755859375,2026.199951171875,255.0,255.0,,-0.33353458229734306,2.522314108361957,-1.5617751975666405,True,4,False,4,255.0,False,
5,433,9,False,False,0,3043.353111767911,549.4400024414062,2461.81005859375,899.0900268554688,-7986.099853515625,15928.399658203125,12335.899658203125,4983.599853515625,-2768.900146484375,-1869.7000122070312,0.0,0.5402391657609898,-2.717949818898277,-1.7414876744021652,76561198380510545,Scapy,22.0,601.3699951171875,2314.719970703125,711.5999755859375,-3644.5001220703125,21732.900390625,6587.5,1187.699966430664,-834.0000152587891,-3331.4999389648438,255.0,128.0,False,-0.9720017728246797,3.0057949904573116,-1.3878293847262948,True,8,141.9834233535233,True,10,4,,1544103406048076041,KingOfTheDucks10,12.0,-539.1099853515625,2287.919921875,16.84000015258789,5.199999809265137,-10429.200439453125,34.80000019073486,-45.39999961853027,-30.0,-2445.2000427246094,255.0,0.0,,0.012303471638736005,-1.5954879601962726,-0.001540588541238743,False,4.0,False,6,8,False,,enpitsu,76561198039309853,26,457.8399963378906,3247.0400390625,300.9599914550781,-1521.1000061035156,-16860.50048828125,4300.400085449219,-896.9999694824219,271.70000076293945,490.49999237060547,128.0,0.0,False,-1.028480588978306,-0.8127733969622633,-0.5683686965617227,True,115.63017616477063,True,6,False,4,,games5425898691,bf81d8692db,17.0,2460.080078125,705.0499877929688,17.010000228881836,-3665.7998657226562,-16055.0,2.3000000417232513,0.29999999329447746,-0.09999999776482582,-1997.2999572753906,255.0,0.0,,0.009569391416419847,-1.8631827222575665,-5.505300846106161e-06,True,6,False,6,244.0,False,
6,524,12,False,False,1,9765.033871341411,1236.0899658203125,-4619.10986328125,93.45999908447266,998.3999633789062,9952.19970703125,557.2000122070312,-5917.60009765625,545.6000137329102,-826.9000244140625,1.0,-0.82995352257911,-0.7320511250940579,1.5977288778741794,bf81d8692db,games5425898691,17.0,1173.72998046875,-4598.35986328125,210.14999389648438,10835.2001953125,-20211.800537109375,1753.9999389648438,597.5,795.6999969482422,1024.4999694824219,255.0,244.0,,0.24668971859644542,-2.2351124934213393,-0.04428661294852485,True,6,52.49760848988766,True,8,False,,76561198039309853,enpitsu,26.0,-78.69000244140625,704.7100219726562,17.049999237060547,853.7000274658203,-7736.199951171875,2.5999999046325684,-0.0,0.7999999821186066,-2.0000000298023224,255.0,128.0,False,-0.016645716699871835,-1.680394521116642,7.252167904676178e-05,True,147.0,False,6,4,False,,Scapy,76561198380510545,23,2865.449951171875,-4302.81982421875,17.010000228881836,13026.700439453125,5282.8997802734375,2.0999999344348907,0.29999999329447746,0.9000000357627869,-435.8000183105469,255.0,128.0,False,-0.009535834825592043,2.7968100528727335,0.00017638506316316113,True,0.0,False,12,4,8,,KingOfTheDucks10,1544103406048076041,12.0,3620.60009765625,-453.9599914550781,17.010000228881836,-1977.1000671386719,-11951.99951171875,-0.5000000074505806,0.19999999552965164,0.7000000029802322,-8.600000143051147,255.0,128.0,False,-0.009525996370100757,-1.4056591611229472,3.079900085054729e-05,True,6,False,8,220.55217203273568,True,
7,580,14,False,False,0,2113.1107790261576,-1385.6800537109375,3084.409912109375,97.29000091552734,3139.5999145507812,5804.6002197265625,4539.200134277344,5305.999755859375,-683.3999633789062,532.599983215332,0.0,0.8954986100671922,0.3739312300190716,1.1286662407418866,1544103406048076041,KingOfTheDucks10,12.0,-1472.3599853515625,2912.8701171875,17.010000228881836,3078.5000610351562,2437.5999450683594,1.899999976158142,2.0000000298023224,-2.199999988079071,156.899995803833,187.0,136.0,,0.009884911957947667,0.6618435804221471,1.944144111950541e-06,False,8,126.0,False,6,False,,76561198380510545,Scapy,23.0,-2156.419921875,2736.389892578125,17.0,17072.2998046875,-4949.5001220703125,3.1999999284744263,0.3999999910593033,0.0,-0.09999999776482582,255.0,128.0,,0.00960090154375221,-0.2822085889420246,-3.969154256840393e-05,True,151.0,False,12,8,4,,enpitsu,76561198039309853,26,170.13999938964844,2845.260009765625,17.049999237060547,3276.9000244140625,22763.9990234375,2.5,0.0,-0.29999999329447746,-0.09999999776482582,255.0,128.0,,0.01678407053073321,1.427807919158389,2.9481320321834027e-05,True,39.0,False,6,False,4,,games5425898691,bf81d8692db,18.0,-1331.260009765625,3874.830078125,159.5399932861328,11391.400146484375,-16999.000244140625,2198.300018310547,2242.5999450683594,45.70000171661377,121.19999885559082,255.0,0.0,,-0.37918586028232365,-0.30047958337366737,-0.02399311388840078,True,10,False,7,46.6031830336458,True,
8,612,16,False,True,0,1353.9308438400635,-1016.7000122070312,3791.4599609375,217.3699951171875,4871.000061035156,15643.299560546875,8221.900024414062,5924.2999267578125,-852.6999664306641,418.4000015258789,0.0,0.8419197396734815,0.4703361936718955,1.2536902802802554,1544103406048076041,KingOfTheDucks10,12.0,-1030.56005859375,3738.860107421875,77.05999755859375,5311.300048828125,17172.19970703125,1233.0999755859375,-5474.4000244140625,431.30001068115234,307.00000762939453,255.0,175.0,,0.6671724889790159,1.2113693109502117,-0.1685949655851883,False,9,75.82754415081394,True,8,False,,76561198380510545,Scapy,23.0,-494.489990234375,2039.3299560546875,17.0,9709.600219726562,8089.7998046875,3.799999952316284,0.19999999552965164,0.0,2492.2000122070312,240.0,255.0,False,0.009578436197955432,0.7935907219763724,-6.338530560315836e-05,True,151.0,False,12,8,4,,enpitsu,76561198039309853,26,-103.36000061035156,4619.8701171875,17.049999237060547,-6998.3001708984375,2022.4000549316406,2.5999999046325684,-1.0999999940395355,0.29999999329447746,288.99999618530273,128.0,128.0,,0.016864559835537665,2.8918818032978693,-0.00022994414446146286,True,39.0,False,6,False,4,,games5425898691,bf81d8692db,18.0,355.760009765625,1923.800048828125,99.87000274658203,15470.10009765625,-16725.999755859375,-3148.699951171875,495.9000015258789,745.4000091552734,789.8999786376953,255.0,242.0,,-0.3192782416720014,-0.32529349595287194,-0.5034363362772225,True,10,False,8,15.0,False,
9,669,18,True,True,0,1420.9124230754212,-197.38999938964844,3902.68994140625,204.0800018310547,-491.50001525878906,28408.60107421875,604.3000030517578,540.2999877929688,-175.49999237060547,1307.1000671386719,0.0,0.5282941796930614,-2.4735545346455976,-1.0061922203112366,76561198380510545,Scapy,23.0,-176.39999389648438,3617.3798828125,153.2899932861328,-1654.6000671386719,17203.800048828125,3116.400146484375,-2796.9000244140625,-98.19999694824219,-220.30000686645508,255.0,114.0,False,-0.10376831658988976,1.6980563267601148,0.0058144431179461145,True,9,135.00789674123132,True,14,4,,1544103406048076041,KingOfTheDucks10,12.0,609.4600219726562,5980.5498046875,245.10000610351562,12359.7998046875,-261.200008392334,-6517.39990234375,-2607.5,1981.199951171875,-65.19999980926514,255.0,1.0,,0.5523358279936674,-0.028794209331181722,1.558067000209356,True,72.0,False,8,10,False,,enpitsu,76561198039309853,26,-858.97998046875,5111.81005859375,379.3500061035156,5274.7998046875,941.2000274658203,-348.8999938964844,-67.1999979019165,1843.9999389648438,2360.2999877929688,128.0,128.0,,0.021221686980589613,0.261038918138488,1.570629726130717,True,0.0,False,8,False,4,,games5425898691,bf81d8692db,18.0,954.0399780273438,3750.760009765625,92.69000244140625,-7639.4000244140625,16846.600341796875,-577.5,-3531.400146484375,-2658.0999755859375,74.0999984741211,255.0,128.0,,-1.1747876517931644,2.175681855719466,0.04366953731264157,True,12,False,10,15.0,False,
