,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0,False,True,0,5186.295772574922,2.2300000190734863,32.08000183105469,97.36000061035156,1427.8999328613281,23876.201171875,3007.39990234375,5966.9000244140625,-440.8000183105469,-448.10001373291016,0.0,-0.009340396848310882,-0.010896190413882659,0.1364493640736057,bf81d8692db,games5425898691,20.0,-4.130000114440918,-107.30999755859375,91.87999725341797,1323.8999938964844,20887.7001953125,227.00000762939453,-5462.2998046875,370.09998321533203,524.900016784668,128.0,128.0,1.3009717432186387,1.4478647066147023,-0.0360104009979809,True,4,31.0,False,3,False,,76561198039309853,enpitsu,27.0,-2948.719970703125,-4201.27978515625,17.049999237060547,-13988.399658203125,-2058.3999633789062,3.100000023841858,-0.7000000029802322,-0.09999999776482582,-1738.3000183105469,255.0,0.0,False,0.01676961096610904,-3.0146460812332605,-0.0002693713284153406,True,255.0,False,False,False,False,40.0,xNeestah,b14207431fb,13,3232.1201171875,3935.070068359375,17.010000228881836,7491.9000244140625,-9334.69970703125,0.7999999821186066,0.29999999329447746,-0.5999999865889549,-3354.5001220703125,255.0,0.0,False,0.009562856249284454,-1.1932336025746269,-6.066772157038191e-06,True,236.09989685396994,True,False,False,False,,TotalRAWR,2533274821298753,11.0,-31.579999923706055,576.9099731445312,78.08999633789062,-522.599983215332,-9159.500122070312,3240.1998901367188,6.700000166893005,0.0,0.0,1.0,128.0,,0.011294147469380022,-1.6279408490433658,-7.091372909887301e-05,True,4,False,False,31.0,False,,
1,182,0,False,False,1,5550.518695203843,-112.87999725341797,-318.05999755859375,164.8300018310547,-22503.1005859375,-16585.2001953125,5998.900146484375,-4388.599853515625,-3065.0,-2710.10009765625,1.0,-0.1572001019302299,0.12075065018090499,1.022800825362806,2533274821298753,TotalRAWR,11.0,46.790000915527344,-430.2900085449219,128.72000122070312,1836.7999267578125,331.50001525878906,2393.8999938964844,2291.1000061035156,1473.6000061035156,4654.5001220703125,0.0,128.0,0.12623961567719047,1.3723997335657987,0.07237239434315713,True,4,31.0,False,False,False,,b14207431fb,xNeestah,13.0,-3287.239990234375,-3737.93994140625,17.010000228881836,437.99999237060547,12337.900390625,0.19999999552965164,-0.0,-0.0,-2582.39990234375,255.0,0.0,False,-0.009564069884768647,1.7091959391933018,6.364410876910554e-05,True,223.6497289647338,True,False,False,False,,enpitsu,76561198039309853,27,3077.10009765625,4210.77978515625,17.049999237060547,13976.500244140625,147.70000457763672,3.400000035762787,0.3999999910593033,-0.0,-2456.7999267578125,255.0,0.0,False,-0.01677555883184733,-3.0725588091471563,-0.00020680837975658125,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,-7.96999979019165,-84.19999694824219,91.06999969482422,-1323.8999938964844,-20887.7001953125,-151.30000114440918,5485.10009765625,-401.5999984741211,-37.799999713897705,128.0,128.0,,-1.177524425828888,1.6185267409717627,-3.1158659212048248,True,4,3,False,31.0,False,,
2,280,3,False,False,1,10535.527789921889,-1925.6400146484375,-5010.64990234375,219.39999389648438,4840.5999755859375,7336.5997314453125,4953.800048828125,4333.299865722656,227.39999771118164,-4143.699951171875,1.0,-0.16356348691101966,-2.9467014878395523,-1.1154048562471335,b14207431fb,xNeestah,14.0,-1935.260009765625,-4928.85009765625,45.0099983215332,11461.099853515625,-18712.5,2393.000030517578,2704.7000122070312,-2744.89990234375,-2710.4998779296875,204.0,0.0,-0.053741489642802766,-1.8880678054894346,0.08713248629002576,True,3,144.17178518285036,True,False,False,,2533274821298753,TotalRAWR,12.0,2836.35009765625,39.72999954223633,73.72000122070312,18454.7998046875,-517.2000122070312,-1851.0000610351562,-421.19998931884766,2218.699951171875,450.40000915527344,254.0,,,0.4141436497507276,-2.9975546884728805,0.32071268415469845,True,31.0,False,6,False,4,,enpitsu,76561198039309853,27,458.5,4287.259765625,17.049999237060547,-11838.800048828125,3857.39990234375,3.100000023841858,2.199999988079071,-0.7999999821186066,1782.8999328613281,255.0,255.0,False,-0.016723415558387876,0.31496778866586334,0.0004306389327816325,True,221.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,-2117.760009765625,-4727.35009765625,19.479999542236328,12467.7001953125,-14265.799560546875,2959.2001342773438,0.09999999776482582,-0.0,1989.9000549316406,255.0,255.0,,-0.009574363533028162,-2.362590962746481,-1.6991983852121802e-05,True,5,4,False,,False,,
3,376,7,False,False,1,8344.138811626717,-617.760009765625,-3065.679931640625,130.83999633789062,-21157.60009765625,20763.60107421875,5755.7000732421875,-3669.8001098632812,3181.0000610351562,-3119.5999145507812,1.0,0.5598787787398356,0.952905859851828,2.835769492982723,2533274821298753,TotalRAWR,12.0,-363.2200012207031,-3242.330078125,42.7400016784668,-22385.0,4117.60009765625,3309.4000244140625,5.0,-0.9000000357627869,-2090.5999755859375,254.0,0.0,-0.009538011486893008,0.313075444087093,-0.0002983640671875252,True,8,15.872258122249317,True,4,False,,b14207431fb,xNeestah,14.0,-1400.9300537109375,-3880.570068359375,17.0,7950.5999755859375,13906.400146484375,1.1999999731779099,-0.5000000074505806,-0.3999999910593033,1998.699951171875,255.0,255.0,False,-0.009578064500254476,2.0292965125394358,5.2578684641398706e-05,True,0.0,True,4,False,False,,enpitsu,76561198039309853,27,-614.8400268554688,-88.6500015258789,17.049999237060547,-12210.799560546875,-1793.0000305175781,3.1999999284744263,-0.0,0.09999999776482582,-2349.4000244140625,255.0,128.0,False,-0.016745295534322663,-0.0849482028233671,-1.7294445067160356e-05,True,201.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,-2601.889892578125,-2063.330078125,108.37000274658203,-8101.199951171875,15479.000244140625,-138.69999885559082,-4989.599914550781,-2313.000030517578,-56.30000114440918,255.0,128.0,,1.4638345720954768,1.0412412497507781,-0.09599625209827209,False,10,8,False,,False,,
4,465,10,False,False,0,8148.927937117639,2241.77001953125,-2380.60009765625,183.50999450683594,1279.1000366210938,5831.9000244140625,1514.2999267578125,3335.4000854492188,2905.8999633789062,-4053.2998657226562,0.0,0.19523608655575062,-2.688922469170942,0.3024202836117493,bf81d8692db,games5425898691,21.0,2205.739990234375,-2480.6201171875,111.86000061035156,-14916.800537109375,7959.0997314453125,3126.6000366210938,-4727.0001220703125,2782.39990234375,-403.49998474121094,255.0,0.0,-0.06965057063685659,2.6691913974128814,0.8916573440249904,True,12,203.0,False,9,False,,76561198039309853,enpitsu,27.0,1476.0799560546875,-3440.510009765625,17.049999237060547,-7214.69970703125,-8817.7001953125,2.5999999046325684,0.5999999865889549,0.29999999329447746,-16.100000143051147,255.0,0.0,False,0.01683871827572384,-2.258814445487305,6.197107019652564e-05,True,255.0,False,False,False,False,,xNeestah,b14207431fb,14,1701.7099609375,-1431.3199462890625,17.010000228881836,-13355.10009765625,-11826.800537109375,2.3000000417232513,0.9000000357627869,0.7000000029802322,1864.4999694824219,198.0,214.0,False,0.009581411083636618,-2.360852393614881,0.00012156225578780522,True,0.0,False,4,False,6,,TotalRAWR,2533274821298753,12.0,2304.27001953125,-1831.5799560546875,55.22999954223633,-12372.60009765625,-16996.700439453125,3673.5000610351562,549.3999862670898,-475.09998321533203,-1092.5,255.0,152.0,,0.033748725380050984,-2.323355366564596,-0.0009796089264350037,True,10,6,False,1.0,False,,
5,538,13,False,False,0,7354.748386933345,2635.93994140625,-1311.1800537109375,93.12999725341797,1579.1999816894531,3056.4999389648438,0.0,-3349.5999145507812,1730.5999755859375,-4053.2998657226562,0.0,-0.40241938463869525,0.5837620925862582,2.501198623195353,76561198039309853,enpitsu,27.0,2504.27001953125,-1431.4100341796875,17.049999237060547,15220.999755859375,17242.900390625,-1.899999976158142,6.000000238418579,6.800000071525574,-920.5000305175781,255.0,128.0,0.016775957241409,0.8112379145359381,-0.00014081480575478872,True,False,119.0,False,False,False,,bf81d8692db,games5425898691,21.0,612.5399780273438,-2719.639892578125,17.010000228881836,11518.00048828125,4782.099914550781,1.7000000178813934,-0.09999999776482582,0.0,2340.0999450683594,255.0,255.0,,0.009541228061749897,0.459328098244053,2.0059312917732723e-05,True,226.71501931580164,True,12,False,10,,xNeestah,b14207431fb,14,966.280029296875,29.799999237060547,114.88999938964844,13695.50048828125,16904.200439453125,262.7000045776367,-3613.599853515625,4131.7999267578125,-344.59999084472656,199.0,138.0,False,1.1913565371498644,1.7226486913019523,0.9513552353255162,True,31.0,False,5,False,8,18.0,TotalRAWR,2533274821298753,12.0,1997.449951171875,-5102.97998046875,221.3800048828125,10272.60009765625,2.3999999463558197,-7007.80029296875,0.7000000029802322,9.599999785423279,-0.5000000074505806,254.0,128.0,,0.5816059977139287,-0.011407022377036552,-1.577138571952456,False,10,8,False,1.0,False,,False
6,583,14,False,False,0,5402.163033040092,2900.530029296875,1296.8599853515625,272.5899963378906,-11937.39990234375,24033.798828125,5071.199951171875,4956.700134277344,-2396.0000610351562,-2385.2999877929688,0.0,1.1131770712750442,-3.0969024035973227,-1.892051273334652,76561198039309853,enpitsu,27.0,2952.8701171875,1103.0,116.63999938964844,-5961.6998291015625,22110.6005859375,2139.7000122070312,-5029.200134277344,-2217.100067138672,202.00000762939453,255.0,128.0,0.8397806671226035,2.027045487556638,0.04375635698065889,True,2,74.0,False,1,False,,bf81d8692db,games5425898691,21.0,922.6799926757812,-274.3800048828125,17.010000228881836,-5632.0001220703125,20210.899658203125,1.899999976158142,0.0,0.5999999865889549,1.5000000596046448,255.0,128.0,,0.009595048626638071,1.842790863652647,-5.768900827846202e-05,True,148.0,False,12,False,10,,xNeestah,b14207431fb,13,2841.330078125,3059.1201171875,16.989999771118164,5837.5,22200.10009765625,4.699999988079071,0.0,-0.29999999329447746,-1360.7000732421875,200.0,0.0,,0.009587573465539425,1.294658140340342,-0.00023843887043958065,True,0.0,False,6,False,8,,TotalRAWR,2533274821298753,12.0,3036.4599609375,-3168.56005859375,17.0,626.5999984741211,20016.400146484375,0.7000000029802322,0.0,0.7999999821186066,0.3999999910593033,255.0,128.0,,0.00957495007911941,1.5395516221271235,-7.329262241583524e-05,True,10,8,False,198.6913376213402,True,,
7,635,16,True,True,0,1703.5314480345855,739.6199951171875,4663.7998046875,95.81999969482422,-25011.4990234375,8509.099731445312,2772.0001220703125,-2063.6000061035156,-4380.799865722656,3542.5,0.0,-0.329575664832789,-2.221161936799359,-1.6811343304737367,76561198039309853,enpitsu,27.0,919.6300048828125,4569.490234375,178.97999572753906,-17470.699462890625,14873.699951171875,1595.3999328613281,-5012.5,-2241.0000610351562,-319.0999984741211,255.0,0.0,0.4419040959916166,2.9130790112271354,0.5085636358750014,True,4,72.0,False,3,False,,bf81d8692db,games5425898691,21.0,-1274.6800537109375,2969.68994140625,17.010000228881836,724.7000122070312,19097.39990234375,2.3000000417232513,0.0,0.09999999776482582,-2005.0999450683594,255.0,0.0,,0.009581750996436126,1.4569453974569395,-1.8751325257413607e-05,True,129.0,False,12,False,10,,xNeestah,b14207431fb,13,948.8499755859375,5102.97998046875,336.1300048828125,-18343.199462890625,-7.300000190734863,-9054.299926757812,-7.5,-1961.1000061035156,7.5,199.0,255.0,,0.516398373806676,3.1308142598822197,-1.5761419921601916,True,199.0,False,6,False,8,,TotalRAWR,2533274821298753,12.0,2679.199951171875,1001.72998046875,17.0,-6364.4000244140625,21876.99951171875,3.1999999284744263,0.0,0.19999999552965164,0.7000000029802322,255.0,128.0,,0.009567162426568241,1.854011610201574,-2.3269343987985916e-05,True,10,8,False,136.0,False,,
8,906,17,False,False,1,5196.808520060227,18.15999984741211,17.8700008392334,95.05000305175781,20026.700439453125,24443.60107421875,3700.7000732421875,525.9999847412109,-656.6000366210938,943.3000183105469,1.0,-0.005492888642110346,-0.007859120004347036,-0.0043536487201660465,2533274821298753,TotalRAWR,12.0,-119.11000061035156,-142.97999572753906,55.18000030517578,18524.3994140625,13357.39990234375,2705.7000732421875,-1621.6999816894531,3974.5999145507812,-1488.9999389648438,254.0,102.0,-0.0833010551208572,2.581457311357726,0.008831691574211863,True,4,0.0,False,3,False,,b14207431fb,xNeestah,14.0,-2.440000057220459,-1525.22998046875,17.010000228881836,-889.5999908447266,13510.6005859375,2.3000000417232513,0.5999999865889549,-5.0,-896.8000030517578,197.0,0.0,,-0.009581308853634308,1.4683414851979084,-0.0003261672865825697,True,62.0,False,False,False,False,,enpitsu,76561198039309853,27,-21.299999237060547,3615.489990234375,17.049999237060547,769.4999694824219,-10024.000244140625,2.7000001072883606,0.19999999552965164,-0.29999999329447746,25.899999141693115,255.0,128.0,False,-0.016669966332661528,-1.650624590932638,-3.681108994072818e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,37.369998931884766,478.8699951171875,62.59000015258789,-1402.4000549316406,-22738.9990234375,3102.9000854492188,2791.400146484375,-111.70000076293945,815.5999755859375,128.0,115.0,,-0.07187778577349478,-1.6656861608052804,0.004751774161313944,True,4,3,False,31.0,False,,
9,973,19,False,False,0,8663.857044240636,-2156.919921875,-3431.610107421875,197.72000122070312,4981.499938964844,9674.199829101562,7290.5999755859375,512.7000045776367,3674.5001220703125,-4715.299987792969,0.0,-0.6364947212322747,0.9505446052785933,0.44694496406977496,76561198039309853,enpitsu,27.0,-2142.989990234375,-3576.510009765625,114.41999816894531,-17059.69970703125,-3666.7001342773438,3317.7999877929688,-1166.1000061035156,291.3999938964844,-3375.2999877929688,128.0,0.0,0.018789678276254464,2.8274582961582064,0.0187917285252276,True,2,73.0,False,1,False,,bf81d8692db,games5425898691,21.0,2250.739990234375,1891.699951171875,17.0,11012.60009765625,-16130.400390625,3.3000001311302185,0.7999999821186066,-1.2999999523162842,339.1999816894531,255.0,203.0,,0.009595996676309806,-0.9776991074524649,0.00010805472325880311,False,0.0,False,4,False,4,,xNeestah,b14207431fb,14,-3713.25,-261.29998779296875,17.010000228881836,-14205.30029296875,-12903.00048828125,2.3000000417232513,-4.699999988079071,-5.0,851.6999816894531,188.0,215.0,False,0.009598575509876998,-2.3275314565016405,-3.8974368135834354e-05,True,255.0,False,False,False,False,,TotalRAWR,2533274821298753,12.0,-2102.72998046875,-3171.5,119.48999786376953,-3778.699951171875,-18716.300048828125,-148.100004196167,1131.500015258789,-5374.5001220703125,-289.59999084472656,254.0,128.0,,0.05480265006987612,-1.370893859230835,1.8408284243152007,True,6,5,False,0.0,False,,False
