,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,177,0,False,False,1,5212.77654406886,4.110000133514404,4.090000152587891,91.08999633789062,816.8000030517578,-4676.199951171875,-1632.7000427246094,-1211.1000061035156,-1611.300048828125,-780.8999633789062,1.0,0.01592121208476015,0.10240592582860769,-0.016465504067217644,2533274927462919,Scubame7,11.0,-12.65999984741211,-158.11000061035156,88.68000030517578,713.0000305175781,7261.099853515625,1206.8000030517578,1863.6000061035156,2315.500030517578,-4356.700134277344,255.0,94.0,,-0.04103791688947242,1.7200545995140715,0.06690307309239232,True,3,False,4,1.6924903623519403,True,,7446556733963769775,Boss_Dems,16.0,-79.62000274658203,-2325.679931640625,17.059999465942383,66.5999984741211,13337.60009765625,2.0000000298023224,-0.0,-0.7000000029802322,0.0,255.0,128.0,,-0.016731791923143533,1.57583125908918,6.469195024039728e-05,True,4,116.0,False,False,4,,enpitsu,76561198039309853,27,4.460000038146973,127.5199966430664,103.58999633789062,360.29998779296875,-3344.5001220703125,2248.2000732421875,-4832.799987792969,-677.6999664306641,2536.6000366210938,255.0,128.0,,-1.1345143034320722,1.6004618545191043,-3.0975350525942305,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,-2689.0,3960.949951171875,17.010000228881836,-19716.99951171875,4601.600036621094,2.800000011920929,0.3999999910593033,-0.29999999329447746,1933.3999633789062,255.0,255.0,-0.009578935371856329,0.16238591771741184,4.867983405441233e-05,True,False,False,0.0,False,False,,
1,188,0,False,False,1,5167.629868811147,199.0800018310547,19.579999923706055,93.1500015258789,4255.5999755859375,-184.3000030517578,0.0,753.6000061035156,1883.0999755859375,1516.7999267578125,1.0,0.22951678632956551,-0.49654506948078264,-0.6649483500439156,2533274927462919,Scubame7,11.0,-3.1700000762939453,-107.47000122070312,99.9800033569336,407.5,1339.7999572753906,47.199997901916504,-4176.199951171875,3416.4999389648438,1065.8000183105469,255.0,60.0,,-0.451878160887185,-0.4615712315194902,2.8180342564095846,True,3,False,4,0.0,False,,7446556733963769775,Boss_Dems,16.0,-72.70999908447266,-1729.31005859375,17.059999465942383,1012.6000213623047,13998.399658203125,2.3000000417232513,-0.09999999776482582,-1.0000000149011612,-1507.5999450683594,255.0,0.0,,-0.016748931854598016,1.649113616311528,-0.0002744411023292223,True,4,116.0,False,False,4,,enpitsu,76561198039309853,27,40.150001525878906,209.5800018310547,179.77000427246094,1077.9000091552734,2664.89990234375,1206.2999725341797,4655.199890136719,2027.2999572753906,606.5999984741211,255.0,128.0,,0.6942226037635126,1.060320320004184,2.9865230802185825,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-3453.260009765625,3820.6201171875,17.010000228881836,-14730.6005859375,-10150.10009765625,2.800000011920929,0.3999999910593033,-0.0,1978.699951171875,255.0,255.0,-0.009584772102427063,-0.6757558704422139,4.5393358399616284e-05,True,False,False,255.0,False,False,,
2,214,1,False,False,1,5144.269778589082,540.1900024414062,8.050000190734863,101.38999938964844,2269.499969482422,24708.20068359375,8397.2998046875,4660.10009765625,302.39999771118164,3767.0999145507812,1.0,-0.988173036912864,-2.7384969045917087,2.999895238971434,7446556733963769775,Boss_Dems,16.0,536.760009765625,-178.07000732421875,17.059999465942383,8627.7001953125,20649.7998046875,-2.5999999046325684,1.1999999731779099,3.400000035762787,-1733.3000183105469,255.0,13.0,,-0.016777303691070774,2.0100398491883213,-0.00020379487083713318,True,4,False,4,34.53912254815461,True,,2533274927462919,Scubame7,10.0,57.040000915527344,8.350000381469727,16.780000686645508,3168.800048828125,447.09999084472656,51.99999809265137,66.19999885559082,18.50000023841858,-1820.3999328613281,254.0,0.0,,-0.009405176424777225,2.9280614107169725,-0.0044774503803282914,True,4,0.0,False,False,4,,enpitsu,76561198039309853,27,139.8800048828125,461.80999755859375,22.31999969482422,981.6999816894531,1896.1000061035156,-2626.400146484375,1614.9000549316406,-4677.799987792969,596.5000152587891,255.0,255.0,,-0.17557943312809707,-2.7908818355974923,-0.051660394447697836,True,31.0,False,4,False,2,,games5425898691,bf81d8692db,21.0,-3491.739990234375,2503.949951171875,17.0,14036.500244140625,-11076.400146484375,1.899999976158142,-0.29999999329447746,0.29999999329447746,1969.7000122070312,255.0,255.0,-0.009592649079886894,-2.5429075354009574,3.752061013123069e-05,True,False,False,214.2706237428932,True,False,,
3,284,3,False,False,0,9507.049703056146,-1156.8599853515625,-4363.47021484375,162.1199951171875,-12166.600341796875,24426.99951171875,3597.0999145507812,-3598.0999755859375,4786.199951171875,-381.3999938964844,0.0,-0.6757082744739131,-1.0526284021276147,-2.2508672450954443,bf81d8692db,games5425898691,21.0,-1034.5799560546875,-4564.259765625,21.969999313354492,-22014.69970703125,5814.2999267578125,2998.5000610351562,-0.3999999910593033,0.0,-1842.7999877929688,255.0,0.0,,0.009581930646262095,2.8212300698444563,-0.00012180379594232613,True,False,False,3,116.0,False,,76561198039309853,enpitsu,27.0,-1695.0999755859375,-2256.0,17.059999465942383,-2029.1999816894531,-13407.60009765625,2.3999999463558197,0.29999999329447746,1.5999999642372131,2094.9000549316406,255.0,255.0,,0.016734271073668212,-1.6776954397234345,0.0001743667567571366,True,4,27.835776234185825,True,False,4,11.0,Scubame7,2533274927462919,10,-3111.68994140625,140.83999633789062,17.010000228881836,-14713.800048828125,-2643.599853515625,2.800000011920929,-2.3999999463558197,-0.3999999910593033,1682.7999877929688,254.0,230.0,,0.009596333559662622,-2.938498512938929,7.224390416690593e-05,True,,False,6,False,6,,Boss_Dems,7446556733963769775,11.0,-3627.909912109375,-4107.10986328125,19.770000457763672,-17410.10009765625,3008.599853515625,1034.4000244140625,-2105.0,2322.4000549316406,-2831.099853515625,255.0,10.0,-0.03772886485468121,2.8407813222375777,0.0816432822072553,True,False,6,255.0,False,6,,False
4,323,5,False,False,1,4439.843576676599,2790.300048828125,1124.550048828125,150.47000122070312,2256.6000366210938,7334.000244140625,6675.30029296875,827.0999908447266,910.0,-5872.60009765625,1.0,0.5096153404505039,0.5367429143009657,1.8045962406598746,2533274927462919,Scubame7,10.0,2760.050048828125,962.6099853515625,77.66000366210938,-16170.10009765625,1839.2999267578125,2967.0001220703125,4513.900146484375,152.70000457763672,1848.0999755859375,255.0,0.0,False,0.026061804168794795,0.12974464021084423,-0.1846134146095649,True,6,False,8,182.88254601211958,True,,7446556733963769775,Boss_Dems,11.0,3330.18994140625,1752.8800048828125,17.020000457763672,-12285.0,-19438.1005859375,4.1999998688697815,3.0000001192092896,3.799999952316284,1064.800033569336,255.0,128.0,False,-0.016745488630266973,-1.0481972871060592,3.9438649638054286e-05,True,6,174.0,False,False,6,,enpitsu,76561198039309853,27,463.8500061035156,3826.0,17.059999465942383,-5731.099853515625,13685.799560546875,1.8000000715255737,0.19999999552965164,-0.7999999821186066,-17.899999618530273,255.0,255.0,,-0.016774644586207213,1.1764736114010763,7.537542036539298e-05,True,31.0,False,4,False,4,,games5425898691,bf81d8692db,21.0,2826.780029296875,2308.919921875,16.950000762939453,-2856.4999389648438,-16726.700439453125,-235.9000015258789,-64.40000057220459,742.7999877929688,-2260.5999755859375,255.0,0.0,-0.01220721548138133,-1.2978775904590636,0.02910650478829861,True,False,4,116.0,False,4,,
5,448,9,False,False,0,9204.516636585842,-3639.1298828125,-3646.260009765625,119.22000122070312,1021.9999694824219,13691.099853515625,5992.9998779296875,3461.9000244140625,1412.2000122070312,-4692.60009765625,0.0,0.610784150377451,-2.3799363013091304,2.2470543687105358,76561198039309853,enpitsu,27.0,-3704.929931640625,-3766.570068359375,16.139999389648438,-11782.7001953125,12753.199462890625,32.799999713897705,237.09999084472656,-18.99999976158142,-1756.9000244140625,255.0,0.0,False,0.027508103531155972,2.2404250977820315,0.008633773863678043,True,4,False,4,0.0,False,,bf81d8692db,games5425898691,21.0,-2431.219970703125,-3680.760009765625,17.020000457763672,3161.300048828125,11939.89990234375,1.5999999642372131,0.09999999776482582,0.7999999821186066,-1843.699951171875,255.0,34.0,,0.009551818058729247,1.2836710673736544,-0.00015509731527098012,True,4,108.0,False,False,4,,Scubame7,2533274927462919,10,-3275.159912109375,-2849.669921875,17.010000228881836,-17629.599609375,7511.5997314453125,2.800000011920929,-0.29999999329447746,0.0,-2001.6999816894531,255.0,98.0,False,0.00957946533037183,2.663361583070895,-4.1968202266049404e-05,True,110.0,False,8,False,8,,Boss_Dems,7446556733963769775,11.0,-2579.2099609375,42.79999923706055,17.059999465942383,-10012.7001953125,4939.4000244140625,2.7000001072883606,0.0,0.0,2440.800018310547,255.0,230.0,0.01671889644918942,2.7463494515673124,-8.027879263578538e-06,True,False,6,174.0,False,6,,False
6,491,11,False,False,1,4367.008226378649,3480.830078125,1620.1400146484375,273.3999938964844,1761.199951171875,26902.39990234375,6707.80029296875,4054.2001342773438,1778.800048828125,4049.5001220703125,1.0,0.5806791210732546,-1.1623813540207362,1.492897319304927,7446556733963769775,Boss_Dems,11.0,3450.14990234375,1389.449951171875,259.55999755859375,9224.7998046875,19205.999755859375,2078.6000061035156,-2164.600067138672,4846.300048828125,1441.300048828125,255.0,6.0,False,0.11879560247680111,1.4850968783943617,0.5837779222384294,True,7,False,8,126.0,False,,2533274927462919,Scubame7,10.0,3920.409912109375,1410.8599853515625,34.65999984741211,-4579.89990234375,1256.6999816894531,-1686.6999816894531,-1031.6999816894531,2009.7999572753906,2005.0,255.0,255.0,False,-0.30955730221583067,0.302169256439764,-0.10335620020146576,True,8,141.0,False,False,8,,enpitsu,76561198039309853,27,3486.800048828125,1581.550048828125,94.4000015258789,-12109.7998046875,-13847.39990234375,2538.3999633789062,1512.4000549316406,-5245.4998779296875,-668.1999969482422,255.0,0.0,False,-0.5590277150675621,-1.214930341383426,0.5623182493233144,True,0.0,False,6,False,5,,games5425898691,bf81d8692db,21.0,1005.260009765625,2359.610107421875,17.020000457763672,-13870.999755859375,-365.09998321533203,1.5999999642372131,-0.5000000074505806,-0.0,-2173.3999633789062,255.0,0.0,-0.009576263447377617,0.036811668906677156,-6.296915412734222e-05,True,False,4,108.0,False,4,,
7,549,13,False,False,0,9441.169237087486,-1923.8699951171875,-4245.0498046875,188.30999755859375,-23912.60009765625,-1820.2999877929688,-1703.5000610351562,-1364.2999267578125,-3407.60009765625,-4746.099853515625,0.0,-0.6890855472889631,0.6857673053698086,1.5072026673758352,bf81d8692db,games5425898691,21.0,-1681.0899658203125,-4212.14013671875,147.67999267578125,-15614.3994140625,-4267.0001220703125,2859.4000244140625,-119.0999984741211,103.19999694824219,-849.1999816894531,255.0,128.0,,-0.15781186004184533,2.9345188036348095,0.03369493542644907,True,4,False,6,116.0,False,,76561198039309853,enpitsu,27.0,-746.7999877929688,-80.8499984741211,76.06999969482422,13704.000244140625,-15174.000244140625,2690.5999755859375,4477.9998779296875,3177.5,-316.5999984741211,255.0,128.0,False,0.3132594281767099,-0.9708175940234122,-0.0027820702952623326,False,7,0.0,False,False,8,,Scubame7,2533274927462919,10,-1728.0899658203125,-1896.8900146484375,17.010000228881836,2508.699951171875,-6731.400146484375,3.100000023841858,-1.0000000149011612,-0.29999999329447746,-2285.5999755859375,156.0,0.0,False,0.009658171868845235,-1.2270284223094687,-1.1460662119890796e-05,True,67.0,False,8,False,8,,Boss_Dems,7446556733963769775,11.0,-2520.909912109375,-4095.18994140625,75.62999725341797,22657.80029296875,-877.3999786376953,3853.9999389648438,127.79999732971191,-907.3000335693359,2354.2999267578125,255.0,128.0,-0.06120793721032019,0.31740142382921077,-0.006273566222902366,True,False,8,9.940378183959677,True,10,,False
8,620,16,False,False,1,3779.3962558328712,3981.669921875,2957.68994140625,969.97998046875,-13727.5,15968.800048828125,4818.299865722656,262.09999084472656,2093.3999633789062,5616.7999267578125,1.0,-0.10259831968081837,-2.033895939971802,-2.2593775263297347,2533274927462919,Scubame7,10.0,4076.5400390625,2792.719970703125,903.9199829101562,-2962.2000122070312,11899.300537109375,6928.900146484375,-2153.2000732421875,-0.0,0.09999999776482582,255.0,255.0,,0.48470555038638247,1.5816101772939468,-1.565739336242317,True,8,False,9,0.0,False,,7446556733963769775,Boss_Dems,11.0,-3088.7900390625,4126.4599609375,18.739999771118164,-19107.900390625,-9538.900146484375,717.7999877929688,-2640.5999755859375,-1696.3999938964844,-1165.999984741211,255.0,255.0,,0.016301583850115747,-0.6786518377157711,0.14692694422874017,True,10,248.76919545153137,True,False,10,,enpitsu,76561198039309853,27,-3073.7099609375,4084.9599609375,84.16999816894531,-8855.499877929688,7864.5001220703125,1718.0000305175781,-4141.099853515625,-2785.10009765625,2311.6000366210938,255.0,0.0,,-1.2117749245787055,-2.2409946693880087,3.133621842781198,True,0.0,False,10,False,9,,games5425898691,bf81d8692db,21.0,2532.93994140625,4334.89990234375,17.010000228881836,3527.60009765625,-7927.2998046875,2.8999999165534973,-0.0,-0.0,2499.9000549316406,255.0,255.0,-0.00950699810154541,-2.026462641927883,3.5428796988456784e-06,True,False,4,116.0,False,6,,
9,726,19,False,False,0,8159.01809088764,-549.3300170898438,-3011.64990234375,426.05999755859375,14167.60009765625,17569.49951171875,2875.8999633789062,2864.2999267578125,-1786.3999938964844,-4960.199890136719,0.0,0.8427178999259759,2.866641681970908,-0.5433957948324089,bf81d8692db,games5425898691,21.0,-660.969970703125,-3186.010009765625,325.95001220703125,11403.1005859375,19584.89990234375,428.6000061035156,-2178.5000610351562,4038.5000610351562,3032.0999145507812,255.0,7.0,,0.209251075671773,1.4895158769065007,1.0343224447680446,True,5,False,8,161.66799999052478,True,,76561198039309853,enpitsu,27.0,554.3699951171875,-3607.050048828125,143.52000427246094,-14429.000244140625,7569.1998291015625,3418.599853515625,513.1000137329102,1060.5000305175781,-1507.5,128.0,0.0,,-0.3099430296942534,2.268600775036348,0.05802157026850323,True,11,0.0,False,False,12,,Scubame7,2533274927462919,10,-1716.8399658203125,-3943.31005859375,17.020000457763672,3639.7000122070312,13639.599609375,-1.2999999523162842,-0.7999999821186066,-3.400000035762787,818.3000183105469,255.0,128.0,,0.009565499463370085,1.3724747631933274,-0.000261607461297011,True,8.985539743977213,True,10,False,10,,Boss_Dems,7446556733963769775,11.0,666.4199829101562,-2386.739990234375,254.66000366210938,-20470.6005859375,-2846.4999389648438,3351.300048828125,-64.20000076293945,681.2999725341797,181.70000076293945,255.0,112.0,-0.7017263106897411,-2.81908071973403,-0.07301439061266074,True,False,10,188.15774613298393,True,12,,
