,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,171,0.0,False,False,1,5197.946121955038,10.640000343322754,18.010000228881836,93.05999755859375,17338.800048828125,25051.201171875,1172.3999786376953,-667.2000122070312,287.8000068664551,5955.8001708984375,1.0,0.0029632373821965254,-0.05763167144936429,0.00637485977686638,76561198387707174,Squishy Browniez,9.0,-121.87000274658203,-174.42999267578125,66.20999908447266,14764.89990234375,17328.800048828125,2972.9000854492188,865.1000213623047,1986.199951171875,-545.099983215332,128.0,0.0,False,0.004573393740701616,1.9866941768815398,0.017682798518211643,True,5,False,6,0.0,False,,76561198855022967,Squishy Rasenmäher,5.0,-2978.8798828125,-4079.77001953125,18.780000686645508,-19767.099609375,8168.0999755859375,2.800000011920929,-0.0,0.09999999776482582,-1961.0000610351562,255.0,0.0,,0.004779808179465464,0.47357462177410603,-6.442150681267968e-06,True,255.0,False,False,False,False,,enpitsu,76561198039309853,26,-0.0,2870.050048828125,17.049999237060547,-0.0,-12185.799560546875,2.7000001072883606,0.9000000357627869,-0.0,0.0,255.0,,,-0.016655219891015476,-1.5708184387168795,1.2536511309949056e-07,True,116.0,False,False,2,False,,games5425898691,bf81d8692db,24.0,32.5,617.4400024414062,45.900001525878906,-509.0999984741211,-19709.89990234375,3226.099853515625,415.2000045776367,-10.700000524520874,11.799999475479126,255.0,128.0,,-0.01824402144827663,-1.5450729834662027,2.4703520784068045e-05,True,False,False,4,31.0,False,
1,279,3.0,False,False,1,2004.035976195726,2891.75,4957.9501953125,1476.530029296875,-12492.7001953125,2044.1999816894531,5378.800048828125,-3724.8001098632812,-3456.099853515625,1192.2000122070312,1.0,-1.0016624296177066,2.231325471603374,-1.8371335351975995,76561198387707174,Squishy Browniez,9.0,3073.570068359375,4945.1201171875,1342.260009765625,-3249.8001098632812,2259.1000366210938,11276.500244140625,-643.3999633789062,-1179.1000366210938,234.50000762939453,255.0,255.0,,1.2457997268713163,0.6011575639589145,-1.5908585434053486,True,8,False,8,18.466064512088735,True,,76561198855022967,Squishy Rasenmäher,5.0,-197.1300048828125,1157.469970703125,18.760000228881836,8099.0997314453125,11322.39990234375,9.900000095367432,6.1000001430511475,-2.3999999463558197,-147.2000026702881,255.0,,,0.004441509166041801,2.2116808961274264,-0.00010955391824555805,True,244.0,False,4,4,False,,enpitsu,76561198039309853,27,1734.7900390625,5102.93017578125,1058.1800537109375,-7156.099853515625,-1.7000000178813934,6305.7000732421875,3.0000001192092896,93.29999923706055,2.3999999463558197,,,,0.7881419652021676,0.024169976466624818,-1.5536264028063584,True,255.0,False,False,2,False,,games5425898691,bf81d8692db,24.0,-3474.280029296875,148.4600067138672,16.989999771118164,1609.7999572753906,21460.70068359375,4.799999892711639,-0.0,0.7000000029802322,-1931.199951171875,255.0,0.0,,-0.009571736313389425,1.7150824796147717,-7.21405152866124e-05,True,4,False,4,255.0,False,
2,320,5.0,False,False,0,9919.202585807978,-1238.72998046875,-4773.27978515625,1510.949951171875,2037.2000122070312,13899.200439453125,-1021.9000244140625,1745.3999328613281,2628.699951171875,-5103.2000732421875,0.0,0.16275805294931397,2.9154444248030473,2.551885821333294,76561198039309853,enpitsu,26.0,-1191.9100341796875,-4945.4599609375,1442.2099609375,-1088.6000061035156,6536.199951171875,-3948.5000610351562,-1056.8000030517578,-14.800000190734863,805.1999664306641,0.0,,,-0.9096357892775349,0.24607632509861915,-1.7876548603531848,True,False,2,4,255.0,False,,bf81d8692db,games5425898691,24.0,1522.02001953125,-2937.550048828125,16.989999771118164,-16197.39990234375,-16113.499755859375,4.600000083446503,0.09999999776482582,0.3999999910593033,5.799999833106995,255.0,128.0,,0.009612458463212115,-2.3581450709018097,3.068872328544529e-05,True,200.0,False,4,4,False,,Squishy Rasenmäher,76561198855022967,5,-146.4499969482422,-2623.68994140625,18.780000686645508,2958.800048828125,-9278.300170898438,2.800000011920929,0.3999999910593033,-1.5000000596046448,-580.8000183105469,129.0,23.0,,-0.004802503085959855,-1.2136797489391447,0.0001488411446645864,True,244.0,False,False,4,4,,Squishy Browniez,76561198387707174,9.0,-1231.5699462890625,-5089.27001953125,1628.6300048828125,13115.6005859375,-951.6999816894531,-5126.500244140625,1447.8999328613281,2026.7999267578125,-453.8999938964844,255.0,255.0,,0.4295055456052677,-0.0620704408924277,-1.8043387443506684,True,8,False,8,0.0,False,
3,374,7.0,False,False,0,7218.71963699117,-838.4199829101562,-2078.489990234375,136.11000061035156,5194.1998291015625,24461.79931640625,221.39999389648438,1921.6999816894531,-243.60000610351562,-3915.0,0.0,0.5600914849680956,-2.5382767858423865,2.9062693118382126,bf81d8692db,games5425898691,24.0,-878.2100219726562,-2264.169921875,15.220000267028809,-301.200008392334,20240.899658203125,-1493.8999938964844,-5011.400146484375,1818.800048828125,-1351.7999267578125,255.0,0.0,,0.06472232127544651,1.5148987473682276,0.0172507171296045,True,4,False,4,145.28105808073477,True,,76561198039309853,enpitsu,26.0,-1375.47998046875,-3804.0400390625,17.059999465942383,-676.8000030517578,8451.799926757812,1.2999999523162842,0.0,-0.9000000357627869,-493.10001373291016,255.0,128.0,False,0.01665956120378888,1.6096327127191903,0.0003311188180925011,True,255.0,False,4,False,2,,Squishy Rasenmäher,76561198855022967,5,650.1900024414062,-1923.280029296875,18.780000686645508,-1987.7999877929688,19230.50048828125,4.000000059604645,0.09999999776482582,-0.29999999329447746,0.9000000357627869,255.0,128.0,False,-0.004799445992328365,1.6739655874259605,3.4866341627461815e-05,True,156.22495485633934,True,False,4,4,,Squishy Browniez,76561198387707174,9.0,1031.68994140625,-4174.3701171875,18.780000686645508,15592.099609375,4512.60009765625,2.800000011920929,0.19999999552965164,0.29999999329447746,-1545.2999877929688,255.0,0.0,,-0.004821337150630688,0.25327859408115944,6.593833980275068e-05,False,10,False,10,0.0,False,
4,386,7.0,False,False,0,6176.339580673902,-615.7899780273438,-1029.97998046875,96.5,4852.799987792969,22825.80078125,1254.4000244140625,-1680.3999328613281,500.2000045776367,-3915.0,0.0,0.42155127293668593,1.6345274088893085,2.180347049310099,bf81d8692db,games5425898691,24.0,-679.4500122070312,-1259.9200439453125,16.989999771118164,3628.2998657226562,22711.99951171875,2.0999999344348907,0.7999999821186066,0.3999999910593033,81.80000305175781,255.0,128.0,,0.009656922300295846,1.421479683254683,-7.965074946413726e-05,True,4,False,4,107.6525593111592,True,,76561198039309853,enpitsu,26.0,-1385.68994140625,-3429.72998046875,17.059999465942383,-776.6000366210938,11235.30029296875,-2.3000000417232513,0.0,4.600000083446503,1343.800048828125,255.0,128.0,False,0.016689771918639764,1.6258734950935623,0.00036045711119841496,True,229.90578953937816,True,4,False,2,,Squishy Rasenmäher,76561198855022967,5,558.3099975585938,-1035.6400146484375,18.780000686645508,-2368.300018310547,22877.7001953125,4.000000059604645,0.09999999776482582,-0.29999999329447746,0.0,255.0,128.0,False,-0.004799445992328365,1.6739655874259605,3.4866341627461815e-05,True,118.59645608676375,True,False,4,4,,Squishy Browniez,76561198387707174,9.0,1716.02001953125,-4161.3701171875,18.780000686645508,15721.99951171875,-974.8999786376953,2.800000011920929,-0.29999999329447746,-0.09999999776482582,1354.7999572753906,255.0,255.0,,-0.004779185620542975,-0.05351741896237408,-0.00011493786858516652,False,10,False,10,31.0,False,
5,398,8.0,False,True,0,5194.773166532346,-403.55999755859375,-31.3799991607666,94.80999755859375,4622.200012207031,21733.40087890625,675.8999633789062,-3832.6998901367188,944.1000366210938,-3915.0,0.0,0.913055677332281,-0.6512887878599739,1.4793348234630677,bf81d8692db,games5425898691,24.0,-508.2900085449219,-334.07000732421875,16.989999771118164,6252.60009765625,22133.701171875,2.199999988079071,0.0,-0.09999999776482582,-167.09999084472656,255.0,128.0,,0.009604251227689655,1.2786659882450204,7.541907594658976e-05,True,4,False,4,70.10973773207715,True,,76561198039309853,enpitsu,26.0,-1496.4100341796875,-2851.169921875,17.059999465942383,-3529.4000244140625,15676.8994140625,-4.000000059604645,-0.5000000074505806,0.19999999552965164,4.099999964237213,255.0,128.0,False,0.016760632431982468,1.7927716609807147,-2.0633331891943165e-05,True,192.36296796029612,True,4,False,2,,Squishy Rasenmäher,76561198855022967,5,327.29998779296875,68.75,18.780000686645508,-7771.199951171875,21647.2998046875,4.000000059604645,0.0,-0.09999999776482582,54.099998474121094,255.0,128.0,False,-0.004808105598808825,1.9225886467017665,2.107465713667177e-05,True,90.20382812715346,True,False,4,4,,Squishy Browniez,76561198387707174,9.0,2565.7099609375,-4147.2099609375,18.780000686645508,19280.0,1182.7999877929688,3.100000023841858,-1.0999999940395355,-0.29999999329447746,1130.8000183105469,255.0,255.0,,-0.004774701107784422,0.06955905495334583,-7.436186387730849e-05,True,10,False,10,0.0,False,
6,409,8.0,False,False,0,4385.020693030247,-303.5199890136719,795.1900024414062,96.26000213623047,-18368.699951171875,29946.8994140625,3337.0001220703125,1064.1000366210938,-613.6999893188477,5872.80029296875,0.0,-0.5271711063933339,-2.1609898794103146,1.2456089025267056,bf81d8692db,games5425898691,24.0,-285.25,631.7100219726562,94.30000305175781,2231.7999267578125,21727.7001953125,1723.3999633789062,-4536.600036621094,-1412.1000671386719,2770.1998901367188,255.0,154.0,,0.8698693435925405,1.6417861292956288,-0.15360040133195482,True,5,False,6,54.0,False,,76561198039309853,enpitsu,26.0,-1838.31005859375,-2118.570068359375,17.059999465942383,-12628.599853515625,15548.299560546875,-4.000000059604645,3.4999999403953552,-4.300000071525574,846.1000061035156,255.0,128.0,False,0.016785639367035796,2.308328191968331,-0.00023679096734958454,True,204.0,False,4,False,2,,Squishy Rasenmäher,76561198855022967,5,13.649999618530273,720.8599853515625,57.09000015258789,-18095.999755859375,13920.799560546875,2773.0999755859375,791.3999938964844,-2052.5,2476.1000061035156,255.0,255.0,False,0.010530698620490516,2.339017104718694,-0.01676951884633663,True,71.0,False,False,6,5,,Squishy Browniez,76561198387707174,9.0,3211.25,-3903.699951171875,18.780000686645508,11436.199951171875,12498.900146484375,2.7000001072883606,0.29999999329447746,0.29999999329447746,2445.800018310547,255.0,255.0,False,-0.004809383551605046,0.970560116272461,-5.11395671178573e-06,True,10,False,10,251.86069674389336,True,
7,527,12.0,False,False,1,8721.304208885069,2260.0,-3473.97998046875,693.9199829101562,-10115.999755859375,21095.0,-8258.599853515625,-5557.60009765625,-2171.9000244140625,628.6999893188477,1.0,-0.667357976866075,1.7020174500347303,2.4289586236585463,76561198855022967,Squishy Rasenmäher,5.0,2344.4599609375,-3602.639892578125,704.5999755859375,-7347.7001953125,14025.6005859375,-532.5,-197.00000762939453,5327.0001220703125,-1354.1000366210938,255.0,59.0,True,-0.8971032355755305,2.8128883541398526,-0.05239254124743505,True,7,False,8,148.52168607455434,True,,76561198387707174,Squishy Browniez,9.0,-433.1700134277344,-4054.97998046875,18.780000686645508,11717.5,-1709.2999267578125,2.800000011920929,-0.7999999821186066,-0.29999999329447746,-1329.7999572753906,0.0,0.0,False,0.004935894227121458,-3.0105388723284556,0.00016711210918555426,True,227.0,False,14,14,False,,enpitsu,76561198039309853,26,2608.330078125,-2405.169921875,128.0500030517578,-7068.3001708984375,-19741.199951171875,3640.4000854492188,0.7999999821186066,0.9000000357627869,-75.19999980926514,255.0,0.0,False,-0.016902015078958565,-1.2270492482367157,3.18346632473231e-05,True,151.0,False,2,6,False,,games5425898691,bf81d8692db,24.0,-2789.89990234375,-953.2899780273438,17.0,9585.10009765625,19211.99951171875,3.3000001311302185,-1.0999999940395355,-2.3999999463558197,-387.40001678466797,255.0,43.0,,-0.009606536115047708,2.033778261295951,-1.4767076230546057e-05,True,6,False,6,232.0,False,
8,597,15.0,False,False,1,4276.014914401987,198.66000366210938,921.22998046875,246.25,-8280.900268554688,26586.298828125,-3927.5,-1208.499984741211,-2198.2000732421875,581.8999862670898,1.0,0.19771599702788392,-2.537657724153795,-0.6364706133368914,76561198855022967,Squishy Rasenmäher,5.0,229.75,755.739990234375,225.97000122070312,-6415.30029296875,21211.59912109375,-327.40001678466797,-4730.5999755859375,2697.0001220703125,772.6000213623047,255.0,15.0,False,-0.5984453018794361,-0.060396703541177446,2.3820148118114512,True,9,False,10,56.54326882926367,True,,76561198387707174,Squishy Browniez,9.0,1509.72998046875,-2385.389892578125,18.780000686645508,8224.69970703125,11449.200439453125,2.800000011920929,-0.0,-0.0,-25.199999809265137,255.0,128.0,,0.0048035210943508785,2.1979199899354485,-2.2446850376880154e-05,True,255.0,False,14,14,False,,enpitsu,76561198039309853,26,-148.44000244140625,-5144.39990234375,17.030000686645508,-4272.099914550781,10383.199462890625,9.399999976158142,-11.799999475479126,3.0000001192092896,-552.7999877929688,255.0,128.0,False,-0.016186205415630792,1.2314573822139516,-0.00018395829102437147,True,136.890107470174,True,2,6,2,,games5425898691,bf81d8692db,24.0,-63.09000015258789,1058.02001953125,117.22000122070312,6639.1998291015625,1521.3999938964844,5372.19970703125,0.29999999329447746,-2161.4999389648438,-672.3000335693359,255.0,179.0,,0.3593170791573677,-3.022003725650386,0.03458057321597361,True,6,3,8,236.2082321413102,True,
9,599,15.0,False,False,0,6275.118627884309,-159.00999450683594,-1091.68994140625,223.39999389648438,-19794.599609375,-20986.4990234375,116.5999984741211,1271.2000274658203,-1362.4000549316406,5703.3001708984375,0.0,-0.33198261424267267,2.6959913986204955,-0.6613982723909339,bf81d8692db,games5425898691,24.0,-5.900000095367432,-1073.5799560546875,168.91000366210938,-5287.39990234375,-2571.0000610351562,4352.699890136719,1883.0999755859375,2675.1998901367188,4421.099853515625,255.0,212.0,,-0.5448008383621696,3.0361215731946176,0.03592091488048945,True,6,4,8,229.87024498242207,True,,76561198039309853,enpitsu,26.0,181.4199981689453,5055.2099609375,17.049999237060547,3780.4000854492188,-10928.900146484375,2.7000001072883606,2.3999999463558197,0.0,-150.600004196167,255.0,128.0,False,0.016599689119681568,-1.2555776180181224,1.156786134356766e-05,True,130.55212031128588,True,6,2,2,,Squishy Rasenmäher,76561198855022967,5,-218.8699951171875,-791.0800170898438,225.4499969482422,6562.1002197265625,-21199.599609375,-307.09999084472656,4732.39990234375,-2701.4999389648438,745.6999969482422,255.0,14.0,False,0.5283814306312734,0.13926967217796596,2.498324174329159,True,50.20528167037554,True,False,10,9,,Squishy Browniez,76561198387707174,9.0,-1523.4599609375,2366.320068359375,18.780000686645508,-8239.400024414062,-11439.3994140625,2.800000011920929,0.0,0.0,-19.40000057220459,255.0,128.0,,-0.004803524889087885,-2.1982591413272985,-2.16323349281614e-05,True,14,False,14,255.0,False,
