,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,173,0.0,False,True,1,5145.834764593483,-4.670000076293945,73.5999984741211,107.80999755859375,-2113.000030517578,24550.80078125,4874.2999267578125,3.799999952316284,-3.799999952316284,16.299999952316284,1.0,-0.0001349050504449991,-0.0005664452490692245,-0.00012404212017033166,bf81d8692db,games5425898691,17.0,-4.230000019073486,-246.42999267578125,21.979999542236328,5347.8997802734375,18096.099853515625,2999.1000366210938,-0.0,0.3999999910593033,530.2999877929688,255.0,172.0,-0.00958854846446946,1.849352978525876,8.876948266318458e-05,True,False,False,3,0.0,False,,76561198039309853,enpitsu,26.0,-0.0,-3899.7900390625,17.049999237060547,-0.0,8722.2998046875,2.5999999046325684,-0.3999999910593033,-0.0,0.0,255.0,,,-0.016624641281612767,1.5707738416867794,1.8640349696194356e-07,True,False,116.0,False,False,False,,Aquarius,76561198319789890,10.0,122.47000122070312,5231.68017578125,17.010000228881836,-153.80000114440918,1634.7000122070312,2.0999999344348907,-0.0,-0.7000000029802322,0.5999999865889549,255.0,128.0,,-0.009261637849980967,-1.6715820011630869,-5.998426863073056e-05,True,False,False,False,116.0,False,,CouTo KINGI,76561198107778094,12.0,3089.679931640625,3989.18994140625,17.010000228881836,-1988.3000183105469,-3333.800048828125,0.0,-0.0,-0.29999999329447746,-1742.4000549316406,255.0,0.0,,-0.009504782374714542,-1.1307184637495484,-0.0001479093848003476,True,4,4,False,242.48922155749412,True,,
1,217,1.0,False,False,0,9029.478885095328,333.57000732421875,-3805.3701171875,114.93000030517578,8863.900146484375,16854.100341796875,11455.6005859375,5817.7001953125,-549.7000122070312,-1360.8000183105469,0.0,0.003696666658615436,-0.01147735744844121,0.5023039345841884,76561198319789890,Aquarius,10.0,293.32000732421875,-3981.330078125,76.2699966430664,6812.1002197265625,19230.699462890625,2143.2000732421875,-5232.1002197265625,1694.9000549316406,41.90000057220459,255.0,137.0,0.5242036889054703,1.2618780779964867,0.002591535527068618,True,3,False,4,78.53412468459017,True,,76561198107778094,CouTo KINGI,12.0,-1414.5400390625,-4169.8798828125,17.010000228881836,12062.099609375,6211.5997314453125,2.3000000417232513,-0.5000000074505806,-0.09999999776482582,2237.899932861328,255.0,255.0,,0.009565139614356313,0.5437170011920907,6.214442766651755e-05,True,4,204.0,False,4,False,,enpitsu,76561198039309853,26.0,635.1500244140625,2415.47998046875,17.049999237060547,12500.999755859375,1678.800048828125,3.1999999284744263,0.0,0.0,2343.0999755859375,255.0,255.0,,0.016735020078456998,0.19678721932669951,-1.4761396925143221e-06,True,False,False,False,146.0,False,,games5425898691,bf81d8692db,17.0,-97.19999694824219,-2898.889892578125,16.969999313354492,4301.400146484375,-21003.5009765625,8.700000047683716,-2.800000011920929,-4.399999976158142,269.20000076293945,255.0,160.0,,0.009812274490212823,-1.3568653734016267,-0.0001971503921706352,False,4,4,False,26.44276984019946,True,,
2,320,5.0,False,False,1,8339.823518512345,-3409.27001953125,-2002.6400146484375,265.2900085449219,1753.3000183105469,22592.099609375,13627.2998046875,5497.39990234375,-1636.6999816894531,-1760.2999877929688,1.0,0.07087388261496665,0.96704629770097,0.5742947711670914,76561198039309853,enpitsu,26.0,-3421.360107421875,-2201.25,199.3300018310547,-468.80001068115234,22217.60009765625,2376.1000061035156,-3857.60009765625,3907.5,315.49999237060547,255.0,0.0,-0.2520423790432146,1.4652702444563739,0.47121785281814665,True,1,False,2,165.0,False,,bf81d8692db,games5425898691,17.0,-3612.969970703125,1.1299999952316284,17.0,-480.9000015258789,-22877.60009765625,3.400000035762787,-0.0,-0.0,-83.4000015258789,255.0,128.0,,-0.009591609834302994,-1.5418978364508522,2.9263992957241713e-05,True,4,181.0,False,4,False,,Aquarius,76561198319789890,11.0,-3457.659912109375,-1534.3800048828125,17.010000228881836,5364.2999267578125,-13549.100341796875,2.3999999463558197,-0.0,0.5000000074505806,-2758.9999389648438,128.0,0.0,True,-0.009585792855221946,-1.7988936629964907,-8.460287048508676e-05,True,4,False,4,255.0,False,,CouTo KINGI,76561198107778094,13.0,-1879.81005859375,1182.9200439453125,17.010000228881836,-10448.599853515625,6811.300048828125,2.3999999463558197,-0.19999999552965164,0.09999999776482582,-2332.7999877929688,255.0,0.0,,-0.009556957724752018,0.6436629757851331,-4.1717618509531244e-05,True,4,4,False,207.0,False,,
3,435,9.0,False,False,0,9822.431346630206,2004.81005859375,-4244.31982421875,291.9100036621094,-21573.89892578125,9669.500122070312,4895.899963378906,-3087.60009765625,2435.0,3670.2999877929688,0.0,0.11519582516075554,-1.579466449612862,0.27530036404329616,76561198107778094,CouTo KINGI,12.0,2052.39990234375,-4230.7900390625,156.9499969482422,-16971.99951171875,10840.999755859375,1306.199951171875,2600.7000732421875,-3645.7000732421875,3192.9000854492188,255.0,255.0,0.6238876327874683,2.321054851081203,-0.09171897567077958,True,5,False,6,170.0,False,,76561198319789890,Aquarius,11.0,1789.469970703125,-914.8499755859375,17.010000228881836,-9998.900146484375,-12824.69970703125,2.0999999344348907,-0.3999999910593033,-0.3999999910593033,8.999999761581421,255.0,128.0,False,0.009604403855619408,-2.2316609451671554,-7.61474458689184e-05,True,6,231.0,False,6,False,,enpitsu,76561198039309853,26.0,2060.570068359375,-3993.02001953125,125.0999984741211,-5340.10009765625,-12667.60009765625,3703.699951171875,0.3999999910593033,0.9000000357627869,397.99999237060547,128.0,128.0,,0.016920030233597637,-1.8137562073380507,-0.0024960975126522163,True,4,False,2,144.0,False,,games5425898691,bf81d8692db,18.0,-30.799999237060547,-1662.010009765625,17.010000228881836,5399.4000244140625,-8459.299926757812,2.0999999344348907,-1.8000000715255737,2.5,603.6999893188477,128.0,128.0,,0.009662897932122045,-0.9659982131741118,-7.842705699782654e-05,True,6,6,False,199.0,False,,
4,498,11.0,False,False,1,3465.912128681427,2630.320068359375,2139.219970703125,221.91000366210938,20689.7998046875,-7783.3001708984375,5900.0,617.0000076293945,-1548.5000610351562,2065.5999755859375,1.0,0.17796874461921988,-0.716614852973459,1.9486379599838182,bf81d8692db,games5425898691,18.0,2536.0,2138.949951171875,77.47000122070312,20897.099609375,-8698.200073242188,4080.10009765625,-561.1999893188477,-1340.2999877929688,41.19999885559082,255.0,170.0,0.08122467381406764,-2.74745536226676,-4.3526517655019384e-05,True,6,False,7,101.0,False,,76561198039309853,enpitsu,26.0,1679.489990234375,2650.860107421875,17.049999237060547,6775.3997802734375,-14040.2001953125,2.7000001072883606,0.19999999552965164,-0.0,-0.3999999910593033,255.0,0.0,,-0.016760536694960353,-2.0203488738522597,-1.8504823958941086e-05,True,2,144.0,False,4,False,,Aquarius,76561198319789890,11.0,756.0,3247.2900390625,17.010000228881836,13923.00048828125,2348.8999938964844,2.3999999463558197,-0.7999999821186066,-0.0,-2547.7999877929688,128.0,0.0,True,-0.009593259093614177,3.077118318689653,-5.2274366095487395e-05,True,6,False,6,255.0,False,,CouTo KINGI,76561198107778094,12.0,818.5499877929688,5259.72021484375,190.25,-1677.5999450683594,2910.10009765625,-154.7000026702881,-839.3000030517578,-3020.4998779296875,-4518.999938964844,128.0,0.0,True,-0.6483480854054703,1.0987030431641804,1.9715991951836074,True,7,6,False,131.0,False,,
5,517,12.0,False,False,1,4688.883948298689,3975.8798828125,1604.469970703125,468.3500061035156,-12150.0,-5977.7001953125,472.40001678466797,559.7000122070312,577.7000045776367,5945.8001708984375,1.0,-0.3076553285804602,-2.468866904942849,2.8724686795371763,bf81d8692db,games5425898691,18.0,3971.169921875,1547.719970703125,203.24000549316406,20951.69921875,-8552.999877929688,-308.29999923706055,1060.4000091552734,-1892.1000671386719,-2129.4000244140625,255.0,0.0,0.6808965467478565,-2.7955327042493154,-0.25158160415099834,True,6,False,8,101.0,False,,76561198039309853,enpitsu,26.0,2016.949951171875,1694.6400146484375,17.049999237060547,2109.2999267578125,-14738.299560546875,3.0000001192092896,0.5999999865889549,-1.0999999940395355,-1742.1000671386719,128.0,255.0,,-0.016822174495673678,-1.6820996973148896,-0.00020146977263789826,True,2,144.0,False,4,False,,Aquarius,76561198319789890,11.0,1460.93994140625,2981.169921875,17.010000228881836,6802.60009765625,-3130.7998657226562,2.5999999046325684,0.19999999552965164,-0.09999999776482582,1601.6999816894531,128.0,255.0,False,-0.009638773062521018,-2.6727202108018693,0.00034369652366256155,True,6,False,6,255.0,False,,CouTo KINGI,76561198107778094,12.0,707.6300048828125,5451.6298828125,122.54000091552734,-1703.800048828125,2945.1998901367188,-2857.3001098632812,3291.0000610351562,-4151.199951171875,-1478.6000061035156,128.0,0.0,True,-0.1887773785307587,-2.059110165368934,2.6816852716547905,True,8,6,False,131.0,False,,
6,545,13.0,False,False,1,4531.143576018477,2769.0,1014.0900268554688,189.9499969482422,4202.900085449219,14176.600341796875,7937.2998046875,876.1000061035156,-3839.4000244140625,4526.700134277344,1.0,-0.22494092802252486,-2.381703551940703,2.966999625228724,76561198039309853,enpitsu,26.0,2702.97998046875,921.6699829101562,89.61000061035156,15968.900146484375,217.80000686645508,3135.0,-1746.9000244140625,4782.799987792969,1765.8000183105469,255.0,255.0,-0.20981698429189036,-2.9326520898674664,-0.028695644717527207,True,3,False,6,126.0,False,,bf81d8692db,games5425898691,18.0,4078.989990234375,925.6900024414062,352.20001220703125,-3.1999999284744263,-9444.000244140625,-3396.9000244140625,85.79999923706055,1.5999999642372131,0.5999999865889549,255.0,128.0,,-0.3285908561428964,-1.5808533251356809,1.5742205671682354,True,6,101.0,False,8,False,,Aquarius,76561198319789890,11.0,2056.159912109375,2181.25,17.010000228881836,5123.499755859375,-7422.5,2.0000000298023224,-0.29999999329447746,-1.0000000149011612,72.8000020980835,128.0,128.0,False,-0.009889184644801813,-2.185862788073789,-8.511122826531312e-05,True,6,False,6,217.0,False,,CouTo KINGI,76561198107778094,12.0,521.5499877929688,5673.5400390625,29.170000076293945,-2692.0001220703125,-132.7999973297119,-218.4000015258789,-817.0999908447266,231.20000839233398,-751.6000366210938,255.0,128.0,False,-0.030678063465339772,-0.3547529352517029,-0.019260484144366277,True,8,6,False,131.0,False,,
7,678,18.0,False,False,0,8740.022717417269,-1959.6400146484375,-3535.06005859375,95.22000122070312,19399.300537109375,21815.0,2275.2000427246094,-732.7999877929688,4777.5,-1107.300033569336,0.0,-0.2520159064249326,-0.004469149019950429,-0.5045388311344383,76561198319789890,Aquarius,11.0,-2104.360107421875,-3695.219970703125,71.08000183105469,14684.89990234375,17601.99951171875,1875.8000183105469,-5331.300048828125,-1350.8999633789062,35.0,255.0,255.0,0.4137452346059642,0.7490842598378192,-0.6458131699753211,True,7,False,8,95.95921733046089,True,,76561198107778094,CouTo KINGI,13.0,-2472.989990234375,-3371.239990234375,16.959999084472656,6731.500244140625,1866.300048828125,18.50000023841858,30.69999933242798,11.699999570846558,-2418.9999389648438,255.0,0.0,,0.0094795250464053,0.263304295131785,-0.0017650130620596473,True,10,255.0,False,8,False,,enpitsu,76561198039309853,26.0,-1667.530029296875,-3384.81005859375,22.020000457763672,-497.00000762939453,6439.69970703125,3000.8999633789062,-1.899999976158142,10.199999809265137,1029.000015258789,0.0,255.0,False,0.01692401903470277,1.6413810295980817,3.254456682794722e-05,True,8,False,4,66.74877428239392,True,,games5425898691,bf81d8692db,18.0,-111.70999908447266,-1983.1199951171875,16.989999771118164,-9058.099975585938,-7188.4002685546875,4.699999988079071,-2.0000000298023224,-1.5000000596046448,-1389.2999267578125,255.0,88.0,,0.00955362027464781,-2.4968725635670825,-0.00011359747888527188,True,6,8,False,233.0,False,,True
8,681,18.0,False,False,1,2024.3283143364665,1807.3900146484375,3332.43994140625,123.77999877929688,10075.10009765625,-11519.69970703125,7721.199951171875,1355.8999633789062,-1988.3000183105469,-5496.099853515625,1.0,-0.18260284984323472,0.2253259462638621,-0.622863457865462,76561198039309853,enpitsu,26.0,1672.3599853515625,3339.85009765625,49.220001220703125,582.0999908447266,-5199.7998046875,3540.4000854492188,-503.1999969482422,-86.5999984741211,1447.8999328613281,0.0,255.0,-0.004603573447914279,-1.7401321055947157,0.0008807475024083238,True,5,False,8,60.0,False,,bf81d8692db,games5425898691,18.0,190.08999633789062,2041.5899658203125,16.989999771118164,9685.999755859375,6870.0,4.600000083446503,0.5000000074505806,0.3999999910593033,-283.29999923706055,255.0,131.0,,-0.009550297582970692,2.551516811042627,0.0001339314987012256,True,6,233.0,False,8,False,,Aquarius,76561198319789890,11.0,1989.8599853515625,3564.81005859375,80.44000244140625,-14157.5,-15960.50048828125,20.09999990463257,5448.900146484375,506.1000061035156,-550.4999923706055,255.0,255.0,True,-0.5465973862079622,-0.2580395874453352,-1.226270455387056,True,8,False,7,86.58094625319201,True,,CouTo KINGI,76561198107778094,13.0,2413.030029296875,3361.39990234375,17.010000228881836,-7530.3997802734375,-572.0999908447266,3.3000001311302185,-7.699999809265137,-0.5000000074505806,-2477.7000427246094,255.0,0.0,,-0.0095489562022956,-0.05868647940930768,-0.000415956548842725,True,10,8,False,255.0,False,,False
9,746,20.0,False,False,1,5412.630427661163,3964.699951171875,681.3400268554688,189.6999969482422,-6297.39990234375,-18956.500244140625,2439.499969482422,3618.5000610351562,260.79999923706055,4778.900146484375,1.0,0.07833155883459228,1.0251132336774993,-1.15643712055329,bf81d8692db,games5425898691,18.0,4020.840087890625,888.47998046875,233.44000244140625,20509.89990234375,-6491.5997314453125,1791.3999938964844,-1813.3000183105469,-101.30000114440918,-5128.599853515625,255.0,0.0,0.22225706780497556,-2.306098142809845,-0.028382503578131314,True,6,False,10,100.6148558893511,True,,76561198039309853,enpitsu,26.0,-706.97998046875,443.45001220703125,17.010000228881836,7866.500244140625,-3959.5999145507812,4.000000059604645,1.7000000178813934,-0.3999999910593033,-2370.0,255.0,0.0,False,-0.016675150844012415,-2.665470067035608,-0.0001659969338185448,True,6,0.0,False,8,False,,Aquarius,76561198319789890,11.0,1867.050048828125,1372.9300537109375,17.0,12153.499755859375,-814.8999786376953,3.799999952316284,0.5999999865889549,-0.0,-2781.400146484375,255.0,0.0,False,-0.009550546441849488,-2.958715344228966,-0.0001227067044714006,True,8,False,8,86.0,False,,CouTo KINGI,76561198107778094,13.0,3235.590087890625,1478.1400146484375,17.010000228881836,8282.999877929688,-7983.2000732421875,2.3999999463558197,-1.8000000715255737,-1.2999999523162842,-1881.300048828125,128.0,0.0,,-0.009910127488269098,-2.330889473167906,-6.689408956704917e-05,True,10,8,False,179.0,False,,
