,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
40,2740,74.0,False,False,1,6647.121876407672,305.7099914550781,-1480.8599853515625,121.16999816894531,9355.0,1294.1000366210938,3652.5,5983.900146484375,-365.49999237060547,-241.39999389648438,1.0,0.8661896858986827,2.318020043785923,-1.217204459992578,76561198039309853,enpitsu,26.0,266.80999755859375,-1597.7900390625,123.88999938964844,6261.500244140625,-1150.1000213623047,82.39999771118164,-4813.399963378906,1764.4000244140625,-1991.7999267578125,255.0,0.0,-0.9339242852289337,0.6098457100248599,1.2379416197792457,True,5,False,8,237.0,False,,bf81d8692db,games5425898691,18.0,3056.550048828125,1119.739990234375,96.0999984741211,-4008.3999633789062,-22025.6005859375,-122.20000267028809,5421.500244140625,-919.0000152587891,111.40000343322754,255.0,128.0,,0.3799492568822594,1.7306672637264737,3.1197490747852044,True,5,177.0,False,10,4,,Aquarius,76561198319789890,10.0,-30.40999984741211,1323.219970703125,17.010000228881836,4803.900146484375,-13202.7001953125,2.199999988079071,-1.1999999731779099,3.400000035762787,1510.5000305175781,255.0,128.0,False,-0.009578863144943139,-1.9523223726293724,0.00017138507683052203,True,6,False,6,255.0,False,,CouTo KINGI,76561198107778094,13.0,-294.6300048828125,-1404.1800537109375,17.0,-7555.3997802734375,-19462.2998046875,3.6000001430511475,0.19999999552965164,1.0000000149011612,1899.6000671386719,255.0,255.0,,-0.009588391968707926,-1.2636758719936392,9.85768113324275e-05,True,4,4,False,51.88094597990795,True,,
41,2780,76.0,False,False,1,6478.239385663509,1507.8599853515625,-1309.280029296875,166.97000122070312,-19262.099609375,7691.9000244140625,10186.199951171875,-233.1999969482422,5026.000061035156,-3268.599853515625,1.0,-0.38602000205718645,-2.3614358320723015,0.008859987808089772,bf81d8692db,games5425898691,18.0,1788.739990234375,-1360.43994140625,56.040000915527344,-21893.5009765625,-6455.0,2819.4000244140625,597.0999908447266,-2505.399932861328,-379.50000762939453,255.0,128.0,-0.05523663029253082,-0.22836531447308675,0.00029015979410753804,True,7,4,12,166.0,False,,76561198039309853,enpitsu,26.0,1236.3399658203125,-1625.2099609375,49.119998931884766,11760.50048828125,783.8999938964844,3527.7999877929688,13.700000047683716,516.3999938964844,-272.00000762939453,255.0,255.0,,-0.029508091516813696,-3.137875369592294,0.001472047396154235,True,7,187.0,False,10,False,,Aquarius,76561198319789890,10.0,1242.530029296875,-903.3599853515625,17.010000228881836,4636.099853515625,-15409.100341796875,2.199999988079071,3.1999999284744263,-7.900000214576721,-312.39999771118164,0.0,255.0,False,-0.009890922483314133,-1.8158273444518769,1.871209757489746e-05,True,6,False,6,220.0,False,,CouTo KINGI,76561198107778094,12.0,1502.5799560546875,-2384.949951171875,17.0,11438.699951171875,13890.10009765625,2.5,0.5999999865889549,0.7999999821186066,93.19999694824219,255.0,128.0,,-0.009594160547555634,2.247653674536762,-0.00013348555871420733,True,4,4,False,61.836946215680854,True,,
42,2898,80.0,False,False,1,5241.88789348139,-2701.14990234375,1327.1400146484375,149.6699981689453,12055.400390625,4286.9000244140625,2810.8999633789062,1133.499984741211,-262.90000915527344,1636.6999816894531,1.0,-1.0265168185683082,2.3880258013573448,0.47213517153637347,bf81d8692db,games5425898691,17.0,-2712.239990234375,1324.7099609375,16.649999618530273,12017.60009765625,5541.099853515625,-412.09999084472656,516.1999893188477,-690.1999664306641,-2009.2999267578125,255.0,0.0,-0.002601931610463735,2.742894330844113,0.001477832504660055,True,8,4,12,243.0,False,,76561198039309853,enpitsu,26.0,986.3599853515625,1379.0899658203125,17.049999237060547,-14050.699462890625,235.6999969482422,3.0000001192092896,3.700000047683716,-0.0,-1095.5999755859375,,,,-0.016749944776757866,0.00955680826738227,-0.00026886714501133134,True,8,218.0,False,10,False,,Aquarius,76561198319789890,10.0,0.8799999952316284,2646.780029296875,17.010000228881836,-10628.800048828125,6577.39990234375,2.3999999463558197,0.09999999776482582,0.19999999552965164,2300.0,255.0,255.0,,-0.009589542888919876,0.49130153128118753,2.6265969488623686e-05,True,8,False,8,255.0,False,,CouTo KINGI,76561198107778094,12.0,297.6099853515625,4866.22021484375,17.0,-10644.300537109375,2445.800018310547,3.700000047683716,-0.19999999552965164,-0.19999999552965164,1821.6000366210938,0.0,255.0,,-0.009923084224443292,0.16890418878307922,-1.1663879025418555e-05,True,4,4,False,255.0,False,,
43,2931,81.0,False,False,0,7202.160459781322,1354.25,-1701.5999755859375,103.25,-6347.8997802734375,17589.200439453125,4783.999938964844,-5341.400146484375,-1526.6999816894531,2266.7999267578125,0.0,-0.3983082473167268,-0.20452977615698706,0.30914241383614494,76561198319789890,Aquarius,10.0,1451.8699951171875,-1862.4100341796875,208.27000427246094,10458.499755859375,16169.3994140625,46.19999885559082,-4293.399963378906,-3433.0999755859375,174.20000076293945,255.0,255.0,0.4180563178413769,0.9616999263585827,-1.2505296469146254,True,9,False,10,182.94978939076907,True,,76561198107778094,CouTo KINGI,12.0,95.0,-4649.72998046875,17.0,3134.8001098632812,7009.000244140625,3.3000001311302185,0.5999999865889549,1.4000000059604645,186.29999160766602,255.0,128.0,,0.009514158717499291,1.1711285363494277,-0.00022220230434308452,True,4,255.0,False,4,False,,enpitsu,76561198039309853,26.0,-17.68000030517578,-1493.52001953125,17.049999237060547,7653.900146484375,2887.3001098632812,3.3000001311302185,-0.9000000357627869,-0.19999999552965164,2449.7000122070312,255.0,255.0,,0.016667073569080627,0.3791794532393685,8.362499115346853e-05,True,10,False,8,218.0,False,,games5425898691,bf81d8692db,17.0,1225.3699951171875,-1475.6300048828125,17.010000228881836,-10837.80029296875,-12547.80029296875,0.0,0.29999999329447746,0.0,2025.0999450683594,255.0,255.0,,0.00958057729372595,-2.214713015871522,5.2474181001372235e-06,True,8,12,4,199.15357416932304,True,,True
44,3011,84.0,False,False,1,7927.1288030172755,258.2099914550781,-2761.429931640625,94.05000305175781,24965.90087890625,-4154.200134277344,2238.3999633789062,4461.300048828125,1147.5,-3844.4000244140625,1.0,-0.09404726545660883,0.6614536563750769,1.596026500901927,76561198039309853,enpitsu,26.0,117.51000213623047,-2809.570068359375,72.58000183105469,16572.39990234375,-3838.699951171875,2899.7000122070312,1696.300048828125,-1866.9000244140625,1354.2999267578125,255.0,0.0,-0.025831980938045927,-3.1165619711854173,0.0446643266460341,True,9,False,12,151.0,False,,bf81d8692db,games5425898691,18.0,1000.0499877929688,1208.9100341796875,84.70999908447266,10665.699462890625,-18966.199951171875,-382.20001220703125,4288.2000732421875,2311.300048828125,-4.099999964237213,255.0,128.0,,1.3355509383510118,-2.068761589793372,-0.0036782869607588694,True,10,191.0,False,14,4,,Aquarius,76561198319789890,10.0,-259.760009765625,-2673.909912109375,16.979999542236328,20755.90087890625,-9909.099731445312,3.400000035762787,3.700000047683716,-1.7000000178813934,1008.7000274658203,255.0,255.0,False,-0.009591252165619854,-2.7153334025072127,1.6264718804000542e-05,True,10,False,10,33.67649895401414,True,,CouTo KINGI,76561198107778094,13.0,509.69000244140625,-842.0,17.0,11842.900390625,-18976.400146484375,3.4999999403953552,-0.3999999910593033,0.7999999821186066,1784.1999816894531,255.0,255.0,,-0.009598361131761863,-2.1831175651392902,0.00013748986457269683,True,4,4,False,131.0,False,,
45,3072,86.0,False,False,0,3460.3925228694598,-3966.27001953125,3543.830078125,738.0499877929688,9505.2001953125,12591.800537109375,11100.30029296875,411.50001525878906,-201.70000076293945,-5982.39990234375,0.0,-0.15759340633410962,0.8810732525876076,-0.38765624293225726,76561198107778094,CouTo KINGI,13.0,-4079.10009765625,3412.469970703125,653.47998046875,28.900001049041748,13890.0,13412.2998046875,-1890.8000183105469,-40.19999980926514,8.399999737739563,255.0,0.0,-0.7162944671138799,1.580858348814754,1.565227549799192,True,4,False,4,68.0,False,,76561198319789890,Aquarius,11.0,-3949.6201171875,4060.7900390625,471.1700134277344,-6861.9000244140625,-10753.1005859375,11455.50048828125,2557.7999877929688,-818.0999755859375,1333.3000183105469,255.0,255.0,True,-0.6221698025163361,-2.1274477797366544,-1.5896243810505513,True,10,0.0,False,10,False,,enpitsu,76561198039309853,26.0,-3797.8798828125,4241.97998046875,753.6500244140625,-8223.400268554688,-8261.400146484375,9994.89990234375,1248.7999725341797,-1296.1000061035156,140.6999969482422,255.0,255.0,,-0.6872598873474124,-2.376844982353804,-1.556645436488479,True,13,False,10,206.61851170498838,True,,games5425898691,bf81d8692db,18.0,623.22998046875,1946.0,16.989999771118164,18896.700439453125,7245.8001708984375,4.600000083446503,0.7000000029802322,0.29999999329447746,323.3000183105469,255.0,176.0,,0.009591928559751143,0.3665869636306785,8.269743543827586e-05,True,10,14,4,179.0,False,,
46,3158,89.0,False,False,0,279.0164530588473,-899.030029296875,4861.0,591.3300170898438,15540.50048828125,-2327.2999572753906,975.8000183105469,4653.599853515625,-493.80001068115234,3754.89990234375,0.0,0.1342569769972417,-0.5081762556082987,-0.2529080650077246,76561198107778094,CouTo KINGI,13.0,-977.3699951171875,4898.02001953125,466.07000732421875,11662.19970703125,11100.6005859375,170.20000457763672,-2606.4999389648438,3667.5,-3162.9998779296875,0.0,255.0,-0.08507766171107421,-0.5677786196811707,2.114431441516824,True,5,False,6,0.0,False,,76561198319789890,Aquarius,11.0,-3055.570068359375,-314.8999938964844,17.010000228881836,14280.2001953125,-2295.5999755859375,2.3999999463558197,0.3999999910593033,0.0,2121.999969482422,255.0,255.0,False,0.009594611748759108,-0.08940689853913358,-3.49829788915456e-05,True,10,255.0,False,10,False,,enpitsu,76561198039309853,26.0,-3525.929931640625,2971.080078125,17.049999237060547,5681.500244140625,-18.300000429153442,6.899999976158142,-0.29999999329447746,0.0,23.19999933242798,255.0,128.0,False,0.016621555542026274,0.0021203303557136466,1.2227021284689282e-05,True,14,False,12,195.0,False,,games5425898691,bf81d8692db,18.0,-670.0499877929688,4997.6201171875,491.5899963378906,-9537.999877929688,-344.7999954223633,582.599983215332,813.6000061035156,2111.3999938964844,-5012.900085449219,255.0,128.0,,-1.2568012642538833,-2.9278000097664565,-2.972939976848236,True,11,16,4,94.42913548408015,True,,True
47,3277,94.0,False,False,1,10165.09868115503,-3890.489990234375,-3827.64990234375,126.66000366210938,-1049.4999694824219,-1834.6000671386719,4357.5,-1402.4000549316406,-5779.89990234375,-790.5000305175781,1.0,0.37015520349747333,-1.3056915242765577,-0.28109998299307404,76561198039309853,enpitsu,26.0,-3971.050048828125,-3707.330078125,65.7699966430664,-238.79999160766602,680.6999969482422,-173.4000015258789,265.0,277.5,-341.8000030517578,0.0,0.0,-0.024357540174942204,1.4503177284601085,0.6318557332246422,True,14,False,16,255.0,False,,bf81d8692db,games5425898691,18.0,-1142.02001953125,-3146.449951171875,17.010000228881836,-12933.1005859375,4639.4000244140625,2.3000000417232513,-0.5999999865889549,0.09999999776482582,1918.3000183105469,255.0,255.0,,-0.009577497941713755,0.30089997046378414,8.135861462582786e-05,True,12,145.0,False,16,4,,Aquarius,76561198319789890,10.0,-4079.260009765625,-1368.47998046875,383.4599914550781,53.69999885559082,15696.300048828125,5785.2001953125,-1638.3000183105469,-113.4000015258789,36.19999885559082,255.0,0.0,False,0.21489068155145205,1.5647841471033987,1.575001006372517,True,12,False,12,201.0,False,,CouTo KINGI,76561198107778094,12.0,-2905.260009765625,-3650.489990234375,48.13999938964844,-6225.8001708984375,13292.80029296875,3050.1998901367188,-472.99999237060547,-213.79999160766602,-78.60000133514404,255.0,128.0,False,-0.022586803038614073,1.1483535702563306,0.00012226025979378665,True,8,10,False,,False,,
48,3290,94.0,False,False,1,10262.9558476551,-3938.159912109375,-3913.1298828125,258.70001220703125,1043.6000061035156,-603.1000137329102,2296.9000244140625,-2274.499969482422,-3694.7000122070312,-1442.5999450683594,1.0,-0.6052053981130677,-1.1770151782631497,2.4960113122476297,76561198039309853,enpitsu,26.0,-3945.10009765625,-3812.27001953125,63.91999816894531,2192.2000122070312,-4608.900146484375,-588.8999938964844,972.7999877929688,-237.60000228881836,1820.0999450683594,0.0,128.0,0.22373731631497676,0.9560508789321233,0.5806293538710748,True,14,False,16,255.0,False,,bf81d8692db,games5425898691,18.0,-1773.5400390625,-3246.6201171875,17.010000228881836,-10735.2001953125,-8063.2000732421875,2.3000000417232513,-0.0,-0.0,2181.0000610351562,255.0,255.0,,-0.009567061479158553,-0.7030980814174872,3.25700202369679e-05,True,12,145.0,False,16,4,,Aquarius,76561198319789890,10.0,-4070.85009765625,-677.0900268554688,201.91000366210938,2183.300018310547,9564.000244140625,-10722.39990234375,-2882.0999145507812,-4464.100036621094,-1177.9000091552734,255.0,0.0,False,-1.0275763966301796,1.9539765198280499,1.1441174375121275,True,12,False,12,201.0,False,,CouTo KINGI,76561198107778094,12.0,-3263.090087890625,-2877.260009765625,92.62999725341797,-8281.599731445312,17909.69970703125,-161.10000610351562,-5031.099853515625,-2221.9000244140625,-4.300000071525574,255.0,128.0,False,-0.2547655196494035,-1.9868790946311443,-3.1407799876030214,False,9,10,False,,False,,
49,3326,96.0,False,False,1,10208.232064127169,-3787.320068359375,-3930.530029296875,137.35000610351562,-3914.7000122070312,6719.69970703125,3612.7999877929688,1978.0000305175781,3890.10009765625,-1760.5999755859375,1.0,-0.024199909345584737,-0.18279787097303082,1.3139856338151912,76561198039309853,enpitsu,26.0,-3682.840087890625,-4018.2099609375,18.239999771118164,-4778.599853515625,3473.3999633789062,-137.10000038146973,-182.90000915527344,-143.59999656677246,-1846.7999267578125,128.0,0.0,-0.010568355555489864,0.6095176992783502,0.04677154091098433,True,14,False,16,246.0,False,,bf81d8692db,games5425898691,18.0,-2934.320068359375,-4085.389892578125,17.010000228881836,-10718.800048828125,7157.5,2.3999999463558197,-0.29999999329447746,0.09999999776482582,-2304.199981689453,255.0,0.0,,-0.009553463087480103,0.6562897120405667,-4.402887292088209e-05,True,12,145.0,False,16,4,,Aquarius,76561198319789890,10.0,-3537.0,-1544.3599853515625,17.010000228881836,-10998.599853515625,-9549.69970703125,0.3999999910593033,-3.4999999403953552,-3.1999999284744263,-1210.999984741211,255.0,128.0,False,-0.009570825413767215,-0.6408662058556597,0.00015799125314584214,True,12,False,12,179.0,False,,CouTo KINGI,76561198107778094,12.0,-3792.080078125,-443.5299987792969,16.799999237060547,2965.8999633789062,17696.099853515625,14.09999966621399,20.0,40.59999942779541,-1013.3000183105469,128.0,0.0,False,-0.00870454853410263,1.7401813620517756,-0.007232113964777141,True,10,10,False,,False,,
50,3356,97.0,False,False,1,9692.444563004305,-3875.239990234375,-3296.75,137.08999633789062,2694.5999145507812,13141.500244140625,2251.7999267578125,3379.1000366210938,4621.9000244140625,1291.4999389648438,1.0,0.14580681017789465,2.4518703035911145,-1.4132950137703324,76561198039309853,enpitsu,26.0,-3895.6298828125,-3451.919921875,26.760000228881836,-2374.2999267578125,11635.30029296875,471.50001525878906,-141.19999885559082,755.4000091552734,-15.499999523162842,255.0,0.0,0.025770974864508092,1.3521168470279867,0.2221029684043839,True,14,False,16,186.50603015448456,True,,bf81d8692db,games5425898691,18.0,-2651.530029296875,-3087.68994140625,17.010000228881836,12518.499755859375,525.2000045776367,2.3000000417232513,1.2999999523162842,0.09999999776482582,-2151.0000610351562,255.0,52.0,,-0.00954483412398176,-3.113770471039547,3.446813921791425e-05,True,12,145.0,False,16,4,,Aquarius,76561198319789890,10.0,-3945.239990234375,-2900.60009765625,265.9599914550781,8219.099731445312,-16691.800537109375,1464.1999816894531,-467.2999954223633,5242.2998046875,-1596.4999389648438,255.0,255.0,True,-0.2970170383831334,-1.827895394725882,-1.5982152081085408,True,14,False,13,157.61106225495698,True,,CouTo KINGI,76561198107778094,13.0,-3053.010009765625,28.739999771118164,17.010000228881836,5881.099853515625,-6936.300048828125,2.5,0.09999999776482582,-0.0,-2482.4000549316406,255.0,0.0,False,-0.009513479893029397,-2.2316366448396807,-1.1616453883115568e-05,True,10,10,False,255.0,False,,
51,3359,97.0,False,False,0,5127.690785996459,3843.7099609375,3183.3798828125,144.3800048828125,-9666.500244140625,14787.60009765625,-12508.699951171875,-5128.0999755859375,-1132.6000213623047,2901.4999389648438,0.0,-0.09713412808172436,-2.318592522168369,-0.7992748387284464,76561198319789890,Aquarius,10.0,3876.18994140625,3043.52001953125,274.5199890136719,-8292.39990234375,17530.899658203125,679.8999786376953,1393.699951171875,-5041.099853515625,-1701.1000061035156,255.0,255.0,0.2018291470087033,1.4660932329266767,-2.207609411090114,True,13,False,14,148.2319310762549,True,,76561198107778094,CouTo KINGI,13.0,3013.75,28.459999084472656,17.010000228881836,-4676.9000244140625,8145.3997802734375,2.5,-0.19999999552965164,0.0,-2462.100067138672,255.0,0.0,False,0.009526034056653367,2.0462507319100975,-1.541585692181939e-05,True,10,255.0,False,10,False,,enpitsu,76561198039309853,26.0,3909.639892578125,3364.3701171875,30.06999969482422,1436.300048828125,-12149.200439453125,474.59999084472656,72.10000038146973,-584.0999984741211,-1547.5999450683594,255.0,0.0,,0.006069950760479337,-1.4278135321269634,0.33704776604272585,True,16,False,14,177.1268989757825,True,,games5425898691,bf81d8692db,18.0,2429.22998046875,3098.449951171875,17.010000228881836,-12904.000244140625,830.5999755859375,2.0000000298023224,1.7000000178813934,0.0,981.5000152587891,255.0,201.0,,0.009558719563554254,3.073016965824033,0.0002820986491404757,True,12,16,4,145.0,False,,True
52,3360,97.0,False,False,1,9587.21570800946,-3800.669921875,-3217.989990234375,116.41000366210938,21027.2998046875,-2411.300048828125,-3346.4999389648438,5284.89990234375,2551.3999938964844,-1248.6000061035156,1.0,0.23005383466727292,2.3677421086273345,-0.5133352437598703,76561198039309853,enpitsu,26.0,-3915.409912109375,-3259.77001953125,30.260000228881836,281.299991607666,12225.999755859375,-292.1999931335449,-1359.1999816894531,1211.6000366210938,-2919.7000122070312,255.0,0.0,-0.0584563222931252,1.6151123406552796,0.4204094201529338,True,14,False,16,173.98517852701167,True,,bf81d8692db,games5425898691,18.0,-2429.22998046875,-3098.449951171875,17.010000228881836,12904.000244140625,-830.5999755859375,2.0000000298023224,-1.7000000178813934,-0.0,981.5000152587891,255.0,201.0,,-0.009558719563554254,-3.073016965824033,0.0002820986491404757,True,12,145.0,False,16,4,,Aquarius,76561198319789890,10.0,-3876.18994140625,-3043.52001953125,274.5199890136719,8292.39990234375,-17530.899658203125,679.8999786376953,-1393.699951171875,5041.099853515625,-1701.1000061035156,255.0,255.0,True,-0.2018291470087033,-1.4660932329266767,-2.207609411090114,True,14,False,13,145.09021062748408,True,,CouTo KINGI,76561198107778094,13.0,-2982.06005859375,-101.4000015258789,17.010000228881836,3049.5999145507812,-9200.999755859375,2.5,-0.0,-0.0,-2434.9000549316406,255.0,0.0,False,-0.009534891193766817,-1.8422764307929154,-1.4469087385196252e-05,True,10,10,False,255.0,False,,
53,3402,98.0,False,False,1,8979.70115388562,-1136.780029296875,-3606.590087890625,106.5199966430664,-4299.800109863281,468.80001068115234,6809.5001220703125,-751.5000152587891,4585.7000732421875,-3795.4998779296875,1.0,-0.6282835636875795,1.71620910133998,2.4101065658017142,bf81d8692db,games5425898691,18.0,-1009.469970703125,-3611.56005859375,17.010000228881836,-1992.7000427246094,-6307.2998046875,2.0999999344348907,-2.5999999046325684,-4.000000059604645,-1037.2000122070312,255.0,147.0,-0.009594494691268364,-1.2218342475802857,0.00015254345836951676,True,12,4,16,176.0,False,,76561198039309853,enpitsu,26.0,-2323.239990234375,-3094.280029296875,17.059999465942383,10353.199462890625,-9573.499755859375,1.2999999523162842,-0.29999999329447746,0.7000000029802322,-1.5000000596046448,255.0,128.0,,-0.016751169612199166,-2.395088422596149,6.238139243304842e-05,True,14,157.0,False,16,False,,Aquarius,76561198319789890,10.0,-2644.8798828125,-4987.5,22.850000381469727,11987.60009765625,5347.8997802734375,-2332.899932861328,4549.4000244140625,-950.1999664306641,1348.800048828125,255.0,255.0,False,-0.14060097527316498,2.6807179482726604,-0.214318628461412,True,14,False,14,122.0,False,,CouTo KINGI,76561198107778094,13.0,-1799.989990234375,-1998.5699462890625,17.010000228881836,11970.10009765625,-16851.800537109375,2.0000000298023224,-0.19999999552965164,0.19999999552965164,-97.70000457763672,255.0,128.0,False,-0.009602842778728556,-2.176983998486195,6.936687531262102e-05,True,10,10,False,172.0,False,,
54,3482,101.0,False,False,0,3470.2519744500705,2147.27001953125,3472.320068359375,204.50999450683594,1626.6000366210938,1738.0000305175781,3270.8999633789062,754.8000335693359,-1361.1000061035156,-3720.4998779296875,0.0,-0.30085153085448313,0.9604317260331845,2.4542210519313974,76561198107778094,CouTo KINGI,12.0,2172.570068359375,3433.1298828125,69.0,5027.60009765625,521.8999862670898,2562.7999877929688,-2.3000000417232513,1.0000000149011612,199.20000076293945,128.0,128.0,0.009889463079566117,0.1566128562256429,-0.0008636665500883466,True,10,False,12,203.0,False,,76561198319789890,Aquarius,10.0,2322.1298828125,2883.030029296875,18.920000076293945,1183.1999969482422,-7652.5,-767.6999664306641,904.8999786376953,-3561.6000366210938,247.99999237060547,255.0,128.0,False,0.00803301238295751,-1.2931928276737907,-0.08752867641262835,True,14,99.0,False,16,False,,enpitsu,76561198039309853,26.0,2034.530029296875,3671.699951171875,100.44000244140625,9584.600219726562,-14189.49951171875,3678.900146484375,3487.5,1696.9000244140625,-1342.5,255.0,128.0,,0.22920891240443486,-1.195292468208477,-0.01863647159732393,True,18,False,15,162.0,False,,games5425898691,bf81d8692db,18.0,570.6900024414062,4099.7998046875,17.010000228881836,3444.7000122070312,-8282.2998046875,2.3999999463558197,0.0,0.09999999776482582,2487.5999450683594,255.0,255.0,,0.009507474991829,-1.135975397509992,6.240682129539043e-06,True,12,16,4,176.0,False,,
55,3484,101.0,False,False,1,9074.3260937106,-2194.429931640625,-3391.860107421875,274.010009765625,-9235.599975585938,17243.299560546875,12663.299560546875,5272.39990234375,2423.800048828125,-1525.0999450683594,1.0,0.17561047286474352,-0.8903872823371566,2.1395217925413803,76561198039309853,enpitsu,26.0,-2115.64990234375,-3549.97998046875,127.06999969482422,-9837.7001953125,14914.599609375,2730.7000732421875,-5164.5001220703125,-1873.5000610351562,-259.89999771118164,255.0,128.0,-0.8147919831519242,1.2727918764612496,-0.05245683632826316,True,15,False,18,162.0,False,,bf81d8692db,games5425898691,18.0,-570.6900024414062,-4099.7998046875,17.010000228881836,-3444.7000122070312,8282.2998046875,2.3999999463558197,-0.0,-0.09999999776482582,2487.5999450683594,255.0,255.0,,-0.009507474991829,1.135975397509992,6.240682129539043e-06,True,12,176.0,False,16,4,,Aquarius,76561198319789890,10.0,-2339.530029296875,-2803.68994140625,16.6299991607666,-2210.2999877929688,8155.3997802734375,50.900001525878906,34.90000009536743,-136.899995803833,82.20000267028809,255.0,128.0,False,-0.009445231219670225,1.2782587202191165,0.012157252068875087,True,16,False,14,99.0,False,,CouTo KINGI,76561198107778094,12.0,-2247.10009765625,-3382.64990234375,90.7300033569336,-14718.599853515625,14984.3994140625,3344.2001342773438,-2488.000030517578,93.50000381469727,4348.299865722656,128.0,128.0,,0.07010391599198182,-0.38484124542261744,0.05365725246945326,True,10,12,False,203.0,False,,
56,3581,105.0,False,False,1,5400.445532630606,-3249.56005859375,1678.9100341796875,586.9299926757812,510.9000015258789,16216.099853515625,11019.599609375,1535.7000732421875,-2272.7000427246094,5336.199951171875,1.0,-0.36392773133488204,2.6006294442820486,2.8277519530884407,bf81d8692db,games5425898691,18.0,-3229.97998046875,1641.469970703125,394.3399963378906,1999.1999816894531,19478.1005859375,3056.6000366210938,4570.799865722656,2662.39990234375,1506.300048828125,255.0,73.0,1.0595212880394789,0.18248020152727412,-1.025989365523715,True,15,4,20,145.53846869161052,True,,76561198039309853,enpitsu,26.0,-3380.989990234375,1334.25,155.85000610351562,3148.2998657226562,18131.099853515625,3819.5001220703125,2589.4000244140625,-450.49999237060547,-0.9000000357627869,128.0,0.0,,0.5506379854753128,1.7436370472591645,0.00021532447018028848,True,17,24.901840612452517,True,20,False,,Aquarius,76561198319789890,11.0,-3043.780029296875,1895.0,233.67999267578125,-4002.2000122070312,7765.30029296875,2943.800048828125,2418.3999633789062,2502.5999450683594,1867.4000549316406,0.0,129.0,True,0.49116530926051455,0.4770082312458679,-0.10052999684767792,True,20,4,16,85.0,False,,CouTo KINGI,76561198107778094,13.0,-3637.159912109375,1275.800048828125,16.979999542236328,2426.699981689453,22871.59912109375,3.400000035762787,-1.7000000178813934,4.000000059604645,101.09999656677246,255.0,128.0,,-0.009466972877306879,1.6648379510075282,-0.0002468902425962856,True,10,12,False,55.663380484427186,True,,
