,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0,False,False,0,5227.818751813805,6.889999866485596,-9.260000228881836,91.37999725341797,480.49999237060547,318.50000381469727,-63.09999942779541,2554.7000122070312,405.0,-519.7999954223633,0.0,0.03821965273374776,-0.01178836934923309,0.30305732619016973,bf81d8692db,games5425898691,19.0,1.149999976158142,-148.2899932861328,97.73999786376953,-160.20000457763672,-2015.8999633789062,-70.0,-5417.0001220703125,13.899999856948853,-951.2999725341797,128.0,128.0,1.203934289378685,-1.5905461309409668,-3.122493088617196,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,-1743.0400390625,-2764.31005859375,17.049999237060547,-9957.999877929688,-9983.800048828125,2.5,-0.19999999552965164,-0.7000000029802322,2.3000000417232513,255.0,128.0,,0.016749391865161438,-2.3545760599439043,-6.170931678637625e-05,False,False,False,0.0,False,False,,Neotos,76561198033127403,7,17.079999923706055,155.3300018310547,130.02000427246094,2654.5999145507812,821.5000152587891,4112.099914550781,3799.5999145507812,2987.39990234375,-2624.4000244140625,241.0,172.0,,0.17715931908078353,-1.7798197304291536,-0.48739804720745905,True,4,False,0.0,False,3,,Nerfable,76561197982140705,7.0,-633.739990234375,1764.0799560546875,17.049999237060547,5750.5999755859375,-14606.800537109375,2.5,0.09999999776482582,-0.29999999329447746,-7.200000286102295,255.0,127.0,,0.01678104983892894,-1.195693281414198,-3.801059311134233e-05,True,False,False,False,80.0,False,,
1,180,0,False,False,1,5216.1007666417245,-10.199999809265137,3.2200000286102295,91.73999786376953,-324.7999954223633,1344.4999694824219,0.0,-1004.8999786376953,-674.4000244140625,126.80000305175781,1.0,-0.07287943403602101,0.023459150031948265,0.46544401660049606,76561198033127403,Neotos,7.0,-17.079999923706055,-155.3300018310547,130.02000427246094,-2654.5999145507812,-821.5000152587891,4112.099914550781,-3799.5999145507812,-2987.39990234375,-2624.4000244140625,241.0,172.0,-0.17715931908078353,1.7798197304291536,-0.48739804720745905,True,3,False,4,0.0,False,,76561197982140705,Nerfable,7.0,586.22998046875,-1642.2099609375,17.049999237060547,-5618.599853515625,14655.50048828125,2.5,0.19999999552965164,-0.3999999910593033,-255.10000228881836,255.0,95.0,,-0.01678737859472803,1.2047410976037949,-6.613792767786879e-05,True,False,False,80.0,False,False,,enpitsu,76561198039309853,25,1826.0400390625,2847.510009765625,17.049999237060547,9955.0,9987.39990234375,2.5,0.19999999552965164,0.7000000029802322,0.5000000074505806,255.0,128.0,,-0.01674939435958194,2.3544825494320003,-6.092643797958862e-05,False,False,False,0.0,False,False,,games5425898691,bf81d8692db,19.0,0.4300000071525574,168.25999450683594,97.83999633789062,188.79999160766602,2436.199951171875,-123.69999885559082,5489.0997314453125,-319.6999931335449,-130.79999923706055,128.0,128.0,,-0.6216315746166811,1.6230320395921758,-3.1207470397004955,True,3,False,4,31.0,False,,
2,191,0,False,False,1,5169.793216192186,-26.6200008392334,53.20000076293945,91.73999786376953,-402.99999237060547,1209.1000366210938,0.0,-1325.0,-441.5999984741211,126.80000305175781,1.0,-0.23865929620835194,-0.11979179556391313,1.0144124595776887,76561198033127403,Neotos,7.0,-128.32000732421875,-188.3699951171875,153.02999877929688,-2537.4000549316406,-819.4000244140625,-150.600004196167,-4827.200012207031,-1475.8000183105469,-2183.8999938964844,240.0,172.0,0.44004093193226035,-2.156024712023929,-2.8668428431442132,True,3,False,4,0.0,False,,76561197982140705,Nerfable,7.0,405.4800109863281,-1005.47998046875,17.049999237060547,-5450.7000732421875,14886.300048828125,-1.0999999940395355,0.9000000357627869,-2.800000011920929,539.3999862670898,255.0,128.0,,-0.016771290992597655,1.1815511179866516,-0.00014675990673960795,True,False,False,76.86670111071679,True,False,,enpitsu,76561198039309853,25,2166.340087890625,3188.6298828125,17.049999237060547,9954.500122070312,9988.099975585938,2.5,0.19999999552965164,0.7000000029802322,0.0,255.0,128.0,,-0.01674939435958194,2.3544825494320003,-6.092643797958862e-05,True,False,False,0.0,False,False,,games5425898691,bf81d8692db,19.0,6.989999771118164,251.55999755859375,92.2699966430664,189.79999542236328,2441.1000061035156,-334.1999816894531,4979.700012207031,-325.29998779296875,-90.20000457763672,255.0,128.0,,1.3592624329196228,-1.5901618837508222,-0.08653408628132843,True,4,False,4,31.0,False,,
3,202,0,False,False,1,5128.12593303298,-41.56999969482422,98.30999755859375,91.73999786376953,-398.49998474121094,1197.2000122070312,0.0,-1311.9999694824219,-436.6999816894531,126.80000305175781,1.0,-0.29479431499906844,-0.3133474655600257,1.5519563722061267,76561198033127403,Neotos,7.0,-231.0800018310547,-223.05999755859375,125.45999908447266,-2525.0,-818.4999847412109,-1730.7000732421875,-2180.8999633789062,-938.3999633789062,-525.9000015258789,239.0,128.0,0.8324466583384384,1.2790460791691405,-0.218508010233492,True,4,False,4,0.0,False,,76561197982140705,Nerfable,7.0,163.69000244140625,-474.489990234375,17.049999237060547,-9101.900024414062,16785.10009765625,-2.0000000298023224,1.7000000178813934,-3.1999999284744263,405.99998474121094,255.0,128.0,,-0.01679357759922945,1.0510529501546357,-6.63323591198567e-05,True,False,False,42.32442990426094,True,False,,enpitsu,76561198039309853,25,2589.639892578125,3612.949951171875,17.049999237060547,9954.500122070312,9988.099975585938,2.5,0.19999999552965164,0.7000000029802322,0.0,255.0,255.0,True,-0.01674939435958194,2.3544825494320003,-6.092643797958862e-05,True,False,False,0.0,False,False,,games5425898691,bf81d8692db,19.0,14.199999809265137,345.489990234375,29.719999313354492,119.89999771118164,2039.7000122070312,-2849.1000366210938,3405.8999633789062,-1221.9000244140625,-904.1999816894531,255.0,40.0,,0.02561436507562333,-1.2508495083196796,0.08695461506057028,True,4,False,4,31.0,False,,
4,205,1,False,False,1,5113.406710429431,-46.849998474121094,114.2699966430664,91.73999786376953,-396.89998626708984,1193.0999755859375,0.0,-1307.5,-435.0,126.80000305175781,1.0,-0.2895676147095056,-0.3858080686612637,1.7440754829417113,76561197982140705,Nerfable,7.0,-9.270000457763672,-170.4199981689453,17.049999237060547,-9961.500244140625,18248.1005859375,-1.7000000178813934,1.1999999731779099,-1.899999976158142,-1143.6000061035156,255.0,1.0,-0.016781657967184675,1.0796378389340109,-0.00030079948992825343,True,False,False,False,32.95627527339484,True,,76561198033127403,Neotos,7.0,-252.1699981689453,-229.72999572753906,108.70999908447266,-2534.600067138672,-784.1000366210938,-2238.8999938964844,-1736.9000244140625,-1036.9000244140625,12.899999618530273,239.0,255.0,,0.6565167607425358,1.277097338236821,-0.2575096507880314,True,4,4,0.0,False,False,,enpitsu,76561198039309853,25,2738.60009765625,3763.06005859375,17.049999237060547,9705.0,10190.10009765625,3.0000001192092896,4.600000083446503,5.099999904632568,753.0999755859375,255.0,255.0,False,-0.016752494653934434,2.341319451874897,9.747033155054338e-05,True,False,False,0.0,False,False,,games5425898691,bf81d8692db,19.0,13.109999656677246,350.9100036621094,37.650001525878906,-43.09999942779541,-378.6000061035156,2090.0,-42.800002098083496,1623.0999755859375,-151.8000030517578,255.0,109.0,,0.02144018607625865,-1.1944885277508999,-0.11334319785049612,True,4,False,6,31.0,False,,
5,208,1,False,False,0,5384.434809028097,47.369998931884766,-161.14999389648438,112.63999938964844,4271.300048828125,7410.10009765625,12535.30029296875,5259.0997314453125,-2610.1998901367188,-1235.8000183105469,0.0,0.1874252876643732,0.2970333760937822,1.8594270687975392,bf81d8692db,games5425898691,19.0,-9.760000228881836,-341.20001220703125,47.15999984741211,1915.5999755859375,5046.099853515625,1765.7000732421875,-3534.2001342773438,363.49998474121094,-807.0999908447266,255.0,123.0,0.007614644402592193,1.1787360569641339,-0.17601748676037368,True,5,False,6,31.0,False,,76561198039309853,enpitsu,25.0,-2815.510009765625,-3851.219970703125,17.049999237060547,-8769.600219726562,-10932.2998046875,3.3000001311302185,0.09999999776482582,0.09999999776482582,2028.0000305175781,255.0,255.0,False,0.016760556343742645,-2.2126237609724395,0.0002818745944639699,True,False,False,0.0,False,False,,Neotos,76561198033127403,7,294.6400146484375,242.10000610351562,62.369998931884766,2564.4000244140625,704.5999908447266,-3274.4000244140625,1315.3999328613281,1556.1000061035156,1562.5,239.0,255.0,,-0.3477323040199502,-1.0761749505535994,-0.3909222751964696,True,4,False,0.0,False,4,,Nerfable,76561197982140705,7.0,87.16000366210938,14.210000038146973,15.949999809265137,8704.69970703125,-17771.199951171875,-685.5000305175781,175.40000915527344,-1137.0999908447266,-2440.5999755859375,255.0,119.0,,0.015937025218044326,-1.2086693841707836,0.010138872618794283,True,False,False,False,23.581995464140366,True,,
6,313,4,False,False,0,3604.654814782854,1565.1300048828125,2506.300048828125,111.38999938964844,-5905.3997802734375,8924.500122070312,8347.5,-3320.4000854492188,2723.5000610351562,-1480.8999633789062,0.0,0.567839775380957,-1.2455231363647454,-1.083276965808609,bf81d8692db,games5425898691,20.0,1691.1700439453125,2428.72998046875,51.22999954223633,39.30000066757202,15798.00048828125,3155.0,-937.6999664306641,-1693.9999389648438,2212.899932861328,255.0,255.0,0.0121321759568195,1.2065049313443803,-0.011210559234060367,True,9,False,10,61.0,False,,76561198039309853,enpitsu,25.0,124.54000091552734,-740.7100219726562,17.049999237060547,4633.0999755859375,16480.799560546875,2.5999999046325684,0.19999999552965164,0.29999999329447746,0.0,255.0,255.0,,0.01679241405656649,1.296751798850683,-3.5749860764088485e-05,True,2,2,255.0,False,False,,Neotos,76561198033127403,7,108.2300033569336,4002.2900390625,17.049999237060547,-4469.700012207031,12972.2998046875,3.1999999284744263,0.0,0.5000000074505806,-1835.8999633789062,128.0,0.0,True,0.016801623103443464,1.8808602287559626,-0.000285439020563717,True,6,False,,False,6,,Nerfable,76561197982140705,7.0,3566.669921875,385.5799865722656,17.059999465942383,-9060.0,12825.799560546875,-2.5999999046325684,-0.9000000357627869,1.0000000149011612,358.8999938964844,255.0,128.0,False,0.01677609308713044,2.2206658923287796,-0.00023373170511977267,True,4,False,4,245.60867967144134,True,,
7,373,7,False,False,1,9555.944534144619,-339.4100036621094,-4335.75,362.92999267578125,-1932.8999328613281,7931.099853515625,-914.4999694824219,-855.5999755859375,-3543.699951171875,-4118.699951171875,1.0,0.5914331144889248,-0.2336330292167479,1.2157833959640534,76561198033127403,Neotos,7.0,-252.63999938964844,-4520.35009765625,326.42999267578125,-2038.0999755859375,1487.2000122070312,207.5,-1341.6999816894531,-930.6999969482422,-933.7000274658203,226.0,128.0,-0.23249062248520116,1.100020395023493,0.5978634506153195,True,6,4,8,13.0,False,,76561197982140705,Nerfable,7.0,-1378.800048828125,-4258.18994140625,17.059999465942383,15722.099609375,-13343.00048828125,1.8000000715255737,-0.0,0.19999999552965164,2013.8999938964844,128.0,255.0,False,-0.016848902215544127,-2.5130793132424887,2.0464389762088648e-05,True,4,4,184.0,False,False,,enpitsu,76561198039309853,25,-80.26000213623047,-999.280029296875,17.049999237060547,-1743.0999755859375,-4321.499938964844,2.800000011920929,-0.0,-0.29999999329447746,-2023.0999755859375,255.0,128.0,,-0.01664170746096198,-1.2568042923942258,-7.755874439417617e-05,True,2,False,255.0,False,2,,games5425898691,bf81d8692db,20.0,-2730.449951171875,-4010.010009765625,16.989999771118164,-15640.999755859375,-3492.3001098632812,2.199999988079071,0.9000000357627869,0.3999999910593033,-249.59999084472656,255.0,50.0,,-0.009616638785639847,-0.23295315397618357,-0.00016208913087000415,True,10,False,10,0.0,False,,False
8,416,8,False,False,1,8545.837314830971,-695.27001953125,-3256.3798828125,188.88999938964844,-14654.200439453125,14819.69970703125,4977.200012207031,-3883.800048828125,444.0999984741211,-4551.700134277344,1.0,-0.2554624696464979,2.8597731638145896,1.0447252618602036,76561197982140705,Nerfable,7.0,-545.75,-3389.260009765625,86.87999725341797,-15300.30029296875,2674.2999267578125,2919.4000244140625,5171.099853515625,-1205.999984741211,1433.3000183105469,255.0,187.0,0.08119761525139892,0.3118200224053779,-0.11799661652063284,True,5,False,6,146.3608086057889,True,,76561198033127403,Neotos,7.0,-618.3300170898438,-4100.9599609375,17.049999237060547,-2617.5,7610.999755859375,2.8999999165534973,-0.3999999910593033,0.9000000357627869,-1653.0999755859375,229.0,38.0,False,-0.016679204827980465,1.2451731155142183,-0.0001054598479488153,True,8,6,0.0,False,4,,enpitsu,76561198039309853,25,-741.9500122070312,-2878.2900390625,136.97999572753906,3103.2998657226562,-20688.89892578125,3492.7999877929688,445.2000045776367,2099.600067138672,1249.4999694824219,128.0,255.0,,-0.016984684504555255,-1.3716507959273418,-0.016572294610788657,True,4,False,160.0,False,3,,games5425898691,bf81d8692db,20.0,-3566.60009765625,-1886.9000244140625,17.010000228881836,8274.500122070312,21438.798828125,2.199999988079071,-0.7000000029802322,-0.0,-902.9000091552734,255.0,2.0,,-0.009541531896496166,1.9465207074337953,-0.0002606718082910251,True,10,False,10,163.0,False,,False
9,417,8,False,False,0,2483.462175661708,740.52001953125,3272.010009765625,207.97999572753906,12111.8994140625,28285.10009765625,7309.2999267578125,1463.800048828125,-23.80000114440918,-5818.599853515625,0.0,0.28269746232982124,3.1271895000289063,0.9318971788398762,76561198039309853,enpitsu,25.0,714.1599731445312,3071.8798828125,165.94000244140625,-2968.900146484375,21554.09912109375,2875.4998779296875,-877.2000122070312,-5414.4000244140625,404.59999084472656,128.0,255.0,0.03377241425068663,1.4411020872740623,-0.658144969715266,True,3,False,4,160.0,False,,bf81d8692db,games5425898691,20.0,3499.090087890625,1728.6800537109375,17.010000228881836,-9723.400268554688,-20730.0,2.3000000417232513,-0.19999999552965164,-1.2999999523162842,-1623.0000305175781,255.0,0.0,,0.009567911237965044,-2.049977968693549,-0.00021676369974418943,True,10,10,163.0,False,False,,Neotos,76561198033127403,7,618.3300170898438,4100.9599609375,17.049999237060547,2617.5,-7610.999755859375,2.8999999165534973,0.3999999910593033,-0.9000000357627869,-1653.0999755859375,229.0,38.0,False,0.016679204827980465,-1.2451731155142183,-0.0001054598479488153,True,8,4,0.0,False,6,,Nerfable,76561197982140705,7.0,545.75,3389.260009765625,86.87999725341797,15300.30029296875,-2674.2999267578125,2919.4000244140625,-5171.099853515625,1205.999984741211,1433.3000183105469,255.0,187.0,False,-0.08119761525139892,-0.3118200224053779,-0.11799661652063284,True,5,False,6,143.30909245244922,True,,
