,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
37,2799,85,False,False,1,8255.85901852526,3702.659912109375,-2624.139892578125,130.63999938964844,-17.899999618530273,17326.8994140625,1960.0999450683594,3004.2999267578125,-2700.10009765625,-3560.0,1.0,-0.047954302605555756,-1.88692193437421,-1.2406525937135153,76561198039309853,enpitsu,25.0,3697.830078125,-2794.25,17.059999465942383,739.0000152587891,14879.3994140625,-4.000000059604645,-0.5999999865889549,-0.09999999776482582,-12.200000286102295,255.0,128.0,False,-0.01675267510631942,1.6219146451867643,1.4377070239852319e-05,True,204.8702451106041,True,4,False,4,,bf81d8692db,games5425898691,19.0,1194.8599853515625,-3887.22998046875,17.010000228881836,-20370.50048828125,1569.4000244140625,2.3999999463558197,-0.0,-0.0,-2011.6999816894531,255.0,0.0,,-0.009592687210409383,0.15501522885158875,-1.450543777299026e-05,True,10,8,4,255.0,False,,Shorty_oneTTV,76561198262556175,6,3415.929931640625,1865.0400390625,16.920000076293945,2003.3000183105469,20636.99951171875,-908.8999938964844,-966.8000030517578,-3140.0,542.0000076293945,255.0,125.0,,-0.0161322725848876,1.7197722756474043,0.05432572551308262,False,6,8,4,2.0,False,,rYL*,76561198127502483,7.0,2199.60009765625,-3.009999990463257,17.010000228881836,12922.7001953125,-4751.199951171875,2.0999999344348907,-0.7000000029802322,0.09999999776482582,-22.40000009536743,255.0,128.0,,-0.009577559607406376,-2.7858648691963537,7.068646666902091e-05,True,4,False,8,156.0,False,
38,2820,86,False,False,1,7010.387949343655,3701.27001953125,-1284.6400146484375,149.72999572753906,55.50000190734863,22056.8994140625,3327.0001220703125,1845.2000427246094,-2033.3000183105469,-3816.0000610351562,1.0,-0.515287810671815,2.956953991941527,-2.7274638375111673,76561198039309853,enpitsu,25.0,3695.419921875,-1453.989990234375,19.3799991607666,-58.20000171661377,21503.00048828125,2974.89990234375,76.90000057220459,-22.200000286102295,-17.899999618530273,255.0,128.0,False,-0.019981365601475547,1.569654341256165,0.0006217914471449386,True,179.76363010816675,True,6,False,5,,bf81d8692db,games5425898691,19.0,263.45001220703125,-3072.590087890625,17.010000228881836,-6769.6002197265625,17209.3994140625,2.199999988079071,0.29999999329447746,-0.5999999865889549,-1579.2999267578125,255.0,0.0,,-0.009592311332129873,1.2291673166700072,-0.0001337958782496249,True,10,8,4,255.0,False,,Shorty_oneTTV,76561198262556175,6,3357.669921875,3419.179931640625,17.010000228881836,-4659.100036621094,19777.5,2.0999999344348907,-0.0,0.7000000029802322,8.399999737739563,255.0,128.0,,-0.009602882346907067,1.3382794630265233,-7.680645726139185e-05,True,6,8,4,33.0,False,,rYL*,76561198127502483,7.0,3255.35009765625,-403.7799987792969,27.079999923706055,14711.800537109375,-6961.300048828125,3080.0,-3.4999999403953552,1.5999999642372131,-1644.7000122070312,255.0,0.0,,-0.009555938810793831,-2.66972155857918,-0.00029435464194551127,True,4,False,9,137.0,False,
39,2827,86,False,False,0,5255.5107516760745,-3728.449951171875,713.0800170898438,239.33999633789062,-17166.400146484375,2012.8999328613281,17501.400146484375,508.3000183105469,2281.4999389648438,1218.3999633789062,0.0,-0.04327369441772172,2.5721491591371173,-2.160265037014818,76561198127502483,rYL*,7.0,-3621.260009765625,585.0999755859375,114.41999816894531,-14695.30029296875,7312.7001953125,3072.3001098632812,6.299999952316284,-3.100000023841858,-1291.300048828125,255.0,128.0,,0.0090387720597447,2.2675913513058434,-0.002001235024016562,True,137.0,False,10,False,4,,76561198262556175,Shorty_oneTTV,6.0,-3226.050048828125,-3908.6298828125,17.010000228881836,6952.60009765625,-18922.099609375,2.3999999463558197,0.0,0.0,2062.2000122070312,128.0,255.0,True,0.009582046577592686,-1.158751299042389,0.00020985356628619851,True,8,6,4,255.0,False,,enpitsu,76561198039309853,25,-3713.14990234375,857.6099853515625,85.73999786376953,-1146.6999816894531,-22938.40087890625,1221.9000244140625,5368.499755859375,-1189.7000122070312,-114.79999542236328,255.0,128.0,False,1.0447329295039571,-1.8238252522355285,-0.03302914039324829,True,5,6,False,177.0,False,,games5425898691,bf81d8692db,19.0,-213.69000244140625,2468.280029296875,17.010000228881836,-4102.699890136719,-17026.300048828125,2.3000000417232513,0.09999999776482582,0.0,-1962.8999328613281,255.0,0.0,,0.009565681263164781,-1.8776899646906307,2.812793417452122e-06,True,8,4,10,255.0,False,
40,2972,92,False,True,0,3819.7069818269188,264.1499938964844,1500.739990234375,526.5599975585938,-1686.9000244140625,16006.800537109375,-2774.5001220703125,-5761.300048828125,1020.9999847412109,1328.2000732421875,0.0,1.227931671286389,2.9043671223746976,-3.133940807933195,76561198262556175,Shorty_oneTTV,6.0,302.44000244140625,1399.550048828125,561.5599975585938,4944.89990234375,20432.60009765625,3808.9999389648438,5029.4000244140625,2221.300048828125,-143.29999923706055,128.0,223.0,,-0.4607775626920201,1.0421154137913673,0.3590242025037337,True,186.0,False,12,6,8,,76561198127502483,rYL*,7.0,-633.1500244140625,-191.61000061035156,17.010000228881836,13696.500244140625,4380.5999755859375,2.0999999344348907,-0.09999999776482582,-0.3999999910593033,-41.90000057220459,255.0,117.0,,0.009629407738512267,0.3102124158424094,-1.7768015123023558e-05,True,12,6,4,137.0,False,,enpitsu,76561198039309853,25,-960.2000122070312,1847.6700439453125,17.049999237060547,5547.39990234375,11100.2001953125,-2.0000000298023224,0.5000000074505806,1.4000000059604645,87.79999732971191,255.0,128.0,,0.016739892468784875,1.117422956852066,-0.00010277456107978776,True,6,6,False,114.65285179948296,True,,games5425898691,bf81d8692db,19.0,232.49000549316406,1753.4200439453125,442.4200134277344,8230.399780273438,-21323.9990234375,2558.300018310547,5362.80029296875,1211.2000274658203,-151.5999984741211,255.0,157.0,,0.425603813494303,-1.3611386478299359,-0.038302618591708824,True,9,4,12,126.13021949029745,True,
41,2973,92,False,False,1,6780.846749601142,-262.44000244140625,-1541.1600341796875,523.9500122070312,-1466.6000366210938,12289.49951171875,9923.499755859375,5870.4998779296875,1237.3999786376953,72.10000038146973,1.0,-1.1633603351129598,2.485879550148823,-2.215929214722887,bf81d8692db,games5425898691,19.0,-232.49000549316406,-1753.4200439453125,442.4200134277344,-8230.399780273438,21323.9990234375,2558.300018310547,-5362.80029296875,-1211.2000274658203,-151.5999984741211,255.0,157.0,,-0.425603813494303,1.3611386478299359,-0.038302618591708824,True,123.0283956989166,True,12,4,9,,76561198039309853,enpitsu,25.0,912.5,-1944.9000244140625,17.049999237060547,-5885.4998779296875,-12107.80029296875,-2.0000000298023224,-0.19999999552965164,-1.0000000149011612,24.200000762939453,255.0,128.0,,-0.0167434601183172,-1.1212812782127137,-5.5602718373949737e-05,True,6,6,False,111.55102800810211,True,,Shorty_oneTTV,76561198262556175,6,-302.44000244140625,-1399.550048828125,561.5599975585938,-4944.89990234375,-20432.60009765625,3808.9999389648438,-5029.4000244140625,-2221.300048828125,-143.29999923706055,128.0,223.0,,0.4607775626920201,-1.0421154137913673,0.3590242025037337,True,8,12,6,186.0,False,,rYL*,76561198127502483,7.0,633.1500244140625,191.61000061035156,17.010000228881836,-13696.500244140625,-4380.5999755859375,2.0999999344348907,0.09999999776482582,0.3999999910593033,-41.90000057220459,255.0,117.0,,-0.009629407738512267,-0.3102124158424094,-1.7768015123023558e-05,True,6,4,12,137.0,False,
42,2974,92,False,False,0,3804.7061555370983,256.5400085449219,1514.06005859375,541.8200073242188,-11639.300537109375,-8450.10009765625,5631.400146484375,-5710.9002685546875,65.39999961853027,1838.6000061035156,0.0,0.62094526860392,-1.886747423757327,-1.7140459993960513,76561198262556175,Shorty_oneTTV,6.0,302.44000244140625,1399.550048828125,561.5599975585938,4944.89990234375,20432.60009765625,3808.9999389648438,5029.4000244140625,2221.300048828125,-143.29999923706055,128.0,223.0,,-0.4607775626920201,1.0421154137913673,0.3590242025037337,True,186.0,False,12,6,8,,76561198127502483,rYL*,7.0,-633.1500244140625,-191.61000061035156,17.010000228881836,13696.500244140625,4380.5999755859375,2.0999999344348907,-0.09999999776482582,-0.3999999910593033,-41.90000057220459,255.0,117.0,,0.009629407738512267,0.3102124158424094,-1.7768015123023558e-05,True,12,6,4,137.0,False,,enpitsu,76561198039309853,25,-912.5,1944.9000244140625,17.049999237060547,5885.4998779296875,12107.80029296875,-2.0000000298023224,0.19999999552965164,1.0000000149011612,24.200000762939453,255.0,128.0,,0.0167434601183172,1.1212812782127137,-5.5602718373949737e-05,True,6,6,False,108.41270566499364,True,,games5425898691,bf81d8692db,19.0,294.8800048828125,1598.760009765625,445.4200134277344,5672.1002197265625,-12708.199462890625,-2183.9999389648438,-507.00000762939453,-3387.0001220703125,-4303.500061035156,255.0,161.0,,0.9044199856439027,-1.407115497772722,0.40656691366228925,True,9,4,12,119.89007335580813,True,
43,3142,98,False,False,1,4607.8839673039,3908.56005859375,1653.300048828125,165.02999877929688,3788.2998657226562,20863.30078125,2848.699951171875,3334.4000244140625,-2706.300048828125,4190.0,1.0,-0.4740132354492606,-0.008359062706614578,2.3529522616953797,76561198039309853,enpitsu,25.0,3882.0400390625,1514.5899658203125,75.30999755859375,10702.39990234375,12823.299560546875,2170.8999633789062,-5152.1002197265625,461.1000061035156,1868.800048828125,255.0,255.0,,-0.16652566595290813,2.4157827049165603,-0.05257230434308142,True,216.0,False,8,False,7,,bf81d8692db,games5425898691,19.0,1473.4000244140625,967.02001953125,17.010000228881836,9106.599731445312,10414.89990234375,2.3000000417232513,-0.0,0.19999999552965164,-2188.9999389648438,255.0,0.0,,-0.00955918525171907,2.354186383444234,-1.9115255488337727e-05,True,12,10,4,163.0,False,,Shorty_oneTTV,76561198262556175,6,-2014.2900390625,-1030.199951171875,37.720001220703125,-3787.7999877929688,18067.39990234375,3276.7001342773438,-97.60000228881836,-32.799999713897705,63.20000171661377,255.0,103.0,,-0.01046013176804425,1.336304929448523,-0.0004964369438996715,True,10,16,6,170.0,False,,rYL*,76561198127502483,7.0,3310.75,1481.530029296875,17.020000457763672,3991.7001342773438,13907.900390625,-2.0000000298023224,-0.29999999329447746,-0.3999999910593033,-16.59999966621399,255.0,128.0,,-0.009575771433397474,1.8527295472605962,3.5884192340384414e-05,True,8,4,14,27.994416990587784,True,
44,3195,100,False,False,0,10044.905069393195,-3308.320068359375,-4610.93994140625,319.3399963378906,9405.0,-122.89999961853027,7683.4002685546875,-2559.2999267578125,87.29999542236328,-3913.3999633789062,0.0,-1.1250233505188734,-3.0817614452465962,1.5418254204365847,76561198127502483,rYL*,7.0,-3327.820068359375,-4695.10986328125,181.58999633789062,3248.0999755859375,-6407.19970703125,7735.2001953125,-1050.4000091552734,3657.7999877929688,692.0999908447266,255.0,255.0,,-0.851370444430806,-1.1227112098401126,-1.0857102579658309,False,13.0,False,14,4,8,,76561198262556175,Shorty_oneTTV,6.0,2340.530029296875,-3332.56005859375,16.989999771118164,-2247.5,-22880.2001953125,4.399999976158142,0.0,0.0,-208.89999389648438,255.0,114.0,,0.009588960468840295,-1.6760413118365125,1.4458414487755646e-05,True,16,12,6,150.0,False,,enpitsu,76561198039309853,25,-3657.760009765625,-3603.18994140625,16.940000534057617,10810.50048828125,-12093.699951171875,27.999999523162842,-0.9000000357627869,28.499999046325684,532.400016784668,128.0,128.0,,0.015751197593244667,-0.7959040363288218,0.0011209239051834085,True,8,8,False,157.0,False,,games5425898691,bf81d8692db,19.0,-3015.3701171875,-2160.889892578125,17.010000228881836,9876.500244140625,-8310.999755859375,2.3000000417232513,0.19999999552965164,0.0,2302.5999450683594,255.0,255.0,,0.00955723490466482,-0.6319479180191048,-1.9855996303393005e-05,True,10,4,12,193.0,False,
45,3254,102,False,False,0,9793.176345997666,-1361.6400146484375,-4642.10009765625,443.70001220703125,-22566.59912109375,-15176.199951171875,2218.300018310547,1331.9000244140625,1526.300048828125,5647.60009765625,0.0,-0.015395755779636854,-0.4406559011597692,1.3024233173219588,76561198262556175,Shorty_oneTTV,6.0,-1219.1600341796875,-4558.0498046875,352.8399963378906,-21630.50048828125,-505.6999969482422,4005.4000854492188,1427.1000671386719,-306.70000076293945,1045.5000305175781,128.0,153.0,,-0.6548602424247504,-2.365307500149042,-0.3828450351407674,True,109.22950519028531,True,18,8,12,,76561198127502483,rYL*,7.0,-1483.9599609375,-4462.89990234375,21.969999313354492,12266.600341796875,-4575.4998779296875,3000.2999877929688,-0.7000000029802322,0.0,-20.69999933242798,255.0,128.0,,0.009560328637744187,-0.36021241937431003,7.430639600709623e-05,True,15,8,4,13.0,False,,enpitsu,76561198039309853,25,-1429.68994140625,-4452.2998046875,314.9800109863281,15861.99951171875,-7694.0997314453125,-153.99999618530273,4424.800109863281,916.1000061035156,3135.4000854492188,128.0,0.0,,-0.2480918166844647,0.9144972694524613,2.5623063135788997,True,9,10,False,188.0,False,,games5425898691,bf81d8692db,19.0,-708.8800048828125,-3497.919921875,17.010000228881836,13775.10009765625,-1367.5999450683594,2.3000000417232513,0.19999999552965164,0.0,2202.7000427246094,255.0,255.0,,0.009565950406859555,-0.031275421984281036,-1.4714948842769817e-05,True,10,4,12,242.0,False,
46,3335,105,False,False,0,7749.537574457569,-3783.75,-2051.39990234375,108.19000244140625,7256.500244140625,21224.19921875,-132.5,3029.2999267578125,-202.29999542236328,-4060.4998779296875,0.0,-0.22393251737351522,-1.6580679835843681,2.7673239452266074,76561198262556175,Shorty_oneTTV,6.0,-3884.3798828125,-2253.510009765625,92.73999786376953,1584.9000549316406,22704.29931640625,2116.3999938964844,-5263.800048828125,339.00001525878906,1557.7999877929688,255.0,73.0,,0.598298512520882,1.838040216379055,0.43333546741851037,True,70.0,False,20,8,13,,76561198127502483,rYL*,8.0,1185.8599853515625,-4635.39990234375,17.0,10529.3994140625,2931.400146484375,1.5999999642372131,-1.0000000149011612,-0.09999999776482582,-53.09999942779541,255.0,128.0,,0.00953963086162016,0.263748339466458,8.444627891672472e-05,True,16,8,4,9.809720672586913,True,,enpitsu,76561198039309853,25,978.739990234375,-3593.530029296875,17.020000457763672,-89.70000267028809,20278.699951171875,4.399999976158142,0.0,0.7000000029802322,4.000000059604645,255.0,128.0,,0.016777505409231157,1.5756786755240124,-6.59168512298824e-05,True,10,10,False,46.0,False,,games5425898691,bf81d8692db,19.0,-3675.389892578125,-1328.8599853515625,17.010000228881836,-8411.900024414062,19052.2998046875,2.3000000417232513,-0.19999999552965164,0.0,-2011.9999694824219,255.0,0.0,,0.009571502300152395,1.9077072704721456,-3.608030634799903e-05,True,10,4,12,155.0,False,
47,3382,107,False,False,1,6534.836369040705,2680.72998046875,-1146.4000244140625,95.66999816894531,-2816.6000366210938,-3766.300048828125,4608.800048828125,3766.199951171875,-202.39999771118164,-4666.199951171875,1.0,0.631742782770657,-2.1358653427078385,2.6818846117205983,bf81d8692db,games5425898691,19.0,2634.580078125,-1266.68994140625,17.010000228881836,-9007.2998046875,-5466.300048828125,2.3999999463558197,3.700000047683716,2.199999988079071,-1579.9000549316406,255.0,0.0,,-0.009539793841745825,-0.5332511539144702,-1.7255773148152857e-05,True,255.0,False,12,4,10,,76561198039309853,enpitsu,25.0,-700.6900024414062,214.1999969482422,17.030000686645508,-2591.099853515625,-19682.7001953125,5.299999713897705,0.5999999865889549,5.199999809265137,-944.4000244140625,255.0,128.0,,-0.01676524392887944,-1.4307637671059366,-0.00010507329571816052,True,10,10,False,76.0,False,,Shorty_oneTTV,76561198262556175,6,3022.860107421875,-971.489990234375,17.010000228881836,-15539.599609375,-11275.50048828125,-0.29999999329447746,2.3000000417232513,2.199999988079071,-499.70001220703125,255.0,35.0,,-0.009614922400282168,-0.6258661726453467,-4.724871746290875e-05,True,14,20,8,41.0,False,,rYL*,76561198127502483,8.0,-3122.1201171875,4203.06005859375,17.0,-1663.2000732421875,-13015.999755859375,3.6000001430511475,0.09999999776482582,-0.0,2283.699951171875,255.0,255.0,,-0.00954880796785977,-1.5115817043065605,7.248314595544885e-06,True,8,4,16,255.0,False,
48,3447,109,False,False,1,7248.009220553356,2102.719970703125,-2006.8499755859375,109.70999908447266,874.1000366210938,787.6999664306641,2850.7000732421875,3046.400146484375,-3987.5,-1328.5000610351562,1.0,-0.3088825922567601,-0.6017308721532352,2.5001550386867977,bf81d8692db,games5425898691,19.0,2016.8499755859375,-2121.8798828125,17.010000228881836,-383.6000061035156,153.29999923706055,1.5999999642372131,2.3999999463558197,-0.0,367.40001678466797,255.0,246.0,,-0.009338758687128657,-3.054443465539408,5.180507232840201e-05,True,255.0,False,12,4,10,,76561198039309853,enpitsu,25.0,348.55999755859375,-2825.330078125,17.030000686645508,11284.49951171875,1961.6000366210938,5.699999928474426,-1.0000000149011612,-0.19999999552965164,1960.7000732421875,255.0,255.0,,-0.016711705626755734,2.9569215026263107,0.000263439858467512,True,10,10,False,107.0,False,,Shorty_oneTTV,76561198262556175,6,1012.0399780273438,-689.77001953125,17.010000228881836,-1318.5000610351562,12475.30029296875,2.0999999344348907,-0.0,-0.9000000357627869,-12.799999713897705,255.0,128.0,,-0.009568189835331255,1.4675111880769833,8.202776070933318e-05,False,14,20,8,41.0,False,,rYL*,76561198127502483,8.0,-649.1099853515625,2275.090087890625,17.0,13135.0,-5127.1002197265625,3.400000035762787,0.3999999910593033,-0.0,0.0,255.0,128.0,,-0.009580436115505374,-2.769462781476039,-5.227136624303588e-05,True,8,4,16,255.0,False,
49,3463,110,False,False,1,7209.380389552927,2150.070068359375,-1959.469970703125,168.3800048828125,-901.6000366210938,3434.8001098632812,2473.9999389648438,1777.2999572753906,-3005.8999633789062,-2051.199951171875,1.0,0.11592980671806868,2.570716878000558,-0.12153674068654918,bf81d8692db,games5425898691,19.0,2166.56005859375,-2055.47998046875,48.560001373291016,1551.199951171875,1227.7999877929688,3176.9000244140625,-3094.5001220703125,-184.40000534057617,266.49999618530273,128.0,229.0,,-0.041711743845813776,2.457385160271371,-0.0546876249925968,True,255.0,False,13,4,10,,76561198039309853,enpitsu,25.0,910.9400024414062,-2590.860107421875,17.030000686645508,12192.60009765625,3456.099853515625,5.099999904632568,-0.9000000357627869,-0.0,-234.0999984741211,0.0,255.0,,-0.01671048442459449,2.8894246694149794,0.00017678932823689275,True,10,10,False,107.0,False,,Shorty_oneTTV,76561198262556175,6,1141.97998046875,11.029999732971191,17.010000228881836,6375.3997802734375,8177.80029296875,2.3999999463558197,0.3999999910593033,-1.1999999731779099,-2123.5000610351562,0.0,0.0,True,-0.009760881830298416,2.292725409364506,-2.320008356351977e-05,True,14,20,8,71.0,False,,rYL*,76561198127502483,8.0,106.44000244140625,1980.4599609375,17.0,13135.0,-5127.0001220703125,3.400000035762787,0.3999999910593033,-0.0,0.0,255.0,128.0,,-0.009580436115505374,-2.769462781476039,-5.227136624303588e-05,True,8,4,16,255.0,False,
50,3501,111,False,True,0,4159.931476681621,-1890.0400390625,1100.5799560546875,106.77999877929688,7097.5,21880.70068359375,4643.500061035156,-3663.9999389648438,3207.0001220703125,-3505.4998779296875,0.0,-1.1093126520185241,2.342334746783007,0.9304749414215172,76561198262556175,Shorty_oneTTV,6.0,-1954.469970703125,906.530029296875,47.06999969482422,-4482.60009765625,12217.80029296875,2941.0000610351562,5128.499755859375,-1691.4999389648438,-108.10000419616699,255.0,222.0,False,-0.137312726704106,1.92207571660343,-0.1086413634850703,True,29.0,False,21,8,14,,76561198127502483,rYL*,8.0,-1098.6500244140625,-1156.5899658203125,17.0,-5592.19970703125,5805.5999755859375,3.3000001311302185,0.7000000029802322,0.29999999329447746,0.0,255.0,128.0,,0.009582859469448498,2.3374492640756,2.2774924800140837e-05,True,16,8,4,255.0,False,,enpitsu,76561198039309853,25,-1722.2099609375,1355.1700439453125,63.11000061035156,-13429.89990234375,-14183.199462890625,3248.2998657226562,866.2000274658203,-2497.899932861328,-2291.999969482422,255.0,128.0,,0.0742865775544037,-2.2541512493115357,0.009223587237427354,True,11,12,False,37.0,False,,games5425898691,bf81d8692db,19.0,-2510.010009765625,1260.9100341796875,16.600000381469727,1640.0,-7142.2998046875,82.70000457763672,7.5,-5.0,2562.0001220703125,255.0,255.0,,0.009076606748923955,-1.3040891886904218,-0.00012178777251028394,True,12,4,14,255.0,False,
51,3503,111,False,False,1,6368.472466818491,1929.760009765625,-1144.010009765625,164.83999633789062,20895.2001953125,11701.199951171875,13713.800048828125,4104.100036621094,-3232.7999877929688,-2950.2999877929688,1.0,0.8710661352760015,-1.4862211439543702,1.6114308538652595,76561198039309853,enpitsu,25.0,1722.2099609375,-1355.1700439453125,63.11000061035156,13429.89990234375,14183.199462890625,3248.2998657226562,-866.2000274658203,2497.899932861328,-2291.999969482422,255.0,128.0,,-0.0742865775544037,2.2541512493115357,0.009223587237427354,True,37.0,False,12,False,11,,bf81d8692db,games5425898691,19.0,2482.2099609375,-1189.9100341796875,16.979999542236328,-3719.89990234375,6982.1002197265625,12.5,-1.5000000596046448,-0.7000000029802322,2523.0999755859375,255.0,255.0,,-0.009415779821090754,1.0505005370296139,1.1447059570776069e-05,True,14,12,4,255.0,False,,Shorty_oneTTV,76561198262556175,6,1954.469970703125,-906.530029296875,47.06999969482422,4482.60009765625,-12217.80029296875,2941.0000610351562,-5128.499755859375,1691.4999389648438,-108.10000419616699,255.0,222.0,False,0.137312726704106,-1.92207571660343,-0.1086413634850703,True,14,22,8,60.0,False,,rYL*,76561198127502483,8.0,1147.239990234375,1106.1500244140625,17.0,6020.5999755859375,-6250.5999755859375,3.3000001311302185,-0.7000000029802322,-0.29999999329447746,0.0,255.0,128.0,,-0.009582859469448498,-2.3374492640756,2.2774924800140837e-05,True,8,4,16,255.0,False,
52,3504,111,False,False,0,4142.1434638834735,-1991.2099609375,1145.27001953125,236.91000366210938,-9539.000244140625,10233.499755859375,19158.399658203125,5220.999755859375,-2903.2000732421875,558.8000106811523,0.0,-0.9498208405009128,1.4744547661895238,1.5851865360576367,76561198262556175,Shorty_oneTTV,6.0,-1996.68994140625,1016.6500244140625,70.23999786376953,-5395.2001953125,10680.50048828125,2032.5,4329.5001220703125,-3390.5999755859375,90.9000015258789,128.0,255.0,False,-0.49662941202565375,2.065833849094184,-0.5998393414363081,True,60.0,False,22,8,14,20.0,76561198127502483,rYL*,8.0,-1147.239990234375,-1106.1500244140625,17.0,-6020.5999755859375,6250.5999755859375,3.3000001311302185,0.7000000029802322,0.29999999329447746,0.0,255.0,128.0,,0.009582859469448498,2.3374492640756,2.2774924800140837e-05,True,16,8,4,255.0,False,,enpitsu,76561198039309853,25,-1828.5999755859375,1242.8599853515625,83.22000122070312,-10623.199462890625,-11256.400146484375,1413.3000183105469,1212.699966430664,-5363.3001708984375,115.20000457763672,255.0,128.0,,0.5277547440038378,-2.0869627079406903,0.3470630218383562,True,11,12,False,37.0,False,,games5425898691,bf81d8692db,19.0,-2482.2099609375,1189.9100341796875,16.979999542236328,3719.89990234375,-6982.1002197265625,12.5,1.5000000596046448,0.7000000029802322,2523.0999755859375,255.0,255.0,,0.009415779821090754,-1.0505005370296139,1.1447059570776069e-05,True,12,4,14,255.0,False,
53,3579,114,False,False,0,3411.1600967306363,-3948.8701171875,3618.159912109375,155.1699981689453,4785.299987792969,15510.30029296875,6597.7001953125,-2684.4000244140625,-794.3000030517578,5306.7999267578125,0.0,1.3032206984298742,-0.8964427135014102,-2.3908448808454157,76561198262556175,Shorty_oneTTV,6.0,-3894.530029296875,3446.85009765625,85.94000244140625,-3149.7000122070312,18857.80029296875,2373.699951171875,-5319.000244140625,1364.1000366210938,-311.299991607666,255.0,154.0,False,0.6195384565243012,1.5617544387708495,0.12136893405538243,True,26.0,False,24,8,15,,76561198127502483,rYL*,7.0,-2066.97998046875,367.44000244140625,17.0,-3595.8999633789062,6643.499755859375,3.799999952316284,-0.3999999910593033,0.7000000029802322,-2431.4999389648438,255.0,0.0,,0.00951095086834879,2.057403727656391,-9.179792215390946e-05,True,16,8,4,255.0,False,,enpitsu,76561198039309853,25,-3801.2099609375,1588.4000244140625,16.979999542236328,3094.5001220703125,15831.400146484375,-86.49999618530273,115.0,-281.299991607666,-663.7000274658203,255.0,128.0,,0.020734762342306978,1.3504826534005598,-0.0012341683330266114,True,12,12,False,0.0,False,,games5425898691,bf81d8692db,19.0,-438.2099914550781,4004.6298828125,24.56999969482422,9726.400146484375,15497.900390625,-2348.800048828125,-659.8000335693359,3231.199951171875,1546.7999267578125,255.0,6.0,,-0.10744915900338756,0.8791859684226224,-0.13958060390619,True,14,4,16,255.0,False,
