,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0.0,False,False,0,5253.376988002666,-29.540000915527344,-41.43000030517578,83.95999908447266,2862.7999877929688,21135.70068359375,-8674.099731445312,-3736.7001342773438,2912.39990234375,3681.6000366210938,0.0,0.22666802523092267,0.11653899783513749,-0.2839044856548632,76561197967107537,O'Clock,9.0,-94.58000183105469,-250.72000122070312,136.32000732421875,11137.60009765625,19943.900146484375,2526.0000610351562,-5470.9002685546875,564.7999954223633,-6.600000262260437,255.0,128.0,,0.466375701692876,1.467287746854612,-0.03211104556527244,True,0.0,False,4,False,3,,76561198009871928,Sharyn,30.0,-804.22998046875,-2458.93994140625,17.049999237060547,-10580.10009765625,7931.400146484375,3.100000023841858,-1.2999999523162842,0.7999999821186066,-2057.899932861328,255.0,0.0,,0.016745343762505416,2.4626614961696607,-0.00019774291510302438,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26.0,-11.550000190734863,64.05999755859375,110.77999877929688,-13013.399658203125,-16999.000244140625,5.099999904632568,4711.7999267578125,-2719.89990234375,806.5000152587891,255.0,128.0,,1.5179364334198322,-2.5261114172048638,-0.44320323642871556,True,0.0,False,False,2,1,,games5425898691,bf81d8692db,24.0,-2899.419921875,4141.60986328125,17.010000228881836,-17842.5,1513.0000305175781,2.3000000417232513,0.29999999329447746,0.0,1931.6000366210938,255.0,255.0,,0.00957665334503271,3.122403052911726,4.298807211905215e-05,True,False,False,False,255.0,False,310.0
1,170,0.0,False,False,1,5155.783319168911,37.22999954223633,56.2400016784668,91.19999694824219,-2715.1998901367188,-5312.5,-684.5999908447266,5514.1998291015625,1972.2999572753906,1304.9000549316406,1.0,-0.37636737324262165,-0.050000513655485704,-0.626613024655394,76561198039309853,enpitsu,26.0,11.550000190734863,-64.05999755859375,110.77999877929688,13013.399658203125,16999.000244140625,5.099999904632568,-4711.7999267578125,2719.89990234375,806.5000152587891,255.0,128.0,,-1.5179364334198322,2.5261114172048638,-0.44320323642871556,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,2899.419921875,-4141.60986328125,17.010000228881836,17842.5,-1513.0000305175781,2.3000000417232513,-0.29999999329447746,-0.0,1931.6000366210938,255.0,255.0,,-0.00957665334503271,-3.122403052911726,4.298807211905215e-05,True,False,False,False,255.0,False,,O'Clock,76561197967107537,9.0,94.58000183105469,250.72000122070312,136.32000732421875,-11137.60009765625,-19943.900146484375,2526.0000610351562,5470.9002685546875,-564.7999954223633,-6.600000262260437,255.0,128.0,,-0.466375701692876,-1.467287746854612,-0.03211104556527244,True,0.0,False,False,4,3,,Sharyn,76561198009871928,30.0,886.27001953125,2385.5,17.049999237060547,9160.499877929688,-9535.599975585938,3.1999999284744263,0.3999999910593033,-0.5999999865889549,-2214.7000122070312,255.0,0.0,,-0.01674923676818291,-2.28282935301856,-8.009967570352135e-05,True,False,False,False,116.0,False,
2,172,0.0,False,False,0,5268.868312125095,-38.4900016784668,-58.619998931884766,92.87999725341797,-221.00000381469727,1969.1999816894531,54.000000953674316,1283.2000732421875,268.1999969482422,5771.5997314453125,0.0,0.32026973577680135,0.5334008970089914,-0.6028383480320466,76561197967107537,O'Clock,9.0,-29.489999771118164,-192.11000061035156,187.17999267578125,5831.199951171875,-410.0,2604.8001098632812,-3820.7000732421875,-427.09999084472656,3933.0999755859375,232.0,86.0,,0.5487340700396431,1.6270960458041444,-0.14192935371863705,True,0.0,False,4,False,3,,76561198009871928,Sharyn,30.0,-886.27001953125,-2385.5,17.049999237060547,-9160.499877929688,9535.599975585938,3.1999999284744263,-0.3999999910593033,0.5999999865889549,-2214.7000122070312,255.0,0.0,,0.01674923676818291,2.28282935301856,-8.009967570352135e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26.0,-67.72000122070312,70.62000274658203,115.51000213623047,-8540.800170898438,1262.3999786376953,799.1000366210938,4371.700134277344,-1096.8000030517578,3151.9000244140625,255.0,128.0,,1.039167888962492,1.5559844910651763,3.0481081535245127,True,0.0,False,False,2,1,,games5425898691,bf81d8692db,24.0,-3061.89990234375,4139.990234375,17.010000228881836,-17544.200439453125,-1586.1000061035156,2.3000000417232513,0.29999999329447746,0.0,1955.5999755859375,255.0,255.0,,0.009592633411777764,-2.98224808157094,3.527059573735823e-05,True,False,False,False,255.0,False,
3,217,1.0,False,True,0,5047.609687477407,-57.099998474121094,162.58999633789062,102.79000091552734,-3067.7999877929688,25071.0009765625,6945.9002685546875,4763.299865722656,-60.900001525878906,3647.7999877929688,0.0,0.3297642425562109,-2.4257369595475184,-0.30899924625816705,76561198009871928,Sharyn,30.0,-34.529998779296875,-30.709999084472656,17.049999237060547,6340.3997802734375,20549.49951171875,-1.4000000059604645,-0.5999999865889549,-1.4000000059604645,1914.2999267578125,255.0,255.0,,0.01677044393456766,1.3319833384492599,9.340128091545097e-05,True,39.43632672935404,True,False,False,False,,76561197967107537,O'Clock,9.0,886.7899780273438,-225.27999877929688,16.979999542236328,6043.499755859375,4307.60009765625,10.299999713897705,1.0999999940395355,-5.199999809265137,0.5000000074505806,255.0,128.0,,0.009788166849380704,0.6196446948806447,0.00015963073865741221,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,-778.739990234375,260.1400146484375,17.049999237060547,5498.599853515625,2088.6000061035156,3.0000001192092896,0.0,0.0,2234.600067138672,255.0,255.0,,0.016639264658648026,0.33278155035537443,4.2841238154336026e-05,True,0.0,False,False,2,2,,games5425898691,bf81d8692db,24.0,-2837.47998046875,2566.669921875,17.020000457763672,17605.6005859375,4129.2999267578125,-1.5000000596046448,-0.29999999329447746,0.0,1970.2999877929688,255.0,255.0,,0.009582673313624945,0.3000820388474297,2.4635077623804164e-05,True,False,False,False,195.06874827672073,True,
4,256,3.0,False,False,1,8748.369857040725,463.45001220703125,-3597.669921875,434.2900085449219,-17987.5,6488.800048828125,9747.100219726562,1791.0000610351562,5448.0999755859375,-1763.3999633789062,1.0,-1.378438938009809,-2.192766438811182,2.6738785102647773,bf81d8692db,games5425898691,24.0,613.8200073242188,-3712.39990234375,322.7799987792969,-21299.19921875,-2189.2999267578125,4091.4999389648438,-2191.7999267578125,-4593.699951171875,2084.1000366210938,255.0,58.0,,0.6431864543652073,0.24835378228435745,0.550824225195843,True,116.3675526752267,True,4,False,3,,76561198039309853,enpitsu,26.0,1197.800048828125,-1302.050048828125,17.049999237060547,10220.900268554688,-7387.19970703125,2.5999999046325684,0.5000000074505806,-0.0,4.699999988079071,255.0,0.0,,-0.016706354186158984,-2.5164139083789823,-4.1465964763271615e-05,True,3,False,4,0.0,False,,O'Clock,76561197967107537,9.0,-2574.669921875,-148.4199981689453,17.010000228881836,-15838.900146484375,-222.29999542236328,2.0999999344348907,0.3999999910593033,-0.19999999552965164,-171.90000534057617,255.0,128.0,,-0.009576141391172424,0.0051191457962610175,0.00012115057167544882,False,0.0,False,False,4,4,,Sharyn,76561198009871928,30.0,6.150000095367432,-2999.010009765625,203.44000244140625,-3645.2999877929688,-17879.49951171875,1239.1000366210938,-2592.6998901367188,-1383.5000610351562,3790.4000854492188,255.0,13.0,True,1.2522507415152668,0.013408588382011862,1.5671649950276147,True,3,False,4,0.0,False,
5,356,6.0,False,False,0,5214.21773984921,2996.56005859375,1670.699951171875,293.5400085449219,-11754.49951171875,22723.60107421875,10559.200439453125,4332.60009765625,-3762.6998901367188,1752.1000671386719,0.0,-0.24998405643809754,-0.9579729369114397,1.567330910785494,76561197967107537,O'Clock,9.0,3039.68994140625,1532.43994140625,191.35000610351562,-2297.4000549316406,17234.300537109375,1559.4000244140625,3733.2998657226562,-809.4999694824219,3796.400146484375,128.0,128.0,False,-0.5831211894867498,1.6528918435973814,0.009318639760850018,True,181.0,False,6,False,4,,76561198009871928,Sharyn,30.0,78.87999725341797,4378.5498046875,17.049999237060547,-925.1000213623047,-13174.200439453125,2.5999999046325684,0.0,-0.7999999821186066,9.800000190734863,255.0,128.0,,0.016738995131957986,-1.6396123902814868,-7.234090734994832e-05,True,4,False,4,,False,,enpitsu,76561198039309853,26.0,-390.3500061035156,4884.35009765625,17.049999237060547,11137.80029296875,7900.0,3.0000001192092896,0.3999999910593033,0.0,-2935.4000854492188,128.0,128.0,False,0.016757623819125426,0.2008421932886359,-8.455515687208175e-05,True,61.0,False,False,4,4,,games5425898691,bf81d8692db,24.0,2582.860107421875,3360.419921875,16.989999771118164,-13031.300048828125,-4357.799987792969,4.799999892711639,0.09999999776482582,-0.5000000074505806,-2088.000030517578,128.0,4.0,,0.009568170558348783,-2.882807015503466,1.006151331309519e-05,True,4,False,4,227.0,False,
6,440,9.0,True,True,0,2268.089961602838,141.86000061035156,3123.300048828125,258.04998779296875,5865.0,18481.8994140625,-213.70000839233398,1774.4999694824219,506.1000061035156,-5709.0997314453125,0.0,0.19477865029991556,2.774375333508434,-1.3598107930675754,76561198009871928,Sharyn,30.0,81.29000091552734,3012.0400390625,191.7100067138672,-5667.80029296875,15950.50048828125,1519.9000549316406,-4272.39990234375,2395.0999450683594,2501.9000244140625,255.0,0.0,False,-0.2084659315236057,2.5315447864957554,0.562479784971042,True,0.0,False,6,False,5,,76561197967107537,O'Clock,9.0,3869.97998046875,3476.31005859375,20.889999389648438,3326.199951171875,-13258.1005859375,375.8000183105469,-321.5999984741211,-847.5,-126.09999656677246,255.0,128.0,False,-0.032112996943259975,-1.3173139081218046,0.11513646387955985,True,4,False,6,181.0,False,,enpitsu,76561198039309853,26.0,-138.7100067138672,5316.72998046875,16.969999313354492,651.5000152587891,-6119.000244140625,-119.70000267028809,-282.7000045776367,65.3000020980835,-1462.5999450683594,128.0,128.0,False,0.01624494402526373,-1.4889104529082329,0.001780364361844996,True,61.0,False,False,4,4,,games5425898691,bf81d8692db,24.0,158.82000732421875,5096.509765625,16.989999771118164,-12701.700439453125,1264.3000030517578,4.900000095367432,0.0,0.0,2306.7999267578125,255.0,255.0,,0.009555501403771587,3.108180557404154,-3.1780133498125595e-06,True,4,False,4,227.0,False,
7,734,11.0,False,False,1,5239.660766985334,32.689998626708984,-28.049999237060547,105.62999725341797,9042.2998046875,26090.6005859375,10156.500244140625,4808.299865722656,736.2000274658203,-3512.5,1.0,0.0771258456638261,0.2182555652126431,-0.20836107468854323,76561198039309853,enpitsu,26.0,29.0,-273.5899963378906,62.33000183105469,810.1999664306641,22844.599609375,2537.2000122070312,-2878.3999633789062,103.59999656677246,-3.8999998569488525,255.0,128.0,,-0.08837662821822845,1.6070213776282078,-5.583516324525085e-06,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,-3162.3798828125,-3910.22998046875,17.010000228881836,-14111.199951171875,9244.7998046875,0.29999999329447746,-0.3999999910593033,-0.0,-2003.0999755859375,255.0,0.0,,-0.009584150886531128,0.6488289621828253,-5.282806352542162e-05,True,False,False,False,245.57170748710632,True,,O'Clock,76561197967107537,9.0,-58.0,126.61000061035156,85.48999786376953,5782.80029296875,-19228.1005859375,2791.9000244140625,-1195.4000091552734,1642.4000549316406,5111.000061035156,255.0,233.0,,-0.09763543415196556,-1.821515945402694,-0.009689920397721262,True,0.0,False,False,4,3,,Sharyn,76561198009871928,29.0,3251.93994140625,4058.389892578125,17.049999237060547,11842.60009765625,14376.300048828125,4.099999964237213,-0.09999999776482582,-0.19999999552965164,3430.0,255.0,255.0,False,-0.016773114423410864,1.9211473360047582,0.00012287272402537947,True,False,False,False,255.0,False,
8,735,11.0,False,False,0,5173.216288875197,-67.30000305175781,33.59000015258789,125.29000091552734,-12694.89990234375,-11264.000244140625,9666.099853515625,-5069.800109863281,-2676.400146484375,1769.9000549316406,0.0,-0.22853446407707423,-0.20843663071291071,-0.40893250759210154,76561197967107537,O'Clock,9.0,58.0,-126.61000061035156,85.48999786376953,-5782.80029296875,19228.1005859375,2791.9000244140625,1195.4000091552734,-1642.4000549316406,5111.000061035156,255.0,233.0,,0.09763543415196556,1.821515945402694,-0.009689920397721262,True,0.0,False,4,False,3,,76561198009871928,Sharyn,29.0,-3251.93994140625,-4058.389892578125,17.049999237060547,-11842.60009765625,-14376.300048828125,4.099999964237213,0.09999999776482582,0.19999999552965164,3430.0,255.0,255.0,False,0.016773114423410864,-1.9211473360047582,0.00012287272402537947,True,False,False,False,255.0,False,,enpitsu,76561198039309853,26.0,-29.0,273.5899963378906,62.33000183105469,-810.1999664306641,-22844.599609375,2537.2000122070312,2878.3999633789062,-103.59999656677246,-3.8999998569488525,255.0,128.0,,0.08837662821822845,-1.6070213776282078,-5.583516324525085e-06,True,31.0,False,False,2,1,,games5425898691,bf81d8692db,24.0,3162.3798828125,3910.22998046875,17.010000228881836,14111.199951171875,-9244.7998046875,0.29999999329447746,0.3999999910593033,0.0,-2003.0999755859375,255.0,0.0,,0.009584150886531128,-0.6488289621828253,-5.282806352542162e-05,True,False,False,False,242.37267108373746,True,
9,823,14.0,False,False,1,6905.783801265763,2097.27001953125,-1660.5,274.32000732421875,12354.7998046875,8773.699951171875,3459.2001342773438,-51.599998474121094,-355.49999237060547,5989.1998291015625,1.0,-0.04581385178699896,-0.9050108057797326,-2.567761676217069,bf81d8692db,games5425898691,24.0,1922.4000244140625,-1761.0899658203125,234.36000061035156,22819.599609375,-2416.0000610351562,1557.1000671386719,4733.2000732421875,235.6999969482422,2791.099853515625,128.0,30.0,,-0.05427745556999869,-2.72518291030662,0.9722061849232158,True,81.46080881549466,True,4,False,3,,76561198039309853,enpitsu,26.0,2262.510009765625,-236.11000061035156,17.059999465942383,12777.099609375,4736.9000244140625,0.7000000029802322,1.1999999731779099,-0.5999999865889549,968.0999755859375,255.0,128.0,,-0.016539494329386988,2.7007060703834926,0.002650337722307139,True,2,False,2,0.0,False,,O'Clock,76561197967107537,9.0,2079.219970703125,-208.7100067138672,17.049999237060547,11366.800537109375,3195.4000854492188,-1.4000000059604645,8.500000238418579,2.7000001072883606,500.8000183105469,255.0,0.0,,-0.008541182870169972,2.8294093571794865,-0.006765814389135751,True,31.0,False,False,4,4,,Sharyn,76561198009871928,30.0,3201.830078125,390.760009765625,17.059999465942383,14620.30029296875,2850.4998779296875,1.899999976158142,0.7000000029802322,0.19999999552965164,2204.199981689453,255.0,255.0,False,-0.016763419049066742,2.8630505431080624,-8.52101492185946e-05,True,4,False,4,188.0,False,
