,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,176,0,False,False,0,5254.74701217906,-2.059999942779541,-38.150001525878906,103.51000213623047,69.6999979019165,16105.2001953125,8825.30029296875,5997.80029296875,-142.2000026702881,72.30000019073486,0.0,-0.0047130653133119135,0.001382961662871255,0.19221365865753978,bf81d8692db,games5425898691,20.0,-7.090000152587891,-327.0400085449219,84.9000015258789,418.8999938964844,22833.1005859375,2082.7000427246094,-5499.000244140625,100.79999923706055,0.0,128.0,128.0,0.7165989074366252,1.552476512835924,3.2161325970013236e-05,True,4,3,False,31.0,False,,76561198039309853,enpitsu,26.0,0.0,-2972.72998046875,17.049999237060547,0.0,5262.39990234375,2.5999999046325684,-0.5999999865889549,0.0,0.0,255.0,,,0.016807813432039555,1.570775372233716,-2.356888201565208e-07,True,116.0,False,False,False,False,,francpetarda,b936195fd2b,10.0,7.170000076293945,246.5500030517578,71.04000091552734,-2377.100067138672,-22751.79931640625,2370.8999633789062,3128.800048828125,-532.7999877929688,-225.10000228881836,218.0,104.0,,0.11459843817317653,-1.6205055217881583,0.0026825270338765857,True,4,3,False,12.0,False,,Miško_Kranjec,be246fadccb,9.0,0.0,1642.550048828125,17.010000228881836,0.09999999776482582,-14514.300537109375,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009529149764070306,-1.570773137270861,1.1085273162241994e-07,True,78.0,False,False,4,4,,
1,179,0,False,False,1,5218.060832998586,-2.569999933242798,-0.10999999940395355,148.22999572753906,-732.9000091552734,2447.100067138672,2085.8999633789062,3106.9000244140625,131.70000076293945,1615.0,1.0,0.05087530391356721,0.052553135599524285,0.4195111330926568,b936195fd2b,francpetarda,10.0,26.8799991607666,-121.44000244140625,99.7300033569336,1696.9000244140625,-6.700000166893005,319.59999084472656,-5334.7998046875,-626.5000152587891,1181.6999816894531,210.0,73.0,-1.1972039965776986,1.1572237882668557,0.29417358519453907,True,4,3,False,12.0,False,,be246fadccb,Miško_Kranjec,9.0,-0.0,-1424.75,17.010000228881836,-0.09999999776482582,14514.300537109375,2.0999999344348907,-0.5999999865889549,-0.0,0.0,255.0,,,-0.009529149764070306,1.570773137270861,1.1085273162241994e-07,True,78.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-0.0,2922.280029296875,17.049999237060547,-0.0,-5140.5999755859375,2.5999999046325684,-1.5000000596046448,-0.0,0.0,255.0,,,-0.016777294716490972,-1.5707751159724062,-2.381486107173254e-07,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,20.0,4.550000190734863,175.97000122070312,97.29000091552734,31.80000066757202,1133.8999938964844,-6.1000001430511475,5499.69970703125,30.199999809265137,44.699997901916504,128.0,128.0,,-1.0514717399372349,1.5715333662652156,3.1311095261660595,True,31.0,False,False,3,4,,
2,192,0,False,False,0,5327.39137668714,34.33000183105469,-105.52999877929688,174.8300018310547,588.8999938964844,414.7999954223633,-1407.8999328613281,-175.79999923706055,166.5999984741211,414.1999816894531,0.0,0.29469794002654487,0.5923007956331816,-0.8673178156587686,bf81d8692db,games5425898691,20.0,-5.96999979019165,-222.82000732421875,91.13999938964844,-29.500000476837158,-1178.1999969482422,-284.89999771118164,-5113.500061035156,-43.80000114440918,29.200000762939453,255.0,128.0,-1.2886512115640383,1.559443560324757,0.020753495286686498,True,4,4,False,31.0,False,,76561198039309853,enpitsu,26.0,0.0,-2557.320068359375,17.049999237060547,0.0,9286.599731445312,2.5999999046325684,0.0,0.0,0.0,128.0,,,0.016670479252160426,1.5707742227540715,-2.4338197291840506e-07,True,116.0,False,False,False,False,,francpetarda,b936195fd2b,10.0,-98.69999694824219,123.11000061035156,93.79000091552734,-1682.5999450683594,94.60000038146973,-150.600004196167,5428.0999755859375,745.5000305175781,-478.80001068115234,168.0,68.0,,-1.0565207933101075,1.0996934451915916,-2.5353208821735116,True,4,3,False,12.0,False,,Miško_Kranjec,be246fadccb,9.0,-81.58000183105469,827.3699951171875,17.010000228881836,-1927.2999572753906,-13368.499755859375,2.3999999463558197,0.3999999910593033,2.199999988079071,1912.7000427246094,128.0,255.0,,0.009633842968107995,-1.6819549673652567,0.00024341258817411613,True,78.0,False,False,4,4,,
3,206,1,False,False,1,5135.013634157625,-61.52000045776367,95.05000305175781,124.22000122070312,5354.89990234375,20027.900390625,7485.4998779296875,2885.5999755859375,679.4999694824219,-3435.2999877929688,1.0,-0.5010445755817299,-0.7691292552433323,-0.8877110518523055,be246fadccb,Miško_Kranjec,9.0,-113.05999755859375,-65.44000244140625,44.91999816894531,-5430.9002685546875,14435.50048828125,2360.2000427246094,964.1999816894531,1225.6999969482422,-3768.599853515625,255.0,0.0,0.00029681048121655326,1.3918222592575078,0.00783259387302812,True,6,4,False,41.0,False,,b936195fd2b,francpetarda,10.0,180.36000061035156,-125.20999908447266,24.600000381469727,1436.6999816894531,332.40001678466797,-2489.9000549316406,-4333.599853515625,-262.2999954223633,-2597.7999877929688,185.0,8.0,,0.09267582116469945,1.9222418165433857,0.16156850350412091,True,12.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-1.4700000286102295,2182.35009765625,17.049999237060547,-44.40000057220459,-1253.7999725341797,2.5999999046325684,0.3999999910593033,-0.5999999865889549,-95.69999694824219,0.0,128.0,,-0.017291289305700397,-1.5378149687249878,2.762134886290925e-05,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,20.0,-6.380000114440918,278.7900085449219,20.6200008392334,-1180.4000091552734,-637.9999923706055,2429.600067138672,1065.1000213623047,-1256.3999938964844,-749.0000152587891,255.0,209.0,,-0.023974187927160093,-0.3921873695875691,-0.02119547826996765,True,31.0,False,False,4,5,,
4,207,1,False,False,0,5409.666164239266,36.439998626708984,-188.6999969482422,162.2899932861328,-2574.7000122070312,-1329.1000366210938,13992.5,5544.000244140625,-2274.600067138672,-298.799991607666,0.0,0.44771156523901423,0.5939313010947542,-0.9345707763480832,bf81d8692db,games5425898691,20.0,19.170000076293945,-271.7799987792969,42.310001373291016,1371.6000366210938,-128.100004196167,2552.7999877929688,2312.2999572753906,1323.3000183105469,-806.8000030517578,255.0,182.0,0.14299712017927657,0.37006846499312684,-0.036116949580935316,True,5,4,False,31.0,False,,76561198039309853,enpitsu,26.0,1.4600000381469727,-2182.469970703125,17.049999237060547,-25.499999523162842,-697.3999786376953,2.5999999046325684,2.5999999046325684,-0.09999999776482582,-17.799999713897705,0.0,128.0,,0.017223074031401667,1.5342741584484174,2.1147355371660887e-05,True,116.0,False,False,False,False,,francpetarda,b936195fd2b,10.0,-189.25999450683594,116.44999694824219,15.880000114440918,-1056.6999816894531,-1462.5999450683594,-21.400001049041748,69.0999984741211,587.2999954223633,-1592.1000671386719,193.0,8.0,,0.012161781674626528,-2.0888497404309,-0.001999271902054464,True,4,4,False,12.0,False,,Miško_Kranjec,be246fadccb,9.0,135.63999938964844,-9.829999923706055,55.779998779296875,-80.29999732971191,-18067.60009765625,2035.5999755859375,520.6999969482422,-2509.7999572753906,-4093.9999389648438,255.0,0.0,,-0.03733314795366803,-1.5942048705361467,0.07066685402034847,True,41.0,False,False,5,6,,
5,438,9,False,True,1,3564.8504269528753,1813.93994140625,1695.3599853515625,160.39999389648438,-7390.9002685546875,24872.80029296875,8150.4998779296875,1844.6000671386719,2915.7998657226562,185.40000915527344,1.0,1.3262628815275113,-0.2953403473958816,-0.28189607220038815,be246fadccb,Miško_Kranjec,9.0,1916.6700439453125,1396.56005859375,48.45000076293945,-1393.6000061035156,22722.39990234375,3246.0000610351562,-0.5000000074505806,12.699999809265137,1573.6000061035156,255.0,255.0,-0.009561773197789279,1.4130210974840227,0.0006410804146331251,True,10,8,False,140.0,False,,b936195fd2b,francpetarda,11.0,1957.52001953125,-939.4000244140625,17.010000228881836,-3836.099853515625,17573.499755859375,2.0000000298023224,-0.0,-0.0,227.99999237060547,255.0,130.0,,-0.009589522763866747,1.3377016869371663,-9.096237271976618e-05,True,250.0,False,6,False,6,,enpitsu,76561198039309853,26.0,1088.1600341796875,3164.159912109375,109.91999816894531,10606.400146484375,-15073.299560546875,4123.599853515625,-1331.300048828125,-745.1999664306641,-838.1999969482422,128.0,128.0,False,0.19638657931891113,-1.9694896930371948,0.01095658873881567,True,2,False,False,109.27401291683157,True,,games5425898691,bf81d8692db,21.0,857.9299926757812,-577.4099731445312,16.989999771118164,-193.09999465942383,21742.2998046875,2.199999988079071,-0.0,0.9000000357627869,45.50000190734863,255.0,128.0,,-0.009591151095775383,1.556284757068556,-9.826011027470548e-05,True,129.0546322458534,True,False,6,6,,False
6,497,11,False,False,0,9269.783611903276,-298.0799865722656,-4110.47998046875,110.06999969482422,23421.201171875,-5543.4002685546875,9708.300170898438,-3718.3999633789062,120.39999961853027,4707.200012207031,0.0,0.602769135624421,1.6697439657221385,1.7449410075125404,bf81d8692db,games5425898691,21.0,-476.3900146484375,-3940.0,19.459999084472656,2861.400146484375,-21162.2998046875,2961.6000366210938,0.09999999776482582,-0.7999999821186066,1469.4999694824219,255.0,255.0,0.009597964163865488,-1.3938524143665811,7.777636665862387e-05,True,7,6,False,107.0,False,,76561198039309853,enpitsu,26.0,-3386.320068359375,333.69000244140625,254.0500030517578,-11008.699951171875,16827.7001953125,-5564.0997314453125,-93.59999656677246,-1756.4999389648438,1490.5999755859375,128.0,128.0,False,0.07518454442580719,-0.1174932640482431,0.8844283716781394,True,95.0,False,2,2,False,,francpetarda,b936195fd2b,10.0,212.47999572753906,-1710.3699951171875,17.010000228881836,843.3999633789062,-6362.0001220703125,2.0999999344348907,0.29999999329447746,0.5000000074505806,-313.29999923706055,98.0,130.0,,0.009925969576921444,-1.4855427701663493,0.00020955221055167817,True,6,6,False,250.0,False,,Miško_Kranjec,be246fadccb,9.0,-1056.800048828125,-3266.2099609375,17.010000228881836,11084.7998046875,2191.9000244140625,2.3999999463558197,1.2999999523162842,0.3999999910593033,1649.7000122070312,255.0,255.0,False,0.009530786972012886,0.1926858525731743,0.00025442329740030256,True,116.0,False,False,8,10,,
7,573,14,False,False,1,4720.127661888562,-3341.510009765625,3060.7900390625,141.3699951171875,-16041.400146484375,-1084.4999694824219,5377.39990234375,4011.6000366210938,4162.9998779296875,-1604.7000122070312,1.0,-0.2561619936172918,-3.009981178054522,-2.9040555452081223,be246fadccb,Miško_Kranjec,9.0,-3231.139892578125,3016.330078125,17.010000228881836,-21382.099609375,4272.5,1.899999976158142,0.5999999865889549,0.09999999776482582,164.89999771118164,255.0,128.0,-0.009632682578885835,0.18184773099091972,-4.9431879189219116e-05,True,10,8,False,58.0,False,,b936195fd2b,francpetarda,10.0,-1942.5400390625,750.5499877929688,17.010000228881836,-8788.099975585938,687.6000213623047,2.5999999046325684,-0.0,-0.0,-2498.000030517578,172.0,0.0,False,-0.009580277646677363,0.14146898852507137,2.9704415416417945e-05,True,250.0,False,6,False,6,,enpitsu,76561198039309853,26.0,2846.389892578125,1604.6199951171875,99.95999908447266,-10059.099731445312,19805.999755859375,-284.7999954223633,-3990.1998901367188,-3197.3001098632812,75.59999942779541,255.0,,,1.365166684138623,0.9663738255353747,0.07264692840675142,True,4,2,2,247.0,False,,games5425898691,bf81d8692db,21.0,64.18000030517578,5475.97021484375,21.829999923706055,-1887.7000427246094,-2024.6000671386719,-80.69999694824219,1.0000000149011612,51.599998474121094,-1283.3999633789062,255.0,0.0,,-0.04151535420243457,-0.9470397637242113,-0.02327206359181998,True,107.0,False,False,6,8,,
8,586,14,False,False,1,5300.239174049628,-3957.449951171875,3010.080078125,311.260009765625,9487.100219726562,-1180.5999755859375,472.20001220703125,4011.6000366210938,-815.4000091552734,-1295.3999328613281,1.0,-0.3826350836931459,1.4948251817462317,0.20122591339108714,be246fadccb,Miško_Kranjec,9.0,-4076.52001953125,2933.010009765625,202.07000732421875,-3694.7000122070312,-5571.099853515625,14171.500244140625,934.1999816894531,5419.89990234375,35.19999980926514,255.0,255.0,1.1806991403233817,-1.0565080675114056,-1.015956573986061,True,10,8,False,58.0,False,,b936195fd2b,francpetarda,10.0,-2245.85009765625,997.2899780273438,17.010000228881836,-2708.5000610351562,8165.8001708984375,2.5,-0.0,-0.0,-2397.7000427246094,159.0,0.0,False,-0.009564997020225802,1.2894298614609174,-1.7005423960503823e-05,True,250.0,False,6,False,6,,enpitsu,76561198039309853,26.0,2407.889892578125,2465.93994140625,30.09000015258789,-10375.799560546875,19831.400146484375,-2700.7998657226562,-2737.6998901367188,-2157.4000549316406,637.599983215332,255.0,,,-0.1114598459830989,0.8890403897398799,0.015197401443826355,True,4,2,2,247.0,False,,games5425898691,bf81d8692db,21.0,-137.44000244140625,5289.58984375,16.799999237060547,-5862.2998046875,-5279.000244140625,3.3000001311302185,-37.40000009536743,-42.199997901916504,-1.2999999523162842,255.0,128.0,,-0.007377191187855684,-0.7359174765330896,0.003705535856792878,True,107.0,False,False,6,8,,
9,634,16,False,False,1,4227.585070884886,-2606.419921875,2772.39990234375,150.25999450683594,354.39998626708984,5281.7999267578125,3997.60009765625,4587.900085449219,3850.4998779296875,352.20001220703125,1.0,-0.17990216994428498,-1.6639872335080375,-2.3648493623505504,b936195fd2b,francpetarda,10.0,-2537.3798828125,2674.419921875,16.309999465942383,-430.2000045776367,6430.2001953125,-140.79999923706055,-395.29998779296875,-1419.4999694824219,-260.10000228881836,128.0,64.0,-0.02666772488609779,1.4679899751684964,-0.03255197188818874,False,6,6,False,221.0,False,,be246fadccb,Miško_Kranjec,9.0,-3644.389892578125,2318.72998046875,16.90999984741211,8018.900146484375,11070.6005859375,26.90000057220459,-16.90000057220459,34.20000076293945,142.10000038146973,255.0,128.0,False,-0.00760609288422638,2.179512036133398,-0.0009897444186659225,True,58.0,False,10,False,8,,enpitsu,76561198039309853,26.0,-167.1699981689453,4476.93017578125,17.049999237060547,-9558.599853515625,11043.399658203125,3.700000047683716,-0.5000000074505806,-2.8999999165534973,2589.8001098632812,0.0,255.0,False,-0.017096645271582427,0.6914744568846014,4.034605745784118e-05,True,4,2,2,255.0,False,,games5425898691,bf81d8692db,20.0,-68.56999969482422,5277.08984375,17.0,-1912.2000122070312,-1126.9000244140625,3.400000035762787,0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,,-0.00940824728194998,-0.5325911797524845,1.0819053096917875e-05,True,107.0,False,False,6,8,,False
