,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,168,0,False,False,1,5201.702904189896,9.699999809265137,14.359999656677246,94.11000061035156,13265.799560546875,22759.7998046875,2483.699951171875,2788.599853515625,-2240.500030517578,3792.0999145507812,1.0,-0.01903535288419853,-0.03139474737217202,-0.022941074928188032,2533274960909038,Maxwell6873,8.0,-128.02999877929688,-203.5500030517578,104.0999984741211,16619.200439453125,15669.300537109375,2491.7999267578125,-2390.800018310547,4936.7999267578125,-401.19998931884766,255.0,108.0,-0.7408213352758087,2.340388457364479,0.2037006602415445,True,False,3,0.0,False,4,,2535473491471165,HarvM77,9.0,-2433.93994140625,-4179.990234375,17.049999237060547,-19502.39990234375,-328.3000183105469,3.400000035762787,3.8999998569488525,-0.0,-1011.2999725341797,255.0,0.0,,-0.016774370253516576,-0.01409562859853028,-0.00018929446468517297,True,16.0,False,False,False,False,,enpitsu,76561198039309853,27.0,121.68000030517578,193.33999633789062,87.44999694824219,-12613.599853515625,-19128.399658203125,1886.4999389648438,4608.500061035156,-3001.7999267578125,2.0000000298023224,255.0,128.0,,-0.8441522696761193,-0.9938842404538168,0.00045362965335019257,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-2282.64990234375,3802.030029296875,17.010000228881836,-17421.8994140625,11154.49951171875,2.5,-0.0,-0.0,-39.50000047683716,255.0,128.0,,-0.009609601371202038,0.5741374133831545,2.61495228378741e-05,True,0.0,False,False,False,False,,
1,169,0,False,False,0,5215.95182725784,6.329999923706055,2.690000057220459,126.5999984741211,209.89999771118164,-8636.300048828125,3300.7998657226562,548.1000137329102,1103.0000305175781,2008.699951171875,0.0,-0.033330081086339565,0.004112373732815414,0.194028896867289,76561198039309853,enpitsu,27.0,-56.25,-99.91999816894531,93.19000244140625,2525.5999755859375,1918.800048828125,293.799991607666,-2652.9998779296875,1504.1000366210938,-374.90001678466797,255.0,128.0,1.4296128986118875,0.9015965434713697,-0.06661537852558248,True,False,1,0.0,False,2,,bf81d8692db,games5425898691,19.0,2282.64990234375,-3802.030029296875,17.010000228881836,17421.8994140625,-11154.49951171875,2.5,0.0,0.0,-39.50000047683716,255.0,128.0,,0.009609601371202038,-0.5741374133831545,2.61495228378741e-05,True,0.0,False,False,False,False,,HarvM77,2535473491471165,9.0,2433.93994140625,4179.990234375,17.049999237060547,19502.39990234375,328.3000183105469,3.400000035762787,-3.8999998569488525,0.0,-1011.2999725341797,255.0,0.0,,0.016774370253516576,0.01409562859853028,-0.00018929446468517297,True,16.0,False,False,False,False,,Maxwell6873,2533274960909038,8.0,30.889999389648438,131.4499969482422,116.76000213623047,-6723.900146484375,289.59999084472656,667.9000091552734,1300.2000427246094,-396.19998931884766,5329.2999267578125,255.0,128.0,,1.4952294861011475,-1.2501875734786068,0.7112589526630688,True,0.0,False,False,3,4,,
2,171,0,False,False,1,5222.103404844552,-26.09000015258789,-0.05000000074505806,125.80999755859375,-3817.6998901367188,5125.4998779296875,-1389.2999267578125,210.40000915527344,810.1999664306641,4276.600036621094,1.0,0.04447556701127309,-0.19563424358178488,0.251095202613625,2533274960909038,Maxwell6873,8.0,-21.6200008392334,-134.41000366210938,117.6500015258789,5581.199951171875,-1679.1000366210938,465.9000015258789,-1217.5,475.0,5342.39990234375,255.0,142.0,-1.5132660209786408,0.6934592324175782,1.1158608064674551,True,False,3,0.0,False,4,,2535473491471165,HarvM77,9.0,-2644.239990234375,-4171.2998046875,17.049999237060547,-19250.0,2031.6000366210938,3.6000001430511475,-0.5999999865889549,-0.0,-1868.8999938964844,255.0,0.0,True,-0.016775718683805087,0.15404641142407904,-0.00018545006058760016,True,16.0,False,False,False,False,,enpitsu,76561198039309853,27.0,53.970001220703125,100.77999877929688,93.43000030517578,-1654.6000671386719,92.79999732971191,131.99999809265137,2669.2001342773438,-2113.6000061035156,-345.9000015258789,255.0,128.0,,-1.4701741247099689,-0.9053618516254817,-0.057799312899688315,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-2398.580078125,3876.719970703125,17.010000228881836,-17372.5,11230.0,2.5,-0.0,-0.0,-14.299999475479126,255.0,128.0,,-0.009609618628166127,0.5757126459930086,1.8580582728310536e-05,True,0.0,False,False,False,False,,
3,172,0,False,False,0,5221.049333601681,47.290000915527344,4.869999885559082,117.93000030517578,8202.60009765625,4121.199951171875,-2523.0999755859375,-391.8000030517578,-1732.2000122070312,-633.3000183105469,0.0,-0.0988101763308587,0.17620190792253057,0.22753072259925183,76561198039309853,enpitsu,27.0,-45.619998931884766,-112.27999877929688,93.4000015258789,1170.6999969482422,-2333.8999938964844,-64.6999979019165,-3751.7999267578125,3924.8001098632812,-876.6000366210938,255.0,128.0,1.2701992557503663,-2.409151908897485,2.9827712247598894,True,False,1,0.0,False,2,,bf81d8692db,games5425898691,19.0,2544.489990234375,-3968.27001953125,17.010000228881836,17727.2998046875,-10591.800537109375,2.7000001072883606,1.5999999642372131,-1.1999999731779099,1251.9999694824219,255.0,255.0,,0.009607333510880682,-0.5253581115704261,0.00018195442362528515,True,0.0,False,False,False,False,,HarvM77,2535473491471165,9.0,2801.800048828125,4143.60009765625,17.049999237060547,18556.700439453125,-4364.2999267578125,3.8999998569488525,0.0,0.0,-2528.800048828125,254.0,0.0,True,0.01677877401260493,-0.3398092235882233,-0.00018002560947721365,True,16.0,False,False,False,False,,Maxwell6873,2533274960909038,8.0,-12.59000015258789,147.22000122070312,118.31999969482422,-4954.5001220703125,1997.7000427246094,-66.5999984741211,5472.19970703125,-316.3999938964844,452.59998321533203,254.0,172.0,,1.2221821922140035,1.3129298677149341,2.915706490174035,True,0.0,False,False,3,4,,
4,244,2,False,False,0,4952.32412808739,1461.8199462890625,784.97998046875,93.13999938964844,4643.999938964844,2618.2000732421875,0.0,-2869.2001342773438,5089.2999267578125,-460.49999237060547,0.0,0.6325831015743197,-0.4389263704601932,-0.6544534410071096,76561198039309853,enpitsu,27.0,1357.6099853515625,475.3399963378906,89.45999908447266,10302.7001953125,14309.7998046875,2836.199951171875,-3209.2999267578125,2016.9000244140625,344.59999084472656,255.0,128.0,0.2125199339102913,1.0266999093026639,0.0018099404431924395,True,False,3,31.0,False,4,,bf81d8692db,games5425898691,19.0,1995.5,-629.9199829101562,17.0,-20872.19970703125,6657.7001953125,4.099999964237213,0.09999999776482582,0.0,1988.2000732421875,255.0,255.0,,0.009588345633438576,2.9109634544600786,2.4451891975063672e-05,True,158.0,False,False,False,False,,HarvM77,2535473491471165,9.0,1524.18994140625,1115.97998046875,73.69000244140625,-2300.800018310547,-22388.89892578125,3046.4999389648438,2678.3999633789062,966.6000366210938,1911.199951171875,255.0,238.0,False,0.11262029335785659,-1.7468712385732867,-0.008148228989466105,True,156.0,False,4,False,3,,Maxwell6873,2533274960909038,9.0,-2204.14990234375,-128.50999450683594,85.97000122070312,-13685.400390625,-2791.0000610351562,-1835.0999450683594,-224.40000534057617,-1982.5,-836.2999725341797,254.0,41.0,,-0.28325402353973667,-2.64928198243588,-0.5090513817620247,False,31.0,False,False,6,6,,
5,247,2,False,False,1,6354.909172228251,-1524.9300537109375,-735.7100219726562,100.33999633789062,-11880.2001953125,-1180.5000305175781,3782.9998779296875,-5514.000244140625,130.50000190734863,-2361.7999267578125,1.0,-1.0221254772732553,0.423952741765195,-0.6745482179301266,2535473491471165,HarvM77,9.0,-1505.6099853515625,-936.1400146484375,96.4000015258789,1936.0000610351562,18859.100341796875,2398.3999633789062,-4378.999938964844,-3326.6000366210938,-86.09999656677246,255.0,200.0,-0.5092626319682317,1.7689768573045215,-0.4380038095740632,True,False,3,156.0,False,4,,2533274960909038,Maxwell6873,9.0,2318.409912109375,151.8699951171875,68.26000213623047,13733.599853515625,2813.699951171875,-2363.800048828125,354.0999984741211,1343.800048828125,-1416.300048828125,255.0,0.0,,0.1732599771120076,2.76310315851042,-0.4266042704625437,False,27.892326942054176,True,6,6,False,,enpitsu,76561198039309853,27.0,-1471.199951171875,-606.8800048828125,118.7699966430664,-7998.3001708984375,-1070.199966430664,2310.0999450683594,5300.0,-1458.0999755859375,-182.5,255.0,128.0,,-1.26620417845232,-0.7105625791429334,-0.4520052470268773,True,31.0,False,4,False,3,,games5425898691,bf81d8692db,19.0,-1819.030029296875,590.8300170898438,17.0,21335.400390625,-3077.2000122070312,4.099999964237213,-0.0,-0.0,2001.0000610351562,255.0,255.0,,-0.009581430025850034,-3.0772909801235375,2.1097000690613102e-05,True,158.0,False,False,False,False,,False
6,248,2,False,False,0,5060.228064747855,1565.949951171875,719.0599975585938,110.51000213623047,15217.2998046875,2190.399932861328,3145.0,3269.2001342773438,-816.3999938964844,-3467.2000122070312,0.0,1.0076437262904976,-0.3055270537407883,-0.6072185984111952,76561198039309853,enpitsu,27.0,1471.199951171875,606.8800048828125,118.7699966430664,7998.3001708984375,1070.199966430664,2310.0999450683594,-5300.0,1458.0999755859375,-182.5,255.0,128.0,1.26620417845232,0.7105625791429334,-0.4520052470268773,True,False,3,31.0,False,4,,bf81d8692db,games5425898691,19.0,1819.030029296875,-590.8300170898438,17.0,-21335.400390625,3077.2000122070312,4.099999964237213,0.0,0.0,2001.0000610351562,255.0,255.0,,0.009581430025850034,3.0772909801235375,2.1097000690613102e-05,True,158.0,False,False,False,False,,HarvM77,2535473491471165,9.0,1505.6099853515625,936.1400146484375,96.4000015258789,-1936.0000610351562,-18859.100341796875,2398.3999633789062,4378.999938964844,3326.6000366210938,-86.09999656677246,255.0,200.0,False,0.5092626319682317,-1.7689768573045215,-0.4380038095740632,True,156.0,False,4,False,3,,Maxwell6873,2533274960909038,9.0,-2318.409912109375,-151.8699951171875,68.26000213623047,-13733.599853515625,-2813.699951171875,-2363.800048828125,-354.0999984741211,-1343.800048828125,-1416.300048828125,255.0,0.0,,-0.1732599771120076,-2.76310315851042,-0.4266042704625437,False,24.69993966112855,True,False,6,6,,
7,355,6,False,False,0,6198.042700073121,3986.1201171875,1321.5400390625,232.25,-7468.3001708984375,13920.699462890625,11848.1005859375,-305.6999969482422,3231.7001342773438,-5046.000061035156,0.0,-0.395928441718384,0.8193461057311694,-2.550207153785,bf81d8692db,games5425898691,19.0,3861.080078125,1228.1300048828125,99.9800033569336,8868.800048828125,17786.600341796875,1927.2999572753906,3592.9998779296875,1528.3999633789062,-3613.5000610351562,255.0,58.0,-0.2490776257192221,0.7993300943470404,0.23334223856002687,True,False,False,109.0,False,4,,76561198039309853,enpitsu,27.0,3975.3701171875,-509.6099853515625,978.5599975585938,-1325.8999633789062,-2196.199951171875,1684.1999816894531,1406.300048828125,4977.099914550781,1870.8000183105469,128.0,128.0,False,1.2065242330866293,1.0162955382479535,1.9375174505505603,True,255.0,False,4,4,False,,HarvM77,2535473491471165,9.0,3890.159912109375,1761.5899658203125,23.489999771118164,-6933.900146484375,1865.5000305175781,-1404.4999694824219,-49.699997901916504,2408.000030517578,616.1000061035156,0.0,128.0,,0.19837522949383252,2.9484113316051856,-0.03453979478455631,True,31.0,False,4,False,4,,Maxwell6873,2533274960909038,8.0,-1027.8599853515625,4711.10009765625,17.020000457763672,22431.201171875,4182.0001220703125,1.1999999731779099,-0.5999999865889549,-0.09999999776482582,0.0,254.0,128.0,,0.009600381570466547,0.1843181384658398,5.8351431955104183e-05,True,237.0,False,False,6,6,,
8,461,10,False,False,1,9598.855833983473,-1349.1300048828125,-4192.60009765625,103.25,-9165.0,19190.50048828125,9217.5,-4571.499938964844,2731.0000610351562,-2764.4000244140625,1.0,0.14577726324601886,-2.912556814899277,2.567714189075503,2533274960909038,Maxwell6873,8.0,-1190.3499755859375,-4348.330078125,17.020000457763672,-9356.599731445312,7221.7999267578125,-1.0999999940395355,0.19999999552965164,-0.5999999865889549,-1.2999999523162842,255.0,128.0,-0.009526761771048914,0.6575774184507799,3.8722100444688624e-05,True,False,6,224.49215468283623,True,6,,2535473491471165,HarvM77,9.0,-1695.949951171875,-4754.56982421875,17.049999237060547,14011.300048828125,1533.3999633789062,3.100000023841858,0.7000000029802322,-0.0,22.799999713897705,254.0,128.0,,-0.016781328734078553,3.0296801884700586,-7.042069619907707e-05,True,61.0,False,4,4,False,,enpitsu,76561198039309853,27.0,-2696.3798828125,955.030029296875,17.049999237060547,4148.800048828125,-8753.599853515625,3.8999998569488525,0.09999999776482582,-0.09999999776482582,-2420.399932861328,255.0,128.0,False,-0.016688048080657072,-1.9717907511193786,-1.8610793073484044e-05,True,255.0,False,4,2,4,,games5425898691,bf81d8692db,19.0,-1132.6400146484375,-818.22998046875,17.010000228881836,13769.7998046875,-2253.6000061035156,2.800000011920929,-3.799999952316284,0.5999999865889549,-1160.199966430664,255.0,0.0,,-0.009562404749477678,-2.980461419420676,-0.00014965050282704124,True,109.0,False,False,False,4,,
9,550,13,False,False,1,6078.896449838522,-3989.590087890625,1522.8199462890625,263.0299987792969,2798.3999633789062,10796.600341796875,2907.2000122070312,-3849.4000244140625,-1804.2999267578125,4233.900146484375,1.0,-0.26626032459702953,1.6801057932861332,1.6694286025035328,2533274960909038,Maxwell6873,8.0,-3874.580078125,1293.8499755859375,285.6199951171875,3863.9999389648438,22321.10107421875,2911.9000244140625,-32.40000009536743,117.70000457763672,-2.3999999463558197,255.0,,0.053613152637970424,1.4887890075714438,1.06496828752703,True,4,6,94.0,False,8,,2535473491471165,HarvM77,9.0,-19.420000076293945,-4911.3798828125,48.88999938964844,-14469.49951171875,5872.2998046875,3293.699951171875,-204.59999084472656,-476.8000030517578,463.4000015258789,254.0,194.0,,-0.029784637414056684,0.3784153291642459,0.000838549460481156,True,20.0,False,6,4,False,,enpitsu,76561198039309853,27.0,-2127.590087890625,2638.419921875,17.049999237060547,5381.300048828125,12971.400146484375,3.100000023841858,0.09999999776482582,0.7999999821186066,0.0,0.0,,,-0.016810483778050344,-1.1775518485652656,7.434937620733831e-05,True,255.0,False,4,2,4,,games5425898691,bf81d8692db,19.0,-3046.419921875,880.52001953125,17.010000228881836,-7009.4000244140625,21891.201171875,2.0000000298023224,-0.0,-0.19999999552965164,-1057.6000213623047,255.0,42.0,,-0.009602008251999732,1.282662428187384,-0.0001334575182180604,True,,False,False,False,4,,
