,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0.0,False,False,0,5218.68588126696,-8.6899995803833,-2.700000047683716,108.58000183105469,-3304.1000366210938,3103.2998657226562,5169.000244140625,2764.8001098632812,-610.9000015258789,5289.7998046875,0.0,-0.08745536217240252,0.01984321086404589,0.23985592109037945,bf719b9b1bb,LeZZeR_Fr,6.0,-27.75,-116.55999755859375,103.01000213623047,5704.7998046875,6634.2999267578125,-119.89999771118164,-5264.2999267578125,1454.1999816894531,-649.3000030517578,255.0,219.0,,1.386001653425794,-0.07127019428578626,-1.4292157200891422,True,3,False,4,0.0,False,,2535469286586068,XyLoX RezzeL,10.0,-2.0999999046325684,-1451.1700439453125,17.010000228881836,658.1999969482422,14084.69970703125,2.5,0.0,0.0,0.29999999329447746,255.0,128.0,,0.009546794193662311,1.524117563565634,-9.174029564078178e-06,True,False,False,False,60.0,False,,enpitsu,76561198039309853,24,57.029998779296875,126.76000213623047,136.74000549316406,-4688.900146484375,-7850.2001953125,3782.5,5160.999755859375,-1024.8999786376953,1600.8000183105469,255.0,255.0,,1.0395506995066044,-2.5150192534829543,-0.7120746895030421,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,112.06999969482422,4806.85009765625,17.010000228881836,-1169.5999908447266,-3692.3001098632812,2.7000001072883606,0.19999999552965164,-0.5000000074505806,0.0,255.0,128.0,,0.009435716890431236,-1.87758358752468,-3.834648307967867e-05,True,116.0,False,4,False,4,
1,180,0.0,False,False,0,5261.7835433627915,-125.47000122070312,-65.05999755859375,93.5,-3263.2998657226562,-3255.4998779296875,151.70000076293945,-1234.000015258789,-3041.199951171875,1326.9999694824219,0.0,-0.45087582406188653,0.9522341620559525,-0.4330962618137391,bf719b9b1bb,LeZZeR_Fr,7.0,94.80999755859375,-150.55999755859375,101.81999969482422,3102.3001098632812,-1302.2999572753906,-145.79999923706055,-5182.1002197265625,-1145.4000091552734,1443.3999633789062,255.0,128.0,,-0.7350195335542765,-0.7218893368860734,2.5044202006336933,True,3,False,4,0.0,False,,2535469286586068,XyLoX RezzeL,10.0,16.3799991607666,-840.5700073242188,17.010000228881836,-299.59999084472656,14062.80029296875,2.5999999046325684,0.0,3.6000001430511475,1068.499984741211,255.0,255.0,,0.009558815169439216,1.587625666722186,0.0001414750404994483,True,False,False,False,91.0,False,,enpitsu,76561198039309853,24,-100.41000366210938,140.36000061035156,185.66000366210938,-4450.10009765625,1043.1999969482422,560.6000137329102,3765.5999755859375,-3933.900146484375,770.5000305175781,128.0,128.0,,-0.35881409832190514,1.7886088611744042,2.3845255747081278,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,34.689998626708984,4551.06005859375,17.010000228881836,-1754.1999816894531,-7828.800048828125,2.7000001072883606,0.3999999910593033,0.5999999865889549,1250.199966430664,255.0,191.0,,0.009496962026455717,-1.8006844442912817,0.0001707657879850044,True,116.0,False,4,False,4,
2,192,0.0,False,False,0,5341.444165154914,-279.6099853515625,-165.75999450683594,102.02999877929688,-10602.5,12104.3994140625,4673.800048828125,4013.699951171875,-426.3999938964844,-695.8999633789062,0.0,-0.4393178571865048,2.231892108517667,-2.0270599850914413,2535469286586068,XyLoX RezzeL,10.0,-200.47000122070312,-318.5799865722656,16.0,-8352.2998046875,7168.800048828125,-209.59999084472656,-55.50000190734863,545.8000183105469,145.79999923706055,128.0,121.0,,-0.001248937013098809,2.466225147343837,0.011994094024328305,True,False,False,False,91.0,False,,bf719b9b1bb,LeZZeR_Fr,7.0,223.8699951171875,-202.39999389648438,69.55000305175781,3201.099853515625,-1172.6000213623047,-1929.1000366210938,-2908.699951171875,710.6999969482422,-815.0,255.0,0.0,,-0.13138315336057527,1.2574554696046867,0.48473004085775645,True,False,4,4,0.0,False,,enpitsu,76561198039309853,24,-283.3800048828125,185.1300048828125,167.52000427246094,-4482.200012207031,1105.6999969482422,-1560.2000427246094,1198.7999725341797,-2018.800048828125,560.4000091552734,128.0,128.0,,0.06200052937679441,3.0459927843557226,0.24364470907615446,True,2,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,-97.51000213623047,4254.06982421875,17.010000228881836,-1950.5000305175781,-1913.3000183105469,2.7000001072883606,-0.5000000074505806,-1.5000000596046448,-779.0000152587891,0.0,99.0,,0.009878429283957095,-2.3974914315879454,0.00016592474961893067,True,116.0,False,4,False,4,
3,273,3.0,False,False,0,3114.1022822527916,-2949.3798828125,2798.7900390625,109.05999755859375,11278.499755859375,4796.000061035156,6568.3001708984375,-2328.9999389648438,-5257.80029296875,-1711.9000244140625,0.0,0.9049427930600306,0.7272510634738326,-3.0873330019586973,2535469286586068,XyLoX RezzeL,8.0,-3113.9599609375,2795.280029296875,15.979999542236328,6685.10009765625,7610.9002685546875,-273.1999969482422,-736.2000274658203,-348.49998474121094,-222.09999084472656,254.0,64.0,,0.01872042708295012,0.7190118445490161,-0.023171453263324652,True,False,False,False,83.0,False,,bf719b9b1bb,LeZZeR_Fr,7.0,3443.639892578125,158.4199981689453,17.059999465942383,14873.499755859375,-8629.69970703125,2.5,0.19999999552965164,-0.09999999776482582,-1964.2999267578125,255.0,0.0,,0.01677776127369815,-0.5882521731131081,-4.840277204105921e-05,True,False,6,6,0.0,False,,enpitsu,76561198039309853,24,-3154.179931640625,-182.49000549316406,17.059999465942383,-12785.400390625,5490.9002685546875,2.3999999463558197,-0.7999999821186066,0.3999999910593033,-2171.3999938964844,255.0,0.0,,0.016757392448801752,2.677919065288403,-9.25322549871201e-05,True,2,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,262.3999938964844,5544.5,24.520000457763672,-4347.200012207031,-202.29999542236328,-6.600000262260437,0.5999999865889549,-1.5999999642372131,-1.4000000059604645,0.0,128.0,,0.011574145012589335,-3.09841744528239,-0.03936595551445386,True,116.0,False,6,False,6,
4,313,5.0,True,True,0,1698.0942586729102,-1325.68994140625,3497.169921875,370.489990234375,15012.19970703125,12414.49951171875,3348.5000610351562,-1970.0999450683594,-3502.3001098632812,-2913.2000732421875,0.0,-1.2039282253683856,-0.29074918207547074,2.0159604006573777,2535469286586068,XyLoX RezzeL,8.0,-1439.8800048828125,3351.840087890625,231.89999389648438,12602.5,9397.39990234375,2681.6000366210938,-1534.1999816894531,-2095.800018310547,-4847.9998779296875,128.0,243.0,,-0.9257693863218546,0.8035024497353563,-1.9575289444098747,True,3,False,4,51.464524725432035,True,,bf719b9b1bb,LeZZeR_Fr,7.0,2920.1298828125,-1168.4300537109375,17.059999465942383,-13740.400390625,5844.5001220703125,-2.0000000298023224,0.0,0.0,-2140.2000427246094,255.0,0.0,,0.016779177742421283,2.674005381120735,1.3629210026190573e-05,True,False,6,6,232.46452472543203,True,,enpitsu,76561198039309853,25,-3630.8798828125,2317.199951171875,17.059999465942383,-239.50000762939453,22998.701171875,0.0,0.0,-0.5999999865889549,0.0,255.0,128.0,,0.016784975369531243,1.5812127711716037,3.395490686336839e-05,True,2,190.0,False,2,False,,games5425898691,bf81d8692db,19.0,209.74000549316406,5562.0,25.229999542236328,-2023.5000610351562,-1904.6000671386719,-74.89999771118164,0.19999999552965164,-54.000000953674316,1374.1999816894531,255.0,240.0,,0.03266219555695374,-2.5142020934112064,-0.03184075893270947,True,116.0,False,6,False,6,
5,605,6.0,False,False,0,5208.060996282475,-6.449999809265137,8.470000267028809,96.05999755859375,-15117.7001953125,16992.5,6499.2999267578125,3607.3001098632812,2973.900146484375,-573.8000106811523,0.0,0.024858815568204778,-0.004402200392966113,0.030014178246732675,2535469286586068,XyLoX RezzeL,8.0,138.47999572753906,-155.85000610351562,17.010000228881836,-10091.199951171875,14836.400146484375,2.5999999046325684,-0.09999999776482582,0.09999999776482582,1015.2999877929688,254.0,255.0,,0.009563202429369387,2.1732318087922358,0.00023074147982446574,True,4,False,4,28.0,False,,bf719b9b1bb,LeZZeR_Fr,6.0,-106.4000015258789,-1867.5400390625,17.049999237060547,-920.0,13740.999755859375,3.1999999284744263,-0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,,0.016724260447124707,1.6376336020402629,3.99563103298011e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,25,31.329999923706055,3586.449951171875,17.049999237060547,213.99999618530273,-10378.499755859375,3.1999999284744263,0.09999999776482582,0.19999999552965164,-0.7999999821186066,255.0,128.0,False,0.016671107651667395,-1.5503089250846276,1.8182160085290655e-05,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,19.0,-79.98999786376953,451.6000061035156,80.43000030517578,-2294.7000122070312,-22304.19921875,2589.89990234375,4964.89990234375,-2363.5000610351562,115.0,128.0,128.0,,0.6077138144238874,-1.7206758390753403,0.20777542421186723,True,31.0,False,4,False,3,
6,607,6.0,False,False,1,5295.9834479044075,155.44000244140625,-103.94999694824219,159.50999450683594,19666.800537109375,19457.19970703125,9500.700073242188,2698.900146484375,-894.0000152587891,-5283.499755859375,1.0,-0.27308803180047686,0.2696025134013522,0.1767824401570471,bf81d8692db,games5425898691,19.0,99.08999633789062,-265.70001220703125,96.52999877929688,2294.7000122070312,22304.19921875,494.70001220703125,-4955.899963378906,2373.3999633789062,235.0,128.0,128.0,,-1.1536841899361892,1.345866289671688,0.6437772643394559,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,-32.95000076293945,-3506.97998046875,17.049999237060547,-220.6999969482422,10764.000244140625,3.1999999284744263,-0.19999999552965164,-0.19999999552965164,0.0,255.0,128.0,False,-0.016671107651667395,1.5503089250846276,1.8182160085290655e-05,True,False,False,False,116.0,False,,LeZZeR_Fr,bf719b9b1bb,6,113.33000183105469,1763.9200439453125,17.049999237060547,928.4999847412109,-13873.399658203125,3.1999999284744263,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,,-0.016724260447124707,-1.6376336020402629,3.99563103298011e-05,True,False,116.0,False,False,False,,XyLoX RezzeL,2535469286586068,8.0,-37.970001220703125,28.329999923706055,16.469999313354492,10757.19970703125,-11284.100341796875,58.499999046325684,360.0,-15.499999523162842,2448.5000610351562,255.0,255.0,,0.005583022178004492,-2.4181403069782927,-0.016812971057362673,True,28.0,False,4,False,4,
7,697,9.0,False,False,0,10204.670665169873,-2505.780029296875,-4936.89990234375,270.30999755859375,280.10000228881836,644.4999694824219,23557.7001953125,-5746.400146484375,948.1999969482422,1441.7999267578125,0.0,1.1397561894106154,0.7852480659374448,1.4869550480711657,bf719b9b1bb,LeZZeR_Fr,6.0,-2499.510009765625,-4894.93994140625,109.66000366210938,-5822.39990234375,-19564.3994140625,1313.699951171875,5494.89990234375,-47.30000019073486,-230.10000228881836,255.0,191.0,,0.2950579098491777,-1.9137100381832546,-0.27039167452998,True,3,False,4,17.0,False,,2535469286586068,XyLoX RezzeL,8.0,-733.6699829101562,-3437.080078125,17.010000228881836,10856.700439453125,-8994.299926757812,2.3999999463558197,0.3999999910593033,-0.19999999552965164,0.0,255.0,128.0,,0.009551636149906772,-0.6918353737470037,-5.340646259745161e-05,True,False,6,6,58.0,False,,enpitsu,76561198039309853,25,-944.8800048828125,-366.510009765625,17.049999237060547,1212.3999786376953,-14049.100341796875,3.100000023841858,0.09999999776482582,-0.5999999865889549,0.09999999776482582,255.0,128.0,False,0.016764693518067628,-1.4846780871855239,-5.661054735358835e-05,True,False,146.0,False,False,False,,games5425898691,bf81d8692db,19.0,-4017.93994140625,-951.1400146484375,99.5999984741211,-878.1999969482422,-13978.499755859375,877.6999664306641,1330.8000183105469,584.1999816894531,1154.800033569336,255.0,255.0,,-0.055695742446322416,-1.6463581096955229,-0.8455133560920355,True,255.0,False,4,False,4,
8,767,12.0,False,False,1,2620.0897859672455,2481.4599609375,3054.050048828125,539.1699829101562,-25177.2998046875,8710.10009765625,51.70000076293945,-4009.2001342773438,-151.70000076293945,3374.2001342773438,1.0,-0.7564566175034882,-0.10288124395135816,0.8223886682635099,bf81d8692db,games5425898691,19.0,2643.419921875,2937.139892578125,417.0199890136719,-10086.699829101562,11584.200439453125,3824.5999145507812,92.29999542236328,-3450.2999877929688,-941.9999694824219,128.0,253.0,,0.5897860091249434,0.7461998291730884,-0.17933145985226898,True,4,False,6,147.0,False,,76561198039309853,enpitsu,25.0,1167.6800537109375,1514.699951171875,17.049999237060547,-46.30000114440918,-29.600000381469727,3.1999999284744263,-1.5000000596046448,1.4000000059604645,0.0,255.0,128.0,,-0.016853796142623455,2.569240424338326,3.865959168862318e-05,True,False,False,False,146.0,False,,LeZZeR_Fr,bf719b9b1bb,6,3367.2099609375,4185.669921875,16.200000762939453,-8475.800170898438,-5139.1998291015625,151.30000114440918,69.60000038146973,-146.30000114440918,-2363.9999389648438,255.0,0.0,,-0.006578069568919539,-0.5060032758990836,-0.0010241017430210036,True,4,17.0,False,4,False,,XyLoX RezzeL,2535469286586068,8.0,-3116.5,4115.009765625,17.010000228881836,-4901.400146484375,11737.60009765625,3.1999999284744263,-0.0,0.5000000074505806,-3195.4000854492188,255.0,0.0,False,-0.009546764932659723,1.3929379204623422,5.462379278919246e-05,True,255.0,False,6,False,6,
9,809,14.0,False,False,0,9648.096067366218,1149.9100341796875,-4288.68017578125,214.49000549316406,-214.89999771118164,31337.2998046875,4532.5,1414.4000244140625,2471.699981689453,-5280.999755859375,0.0,7.829818300271173e-05,2.2543526001815737,3.1076810042657184,2535469286586068,XyLoX RezzeL,8.0,1217.0,-4488.6298828125,172.25,-17182.19970703125,15081.99951171875,2510.2000427246094,-5037.5,2158.9999389648438,-459.7999954223633,128.0,0.0,False,-0.0875974356722286,2.4225351209262644,-0.47356564840385823,True,7,False,8,155.12436994429555,True,,bf719b9b1bb,LeZZeR_Fr,6.0,-1582.239990234375,-3737.679931640625,17.059999465942383,10088.599853515625,10202.60009765625,-2.0999999344348907,-0.7000000029802322,-0.09999999776482582,2216.199951171875,255.0,254.0,,0.016761829718076802,0.8559629912702811,3.050374410718646e-06,True,False,4,4,242.50030962369775,True,,enpitsu,76561198039309853,25,-772.1799926757812,-2106.280029296875,17.049999237060547,10199.299926757812,2889.89990234375,3.700000047683716,-0.29999999329447746,0.0,2383.3999633789062,255.0,255.0,,0.016696194011898292,0.32596726570188594,3.924008539386934e-05,True,False,146.0,False,False,False,,games5425898691,bf81d8692db,19.0,-1348.9000244140625,-4414.10009765625,48.61000061035156,7974.89990234375,-8707.899780273438,-2645.7998657226562,1931.7999267578125,3372.0999145507812,-534.7000122070312,255.0,128.0,,0.3001404612364781,2.0307559996260496,-0.41683747287864525,True,147.0,False,6,False,4,
