,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,178,0.0,False,True,1,5086.3141305085355,4.690000057220459,132.38999938964844,132.44000244140625,919.3000030517578,28404.29931640625,8304.099731445312,5100.199890136719,-348.8999938964844,128.1999969482422,1.0,-0.01808217171144655,-0.004138446177263186,-0.2549702227884659,bc023f3e8cb,Advenger31,7.0,1.6699999570846558,-91.66999816894531,15.970000267028809,1327.7000427246094,19793.800048828125,68.4000015258789,-104.0999984741211,-70.10000228881836,-261.299991607666,255.0,0.0,,0.026268733413514714,1.6202227040774242,-0.014463027507714074,True,2.1987957005859724,True,False,False,False,,76561197971038608,Bibz,7.0,-0.0,-1503.0899658203125,17.010000228881836,-0.0,16726.8994140625,2.0999999344348907,0.5000000074505806,-0.0,0.0,255.0,128.0,,-0.009635962584901046,1.570773649032944,1.0925239703670003e-07,True,77.0,False,False,4,4,,enpitsu,76561198039309853,25,164.33999633789062,4023.7900390625,17.049999237060547,-5099.800109863281,4992.200012207031,1.7000000178813934,-1.7000000178813934,1.4000000059604645,-1312.7999877929688,0.0,255.0,False,-0.016908763427165185,-2.2692642531261336,-0.0004113449082288538,True,False,False,76.0,False,False,,games5425898691,bf81d8692db,19.0,-2932.510009765625,4104.3701171875,17.010000228881836,-11245.6005859375,16980.10009765625,2.3000000417232513,-0.0,0.09999999776482582,-1990.8000183105469,255.0,0.0,-0.009591290458223874,1.0608424903330314,-1.5131007606124174e-05,True,False,False,False,255.0,False,50.0,
1,226,1.0,False,False,0,10079.118077416735,-159.32000732421875,-4912.16015625,609.780029296875,-860.0,-9532.7001953125,17202.19970703125,5995.4998779296875,222.80000686645508,-56.599998474121094,0.0,0.10909112061130434,-0.10307960526111633,-2.5227506729498885,76561198039309853,enpitsu,25.0,-141.0399932861328,-4920.93017578125,398.260009765625,-2076.699981689453,4525.400085449219,2949.8001098632812,-1489.7000122070312,734.5999908447266,1438.8999938964844,128.0,0.0,False,-0.7461184601577435,2.905015449774425,-0.6621520006982899,True,0.0,False,False,2,1,,bf81d8692db,games5425898691,19.0,571.760009765625,-5107.77001953125,495.260009765625,-22978.1005859375,-393.8999938964844,922.7999877929688,11.59999966621399,-1104.8999786376953,579.3000030517578,255.0,32.0,,-0.007988912662423664,-3.0318105152684387,1.582827513222673,True,151.57077834170346,True,False,False,False,,Advenger31,bc023f3e8cb,7,-2506.860107421875,-1671.199951171875,17.010000228881836,-17831.600341796875,2274.600067138672,2.3000000417232513,-0.3999999910593033,0.0,-1928.6000061035156,255.0,0.0,,0.00958274417509045,2.9496448429248256,-4.994677847018245e-05,True,False,False,0.0,False,False,,Bibz,76561197971038608,7.0,-353.8800048828125,-1077.81005859375,17.010000228881836,-799.0000152587891,-16221.199951171875,1.899999976158142,0.0,-0.7000000029802322,0.0,255.0,128.0,0.009599227054003439,-1.620009211166695,-6.072094281623824e-05,True,4,4,False,59.0,False,,
2,314,4.0,False,True,1,1846.3250178242595,307.2799987792969,3390.050048828125,499.94000244140625,-7292.5,11864.69970703125,-8530.999755859375,-5478.699951171875,-1491.199951171875,1938.800048828125,1.0,-0.11781296452105271,-0.039812523666497325,-2.1422938366312363,76561197971038608,Bibz,7.0,383.3599853515625,3239.889892578125,521.4600219726562,102.39999771118164,5270.8001708984375,439.00001525878906,-4686.7999267578125,-2652.60009765625,-95.9000015258789,0.0,0.0,,-0.9829268213631178,1.4628794620251406,-0.3821055582606162,True,0.0,False,4,6,4,,bc023f3e8cb,Advenger31,7.0,1746.8599853515625,781.8599853515625,17.010000228881836,-14607.19970703125,7069.0997314453125,2.0999999344348907,-0.7000000029802322,0.09999999776482582,95.29999732971191,255.0,128.0,,-0.009587620117339697,0.4385550296914998,-0.00010823691892003955,True,195.0,False,False,False,False,,enpitsu,76561198039309853,25,494.2300109863281,3652.52001953125,17.049999237060547,-8302.999877929688,-326.5999984741211,3.6000001430511475,-0.5000000074505806,0.09999999776482582,-2860.8999633789062,255.0,0.0,False,-0.016696658084903802,0.07091063222861188,-3.824074795803955e-06,True,2,2,,False,False,,games5425898691,bf81d8692db,19.0,339.9800109863281,3690.719970703125,284.2200012207031,103.4000015258789,-17589.49951171875,3797.39990234375,2949.2001342773438,-106.80000305175781,-797.2000122070312,255.0,204.0,0.9880846665337655,-1.0656206625073457,0.12906714173021053,True,4,3,False,65.4110109062605,True,,
3,316,5.0,False,False,0,8562.924599580103,-233.27000427246094,-3397.239990234375,508.19000244140625,16834.200439453125,12265.0,12768.800048828125,5565.2001953125,2125.500030517578,-714.4000244140625,0.0,0.20875464703846794,0.14450670951396535,-1.7065109838720276,bf81d8692db,games5425898691,19.0,-339.25,-3511.449951171875,322.8800048828125,254.89999771118164,18266.099853515625,3857.9998779296875,-4775.199890136719,-519.3000030517578,-2679.1000366210938,255.0,220.0,,-0.45891935245758286,1.0423611745003958,-0.3288296376300657,True,59.51574205326778,True,False,4,3,,76561198039309853,enpitsu,25.0,-494.2300109863281,-3652.52001953125,17.049999237060547,8302.999877929688,326.5999984741211,3.6000001430511475,0.5000000074505806,-0.09999999776482582,-2860.8999633789062,255.0,0.0,False,0.016696658084903802,-0.07091063222861188,-3.824074795803955e-06,True,,False,False,2,2,,Advenger31,bc023f3e8cb,7,-1600.1800537109375,-851.2100219726562,17.010000228881836,14701.300048828125,-6865.8001708984375,2.0999999344348907,0.5999999865889549,-0.09999999776482582,19.500000476837158,255.0,128.0,,0.009592484734978791,-0.4340898444599393,-6.575815453418172e-05,True,False,False,195.0,False,False,,Bibz,76561197971038608,7.0,-383.3599853515625,-3239.889892578125,521.4600219726562,-102.39999771118164,-5270.8001708984375,439.00001525878906,4686.7999267578125,2652.60009765625,-95.9000015258789,0.0,0.0,0.9829268213631178,-1.4628794620251406,-0.3821055582606162,True,6,4,4,0.0,False,,
4,427,9.0,False,False,1,7014.5587202632805,-2798.219970703125,-822.9500122070312,386.760009765625,-17078.699951171875,9941.900024414062,-5469.2999267578125,-5145.30029296875,-2766.7001342773438,-1367.5,1.0,0.0358514040076941,1.467637794866823,2.641236503666097,bc023f3e8cb,Advenger31,7.0,-2615.050048828125,-930.3099975585938,334.6600036621094,-7177.80029296875,3252.39990234375,2266.7999267578125,-3372.5,-1210.5999755859375,-4.399999976158142,255.0,14.0,,0.40620984072766403,0.6709556646121724,0.6366436373578814,True,118.47346221759756,True,False,4,3,,76561197971038608,Bibz,6.0,-123.19000244140625,1919.77001953125,66.70999908447266,-3074.5999145507812,-15216.199951171875,-1723.3999633789062,2712.0001220703125,-214.69999313354492,33.19999933242798,128.0,128.0,,0.5972512830698868,-1.4830625351322206,0.014934394479283401,False,31.0,False,4,6,8,,enpitsu,76561198039309853,25,-3466.969970703125,1907.3699951171875,17.049999237060547,9434.099731445312,-9858.499755859375,3.100000023841858,-0.0,-0.0,2252.5,255.0,255.0,False,-0.016749858903148087,-2.3993622024901406,5.995414816348936e-06,True,2,2,31.0,False,False,,games5425898691,bf81d8692db,19.0,-2948.02001953125,-859.3900146484375,258.239990234375,-2895.7000732421875,-10128.800048828125,515.4999923706055,-1683.2000732421875,2415.399932861328,-4645.7000732421875,255.0,255.0,1.0315237828592043,-2.3162090021096575,-2.307810678824609,True,6,5,False,31.26814598421897,True,,
5,506,11.0,False,False,0,7101.64887248598,2755.5400390625,-950.9500122070312,225.1999969482422,3776.6000366210938,13408.00048828125,10242.5,4233.599853515625,-1041.9999694824219,4121.9000244140625,0.0,-0.09613866351422198,-2.3881416638726694,-2.2954745557740206,76561198039309853,enpitsu,25.0,2735.840087890625,-1048.6300048828125,121.41000366210938,1330.5999755859375,9306.799926757812,-1213.499984741211,5498.699951171875,-93.4000015258789,67.1999979019165,255.0,128.0,False,1.3588125491892826,1.5118823785374311,0.15014174787769938,True,0.0,False,False,4,3,,bf81d8692db,games5425898691,19.0,2644.929931640625,1805.6300048828125,17.010000228881836,-7515.2001953125,-8459.000244140625,2.0999999344348907,0.0,-0.19999999552965164,4.399999976158142,255.0,128.0,,0.009525173210858355,-2.296595939026134,-1.7900512781536374e-05,True,28.0,False,False,6,6,,Advenger31,bc023f3e8cb,6,2750.89990234375,-746.9600219726562,210.08999633789062,-14748.699951171875,-17648.399658203125,76.70000076293945,5077.60009765625,-2062.7000427246094,-460.99998474121094,255.0,205.0,,0.7895602630348062,-2.840444953205222,-0.7937005909881941,True,6,5,193.05937195336946,True,False,,Bibz,76561197971038608,7.0,736.8099975585938,2686.5400390625,17.010000228881836,9108.099975585938,-5387.80029296875,2.5,-0.19999999552965164,0.0,-2422.7000427246094,255.0,0.0,0.009541844730662071,-0.5970255332621548,2.723599191717141e-05,True,10,8,4,31.0,False,,False
6,599,15.0,False,False,0,5143.464207622652,2812.050048828125,1575.510009765625,229.9199981689453,-10185.2001953125,4926.9000244140625,7367.9998779296875,5186.5997314453125,-265.79999923706055,-3004.5999145507812,0.0,0.36638207460589683,-3.025607267569467,2.733378888554157,76561198039309853,enpitsu,25.0,2852.330078125,1518.010009765625,72.66000366210938,-1780.8000183105469,16929.49951171875,2923.9999389648438,-3165.7998657226562,-332.99999237060547,0.0,255.0,128.0,,0.12179970347440384,1.675718205345462,5.061658777053485e-05,True,,False,False,6,5,,bf81d8692db,games5425898691,19.0,2033.4000244140625,931.7999877929688,17.010000228881836,-7794.69970703125,10001.300048828125,2.0999999344348907,0.09999999776482582,-0.3999999910593033,-180.79999923706055,255.0,101.0,,0.009552780077341517,2.23481824349377,-6.363671220059743e-05,True,59.0,False,False,6,6,,Advenger31,bc023f3e8cb,7,-232.0399932861328,514.52001953125,89.80000305175781,2350.2000427246094,19396.600341796875,-922.6999664306641,-2793.800048828125,869.5999908447266,-27.300000190734863,255.0,128.0,,-0.6169333722696233,1.2757041272912228,-0.011820372427051778,True,8,8,175.91286892275656,True,False,,Bibz,76561197971038608,7.0,2932.52001953125,4940.89013671875,64.68000030517578,-9788.400268554688,3843.0999755859375,-2081.699981689453,-507.20001220703125,1358.699951171875,490.0,255.0,128.0,0.18352390246522118,2.7650179792794356,-0.674346663570939,True,10,8,4,230.0,False,,False
7,649,17.0,False,False,0,3287.2794056638627,1010.4000244140625,2461.969970703125,481.2300109863281,954.1999816894531,12366.400146484375,6302.5,4940.199890136719,-1098.0999755859375,-2452.7000427246094,0.0,-0.45232984301857,-2.1561751439071624,-2.4771016692068963,bf81d8692db,games5425898691,19.0,961.3599853515625,2354.18994140625,319.6099853515625,-1003.7000274658203,8820.499877929688,3666.4999389648438,-2828.2998657226562,2898.5000610351562,-1022.3999786376953,255.0,0.0,,-0.49958701443929154,1.6139173332082268,0.6785566075039298,True,8.851793627585142,True,False,8,7,,76561198039309853,enpitsu,25.0,2012.1700439453125,4046.739990234375,17.059999465942383,-13307.099609375,-753.7000274658203,2.0999999344348907,-0.29999999329447746,0.0,2298.3999633789062,255.0,255.0,False,0.016742370181844074,-3.0181145450689137,-4.0653921303188076e-05,True,,False,False,6,6,,Advenger31,bc023f3e8cb,7,-460.0899963378906,4231.83984375,17.010000228881836,533.1000137329102,20456.700439453125,2.3999999463558197,0.19999999552965164,0.3999999910593033,-3078.5000610351562,255.0,0.0,True,0.009594017529487789,1.0639330658988249,-8.110080280045498e-05,True,8,8,152.0,False,False,,Bibz,76561197971038608,7.0,1082.050048828125,3217.909912109375,156.8000030517578,-9928.800048828125,-16765.699462890625,3113.699951171875,-3590.8999633789062,1341.0000610351562,560.099983215332,0.0,128.0,-0.5961190645256212,-1.8287982645015235,-0.04170779948008918,True,12,8,4,199.0,False,,False
8,713,19.0,False,False,1,10270.6277855392,-1229.2900390625,-4908.330078125,206.19000244140625,-18390.0,13457.5,402.09999084472656,-3415.7000732421875,4522.200012207031,-1970.2000427246094,1.0,-0.1562670289716347,1.9791178256664523,-2.4942235757698374,bc023f3e8cb,Advenger31,7.0,-1002.0499877929688,-4975.47021484375,121.41000366210938,-18710.30029296875,-520.2000045776367,3089.2001342773438,-2017.2999572753906,-4212.900085449219,-1536.3999938964844,202.0,20.0,False,-0.12151763515508306,-0.25700432831760944,0.035475710649679804,True,57.0,False,False,12,9,,76561197971038608,Bibz,7.0,247.77999877929688,-845.0499877929688,17.010000228881836,-7150.7000732421875,-5572.39990234375,0.0,-1.4000000059604645,-1.1999999731779099,-2399.7999572753906,255.0,0.0,False,-0.009532967676117646,-0.6412513901144422,-0.00010284749125499977,True,173.9563096031066,True,4,8,12,,enpitsu,76561198039309853,25,-1691.77001953125,-3221.06005859375,17.059999465942383,-59.29999828338623,595.9000015258789,1.1999999731779099,-2.3000000417232513,-0.0,-5.600000023841858,128.0,128.0,False,-0.017211276724592484,-1.674456592229914,2.18718732227599e-05,True,6,6,,False,False,,games5425898691,bf81d8692db,19.0,27.420000076293945,-4128.16015625,17.010000228881836,11261.300048828125,126.99999809265137,2.0999999344348907,0.9000000357627869,0.09999999776482582,-592.2999954223633,255.0,105.0,-0.009532632246943422,-3.137519465928839,-1.4019403624842307e-05,False,8,8,False,31.0,False,,
9,791,22.0,False,False,1,8588.914728548863,-3965.830078125,-1940.4000244140625,707.4400024414062,9448.800048828125,21692.2998046875,1688.2000732421875,-2546.0000610351562,-3642.6998901367188,-2657.5,1.0,-0.1089535997072404,-0.6727230475627449,2.4772127157071084,bc023f3e8cb,Advenger31,7.0,-4075.030029296875,-2123.550048828125,701.4600219726562,2326.3999938964844,17763.399658203125,2027.1000671386719,-1290.7000732421875,1604.7000122070312,-485.0,255.0,136.0,False,0.12206729286432538,1.5661677367179943,1.5839854279238785,True,0.0,False,False,13,10,,76561197971038608,Bibz,7.0,-2121.719970703125,-1986.8800048828125,17.010000228881836,-8922.5,14523.499755859375,0.0,-0.09999999776482582,-0.0,-1995.7000732421875,255.0,0.0,False,-0.009587004010700567,1.0877424934143893,-3.4853138229177156e-06,True,143.60904114477097,True,4,8,12,,enpitsu,76561198039309853,25,-2848.6298828125,-1581.6400146484375,99.83000183105469,-4658.500061035156,16805.2001953125,-154.7000026702881,-5300.3997802734375,-1468.0999755859375,0.0,128.0,128.0,False,1.2377142561917376,-1.8410617637793918,3.1415245452085023,False,8,8,,False,False,,games5425898691,bf81d8692db,19.0,2765.6201171875,-2436.25,17.010000228881836,-13580.50048828125,16938.1005859375,-0.29999999329447746,-1.0000000149011612,1.2999999523162842,-208.70000839233398,255.0,128.0,-0.009596135933213927,0.9027195713329428,-2.9260748611453756e-05,True,10,10,False,183.48756140278232,True,,
