,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
31,2640,80.0,False,False,1,8403.794538460306,-3190.330078125,-2203.409912109375,279.510009765625,-8473.400268554688,18373.599853515625,-1296.199951171875,-1359.9000549316406,3884.89990234375,-1449.4000244140625,1.0,0.27821601167972415,-1.5669233387520336,-2.3058467094960378,bf81d8692db,games5425898691,19.0,-3049.39990234375,-2358.989990234375,224.32000732421875,-8643.800048828125,15038.499755859375,249.40000534057617,-4608.599853515625,-2981.199951171875,350.09998321533203,255.0,17.0,,-0.6178708997696835,0.4426850987158698,0.4341181120733493,True,111.0,False,14,False,9,,76561198039309853,enpitsu,25.0,,,,,,,,,,,,,,,,True,,,,,,,RetroKarl,76561198008256716,8,-4027.77001953125,-2639.050048828125,110.87999725341797,2564.5001220703125,17366.300048828125,-3431.099853515625,61.70000076293945,-1927.7999877929688,207.39999771118164,255.0,128.0,False,-0.20121711352712526,1.7023509710348468,0.908557342820641,False,12,4,0.0,False,10,,mGclub,b51c74fbe8b,5.0,-3047.5400390625,1728.25,17.010000228881836,-20522.099609375,93.00000190734863,2.199999988079071,4.900000095367432,-0.0,1381.6000366210938,255.0,128.0,False,-0.009583740377218526,-0.033251415135293505,0.0002510776325901928,True,20,217.0,False,28,6,
32,2706,82.0,False,False,1,6154.750878983173,-3989.47998046875,1396.5999755859375,263.45001220703125,4645.899963378906,16541.199951171875,2138.3999633789062,-1589.2999267578125,-648.7000274658203,5749.0997314453125,1.0,-1.239172917914015,0.8770284509461946,-2.316202390441246,bf81d8692db,games5425898691,19.0,-3880.6201171875,1238.25,108.5999984741211,-2700.5999755859375,17586.8994140625,-166.39999389648438,-4170.799865722656,-3540.1998901367188,566.1999893188477,255.0,212.0,,-1.1044867869547972,2.996741301721724,-2.244573447163306,True,111.0,False,16,False,11,,76561198039309853,enpitsu,24.0,-2286.419921875,-4507.509765625,17.049999237060547,906.8000030517578,4902.5,4.399999976158142,0.29999999329447746,-0.09999999776482582,-2.0000000298023224,255.0,,,-0.016633807200064205,1.754052994657632,3.976834220607749e-06,True,False,False,False,85.0,False,,RetroKarl,76561198008256716,8,-2326.610107421875,2007.31005859375,17.010000228881836,9850.10009765625,19982.900390625,2.199999988079071,-2.7000001072883606,-5.0,3.4999999403953552,255.0,,,-0.009585367031777123,2.028380585129812,0.00029026718584457826,False,14,4,,False,12,,mGclub,b51c74fbe8b,5.0,-3845.47998046875,1825.8599853515625,115.70999908447266,-3518.3999633789062,-17081.8994140625,3465.7998657226562,-3.3000001311302185,6.1000001430511475,-228.89999389648438,255.0,1.0,,-0.008440490262883675,-1.4914159076152358,-0.0008773014531446795,True,20,152.74772472791778,True,30,6,
33,2709,83.0,False,False,0,8262.800001232936,3949.260009765625,-1553.0799560546875,290.92999267578125,2130.7000732421875,4356.000061035156,16615.6005859375,5235.7000732421875,-2789.89990234375,896.2999725341797,0.0,1.2001251097846877,0.562863543167411,-1.4024957022749234,b51c74fbe8b,mGclub,5.0,3967.85009765625,-1599.469970703125,152.2100067138672,11052.60009765625,16151.8994140625,1560.8999633789062,240.49999237060547,3353.2000732421875,4352.799987792969,255.0,1.0,True,0.009570577712872674,1.5944500332284484,0.5108939294986822,True,143.34956556750888,True,30,6,21,,76561198008256716,RetroKarl,8.0,2244.0,-2173.489990234375,17.010000228881836,-10138.499755859375,-19817.7001953125,2.0999999344348907,2.3000000417232513,4.699999988079071,-808.3000183105469,255.0,0.0,,0.00959505382889547,-2.0450122420814814,-5.031048351880201e-05,False,12,4,14,,False,,enpitsu,76561198039309853,24,2268.550048828125,4411.0498046875,17.049999237060547,-1213.3000183105469,-6545.2001953125,2.7000001072883606,0.0,0.0,0.0,255.0,0.0,,0.016633807524846594,-1.7541232814936725,3.392444006900062e-06,True,False,False,85.0,False,False,,games5425898691,bf81d8692db,19.0,3902.989990234375,-1384.800048828125,107.19999694824219,2667.3001098632812,-17581.400146484375,-165.9000015258789,4151.499938964844,3552.9998779296875,624.7000122070312,255.0,164.0,,0.6535835657214591,2.821146899211371,-2.909895983239461,True,11,111.0,False,16,False,
34,2810,86.0,False,False,1,6347.6378064118435,-3058.679931640625,174.82000732421875,413.6099853515625,7039.89990234375,29930.80078125,-172.90000915527344,-2589.2001342773438,-2583.900146484375,-997.2000122070312,1.0,0.6168807919555713,-0.6201774139927609,-0.12859396475969356,76561198039309853,enpitsu,25.0,-3085.429931640625,-23.920000076293945,311.1400146484375,-1775.2999877929688,21686.4990234375,2634.2999267578125,-2463.000030517578,1495.5999755859375,236.29999160766602,255.0,0.0,,0.5985662259529071,1.4879485542437934,0.1542376700233516,True,55.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,-1834.4300537109375,300.6499938964844,16.68000030517578,11223.199462890625,-13562.2998046875,70.50000190734863,-12.300000190734863,-5.5000001192092896,1799.1999816894531,255.0,255.0,,-0.010335933462792475,-2.311311614272528,0.0002964465520044441,True,14,False,18,142.0,False,,RetroKarl,76561198008256716,8,2525.080078125,4976.06982421875,20.399999618530273,-13716.300048828125,273.1999969482422,39.50000047683716,151.19999885559082,-162.19999313354492,2103.9999389648438,255.0,176.0,False,-0.02274684687350886,-0.03528712966191598,-0.14964578142085447,True,14,4,31.0,False,12,,mGclub,b51c74fbe8b,5.0,-3134.02001953125,252.32000732421875,19.459999084472656,9979.299926757812,14864.7998046875,2961.6000366210938,-0.29999999329447746,0.19999999552965164,1970.2000427246094,255.0,254.0,False,-0.009564188475495027,2.091054147850532,1.2391861687575065e-05,True,22,227.0,False,31,6,
35,2898,89.0,False,False,1,3105.882216896291,-1428.1400146484375,3079.68994140625,159.41000366210938,4677.60009765625,18414.49951171875,9009.099731445312,2345.8999633789062,2962.2000122070312,-4660.5999755859375,1.0,0.708200495908513,1.6793752262873722,2.4952687789114134,bf81d8692db,games5425898691,19.0,-1471.27001953125,2919.2900390625,71.25,-15772.7001953125,11289.000244140625,1977.5999450683594,3968.900146484375,624.7000122070312,-1695.0999450683594,255.0,39.0,,0.11411382813755491,0.901255424260925,-0.03559219636801747,True,138.0,False,20,False,14,,76561198039309853,enpitsu,25.0,-1311.3499755859375,3853.739990234375,17.049999237060547,11069.49951171875,-20160.899658203125,-1.1999999731779099,-0.0,-0.0,-2045.0999450683594,255.0,0.0,,-0.016779503148711964,-1.9937886494586665,-1.0338897027289716e-05,True,2,False,2,185.75145807061148,True,,RetroKarl,76561198008256716,8,-1278.050048828125,3178.860107421875,78.87000274658203,-6642.2998046875,-15984.000244140625,3357.3001098632812,1328.5000610351562,-582.2999954223633,-1844.4999694824219,255.0,0.0,False,-0.10856032883266746,-1.018121289834964,-0.008976512617168026,True,16,4,0.0,False,12,,mGclub,b51c74fbe8b,5.0,446.0799865722656,5333.580078125,17.139999389648438,-10681.199951171875,12572.7001953125,79.49999809265137,402.09999084472656,0.09999999776482582,2157.5,255.0,254.0,False,-0.005317322684965421,0.7788796917143971,-0.0041940893342294625,True,24,255.0,False,32,6,
36,2899,90.0,False,False,0,8614.939091679236,1447.1300048828125,-3150.169921875,217.66000366210938,16221.199951171875,-9235.800170898438,15121.700439453125,3148.800048828125,-3614.2001342773438,-3608.599853515625,0.0,-0.5085088414792572,-2.149644429258507,2.7396898866611212,76561198008256716,RetroKarl,8.0,1300.280029296875,-3156.39990234375,83.75,12896.600341796875,12853.399658203125,3003.699951171875,1356.199951171875,3167.3001098632812,-4286.9000244140625,255.0,0.0,False,0.13548124003223413,0.9648674733543535,0.03992627637579193,True,0.0,False,16,4,13,,b51c74fbe8b,mGclub,5.0,-446.0799865722656,-5333.580078125,17.139999389648438,10681.199951171875,-12572.7001953125,79.49999809265137,-402.09999084472656,-0.09999999776482582,2157.5,255.0,254.0,False,0.005317322684965421,-0.7788796917143971,-0.0041940893342294625,True,24,6,32,255.0,False,,enpitsu,76561198039309853,25,1262.0400390625,-3749.659912109375,17.049999237060547,-8953.200073242188,21185.80078125,-1.1999999731779099,0.0,0.09999999776482582,-2044.7000122070312,255.0,128.0,,0.016779980219446815,1.891541139801542,-6.192264464593248e-06,True,2,False,182.72724305173406,True,2,,games5425898691,bf81d8692db,19.0,1471.27001953125,-2919.2900390625,71.25,15772.7001953125,-11289.000244140625,1977.5999450683594,-3968.900146484375,-624.7000122070312,-1695.0999450683594,255.0,39.0,,-0.11411382813755491,-0.901255424260925,-0.03559219636801747,True,14,138.0,False,20,False,
37,2988,93.0,False,False,1,4573.173402784605,-2722.510009765625,2343.52001953125,369.3800048828125,11050.6005859375,19450.799560546875,-2743.0999755859375,-5011.300048828125,1624.2999267578125,-2871.7999267578125,1.0,-0.1604341195370706,2.3503349986083477,3.0225116390617512,76561198039309853,enpitsu,24.0,-2763.31005859375,2193.330078125,285.8500061035156,489.00001525878906,5968.3001708984375,1468.9999389648438,133.59999656677246,5494.69970703125,-198.50000381469727,128.0,0.0,,0.7969801985173567,1.2615191694832388,0.8332929991585067,True,121.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,-2915.340087890625,2427.139892578125,260.4100036621094,14380.2001953125,-17652.39990234375,3255.1998901367188,2616.0000610351562,1181.9999694824219,-457.00000762939453,255.0,204.0,,0.5604847553394556,-1.5096164585525023,0.23078203955704324,True,15,False,22,90.94461102895843,True,,RetroKarl,76561198008256716,8,-3226.590087890625,2631.159912109375,17.020000457763672,13431.700439453125,-1823.3000183105469,1.0000000149011612,-1.7000000178813934,0.09999999776482582,1578.3999633789062,255.0,255.0,,-0.00957080607403018,-2.9968914315182587,0.0004800852661157275,True,16,4,31.0,False,14,,mGclub,b51c74fbe8b,5.0,-482.79998779296875,5000.85009765625,17.010000228881836,4797.200012207031,1805.2000427246094,2.0999999344348907,2.0999999344348907,3.400000035762787,1154.1000366210938,255.0,128.0,,-0.009388024660118892,-0.546416151615374,-5.2988053891086196e-05,True,24,255.0,False,32,6,
38,3013,94.0,False,False,0,9739.438050409904,605.5700073242188,-4482.990234375,225.30999755859375,-26232.2998046875,11673.299560546875,11810.699462890625,3514.5001220703125,-3200.2999877929688,3661.300048828125,0.0,-0.5293694115580214,-1.830586410649797,-2.971668453828769,b51c74fbe8b,mGclub,5.0,681.6699829101562,-4664.27978515625,97.41999816894531,-2592.0001220703125,9961.599731445312,3769.1000366210938,1009.4000244140625,-4496.000061035156,1876.9000244140625,255.0,254.0,True,-0.1457522468485228,1.5581617843522082,-0.11075495733352105,True,214.2764989663196,True,34,6,25,,76561198008256716,RetroKarl,8.0,2315.580078125,-3330.679931640625,17.020000457763672,-8729.89990234375,-10469.100341796875,0.7000000029802322,0.3999999910593033,0.5999999865889549,-230.40000915527344,255.0,128.0,,0.009579955332937273,-2.291872244598,0.00017148482647114718,True,14,4,16,31.0,False,,enpitsu,76561198039309853,25,1510.6199951171875,-1410.010009765625,258.8999938964844,-14389.69970703125,9254.099731445312,-2318.699951171875,-1132.7999877929688,-3078.2998657226562,-974.8000335693359,128.0,128.0,,-0.8529602327365938,-2.4991945701393994,0.5819420239577295,True,4,False,121.0,False,4,,games5425898691,bf81d8692db,19.0,1947.0799560546875,-1191.9100341796875,274.7699890136719,-9645.900268554688,12634.100341796875,-1960.8000183105469,-1156.3999938964844,-1714.4000244140625,598.4000015258789,255.0,166.0,,-0.8760286480082559,0.8546669355099027,1.158631321182694,True,16,81.0,False,22,False,
39,3110,97.0,False,False,0,6108.651865751942,-1496.75,-939.0399780273438,408.25,14939.3994140625,7602.39990234375,7303.800048828125,2458.300018310547,4610.4998779296875,2949.5001220703125,0.0,-0.807756347325138,-0.1292790061708884,-1.6459740770358828,b51c74fbe8b,mGclub,5.0,-1539.6800537109375,-927.8099975585938,261.80999755859375,-12186.300048828125,18461.600341796875,1346.3999938964844,-699.8000335693359,1398.6000061035156,-2662.39990234375,255.0,254.0,True,-0.35080920304487584,1.6877672967914559,-0.5388828679299463,True,96.15198274838025,True,36,6,27,,76561198008256716,RetroKarl,8.0,-2688.5400390625,-4361.7900390625,17.020000457763672,-19366.300048828125,5186.500244140625,0.7999999821186066,1.0000000149011612,-0.09999999776482582,-296.70000076293945,255.0,116.0,,0.009613065572363298,2.8579353688479894,0.00011509997440284218,True,14,4,16,39.0,False,,enpitsu,76561198039309853,25,-1447.0400390625,-729.5399780273438,118.79000091552734,229.69999313354492,-1593.6000061035156,3421.400146484375,252.80000686645508,-2763.9999389648438,395.60001373291016,0.0,128.0,False,-0.04434623274581031,0.10200169594278896,-0.00425778934725096,True,6,False,43.0,False,5,,games5425898691,bf81d8692db,19.0,-2133.5,3506.199951171875,17.010000228881836,-4164.2999267578125,16462.099609375,2.3000000417232513,-0.5000000074505806,0.0,-1947.7000427246094,128.0,0.0,,0.00961432648882834,1.7476973626212216,-2.0550862463001263e-05,True,18,112.0,False,24,False,
40,3226,101.0,False,False,1,8313.66825297913,-3966.929931640625,-1603.0699462890625,164.47000122070312,5253.3001708984375,30990.80078125,2815.10009765625,1425.0,-4794.100036621094,-250.30000686645508,1.0,0.7238711879923327,-1.9796596410663412,-2.322898530636607,bf81d8692db,games5425898691,19.0,-4031.300048828125,-1802.4000244140625,116.88999938964844,230.10000228881836,22997.2998046875,-262.60000228881836,-1358.800048828125,1.2999999523162842,-916.8000030517578,255.0,0.0,,-0.04439169343151425,1.5853962813706979,0.9595197787919387,True,164.14604740758097,True,24,False,18,,76561198039309853,enpitsu,24.0,81.36000061035156,-1258.18994140625,17.030000686645508,-973.4999847412109,-14066.99951171875,5.099999904632568,0.29999999329447746,0.5000000074505806,-1.4000000059604645,255.0,128.0,False,-0.016743144561129502,-1.5014793107884,4.541047344369531e-05,True,6,False,6,31.0,False,,RetroKarl,76561198008256716,8,244.5500030517578,4876.7998046875,17.020000457763672,-13039.69970703125,2101.999969482422,1.0999999940395355,0.09999999776482582,-0.0,2276.0000610351562,255.0,255.0,,-0.009575977125083363,0.09176121184468256,1.9382525932941456e-05,True,16,4,255.0,False,14,,mGclub,b51c74fbe8b,5.0,1376.25,-1724.8299560546875,96.02999877929688,-7097.5,21635.400390625,-236.70000076293945,-4859.4000244140625,-1839.7000122070312,-541.3000106811523,255.0,128.0,False,1.2851117451353056,1.9658849844358721,0.7137841129585765,True,30,219.0,False,38,6,
41,3282,103.0,False,False,0,10143.458935988974,3036.320068359375,-4210.22021484375,125.19999694824219,24534.19921875,-3182.9998779296875,14862.19970703125,4719.89990234375,-2336.699981689453,-2874.2001342773438,0.0,0.6491955293525462,2.0418696160112924,2.848054018525947,76561198008256716,RetroKarl,8.0,2854.3798828125,-4302.16015625,19.459999084472656,21295.80078125,8184.2999267578125,2916.099853515625,1.7000000178813934,0.7000000029802322,-407.90000915527344,255.0,123.0,,0.009605533264943058,0.3530862217512657,-5.640775067717659e-05,True,161.0213075530144,True,17,4,14,,b51c74fbe8b,mGclub,5.0,-948.72998046875,-2794.780029296875,17.010000228881836,-4081.9000244140625,-21836.201171875,2.0999999344348907,0.0,0.5000000074505806,-0.7999999821186066,255.0,128.0,,0.009597881052822669,-1.7557463348302924,5.2343031218521776e-05,True,30,6,38,250.0,False,,enpitsu,76561198039309853,25,752.5,3620.580078125,17.030000686645508,13102.2998046875,-1991.7999267578125,5.600000023841858,-0.19999999552965164,0.0,-2292.7999877929688,255.0,255.0,,0.016743301981145268,-0.2157054751449932,2.670118221771924e-05,True,6,False,61.0,False,6,,games5425898691,bf81d8692db,19.0,1572.4300537109375,-506.3800048828125,17.020000457763672,-19536.500244140625,4955.10009765625,0.7999999821186066,-0.09999999776482582,0.09999999776482582,-233.50000381469727,255.0,128.0,,0.009612646513882188,2.8703331420635,9.839468581932403e-05,True,18,255.0,False,24,False,
42,3373,107.0,False,False,1,7196.77585859588,-3594.6201171875,-483.8699951171875,380.2300109863281,9315.0,10311.8994140625,-1830.8000183105469,-950.1999664306641,1160.0,-5809.5001220703125,1.0,0.3559378150538965,-1.2891777098348072,2.0923109487227314,bf81d8692db,games5425898691,19.0,-3592.169921875,-662.4199829101562,278.0199890136719,-19765.999755859375,10553.1005859375,2949.89990234375,-2421.699981689453,1488.699951171875,-2194.7999572753906,255.0,0.0,,0.3472172262511567,1.838837522653436,0.8554166196447295,True,153.4767309465716,True,26,False,18,,76561198039309853,enpitsu,24.0,-2230.169921875,-4232.5498046875,17.040000915527344,10556.8994140625,-5502.7001953125,4.399999976158142,-1.0999999940395355,0.7999999821186066,1890.2000427246094,255.0,255.0,False,-0.016700087950901204,-2.671722672115486,0.00031296741303895556,True,6,False,6,61.0,False,,RetroKarl,76561198008256716,8,-3190.429931640625,4848.06005859375,266.1000061035156,8850.2001953125,8247.7001953125,-11520.2001953125,-2374.1000366210938,222.09999084472656,-542.2000122070312,255.0,0.0,,-0.795796267084515,2.392913703448615,1.528773798439824,True,18,4,247.0,False,14,,mGclub,b51c74fbe8b,5.0,-197.6999969482422,4700.2900390625,17.010000228881836,5729.5001220703125,-5510.8001708984375,2.8999999165534973,-0.0,-0.29999999329447746,-3095.4998779296875,255.0,1.0,False,-0.00954021004368822,-2.1697673031144005,3.128767167329393e-05,True,30,247.0,False,38,6,
43,3431,109.0,False,False,1,4869.006614413724,-1968.02001953125,1202.4100341796875,158.6999969482422,27191.69921875,-2306.0000610351562,13788.499755859375,5882.0001220703125,-508.69998931884766,-1069.1000366210938,1.0,-0.2787893657611868,-2.48185727792434,1.0856452537699688,bf81d8692db,games5425898691,19.0,-2101.179931640625,1112.27001953125,74.87000274658203,19426.600341796875,9600.30029296875,2256.199951171875,-4738.999938964844,2534.7000122070312,1168.7000274658203,255.0,236.0,,-0.4719442126537752,2.8542426283676385,-0.40532275502870796,True,80.0,False,28,False,19,15.0,76561198039309853,enpitsu,25.0,-1723.3900146484375,-2262.330078125,17.040000915527344,2664.89990234375,12077.80029296875,4.399999976158142,0.09999999776482582,0.5999999865889549,-2308.699951171875,255.0,0.0,False,-0.016732345904647897,1.843026695294199,-6.613351862489256e-05,True,6,False,6,122.0,False,,RetroKarl,76561198008256716,8,-2054.080078125,1372.280029296875,82.9000015258789,-2306.1000061035156,-17951.099853515625,1886.0000610351562,-3580.4998779296875,-261.70000076293945,1129.800033569336,255.0,62.0,,-0.05929888753321674,-1.8488728208621803,0.008801699471935109,True,20,4,121.0,False,15,,mGclub,b51c74fbe8b,5.0,-785.27001953125,1839.6300048828125,17.010000228881836,14288.1005859375,-8936.400146484375,2.3000000417232513,0.29999999329447746,-0.0,1990.2999877929688,255.0,254.0,False,-0.009573835402276867,-2.6526265589690046,-2.534930407511239e-05,True,30,199.0,False,38,6,
44,3513,112.0,False,False,1,7116.332333117327,3222.050048828125,-1585.449951171875,115.26000213623047,15111.400146484375,4775.5999755859375,12733.1005859375,-428.3000183105469,-5132.80029296875,3077.39990234375,1.0,0.3221399416941622,0.08353116802148647,1.4751671897150662,bf81d8692db,games5425898691,19.0,3104.02001953125,-1639.469970703125,14.550000190734863,13909.7998046875,-7241.300048828125,-115.20000457763672,-61.70000076293945,-107.39999771118164,-1623.6000061035156,255.0,0.0,,-0.015547821776972377,-2.6990963254734996,-0.0024410633725565627,True,80.0,False,28,False,20,,76561198039309853,enpitsu,25.0,-8.0600004196167,-4397.740234375,17.040000915527344,506.6999816894531,-14056.300048828125,4.1999998688697815,0.19999999552965164,-7.099999785423279,640.1000213623047,255.0,255.0,True,-0.0167731758347883,-1.6103774612672923,-1.1459170508698454e-05,True,6,False,6,184.0,False,,RetroKarl,76561198008256716,8,-2934.7099609375,-2229.1298828125,17.010000228881836,11473.399658203125,-6628.3001708984375,2.3000000417232513,0.09999999776482582,-0.0,2271.4999389648438,255.0,255.0,,-0.009551759309315965,-2.6858097272374737,-5.5843112322293885e-06,True,20,4,121.0,False,16,,mGclub,b51c74fbe8b,5.0,2682.070068359375,-233.64999389648438,17.010000228881836,18192.60009765625,-3759.2999267578125,-0.19999999552965164,4.399999976158142,-0.7999999821186066,1264.5999908447266,255.0,254.0,,-0.009594810002550466,-2.9567660567251055,0.00011309818742072355,True,30,132.31167326947693,True,38,6,
45,3585,115.0,False,True,0,4493.219246719074,-2171.830078125,831.719970703125,326.9200134277344,18214.89990234375,25281.0009765625,-5873.0999755859375,-4868.399963378906,-598.1000137329102,-3455.4000854492188,0.0,0.25392826334034047,2.6935180625856523,-2.7298792574649497,b51c74fbe8b,mGclub,5.0,-2204.830078125,675.5800170898438,304.7300109863281,12290.799560546875,16030.30029296875,2642.7999877929688,-1864.9000549316406,1045.5000305175781,5067.39990234375,255.0,1.0,True,-0.4980730707961777,2.270633519172342,0.1756679828684836,True,114.04194398592873,True,40,6,31,,76561198008256716,RetroKarl,8.0,1125.2099609375,-214.22999572753906,17.010000228881836,-7886.7999267578125,-11688.1005859375,2.0999999344348907,-0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,,0.009575712542828211,-2.164357783425444,-7.217416328559814e-05,True,16,4,20,152.0,False,,enpitsu,76561198039309853,25,-374.1700134277344,4867.14013671875,17.040000915527344,-196.29999160766602,-750.6999969482422,3.8999998569488525,0.5999999865889549,0.0,0.0,255.0,128.0,False,0.016808753992124895,-1.8267328983179534,6.50603202271893e-06,True,6,False,184.0,False,6,,games5425898691,bf81d8692db,19.0,-2201.389892578125,1109.6600341796875,177.47999572753906,6675.999755859375,-21958.5009765625,1501.199951171875,4075.4000854492188,2760.5999755859375,-277.7000045776367,255.0,178.0,,-0.3826935130103825,-1.3091644374662734,-0.13013930043629524,True,21,9.183922547166068,True,30,False,
46,3587,115.0,False,False,1,6202.895933220726,2034.43994140625,-957.530029296875,313.82000732421875,-27575.30029296875,-5799.7998046875,5639.2999267578125,5730.999755859375,-1259.4000244140625,1252.699966430664,1.0,-0.44775053805529386,-2.844085630098992,-2.1568120495104437,bf81d8692db,games5425898691,19.0,2179.070068359375,-1036.18994140625,182.24000549316406,-6667.0001220703125,21969.89990234375,1368.6000061035156,-4376.400146484375,-3167.6998901367188,-1030.4000091552734,255.0,189.0,,0.1631437907435315,1.322706887557238,-0.21562245789336051,True,2.920688265113424,True,30,False,21,,76561198039309853,enpitsu,25.0,375.1600036621094,-4863.41015625,17.040000915527344,107.5,411.50001525878906,3.8999998569488525,-0.5999999865889549,-0.0,0.0,255.0,128.0,False,-0.016808753992124895,1.8267328983179534,6.50603202271893e-06,True,6,False,6,184.0,False,,RetroKarl,76561198008256716,8,-1072.6500244140625,292.1499938964844,17.010000228881836,7886.7999267578125,11688.1005859375,2.0999999344348907,0.19999999552965164,0.7000000029802322,0.0,255.0,128.0,,-0.009575712542828211,2.164357783425444,-7.217416328559814e-05,True,20,4,152.0,False,16,,mGclub,b51c74fbe8b,5.0,2204.830078125,-675.5800170898438,304.7300109863281,-12290.799560546875,-16030.30029296875,2642.7999877929688,1864.9000549316406,-1045.5000305175781,5067.39990234375,255.0,1.0,True,0.4980730707961777,-2.270633519172342,0.1756679828684836,True,31,107.77870970387607,True,40,6,
47,3765,121.0,False,False,1,9349.39343091067,-1853.5699462890625,-3795.93994140625,116.47000122070312,-10038.300170898438,13448.199462890625,2695.8999633789062,4472.60009765625,1403.699951171875,-3745.0,1.0,0.6312031679083403,-2.60530940221511,-1.2294547411996095,76561198039309853,enpitsu,25.0,-1758.050048828125,-3922.340087890625,17.049999237060547,-6943.499755859375,8571.900024414062,2.5999999046325684,0.29999999329447746,-0.0,-156.99999809265137,255.0,128.0,False,-0.01676547327993907,0.904648506023108,0.00010057841412718148,True,170.0,False,8,False,6,,bf81d8692db,games5425898691,19.0,1855.8499755859375,-2097.070068359375,17.010000228881836,-8781.799926757812,-20276.800537109375,2.199999988079071,0.09999999776482582,0.5999999865889549,-1364.1000366210938,255.0,0.0,,-0.009590222453143279,-1.1407395613539175,-0.00021251955314842584,True,22,False,30,198.0,False,,RetroKarl,76561198008256716,8,-2881.070068359375,3113.389892578125,17.010000228881836,10237.19970703125,-9282.999877929688,2.0000000298023224,0.7999999821186066,-0.7000000029802322,240.10000228881836,255.0,128.0,False,-0.009576407478026199,-2.4335267597890193,-0.00018636266036521613,True,20,4,255.0,False,16,,mGclub,b51c74fbe8b,5.0,-3814.81005859375,825.3499755859375,16.239999771118164,8002.0001220703125,8020.4998779296875,-218.60000610351562,-454.50000762939453,-772.0999908447266,-2690.4998779296875,255.0,1.0,True,-0.015611578999450275,2.5061707581104544,0.013783374379436292,True,32,255.0,False,42,6,
