,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,172,0,False,False,0,5227.213255707883,-76.47000122070312,-22.56999969482422,95.04000091552734,-13631.199951171875,-8962.39990234375,1158.3999633789062,1181.9000244140625,-286.5999984741211,-1997.5999450683594,0.0,0.04939115678326746,0.35802956145362747,-0.018750631382077613,76561198107122758,Ayannaki,2.0,38.459999084472656,-111.88999938964844,97.76000213623047,12066.600341796875,17157.099609375,129.20000076293945,-4939.5001220703125,-87.20000267028809,2417.2000122070312,255.0,255.0,True,0.5126691784954808,0.07351990439197126,-1.5644919530754067,True,3,False,4,0.0,False,,b0676e6613b,Cardo015,4.0,55.5099983215332,-1800.969970703125,17.049999237060547,103.99999618530273,13855.999755859375,2.5999999046325684,0.0,-0.5000000074505806,-0.09999999776482582,255.0,128.0,,0.016731800231828586,1.56325117451097,4.363229914566347e-05,False,116.0,False,False,False,True,,enpitsu,76561198039309853,27,46.70000076293945,3610.489990234375,17.049999237060547,-36.19999885559082,-10340.2001953125,3.1999999284744263,0.0,6.299999952316284,-1014.8000335693359,255.0,128.0,False,0.01666479185066353,-1.5544384260726458,-0.00017651994252939373,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-28.209999084472656,117.05999755859375,100.04000091552734,-8827.999877929688,-4505.10009765625,-149.399995803833,4928.500061035156,-1831.6000366210938,-1613.800048828125,128.0,215.0,1.072578127030727,1.846368257744299,-2.4814340685359366,True,0.0,False,4,3,False,,
1,223,1,False,False,0,6747.435926898057,-2252.6201171875,-1469.6500244140625,93.1500015258789,-9724.400024414062,-6547.19970703125,0.0,3404.5999145507812,-4874.2999267578125,-805.6999969482422,0.0,-0.06979622266888612,-1.4429994013546812,1.9199500471698854,b0676e6613b,Cardo015,4.0,-2154.530029296875,-1595.6300048828125,17.049999237060547,-19703.900146484375,-511.3999938964844,3.0000001192092896,-0.3999999910593033,0.0,-2034.1000366210938,255.0,0.0,False,0.016776313550933737,3.0946784136022534,-4.283479626896524e-05,True,False,False,False,62.0,False,,76561198107122758,Ayannaki,2.0,1958.8699951171875,929.75,17.010000228881836,11445.30029296875,-4667.9998779296875,1.899999976158142,0.0,0.0,-547.2999954223633,255.0,128.0,False,0.009529162504316811,-0.4372821745221044,0.00023140166612491364,4,31.0,False,4,False,False,,enpitsu,76561198039309853,27,-1605.6400146484375,2461.35009765625,17.049999237060547,-14198.00048828125,2189.4000244140625,2.5,0.5999999865889549,0.19999999552965164,-0.29999999329447746,255.0,128.0,False,0.0168147311337681,2.988522231635698,4.700612268950778e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-1972.739990234375,-980.3699951171875,106.33000183105469,-13717.7001953125,-8070.5999755859375,-284.89999771118164,2741.400146484375,-4315.7000732421875,25.799999237060547,255.0,128.0,-1.3740046887859818,-2.896943583171887,0.3164256257568565,True,31.0,False,6,6,False,,
2,249,2,False,False,0,6877.619150932486,-3976.199951171875,-1009.3099975585938,212.72000122070312,5615.4998779296875,2116.199951171875,10031.799926757812,415.29998779296875,-5403.800048828125,2574.1000366210938,0.0,-0.5827262542386595,-0.9207251833892455,1.8618323788074487,b0676e6613b,Cardo015,4.0,-3895.610107421875,-1252.77001953125,24.729999542236328,-17527.19970703125,6744.4000244140625,2961.4999389648438,-281.3999938964844,5492.5,-54.80000019073486,255.0,128.0,False,-0.18613881963258153,2.782529744713994,0.09729911804179252,True,False,False,False,53.0,False,,76561198107122758,Ayannaki,3.0,3232.89990234375,263.0,17.010000228881836,14338.900146484375,-9579.299926757812,1.8000000715255737,-0.09999999776482582,0.0,471.5999984741211,255.0,169.0,False,0.009573977105087297,-0.5900633988842205,0.00012957950698296323,4,0.0,False,4,False,True,,enpitsu,76561198039309853,27,-2594.030029296875,3242.179931640625,17.049999237060547,-1942.1000671386719,13523.900146484375,3.0000001192092896,0.09999999776482582,-1.899999976158142,1589.7999572753906,255.0,255.0,True,0.016738539256848522,1.7065111056560782,0.00046458744493505926,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-3302.860107421875,-1478.1500244140625,17.010000228881836,-13288.499755859375,3788.900146484375,2.5,0.19999999552965164,0.19999999552965164,-2091.7999267578125,128.0,0.0,0.009666654141730069,2.7989134893330374,1.9089875923152444e-05,True,31.0,False,6,6,False,,
3,297,4,False,False,0,6168.202357120542,-3006.5400390625,-655.8900146484375,955.4600219726562,18125.799560546875,1444.7999572753906,4465.7000732421875,1514.1999816894531,-5787.2998046875,-461.6999816894531,0.0,0.10256502734088382,-1.6833304413932697,-0.014420829542079096,b0676e6613b,Cardo015,4.0,-3258.510009765625,-638.0599975585938,837.8099975585938,15899.599609375,3431.6000366210938,1185.6999969482422,-279.4000053405762,5218.900146484375,1712.8999328613281,,222.0,,-0.20665403596010432,-0.699412943827793,0.6204806915468716,True,3,False,4,0.0,False,,76561198107122758,Ayannaki,3.0,2726.639892578125,-1168.31005859375,17.010000228881836,-13083.00048828125,4852.39990234375,1.899999976158142,0.9000000357627869,-0.09999999776482582,-64.29999828338623,255.0,128.0,,0.009553717021416273,2.7783200044058174,8.285131085512798e-05,4,255.0,False,4,False,True,,enpitsu,76561198039309853,27,-3096.320068359375,4020.3798828125,17.049999237060547,8828.599853515625,-1772.5999450683594,-1.4000000059604645,-5.799999833106995,1.1999999731779099,2099.199981689453,255.0,128.0,,0.016674003922106113,-0.16220615104479316,-2.9187176286981056e-05,True,198.57731617907044,True,False,False,False,,games5425898691,bf81d8692db,17.0,-3310.52001953125,1019.25,161.74000549316406,4196.199951171875,17506.700439453125,-1305.7000732421875,-2835.10009765625,1361.1000061035156,-9.300000071525574,255.0,128.0,-0.30618386642113765,1.0874792005257097,0.007692976087009044,True,31.0,False,8,8,False,,
4,359,6,False,False,0,5705.261750776458,885.219970703125,-280.0799865722656,333.5799865722656,-3681.7001342773438,22351.39892578125,-1043.7999725341797,1414.2999267578125,-5365.10009765625,-1122.699966430664,0.0,0.3960785910603913,-1.5314419246313813,0.9416802404540964,76561198107122758,Ayannaki,3.0,970.0399780273438,-462.7900085449219,250.64999389648438,-458.6000061035156,11492.5,3542.6998901367188,-1933.5000610351562,2750.0,4352.9998779296875,128.0,0.0,True,-0.711099314718116,1.9740135880628182,1.1729757396676013,True,5,False,6,208.01947542416153,True,,b0676e6613b,Cardo015,4.0,144.35000610351562,199.5,14.710000038146973,11758.1005859375,7676.7999267578125,423.10001373291016,-201.20000839233398,74.49999809265137,-1929.1999816894531,255.0,0.0,,0.0070797997490714415,0.5871592838034604,0.007285984172010787,4,0.0,False,4,False,True,,enpitsu,76561198039309853,27,1087.3299560546875,4412.91015625,17.049999237060547,18093.00048828125,6129.5001220703125,3.0000001192092896,0.29999999329447746,4.600000083446503,-1743.800048828125,0.0,0.0,,0.016961347181926795,0.2733564506791592,-0.00014498182140052326,True,126.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-3231.449951171875,3889.739990234375,17.010000228881836,-12354.000244140625,-1621.0000610351562,2.3000000417232513,0.0,0.0,2333.3999633789062,255.0,255.0,0.009557801673814545,-2.9451894940196026,-7.0435863787619935e-06,True,31.0,False,8,8,False,,
5,425,9,False,False,1,9339.700772627064,39.119998931884766,-4160.31005859375,101.94000244140625,16936.300048828125,16257.2998046875,3078.3999633789062,842.2000122070312,1395.0999450683594,-5774.4000244140625,1.0,-0.7362127395938707,-1.7004034987486616,1.7695768732712456,76561198039309853,enpitsu,27.0,-92.44000244140625,-4364.02001953125,71.58999633789062,8856.599731445312,12243.1005859375,2806.7001342773438,-4782.699890136719,158.59999656677246,1088.7000274658203,0.0,0.0,,0.1031334739547774,-0.8894751417377956,0.033256412563429046,True,1,False,2,156.0,False,,bf81d8692db,games5425898691,18.0,3637.8798828125,-381.30999755859375,17.010000228881836,-3690.7998657226562,17875.6005859375,2.3000000417232513,-0.29999999329447746,-0.19999999552965164,1960.8999633789062,255.0,255.0,,-0.00956305674983567,1.2977044384630636,1.2486584776577561e-05,8,9.0,False,8,False,True,,Cardo015,b0676e6613b,4,-2229.93994140625,2085.409912109375,17.059999465942383,-9011.500244140625,14741.8994140625,1.1999999731779099,-1.1999999731779099,2.199999988079071,-583.4000015258789,255.0,128.0,,-0.0167791608444925,1.0633718507798973,0.00012619309907488092,True,0.0,False,4,4,False,,Ayannaki,76561198107122758,3.0,-905.0800170898438,-3201.570068359375,16.959999084472656,-3819.4000244140625,-19082.80029296875,15.800000429153442,3.3000001311302185,10.90000033378601,-1049.4000244140625,255.0,0.0,-0.009487744406327756,-1.3600403107147128,0.00033908235094817405,True,116.0,False,6,6,False,29.0,False
6,505,12,False,False,1,6165.858949921309,3992.159912109375,-192.1300048828125,341.94000244140625,-8169.6002197265625,18889.3994140625,13035.699462890625,3495.4000854492188,1460.8999633789062,3840.10009765625,1.0,-0.5133216706883336,2.9400983967916883,2.997291689894275,bf81d8692db,games5425898691,18.0,4077.81005859375,-244.8699951171875,216.41000366210938,1396.9999694824219,19714.49951171875,9682.80029296875,694.8000335693359,-3020.4998779296875,-995.1999664306641,255.0,242.0,,0.5182197660908516,1.6540712607753907,-1.3251684658256635,True,8,False,8,110.96958251409643,True,,76561198039309853,enpitsu,27.0,-80.94999694824219,-3532.3798828125,17.049999237060547,-4350.10009765625,7982.7001953125,3.700000047683716,-0.09999999776482582,0.3999999910593033,-2844.5999145507812,255.0,0.0,False,-0.01669990716523877,1.1801074047566038,3.0086975594261223e-05,2,187.0,False,2,False,True,,Cardo015,b0676e6613b,4,-1132.550048828125,4966.5498046875,17.389999389648438,17221.199951171875,1385.7000732421875,-124.0999984741211,-350.99998474121094,-96.80000305175781,-276.200008392334,153.0,69.0,,-0.025984366167120493,3.0529253934287537,0.00820054332439764,True,231.0,False,4,4,False,,Ayannaki,76561198107122758,2.0,-2997.760009765625,-767.0599975585938,17.010000228881836,1139.1000366210938,18469.49951171875,6.299999952316284,3.8999998569488525,-0.0,-1901.1000061035156,255.0,0.0,-0.009772520465443482,1.6899615962228896,-4.795369321669736e-05,False,116.0,False,8,8,False,,False
7,577,14,False,False,0,9791.34176675639,-1924.72998046875,-4597.14990234375,1444.780029296875,779.1999816894531,-21593.40087890625,15803.800048828125,3107.39990234375,4802.900085449219,1809.7999572753906,0.0,-0.03145467344284503,-1.3876286032338223,-2.449223618621434,b0676e6613b,Cardo015,4.0,-1852.0699462890625,-4537.830078125,1246.0799560546875,-14199.49951171875,698.4999847412109,9442.39990234375,3261.7999267578125,1079.4000244140625,-1128.0999755859375,,128.0,,-0.5145174580681857,-1.940452144184477,-1.5410049464813873,True,4,4,6,146.42181532870052,True,,76561198107122758,Ayannaki,2.0,1198.300048828125,-3314.2900390625,17.010000228881836,-14744.100341796875,-5087.0001220703125,1.899999976158142,-3.3000001311302185,-1.0999999940395355,-1202.7999877929688,255.0,128.0,,0.009544846054178427,-2.8810546862763875,0.00011332804191698975,8,177.0,False,8,False,True,,enpitsu,76561198039309853,27,-69.29000091552734,666.6599731445312,17.049999237060547,-4164.2999267578125,-6064.0997314453125,2.7000001072883606,-1.899999976158142,-2.199999988079071,-457.2999954223633,255.0,128.0,,0.016664528768578768,-2.191109344626859,7.502973075098237e-05,True,248.0,False,2,2,False,,games5425898691,bf81d8692db,18.0,-2759.8798828125,-2882.18994140625,17.0,5738.2000732421875,6582.39990234375,3.3000001311302185,-2.3000000417232513,-2.8999999165534973,1121.500015258789,255.0,128.0,0.00951665053947203,0.9129589769603134,-0.00020091734469421794,True,131.0,False,8,8,False,,
8,624,16,False,False,1,2654.384085354182,1968.3299560546875,2711.860107421875,578.2000122070312,-386.89998626708984,4771.199951171875,8203.099975585938,3707.0999145507812,598.1999969482422,-2750.8999633789062,1.0,-0.33089633728549916,-2.4858961568203846,0.7015037691808416,bf81d8692db,games5425898691,18.0,1971.06005859375,2634.199951171875,423.55999755859375,2426.699981689453,-3010.4998779296875,2742.2000122070312,-513.1999969482422,-416.5999984741211,5460.10009765625,255.0,1.0,,1.2342350509534827,1.5461871517460346,1.9909124198612975,True,9,False,10,71.53401293293123,True,,76561198039309853,enpitsu,27.0,1113.030029296875,229.69000244140625,17.049999237060547,7059.69970703125,-848.0000305175781,3.100000023841858,4.399999976158142,-2.0999999344348907,303.1999969482422,255.0,255.0,,-0.01678408929798072,-3.0064805437725113,8.102561778532461e-05,2,248.0,False,2,False,True,,Cardo015,b0676e6613b,4,3648.669921875,4319.77978515625,1335.550048828125,5537.2998046875,-4093.3999633789062,-8023.599853515625,850.5999755859375,1276.3999938964844,2105.500030517578,,0.0,,0.5691818159435609,-1.5553788227220704,0.8686636018983124,True,95.0,False,6,4,4,,Ayannaki,76561198107122758,2.0,371.1099853515625,4224.259765625,17.010000228881836,3431.400146484375,10585.10009765625,2.199999988079071,0.5999999865889549,2.0999999344348907,-1885.0999450683594,128.0,0.0,-0.009564707027016018,1.8847565552017265,-0.0003784405925716477,True,208.0,False,8,8,False,,True
9,690,18,False,False,0,8995.357195320474,-1904.3699951171875,-3798.659912109375,651.8300170898438,-19261.099853515625,11130.10009765625,3677.3001098632812,-1374.1000366210938,-815.5999755859375,755.5000305175781,0.0,-0.13279822718429699,-2.9466980436565144,-0.3004118340068459,76561198107122758,Ayannaki,2.0,-1676.1500244140625,-3935.139892578125,555.4299926757812,-11240.899658203125,8475.499877929688,1687.5999450683594,28.09999942779541,1210.5999755859375,791.1000061035156,255.0,128.0,False,0.17433314895549343,3.0033726008649224,-0.230764673942241,True,8,4,10,120.13853777608561,True,,b0676e6613b,Cardo015,4.0,-2965.1201171875,-4145.77001953125,17.049999237060547,10402.80029296875,100.10000228881836,3.1999999284744263,-0.7000000029802322,0.0,2166.199951171875,255.0,255.0,,0.016686294515588194,0.03498964615783273,0.00014627345592028328,4,255.0,False,6,4,True,,enpitsu,76561198039309853,27,-1573.3499755859375,-389.8900146484375,17.049999237060547,-2555.5999755859375,9479.099731445312,2.7000001072883606,0.29999999329447746,-1.5000000596046448,143.99999618530273,0.0,128.0,,0.01686873848999129,-1.2782327478463837,-0.00022923336426154502,True,248.0,False,2,2,False,,games5425898691,bf81d8692db,18.0,-2140.2099609375,-2098.739990234375,17.010000228881836,5492.19970703125,3051.6000366210938,2.3000000417232513,-0.09999999776482582,0.0,2352.5999450683594,255.0,255.0,0.009500488222701432,0.49500675046725273,3.5762145112344905e-05,True,58.0,False,10,10,False,,
