,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,164,0,False,False,1,5204.910108181267,21.09000015258789,9.149999618530273,97.98999786376953,28460.90087890625,8075.5999755859375,5656.099853515625,795.8999633789062,-2264.2999267578125,746.9999694824219,1.0,-0.0188971372089379,-0.006169211315570301,-0.006572252559521259,be9b8dd5cfb,YT-shocxk,17.0,-142.91000366210938,-37.900001525878906,43.869998931884766,17554.89990234375,9344.299926757812,1715.2000427246094,3662.9998779296875,729.4000244140625,-4037.3001098632812,128.0,0.0,True,-0.003274918208470493,2.4652302959501085,0.18875533699619354,,0.0,False,5,6,False,,5627679971258560558,EVIL-2-Y,35.0,342.7699890136719,-221.6699981689453,87.08999633789062,-9914.400024414062,20295.899658203125,-155.2999973297119,-4614.100036621094,2946.7001342773438,-525.4000091552734,200.0,21.0,,-0.056555862494299454,0.5280605838115638,-1.7004182251429754,True,4,0.0,False,False,3,,enpitsu,76561198039309853,25,2787.35009765625,4042.10009765625,17.049999237060547,6449.0997314453125,11603.800048828125,2.5,-0.0,0.7000000029802322,0.0,128.0,128.0,,-0.01684918940677577,-1.0635363753238807,5.408358926606815e-05,False,False,85.0,False,False,False,,games5425898691,bf81d8692db,20.0,-23.559999465942383,887.97998046875,17.010000228881836,5148.4002685546875,-17855.699462890625,2.3000000417232513,0.09999999776482582,-0.19999999552965164,-1989.9000549316406,255.0,0.0,,-0.00958220434734764,-1.7778872273579887,-1.6752278802982994e-05,True,False,False,False,27.977402317908503,True,
1,232,2,False,False,1,3734.9637130049173,2336.260009765625,1693.9000244140625,203.32000732421875,-207.60000228881836,8922.000122070312,8838.800048828125,-3150.1998901367188,-5105.4998779296875,-95.60000419616699,1.0,0.2619995761426018,2.159064224089862,2.2782666494517203,be9b8dd5cfb,YT-shocxk,18.0,2249.0400390625,1677.9000244140625,60.18000030517578,3260.10009765625,-2800.0,2779.5999145507812,-1349.1000366210938,-1567.8999328613281,-0.09999999776482582,0.0,128.0,False,0.010098298086101978,-2.431237062304915,-2.911049651855044e-07,False,0.0,False,7,8,False,,5627679971258560558,EVIL-2-Y,35.0,-1104.550048828125,989.3499755859375,17.059999465942383,-2848.5000610351562,-8920.10009765625,2.0000000298023224,0.3999999910593033,1.2999999523162842,2047.8999328613281,201.0,255.0,False,-0.01672269739305297,-1.2641264903325413,0.00025652875398943676,False,4,0.0,False,False,4,,enpitsu,76561198039309853,25,2477.419921875,2706.300048828125,17.049999237060547,-15665.6005859375,-11322.7001953125,-2.199999988079071,0.5000000074505806,0.5999999865889549,-18.700000047683716,255.0,128.0,,-0.01679176656024195,-0.6237617981582436,4.582111397904086e-05,True,False,157.0,False,False,False,,games5425898691,bf81d8692db,20.0,-2046.0400390625,-3677.300048828125,17.010000228881836,-20533.30078125,-10342.099609375,1.899999976158142,0.5000000074505806,0.3999999910593033,0.0,255.0,128.0,,-0.009606571048044391,-0.4665781835867752,5.91154059884241e-05,True,4,False,4,0.0,False,
2,366,7,False,False,0,10021.012640889385,-2060.260009765625,-4813.14990234375,130.1999969482422,-29781.201171875,-650.6999969482422,5155.10009765625,-3348.2998657226562,1058.7000274658203,-1436.1000061035156,0.0,0.3283622040736541,2.309687788748273,-3.1364052922224674,76561198039309853,enpitsu,25.0,-1819.47998046875,-4790.240234375,78.36000061035156,-21222.60009765625,-8067.80029296875,3350.1998901367188,-2.0999999344348907,-0.5999999865889549,-437.59998321533203,128.0,128.0,,0.016831413142529145,-2.891079222263336,0.0012765665007852688,True,116.0,False,4,6,False,,bf81d8692db,games5425898691,20.0,2483.949951171875,-4679.81005859375,17.0,-18515.10009765625,-9353.499755859375,3.3000001311302185,3.3000001311302185,1.4000000059604645,-901.9000244140625,255.0,13.0,,0.009580878363727535,-2.6925081637728283,-8.68078632229315e-06,True,4,255.0,False,False,4,,YT-shocxk,be9b8dd5cfb,18,-2616.77001953125,321.04998779296875,17.020000457763672,10641.8994140625,-13061.800537109375,0.09999999776482582,-1.0999999940395355,1.1999999731779099,-169.0999984741211,255.0,128.0,False,0.009598217423520319,-0.9058971545851903,0.00020644650388116135,True,10,213.0,False,10,False,,EVIL-2-Y,5627679971258560558,34.0,-2088.260009765625,-4456.85009765625,83.19999694824219,-2642.7999877929688,-18819.7998046875,3548.699951171875,-1699.7999572753906,-532.0000076293945,265.79999923706055,75.0,60.0,,-0.10095770608103162,-1.6326969058027403,0.012972379563930733,True,8,False,6,0.0,False,
3,412,9,False,False,1,3710.187541419793,3471.919921875,2469.77001953125,140.63999938964844,-4790.199890136719,23194.89990234375,15676.800537109375,5235.4998779296875,307.99999237060547,2914.4000244140625,1.0,-0.6152298225738781,1.6658994354421757,-1.1651146299653776,be9b8dd5cfb,YT-shocxk,18.0,3469.419921875,2173.10009765625,24.450000762939453,8696.400146484375,21080.50048828125,2996.9000244140625,-0.0,-0.5999999865889549,1943.0000305175781,255.0,255.0,False,-0.009583956599064672,1.889032899401485,1.5149923327100641e-05,True,131.39606050522096,True,10,11,False,,5627679971258560558,EVIL-2-Y,34.0,2219.75,4782.33984375,17.049999237060547,4666.199951171875,-4217.9998779296875,2.5999999046325684,-0.29999999329447746,1.7000000178813934,720.9999847412109,210.0,128.0,,-0.01662819660122022,-2.442209183434017,-0.0003043391937410295,True,8,0.0,False,False,6,,enpitsu,76561198039309853,25,2895.389892578125,4684.68017578125,15.319999694824219,-8647.100219726562,-5802.9998779296875,252.29999542236328,247.29999542236328,-183.50000381469727,-2165.7000732421875,255.0,0.0,,0.004647357506804893,-0.5701045110318586,0.007053822812871241,True,4,116.0,False,6,False,,games5425898691,bf81d8692db,20.0,-231.4199981689453,4573.85009765625,17.0,92.29999542236328,156.19999885559082,3.100000023841858,0.7999999821186066,-1.5999999642372131,504.7999954223633,255.0,241.0,,-0.009506000814762971,-2.865137824976835,8.829084213162176e-05,True,4,False,4,255.0,False,
4,519,12,False,False,0,8969.682127278358,701.27001953125,-3686.320068359375,217.13999938964844,20902.2998046875,7270.3997802734375,5682.8997802734375,1491.7999267578125,113.4000015258789,-5810.3997802734375,0.0,0.558054060329958,-0.18542784374605226,-2.065222566428157,bf81d8692db,games5425898691,20.0,583.280029296875,-3751.679931640625,62.61000061035156,12504.7998046875,10995.6005859375,3144.8001098632812,-3931.099853515625,2511.300048828125,81.99999809265137,255.0,160.0,,0.09685757012550972,0.6033709954700542,-0.04865193614368852,True,232.0,False,5,6,False,,76561198039309853,enpitsu,25.0,314.04998779296875,-4019.699951171875,49.189998626708984,18624.000244140625,10579.200439453125,3536.0000610351562,-267.2999954223633,445.0,169.50000762939453,255.0,128.0,,0.029738818518024544,0.5435109811547387,-0.00022052569616683502,True,8,29.0,False,False,5,,YT-shocxk,be9b8dd5cfb,18,-1628.27001953125,-1006.6099853515625,180.5399932861328,15166.099853515625,15274.100341796875,-131.30000114440918,-3905.4998779296875,3872.5,5.400000214576721,255.0,128.0,False,1.5281769118134683,-2.3761739046128274,3.117357901753953,True,13,158.0,False,16,False,,EVIL-2-Y,5627679971258560558,31.0,-109.01000213623047,-5064.56982421875,22.8700008392334,7333.4002685546875,1606.3999938964844,-760.5000305175781,-535.6999969482422,2599.2001342773438,-2677.9000854492188,213.0,128.0,,-0.16054331815756379,0.15715537614207012,-0.014801748044722606,True,10,False,8,0.0,False,
5,596,15,False,False,0,7908.209179996441,2768.25,-1868.0699462890625,170.8300018310547,3011.099853515625,19151.099853515625,7024.7998046875,1944.9000549316406,-5635.9002685546875,672.7999877929688,0.0,1.0835739402321887,2.8609412013598154,-0.42427189401666415,bf81d8692db,games5425898691,20.0,2656.429931640625,-2054.929931640625,60.18000030517578,6189.0997314453125,13145.6005859375,2778.9999389648438,-4346.499938964844,-336.6999816894531,2062.5999450683594,255.0,214.0,,0.07868305505434231,0.9415829636274186,-0.03442403798386485,True,237.0,False,7,8,False,,76561198039309853,enpitsu,25.0,3030.830078125,-4006.52001953125,17.059999465942383,-859.8000335693359,-12293.699951171875,1.899999976158142,0.0,-0.5000000074505806,-2321.4999389648438,255.0,0.0,,0.01673036519878366,-1.6969354331853095,-6.277095709725363e-05,True,8,255.0,False,False,6,,YT-shocxk,be9b8dd5cfb,17,2130.840087890625,3627.739990234375,17.010000228881836,579.0999984741211,21133.30078125,2.7000001072883606,0.19999999552965164,-0.3999999910593033,3102.9000854492188,255.0,255.0,False,0.009616447078286563,1.766870563893695,0.00012551489749827998,True,16,158.0,False,18,False,,EVIL-2-Y,5627679971258560558,31.0,2162.02001953125,-1724.6600341796875,87.83999633789062,11014.200439453125,16616.700439453125,-247.39999771118164,-3912.9000854492188,3474.2001342773438,-179.0999984741211,204.0,128.0,,-1.3629547460809852,1.8548230445255995,-1.004106389588975,False,14,False,12,31.0,False,
6,656,17,False,False,1,8479.671193962578,-3396.81005859375,-2172.77001953125,137.85000610351562,13162.60009765625,-10280.999755859375,5135.2001953125,2065.399932861328,-5479.6002197265625,1306.7999267578125,1.0,-1.3057434378387118,-2.0836140497169273,-1.329978644262286,5627679971258560558,EVIL-2-Y,31.0,-3492.0400390625,-2170.659912109375,17.059999465942383,15260.0,-12420.899658203125,2.5999999046325684,-1.899999976158142,5.699999928474426,2026.6000366210938,128.0,250.0,,-0.016692154920818235,-2.533663044055873,0.00031054466137476577,True,238.0,False,12,14,False,,be9b8dd5cfb,YT-shocxk,17.0,-2047.4599609375,-3669.1298828125,17.010000228881836,-5541.500244140625,-10756.99951171875,2.5,-0.0,-0.0,2356.300048828125,255.0,255.0,False,-0.00954794337859528,-1.1600032873708543,5.901983884615842e-06,True,18,189.0,False,False,16,,enpitsu,76561198039309853,25,-1858.760009765625,2559.909912109375,96.0,1372.4000549316406,-16710.10009765625,-920.9999847412109,3729.4000244140625,29.40000057220459,-67.69999980926514,255.0,128.0,,0.9874986226816271,-1.6065134670328585,-0.033089396402672624,True,8,255.0,False,10,False,,games5425898691,bf81d8692db,20.0,-3807.72998046875,-1167.8399658203125,16.989999771118164,-2839.7000122070312,-22664.19921875,4.4999998807907104,-0.0,0.29999999329447746,333.4000015258789,255.0,128.0,,-0.009594687821784553,-1.4773832499877466,-0.00012767617423892699,True,8,False,8,145.0,False,
7,702,19,False,False,1,9211.66422277298,-1229.5899658203125,-3823.070068359375,120.58999633789062,16681.8994140625,-7043.499755859375,-414.7999954223633,750.2999877929688,-1887.5999450683594,594.900016784668,1.0,1.1863239582338232,0.06606199115146984,-2.5679746128399765,5627679971258560558,EVIL-2-Y,31.0,-1334.8800048828125,-3870.14990234375,17.020000457763672,15037.39990234375,-8145.3997802734375,-36.80000066757202,179.3000030517578,-423.3000183105469,919.1000366210938,255.0,228.0,,-0.038444423351988125,-2.6353774321205767,-0.02182183129814153,True,196.56541951753758,True,12,14,False,,be9b8dd5cfb,YT-shocxk,16.0,-1164.3299560546875,-4400.14990234375,17.010000228881836,7966.500244140625,-660.8999633789062,2.0999999344348907,4.799999892711639,-0.7000000029802322,-1109.4000244140625,255.0,128.0,False,-0.009523742184873916,-3.0043858485308403,0.00017296638848494046,True,18,189.0,False,False,16,,enpitsu,76561198039309853,25,-497.4700012207031,453.5799865722656,17.049999237060547,15071.099853515625,584.3000030517578,2.5,-1.1999999731779099,-0.0,713.4999847412109,255.0,0.0,,-0.01679299931604194,3.0462775067692824,-0.0002522793362949275,True,8,255.0,False,10,False,,games5425898691,bf81d8692db,20.0,-1422.9300537109375,-3499.9599609375,17.020000457763672,19829.599609375,-11652.60009765625,-2.0999999344348907,-4.699999988079071,2.8999999165534973,-1035.0,255.0,0.0,,-0.009603538323303707,-2.5789662203969623,0.00013927560267907,True,8,False,8,78.85786665895934,True,
8,708,19,False,False,0,2094.439383763756,844.0900268554688,3974.340087890625,108.93000030517578,-24926.79931640625,13550.10009765625,2931.300048828125,3034.5001220703125,-1214.4000244140625,5031.499938964844,0.0,-0.9895866115998105,0.21338674935387855,-2.7527230367854334,bf81d8692db,games5425898691,20.0,979.6799926757812,3890.68994140625,16.790000915527344,-13505.699462890625,17882.60009765625,-273.50000381469727,2049.600067138672,-2431.3999938964844,839.8999786376953,255.0,0.0,,0.006316160916769434,2.150734153306435,-0.026317185641447166,True,60.122606246702134,True,8,8,False,,76561198039309853,enpitsu,25.0,247.58999633789062,-468.8699951171875,17.049999237060547,-14960.699462890625,-208.4000015258789,3.0000001192092896,-2.3000000417232513,0.0,-1683.0000305175781,255.0,0.0,False,0.016761037095219446,3.1357471588779458,-0.000324135033339846,True,10,255.0,False,False,8,,YT-shocxk,be9b8dd5cfb,16,960.7000122070312,4430.68017578125,19.479999542236328,-9456.300048828125,1067.6000213623047,2959.4000244140625,-4.099999964237213,0.9000000357627869,1566.4999389648438,255.0,255.0,False,0.009518053647787066,3.0105179535702904,0.0002890051203766306,True,16,189.0,False,19,False,,EVIL-2-Y,5627679971258560558,31.0,1063.3299560546875,3995.139892578125,16.8700008392334,-17358.399658203125,7022.2998046875,20.199999809265137,-34.80000019073486,103.4000015258789,-53.80000114440918,255.0,116.0,,0.02114912255231393,2.7780785353152706,-0.0035633978198401583,True,14,False,12,177.83015910528036,True,
9,744,21,False,False,0,1162.0986017496518,-1920.969970703125,4592.35986328125,110.02999877929688,-23420.400390625,-856.9999694824219,3405.4998779296875,3773.9999389648438,-38.80000114440918,-4664.200134277344,0.0,0.23099927370513226,2.8155822387073624,2.6459301702309226,bf81d8692db,games5425898691,20.0,-1672.3599853515625,4529.64013671875,16.989999771118164,-22672.900390625,-2371.9000244140625,4.600000083446503,-3.4999999403953552,-0.5000000074505806,981.6000366210938,255.0,255.0,,0.009573308189385583,-3.0302868424909715,0.00011728899048260764,False,0.0,False,8,8,False,,76561198039309853,enpitsu,25.0,-1255.5,571.9600219726562,17.049999237060547,-12425.0,6213.599853515625,3.100000023841858,0.5000000074505806,-0.19999999552965164,2186.699981689453,255.0,255.0,False,0.016749009456955347,2.7375648542048165,6.652377349423921e-05,True,10,255.0,False,False,8,,YT-shocxk,be9b8dd5cfb,16,-592.27001953125,4894.4599609375,114.62000274658203,-13686.800537109375,5865.7000732421875,-641.6000366210938,-3589.5001220703125,-1472.2999572753906,-486.89998626708984,128.0,0.0,False,0.02607226997264691,-2.5444052768428422,-1.1193823266218328,True,18,189.0,False,20,False,,EVIL-2-Y,5627679971258560558,31.0,,,,,,,,,,,,,,,,True,,,,,,
