,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,168,0,False,False,1,5153.965806145242,29.649999618530273,59.369998931884766,115.05000305175781,7123.2000732421875,13129.599609375,4773.699951171875,2590.1998901367188,2129.600067138672,-4975.400085449219,1.0,0.12332562925676782,0.2461402249328015,-0.11713643024037597,2535470475960198,JoItd,30.0,-74.83000183105469,-165.05999755859375,27.559999465942383,-11864.599609375,16313.499755859375,-2346.7999267578125,1606.300048828125,-3515.2999877929688,-3912.9998779296875,248.0,0.0,,-0.1900360926630774,1.6766726167561476,0.20337650041083483,True,0.0,False,4,False,4,,bfe797bb3fb,Teak.-,27.0,-2417.090087890625,-4006.3798828125,17.010000228881836,-16226.700439453125,-4784.5001220703125,2.0999999344348907,1.899999976158142,0.29999999329447746,-988.3000183105469,255.0,22.0,True,-0.00958985280813286,-0.27232681085021737,-8.55043651640224e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,24,-26.59000015258789,3842.610107421875,17.049999237060547,309.0999984741211,-9077.100219726562,2.7000001072883606,0.29999999329447746,-0.3999999910593033,0.09999999776482582,255.0,128.0,False,-0.01664300573114845,-1.6048933840348871,-3.677872083376674e-05,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,20.0,-43.099998474121094,421.20001220703125,75.01000213623047,6080.8001708984375,-21995.0,2383.0999755859375,5498.800048828125,77.69999980926514,-81.80000305175781,128.0,106.0,,-0.5073786428495048,-1.7961123894849382,0.11071536071794857,True,4,3,False,0.0,False,
1,170,0,False,False,0,5318.6576688150835,-92.08000183105469,-117.55000305175781,158.3000030517578,-16128.299560546875,17124.000244140625,11883.1005859375,5838.4002685546875,-841.2999725341797,1097.300033569336,0.0,-0.23224730936131918,-0.5282130934199595,-0.05171262116745516,bf81d8692db,games5425898691,20.0,-12.149999618530273,-224.57000732421875,91.55000305175781,-5770.3997802734375,18999.000244140625,297.8000068664551,-3566.4999389648438,-1778.8999938964844,3790.10009765625,128.0,105.0,,1.1448848237713831,2.076025147385849,0.287203327047773,True,0.0,False,4,False,3,,76561198039309853,enpitsu,24.0,23.65999984741211,-3756.429931640625,17.049999237060547,-329.1999816894531,9661.199951171875,2.7000001072883606,-0.29999999329447746,0.3999999910593033,0.0,255.0,128.0,False,0.01664300573114845,1.6048933840348871,-3.677872083376674e-05,True,116.0,False,False,False,False,,Teak.-,bfe797bb3fb,27,2567.10009765625,4042.169921875,17.010000228881836,16441.8994140625,3111.7001342773438,2.3999999463558197,0.0,-0.29999999329447746,-2261.3999938964844,255.0,0.0,True,0.009613380824063576,0.11058026279082793,-0.00021896163412027622,True,False,0.0,False,False,False,,JoItd,2535470475960198,30.0,135.5500030517578,38.75,14.649999618530273,2229.4000244140625,-11728.599853515625,-0.7000000029802322,126.80000305175781,1260.5999755859375,-3889.89990234375,244.0,190.0,,0.018549691266198404,-2.1525122792512925,0.029610889063816818,True,4,4,False,0.0,False,
2,363,7,False,False,1,9107.758466204212,-630.9299926757812,-3838.85009765625,103.31999969482422,-12577.099609375,2099.600067138672,-2030.7000732421875,-132.2000026702881,-3915.4998779296875,1267.2000122070312,1.0,-0.20496584828005268,-1.3509819851392135,-2.3461811595907234,bfe797bb3fb,Teak.-,28.0,-431.69000244140625,-3903.6298828125,17.020000457763672,-7857.0001220703125,1373.6000061035156,-2.0000000298023224,-5.199999809265137,0.7999999821186066,-567.7000045776367,255.0,128.0,,-0.009521363197872956,0.20011066573201247,0.00016648648790987028,False,161.67675710749882,True,4,False,4,,2535470475960198,JoItd,31.0,101.37000274658203,-4892.10009765625,17.010000228881836,15817.099609375,5482.5,2.3000000417232513,-0.19999999552965164,-0.0,1987.1000671386719,254.0,255.0,,-0.009589751629302666,2.739456902816976,3.310088815189201e-05,True,255.0,False,False,8,8,,enpitsu,76561198039309853,25,912.8499755859375,1855.3900146484375,17.049999237060547,-12503.199462890625,6521.300048828125,2.5999999046325684,0.5000000074505806,-0.19999999552965164,-0.09999999776482582,255.0,128.0,False,-0.016770298001976824,0.4807856543971832,4.9430326990603525e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,20.0,34.810001373291016,-1126.47998046875,16.989999771118164,-14279.89990234375,-11418.399658203125,2.199999988079071,-0.7000000029802322,-0.5000000074505806,199.79999542236328,255.0,128.0,,-0.009602123687337413,-0.6972619382449257,-0.00015482879410535241,True,4,4,False,245.59528593094117,True,
3,382,7,False,False,1,9158.428399814295,-1478.300048828125,-3705.31005859375,96.75,-16139.100341796875,3307.0999145507812,-255.9000015258789,-532.9000091552734,-1829.1999816894531,-962.6000213623047,1.0,0.6184228769170411,-1.1890911171043865,0.87877134163589,bfe797bb3fb,Teak.-,28.0,-1333.18994140625,-3789.81005859375,17.010000228881836,-15325.0,1342.8999328613281,48.09999942779541,489.59999084472656,971.9000244140625,-500.29998779296875,255.0,119.0,,-0.0015352760000204755,0.09345873119488729,-0.0033176128478005873,False,111.93736782381615,True,4,False,4,,2535470475960198,JoItd,31.0,796.5599975585938,-4162.759765625,17.010000228881836,5651.9000244140625,14601.800537109375,2.3000000417232513,-0.0,-0.29999999329447746,1936.4999389648438,254.0,255.0,,-0.009597404124178192,1.884834470301385,7.175348555141102e-05,True,255.0,False,False,8,8,,enpitsu,76561198039309853,24,-75.95999908447266,2214.77001953125,17.049999237060547,-14078.800048828125,402.79998779296875,2.5999999046325684,-1.1999999731779099,-0.0,121.30000114440918,255.0,128.0,False,-0.016750473077004023,0.014605600206032748,-0.00013851578316270108,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,20.0,-1004.9500122070312,-2013.4200439453125,16.989999771118164,-17451.99951171875,-14980.799560546875,2.199999988079071,-0.3999999910593033,-0.5000000074505806,0.0,255.0,128.0,,-0.009587895845696576,-0.7093647435435111,-5.6247038236787236e-05,True,4,4,False,186.08108383353036,True,
4,395,8,False,False,1,9234.56129181815,-2241.25,-3545.320068359375,93.47000122070312,-16678.399658203125,4626.600036621094,72.69999980926514,580.4000091552734,-2636.7001342773438,-1346.9999694824219,1.0,-0.47621509144611124,-0.3750781289101615,2.2069027205454943,bfe797bb3fb,Teak.-,28.0,-2107.43994140625,-3653.929931640625,17.56999969482422,-16522.80029296875,3507.0001220703125,203.79999160766602,303.1999969482422,449.39998626708984,-643.1999969482422,255.0,22.0,,0.019316973145365453,0.21561227370872288,-0.018785738676104894,True,101.66995260536031,True,4,False,4,,2535470475960198,JoItd,31.0,698.47998046875,-3446.260009765625,17.010000228881836,-8712.7001953125,11087.80029296875,2.3000000417232513,-0.09999999776482582,-0.0,2148.0999755859375,255.0,255.0,,-0.00958526742524719,0.8376092497508176,2.6541348289153998e-06,True,255.0,False,False,8,8,,enpitsu,76561198039309853,25,-675.1300048828125,2220.889892578125,17.049999237060547,-14100.999755859375,99.20000076293945,2.5999999046325684,-0.5999999865889549,-0.09999999776482582,0.0,255.0,128.0,False,-0.016750953741592245,0.007030128827058148,-5.3487281052440264e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,20.0,-1895.550048828125,-2777.75,16.989999771118164,-17451.99951171875,-14980.799560546875,2.199999988079071,-0.3999999910593033,-0.5000000074505806,0.0,255.0,128.0,,-0.009587895845696576,-0.7093647435435111,-5.6247038236787236e-05,True,4,4,False,145.36529871725264,True,
5,402,8,False,False,1,9271.482178646107,-2629.43994140625,-3435.06005859375,93.52999877929688,-18049.7998046875,6021.400146484375,102.70000457763672,1346.6000366210938,-1925.2999877929688,-631.5000152587891,1.0,-1.1784900419290525,-0.11616929024311835,2.2704681890255216,bfe797bb3fb,Teak.-,28.0,-2536.260009765625,-3518.85009765625,17.299999237060547,-17281.8994140625,5897.1002197265625,27.100000381469727,-85.9000015258789,-97.89999961853027,641.1000061035156,255.0,149.0,,0.009535995601250874,0.32252723826293284,-0.012621664355208874,True,86.48179789512389,True,4,False,4,,2535470475960198,JoItd,31.0,420.57000732421875,-3245.949951171875,17.010000228881836,-12831.300048828125,4787.0001220703125,2.3000000417232513,-0.09999999776482582,-0.0,2222.899932861328,254.0,255.0,,-0.009565770681078507,0.28896683954153807,-1.2533749412728324e-05,True,255.0,False,False,8,8,,enpitsu,76561198039309853,24,-1109.8800048828125,2223.85009765625,17.049999237060547,-14100.999755859375,99.20000076293945,2.5999999046325684,-0.5999999865889549,-0.09999999776482582,0.0,255.0,128.0,False,-0.016750953741592245,0.007030128827058148,-5.3487281052440264e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,20.0,-2333.550048828125,-3153.64990234375,16.989999771118164,-17451.99951171875,-14980.799560546875,2.199999988079071,-0.3999999910593033,-0.5000000074505806,0.0,255.0,128.0,,-0.009587895845696576,-0.7093647435435111,-5.6247038236787236e-05,True,4,4,False,123.43442564369532,True,
6,526,13,False,False,0,5384.51101399835,3526.330078125,2068.199951171875,112.37999725341797,-7440.0,-6702.5,1027.9000091552734,-2344.7000122070312,-3929.5999145507812,-1394.7999572753906,0.0,-0.1977219540789125,1.5935331153941075,0.6952588851618899,bf81d8692db,games5425898691,20.0,3646.889892578125,2174.68994140625,16.989999771118164,-2475.5999755859375,-6932.8997802734375,30.899999141693115,-811.6000366210938,-132.10000038146973,1056.1000061035156,255.0,224.0,,-0.006026689990314301,-1.9108235628044463,0.009580738225293145,True,86.50768169280022,True,4,False,4,,76561198039309853,enpitsu,24.0,1847.510009765625,-47.810001373291016,17.049999237060547,3034.8001098632812,5816.5997314453125,2.5,0.5999999865889549,-0.09999999776482582,0.0,255.0,0.0,False,0.016909393995762717,1.0898781467620275,-1.4249504201318165e-05,True,255.0,False,False,False,False,,Teak.-,bfe797bb3fb,27,-2044.31005859375,4164.580078125,17.010000228881836,7709.000244140625,-1127.699966430664,2.0000000298023224,1.0000000149011612,0.0,391.19998931884766,255.0,128.0,False,0.00950958316270107,-0.08496905288614676,-0.00023686481949523137,True,False,85.0,False,False,False,,JoItd,2535470475960198,31.0,2568.47998046875,4105.39990234375,17.010000228881836,-10376.099853515625,-7624.89990234375,1.5999999642372131,0.29999999329447746,0.0,2251.300048828125,255.0,255.0,,0.009551634152629164,-2.449688404060625,5.373513986154751e-05,True,8,8,False,248.72503225521376,True,
7,539,13,False,False,0,5298.799671637098,3188.1201171875,1764.02001953125,92.55999755859375,-6910.999755859375,-5618.599853515625,1134.1000366210938,368.69998931884766,-5092.60009765625,-1394.7999572753906,0.0,0.10547209632624498,0.6764089056477953,-1.313965086864211,bf81d8692db,games5425898691,20.0,3391.75,1781.8599853515625,16.969999313354492,-9549.600219726562,-9630.0,4.900000095367432,3.799999952316284,4.099999964237213,-877.6000213623047,255.0,0.0,,0.009580800961469734,-2.354326358676361,1.2559930188815911e-05,True,45.781952534952474,True,4,False,4,,76561198039309853,enpitsu,24.0,2045.18994140625,256.8399963378906,17.049999237060547,5016.300048828125,8374.600219726562,0.3999999910593033,-4.900000095367432,-7.799999713897705,1126.6999816894531,255.0,128.0,False,0.016678028060631466,1.0510904719083862,0.0001368407217753378,True,236.2014022822021,True,False,False,False,,Teak.-,bfe797bb3fb,27,-1634.969970703125,4171.14990234375,17.010000228881836,10546.300048828125,721.1000061035156,2.0999999344348907,0.5000000074505806,0.19999999552965164,5.400000214576721,255.0,128.0,False,0.009518993562372536,0.06921368019437014,-6.450416705121567e-05,True,False,116.0,False,False,False,,JoItd,2535470475960198,31.0,2307.6201171875,3456.6298828125,17.010000228881836,764.8999786376953,-16638.699951171875,-0.29999999329447746,-0.09999999776482582,1.0000000149011612,574.1999816894531,255.0,128.0,,0.00960474875800259,-1.475503419114685,-0.000237089458666838,True,8,8,False,207.99930309736604,True,
8,554,14,False,False,0,4976.38587729597,2546.469970703125,1546.4200439453125,94.08999633789062,-11906.300048828125,-3490.10009765625,812.6000213623047,1666.9000244140625,-3635.7998657226562,-3372.60009765625,0.0,-0.5920897665623355,-1.3825998727821565,-0.7751119132825088,bf81d8692db,games5425898691,20.0,2720.489990234375,1321.0,17.010000228881836,-10533.1005859375,-11167.39990234375,2.5,0.9000000357627869,1.899999976158142,2013.2000732421875,255.0,255.0,,0.009635036884898952,-2.2641201200544887,0.00012917790088867915,True,26.0,False,4,False,4,,76561198039309853,enpitsu,24.0,2385.25,938.6400146484375,17.049999237060547,2857.7999877929688,14768.900146484375,3.0000001192092896,0.0,-0.5000000074505806,2032.2999572753906,255.0,255.0,,0.016764426977555657,1.4379807878840114,5.496419632916712e-05,True,214.0,False,False,False,False,,Teak.-,bfe797bb3fb,27,-986.97998046875,4142.5498046875,17.010000228881836,12031.300048828125,-3543.3999633789062,2.0999999344348907,-0.09999999776482582,0.0,-280.79999923706055,255.0,128.0,,0.009567858539340175,-0.3148975851888133,0.00015793222571954655,True,False,116.0,False,False,False,,JoItd,2535470475960198,31.0,2390.550048828125,2533.7900390625,17.010000228881836,416.89998626708984,-18528.1005859375,2.199999988079071,0.0,-0.09999999776482582,-1576.9999694824219,254.0,0.0,,0.009597249836374017,-1.5772336368006719,-0.00019111065146464997,True,8,8,False,189.7716559056313,True,
9,561,14,False,False,0,4829.691789445605,2221.2900390625,1451.0400390625,93.47000122070312,-11314.49951171875,-3348.0999755859375,465.29998779296875,1871.0000610351562,-4720.7000732421875,-3195.7998657226562,0.0,0.24124554031878484,-2.554898326488858,-0.05991947010095259,76561198039309853,enpitsu,25.0,2355.530029296875,1311.219970703125,17.049999237060547,-4827.799987792969,13412.19970703125,3.100000023841858,0.0,-0.09999999776482582,2155.7000732421875,255.0,255.0,,0.01676606622856753,1.9805780542981717,1.639211807537152e-05,True,201.37265377916316,True,False,False,False,,bf81d8692db,games5425898691,20.0,2529.830078125,986.22998046875,17.010000228881836,-5198.3001708984375,-13913.499755859375,2.0000000298023224,-0.29999999329447746,-0.9000000357627869,243.79999160766602,255.0,128.0,,0.009597780328294513,-1.8999323605157712,-0.00018633146941172396,True,26.0,False,False,4,4,,Teak.-,bfe797bb3fb,27,-695.3900146484375,4035.409912109375,17.010000228881836,11782.5,-5731.400146484375,2.199999988079071,0.5999999865889549,-0.19999999552965164,-1603.3000183105469,255.0,27.0,,0.009574857232977555,-0.47848691464251575,-0.0001531313628296394,True,False,116.0,False,False,False,,JoItd,2535470475960198,31.0,2248.1201171875,1958.8499755859375,21.969999313354492,-10138.800048828125,-17781.500244140625,2995.5999755859375,0.0,0.0,-2000.8999633789062,255.0,0.0,,0.00959802367062165,-2.1636608932467145,4.1301670645916345e-06,True,9,8,False,167.61137192480027,True,
