,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
37,2618,60,False,False,0,2495.322489425846,-3037.639892578125,3859.3701171875,221.82000732421875,9453.099975585938,94.79999542236328,5235.30029296875,-197.99999237060547,-4487.0001220703125,3978.2998657226562,0.0,0.14965954472548856,2.506504404716744,-0.7254351060105942,bf81d8692db,games5425898691,19.0,-3162.169921875,3788.179931640625,126.83000183105469,7654.7998046875,-9252.2998046875,2173.2000732421875,2831.199951171875,4564.700012207031,1182.0999908447266,255.0,240.0,,0.8826392295392741,-1.1091732732526833,-0.3487542960991513,True,5,6,False,97.0,False,,76561198039309853,enpitsu,27.0,-874.4299926757812,4377.56005859375,16.850000381469727,1378.3999633789062,-2259.600067138672,45.70000171661377,-1.7000000178813934,9.800000190734863,-13.899999856948853,255.0,128.0,False,0.016214268657738746,-0.7742580532716826,0.0005728667041998248,True,False,129.0,False,4,6,,BakkerBox,be4a6dacb2b,4,434.260009765625,4504.080078125,16.989999771118164,-8065.7000732421875,-7576.500244140625,2.5999999046325684,1.4000000059604645,1.0999999940395355,-1397.2999572753906,255.0,23.0,False,0.009529739276872114,-2.3837156791781484,-0.00020628564845028943,True,8,8,False,175.0,False,,KjellisKing,7908226093659348458,5.0,-1733.489990234375,4108.22998046875,17.010000228881836,-10414.300537109375,465.2000045776367,2.3999999463558197,0.5999999865889549,-1.1999999731779099,1556.9000244140625,7.0,244.0,False,0.009849475305092935,3.112195784066368,0.00019512954700301157,True,8,False,8,228.0,False,32.0
38,2658,62,False,False,1,9038.339449876961,1715.72998046875,-3861.090087890625,288.8500061035156,23998.701171875,19224.89990234375,-313.99999618530273,-23.499999046325684,4817.099914550781,3576.9000244140625,1.0,-1.0915288097635376,0.2705423827355948,1.1019476859633859,be4a6dacb2b,BakkerBox,4.0,1581.0,-3948.610107421875,245.47999572753906,17555.699462890625,3688.2998657226562,1571.9999694824219,-1227.3999786376953,-4584.599914550781,2779.2999267578125,128.0,235.0,True,0.12465283107152067,2.5805086898657765,0.9360360429151705,True,9,10,False,178.0,False,,7908226093659348458,KjellisKing,5.0,1653.300048828125,-4173.7099609375,17.010000228881836,-763.3000183105469,4009.8001098632812,2.0999999344348907,0.09999999776482582,-0.09999999776482582,1973.9999389648438,254.0,255.0,False,-0.009522444941350582,1.4667992067173292,8.30543279609824e-05,True,False,228.0,False,8,8,,enpitsu,76561198039309853,27,1129.760009765625,-3411.14990234375,17.049999237060547,10575.2001953125,5916.7999267578125,3.1999999284744263,3.4999999403953552,1.5000000596046448,1084.5999908447266,255.0,128.0,False,-0.01672667181274728,2.655613996641754,0.00035012900675996343,True,6,4,False,119.0,False,,games5425898691,bf81d8692db,19.0,2292.360107421875,-2400.610107421875,17.020000457763672,-1479.1000366210938,11996.99951171875,3.0000001192092896,-1.1999999731779099,8.700000047683716,-2337.100067138672,255.0,0.0,,-0.009555529394667974,1.509138996576016,-0.0004609980308141775,True,6,False,6,97.0,False,
39,2783,66,False,False,1,4343.088005424214,3680.1201171875,1806.6700439453125,1047.18994140625,-2970.1998901367188,23615.70068359375,-6142.39990234375,2154.600067138672,4341.700134277344,-3125.7998657226562,1.0,1.1436646075248924,0.11512918346049357,2.8235245221523564,be4a6dacb2b,BakkerBox,4.0,3722.8798828125,1618.3699951171875,1042.280029296875,-4684.5001220703125,22427.5,-2015.5000305175781,-5476.6998291015625,-130.10000228881836,487.7000045776367,128.0,151.0,True,-0.899782827614352,1.3968090745317732,0.17305142789495742,True,11,12,False,26.0,False,,7908226093659348458,KjellisKing,5.0,2180.469970703125,464.95001220703125,17.010000228881836,-4093.3999633789062,5980.3997802734375,2.0999999344348907,-0.09999999776482582,0.7000000029802322,-5.799999833106995,206.0,128.0,,-0.009566757205016435,0.969849831229502,-7.086127753963428e-05,True,False,233.0,False,8,8,,enpitsu,76561198039309853,27,-126.30000305175781,3826.2900390625,17.049999237060547,-5099.200134277344,18488.599853515625,2.5999999046325684,0.29999999329447746,-0.0,0.0,255.0,128.0,,-0.016805525434091896,1.3016842743196166,1.150321101469435e-05,True,8,6,False,181.0,False,,games5425898691,bf81d8692db,19.0,1393.2900390625,3469.72998046875,17.010000228881836,-4440.5999755859375,8795.2001953125,2.3999999463558197,1.7000000178813934,0.19999999552965164,-1835.2000427246094,128.0,0.0,,-0.009754843346649627,1.1232159297608637,-0.00012713705926457205,True,8,False,8,254.0,False,
40,2854,69,False,False,0,10086.05388156111,-2019.719970703125,-4883.259765625,496.32000732421875,-8720.2001953125,-16952.80029296875,6930.30029296875,1077.9000091552734,5501.300048828125,-683.3999633789062,0.0,1.1143551228026185,-2.5336876836773943,-2.097603731235825,bf81d8692db,games5425898691,19.0,-1921.050048828125,-4784.259765625,351.1000061035156,-7505.10009765625,-11009.100341796875,4712.9998779296875,393.10001373291016,-2100.500030517578,638.4999847412109,255.0,39.0,,-1.2124168917564055,-1.4290584418502386,-0.8062217980792117,True,9,10,False,197.61944961291488,True,,76561198039309853,enpitsu,27.0,-326.239990234375,-5146.14013671875,17.049999237060547,-0.09999999776482582,0.0,2.5999999046325684,0.0,-0.5999999865889549,0.0,128.0,128.0,False,0.016733389321766056,2.6875710283034966,2.7166244920547155e-05,True,False,181.0,False,6,8,,BakkerBox,be4a6dacb2b,4,-2302.260009765625,-4632.68017578125,17.010000228881836,-4212.5,10614.69970703125,5.899999737739563,-3.799999952316284,-10.499999523162842,2357.7999877929688,255.0,255.0,False,0.009118243921237012,2.005761584376789,0.0004600489813602389,False,12,12,False,26.0,False,,KjellisKing,7908226093659348458,8.0,-1814.0,-1724.800048828125,17.010000228881836,-3032.9998779296875,-5108.800048828125,2.0999999344348907,-0.19999999552965164,-0.3999999910593033,-275.6999969482422,230.0,131.0,,0.009523286603935689,-2.1302541892915228,0.00018550690462057004,True,8,False,8,233.0,False,
41,2907,71,False,False,1,2974.029855201768,3182.949951171875,3238.760009765625,337.9599914550781,14506.500244140625,23010.10009765625,454.70001220703125,-3742.0001220703125,-3012.5,3594.5999145507812,1.0,-1.2066865880456343,2.2888077360294505,-0.6197307735788667,7908226093659348458,KjellisKing,6.0,3053.820068359375,2996.179931640625,254.27999877929688,14170.699462890625,13565.0,2110.2000427246094,-2123.5000610351562,1747.7000427246094,-247.80000686645508,253.0,2.0,,0.4473512017967461,1.2927317139355083,-0.4470530349472599,True,9,10,False,179.73070119273274,True,,be4a6dacb2b,BakkerBox,4.0,3390.300048828125,3114.89990234375,17.010000228881836,-1762.2999572753906,-1174.8999786376953,2.0999999344348907,-0.3999999910593033,-1.4000000059604645,-560.6999969482422,25.0,128.0,False,-0.009886324017193379,-0.5418028936014302,0.00018696938462305483,True,False,255.0,False,12,12,,enpitsu,76561198039309853,27,377.95001220703125,5120.8701171875,17.049999237060547,-0.09999999776482582,-0.0,2.5999999046325684,-0.09999999776482582,-0.5999999865889549,0.0,128.0,128.0,False,-0.016836091354821257,-2.6875704924867563,-7.635650556831723e-06,True,8,6,False,181.0,False,,games5425898691,bf81d8692db,19.0,2828.070068359375,4833.43017578125,27.959999084472656,3338.2000732421875,-1008.3000183105469,-1187.300033569336,-1642.1000671386719,5247.1002197265625,142.39999771118164,255.0,128.0,,-0.01710283517593582,-1.9103105539238665,0.4876331824779741,True,10,False,10,180.0,False,
42,2958,73,False,False,1,2145.6057447102453,1978.3399658203125,3287.389892578125,151.92999267578125,-7956.400146484375,19395.699462890625,4594.2999267578125,4629.4000244140625,-3283.900146484375,-1945.2000427246094,1.0,0.8938126450862741,1.1032010544441064,-0.39195676111626543,be4a6dacb2b,BakkerBox,4.0,2016.0899658203125,3071.56005859375,86.7699966430664,-12453.00048828125,13779.000244140625,3181.7001342773438,-4399.4000244140625,-247.5,-3291.400146484375,128.0,9.0,False,-0.1710845447199724,0.8556787685294535,0.020471353079413945,True,13,14,False,195.0,False,,7908226093659348458,KjellisKing,6.0,3348.89990234375,4114.9599609375,16.389999389648438,-6750.999755859375,-9509.400024414062,131.09999656677246,71.30000114440918,-74.80000019073486,422.90000915527344,247.0,128.0,,-0.0036293430314681754,-0.9907865798539872,-0.0012582239203467636,True,False,165.0,False,10,10,,enpitsu,76561198039309853,27,517.719970703125,5079.83984375,17.049999237060547,-822.5,5287.9998779296875,2.7000001072883606,-2.0999999344348907,1.0999999940395355,-81.5999984741211,255.0,128.0,False,-0.016835306763630434,-1.707066402386201,0.0001699517443038423,True,8,6,False,168.0,False,,games5425898691,bf81d8692db,19.0,2045.739990234375,3643.550048828125,21.969999313354492,-12435.10009765625,-11125.999755859375,3000.1998901367188,1.7000000178813934,1.5999999642372131,1135.0,255.0,178.0,,-0.009612120700578318,-0.7851983232822973,-0.00010116259085992147,True,10,False,12,109.0,False,
43,2960,73,False,False,0,8613.87536966697,-1906.6600341796875,-3414.3798828125,221.52999877929688,4258.900146484375,3581.7999267578125,13804.300537109375,5711.7999267578125,-798.6000061035156,1654.4000244140625,0.0,-0.7941500738106151,-0.9445729827171997,-0.6123297792820643,bf81d8692db,games5425898691,19.0,-1902.5,-3505.89990234375,58.650001525878906,15144.3994140625,15500.899658203125,2955.4000854492188,-2076.0000610351562,1689.7999572753906,973.1999969482422,255.0,128.0,,0.0631191792248189,0.9071893883868397,0.0007870555203325677,True,11,12,False,109.0,False,,76561198039309853,enpitsu,27.0,-511.6400146484375,-5121.990234375,17.049999237060547,672.3999786376953,-4866.300048828125,2.7000001072883606,1.0000000149011612,-0.7000000029802322,-10.90000033378601,255.0,0.0,False,0.016756363086911787,1.7043584712724806,7.304259106049376e-05,True,False,168.0,False,6,8,,BakkerBox,be4a6dacb2b,4,-1910.4200439453125,-3169.610107421875,105.37999725341797,12703.199462890625,-11455.699462890625,1923.800048828125,5237.60009765625,-1181.500015258789,-1191.9999694824219,128.0,18.0,False,0.5692391243724851,-0.7771288476289487,0.5098894207465339,True,14,13,False,195.0,False,,KjellisKing,7908226093659348458,6.0,-3294.010009765625,-4033.14990234375,16.899999618530273,6509.5001220703125,10025.0,28.399999141693115,-19.800000190734863,18.899999856948853,96.00000381469727,247.0,128.0,,0.007992038413282906,1.0077208917329876,-0.00029416465675093735,True,10,False,10,165.0,False,
44,3058,76,False,False,1,2928.3452845503307,456.1300048828125,2244.8798828125,938.510009765625,-10117.5,9609.400024414062,4595.10009765625,-5465.2001953125,2444.199981689453,396.1000061035156,1.0,-0.5080612991931646,0.09324691603777661,1.4652559042030675,7908226093659348458,KjellisKing,5.0,540.5,2134.030029296875,755.9500122070312,-7258.800048828125,-1409.7000122070312,5966.5997314453125,-772.3000335693359,2287.2000122070312,4941.7999267578125,255.0,65.0,True,0.7810109305210177,2.029007078681048,-2.2346467375354306,True,10,12,4,113.0,False,,be4a6dacb2b,BakkerBox,4.0,-2466.909912109375,-55.779998779296875,17.010000228881836,-12965.6005859375,-13311.400146484375,2.5,0.3999999910593033,-0.0,-2717.6998901367188,220.0,0.0,True,-0.0095781585716693,-0.6546367091412664,-0.00010362474619420111,False,False,209.0,False,14,14,,enpitsu,76561198039309853,27,487.19000244140625,2828.570068359375,222.47000122070312,-3754.2001342773438,-11448.800048828125,3590.4998779296875,-900.5000305175781,251.90000534057617,-368.80001068115234,128.0,128.0,,0.6551119687933168,-0.9891633934656697,0.09446573653863309,True,10,6,False,85.07908803929567,True,,games5425898691,bf81d8692db,19.0,-2212.610107421875,2025.9100341796875,17.010000228881836,-1202.9000091552734,13316.700439453125,2.0000000298023224,0.09999999776482582,-3.1999999284744263,-787.5,255.0,54.0,,-0.009574449733347272,1.512915884319174,0.00015504338076075406,True,12,False,12,109.0,False,
45,3120,79,False,False,0,9811.0567887771,1747.6199951171875,-4308.18017578125,351.7099914550781,8858.900146484375,2812.2000122070312,1922.5999450683594,5373.4002685546875,2501.7999267578125,-931.2000274658203,0.0,0.18565899922940504,0.20442221757567142,2.424669334528014,bf81d8692db,games5425898691,19.0,1709.6700439453125,-4379.9501953125,189.61000061035156,174.69999313354492,-999.1000366210938,1611.6000366210938,-4860.799865722656,2572.9998779296875,-32.10000038146973,255.0,103.0,,-1.5076877311148913,1.1767886687959013,3.043513414537191,True,13,14,False,139.0,False,,76561198039309853,enpitsu,27.0,366.3800048828125,47.869998931884766,16.979999542236328,-9363.400268554688,9083.599853515625,14.600000381469727,-0.09999999776482582,4.399999976158142,2361.3999938964844,255.0,255.0,,0.016884042583432853,2.4364634472916538,-0.00021664856187165592,False,False,47.43456358550697,True,6,10,,BakkerBox,be4a6dacb2b,4,3092.570068359375,569.010009765625,17.020000457763672,-3973.800048828125,-11682.80029296875,1.0999999940395355,0.09999999776482582,0.0,2345.800018310547,255.0,255.0,False,0.009541871717724295,-1.8322710727212665,-3.351582945870406e-07,True,14,14,False,225.0,False,,KjellisKing,7908226093659348458,5.0,1125.31005859375,-1636.3399658203125,128.27000427246094,7848.699951171875,2201.199951171875,-9678.599853515625,1625.0999450683594,1251.6999816894531,-1543.8999938964844,255.0,31.0,False,-0.39663210866854676,-0.5934382090343234,0.2125557851262761,True,10,4,12,113.0,False,
46,3184,81,False,False,1,4602.920562072351,-3542.25,3919.830078125,107.04000091552734,-13478.1005859375,17885.6005859375,3942.5,3506.6000366210938,-1690.3999328613281,-4565.5999755859375,1.0,-0.5700818713776203,-0.3075249218637849,-2.695570166801333,7908226093659348458,KjellisKing,6.0,-3458.1201171875,3752.02001953125,17.010000228881836,-15608.399658203125,11402.099609375,-0.09999999776482582,-0.0,-0.0,143.1999969482422,255.0,131.0,False,-0.009598314826228953,0.625004566058042,5.511263261198149e-08,True,10,12,4,44.92436984533905,True,,be4a6dacb2b,BakkerBox,4.0,-2052.159912109375,1579.989990234375,17.020000457763672,10687.80029296875,7762.8997802734375,1.0999999940395355,1.5000000596046448,1.0999999940395355,-2022.7000427246094,255.0,0.0,False,-0.009570973119500736,2.546464366743652,-0.00024177361009170023,True,False,225.0,False,14,14,,enpitsu,76561198039309853,27,3877.22998046875,626.739990234375,22.100000381469727,3655.5999755859375,19685.799560546875,680.4000091552734,-449.70001220703125,-2072.5999450683594,2046.9000244140625,255.0,255.0,,0.017091888381882372,1.6940467824459142,-0.15910221422772888,True,10,6,False,255.0,False,,games5425898691,bf81d8692db,19.0,-2982.89990234375,4170.990234375,16.989999771118164,-17674.100341796875,-1767.5999450683594,2.3000000417232513,-3.8999998569488525,-0.3999999910593033,-855.2999877929688,255.0,121.0,,-0.009577552964473986,-0.048952825307017306,4.559615112408799e-05,True,14,False,14,248.76968606825795,True,50.0
47,3228,83,False,False,1,4658.00593966558,-3676.669921875,4252.47021484375,1554.989990234375,1006.9000244140625,-263.8999938964844,4715.400085449219,-3863.2000732421875,-3547.6998901367188,601.1000061035156,1.0,0.18814407891998167,-2.2469511739819263,-0.3232738089834408,7908226093659348458,KjellisKing,6.0,-3792.31005859375,4247.60009765625,1316.97998046875,564.7000122070312,565.0,7383.2000732421875,-111.19999885559082,110.9000015258789,-1.0000000149011612,211.0,128.0,False,1.449547230921929,2.277311514165883,1.4926701776503848,True,10,12,4,17.0,False,,be4a6dacb2b,BakkerBox,4.0,-1293.6800537109375,1850.780029296875,17.020000457763672,-5226.199951171875,-2677.0001220703125,1.0999999940395355,-0.0,-0.0,2234.499969482422,0.0,0.0,False,-0.009685323581828373,2.4275309341242566,1.408875411951464e-05,True,False,225.0,False,14,14,,enpitsu,76561198039309853,27,2267.550048828125,3500.330078125,53.290000915527344,-12860.6005859375,18725.999755859375,-2531.6000366210938,-1675.5999755859375,-1412.5,0.0,255.0,128.0,,0.2770931250943153,0.8703532608902131,2.920498001573361e-05,True,12,8,False,255.0,False,,games5425898691,bf81d8692db,19.0,-3590.8798828125,4449.02001953125,1422.97998046875,-1841.0000610351562,-1839.2999267578125,4172.9998779296875,1300.8999633789062,-1299.2999267578125,0.7000000029802322,255.0,213.0,,0.8373688195710953,-0.7710769820418503,-1.5601590335304398,True,14,False,14,215.0,False,
48,3233,83,False,False,0,10431.94228309083,3658.6201171875,-4245.14013671875,1634.52001953125,-190.9000015258789,7072.80029296875,6356.5997314453125,2502.4000549316406,1617.7999877929688,3800.4998779296875,0.0,-1.173308550071307,2.401838396574127,-0.32395160520640914,bf81d8692db,games5425898691,19.0,3638.6201171875,-4401.27978515625,1489.530029296875,3676.6000366210938,3705.5999755859375,4393.0999755859375,-143.90000343322754,-0.5999999865889549,16.299999952316284,255.0,128.0,,-0.718410159807815,0.7736844979148505,-1.5638375864769758,True,14,14,False,199.35730767506425,True,,76561198039309853,enpitsu,27.0,-1917.81005859375,-3971.1298828125,16.579999923706055,13991.400146484375,-17864.49951171875,92.60000228881836,-13.999999761581421,-10.399999618530273,-15.0,255.0,128.0,,0.017538097604256897,-0.9069801617053965,4.062210178027537e-05,True,False,255.0,False,8,12,,BakkerBox,be4a6dacb2b,4,1416.1300048828125,-1724.489990234375,17.020000457763672,3614.2999267578125,6854.7998046875,1.0999999940395355,0.0,0.19999999552965164,2346.6000366210938,34.0,24.0,False,0.009658284431623332,-1.828132136364615,2.7426310921671576e-05,True,14,14,False,225.0,False,,KjellisKing,7908226093659348458,7.0,3781.409912109375,-4258.5,1438.8800048828125,-693.4999847412109,-693.7999725341797,7277.80029296875,17.000000476837158,-16.799999475479126,-0.09999999776482582,223.0,128.0,False,-1.4408680139815195,-2.2826193177807674,1.497851503119444,True,10,4,12,17.0,False,
49,3326,86,False,False,1,5492.07693087425,-3606.340087890625,1994.8699951171875,95.98999786376953,-7147.7001953125,19523.499755859375,-2780.1998901367188,-4554.599914550781,2126.699981689453,-3276.0000610351562,1.0,0.10460841055461094,-0.5588273559326783,-1.206818009910274,be4a6dacb2b,BakkerBox,4.0,-3538.43994140625,1833.75,17.020000457763672,-11885.6005859375,6155.999755859375,1.0999999940395355,-1.0000000149011612,0.19999999552965164,-2135.399932861328,151.0,0.0,,-0.009565536173309911,0.5292822259020776,-0.00011612922518019629,True,14,14,False,208.0,False,,7908226093659348458,KjellisKing,7.0,-2710.199951171875,4884.43994140625,576.8900146484375,3468.5000610351562,2933.699951171875,-13371.8994140625,-1215.999984741211,1482.5999450683594,-5154.7998046875,255.0,187.0,True,1.2409086708100363,-2.0430250754557338,-0.44037482132153266,True,4,17.0,False,10,12,,enpitsu,76561198039309853,27,-767.989990234375,4925.43994140625,17.059999465942383,-2380.2999877929688,-729.4999694824219,1.2999999523162842,-0.0,-1.0999999940395355,665.5999755859375,128.0,128.0,False,-0.017195747948118355,-0.524566177970392,-0.00023764786009580847,True,12,8,False,255.0,False,,games5425898691,bf81d8692db,19.0,-4078.989990234375,2859.530029296875,1119.5799560546875,3.8999998569488525,-5334.7998046875,-8307.899780273438,939.8000335693359,-0.19999999552965164,1.0999999940395355,255.0,190.0,,-0.9740086089703175,-1.5537199282319234,-1.5846960423036718,True,16,False,16,174.0,False,
50,3375,88,False,False,1,4452.081002994907,-3497.39990234375,4419.5400390625,236.41000366210938,17964.000244140625,12830.999755859375,815.2999877929688,953.7000274658203,327.00000762939453,396.5999984741211,1.0,0.7140626503512744,-0.8226391593155572,2.974031848675301,be4a6dacb2b,BakkerBox,4.0,-3696.18994140625,4307.169921875,150.72000122070312,13443.900146484375,13145.50048828125,-15.0,-242.70000457763672,93.29999923706055,-3.4999999403953552,255.0,128.0,,-0.017732719906582806,2.354425519620092,1.1320624086225917,True,14,14,False,142.46870538239835,True,,7908226093659348458,KjellisKing,6.0,-2049.7099609375,3800.929931640625,40.4900016784668,1673.2000732421875,-12477.60009765625,3338.2998657226562,270.10000228881836,-588.4000015258789,-1508.8999938964844,255.0,17.0,True,-0.012164384062083833,-1.6582064524286748,0.007008031846834148,False,4,0.0,False,10,13,,enpitsu,76561198039309853,27,-521.8099975585938,5001.39990234375,17.059999465942383,4471.300048828125,1800.2000427246094,1.1999999731779099,-2.0000000298023224,3.799999952316284,0.0,255.0,0.0,False,-0.01664915439491024,-0.38278281581735146,-2.1670636477569265e-05,True,12,8,False,255.0,False,,games5425898691,bf81d8692db,19.0,-3383.949951171875,4249.8798828125,16.989999771118164,151.49999618530273,22273.20068359375,2.199999988079071,0.09999999776482582,5.799999833106995,602.2000122070312,255.0,255.0,,-0.009600362523449275,1.5952516883870151,0.0001496549799909664,True,16,False,16,64.40852490291803,True,
51,3413,89,False,False,0,9996.561415239048,1582.43994140625,-4544.4501953125,174.35000610351562,7542.9998779296875,16876.300048828125,12251.99951171875,2036.7999267578125,-1843.9999389648438,-1602.1000671386719,0.0,-0.5955114681776171,-0.9309028765409334,-1.6020311066370736,76561198039309853,enpitsu,27.0,1388.800048828125,-4546.56005859375,89.27999877929688,12233.399658203125,17523.599853515625,4458.699951171875,-1313.2000732421875,-767.5,-4570.5999755859375,255.0,128.0,False,-0.023048017908731407,0.0996732231738379,-0.11279427317504154,True,9,14,False,189.0,False,,bf81d8692db,games5425898691,19.0,1463.1099853515625,-4675.14990234375,24.360000610351562,2932.9000854492188,16299.100341796875,8798.200073242188,-184.79999542236328,118.50000381469727,-1751.6999816894531,128.0,0.0,,0.006811155856550668,2.0044818815951237,-0.006483735839077924,True,False,0.0,False,16,17,,BakkerBox,be4a6dacb2b,4,2339.60009765625,-4961.2099609375,14.930000305175781,-4451.300048828125,10839.49951171875,-1806.6999816894531,4344.700012207031,832.2000122070312,-1628.3999633789062,255.0,0.0,,0.04348812193244649,1.922463465190729,0.027344906993276543,True,14,14,False,99.36013776512556,True,,KjellisKing,7908226093659348458,6.0,2577.699951171875,-1757.199951171875,15.479999542236328,7017.60009765625,14405.899658203125,-88.80000114440918,177.60000228881836,15.399999618530273,-941.6999816894531,255.0,128.0,False,0.007151591550688607,1.0337817048914404,-0.0015879579565821922,False,12,4,14,0.0,False,
52,3518,93,False,False,1,8075.523178138846,-3838.02001953125,-1402.4100341796875,96.7699966430664,-19406.099853515625,5178.900146484375,2016.300048828125,3276.199951171875,-417.79998779296875,4751.300048828125,1.0,0.3439593479396823,2.135418900999211,-1.8091104494699237,7908226093659348458,KjellisKing,6.0,-3637.469970703125,-1482.780029296875,17.010000228881836,-12149.599609375,536.5000152587891,0.0,0.5999999865889549,-0.3999999910593033,-1901.0000610351562,255.0,0.0,False,-0.009518971992452527,0.060438391034233964,-0.00023916952154367512,True,12,14,4,230.04048161609202,True,,be4a6dacb2b,BakkerBox,5.0,-3134.02001953125,-2439.320068359375,338.2799987792969,-1343.5000610351562,-22763.701171875,-3001.099853515625,-1.5999999642372131,-11.200000047683716,957.0999908447266,255.0,235.0,,-0.0116668692757797,-1.7702884300164363,0.009839734266261875,False,4,47.75052894315412,True,16,18,,enpitsu,76561198039309853,27,-3591.89990234375,-474.2099914550781,42.59000015258789,1187.699966430664,-22739.89990234375,3237.9998779296875,-0.0,-1.4000000059604645,-214.3000030517578,128.0,128.0,False,-0.016774783452554842,-1.5949372176370888,0.00030925767131773795,True,16,10,1,136.67017628300576,True,,games5425898691,bf81d8692db,19.0,-1944.8499755859375,-508.4800109863281,17.010000228881836,664.8999786376953,-14084.200439453125,2.0999999344348907,-0.0,1.1999999731779099,-67.69999980926514,255.0,108.0,,-0.00959925866815297,-1.6189214648993402,5.550012231425842e-05,True,16,False,18,61.0,False,
53,3556,95,False,False,1,7803.0580473926375,-3978.300048828125,-953.3499755859375,997.8099975585938,5400.0,9337.7001953125,7348.900146484375,-516.8000030517578,195.0,-1432.2999572753906,1.0,-0.1730331306142502,0.7797117646976416,2.868809207579924,7908226093659348458,KjellisKing,6.0,-4079.010009765625,-1081.56005859375,850.9400024414062,3.0000001192092896,5593.599853515625,10426.500244140625,-1704.2999267578125,-0.5000000074505806,-0.9000000357627869,255.0,30.0,,1.0860056753021832,1.5503439410970974,1.5524581310118335,True,12,14,4,163.0,False,,be4a6dacb2b,BakkerBox,5.0,-2310.260009765625,-4427.31005859375,17.010000228881836,13263.699951171875,-109.70000267028809,2.3999999463558197,-0.0,-0.09999999776482582,3228.699951171875,255.0,255.0,False,-0.009580818047081456,2.6833723266541623,3.508415144537672e-05,True,4,255.0,False,16,18,,enpitsu,76561198039309853,27,-3437.6201171875,-3621.679931640625,259.29998779296875,1093.0000305175781,-22469.09912109375,-2767.39990234375,-4.099999964237213,-62.30000019073486,3760.1998901367188,,128.0,,-0.011770442052932959,-2.295934912070724,0.01197224985706035,True,16,10,2,136.0,False,,games5425898691,bf81d8692db,19.0,-3200.6298828125,-1094.0999755859375,17.010000228881836,-10039.199829101562,13698.499755859375,0.0,-0.0,-0.0,-2008.8999938964844,255.0,0.0,,-0.00959847490143091,1.0073193223966384,1.41444722902388e-05,,16,False,18,57.572705512405726,True,
