,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,166,0,False,False,1,5204.107285934389,8.369999885559082,12.149999618530273,92.43000030517578,14554.69970703125,26085.10009765625,1110.999984741211,-1612.4000549316406,-364.7999954223633,-3680.1998901367188,1.0,-0.00325363794564805,0.03063885848753377,0.013390286730341537,b4adad3172b,Lakichtadu75,4.0,-104.93000030517578,-167.2899932861328,69.3499984741211,11553.00048828125,19698.900146484375,2706.9000244140625,-4162.60009765625,-863.4999847412109,253.1999969482422,255.0,255.0,,-0.05655450313724421,2.571556121854513,-0.03934912855495316,True,6,5,False,0.0,False,,448436829834284167,vMopX_,28.0,68.16999816894531,-2119.39990234375,16.770000457763672,803.1999969482422,15207.900390625,53.69999885559082,3.799999952316284,-2.5999999046325684,7.799999713897705,255.0,128.0,,-0.009803371013085057,1.6226421805500442,0.00015030735130301998,False,4,False,4,111.0,False,,enpitsu,76561198039309853,25,225.67999267578125,340.82000732421875,113.08999633789062,-17113.699951171875,-15247.099609375,1908.800048828125,3125.7000732421875,-3377.0999145507812,-1786.9000244140625,255.0,0.0,,-0.5106685692305966,-0.9117850113335542,-0.01710756608034577,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,22.0,2129.47998046875,3846.330078125,17.010000228881836,18103.299560546875,10288.499755859375,2.5,0.5999999865889549,0.29999999329447746,9.100000262260437,255.0,128.0,,-0.00959920154523316,2.6235488250710413,-6.27809051927153e-05,True,0.0,False,False,False,False,
1,167,0,False,False,0,5307.837842382705,-53.33000183105469,-100.5199966430664,97.66999816894531,10741.199951171875,18037.80029296875,3165.10009765625,1424.7000122070312,507.79998779296875,-4903.800048828125,0.0,0.03206886919843245,-0.2236488631451035,0.08929122364930606,76561198039309853,enpitsu,25.0,-225.67999267578125,-340.82000732421875,113.08999633789062,17113.699951171875,15247.099609375,1908.800048828125,-3125.7000732421875,3377.0999145507812,-1786.9000244140625,255.0,0.0,,0.5106685692305966,0.9117850113335542,-0.01710756608034577,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,22.0,-2219.9599609375,-3897.830078125,17.010000228881836,-18093.299560546875,-10305.400390625,2.5,-0.5000000074505806,-0.19999999552965164,4.1999998688697815,255.0,128.0,,0.009596445443058437,-2.6232473819047173,-5.0904831816713944e-05,True,False,False,False,0.0,False,,Lakichtadu75,b4adad3172b,4,37.43000030517578,50.45000076293945,87.36000061035156,-9940.900268554688,-17232.2998046875,2544.600067138672,4500.4998779296875,3151.6000366210938,250.49999237060547,255.0,255.0,,-0.06091519813498574,-2.4713655039871787,-0.39537654622112994,True,0.0,False,6,False,5,,vMopX_,448436829834284167,28.0,-68.16999816894531,2119.39990234375,16.770000457763672,-803.1999969482422,-15207.900390625,53.69999885559082,-3.799999952316284,2.5999999046325684,7.799999713897705,255.0,128.0,,0.009803371013085057,-1.6226421805500442,0.00015030735130301998,False,111.0,False,4,4,False,
2,169,0,False,False,1,5093.259842694472,58.189998626708984,116.12000274658203,109.5999984741211,-583.4000015258789,-3564.7000122070312,-1646.9000244140625,-1951.6000366210938,-654.1000366210938,3380.5999755859375,1.0,0.016230487789190295,0.32709888381868224,0.33307119893303105,b4adad3172b,Lakichtadu75,4.0,-28.739999771118164,-11.420000076293945,112.72000122070312,-170.20000457763672,1901.6999816894531,1403.0999755859375,-1444.1000366210938,-5215.30029296875,-982.2000122070312,255.0,255.0,,0.3629007775464662,1.98662558071281,-0.7264181785780276,True,6,5,False,0.0,False,,448436829834284167,vMopX_,28.0,74.79000091552734,-1992.699951171875,16.979999542236328,788.1999969482422,15208.199462890625,11.59999966621399,1.0000000149011612,-0.5999999865889549,1.8000000715255737,255.0,128.0,,-0.009655093952445147,1.622330929284926,2.590955034530037e-05,False,4,False,4,111.0,False,,enpitsu,76561198039309853,25,100.29000091552734,236.72999572753906,125.43000030517578,-8708.300170898438,-4631.600036621094,1043.6000061035156,3389.8001098632812,-1282.5,4136.9000244140625,255.0,0.0,,-1.265645238918349,-1.2334693906445153,0.08293891379836278,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,22.0,2370.800048828125,3983.590087890625,17.010000228881836,18136.800537109375,10223.400268554688,2.5,-0.7999999821186066,-0.3999999910593033,-256.70000076293945,255.0,68.0,,-0.009596308140385335,2.627711163317772,-7.232296743454731e-05,True,0.0,False,False,False,False,
3,171,0,False,False,0,5317.194582153627,-73.27999877929688,-113.16000366210938,89.25,-3890.7998657226562,4882.900085449219,-4976.199951171875,2113.000030517578,4218.299865722656,2755.8999633789062,0.0,0.17581805829190897,-0.27875143704750155,0.47535808463269424,76561198039309853,enpitsu,25.0,-60.47999954223633,-245.33999633789062,125.41999816894531,3401.099853515625,-2405.500030517578,-204.3000030517578,-5389.69970703125,722.7999877929688,823.3000183105469,255.0,0.0,,1.1965442154362338,-1.948000941702716,2.9713185107021487,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,22.0,-2524.0,-4064.449951171875,17.010000228881836,-18653.900146484375,-9106.699829101562,2.800000011920929,0.0,0.0,-1507.7999877929688,255.0,0.0,,0.009590192781369264,-2.714937045976818,-0.0002133135458600558,True,False,False,False,0.0,False,,Lakichtadu75,b4adad3172b,4,28.739999771118164,11.420000076293945,112.72000122070312,170.20000457763672,-1901.6999816894531,1403.0999755859375,1444.1000366210938,5215.30029296875,-982.2000122070312,255.0,255.0,,-0.3629007775464662,-1.98662558071281,-0.7264181785780276,True,0.0,False,6,False,5,,vMopX_,448436829834284167,28.0,-81.31999969482422,1866.0,17.010000228881836,-784.1000366210938,-15208.199462890625,2.800000011920929,-0.3999999910593033,0.0,0.29999999329447746,255.0,128.0,,0.009631623297691894,-1.6222717122451626,3.903614851494622e-06,False,111.0,False,4,4,False,
4,201,1,False,False,1,5431.089013474876,703.5999755859375,-287.67999267578125,103.0199966430664,19398.699951171875,8834.89990234375,5512.1002197265625,5782.2998046875,274.4000053405762,-1577.7999877929688,1.0,-0.42515850332040533,-1.4341115401358324,1.2305726233903607,448436829834284167,vMopX_,28.0,557.1799926757812,-398.010009765625,17.010000228881836,13905.899658203125,8841.500244140625,0.09999999776482582,-1.2999999523162842,-0.5000000074505806,-121.09999656677246,255.0,128.0,,-0.00959009712859334,2.590119896767617,0.00012881348054796628,True,4,4,False,113.81973341972598,True,,b4adad3172b,Lakichtadu75,4.0,-114.8499984741211,60.810001373291016,16.239999771118164,-1213.1999969482422,2252.2000122070312,-131.30000114440918,201.70000076293945,-82.79999732971191,-607.9999923706055,255.0,0.0,,-0.022374040276736066,0.9672831716467005,0.01116765906313932,True,6,False,6,0.0,False,,enpitsu,76561198039309853,25,-176.22000122070312,539.0900268554688,16.15999984741211,908.7999725341797,-521.3000106811523,98.50000381469727,159.49999809265137,137.29999542236328,636.6999816894531,255.0,255.0,,-0.009945230528303955,-2.1791773503242102,0.000619228340516321,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,22.0,3933.360107421875,3277.239990234375,38.79999923706055,-1119.5999908447266,-16319.599609375,-444.0999984741211,473.3000183105469,480.2000045776367,-1128.499984741211,255.0,122.0,,-0.0604096157851593,-1.4522810170618137,0.4240907824124409,True,251.87212897885232,True,False,False,False,
5,235,2,False,False,0,6272.468042296245,-3030.570068359375,-758.0900268554688,293.239990234375,-6582.0001220703125,18055.50048828125,13915.0,4543.900146484375,-3573.9999389648438,1605.8999633789062,0.0,1.0718494304355322,0.5751507881166081,0.46019449188989575,bf81d8692db,games5425898691,22.0,-3074.830078125,-915.5599975585938,150.80999755859375,4096.499938964844,22606.8994140625,1069.8999786376953,-5044.5001220703125,-1633.2000732421875,-1461.1000061035156,255.0,231.0,,-0.35756837829084587,1.2415475174320405,-0.10905842376356256,True,4,3,False,190.02756146718102,True,,76561198039309853,enpitsu,25.0,-410.2099914550781,-849.2899780273438,17.059999465942383,-3372.2000122070312,-9949.7998046875,1.899999976158142,-0.19999999552965164,-1.5000000596046448,79.0999984741211,255.0,128.0,,0.016688367525991975,-1.8876415336803785,-0.00014734752697358216,True,2,False,2,0.0,False,,Lakichtadu75,b4adad3172b,4,-422.6199951171875,-462.3599853515625,17.010000228881836,-9029.69970703125,5029.2999267578125,3.0000001192092896,0.0,-0.09999999776482582,-2381.1000061035156,255.0,0.0,,0.009534893976361532,2.580650067630002,-1.2555149933196644e-05,True,0.0,False,6,False,6,,vMopX_,448436829834284167,28.0,-2912.969970703125,-318.7799987792969,16.989999771118164,-22962.60009765625,-1290.2999877929688,5.199999809265137,0.9000000357627869,0.0,-49.80000019073486,255.0,118.0,,0.009589625629175865,-3.0853542513331016,2.686112657364701e-05,True,59.0,False,4,4,False,
6,391,8,False,False,1,9957.613953304746,1588.4300537109375,-4793.509765625,467.5400085449219,14314.000244140625,1610.5999755859375,13192.80029296875,3160.5999755859375,-4755.899963378906,1841.6000366210938,1.0,0.3126453295041515,-3.040366120603336,1.1079017718499258,b4adad3172b,Lakichtadu75,4.0,1396.4200439453125,-4817.64013671875,372.6000061035156,3253.699951171875,-2149.7000122070312,1493.800048828125,762.6000213623047,-4879.700012207031,697.7999877929688,255.0,128.0,,0.46599380271085317,3.1104259057434365,0.02628144918229194,True,10,8,4,44.0,False,,448436829834284167,vMopX_,28.0,1404.449951171875,-4924.72998046875,227.6199951171875,-4821.000061035156,4679.4000244140625,-2247.100067138672,-218.09999465942383,37.00000047683716,-716.6000366210938,255.0,132.0,False,0.37767810203696245,0.04472444644584476,1.5743493236054658,True,6,False,8,236.1635353872853,True,,enpitsu,76561198039309853,26,1366.199951171875,-1722.280029296875,17.059999465942383,-6384.1998291015625,-9740.399780273438,3.100000023841858,0.09999999776482582,0.5999999865889549,2973.900146484375,255.0,255.0,False,-0.016731433159306492,-1.1429247559022322,-3.5836085693744134e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,22.0,1613.81005859375,-4772.7998046875,246.63999938964844,-15080.30029296875,-9021.699829101562,2356.6000366210938,-470.09998321533203,799.1000366210938,-108.00000190734863,255.0,0.0,,0.900706347597132,-1.4403352042095539,-0.19298969255717047,True,120.5986751510251,True,5,6,False,
7,487,11,False,False,0,3688.433286156833,-3602.409912109375,2634.030029296875,427.17999267578125,-6079.2999267578125,19721.8994140625,8204.69970703125,4423.699951171875,1831.0000610351562,-3616.199951171875,0.0,-0.790265914410122,1.3048850560991894,3.00399944682941,76561198039309853,enpitsu,25.0,-3556.489990234375,2454.169921875,260.20001220703125,-6015.4998779296875,18100.6005859375,2805.7000732421875,-172.60000228881836,-1839.4999694824219,-1408.9999389648438,128.0,255.0,False,-0.8041697581194127,1.021766446802032,0.18759245526407053,True,6,5,False,186.0,False,,bf81d8692db,games5425898691,22.0,2906.090087890625,4230.41015625,16.989999771118164,22834.09912109375,-2635.4998779296875,3.700000047683716,1.4000000059604645,0.0,-1660.2000427246094,255.0,0.0,,0.009577470013162155,-0.15670452437762,-0.0002162269684963039,True,6,False,6,255.0,False,,Lakichtadu75,b4adad3172b,4,-3320.679931640625,4719.27978515625,458.32000732421875,5558.599853515625,5550.999755859375,5822.2998046875,-78.29999923706055,59.49999809265137,3.3000001311302185,255.0,128.0,False,-0.6478375848224022,0.7966230639018567,1.5644663739343074,True,44.0,False,10,4,8,,vMopX_,448436829834284167,28.0,-1347.8699951171875,3535.840087890625,16.989999771118164,10935.0,2263.0999755859375,5.600000023841858,0.19999999552965164,0.19999999552965164,2382.5999450683594,255.0,241.0,False,0.009532419716694869,0.2632798052352471,-2.7584764945354803e-05,True,216.0,False,6,8,False,
8,542,13,False,False,1,10292.848485789347,2741.820068359375,-4985.990234375,477.4700012207031,13164.69970703125,6321.5997314453125,-7866.500244140625,-3145.2999877929688,2103.5000610351562,4656.300048828125,1.0,-1.1153505887830888,-0.5008792388231753,-1.2610266415759053,b4adad3172b,Lakichtadu75,4.0,2586.3798828125,-5004.580078125,541.6300048828125,5279.4000244140625,4874.5001220703125,-1559.4000244140625,-3420.2999877929688,1678.3000183105469,-3966.6000366210938,0.0,8.0,False,0.07101190056844545,0.5873594513442545,1.9073825090497174,True,12,9,4,44.0,False,,448436829834284167,vMopX_,28.0,1165.3699951171875,-4478.9501953125,16.989999771118164,2088.0999755859375,-1391.0000610351562,5.099999904632568,-0.29999999329447746,-0.0,78.89999866485596,255.0,134.0,False,-0.009483920745773818,-2.5457525950125715,2.809845038129824e-05,True,6,False,8,216.0,False,,enpitsu,76561198039309853,25,3156.27001953125,-4496.7099609375,15.770000457763672,-5585.4998779296875,2599.7000122070312,15.0,512.400016784668,-33.09999942779541,-314.6999931335449,128.0,128.0,False,-0.004669131514441831,0.4914634177916571,0.006042768029097322,True,173.0,False,6,False,6,,games5425898691,bf81d8692db,22.0,-2076.409912109375,-1140.280029296875,17.030000686645508,20458.499755859375,6954.89990234375,0.0,-2.3000000417232513,-0.7000000029802322,-951.6000366210938,255.0,34.0,,-0.009582750799364865,2.832024804330018,-7.1831596394426e-05,True,226.0,False,6,6,False,22.0
9,585,15,False,False,0,2894.012528449231,-3328.6298828125,3572.320068359375,93.94999694824219,-9377.80029296875,-14893.399658203125,2379.499969482422,3277.5,3762.7999877929688,1367.5999450683594,0.0,-1.045980858540606,1.435426943235532,-1.9119466042569107,76561198039309853,enpitsu,25.0,-3172.169921875,3725.85009765625,17.059999465942383,-9289.500122070312,-9408.300170898438,1.7000000178813934,1.4000000059604645,1.2999999523162842,-132.29999542236328,255.0,128.0,,0.016750236750368276,-2.365252149934118,0.00018751871734517275,True,6,6,False,130.0,False,,bf81d8692db,games5425898691,22.0,-1289.4000244140625,427.5299987792969,17.030000686645508,-22172.099609375,-5024.89990234375,0.0,0.0,0.0,0.0,255.0,128.0,,0.009591701803662672,-2.9187277978162904,3.861003358631546e-06,True,6,False,6,214.0,False,,Lakichtadu75,b4adad3172b,4,-3407.580078125,4265.68994140625,194.3300018310547,-5335.999755859375,-4803.599853515625,-6483.4002685546875,782.3999786376953,-228.50000381469727,-2167.2999572753906,216.0,144.0,False,-0.030310345906370082,-1.8615022552866298,0.6787492513917477,True,44.0,False,12,4,10,,vMopX_,448436829834284167,28.0,-2706.820068359375,4083.3798828125,16.989999771118164,-14091.700439453125,-10896.199951171875,5.0,-1.2999999523162842,-1.0999999940395355,303.99999618530273,255.0,165.0,,0.009584551072870703,-2.482703735199775,-1.3218594257513547e-06,True,150.0,False,6,8,False,
