,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_ball_cam,opp_2_boost_collect,team_mate_handbrake
0,170,0,False,False,0,5232.757629268261,19.889999389648438,-11.979999542236328,121.20999908447266,6670.0,1359.4000244140625,6341.7999267578125,-178.70000839233398,-1284.7000122070312,-2560.1998901367188,0.0,0.0571958347500902,-0.3228231949743738,0.19229882869181938,76561198039309853,enpitsu,25.0,26.6200008392334,-153.3800048828125,89.37999725341797,-7955.10009765625,11301.8994140625,2253.0999755859375,-3598.900146484375,433.10001373291016,-4136.400146484375,255.0,128.0,,0.8504387369532936,2.01609725611545,0.17682294136246637,True,1,0.0,False,2,False,,bf81d8692db,games5425898691,18.0,2750.889892578125,-4075.64990234375,17.010000228881836,16542.900390625,-3636.4999389648438,2.3000000417232513,-0.5999999865889549,0.29999999329447746,1884.4999694824219,128.0,255.0,0.009631653938289674,-0.15533952456174246,6.748504149785643e-05,True,0.0,False,False,False,False,,Dylan,76561198984101187,7.0,93.95999908447266,1983.5999755859375,17.010000228881836,2153.000030517578,-11009.49951171875,2.0999999344348907,-0.5000000074505806,0.0,0.0,255.0,128.0,,0.009596544138603518,-1.3776558731420319,2.1503425920588988e-06,True,116.0,False,4,False,4,,max,76561199013179223,7.0,-48.77000045776367,145.05999755859375,84.69000244140625,6490.4998779296875,-10945.799560546875,2879.89990234375,1918.0000305175781,-845.8999633789062,-5084.800109863281,255.0,169.0,False,0.6315615555265146,-1.2246548487806586,0.05494328070305211,0.0,False,4,3,False,True,,
1,172,0,False,False,1,5239.789999491217,-93.55999755859375,-5.5,179.02000427246094,-19142.19970703125,4383.900146484375,9871.799926757812,5218.699951171875,-502.09999084472656,2917.60009765625,1.0,-0.05030823450522633,0.5388592559207263,0.13687173094495889,76561199013179223,max,7.0,-0.18000000715255737,-94.05999755859375,105.16000366210938,-5565.2001953125,4407.099914550781,785.1000213623047,-2910.10009765625,-2213.000030517578,4108.900146484375,255.0,217.0,False,-1.2400108408278898,1.1499585038977795,-0.03556407654493228,True,3,0.0,False,4,False,,76561198984101187,Dylan,7.0,-117.12000274658203,-1861.5899658203125,17.010000228881836,-1925.5999755859375,11491.199951171875,2.3000000417232513,1.0000000149011612,-3.700000047683716,-781.1000061035156,255.0,38.0,-0.009582330880176737,1.3952185466801474,-9.86576412614154e-05,True,116.0,False,False,4,4,,enpitsu,76561198039309853,25.0,29.219999313354492,97.08000183105469,103.05999755859375,5651.9000244140625,-5562.39990234375,228.1999969482422,5331.9000244140625,-271.1000061035156,-1321.6999816894531,255.0,128.0,,-1.4022067230987423,-2.8862266234521026,1.4323983761181087,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-2887.580078125,4093.81005859375,17.010000228881836,-16226.500244140625,988.3000183105469,2.3000000417232513,0.29999999329447746,-0.0,1944.7999572753906,128.0,255.0,,-0.009629709363592143,-0.004688271251044046,2.7968435472300205e-05,255.0,False,False,False,False,True,50.0,
2,256,3,True,True,0,7431.167811125084,2995.56005859375,-1190.719970703125,241.4499969482422,-12504.100341796875,28196.4990234375,4216.000061035156,1131.3999938964844,-2893.2000732421875,5133.0999755859375,0.0,0.4803975965611634,-0.6265588504890341,0.33269158383388586,bf81d8692db,games5425898691,19.0,3033.31005859375,-1351.6700439453125,122.4000015258789,837.7999877929688,22885.80078125,2130.2000427246094,-1488.6000061035156,3448.2998657226562,664.0000152587891,255.0,5.0,,-0.42784662641548604,1.8324004151493527,0.07053134913855004,True,3,158.97187970530607,True,4,False,,76561198039309853,enpitsu,25.0,-3307.260009765625,157.41000366210938,63.27000045776367,-17205.999755859375,-1309.4000244140625,-1783.6000061035156,1098.7999725341797,-2422.4000549316406,1148.7999725341797,255.0,255.0,-0.47391954911892886,-2.9390522472914054,-0.08903139278703298,True,0.0,False,False,4,4,,Dylan,76561198984101187,7.0,3911.409912109375,735.010009765625,30.56999969482422,-4410.400085449219,15076.600341796875,-1403.0000305175781,-219.89999771118164,2176.3999938964844,1854.4000244140625,255.0,245.0,False,0.11479179096041833,1.9206699176932318,-0.3215683457656239,True,236.1221591887936,True,4,False,4,,max,76561199013179223,7.0,2080.35009765625,780.9500122070312,17.020000457763672,-3551.7001342773438,12233.499755859375,0.7000000029802322,-0.3999999910593033,1.2999999523162842,186.20000839233398,245.0,128.0,False,0.009563427427516646,1.8768330740997816,-0.00019253033373932987,0.0,False,4,4,False,True,,
3,576,5,False,False,1,5098.344962895104,85.87999725341797,106.43000030517578,99.52999877929688,17083.699951171875,22070.6005859375,1593.5000610351562,-1153.0000305175781,1243.499984741211,5745.30029296875,1.0,0.06952006917687868,-0.28577273570358974,0.04806687442533368,76561198984101187,Dylan,7.0,-120.75,-158.97999572753906,55.66999816894531,20029.3994140625,10993.199462890625,2640.0,1343.6000061035156,4080.8999633789062,-1537.5999450683594,255.0,0.0,,-0.049586451160002654,2.3883594426190635,0.04682537800245349,True,5,0.0,False,6,False,,76561199013179223,max,7.0,72.01000213623047,-1933.8499755859375,17.010000228881836,-470.99998474121094,13488.900146484375,2.0999999344348907,-0.0,0.29999999329447746,2.3000000417232513,243.0,128.0,-0.009577205817622409,1.5354692443285998,-4.447251226960859e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25.0,34.08000183105469,3284.090087890625,17.049999237060547,94.20000076293945,-15947.7001953125,-2.0000000298023224,0.3999999910593033,0.3999999910593033,-4.099999964237213,255.0,128.0,False,-0.01675440741426238,-1.5762125066414496,2.242429315498857e-05,True,0.11046901056845826,True,False,False,False,,games5425898691,bf81d8692db,18.0,199.02999877929688,406.1199951171875,84.69999694824219,-5264.5001220703125,-22177.5,2304.7000122070312,4867.9998779296875,-2540.8999633789062,309.3000030517578,128.0,128.0,,-0.6969932864980107,-1.5874561160266345,0.3810152986659712,0.0,False,4,3,False,True,,False
4,578,5,False,False,0,5305.666269406278,-120.94000244140625,-108.75,152.72999572753906,1360.3999328613281,16654.300537109375,11788.800048828125,3077.6998901367188,280.79999923706055,5142.7001953125,0.0,-0.2956821603456964,0.657391774479663,0.2739437973524527,bf81d8692db,games5425898691,18.0,-161.8800048828125,-235.72000122070312,93.63999938964844,3000.5999755859375,17263.199462890625,-283.700008392334,-4947.39990234375,1918.6000061035156,1446.1000061035156,128.0,128.0,,1.185118590611013,2.499979298163159,1.2921932131003346,True,3,0.0,False,4,False,,76561198039309853,enpitsu,25.0,-34.869998931884766,-3147.409912109375,17.049999237060547,-89.89999771118164,16773.699951171875,-2.0000000298023224,-0.3999999910593033,-0.3999999910593033,-1.0000000149011612,255.0,128.0,0.016754408675175258,1.5760145435994022,2.076675179247309e-05,True,0.0,False,False,False,False,,Dylan,76561198984101187,7.0,-32.650001525878906,79.29000091552734,75.04000091552734,-18116.500244140625,-9339.099731445312,2073.300018310547,-2384.7000122070312,-4886.099853515625,829.8000335693359,255.0,0.0,,0.07688636066574857,-2.252270847441085,0.5923971452557772,True,0.0,False,6,False,5,,max,76561199013179223,7.0,-72.01000213623047,1933.8499755859375,17.010000228881836,470.99998474121094,-13488.900146484375,2.0999999344348907,0.0,-0.29999999329447746,2.3000000417232513,243.0,128.0,False,0.009577205817622409,-1.5354692443285998,-4.447251226960859e-05,116.0,False,False,False,False,True,,False
5,700,10,False,False,0,2920.860089069652,1965.27001953125,4553.009765625,250.6999969482422,-459.39998626708984,17264.89990234375,11955.50048828125,5368.800048828125,2047.4000549316406,-1726.9999694824219,0.0,-1.0125057161145017,-0.8044484040762714,2.012349061589252,bf81d8692db,games5425898691,18.0,1979.449951171875,4300.5,128.7899932861328,1223.0999755859375,12409.000244140625,5840.5999755859375,0.29999999329447746,0.09999999776482582,0.0,255.0,,,0.009545126502506765,1.4724270131407908,-6.500436836903644e-05,True,6,31.0,False,8,4,,76561198039309853,enpitsu,25.0,2855.840087890625,2843.070068359375,17.049999237060547,1063.7999725341797,-6377.7001953125,2.5999999046325684,1.2999999523162842,0.19999999552965164,0.0,128.0,,0.016942374890526878,1.7361041827230004,-5.1425927634213885e-06,True,31.0,False,False,False,False,,Dylan,76561198984101187,7.0,-2408.800048828125,4438.22998046875,17.010000228881836,13525.999755859375,4895.5999755859375,2.0999999344348907,-0.7999999821186066,-0.09999999776482582,-115.50000190734863,255.0,128.0,,0.009589942701516706,0.3325005209077569,0.0001267494459821986,True,255.0,False,8,False,6,,max,76561199013179223,7.0,1933.9000244140625,4605.06005859375,17.010000228881836,10401.700439453125,-1151.8000030517578,2.3999999463558197,0.0,0.0,-2378.0999755859375,255.0,0.0,,0.009543175928093655,-0.16329547382532225,3.948300810592123e-06,160.0,False,False,False,False,True,,
6,762,12,False,False,1,8635.636287987936,-1797.719970703125,-3064.760009765625,425.739990234375,12163.1005859375,10008.900146484375,1239.800033569336,5477.19970703125,-1582.8999328613281,-553.3000183105469,1.0,-1.1316851252780915,0.7615813642086914,2.8757337027509418,76561199013179223,max,7.0,-1926.77001953125,-3078.0,308.6700134277344,5986.300048828125,11187.39990234375,824.7000122070312,-3755.4000854492188,1536.6000366210938,154.89999771118164,255.0,255.0,,0.14667609655755154,-3.0998297575741915,0.0934499664751269,True,False,109.51899354688584,True,4,4,,76561198984101187,Dylan,7.0,-266.30999755859375,-4959.490234375,17.010000228881836,-1075.8999633789062,-5225.3997802734375,2.0999999344348907,-2.5,1.1999999731779099,887.3000335693359,239.0,128.0,-0.009435041212749972,-2.873306168653877,0.00016929391175085832,True,228.0,False,False,6,8,,enpitsu,76561198039309853,25.0,-1887.449951171875,-2903.679931640625,261.2799987792969,7675.999755859375,-6793.2000732421875,1008.0000305175781,2197.7999877929688,-191.20000839233398,868.0999755859375,255.0,0.0,,0.9404194967093779,-2.178875310603518,0.47111366802859767,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-2569.18994140625,-5102.25,606.1699829101562,-9261.300048828125,166.5999984741211,-3828.5000610351562,124.89999771118164,-1642.1000671386719,-508.3000183105469,255.0,75.0,,-0.3880037912088925,0.015814809103970304,1.5729744176085383,31.0,False,8,6,4,True,,False
7,845,15,False,False,1,5845.868189432991,1185.6099853515625,-698.6900024414062,145.85000610351562,721.6999816894531,19177.900390625,6010.999755859375,4072.60009765625,4381.7999267578125,461.3999938964844,1.0,0.7304304364286371,0.9800631052435689,-0.03822827622303237,76561198984101187,Dylan,7.0,1241.300048828125,-821.6599731445312,15.640000343322754,717.3999786376953,17948.199462890625,51.10000133514404,76.70000076293945,127.10000038146973,1249.4000244140625,255.0,104.0,False,-0.012959189587957764,1.5262440679255642,-0.028421939896642986,True,6,83.62945364367577,True,8,False,,76561199013179223,max,7.0,-1050.56005859375,986.02001953125,17.0,-1008.0000305175781,22977.900390625,1.0000000149011612,-0.0,0.29999999329447746,23.69999885559082,255.0,128.0,-0.009601433821639208,1.524073246256842,-4.275798334895374e-05,True,9.858434248996033,True,4,False,4,,enpitsu,76561198039309853,25.0,6.289999961853027,-2563.9599609375,76.16999816894531,537.7000045776367,17999.49951171875,2989.1000366210938,-5448.3001708984375,614.0000152587891,-433.8999938964844,255.0,128.0,,-0.30040595727019326,1.7072787506970062,-0.00835911307048156,True,31.0,False,4,False,3,,games5425898691,bf81d8692db,19.0,-1866.699951171875,-257.94000244140625,254.02000427246094,6593.900146484375,21833.60107421875,-797.9000091552734,-3821.7001342773438,1203.1999969482422,-151.8000030517578,255.0,135.0,,1.1109139207971712,-1.2975066304759757,3.1152969835184647,185.0,False,10,8,4,True,,
8,903,17,True,True,1,2026.2774247024747,1337.0699462890625,3162.31005859375,157.22000122070312,-14761.800537109375,19127.7001953125,6505.4998779296875,-843.7999725341797,5930.8001708984375,336.1000061035156,1.0,-0.4780046320442088,0.2829920697723844,1.0169400115744422,76561198984101187,Dylan,7.0,1546.93994140625,3005.97998046875,70.69999694824219,-13113.1005859375,18666.400146484375,2934.4000244140625,592.7999877929688,-4189.5001220703125,2520.500030517578,255.0,255.0,False,-0.03301620150044051,1.0897090897587267,-0.048192772323430916,False,7,42.30946225761085,True,10,False,,76561199013179223,max,7.0,-198.88999938964844,3868.429931640625,17.0,3223.599853515625,8393.400268554688,2.7000001072883606,0.19999999552965164,-0.0,0.0,255.0,128.0,-0.009551553797094178,1.9375134495053863,-2.088204697363911e-06,True,0.0,False,4,False,4,,enpitsu,76561198039309853,25.0,285.0799865722656,1480.0999755859375,89.56999969482422,2365.399932861328,21962.5,-723.8999938964844,-4074.2001342773438,522.9999923706055,150.39999961853027,128.0,128.0,,1.3491251794166368,1.862084174383393,0.16747132473514462,True,61.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-725.2100219726562,4337.89990234375,17.010000228881836,15522.2998046875,14552.7001953125,2.3000000417232513,-0.29999999329447746,-0.0,-2005.7000732421875,255.0,0.0,,-0.009584803622070209,2.467357654064248,3.810467672572849e-05,193.0,False,10,8,4,True,,
9,1187,18,False,False,1,5207.858342056816,-108.68000030517578,29.969999313354492,129.1199951171875,-23261.10107421875,16213.800048828125,9040.800170898438,2226.9000244140625,-963.1999969482422,5487.5,1.0,-0.09849183461772053,-0.14237672815368044,0.006373777209187132,76561199013179223,max,7.0,-21.59000015258789,-165.6999969482422,68.63999938964844,2395.0999450683594,12221.99951171875,3146.9000244140625,3578.5000610351562,-1449.1999816894531,3917.0999145507812,255.0,239.0,False,0.14367263264580757,1.744726689645901,-0.014495277139552398,True,3,0.0,False,4,False,,76561198984101187,Dylan,7.0,-17.079999923706055,-3074.780029296875,17.010000228881836,-206.49999618530273,12437.60009765625,2.0999999344348907,-0.0,0.19999999552965164,0.0,202.0,128.0,-0.00956022541711408,1.5541793953549603,-2.7383069247820357e-05,True,116.0,False,False,4,4,,enpitsu,76561198039309853,25.0,30.25,112.19000244140625,96.41999816894531,-9627.39990234375,-4139.89990234375,1260.6999969482422,1676.300048828125,-4607.39990234375,-2492.100067138672,255.0,0.0,,-0.7315567126504237,-1.0492052123403057,0.36235981557352864,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-2269.840087890625,3816.780029296875,17.010000228881836,-18457.80029296875,9648.400268554688,1.899999976158142,0.5000000074505806,-0.19999999552965164,-2.0999999344348907,255.0,128.0,,-0.009594643522348463,0.4819741117467025,4.745794466247584e-05,0.0,False,False,False,False,True,,
