,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_ball_cam,opp_2_boost_collect,team_mate_handbrake
33,2081,51,False,False,1,5011.430561125673,-3496.800048828125,2728.0,96.43000030517578,10940.10009765625,4717.099914550781,828.1999969482422,1244.5999908447266,4096.600036621094,-2719.2001342773438,1.0,-0.8646123261648199,0.3593510766210826,-1.7030730631190403,76561198984101187,Dylan,7.0,-3664.929931640625,2643.360107421875,55.20000076293945,8253.099975585938,7073.599853515625,2830.0,1205.199966430664,3613.800048828125,-3967.0001220703125,255.0,0.0,False,0.009245899187420657,2.1142985456728245,0.04294811022810843,True,9,38.838726664102204,True,12,False,,76561199013179223,max,7.0,-2895.419921875,2049.760009765625,17.010000228881836,-701.6000366210938,-2255.500030517578,2.0000000298023224,0.19999999552965164,-0.5999999865889549,-13.300000429153442,0.0,128.0,-0.009770964143262891,1.8738217237442287,5.170996607760327e-05,True,184.0,False,4,12,14,,enpitsu,76561198039309853,25.0,-3583.25,2970.800048828125,64.48999786376953,-11185.6005859375,11741.99951171875,2025.5000305175781,877.5,1270.999984741211,2920.1998901367188,0.0,255.0,False,0.08497181417696846,0.43251402149053764,-0.00895806736020328,True,133.0,False,14,False,12,,games5425898691,bf81d8692db,18.0,626.6799926757812,5542.93017578125,24.469999313354492,-369.59999084472656,-161.90000534057617,-6.299999952316284,0.3999999910593033,-1.1999999731779099,-1.0000000149011612,255.0,128.0,,-0.02412233113737365,-0.3838614584656248,-0.036585542371385754,255.0,False,8,10,False,True,,
34,2090,51,False,False,1,4658.382002174532,-3170.89990234375,2868.25,94.0,10385.899658203125,4302.9998779296875,552.9999923706055,228.1999969482422,5339.0997314453125,-2719.2001342773438,1.0,0.28088778697772854,1.1266865858215007,-1.1473735913081902,76561198984101187,Dylan,7.0,-3440.72998046875,2847.8701171875,86.02999877929688,9430.30029296875,9114.099731445312,-197.09999084472656,1459.1000366210938,5302.0001220703125,-96.89999580383301,255.0,26.0,False,-0.4195630939692782,1.755929634185783,1.8817099087187674,True,9,21.0,False,12,False,,76561199013179223,max,7.0,-2915.179931640625,1985.75,17.010000228881836,320.09998321533203,592.5,2.0000000298023224,-1.899999976158142,-1.2999999523162842,-353.8999938964844,255.0,0.0,-0.00938404171073801,1.8814458090400588,-4.0768578044273776e-05,True,180.85186243826342,True,4,12,14,,enpitsu,76561198039309853,25.0,-3952.780029296875,3362.10009765625,93.80000305175781,-11017.19970703125,11782.2998046875,-234.20000076293945,1139.7000122070312,3341.7999267578125,4217.0001220703125,0.0,255.0,False,0.6929192865435813,-1.3677247791438099,-0.8594666527398261,True,133.0,False,14,False,12,,games5425898691,bf81d8692db,18.0,540.1099853515625,5507.5400390625,23.06999969482422,-4485.799865722656,-1823.8999938964844,-71.70000076293945,0.29999999329447746,-0.3999999910593033,-1.0000000149011612,255.0,128.0,,-0.024209610058408663,-0.3834204245801214,-0.03657237346081434,255.0,False,8,10,False,True,,
35,2126,52,False,False,1,3379.265286853838,-1961.6199951171875,3336.27001953125,93.13999938964844,7547.60009765625,2768.599853515625,0.0,-1961.300048828125,5604.7998046875,-859.7000122070312,1.0,0.08691566816360911,2.1940878435075084,0.6530504390537284,76561199013179223,max,7.0,-1917.469970703125,3177.1298828125,17.010000228881836,6574.6002197265625,15365.400390625,2.3000000417232513,-2.7000001072883606,-0.0,1834.9000549316406,92.0,255.0,,-0.009660698772755062,1.910100078887238,4.805839104569035e-05,True,12,82.0,False,14,4,,76561198984101187,Dylan,7.0,-2258.080078125,3943.27001953125,17.010000228881836,7934.000244140625,5369.6002197265625,2.3999999463558197,1.0000000149011612,0.5000000074505806,-2035.5000305175781,,11.0,-0.009652416737490092,2.566927096635652,-0.0001684750553935011,True,21.0,False,False,10,12,,enpitsu,76561198039309853,25.0,-3221.550048828125,4014.949951171875,17.049999237060547,5317.19970703125,7115.4998779296875,3.100000023841858,-0.0,-0.0,2856.7999267578125,0.0,0.0,True,-0.01685715230832491,-2.2645632380993543,2.5507737160658956e-05,True,133.0,False,14,False,12,,games5425898691,bf81d8692db,18.0,181.58999633789062,5344.830078125,17.309999465942383,-6393.3001708984375,-2904.5001220703125,-38.80000114440918,-173.79999160766602,-35.69999933242798,-7.900000214576721,255.0,128.0,,-0.0172806339143635,-0.42854020696184547,-0.014686302788893121,242.3471397866485,True,8,10,False,True,,
36,2166,54,False,False,0,9955.14940311779,1702.18994140625,-4470.1201171875,103.87000274658203,4040.7000732421875,22408.00048828125,151.19999885559082,744.8999786376953,-1826.9999694824219,5666.199951171875,0.0,-0.41433576135907313,-1.358450337988463,2.7117277663604975,bf81d8692db,games5425898691,18.0,1652.4100341796875,-4654.9501953125,96.62000274658203,14162.80029296875,11156.8994140625,-51.500000953674316,-5360.5999755859375,1110.5999755859375,528.8000106811523,255.0,255.0,,0.8616355884719349,-0.053222218927519147,-1.414627189868116,True,11,197.0,False,10,False,,76561198039309853,enpitsu,25.0,2355.97998046875,-4657.43017578125,17.049999237060547,-13560.6005859375,5694.6002197265625,-1.0000000149011612,-0.19999999552965164,-0.09999999776482582,-2184.7000122070312,255.0,128.0,0.016771684835255776,2.677409857855818,1.0689916825024754e-05,True,48.43328185235301,True,False,12,14,,Dylan,76561198984101187,7.0,902.5599975585938,-3668.5,76.94000244140625,-9111.199951171875,3137.9998779296875,-2892.0001220703125,1295.0999450683594,1605.0999450683594,-5098.599853515625,255.0,0.0,True,0.03424721664875881,-0.7638854412350364,0.5680874531600554,True,21.0,False,14,False,10,,max,76561199013179223,7.0,1893.550048828125,-3160.489990234375,17.0,3631.6000366210938,6587.60009765625,3.400000035762787,-0.3999999910593033,0.3999999910593033,-330.6999969482422,123.0,128.0,,0.009646578597542092,-2.1350481577509584,0.00023032892160225157,82.0,False,14,12,4,True,,False
37,2185,55,False,False,1,3494.5630187031393,-1935.9100341796875,3092.5,109.0,7241.300048828125,6972.60009765625,8850.2001953125,5981.300048828125,-266.200008392334,-390.6999969482422,1.0,0.14843062039856503,-2.356652824207551,2.7313884377492816,76561199013179223,max,7.0,-2025.8900146484375,2936.10009765625,17.0,2795.0,2384.9000549316406,1.0000000149011612,-0.0,0.19999999552965164,-1685.3999328613281,255.0,0.0,,-0.00949659212789482,2.330045881190616,-0.00014180444351019508,True,12,65.0,False,14,4,,76561198984101187,Dylan,7.0,-253.49000549316406,3623.679931640625,17.0,9480.399780273438,1370.3999328613281,3.400000035762787,1.8000000715255737,-0.0,-2847.3001098632812,255.0,94.0,-0.00955879885925005,3.084415414361498,-2.348907600683778e-05,True,21.0,False,False,10,14,,enpitsu,76561198039309853,25.0,-1823.8199462890625,3594.679931640625,70.12999725341797,7293.0999755859375,-20629.49951171875,141.99999809265137,1531.6999816894531,-138.00000190734863,2367.4000549316406,128.0,128.0,False,-0.12110623140307585,-2.5182812387884383,1.35718232717776,True,0.0,False,14,False,12,,games5425898691,bf81d8692db,18.0,-2349.110107421875,4103.8701171875,126.81999969482422,-9096.300048828125,-7275.7000732421875,-531.8999862670898,2086.4999389648438,-766.2000274658203,1210.199966430664,255.0,128.0,,0.14013608038632083,-0.41339075316295504,0.7466808937402766,197.0,False,10,12,False,True,,False
38,2240,57,True,True,1,1566.0094762574222,-519.6300048828125,4470.39013671875,549.989990234375,7117.80029296875,13551.400146484375,235.20000457763672,3453.0999755859375,-1754.1999816894531,1476.199951171875,1.0,0.5100242474226607,-2.5588748438523177,2.3184335343725904,76561199013179223,max,7.0,-507.7099914550781,4325.72021484375,441.0799865722656,10642.5,10177.39990234375,-1712.5999450683594,-2408.5000610351562,-692.6999664306641,934.5999908447266,255.0,128.0,,0.1180027745619717,1.672012142088847,-0.3070627546797426,True,12,0.0,False,16,6,,76561198984101187,Dylan,7.0,-50.36000061035156,3301.449951171875,17.0,39.40000057220459,12687.5,3.400000035762787,-0.09999999776482582,-4.1999998688697815,-711.8000030517578,255.0,59.0,-0.009560103147638842,1.5815175144687748,5.5565917691807874e-05,True,0.0,False,False,10,14,,enpitsu,76561198039309853,25.0,-222.75999450683594,-376.54998779296875,42.790000915527344,7079.1998291015625,-17502.7001953125,-21.400001049041748,-125.39999961853027,-30.69999933242798,-3.8999998569488525,128.0,128.0,False,-0.00015243833716090582,1.5796993718784198,1.5683990787555921,True,0.0,False,14,False,12,,games5425898691,bf81d8692db,18.0,-1734.1800537109375,3841.5400390625,17.010000228881836,8936.099853515625,15626.199951171875,-0.29999999329447746,0.29999999329447746,0.7999999821186066,22.59999990463257,255.0,128.0,,-0.009588924713008944,2.0872113402813373,-5.468592760522382e-05,112.94813748072552,True,10,12,False,True,,False
39,2516,57,False,True,0,5107.498900724626,-0.7699999809265137,111.56999969482422,95.62999725341797,-493.49998474121094,28404.09912109375,916.8000030517578,-5979.5001220703125,-31.500000953674316,-493.6000061035156,0.0,-0.003763105233824235,-0.02163399243701227,-0.24267240392626566,bf81d8692db,games5425898691,18.0,18.530000686645508,-64.73999786376953,92.72000122070312,973.0999755859375,19376.300048828125,1270.5000305175781,-4765.5999755859375,522.7000045776367,2695.4000854492188,128.0,128.0,,0.9132838531899437,-1.5664195459400678,2.974689576804862,True,3,31.0,False,4,False,,76561198039309853,enpitsu,25.0,0.2800000011920929,-1857.5799560546875,17.049999237060547,221.29999160766602,14076.8994140625,2.8999999165534973,-0.7999999821186066,-6.299999952316284,-537.7999877929688,255.0,128.0,0.01670839600640727,1.5638885040816386,-9.591862060136239e-05,True,87.85413318295633,True,False,False,False,,Dylan,76561198984101187,7.0,-492.0199890136719,350.25,16.989999771118164,-19345.0,-10485.699462890625,4.300000071525574,-1.0999999940395355,-0.5000000074505806,-640.8000183105469,255.0,128.0,,0.009594441821897802,-2.7012794391074255,0.00018455353848420553,False,0.0,False,4,False,4,,max,76561199013179223,7.0,0.0,4340.35986328125,17.010000228881836,0.0,-4178.699951171875,2.0999999344348907,0.7000000029802322,0.0,0.0,255.0,,False,0.009407078266615514,-1.5707879012257133,3.964947833289374e-08,116.0,False,False,False,False,True,,
40,2545,58,False,False,1,8079.2392514445,65.01000213623047,-2896.389892578125,109.66000366210938,9776.699829101562,21568.9990234375,9670.10009765625,5692.5,402.20001220703125,-1852.8999328613281,1.0,-0.04807580377400027,0.05308075464089592,-0.35669351644238684,76561199013179223,max,7.0,14.989999771118164,-3077.31005859375,40.43000030517578,2515.399932861328,17835.6005859375,3325.10009765625,-146.899995803833,23.599998950958252,-1018.1999969482422,255.0,5.0,False,-0.011509124413131231,1.7616204196165932,0.0001324995977307766,True,False,28.359217161773365,True,3,False,,76561198984101187,Dylan,7.0,2884.969970703125,-38.79999923706055,16.989999771118164,16774.200439453125,789.3000030517578,4.399999976158142,-0.3999999910593033,0.5999999865889549,60.59999942779541,16.0,128.0,-0.009912982307784713,3.0914418996985433,1.657386291508003e-05,True,0.0,False,False,4,4,,enpitsu,76561198039309853,25.0,-58.18000030517578,660.5800170898438,17.049999237060547,-24.90000009536743,105.79999923706055,2.5999999046325684,-0.7999999821186066,-0.5999999865889549,185.0,0.0,128.0,,-0.017286026227549794,-1.7782056971267506,-0.00011097091684113539,True,54.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-83.83000183105469,-1955.9100341796875,16.829999923706055,-951.5000152587891,-21800.30029296875,38.29999923706055,-7.900000214576721,-21.400001049041748,-112.20000267028809,255.0,128.0,,-0.00998985049961847,-1.514501184268396,-0.001120843258387021,2.8156732538695004,True,4,4,False,True,,
41,2617,61,False,False,1,3070.763397698928,2505.429931640625,2524.7900390625,368.3599853515625,-10527.80029296875,6188.4002685546875,-1676.0000610351562,2126.7999267578125,4086.4999389648438,3843.9999389648438,1.0,0.7568813922818796,-0.35845586411583663,2.6630980257161023,76561198984101187,Dylan,7.0,2653.9599609375,2549.699951171875,280.20001220703125,-9699.7998046875,12458.399658203125,1632.7000427246094,-3704.4000244140625,-1438.800048828125,3802.2000122070312,0.0,12.0,,0.8571980535547079,0.8896984711986723,-2.615009790840978,True,4,152.86096368297453,True,6,4,,76561199013179223,max,7.0,2329.3798828125,24.56999969482422,17.010000228881836,-2366.0000610351562,13854.89990234375,2.0999999344348907,-0.5999999865889549,3.700000047683716,480.29998779296875,255.0,210.0,-0.009582522888509862,1.399318641566485,-3.403230248721652e-05,True,73.0,False,False,4,4,,enpitsu,76561198039309853,25.0,1134.699951171875,3338.820068359375,17.049999237060547,3974.7000122070312,14323.299560546875,3.400000035762787,-1.5999999642372131,-0.0,2.5,0.0,128.0,,-0.016859927085820774,-1.3036922734181347,-4.812710701667112e-05,True,54.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,3777.679931640625,-3460.449951171875,17.0,8757.2998046875,20398.1005859375,1.2999999523162842,-0.19999999552965164,-0.0,1998.9999389648438,255.0,255.0,,-0.009576330928608776,1.898246246616529,1.8651094838698386e-05,242.45748817279772,True,4,4,False,True,,
42,2660,62,False,False,0,8442.183334207606,-1167.699951171875,-3297.81005859375,183.8000030517578,5942.39990234375,12446.400146484375,8070.999755859375,4901.499938964844,3152.3001098632812,1427.5,0.0,0.2375613387927345,-1.7665749700743185,-2.8493406680911333,76561198039309853,enpitsu,25.0,-1191.0899658203125,-3493.010009765625,71.54000091552734,-744.8000335693359,15266.700439453125,2802.2000122070312,-4498.699951171875,-1736.300048828125,342.40001678466797,255.0,255.0,,0.1365391071018229,1.2714996866911001,-0.03783251321263601,True,3,0.0,False,4,False,,bf81d8692db,games5425898691,18.0,-3500.25,41.20000076293945,107.25,3328.5000610351562,-21615.80078125,-966.6999816894531,3606.199951171875,498.80001068115234,-27.899999618530273,255.0,128.0,-0.9783333845213102,-1.421713801843598,-0.013747461763750059,True,174.0,False,False,6,6,,Dylan,76561198984101187,7.0,-1213.469970703125,-4257.6298828125,17.0,12622.39990234375,4104.700012207031,3.6000001430511475,-1.899999976158142,0.7999999821186066,2241.699981689453,233.0,255.0,,0.009496059155349828,0.3755890566204577,0.00010774125459236605,True,149.0,False,6,4,4,,max,76561199013179223,7.0,-1272.800048828125,-2448.52001953125,101.29000091552734,7552.80029296875,-21464.09912109375,3353.2000732421875,-906.1000061035156,-253.29999923706055,-555.099983215332,255.0,145.0,,-0.13969389016083852,-1.3834450568413674,0.00684227657956118,25.0,False,6,4,False,True,,
43,2723,65,False,False,1,4766.072236103054,-194.3699951171875,500.3299865722656,311.92999267578125,-18888.800048828125,-19877.60009765625,1957.4000549316406,-4041.099853515625,-4429.700012207031,-214.89999771118164,1.0,-0.9401307054817772,2.4024747692498125,2.0681487075596245,76561198984101187,Dylan,7.0,-19.5,671.239990234375,177.52000427246094,-7915.7000732421875,-20353.1005859375,3406.400146484375,-2343.300018310547,-4479.599914550781,2165.8999633789062,255.0,0.0,,0.4530161872013571,-1.0616582448477954,0.8626540897849796,True,5,91.96394829083515,True,8,4,,76561199013179223,max,7.0,-111.43000030517578,5531.52978515625,24.020000457763672,-1403.0000305175781,-7334.2999267578125,-288.50000381469727,0.7999999821186066,62.800002098083496,-1550.7000732421875,255.0,0.0,-0.04835282884506803,-1.4009204312524008,-0.006821398021051452,True,0.0,False,False,6,6,,enpitsu,76561198039309853,25.0,-73.77999877929688,703.4099731445312,101.58000183105469,-11683.199462890625,-14546.199951171875,-166.29999160766602,4839.89990234375,-2607.39990234375,160.79999923706055,255.0,128.0,,-1.1566959958240273,2.1316449659060974,3.068735218666094,True,0.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,321.2099914550781,2391.199951171875,17.010000228881836,-19480.30029296875,-10758.699951171875,2.3000000417232513,0.29999999329447746,-0.0,1821.7999267578125,255.0,255.0,,-0.009585000997259452,-0.5647730696313735,9.0305562455152e-05,129.0,False,6,6,False,True,,
44,2823,68,False,False,1,10490.309144545214,-3377.9599609375,-4440.18017578125,873.9000244140625,8511.099853515625,7150.4998779296875,2160.8999633789062,81.70000076293945,-390.2000045776367,-5986.6998291015625,1.0,0.04969760075878029,-1.968988271605615,3.0867618131718113,76561198984101187,Dylan,7.0,-3407.340087890625,-4587.02001953125,809.0700073242188,237.39999771118164,4198.699951171875,1987.5,-248.99999618530273,-964.5999908447266,1170.8999633789062,255.0,35.0,,0.7004101279430748,0.7702315131396686,1.5646172494527457,True,6,255.0,False,9,4,,76561199013179223,max,7.0,-3670.449951171875,2157.199951171875,75.3499984741211,6107.7001953125,-22131.69921875,957.3000335693359,5105.0,1970.8000183105469,551.5000152587891,186.0,128.0,-1.0680157557928602,-2.1252902634267956,0.20998123123944226,True,220.0,False,False,9,10,,enpitsu,76561198039309853,25.0,-3315.06005859375,2450.219970703125,43.310001373291016,-1713.3999633789062,20120.50048828125,-2479.199981689453,-2086.7999267578125,63.09999942779541,-153.29999923706055,255.0,0.0,,0.2858786360449526,1.579560758891484,-0.004604586639902262,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-4079.0,-3302.989990234375,791.1699829101562,4.000000059604645,-21422.2998046875,-1408.6000061035156,1702.2000122070312,0.29999999329447746,0.0,255.0,244.0,,-0.10894998266784596,-1.5611578683664227,-1.5717862208716733,186.0,False,6,6,False,True,,
45,2880,70,False,False,0,3303.8184448348193,1679.3499755859375,3070.510009765625,186.1199951171875,-13611.600341796875,9015.0,8832.000122070312,3464.7000122070312,2035.5999755859375,-4455.4998779296875,0.0,0.07756485338399235,2.258523738279523,2.460383140868512,bf81d8692db,games5425898691,19.0,1836.81005859375,2931.780029296875,62.150001525878906,-22791.8994140625,1063.7999725341797,2871.199951171875,-3409.89990234375,-2606.400146484375,-1568.2000732421875,255.0,0.0,,0.05113035277500819,-2.925461828884986,0.04704999571302763,True,7,97.0,False,8,False,,76561198039309853,enpitsu,25.0,1759.469970703125,-2496.31005859375,17.049999237060547,3827.39990234375,13735.400390625,3.100000023841858,-0.7000000029802322,-2.0999999344348907,1854.4999694824219,255.0,255.0,0.016768162044433568,1.3270221898737358,0.0002827015803666947,True,0.0,False,False,8,8,,Dylan,76561198984101187,7.0,2456.89990234375,3348.570068359375,16.510000228881836,-12503.299560546875,-6419.5001220703125,115.20000457763672,50.0,-4.799999892711639,-1997.5,190.0,0.0,,0.007926790520970685,-2.7087783660637017,0.0019581363659249996,True,139.85039988128088,True,10,4,6,,max,76561199013179223,7.0,2243.030029296875,2144.340087890625,16.989999771118164,-13779.300537109375,16512.60009765625,4.699999988079071,0.3999999910593033,-0.5000000074505806,1782.5,195.0,247.0,,0.009595849031480785,2.3274613262695345,8.681314317448896e-05,188.0,False,10,10,False,True,,
46,2949,73,False,False,1,10201.038990750356,1759.219970703125,-5024.4501953125,507.5899963378906,16814.000244140625,-4212.0001220703125,-122.29999542236328,1409.1000366210938,127.70000457763672,-880.0,1.0,0.9453842351170867,-0.04498794630217835,-3.113221036280307,76561198984101187,Dylan,7.0,1715.9599609375,-4897.7001953125,541.4600219726562,16056.8994140625,-1671.9000244140625,1593.0999755859375,2796.099853515625,-4559.5001220703125,-1281.3999938964844,13.0,96.0,,-0.579328417763808,-0.23306356152413873,2.953201416718126,True,6,0.0,False,12,6,,76561199013179223,max,7.0,511.05999755859375,-4471.330078125,16.989999771118164,6867.5,-4022.3001098632812,4.799999892711639,-0.5000000074505806,-2.5,1546.300048828125,168.0,237.0,-0.009744272884585129,-2.5992990574908394,0.00018604747691488267,True,236.0,False,False,10,10,,enpitsu,76561198039309853,25.0,1632.9000244140625,-323.69000244140625,17.059999465942383,19046.600341796875,604.900016784668,2.0000000298023224,-0.19999999552965164,-1.0999999940395355,2031.4999389648438,255.0,128.0,,-0.016847372526812683,3.0376322257920325,3.9186222634042014e-05,True,31.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,2191.159912109375,-4148.080078125,17.0,6715.8001708984375,-12365.799560546875,3.400000035762787,1.1999999731779099,-2.5999999046325684,-603.3000183105469,255.0,128.0,,-0.009591480252815492,-2.028306143739949,8.681206785089767e-05,128.0,False,8,8,False,True,,
47,2953,73,False,False,1,10222.843284542821,1973.31005859375,-5025.919921875,482.8800048828125,13835.30029296875,415.09998321533203,-2662.7999877929688,374.59999084472656,157.89999961853027,-5986.199951171875,1.0,0.9840623140028772,0.6711826482286207,2.9785384181463463,76561198984101187,Dylan,7.0,1848.2900390625,-4902.35009765625,553.52001953125,15509.100341796875,1024.000015258789,1428.3000183105469,4551.300048828125,-3087.6998901367188,-30.69999933242798,91.0,126.0,,-0.9496731678115827,0.1174315002133826,2.548442908764615,True,6,0.0,False,12,6,,76561199013179223,max,7.0,570.77001953125,-4502.08984375,16.989999771118164,7358.599853515625,-3551.199951171875,4.600000083446503,-5.099999904632568,1.4000000059604645,915.4000091552734,179.0,128.0,-0.009622130702768105,-2.723940311670081,-4.18378051980075e-06,True,236.0,False,False,10,10,,enpitsu,76561198039309853,25.0,1951.8599853515625,-255.0800018310547,17.059999465942383,17330.30029296875,6467.5,1.2999999523162842,-2.8999999165534973,-1.0999999940395355,950.8999633789062,255.0,128.0,,-0.01677260302647663,2.7164729391639213,-0.0002048572970835675,True,31.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,2298.570068359375,-4369.9501953125,17.0,5838.699951171875,-12830.50048828125,3.3000001311302185,-0.0,0.19999999552965164,-88.99999618530273,255.0,128.0,,-0.009592625892105761,-1.9914031451967518,5.050455673557908e-05,128.0,False,8,8,False,True,,
48,2970,74,False,False,1,10312.532584989658,2782.72998046875,-4998.47021484375,212.9600067138672,11549.200439453125,4277.099914550781,-5457.9998779296875,-1418.3999633789062,-279.3000030517578,-5823.2000732421875,1.0,1.0319181286365486,-1.8361563213740213,-3.06753490057712,76561198984101187,Dylan,7.0,2896.7099609375,-4830.14990234375,499.7200012207031,15582.60009765625,1163.3999633789062,-2934.5999145507812,-136.09999656677246,-3289.1000366210938,503.6000061035156,230.0,255.0,,0.6122696901247067,1.9564561013150537,-0.12332661100532925,True,6,0.0,False,12,6,,76561199013179223,max,7.0,1054.739990234375,-4604.25,16.989999771118164,3435.2999877929688,187.90000915527344,4.600000083446503,0.7000000029802322,-2.3000000417232513,19.90000009536743,128.0,128.0,-0.0098196380099613,3.080410818911436,-6.113702144191706e-05,True,236.0,False,False,10,10,,enpitsu,76561198039309853,25.0,2928.050048828125,225.0,17.059999465942383,17131.300048828125,6308.2000732421875,1.7000000178813934,1.1999999731779099,0.5000000074505806,-1760.0,255.0,0.0,False,-0.016757119600596535,2.8306427338139213,-0.00019669029924573154,True,31.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,2865.550048828125,-4903.25,79.58999633789062,2679.2001342773438,-2991.099853515625,3484.1000366210938,-1454.6000671386719,-4753.500061035156,658.3999633789062,255.0,128.0,,0.13682428543740022,-2.864938917380575,-0.0046769468247407206,128.0,False,10,9,False,True,,
49,2971,74,False,False,0,1909.5482982817446,-2799.77001953125,4991.56005859375,217.0500030517578,2002.1000671386719,-2052.2999572753906,3922.9998779296875,-2916.6000366210938,-2953.0999755859375,581.6999816894531,0.0,-1.009575836632296,1.8042086525111496,3.0677571092604414,bf81d8692db,games5425898691,18.0,-2890.330078125,4927.22021484375,103.9800033569336,-4039.7000122070312,2396.999969482422,1646.300048828125,-654.4999694824219,5102.300109863281,1946.199951171875,255.0,125.0,,-0.7118124649164747,2.9036055930470437,0.04609644126874277,True,9,128.0,False,10,False,,76561198039309853,enpitsu,25.0,-3073.340087890625,-266.69000244140625,17.059999465942383,-17633.499755859375,-3869.8001098632812,1.8000000715255737,-0.09999999776482582,0.0,-1993.800048828125,255.0,0.0,0.016765970695929736,-2.9870400475547196,-0.00010325611023677514,True,31.0,False,False,10,10,,Dylan,76561198984101187,7.0,-2896.7099609375,4830.14990234375,499.7200012207031,-15582.60009765625,-1163.3999633789062,-2934.5999145507812,136.09999656677246,3289.1000366210938,503.6000061035156,230.0,255.0,,-0.6122696901247067,-1.9564561013150537,-0.12332661100532925,True,0.0,False,12,6,6,,max,76561199013179223,7.0,-1054.739990234375,4604.25,16.989999771118164,-3435.2999877929688,-187.90000915527344,4.600000083446503,-0.7000000029802322,2.3000000417232513,19.90000009536743,128.0,128.0,,0.0098196380099613,-3.080410818911436,-6.113702144191706e-05,236.0,False,10,10,False,True,,False
50,3011,75,False,False,1,9968.23289267469,2530.830078125,-4693.259765625,93.88999938964844,24231.201171875,7100.8001708984375,3331.400146484375,2846.7001342773438,4894.2999267578125,1985.2999877929688,1.0,1.1166148739106234,-1.686057131761517,-3.0872519879755775,76561199013179223,max,7.0,2371.2099609375,-4728.56982421875,94.2699966430664,14520.400390625,-954.8999786376953,2370.800018310547,123.50000381469727,-510.9000015258789,-387.00000762939453,217.0,128.0,,-0.0037953045600642994,2.881414260231541,0.001307208902122663,True,10,164.0,False,12,False,,76561198984101187,Dylan,7.0,3690.97998046875,-3795.699951171875,63.06999969482422,2506.699981689453,6164.5001220703125,-428.8999938964844,3458.2998657226562,4234.89990234375,595.9999847412109,15.0,0.0,-0.060318550378355866,2.240004274992327,-1.3161388533349385,True,0.0,False,6,6,12,,enpitsu,76561198039309853,25.0,3665.719970703125,-535.0,17.059999465942383,917.0999908447266,1753.0999755859375,1.1999999731779099,-0.7000000029802322,0.19999999552965164,0.0,128.0,128.0,False,-0.0170684919401576,-1.0887687536702795,-1.5595433066776378e-05,True,255.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,2974.39990234375,-4740.7900390625,25.149999618530273,-809.3000030517578,458.3000183105469,2946.0000610351562,224.50000762939453,39.000000953674316,179.20000076293945,128.0,128.0,,0.08246710481147806,-2.8817235880743755,-0.03798479995905031,128.0,False,12,10,False,True,,
